COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
185-9									h w a j	
186-9									m u ɴ u r	
187-9									m i i	
190-9									u k u ɴ	
193-9									tɕ iː r ɴ i	
194-9									s i j u s u ɴ a	
195-9									k u j s u ɴ i	
216-9									m u r u s ɴ	
221-9									n aː	
239-9									ʔ i ɕ i	
252-9									m iː tɕ i	
253-9									ʔʲ u tɕ i	
254-9									ʔ i ɕ i ɕ i	
266-9									k u ɕ i	
267-9									n u g u r i ɴ u ɴ	
268-9									ʔ u m i	
272-9									ʔ u m i	
276-9									ʔ u r u u ɴ u	
281-9									m u s i	
304-9									ɕ i b a i u	
305-9									w tɕ i	
308-9									h u n u	
309-9									k u s u	
310-9									t u	
311-9									n r.u	
14-10										k o tɕ e
18-10										d a tɕ e
35-10										h i t o ts u
36-10										h u t a ts u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i tɕ a m i
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o tɕ o s u
140-10										o j o ŋ u
156-10										t a t e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a i
193-10										k i tɕ o i
194-10										s i r o i
195-10										k u r o i
216-10										m a tɕ ui
221-10										n a
239-10										i ts u
252-10										m i w u
253-10										j oː w u
254-10										i ts u ts u
266-10										k a z e
267-10										n a ŋ a tɕ e r u
268-10										u m i
272-10										a m e
276-10										a tɕ a u
281-10										m u s i
304-10										ts u k a
305-10										tɕ i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
