COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
400-6						p ɨ vː a ɭ				
412-6						s a k i ɭ				
413-6						ts u ts s a s				
414-6						p u ɭ				
422-6						p ts ɭ i				
423-6						k a a i ɭ				
430-6						p a k				
435-6						p ts				
446-6						s ɨː t				
447-6						b i				
458-6						t u s ɨ				
56-6						p t u				
62-6						ɨ n				
65-6						k aː a				
70-6						t a n i				
75-6						k aː a				
96-6						m i				
101-6						p a				
14-7							k o r e			
18-7							d a r e			
35-7							h i t ts u			
36-7							ɸ o t a ts u			
48-7							n a ŋ eː			
60-7							t o			
63-7							s e r m			
64-7							k i			
67-7							ɸ a			
68-7							n e			
71-7							tɕ i			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m e m i			
98-7							h a n a			
99-7							k o tɕ i			
-102-7							s e t a			
103-7							ts u m e			
110-7							t e			
116-7							m n e			
120-7							n o m u			
132-7							k i k u			
139-7							k o r o s u			
140-7							o j o ŋ u			
156-7							t a tɕ o r u			
168-7							ts u k i			
169-7							h o s i			
170-7							m e z u			
173-7							e s i			
180-7							k o m o			
185-7							ɸ eː i			
186-7							m e r u			
187-7							m i tɕ i			
190-7							k			
193-7							k e r			
194-7							s e r o			
195-7							k o r o			
216-7							m r iː			
221-7							n a			
239-7							e ts u			
252-7							m i ts u			
253-7							j o ts u			
254-7							e ts u ts u			
266-7							k a z e			
267-7							n a ŋ a r e r u			
268-7							u m i			
272-7							a m e			
276-7							a r o			
281-7							m o s i			
304-7							ts u b a			
305-7							tɕ i tɕ			
308-7							h a n a			
309-7							k o s a			
310-7							t o			
311-7							n			
342-7							j o k i			
346-7							k u r eː			
347-7							k i r u			
348-7							ɸ e r o eː			
351-7							t oː eː			
361-7							o a			
379-7							k o s a r a			
394-7							ɸ e d a r e			
395-7							m e ŋ i			
400-7							ɸ r u			
412-7							s k e r u			
413-7							ts u k e s s u			
414-7							h o r u			
422-7							ɸ o k o r e r u			
423-7							k a ŋ eː e r u			
430-7							h a k u			
435-7							h o u			
446-7							s e t eː			
447-7							o e			
458-7							t o s i			
56-7							h t o			
62-7							e n o			
65-7							k a w a			
70-7							t a n e			
75-7							k a w a			
96-7							m e			
101-7							ɸ a			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a ts u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o j o g u		
156-8								t a o r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i a u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k a i		
193-8								k e r o i		
194-8								s i r o i		
195-8								k u r o i		
216-8								m a r ui		
221-8								n a		
239-8								i ts u		
252-8								m i ts u		
253-8								j o ts u		
254-8								i ts u ts u		
266-8								k a r e		
267-8								n a g a r e r u		
268-8								u m i		
272-8								a m e		
276-8								a r a u		
281-8								m u s i		
304-8								ts u b a		
305-8								tɕ i i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n e		
342-8								j u k i		
346-8								k u r a i		
347-8								k i r u		
348-8								h i r o i		
351-8								t oː i		
361-8								o m o a i		
379-8								k u s a r a		
394-8								h i d a r i		
395-8								m i g i		
400-8								h i k a r u		
412-8								s a k e r u		
413-8								ts u k i a s u		
414-8								h o r u		
422-8								h u k u r e r u		
423-8								k a g a u r u		
430-8								h a k u		
435-8								h u k u		
446-8								s i t a		
447-8								u i		
458-8								t o s i		
62-8								i n u		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m e		
101-8								h a		
14-9									k u r i	
18-9									t a r u	
35-9									h.w i t u ɕ i	
36-9									h.w u t a ɕ i	
48-9									n a g a s u ɴ a	
60-9									t u j i	
63-9									s i r a m	
64-9									k iː	
67-9									h u aː	
68-9									n i ʔ ɴ	
71-9									j j j tɕ i	
76-9									h u n i	
83-9									ɕ i n u	
87-9									h a n ɴ i	
95-9									m i m i	
98-9									h a n a	
99-9									k u i	
-102-9									s i t a	
103-9									ɕ i m i	
110-9									t i	
116-9									m n j i	
120-9									n u m ɴ u	
132-9									tɕ i k ɴ	
139-9									k u r u s u	
140-9									ʔ u ʔʲ	
156-9									t a t oː ɴ	
168-9									ɕ i tɕ i	
169-9									h u s i	
170-9									m i ɕ i	
173-9									ʔ i s i	
180-9									k u m u	
185-9									h u u j	
186-9									m u ɴ i r	
187-9									m i i	
190-9									a k u ɴ	
193-9									tɕ iː r ɴ i	
194-9									s i r s u ɴ a	
195-9									k u r s u ɴ	
216-9									m aː r u s ɴ	
221-9									n a	
239-9									ʔ i ɕ i	
252-9									m iː tɕ i	
253-9									ʔʲ u tɕ i	
254-9									ʔ i ɕ i ɕ i	
266-9									k a ɕ i	
267-9									n a g a r i r ɴ u	
268-9									ʔ u m i	
272-9									ʔ a m i	
276-9									ʔ a r a ɴ u	
281-9									m u s i	
304-9									ɕ i b a i u	
305-9									tɕ i	
308-9									h a n a	
309-9									k u s a	
310-9									t u	
311-9									n r.u	
342-9									ʔʲ u tɕ i	
346-9									tɕ u r a s u ɴ a	
347-9									tɕ i r ɴ	
348-9									h.w i r s u ɴ a	
351-9									t u s u ɴ a	
361-9									ʔ u u s ɴ i	
379-9									k u s a ɴ t a	
394-9									h i t a r i	
395-9									m i g ɴ i	
400-9									h i k a j ɴ	
412-9									ɕ a k i r ɴ u	
413-9									ɕ i tɕ s a s ɴ u	
414-9									h u r ɴ u	
422-9									h.w u k u r i r ɴ	
423-9									k a ɴ g u ɴ i r u	
430-9									h a k ɴ	
435-9									h.w u tɕ ɴ u	
446-9									s i t j j a	
447-9									ʔ u oː	
458-9									t u s i	
56-9									w t u	
62-9									ʔ i n	
65-9									k aː r a	
75-9									k aː a r a	
96-9									m iː	
101-9									h aː	
14-10										k o tɕ e
18-10										d a tɕ e
35-10										h i t o ts u
36-10										h u t a ts u
48-10										n a ŋ a i
60-10										t o tɕ i
63-10										s i tɕ a m i
64-10										k i
67-10										h a
68-10										n e
71-10										tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o tɕ o s u
140-10										o j o ŋ u
156-10										t a t e r u
168-10										ts u k i
169-10										h o s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e tɕ u
187-10										m i tɕ i
190-10										a k a i
193-10										k i tɕ o i
194-10										s i r o i
195-10										k u r o i
216-10										m a tɕ ui
221-10										n a
239-10										i ts u
252-10										m i w u
253-10										j o w u
254-10										i ts u ts u
266-10										k a z e
267-10										n a ŋ a tɕ e r u
268-10										u m i
272-10										a m e e
276-10										a tɕ a u
281-10										m u s i
304-10										ts u k i
305-10										tɕ i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										j u k i
346-10										k u r a i
347-10										k i tɕ u
348-10										h i tɕ o i
351-10										t o
361-10										o m o a i
379-10										k u s a r a
394-10										h i d a r i
395-10										m i ŋ i
400-10										h i k a tɕ u
412-10										s a k e r u
413-10										ts u k i a s u
414-10										h o r u
422-10										h u k u tɕ e tɕ u
423-10										k a ɴ ŋ a e tɕ u
430-10										h a k u
435-10										h u k u
446-10										s i t a
447-10										u i
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m e
101-10										h a
