COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
474-1	ɔ ŋ							
479-1	ɕ i ɹ							
489-1	j ɛi							
490-1	kʰ au ŋ							
494-1	ɕ i							
503-1	kʰ i							
502-1	z a ŋ							
235-1	l u ŋ							
519-1	l i							
523-1	aˀ k							
527-1	kʰ ɛ ŋ							
538-1	ɕ							
544-1	j a m							
850-1	a							
554-1	d i							
553-1	d i ŋ							
558-1	kʰ a m							
561-1	ɕ a							
562-1	p a							
564-1	j ɛi							
567-1	m a							
570-1	pʰ u							
575-1	ɔː							
582-1	l a							
585-1	aˀ t							
589-1	kʰ u m							
593-1	d ɛ ɲ							
594-1	l i ŋ							
595-1	tʰ u ŋ							
596-1	ɲ a k							
598-1	ʑ aˀ							
599-1	d i							
602-1	ʑ ɛi							
603-1	l a p							
606-1	ɕ ɔ							
605-1	b ɔ							
620-1	l a							
637-1	pʰ a k							
639-1	dʑ u							
645-1	kʰ ɔ							
646-1	d ɛ ŋ							
168-1	kʰ ɛ k							
658-1	kʰ a ɲ							
665-1	pʰ a							
668-1	h a							
677-1	t a ŋ							
75-1	k ɔ ŋ							
678-1	ɕ a							
682-1	m ɛ ɲ							
493-1	ʑ u							
693-1	ɕ a							
694-1	m a							
702-1	ts u m							
704-1	m a							
176-1	l a							
709-1	ɕ							
710-1	t ɔ p							
714-1	m ɛ							
718-1	kʰ a							
719-1	tɕʰ a m							
22-1	m u							
723-1	ɕ i ŋ							
726-1	dʑ ɛ ŋ							
729-1	b							
730-1	d i							
739-1	pʰ l i							
740-1	b i							
741-1	kʰ ɔ k							
744-1	a							
743-1	j ɛ ɲ							
746-1	pʰ ɔ ŋ							
748-1	d i							
747-1	kʰ u							
749-1	kʰ ɛ ɲ							
751-1	t au n							
762-1	m ɛ ɲ							
764-1	kʰ ɛ ɲ							
765-1	d i							
788-1	h u m							
615-1	l a k							
803-1	ɕ aˀ							
802-1	w a k							
808-1	b a							
809-1	ts i							
819-1	d u k							
821-1	ɕ a							
820-1	b ɛi							
828-1	ɕ a k							
827-1	p u							
835-1	ɲ ai							
308-1	d u							
844-1	ʑ i							
848-1	m u							
705-1	l a							
613-1	ɛi							
649-1	kʰ ɛ k							
876-1	ts au							
878-1	j ɔ ŋ							
889-1	kʰ a							
898-1	ɲ u k							
902-1	kʰ a ŋ							
910-1	ɛ ɲ							
916-1	l i							
919-1	d ɛi							
922-1	ɕ i t							
930-1	tɕʰ a							
933-1	k ɛi							
939-1	d ɛ k							
947-1	w ɛ ɲ							
948-1	ɲ aˀ							
963-1	ʑ a							
967-1	tɕʰ u k							
969-1	ɕ							
970-1	kʰ ɔ k							
972-1	ɲ ɛ							
731-1	m u							
973-1	dʑ i ŋ							
974-1	ɲ							
979-1	tɕ a n							
182-1	kʰ u							
993-1	ɲ a							
994-1	j u							
1001-1	ɕ a							
1002-1	d aˀ							
1005-1	tɕʰ u n							
1009-1	kʰ ɔː							
1022-1	ɕ u							
1021-1	j k k							
1043-1	w aˀ ŋ							
1049-1	t ɛi s							
1065-1	kʰ i ŋ							
1068-1	j u							
1077-1	l u ŋ							
1081-1	d a ŋ							
1084-1	kʰ i ŋ							
1092-1	m i							
1091-1	tɕʰ i							
1096-1	ɲ ɛ							
1097-1	dʑ u							
1102-1	ɲ ɔi							
1104-1	tʰ ɔ n							
1108-1	tɕʰ a k							
552-1	dʑ a							
1111-1	b l ɛi							
1116-1	ɕ au n							
722-1	kʰ ɔː							
1141-1	j ɔ ŋ							
1147-1	b ɛ							
1146-1	z ɔ							
1150-1	kʰ a ŋ ŋ							
1151-1	ɔ ŋ							
1158-1	kʰ a k							
1159-1	pʰ a							
1164-1	tʰ a							
1163-1	l a							
1167-1	ɕ a ŋ							
1171-1	l ɔi							
1177-1	z u							
1187-1	kʰ ɛi							
1189-1	ɲ i k							
52-1	kʰ a							
1195-1	ʑ i							
1203-1	tʰ u k							
1211-1	j ɔ							
329-1	d aˀ							
1217-1	m ɛ ŋ							
72-1	kʰ a							
1218-1	tɕʰ i k							
1222-1	tɕʰ ɔ ŋ							
1229-1	dʑ a ŋ							
1238-1	d a ŋ							
1249-1	m i							
1252-1	j a							
1254-1	n i							
1253-1	ɕ u m							
1257-1	k u							
1263-1	dʑ i							
1266-1	dʑ a k							
584-1	t ɔ ŋ							
7-1	w ɔi							
1191-1	l a ŋ							
13-1	tɕʰ a							
18-1	d i							
33-1	n ɛ							
74-1	t ɛ n							
81-1	ɕ a ŋ							
83-1	m i k							
89-1	tʰ ɔ ŋ							
90-1	ʑ ɔ p							
123-1	tɕʰ i							
122-1	kʰ u s							
121-1	m a							
154-1	tɕʰ u							
159-1	ɕ ɛ							
161-1	tɕʰ i							
170-1	dʑ ɛ t							
91-1	a							
181-1	n a							
186-1	dʑ ɛ							
191-1	ɕ i							
217-1	k a							
221-1	ɲ u							
252-1	ts ɛ ɲ							
253-1	d a m							
261-1	b u							
262-1	u							
281-1	ts ɛ k							
287-1	l i ŋ							
288-1	l a							
292-1	d i							
297-1	kʰ ɔ k							
311-1	k i							
332-1	b a							
358-1	j ɔ ŋ							
366-1	k i							
378-1	tɕʰ a t							
382-1	m i							
392-1	dʑ ɔ k							
397-1	b u							
471-1	m a ŋ							
477-1	d u							
478-1	r u							
481-1	dʑ a p							
483-1	ʑ ɛ ɲ							
511-1	kʰ							
525-1	tɕʰ i							
542-1	d ɔ ŋ							
638-1	ɲ aˀ							
656-1	z i							
657-1	d aˀ ŋ							
659-1	d a							
711-1	tɕʰ ɔ							
745-1	ɲ a							
818-1	tʰ i k							
825-1	tʰ i							
839-1	tɕʰ ɛi							
841-1	j a							
894-1	b							
932-1	ɕ							
1-2		g uː						
5-2		n a						
4-2		tʰ ɛ k						
6-2		n a ŋ						
15-2		dʑ i						
55-2		l ɔ						
56-2		a						
60-2		s ɛː						
61-2		kʰ y ŋ						
80-2		dʑ ɔ k						
87-2		tɕʰ ɐ						
86-2		pʰ l u						
92-2		pʰ l						
102-2		m ɛː						
106-2		pʰ u k						
108-2		d ə						
107-2		pʰ l ɔː						
112-2		pʰ a m						
115-2		s						
114-2		t u ŋ						
120-2		d u						
124-2		a						
125-2		tʰ ɔ k						
132-2		s ə						
131-2		r i ŋ						
136-2		b ə						
134-2		kʰ ɐ k						
137-2		a						
138-2		d ɔ k						
140-2		h uː						
143-2		tɕʰ ɐ k						
145-2		tɕʰ ɔ̃ː						
147-2		h ɛː						
149-2		n i k						
153-2		s						
152-2		kʰ ɛ n						
158-2		k i k						
163-2		l i						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		b y k						
173-2		tʰ øː						
183-2		r ɛː						
185-2		m uː						
188-2		g ə						
189-2		tɕ i ŋ						
193-2		h ɛ						
196-2		m ɐ̃ː						
199-2		tɕʰ ɛː						
200-2		kʰ a n						
201-2		tɕʰ i						
202-2		kʰ ə						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a m						
117-2		b yː						
146-2		tɕʰ eˀ						
219-2		pʰ						
218-2		tɕʰ ɛː						
224-2		m ɔ̃ː ŋ						
240-2		tɕʰ ɐ k						
244-2		j ɐ̃						
255-2		n ɐ̃						
260-2		b eˀ						
263-2		r ɔː						
269-2		dʑ ɛ k						
271-2		tʰ ɐ k						
209-2		tɕʰ eˀ						
277-2		m ə						
278-2		b u ŋ						
135-2		d ə						
284-2		m yː						
797-2		a						
290-2		l i						
289-2		tɕ i k						
296-2		n i						
310-2		s ə						
319-2		iː						
325-2		r a						
327-2		tʰ ɛː						
331-2		k ɔː						
337-2		b ɛ n						
338-2		l i ŋ						
339-2		ɐ̃ː						
350-2		kʰ						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		m a						
361-2		tʰ o						
365-2		s a ɹ						
364-2		dʑ ɛ ʔ						
375-2		r u k						
379-2		s ɛ t						
380-2		kʰ a						
396-2		j o						
400-2		m uː						
405-2		d a ŋ						
404-2		s ø n						
409-2		r ɛ k						
410-2		i k						
415-2		b ɛː						
416-2		b a						
101-2		n u ŋ						
37-2		kʰ uː						
424-2		pʰ ɛː						
434-2		tɕʰ ɛ n						
445-2		pʰ						
446-2		s iː						
451-2		t u						
457-2		n a m						
456-2		b l uː						
464-2		pʰ i ŋ						
473-2		tɕʰ iː						
474-2		ɔ ŋ						
479-2		s i ŋ						
489-2		j a						
490-2		h ɐ̃ː						
494-2		s ə						
503-2		g ə						
502-2		z a ŋ						
235-2		l y ŋ						
519-2		l iː						
523-2		u k						
527-2		tɕʰ ɛ ŋ						
538-2		s						
544-2		j a n						
850-2		a						
554-2		dʑ ə						
553-2		r i ŋ						
558-2		kʰ ɔ̃ː ŋ						
561-2		s a						
562-2		ɐ						
564-2		j ɛː						
567-2		m a						
570-2		pʰ yː						
575-2		ɐ̃ː						
582-2		l ɐ						
585-2		ɐ̃						
589-2		kʰ ø n						
593-2		d ɛ n						
594-2		l y ŋ						
595-2		tʰ øː						
596-2		n ɔ k						
598-2		z u						
599-2		d ɛ̃ː						
602-2		z ɛː						
603-2		l a						
606-2		s ɔ						
605-2		b ɔ						
620-2		l ɛː						
637-2		pʰ ɐ k						
639-2		dʑ ɔː						
645-2		kʰ ɔ						
646-2		r ɛː ŋ						
168-2		h ɛ k						
658-2		h a n						
665-2		pʰ uː						
668-2		h uː						
677-2		t a ŋ						
75-2		k u ŋ						
678-2		s uː						
682-2		m ɛ n						
493-2		z yː						
693-2		s u						
694-2		m uː						
702-2		tɕ ø n						
704-2		m uː						
176-2		l uː						
709-2		s						
710-2		t ø						
714-2		m ɛ						
718-2		kʰ						
719-2		tɕʰ ɔ̃ː ŋ						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		dʑ ɛː ŋ						
729-2		b u						
730-2		r ɛː						
739-2		pʰ l iː						
740-2		b ə						
741-2		kʰ ɔ k						
744-2		a						
743-2		h ɛ n						
746-2		pʰ u ŋ						
748-2		tʰ ə						
747-2		kʰ yː						
749-2		kʰ ɛ n						
751-2		t ɐ̃ː						
762-2		m ɛ n						
764-2		h ɛ n						
765-2		dʑ i						
788-2		l y						
615-2		l ɐ k						
803-2		s u						
802-2		w ɐ k						
808-2		b a						
809-2		tɕ i						
819-2		d y k						
821-2		s ə						
820-2		b ɐ						
828-2		s ɐ k						
827-2		yː						
835-2		n ɛ						
308-2		r yː						
844-2		z i						
848-2		m y						
705-2		l uː						
613-2		ə						
649-2		h ɛ k						
876-2		tɕ ɐ̃ː						
878-2		j u ŋ						
889-2		h ɔ̃ː						
898-2		n y k						
902-2		h ɔ̃ː ŋ						
910-2		a n						
916-2		l iː						
919-2		r ɛː						
922-2		s i k						
930-2		tɕʰ ɔ̃ː						
933-2		k ɛː						
939-2		r ɛː k						
947-2		j ɛ n						
948-2		n u						
963-2		z uː						
967-2		tɕʰ y k						
969-2		s						
970-2		k u k						
972-2		n ə						
731-2		m yː						
973-2		dʑ i ŋ						
974-2		n ɐ̃						
979-2		tɕ ɛ n						
182-2		kʰ yː						
993-2		n ə						
994-2		j yː						
1001-2		s ɐ						
1002-2		d u						
1005-2		tɕʰ yː						
1009-2		kʰ ɐ̃ː						
1022-2		s y						
1021-2		j k k						
1043-2		j u ŋ						
1049-2		t aː						
1065-2		tɕʰ ĩː						
1068-2		j ɔː						
1077-2		l y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h i ŋ						
1092-2		m ə						
1091-2		tɕʰ iː						
1096-2		n ə						
1097-2		dʑ yː						
1102-2		n ɛː						
1104-2		tʰ øː						
1108-2		tɕʰ ɐ k						
552-2		dʑ uː						
1111-2		b l ɔː						
1116-2		s ɐ̃ː						
722-2		kʰ ɐ̃ː						
1141-2		j ɔ̃ː ŋ						
1147-2		b ə						
1146-2		z ɐ̃ː						
1150-2		h a ŋ						
1151-2		u ŋ						
1158-2		h ɐ k						
1159-2		pʰ ɔ̃ː						
1164-2		tʰ ə						
1163-2		l uː						
1167-2		s a ŋ						
1171-2		l ɛː						
1177-2		z yː						
1187-2		kʰ ɛː						
1189-2		n i k						
52-2		kʰ uː						
1195-2		z iː						
1203-2		tʰ y k						
1211-2		j ɔː						
329-2		r ɐ̃						
1217-2		m ə						
72-2		kʰ uː						
1218-2		tɕʰ i k						
1222-2		tɕʰ øː						
1229-2		dʑ a ŋ						
1238-2		d ɔ̃ː ŋ						
1249-2		n iː						
1252-2		j uː						
1254-2		n ə						
1253-2		s ø m						
1257-2		k ɔː						
1263-2		dʑ ə						
1266-2		dʑ ɐ k						
584-2		t u ŋ						
7-2		w ɛː						
1191-2		l a ŋ						
18-2		dʑ i						
33-2		n ə						
74-2		t a						
81-2		s a ŋ						
83-2		m i k						
104-2		m ə						
123-2		tɕʰ ə						
122-2		kʰ ø						
121-2		m ɐ						
154-2		tɕʰ ɔː						
161-2		tɕʰ iː						
170-2		dʑ ɛ ʔ						
91-2		a						
181-2		n uː						
186-2		dʑ ə						
191-2		z ə						
211-2		b ɛ						
210-2		kʰ ɐ̃ː						
217-2		k a						
221-2		n yː						
233-2		d u						
246-2		t yː						
252-2		tɕ ɛ n						
253-2		r a m						
261-2		b y						
262-2		yː						
281-2		tɕ ɛ k						
287-2		l u						
288-2		l uː						
292-2		d i						
297-2		kʰ ɔ k						
332-2		b uː						
342-2		ɔ						
358-2		j u ŋ						
366-2		k ə						
378-2		tɕʰ ɐ̃						
382-2		m iː						
392-2		dʑ ɔ k						
397-2		b o						
437-2		h ɛː						
444-2		pʰ l ɐ k						
465-2		tɕʰ i						
471-2		m a ŋ						
477-2		d						
478-2		r ɔː						
481-2		dʑ a						
483-2		z ɛ n						
500-2		m i ŋ						
511-2		kʰ u						
525-2		tɕʰ iː						
542-2		dʑ ɔ ŋ						
625-2		r u ŋ						
638-2		n u ŋ						
640-2		tɕʰ ɛ̃ĩː						
656-2		z ə						
657-2		d u ŋ						
818-2		tʰ ɛː k						
825-2		tʰ ə						
839-2		tɕʰ ɐ						
841-2		j a						
932-2		s						
1-3			g a					
5-3			n a					
4-3			tʰ i k					
6-3			n a ŋ					
15-3			b i					
55-3			l ɔ					
56-3			a					
60-3			s ei					
61-3			kʰ u ŋ					
80-3			dʑ ɔ k					
87-3			tɕʰ a					
86-3			pʰ l a					
92-3			pʰ l					
102-3			m i					
106-3			pʰ ɔ k					
108-3			d a					
107-3			pʰ l ai					
112-3			pʰ ɔ m					
115-3			ɕ					
114-3			tʰ ɔ ŋ					
120-3			d a					
124-3			a					
125-3			tʰ ɔ k					
132-3			ɕ i					
131-3			d i ŋ					
136-3			m i					
134-3			kʰ a k					
137-3			a					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ ɔ					
147-3			h ui					
149-3			m i k					
153-3			ɕ					
152-3			kʰ ɛ n					
158-3			kʰ i k					
163-3			l i					
164-3			ɲ u					
167-3			pʰ a ŋ					
171-3			ɲ u ŋ					
172-3			b u k					
173-3			tʰ ɔ n					
183-3			d ei					
185-3			m a					
188-3			kʰ u n					
189-3			ts i ŋ					
193-3			h ɛ					
196-3			m a					
199-3			tɕʰ ei					
200-3			kʰ ɛ l					
201-3			kʰ i					
202-3			kʰ a					
203-3			tʰ ɔ ŋ					
204-3			b u					
206-3			ɲ a m					
117-3			b u					
146-3			kʰ e					
219-3			pʰ u					
218-3			tɕʰ ei					
224-3			m a ŋ					
240-3			tɕʰ a k					
244-3			j a t					
255-3			ŋ a s					
260-3			b i					
263-3			d ɔ					
269-3			dʑ ɛ k ŋ					
271-3			tʰ a k					
209-3			kʰ e					
277-3			m a					
278-3			b ɔ ŋ					
135-3			d i					
284-3			m u					
797-3			a					
290-3			l i ŋ					
289-3			tɕ i k					
296-3			n i					
310-3			ɕ i					
319-3			i					
325-3			d e					
327-3			tʰ ei					
331-3			k ɔ					
337-3			b ɛ ŋ ŋ					
338-3			l i ŋ					
339-3			a					
350-3			kʰ u					
349-3			tʰ u ŋ					
357-3			tɕʰ a					
355-3			a					
363-3			m a n					
361-3			tʰ ɔ					
365-3			s a					
364-3			dʑ ɛ t					
375-3			d ɔ k					
379-3			ɕ ɛ t					
380-3			kʰ a					
396-3			j ɔ					
400-3			m a					
405-3			d a ŋ					
404-3			s u m					
409-3			d ɛ k					
410-3			i k t					
415-3			b i					
416-3			b a					
101-3			ŋ a ŋ					
37-3			kʰ a					
424-3			pʰ ui					
434-3			tɕʰ ɛ l					
445-3			p					
446-3			ɕ i					
451-3			t a					
457-3			n a m					
456-3			b l a					
464-3			pʰ i ŋ ŋ					
473-3			tɕʰ i					
474-3			ɔ ŋ					
479-3			s i l					
489-3			j ai					
490-3			h a ŋ					
494-3			ɕ i					
503-3			g i					
502-3			dʑ a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			u k					
527-3			kʰ ɛ ŋ ŋ					
538-3			ɕ					
544-3			j a m					
850-3			a					
554-3			b i					
553-3			d i ŋ					
558-3			kʰ ɔ m					
561-3			ɕ a					
562-3			p a					
564-3			j ei					
567-3			m a					
570-3			pʰ u					
575-3			ui					
582-3			l a					
585-3			a t					
589-3			kʰ u m					
593-3			d ɛ n					
594-3			l i ŋ					
595-3			tʰ u ŋ					
596-3			ŋ a k					
598-3			ʑ a t					
599-3			d i					
602-3			ʑ ei					
603-3			l a p					
606-3			s u					
605-3			b ɔ					
620-3			l i					
637-3			pʰ a k					
639-3			dʑ u					
645-3			kʰ ɔ					
646-3			d e ŋ					
168-3			h ɛ k					
658-3			h a ŋ					
665-3			pʰ a					
668-3			h a					
677-3			t a ŋ					
75-3			k ɔ ŋ					
678-3			ɕ a					
682-3			m ɛ n					
493-3			ʑ u					
693-3			ɕ a					
694-3			m a					
702-3			ts u m					
704-3			m a					
176-3			l a					
709-3			s					
710-3			t ɔ					
714-3			m ɛ t					
718-3			kʰ a					
719-3			tɕʰ ɔ ŋ					
22-3			m u					
723-3			ts i ŋ					
726-3			dʑ e ŋ					
729-3			b					
730-3			d ei					
739-3			pʰ l i					
740-3			b i					
741-3			kʰ ɔ k					
744-3			a					
743-3			h ɛ n					
746-3			pʰ ɔ ŋ					
748-3			d i					
747-3			kʰ u					
749-3			kʰ ɛ n					
751-3			t a n					
762-3			m ɛ n					
764-3			h ɛ n					
765-3			b i					
788-3			h u					
615-3			l a k					
803-3			ɕ a					
802-3			w a k					
808-3			b a					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b ai					
828-3			ɕ a k					
827-3			p u					
835-3			ŋ ai					
308-3			d u					
844-3			ʑ i					
848-3			m i					
705-3			l a					
613-3			i					
649-3			h ɛ k					
876-3			ts ɔ					
878-3			j ɔ ŋ					
889-3			h ɔ					
898-3			n u k					
902-3			h a ŋ					
910-3			ɛ n					
916-3			l i					
919-3			d ei					
922-3			ɕ i s					
930-3			tɕʰ u					
933-3			k ei					
939-3			d ɛ k					
947-3			w ɛ n					
948-3			n a					
963-3			ʑ a					
967-3			tɕʰ u k					
969-3			ɕ					
970-3			kʰ ɔ k					
972-3			n i					
731-3			m u					
973-3			dʑ i ŋ					
974-3			ŋ a s					
979-3			tɕ a n					
182-3			kʰ u					
993-3			n i					
994-3			j u					
1001-3			s a					
1002-3			d a					
1005-3			tɕʰ u n					
1009-3			kʰ ɔ					
1022-3			ɕ u					
1021-3			j k k					
1043-3			w u ŋ					
1049-3			t ei s					
1065-3			kʰ i ŋ					
1068-3			j u					
1077-3			l u ŋ					
1081-3			d ɔ ŋ					
1084-3			ɕ i ŋ					
1092-3			m i					
1091-3			tɕʰ i					
1096-3			n i					
1097-3			g u					
1102-3			ɲ ui					
1104-3			tʰ ɔ n					
1108-3			tɕʰ a k					
552-3			dʑ a					
1111-3			b l ai					
1116-3			s a n					
722-3			kʰ ɔ					
1141-3			j ɔ ŋ					
1147-3			b i					
1146-3			z ɔ					
1150-3			h a ŋ ŋ					
1151-3			ɔ ŋ					
1158-3			h a k					
1159-3			pʰ ɔ					
1164-3			tʰ a					
1163-3			l a					
1167-3			s a ŋ					
1171-3			l ui					
1177-3			dʑ u					
1187-3			kʰ ai					
1189-3			ɲ i k					
52-3			kʰ a					
1195-3			ʑ i					
1203-3			tʰ u k					
1211-3			j ɔ					
329-3			d a					
1217-3			m i ŋ					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ ɔ ŋ					
1229-3			dʑ a ŋ					
1238-3			d ɔ ŋ					
1249-3			m i					
1252-3			j a					
1254-3			n i					
1253-3			s u m					
1257-3			k ɔ					
1263-3			dʑ i					
1266-3			dʑ a k					
584-3			t ɔ ŋ					
7-3			w ei					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			p i					
33-3			n i					
74-3			t a n					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			dʑ ei					
104-3			m i					
123-3			tɕʰ i					
122-3			kʰ ɔ s					
121-3			m a					
154-3			tɕʰ ɔ					
159-3			ɕ a					
161-3			tɕʰ i					
170-3			dʑ ɛ t					
91-3			a					
181-3			n a					
191-3			ɕ i					
211-3			b a					
210-3			kʰ ɔ					
217-3			k a					
233-3			d ɔ					
246-3			t u					
252-3			ts ɛ n					
253-3			d a m					
261-3			b u					
262-3			u					
292-3			d i					
297-3			kʰ ɔ k					
311-3			k i					
332-3			b a					
342-3			ɔ k					
358-3			j ɔ ŋ					
378-3			tɕʰ i t					
382-3			m i					
397-3			b a					
437-3			h i					
444-3			pʰ l a k					
465-3			tɕʰ i					
471-3			m a ŋ					
477-3			d u					
478-3			l ɔ					
483-3			z ɛ l					
500-3			m i ŋ					
511-3			kʰ					
525-3			tɕʰ i					
625-3			d a ŋ					
638-3			n a ŋ					
640-3			tsʰ i					
659-3			d a					
711-3			tɕʰ u					
745-3			n i					
818-3			tʰ i k					
825-3			tʰ i					
841-3			j a					
894-3			b u					
932-3			ɕ					
1-4				g uː				
5-4				n a				
4-4				tʰ i k				
6-4				n a ŋ				
15-4				dʑ i				
55-4				l ɔ				
56-4				a				
60-4				ʂ aː				
61-4				kʰ y ŋ				
80-4				dz ɔ k				
87-4				tɕʰ a				
86-4				pʰ l u				
92-4				pʰ l				
102-4				m a				
106-4				pʰ u k				
108-4				d a				
107-4				pʰ l ɔː				
112-4				pʰ ɐ m				
115-4				ʂ				
114-4				tʰ u ŋ				
120-4				d u				
124-4				a				
125-4				tʰ ɔ k				
132-4				ʂ ə				
131-4				r i ŋ				
136-4				m ə				
134-4				kʰ ɐ k				
137-4				a				
138-4				d ɔ k				
140-4				x uː				
143-4				tɕʰ ɐ k				
145-4				tɕʰ ɔ̃ː				
147-4				x aː				
149-4				n i k				
153-4				ʂ				
152-4				kʰ a n				
158-4				k i k				
163-4				r i				
164-4				ɲ yː				
167-4				pʰ a ŋ				
171-4				ɲ y ŋ				
172-4				b y k				
173-4				tʰ øː				
183-4				r aː				
185-4				m uː				
188-4				g ə				
189-4				ts i ŋ				
193-4				x ɛ				
196-4				m ɐ̃ː				
199-4				tsʰ aː				
200-4				kʰ a n				
201-4				ʈʂʰ i				
202-4				kʰ a				
203-4				tʰ u ŋ				
204-4				b yː				
206-4				ɲ a m				
117-4				b yː				
146-4				ʈʂʰ ɛˀ				
219-4				pʰ				
218-4				tɕʰ aː				
224-4				m ɔ̃ː ŋ				
240-4				tsʰ ɐ k				
244-4				j ɐˀ				
255-4				n ɐ̃				
260-4				b ɛˀ				
263-4				r ɔː				
269-4				ɖʐ ɛ k				
271-4				tʰ ɐ k				
209-4				ʈʂʰ ɛˀ				
277-4				m ə				
278-4				b u ŋ				
135-4				d ə				
284-4				m yː				
797-4				a				
290-4				l i ŋ				
289-4				k i k				
296-4				n i				
310-4				ʂ y				
319-4				iː				
325-4				r ɛ				
327-4				tʰ aː				
331-4				k ɔː				
337-4				b ɛ n				
338-4				h i ŋ				
339-4				ɐ̃ː				
350-4				kʰ ə				
349-4				tʰ y ŋ				
357-4				tɕʰ u				
355-4				a				
363-4				b a				
361-4				tʰ ɔː				
365-4				ʂ a ɹ				
364-4				ɖʐ ɛ ʔ				
375-4				r u k				
379-4				ʂ ɛ t				
380-4				kʰ a				
396-4				j ɔː				
400-4				m uː				
405-4				d a ŋ				
404-4				ʂ ɔ n				
409-4				r ɛ k				
410-4				i k				
415-4				b a				
416-4				b a				
101-4				n u				
37-4				kʰ uː				
424-4				pʰ aː				
434-4				tsʰ ɛ n				
445-4				p				
446-4				ʂ iː				
451-4				t u				
457-4				n a m				
456-4				b l uː				
464-4				pʰ i ŋ				
473-4				tsʰ iː				
474-4				ɔ ŋ				
479-4				ʂ i ɹ				
489-4				j ɔ				
490-4				j ɐ̃ː				
494-4				ʂ ə				
503-4				g ə				
502-4				ʐ a ŋ				
235-4				l y ŋ				
519-4				l iː				
523-4				u k				
527-4				ʈʂʰ ɛ ŋ				
538-4				ʂ				
544-4				j a n				
850-4				a				
554-4				dʑ ə				
553-4				r i ŋ				
558-4				kʰ ɔ̃ː ŋ				
561-4				ʂ a				
562-4				ɔ				
564-4				j aː				
567-4				m ɔ				
570-4				pʰ yː				
575-4				ɐː				
