COGID	Albanian	English	French	German	Latin
920-3			k ɛ r s e		
1083-3			p ɛ r		
1066-3			ɛ s e		
1125-3			g ɛ s e		
1197-3			p u r ɛ r		
473-3			p ɛ r e		
284-3			p ɛ s e		
661-3			p r n		
701-3			u ɛ s r		
315-3			r ɛ t d		
1169-3			s ɛ e		
1150-3			s p ɛ r p ɑ̃		
982-3			ɛ r ɛ s		
987-3			p r ɛ		
1055-3			p t t ɛ s		
1130-3			s ɛ s		
433-3			p ɛ r e e		
585-3			s		
625-3			p u ɛ		
1186-3			t ɛ n e		
814-3			s ɛ r d		
416-3			g r r e		
1233-3			p ɛ r e		
884-3			p ɛ r e		
916-3			ɛ		
1016-3			p r ɛ ɛ e		
952-3			ɛ e		
514-3			p u s e s e		
1079-3			s ɛ		
1100-3			g r p s s e		
47-3			p s ø r		
111-3			ɛ ɛ s		
1061-3			p ɛ̃ s		
1155-3			ʃ ɔ ɛ		
343-3			ɛ ɛ r t		
671-3			g r p s e e		
460-3			p t j		
8-3			s ɛ r p ɑ̃		
644-3			p ɛ s e		
683-3			s ɑ̃		
650-3			s s		
612-3			s ɛ		
871-3			ɛ r p		
1209-3			v ɛ r e s		
667-3			l ɛ		
499-3			s		
14-3			p u s e s		
1029-3			s		
272-3			b ə		
278-3			m ɛ r d		
410-3			t k e		
336-3			s ɛ ɑ̃		
1009-3			v ɛ̃ n e		
479-3			ʃ s		
712-3			m œ r		
1113-3			m ɑ̃		
605-3			ɛ s		
752-3			t ʃ r v		
695-3			a n		
73-3			f r o d		
162-3			p u s s e		
239-3			d ɔ		
560-4				ʃ m i n t	
438-4				eː r t s	
1222-4				n t i s	
353-4				f t au r t s	
201-4				m eː t t s	
20-4				f eː t ə ə r	
503-4				f m au l t	
957-4				m i t	
728-4				l au t ə s	
244-4				h eː m ə n	
289-4				n t au s t	
911-4				m oː t ə ə t	
724-4				h au t au	
145-4				t t oː s	
992-4				m au	
1181-4				ʃ t t t t t	
706-4				eː t ə n	
106-4				a eː d ə	
421-4				a l au aː r	
227-4				eː g l s	
920-4				h eː r t ə ə	
1083-4				h eː r n ə	
1066-4				n t	
1125-4				n au n aː	
1197-4				a eː n ə	
473-4				n eː ə s	
284-4				n eː s ə	
661-4				h au n d	
701-4				h eː g ə	
315-4				h eː t ə n t	
1169-4				h a l t	
1150-4				ʃ t oː r t ə s	
982-4				h eː au t ə	
987-4				ʃ n aː	
1055-4				h t t n ə r ə s	
1130-4				h au g s	
433-4				h eː n d ə	
585-4				t t	
625-4				t au n d ə	
1186-4				s iː n d	
814-4				m t t t i s	
416-4				h v ai t	
1233-4				v a n t	
884-4				n eː r ə ə	
78-4				f l au s	
514-4				pf eː r ə n ə	
116-4				au t s	
188-4				f t eː n ə l	
745-4				a eː n ə r	
1100-4				f r ə iː ə s	
630-4				n t t au t t	
1155-4				h au t	
24-4				n eː n s	
232-4				n au n ə	
671-4				g r k r ə s	
460-4				h au t t	
8-4				ʃ m t t t t	
385-4				z t	
945-4				h eː r n s	
1041-4				ʃ t a n d	
492-4				d eː n ə	
527-4				v a t aː s	
14-4				j aː l t ə	
1-4				a l	
915-4				a n d	
271-4				a s s	
711-4				f ai s	
1112-4				f l aː t	
205-4				g r aː ə	
301-4				f l iː s	
72-4				h a l t	
238-4				t aː g	
560-5					a a t a
438-5					a l a a
1222-5					a k u a
353-5					a p u i u a
201-5					k a n u e
20-5					k a d e t a
503-5					p l a t a
957-5					k a a
728-5					k a t a a
244-5					n a a u t
289-5					a a a u o
911-5					r a u t u a
724-5					a e a a
145-5					d k a a
992-5					k a
1181-5					a l a n o a
706-5					a l a t u
106-5					k a t u a
741-5					p k a k a
421-5					k l a a a
227-5					a u a a
920-5					k a l a u a
1083-5					k a a a t
1066-5					u t a
1125-5					k a l u
1197-5					k a t u a
473-5					k a w i l
284-5					k a t u
661-5					k a t a
701-5					k a u t i
315-5					k a d i u t o
1169-5					k a l a
982-5					a k a t o
987-5					k n a a
1055-5					k a t e a l u t
1130-5					k u t a
433-5					k a l u a
585-5					t a
625-5					k a t i u
1186-5					k a t a
814-5					f u r i e a
416-5					k a a a
1233-5					k a u t t
884-5					k a l a t
916-5					aː a
1016-5					a r a t a l
952-5					a a
78-5					k u a t
1079-5					p i d o
116-5					u t u
188-5					k k a p u t t
745-5					k a t u t
47-5					k a a m a n
111-5					l a k u
1061-5					k a n t e o
630-5					u s p t e
1155-5					k u l a i
24-5					k a u t
232-5					k a t u
343-5					a a k e r
460-5					k u u r iː t i
945-5					k a p u t
644-5					k a l a
683-5					k eː n i
650-5					a l a l a
612-5					p e m o
1041-5					k k u u t
871-5					d r r m i t e
492-5					k a t u t
1209-5					k a r a t
667-5					l a m aː
499-5					n o
1029-5					o
272-5					s i d o e
278-5					m a r i s
410-5					a k o r m iː eː
1009-5					f i n o e
198-5					l i g aː e
479-5					l a k o
712-5					m o r iː iː
1113-5					s eː eː i i o
605-5					a kʷ a
752-5					r e r i iː s e
695-5					f u l i a
73-5					p r i d i d o
164-5					p a r k r
239-5					l u l o
