COGID	1	10	2	3	4	5	6	7	8	9
1767-3			k o k o							
1906-3			n k a l a							
2177-3			n k a l a							
2286-3			l a							
2317-3			f u β a							
2750-3			e e l a							
3275-3			k a a n a							
3464-3			f o n a							
3639-3			r a m a l a							
3981-3			m a l a							
4192-3			f a m l a							
4260-3			a a a							
4350-3			l e e l o o							
278-3			β a							
745-3			a x o							
3971-3			x a m a							
93-3			k o n a							
200-3			β l a							
374-3			a a l a a a							
508-3			o f a							
528-3			β a l a							
1137-3			a k a							
1585-3			a a l a							
1712-3			f u l a							
2088-3			f a l a							
2334-3			f a k a							
2393-3			m a n a							
2665-3			a n k a							
2738-3			β e e l a							
3675-3			l a a l a							
4137-3			m a l a							
4440-3			a l a							
4574-3			a a l a							
4688-3			a a l a							
2798-3			l a							
3067-3			n l a							
3531-3			a a a x a							
3767-3			l o							
4632-3			x a l a							
401-3			l a							
2689-4				b o g a						
893-4				b o g g g a						
1285-4				b o g a						
3572-4				b o g a						
1755-4				b o a						
1789-4				b o g g g ŋ g a						
3686-4				b o g g a						
4451-4				b o g a						
1216-4				b o g g g a						
4003-4				b o g g a						
419-4				b o g a						
1122-4				b o g a						
1430-4				b o g a						
1666-4				b o g g a						
1767-4				b o g a						
55-4				b o g a						
94-4				b ŋ g a						
2717-4				ŋ g g ŋ g a						
1339-4				b o g a						
4632-4				b o g a						
2689-5					n a m a					
893-5					a n g e					
1285-5					w					
1303-5					k o m a					
2197-5					s o a l a					
2828-5					l i n a					
3572-5					s o n i					
1095-5					l i m a					
3207-5					f u l a					
3519-5					d u m a					
3686-5					s i m g a					
4249-5					k u m i					
448-5					ʃ u j g					
630-5					β e e l e					
814-5					o m k e					
1228-5					b j					
1418-5					s i m a n a					
2026-5					t w e					
2775-5					f u n m d a					
3397-5					β o l					
3826-5					s o k a					
4040-5					e n i					
4373-5					l i m i					
4384-5					i j o					
84-5					l u j u l a					
116-5					f i a					
587-5					o o ŋ k o					
848-5					k a l a					
1159-5					ʃ oː					
1350-5					l j					
1396-5					j f i					
1430-5					i j s l					
1767-5					k o k					
2286-5					l					
2317-5					β u β a					
2419-5					s e a					
2750-5					e e s i					
3018-5					s i l a					
3275-5					a g a					
3441-5					s e e ŋ g a					
3885-5					t i m					
4192-5					β i i m g a					
4260-5					s j					
4350-5					l e e l g o					
278-5					β a					
745-5					t a k i					
3971-5					k a m a					
55-5					n j m a					
94-5					l o k l					
2717-5					k n ŋ g l					
4139-5					m i n a					
200-5					β i					
374-5					ʃ a l					
508-5					β i f a					
528-5					β i l i					
575-5					t a					
1137-5					ʃ u a					
1339-5					t j i					
1872-5					p a					
2537-5					l o m					
2738-5					β e e l					
2872-5					k o s i					
2893-5					ʃ i k u					
3675-5					l i i l e					
4028-5					p w oː					
4238-5					i i s o s i					
4429-5					á s e					
4485-5					s u					
2798-5					l w					
3531-5					n a j g a					
3767-5					l					
4632-5					k a s i					
1033-5					k o s m o l a					
3185-5					f i n g a					
1303-6						k ɔ n d ɔ				
1755-6						l g a				
448-6						t u n d ɔ				
1475-6						s u b				
3397-6						k u l ɔ				
2286-6						l i				
278-6						s i				
2717-6						t ɔ n d ɔ				
4137-6						k ɔ b				
3767-6						l i				
1033-6						t k n l ɔ				
2689-7							a m a			
893-7							a n d t a			
1285-7							t a a			
1303-7							g o m a			
2197-7							z f á			
2828-7							i n a			
3572-7							ʃ o n i			
1095-7							t i m a			
1755-7							i ɲ e			
1789-7							k á r a ŋ g a			
3519-7							t u m a			
3686-7							b i m b a			
4249-7							k u m i			
4451-7							t s i			
814-7							n o m b e			
1216-7							g a d d a			
1475-7							g e a			
2026-7							t e e			
2775-7							u m b a			
3826-7							t o k a			
4003-7							b i n v a			
4040-7							g e n i			
84-7							s ŋ ɣ u r u			
116-7							ʃ i k a			
181-7							g o o ŋ g o			
419-7							o ɣ a			
587-7							o ŋ g o			
660-7							a			
848-7							k a r			
1122-7							t i n a			
1159-7							n a			
1374-7							n s a ɲ e			
1396-7							z o v o			
1430-7							i f s o			
1906-7							i ŋ g i a			
2177-7							ŋ g a b i			
2419-7							ʃ e k a			
3018-7							z i			
3275-7							f a n a			
3441-7							ʃ e ŋ g a			
3464-7							t o n a			
3639-7							t i t m d d a			
3885-7							f i m o			
4192-7							f i m d a			
745-7							s f k o			
3971-7							k á m a			
55-7							á m a			
2717-7							b f a b a			
4139-7							m i m e			
93-7							g o n o			
459-7							u m a			
575-7							t á a			
1712-7							t u o			
2088-7							t s a			
2166-7							u m b a			
2334-7							t i g o			
2393-7							m a l a			
2537-7							o m o			
2665-7							i a ŋ g i			
2997-7							g a d z a			
4028-7							f e			
4316-7							t e t u			
4429-7							p a s a			
4688-7							i i n e			
3067-7							n t u			
3185-7							r i i k a			
794-7							i h a k a			
143-7							v u			
388-7							t á u m a			
2689-8								β o m a		
1285-8								n w w		
1303-8								β a m a		
2197-8								ʝ ô g a		
2828-8								ʝ o n a		
3572-8								ʝ ô n i		
1755-8								m m e		
1789-8								g i i e ŋ g u		
3207-8								tʃ u r a		
3519-8								t u m a		
3686-8								β î g a		
4249-8								k u m i		
4451-8								β î m i		
814-8								β ɔ r m b a		
1228-8								β î r		
2026-8								t î w		
2775-8								ɲ u m b a		
3826-8								β u k a		
4040-8								p î n i		
181-8								r a ŋ b o		
660-8								β o r a		
848-8								k î p a		
1083-8								v á r a		
1159-8								β e		
1350-8								r î r a		
1396-8								ʝ î t u		
1666-8								t i n o		
2177-8								ʝ ô d i		
2317-8								m u i a		
4260-8								ʃ î r		
745-8								k u k o		
3971-8								k ô m a		
94-8								k ŋ k a		
2717-8								ŋ g n ŋ g a		
4139-8								n î n a		
43-8								β a d a		
575-8								w e		
871-8								v o i a		
1339-8								t i m		
1585-8								β e r a		
1872-8								p i a		
2893-8								n î k u a		
4028-8								ʝ w e		
4316-8								t o i u		
4440-8								v á r i		
4485-8								tʃ a		
4688-8								ʝ ô w a		
2798-8								n r a		
794-8								β ô n k a		
2689-9									ʊ n u	
893-9									a ʊ n a	
1285-9									ŋ n n a	
1303-9									ŋ k ʊ n ʊ̀	
2197-9									s a á l e	
2828-9									l i n u	
3572-9									s i n i	
1095-9									l ʊ n e	
1789-9									k a l ŋ g ʊ	
3207-9									g ʊ l u	
4249-9									k ʊ n i	
4451-9									r a s i	
630-9									a i l a	
814-9									ŋ o m b e	
1228-9									n n a	
1418-9									s ʊ a ŋ ʊ n a	
1475-9									g n a	
2026-9									k n n a	
2775-9									s u m b e	
3397-9									k o l o	
3826-9									s o k e	
4003-9									a i a	
4040-9									a n i	
4373-9									l ʊ nː i	
4384-9									i n o	
116-9									z i k a	
181-9									g o ŋ g e	
1083-9									l i l a	
1374-9									a s a n e	
1430-9									i n s a	
1666-9									n o	
1767-9									k o k o	
1906-9									i ŋ g i l a	
2177-9									ŋ g a r i	
2419-9									s a k a	
2750-9									n z i	
3018-9									s i l a	
3441-9									s a ŋ g e	
3885-9									d ʊ r a	
3981-9									a a m b a	
4260-9									s n n a	
4350-9									l a l nː o	
278-9									w a	
745-9									b r o	
55-9									d g e	
94-9									k o l u	
4139-9									m i n a	
200-9									n i i	
528-9									g i l i	
871-9									g ʊ n a	
2088-9									z b s a	
2166-9									u m b e	
2334-9									z e g o	
2393-9									i n a	
2537-9									l ʊ nː e	
2665-9									a ŋ g i	
2738-9									i l a	
2872-9									k o s i	
2997-9									g m z e	
3075-9									g ʊ l u l a	
4238-9									a s o z i	
4429-9									s á s e	
4440-9									b i l i	
4485-9									s u	
4574-9									a l a	
2798-9									ʊ n u	
3067-9									ʊ b a	
3767-9									l o	
4632-9									k a l a	
1033-9									k o s a g o l u	
3185-9									z i i g a	
240-9									o ʊ g o	
401-9									b a	
2689-10										a a d a
893-10										a á d a
1285-10										n w d a
2197-10										a a i l a
2828-10										l a n a
1095-10										l i d a
1755-10										a n a
3207-10										a i l a
3519-10										a u d a
448-10										a u á d a
630-10										b a i l a
1216-10										a a b á d a
1418-10										s i á s d a
2775-10										b ʊ á á d a
3397-10										b i l a
4373-10										l i d a
4384-10										i a
84-10										a a á i l a
1083-10										l i l a
1122-10										b a d a
2286-10										l a
2317-10										b u f a
3018-10										a i l a
3275-10										a a d a
3464-10										b ɔ m a
3639-10										a i i d d a
3885-10										a i d a
3981-10										i á d a
94-10										a a k a
4139-10										a a n a
43-10										a i á d a
374-10										a a i l d d a
459-10										l a d a
508-10										b ɔ d a
871-10										a a d a
1712-10										b u l a
2893-10										a i k ʊ a
3075-10										a a l á d a
3531-10										a á d a
794-10										b a á á k a
