COGID	dutch	english	french	german
1952-1	d uː r			
899-1	l ɛɪ d ə r			
922-1	b ɛ d			
-934-1	l ɑ m p ə			
916-1	t r ɔ f			
1726-1	v iː l d			
2108-1	p l uː k ə			
1133-1	v ɔ r k			
2114-1	s p aː d ə			
1272-1	r ɛɪ k			
1979-1	x r aː s			
1989-1	h aː			
-2260-1	p l ɑ n t ə			
70-1	b ɛɪ k eː			
-89-1	v ɛɪ n + s ɔ k			
-12-1	p ɛɪ v ə			
713-1	z ɑ p t			
747-1	n eː t ə l			
308-1	t ɛɪ n			
289-1	b ɪ n d ə			
1930-1	b r aː k ə			
1928-1	s p l ɛɪ t ə			
858-1	s t r ɛ k ə			
1577-1	h v + h ɛ ŋ ə n			
908-1	v ɔ s ə			
648-1	b uː r			
1855-1	h ɔ l ə			
657-1	h ɑ m ə r			
2058-1	n aː x l			
949-1	s l m k			
1642-1	x aː l d			
1640-1	z iː l v iː r			
1633-1	ɛɪ z ə n			
1630-1	t iː n			
993-1	x l aː s			
-2121-1	r ɔ l ə			
1692-1	v ɑ l ə			
1694-1	t r iː p ə			
1062-1	z iː ŋ k ə			
476-1	s w iː m ə			
1051-1	v l ɛɪ k ə			
1075-1	b l aː z ə			
135-1	s l ɛɪ d ə			
-134-1	d ɑ n s			
1839-1	k s + x n			
1097-1	k oː m + b k oː m ə			
1777-1	v ɔ l k			
1434-1	b r iː ŋ ə			
1417-1	l iː d ə			
1424-1	r ɛɪ s			
778-1	p aː d			
790-1	b r iː k ə			
1223-1	p ɑ d ə l			
1117-1	s aː l x			
1411-1	h aː b eː			
1407-1	h ɑ l t ə			
1390-1	d iː ŋ			
2086-1	x iː v ə			
2082-1	x iː w + b k aː b ə			
576-1	z ɛɪ k ə			
579-1	v iː n d ə			
581-1	v ə r + l iː r ə			
-1791-1	r iː k			
-225-1	p r ɛɪ s			
-2284-1	p l ɑ t			
1479-1	ɔ p ə n			
847-1	h ɛɪ k			
659-1	b ɔ d ə m			
860-1	m iː t ə			
213-1	r ɛ x t ə			
1286-1	v ɑ r n			
1293-1	w ɛ s t ə			
474-1	d iː k			
467-1	d ɪ n			
1177-1	d iː p			
588-1	p l ɑ k			
584-1	h aː k ə			
-1153-1	r ɔ n d			
700-1	t w eː l v			
875-1	d uː z ə d			
1559-1	ɑ l ə			
1565-1	m ɔ r			
1968-1	h ɛ v l ə			
-350-1	p aː r			
1478-1	b oː d ə			
1469-2		s a b l		
2047-2		x uː n l		
2054-2		d uː n d r		
1375-2		l ɪ m t r		
760-2		f ɪ n t		
756-2		s n ɪ		
726-2		m uː r		
1351-2		k r ɔ + f aː d ə r		
1353-2		ɡ r ʉ + m uː d ə r		
412-2		b a ɪ + r aː d ə r		
406-2		z f l + m uː d ə r		
1005-2		s t ɪ + f aː t ə r		
1012-2		z t ɪ + m uː ə r		
1016-2		f ɪ d uː r		
1069-2		ɪ k		
509-2		f uː l ɪ		
693-2		m uː l + d ɪ l		
2179-2		n ɪ s t		
1753-2		p ɪ s		
1131-2		f uː l f		
1198-2		b eː r t		
2032-2		h uː r n		
2241-2		n uː z		
2244-2		l ɪ eː		
610-2		k ɪ		
945-2		k a r t		
1534-2		l t k ɪ		
384-2		s uː s ɡ		
1650-2		n uː s		
1663-2		s əʊ l		
2279-2		l ɪ n ə		
471-2		s ɪ j ɪ		
1385-2		s ɪ t		
792-2		j uː k		
1111-2		m a s t		
197-2		s uː d ɪ		
2020-2		l æ ŋ		
867-2		h uː n d ɪ r t		
1970-2		f uː l		
1230-2		d r ɪ d ɪ j m		
2017-2		n yː v a		
968-2		w ɛ l t		
1674-2		l əʊ n t		
1671-2		h yː v ə l		
829-2		k l iː p		
1025-2		w ɑ s t ə r		
1027-2		s ɛ		
1832-2		r ɔy w		
-1816-2		ɔ s ɛ j n		
-335-2		l aː ɡ uː n		
1043-2		s t r au m		
423-2		s t ɛ n		
2049-2		m ɔ n t		
2062-2		s t ɔ r m		
2065-2		r ɛ ɡ m + b k		
1368-2		s əʊ d ɪ n		
1365-2		d au		
754-2		r ɛ k		
768-2		w ɛ d ə r		
1211-2		v yː r		
106-2		m a n		
-98-2		b ɛ b iː		
719-2		f aː d ə r		
1341-2		s n		
-2027-2		t ɛ n t		
-2026-2		n ɛ f		
409-2		s k ɪ n + z ɔ n		
402-2		s k ɔ n + d ɔ x t		
1014-2		ʃ t iː v + d ɔ x t ə r		
1059-2		v ai r		
120-2		s t aː l		
2194-2		ɔ k s		
2199-2		k æ l p		
2197-2		s aː f		
1523-2		s yː k		
512-2		m ɑː r		
2141-2		h ɛ n		
2147-2		k a n s		
814-2		k r eɪ		
810-2		t iː b		
1758-2		m iː s		
1760-2		r		
1620-2		f ɪ n		
1282-2		w ɑː l v ɪ s		
1136-2		v w k s		
1309-2		l iː s		
1307-2		n ɛ s		
1305-2		f l		
711-2		v ɛ s p		
1442-2		f l iː ɡ		
62-2		m ʉ k		
-73-2		m ɔ s k iː t		
1810-2		h t		
1805-2		f l iː s		
1813-2		h aː r		
1811-2		b l uː t		
690-2		r ɪ p ə n		
2177-2		h iː p t		
246-2		ʌ ɛ ŋ ɡ + b r au		
249-2		oː ɡ + l ɪ t		
1506-2		n aː z + f l yː ɡ		
2242-2		m ɔ n t		
2245-2		t w ŋ		
2174-2		ʃ au d ə r		
603-2		ɛ l + b oː ɡ ə n		
601-2		h ɑ n t		
615-2		f ɪ ŋ ə r		
901-2		k l ʌ w		
608-2		f uː s		
596-2		t ə		
937-2		b ɔ r s t		
936-2		n aː b ə l		
646-2		l w ŋ		
947-2		l ɛ b ə r		
1606-2		h yː f		
472-2		n iː z ə		
1535-2		s w ɪ ts		
1546-2		s p ɪ k		
1959-2		ʃ l eɪ f ə n		
694-2		s n ɪ r k		
1961-2		d r yː m ə		
323-2		l ɛ b ə n		
1885-2		ɡ r a f		
2156-2		ɛ r + k ɛ l t + h ŋ		
1903-2		w ɔ n t		
525-2		s w ɛ l ɪ ŋ		
276-2		l ɑː m		
274-2		t ɔ f		
278-2		b l ɪ n t		
258-2		b r ɔ ŋ k ə n		
256-2		n əʊ k t		
383-2		ɛ t		
207-2		r iː f		
376-2		d r ɪ ŋ k		
2014-2		r oː t ɪ		
2009-2		f		
2003-2		k ɛ s t		
2024-2		p a n		
1321-2		k uː p		
1976-2		t əʊ ŋ		
1243-2		m aː l + t		
1265-2		p ɪ l t		
1261-2		z iː b ə n		
655-2		b r ɔ t		
650-2		d iː k		
1532-2		k n ɛ d ə		
-36-2		s uː p		
34-2		b oː n		
-1647-2		v iː ɡ		
-1615-2		oː l iː		
125-2		f ɛ t		
1659-2		h n ɪ ŋ		
1661-2		m ɪ l k		
1676-2		b ɔ d ə r		
480-2		d ɑː ŋ k		
1466-2		k l ɛ d ɪ ŋ		
2277-2		f ɔ l		
2271-2		f ɪ l t		
2293-2		l ɛ r		
624-2		ʃ p ɪ n		
628-2		s p ɪ n d l		
626-2		v ɛ b ə n		
633-2		n aː l d		
1185-2		s k aʊ n ə r		
1179-2		uː t		
2168-2		k ɑː m		
1952-2		d yː r		
899-2		l aɪ d ə r		
922-2		b ɛ t		
-934-2		l æ m p		
916-2		t r ɔ k		
1726-2		f ɛ l t		
2108-2		p l ɔy ɡ		
1133-2		f aɪ r		
2114-2		s p aː d ə n		
1272-2		r ɔ ɡ ə n		
1979-2		k r aː s		
1989-2		h oː j		
-2260-2		p l əʊ n t		
70-2		b uː k		
-89-2		f ɪ ŋ ə r		
-12-2		p ɪ p		
713-2		s æ p t		
747-2		n eː d ə l		
308-2		t uː n		
289-2		b ɪ n d		
1930-2		b r ɛ x		
1928-2		s p ɑ l t		
858-2		ʃ t ɛ k ə n		
1577-2		ɔ p + h ɛ ŋ ə		
908-2		v a s ə n		
648-2		b au ə r n		
1855-2		h ɑu l ə n		
657-2		h əʊ m ə r		
2058-2		n aː ɡ ə l		
949-2		s m ɪ t		
1642-2		ɡ ɔ l t		
1640-2		z ɪ l f r		
1633-2		aɪ s ə r		
1630-2		k ɪ n		
993-2		ɡ l ɑː s		
-2121-2		r ɔ l ə n		
1692-2		f a l		
1694-2		d r ɔ p ə l		
1062-2		s ɪ ŋ k		
476-2		s w ɛ m ə n		
1051-2		f l əʊ		
1075-2		b l aː z ə n		
135-2		ɡ l ai d ə n		
-134-2		d a n t		
1839-2		w s + ɡ aː n		
1097-2		t uː r k + k ɔ m ə		
1777-2		f ɔ l ɡ		
1434-2		b r ɪ ŋ ə n		
1417-2		l aɪ d		
1424-2		r ai d ə n		
778-2		p ɑː t		
790-2		b r ɪ k		
1223-2		p ɑ d ə l		
1117-2		s ai l		
1411-2		h aː b ə		
1407-2		h ɛ s t + h		
1390-2		d ɪ ŋ		
2086-2		ɡ ɛ b ə n		
2082-2		t uː r k ə b		
576-2		z uː k		
579-2		f ɪ n d		
581-2		f ɛ r + l ɪ z ə n		
-1791-2		r iː k		
-225-2		p r iː s		
-2284-2		p l aː k		
1479-2		f n		
847-2		h oː k		
659-2		b au d ə m		
860-2		m ɪ d		
213-2		r ɛ k		
1286-2		f ɛ r		
1293-2		v ɛ s t		
474-2		d ɪ k		
467-2		d ɪ n		
1177-2		d iː p		
584-2		h aː k		
-1153-2		r ɔ n t		
700-2		t v ɪ l f		
875-2		d iː z ə n t		
1559-2		æ l ə		
1565-2		m ɛ r		
1968-2		h ɛ l f t		
-350-2		p aː r		
1469-3			z a n t	
2047-3			z ɔ n ə	
2054-3			t ɔ n d ə r	
1375-3			l ɪ t	
760-3			w iː n t	
756-3			s n ɛ w	
726-3			m ɔ d ə r	
1351-3			ɡ r ɛɪ n + f aː d ə r	
1353-3			k r ɔ n + m ɔ x t ə r	
412-3			ʃ v iː n r + f aː n	
406-3			ʃ ɔ iː n + m d ə r	
1005-3			ʃ t iː + f aː t ə r	
1012-3			ʃ t iː f + m ɔ t ə r	
1016-3			v iː t f r + aː r	
1069-3			ɛɪ k	
509-3			f a l iː n	
693-3			m j l + t iː r	
2179-3			n ɛ s t ə	
1753-3			f iː s	
1131-3			v ɔ l f	
1198-3			b aː r t	
2032-3			h ɔ n	
2241-3			n yː z	
2244-3			l iː p	
610-3			k n iː	
945-3			h a r t	
1534-3			l iː k ə	
384-3			s k ə	
1650-3			n ɔ s	
1663-3			z au t	
2279-3			l iː n ə	
471-3			z aː ə n	
1385-3			z aː t	
792-3			j k	
1111-3			m ɔ s t	
197-3			z uː d ə n	
2020-3			l ɔ ŋ	
867-3			h n d ə r t	
1970-3			f ɔ l	
1230-3			t ɛ r t	
2017-3			n j ʊ	
2183-3			s t iː r	
1521-3			b ɔ k	
1755-3			h ɔ n t	
1760-3			r a t	
1196-3			n ɛ x	
575-3			ɔ k s ə l + h oː l ə	
2014-3			r oː f t ə	
1321-3			k ɔ p	
1265-3			p iː l ə	
588-3			p l a	
1469-4				ts a b l
2047-4				ts uː n
2054-4				t ɔ n t r
1375-4				l ɪ m t r
760-4				v ɪ n t
756-4				ts n ɔ
726-4				m ə r
1351-4				ɡ r ɛ + f aː ə r
1353-4				ɡ r ɛ n + m uː d ə r
412-4				f a + ə l n
406-4				m ə l + m uː ə l
1005-4				b a + eː r f ə r
1012-4				ʃ ə l + m uː ə r
1016-4				v ɪ t ɔy ə r
1069-4				ɪ k
509-4				f aː l ə n
693-4				m uː l ə
2179-4				n ɪ ts ə
1753-4				f ɪ z oː
1131-4				l ɔ l f
1198-4				b ɪ r t
2032-4				k a r n
2241-4				n ʊ ʃ
2244-4				l ɪ eː
610-4				k ə n oː
945-4				h aː r t
1534-4				l ɪ z ə
384-4				ts uː k ə
1650-4				n v oː
1663-4				ts ə l t
2279-4				l ɪ n ə n
471-4				z a m ə
1385-4				ts ə m ɛ
792-4				ə k
1111-4				m a ts t
197-4				z uː t ə
2020-4				l a ŋ
867-4				ts ɔ n t r ə t
1970-4				f l
1230-4				t ɛ r oː x j m
2017-4				n ai v a
968-4				ʊ ɛ l t
1674-4				l a n t
1671-4				h ɪ l ə n
829-4				k l ɪ f
1025-4				ʊ aː t ə r
1027-4				ʃ ai
1832-4				r ɔy f
-1816-4				a ʃ iː aː n
-335-4				l ə ɡ uː n ə
1043-4				ʃ t r au m
423-4				ʃ t ɔ n
2049-4				m oː n
2062-4				ʃ t ɔ m
2065-4				r ɛ n + b a k
1368-4				ʃ a t a
1365-4				t au
754-4				r ɛ n iː
768-4				ʊ ɛ r ə
1211-4				f oː r
106-4				m a n
-98-4				b ɛ b iː
719-4				f aː t ə r
1341-4				ʃ n
-2027-4				ɔ n t ə
-2026-4				n ɛ f oː
409-4				ʃ ɔ n + s n l
402-4				t ɔ t n + t ɪ n + l
1014-4				ʃ t ɛ f + t ɔ x t ə r
1059-4				v ai
120-4				ʃ t a l
2183-4				ts uː r a
2194-4				ɔ ʃ
2199-4				k a l f
2197-4				ʃ ai pf
1523-4				ʃ ʊ
1521-4				b uː k
512-4				m ai r ɛ
2141-4				h ɛ n
2147-4				ɡ ʊ ʃ
814-4				k r ai
810-4				t f
1755-4				h z
1758-4				m ʃ
1620-4				f ɪ n
1282-4				v ɛ l f ɪ ʃ
1136-4				f ɔ k ʃ
1309-4				l ʃ
1307-4				n iː t
1305-4				f l ai
711-4				v ɛ pf
1442-4				f l ai ɡ
62-4				m ɪ ɡ ə n
-73-4				m ə ʃ k ai t
1810-4				ai h t
1805-4				f l ɛ ʃ
1813-4				h aː r
1811-4				b l uː t
690-4				r iː b
2177-4				h ɛ t f
246-4				ai ŋ b
249-4				oː ɡ l ɪ t
1506-4				n ʊ ʃ + f l yː ɡ ə l
2242-4				m uː n t
2245-4				t ɔ ŋ
1196-4				n uː k
2174-4				ʃ a l t ə r
575-4				ə ts ə l
603-4				ɛ l ə b oː ɡ
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l au
608-4				f ʊ t
596-4				t ai n
937-4				b r ɛ s t
936-4				n ɛ f ə l
646-4				l ɔ ŋ
947-4				l aː f ə r
1606-4				h yː pf
472-4				n ɪ z ə
1535-4				ʃ ʊ ɛ t ə
1546-4				ʃ ə ɔy t ə
1959-4				ʃ l aː pf ə n
694-4				ʃ n ʏ r k ə
1961-4				t r au m ə
323-4				ə f l ai f
1885-4				ɡ r a f
2156-4				f iː r + ɛ k h
1903-4				ʊ n t
525-4				z ʊ ɛ l ɪ ŋ
276-4				l a m ɛ
274-4				t ɛ f
278-4				b l ɪ n t
258-4				t r ɔ ŋ k ə n
256-4				n ɛ k ɪ t
383-4				ai t ə
207-4				r ai pf
376-4				t r ɪ ŋ k ə
2014-4				r uː ts ɪ r
2009-4				au f iː
2003-4				k ɛ s ə l
2024-4				pf a n
1976-4				t a ŋ z
1243-4				m ai l + t ai x
1261-4				z ɪ f ə n
655-4				b r ɛ t
650-4				t ɛ ɡ
1532-4				n ai t ə
-36-4				ʃ uː pf
34-4				b ai n
-1647-4				f ai ɡ
-1615-4				ɔ ɪ l
125-4				f a t
1659-4				h ɔ n ɪ ŋ
1661-4				m ɪ l k
1676-4				b ɔ l ə r
480-4				t r a ŋ k
1466-4				k l ɔ t ɪ ŋ
2277-4				ʊ l
2271-4				f ɛ l t ə
2293-4				l ɛ r
624-4				ʃ pf ɪ n ə n
628-4				ʃ pf ɪ n t ə l
626-4				ʊ ai f ə
633-4				n ɪ t ə
1185-4				ʃ uː + m ɛ ə k
1179-4				h uː t
2168-4				k a m
1952-4				t ʊ r
899-4				l a t ə r
922-4				b ɛ t
-934-4				l a m pf
916-4				t r ɔ f
1726-4				f ɛ l t ə n
2108-4				pf l uː ɡ ə
1133-4				f au ə r
2114-4				ʃ pf aː t ə n
1272-4				r ɔ ɡ ə n
1979-4				ɡ r ai f ə n
1989-4				h oː
-2260-4				pf l ɔ n t ə
70-4				b ʊ k
-89-4				ʊ ai n ə r t
-12-4				pf ai pf
713-4				ʃ a pf
747-4				n ɛ t ə l
308-4				t uː n
289-4				b ɪ n t ə n
1930-4				ɡ ə + b r ɔ x ə n
1928-4				ʃ pf l ai t ə
858-4				ʃ t a k ə n
1577-4				h pf ŋ a ŋ ə
908-4				ʊ a ʃ ə
648-4				b au ə r
1855-4				h t + h ɔ l ə n
657-4				h a m ə r
2058-4				n ɛ ɡ ə l
949-4				ʃ l m k
1642-4				ɡ a l t
1640-4				z iː l f ə r
1633-4				ai s ə r
1630-4				t ɪ n
993-4				ɡ l a ʃ
-2121-4				r ɔ l ə n
1692-4				f a l iː n
1694-4				t r ɪ pf ə l ə
1062-4				z ɪ ŋ k ə n
476-4				z ʊ ɛ m ə
1051-4				f l ai ɡ ə
1075-4				b l aː z ə n
135-4				ɡ l ai t ə n
-134-4				t ai n ʃ ə
1839-4				v a + ɡ t ə n
1097-4				k ə r + b a x au m ə
1777-4				f ɔ l ɡ ə n
1434-4				b r ɪ ŋ ə
1417-4				l ai t ə n
1424-4				r ai t ə n
778-4				pf aː t
790-4				b r ɪ
1223-4				ə a t ə l
1117-4				z ɛ l
1411-4				h ɛ f ə
1407-4				f ɛ l t + h au t ə n
1390-4				t ɪ ŋ
2086-4				ɡ ɪ f t
2082-4				ɡ iː r + b a x f ə
576-4				z ai k ə
579-4				f ɪ n t ə n
581-4				f uː z + l ɪ z ə n
-1791-4				r ɪ k ə n
-225-4				pf r ai ʃ
-2284-4				pf l ɛ ts
1479-4				a pf ə n ə
847-4				h oː
659-4				b ɔ t ə m
860-4				m ɪ t ə n
213-4				r ai t ts
1286-4				f aː r
1293-4				v ɛ s t ə n
474-4				t ɪ k
467-4				t ɪ n
1177-4				t ai pf
588-4				v l a x
584-4				ɡ ə + h eː ɡ ə
-1153-4				r ɔ n t
700-4				t ʊ aː l f
875-4				t z ə n t
1559-4				ɔ l ə
1565-4				m ɔ r
1968-4				h aː f
-350-4				pf aː r
1478-4				b au t m
