COGID	dutch	english	french	german
1211-2		f Ø əʊ		
106-2		m æ		
-98-2		b Ø b		
719-2		f Ø d		
1341-2		s aɪ		
-2027-2		æ		
-2026-2		Ø f əʊ		
409-2		s Ø əʊ Ø s aɪ		
402-2		s Ø əʊ Ø d əʊ		
1014-2		s f d əʊ		
1059-2		Ø Ø		
120-2		s æ l̩		
2194-2		əʊ l əʊ		
2199-2		k æ l̩ f		
2197-2		s Ø Ø p		
1523-2		s Ø Ø		
512-2		m Ø		
2141-2		h Ø		
2147-2		æ		
814-2		k Ø Ø əʊ		
810-2		d Ø Ø əʊ		
1758-2		m Ø		
1760-2		ɑː Ø		
1620-2		f Ø əʊ		
1282-2		Ø ɑː l̩ Ø Ø Ø		
1136-2		f ɔ l		
1309-2		l̩ Ø		
1307-2		Ø əʊ		
1305-2		f l̩ aɪ		
711-2		Ø Ø Ø əʊ		
1442-2		f l̩ əʊ		
62-2		m Ø əʊ		
-73-2		m Ø k Ø		
1810-2		h Ø		
1805-2		f l̩ Ø s		
1813-2		h Ø		
1811-2		b l̩ Ø		
690-2		Ø Ø əʊ		
2177-2		h ʌ f		
246-2		Ø Ø Ø Ø Ø b Ø Ø əʊ		
249-2		ʌ Ø əʊ Ø l̩ Ø		
1506-2		Ø s əʊ Ø Ø l̩ Ø Ø Ø Ø		
2242-2		m ɔ		
2245-2		t ɔ ŋ əʊ		
2174-2		s Ø Ø l d		
603-2		Ø l̩ Ø b aɪ əʊ Ø		
601-2		h æ		
615-2		f Ø ŋ		
901-2		k l̩ Ø Ø əʊ		
608-2		f Ø		
596-2		t Ø Ø əʊ		
937-2		b Ø Ø		
936-2		Ø Ø l̩		
646-2		l̩ ɔ ŋ əʊ		
947-2		l̩ Ø Ø		
1606-2		h Ø p d əʊ		
472-2		s Ø		
1535-2		s Ø Ø t Ø		
1546-2		s Ø Ø Ø Ø		
1959-2		s l̩ Ø p Ø		
694-2		s Ø k Ø		
1961-2		d Ø m Ø		
323-2		l̩ Ø Ø Ø		
1885-2		ɑː f		
2156-2		Ø Ø k Ø l Ø uː t		
1903-2		Ø ɔ t əʊ		
525-2		s Ø Ø l̩ Ø ŋ		
276-2		l̩ ɑː m		
274-2		d ʌ f		
278-2		b l̩ Ø		
258-2		Ø əʊ Ø d ɔ ŋ k Ø		
256-2		əʊ k		
383-2		Ø Ø		
207-2		aɪ p		
376-2		d Ø ŋ k Ø		
2014-2		uː Ø d Ø		
2009-2		aɪ f Ø		
2003-2		k Ø l̩		
2024-2		p æ əʊ		
1321-2		k əʊ p		
1976-2		t æ ŋ əʊ		
1243-2		m Ø l̩ Ø Ø d Ø t uː t		
1265-2		p ɪ l ə		
1261-2		s Ø Ø Ø		
655-2		b aɪ		
650-2		d Ø		
1532-2		k Ø d Ø		
-36-2		s Ø Ø əʊ		
34-2		b aɪ əʊ		
-1647-2		f aɪ əʊ		
-1615-2		Ø l̩ Ø		
125-2		f Ø		
1659-2		h aɪ Ø Ø		
1661-2		m ɪ l̩ k		
1676-2		b ɔ		
480-2		Ø əʊ Ø d Ø ŋ k		
1466-2		k l̩ Ø Ø Ø ŋ		
2277-2		Ø əʊ l̩ əʊ		
2271-2		f Ø l̩ t		
2293-2		l̩ Ø Ø əʊ		
624-2		s Ø Ø Ø		
628-2		s Ø Ø Ø l̩		
626-2		Ø Ø Ø Ø		
633-2		Ø Ø t əʊ l		
1185-2		Ø Ø Ø Ø Ø Ø Ø Ø d		
1179-2		h Ø		
2168-2		k æ m		
1952-2		d Ø		
899-2		l̩ Ø d		
922-2		b Ø		
-934-2		l̩ æ m Ø əʊ		
916-2		Ø		
1726-2		f Ø l̩		
2108-2		p l̩ Ø Ø Ø		
1133-2		f ɔ Ø		
2114-2		s Ø Ø d Ø		
1272-2		əʊ Ø Ø		
1979-2		ɑː		
1989-2		h Ø Ø		
-2260-2		p l̩ æ t Ø		
70-2		b Ø k əʊ		
-89-2		Ø aɪ Ø Ø Ø t Ø Ø d əʊ l		
-12-2		p aɪ p əʊ		
713-2		s æ p d		
747-2		Ø l̩		
308-2		d Ø		
289-2		b Ø Ø Ø		
1930-2		b Ø k Ø		
1928-2		s Ø əʊ l̩ uː Ø		
858-2		Ø t Ø Ø d Ø k Ø		
1577-2		ʌ p h Ø ŋ Ø		
908-2		Ø æ s Ø		
648-2		b aɪ Ø		
1855-2		Ø h Ø l̩ Ø		
657-2		h əʊ m		
2058-2		Ø Ø l̩		
949-2		s m Ø		
1642-2		Ø l		
1640-2		s Ø l̩ Ø		
1633-2		aɪ s		
1630-2		t Ø		
993-2		l̩ ɑː		
-2121-2		əʊ l̩ Ø		
1692-2		f æ l̩ Ø		
1694-2		d Ø p Ø		
1062-2		s Ø ŋ k Ø		
476-2		s Ø ɪ m Ø		
1051-2		f l̩ Ø Ø		
1075-2		b l̩ Ø s Ø		
135-2		l̩ aɪ d Ø		
-134-2		d æ Ø Ø		
1839-2		Ø Ø Ø Ø Ø əʊ		
1097-2		t Ø Ø k ɔ m Ø		
1777-2		f əʊ l̩ Ø Ø		
1434-2		b ɪ ŋ Ø		
1417-2		l̩ aɪ d Ø		
1424-2		aɪ d Ø		
778-2		p ɑː		
790-2		b Ø əʊ		
1223-2		Ø æ Ø l̩		
1117-2		s uː Ø əʊ l̩		
1411-2		h ɪ b Ø		
1407-2		Ø Ø Ø t Ø h æ l d Ø		
1390-2		Ø Ø ŋ		
2086-2		Ø Ø Ø		
2082-2		t Ø Ø l Ø Ø Ø Ø		
576-2		s Ø k Ø		
579-2		f Ø Ø Ø		
581-2		f Ø l̩ Ø Ø		
-1791-2		aɪ k		
-225-2		Ø aɪ		
-2284-2		Ø l̩ əʊ Ø		
1479-2		aɪ p Ø Ø		
847-2		h aɪ		
659-2		b aɪ Ø		
860-2		m Ø d		
213-2		Ø Ø		
1286-2		f Ø Ø		
1293-2		Ø Ø Ø		
474-2		Ø Ø k		
467-2		Ø Ø		
1177-2		d p		
584-2		h Ø k əʊ Ø		
-1153-2		ɔ		
700-2		t Ø eɪ l̩ f		
875-2		d Ø s		
1559-2		æ l̩		
1565-2		m Ø		
1968-2		h Ø l̩ f əʊ		
-350-2		Ø Ø		
1469-3			Ø Ø Ø t	
2047-3			Ø Ø Ø Ø	
2054-3			Ø Ø Ø t Ø ʀ	
1375-3			l Ø Ø t	
760-3			Ø Ø Ø t	
756-3			Ø Ø Ø ʀ	
726-3			Ø Ø Ø ʀ	
1351-3			Ø ʀ Ø Ø t Ø Ø Ø Ø Ø ʀ	
1353-3			Ø ʀ Ø Ø Ø Ø Ø Ø ʀ	
412-3			Ø Ø Ø Ø Ø ʀ Ø Ø Ø Ø Ø ʀ Ø Ø Ø Ø Ø Ø	
406-3			Ø Ø Ø Ø Ø ʀ Ø Ø Ø Ø ʀ Ø Ø Ø Ø Ø Ø	
1005-3			Ø t Ø Ø Ø Ø Ø Ø ʀ	
1012-3			Ø t Ø Ø Ø Ø Ø ʀ	
1016-3			Ø Ø t Ø Ø Ø ʀ ʀ ʀ ʀ	
1069-3			Ø Ø	
509-3			Ø Ø l Ø Ø	
693-3			Ø Ø l Ø ʀ Ø Ø ʀ	
2179-3			Ø Ø Ø t	
1753-3			Ø Ø Ø	
1131-3			Ø Ø l Ø	
1198-3			Ø Ø ʀ Ø t	
2032-3			Ø Ø ʀ Ø	
2241-3			Ø Ø Ø Ø	
2244-3			l Ø Ø Ø	
610-3			Ø Ø	
945-3			Ø Ø ʀ t	
1534-3			l Ø Ø Ø Ø	
384-3			Ø Ø Ø Ø Ø	
1650-3			Ø Ø t	
1663-3			Ø Ø Ø t	
2279-3			l Ø Ø Ø Ø	
471-3			Ø ɛ ʀ Ø Ø	
1385-3			Ø Ø t	
792-3			t Ø Ø	
1111-3			Ø Ø t	
197-3			Ø Ø Ø Ø Ø	
2020-3			l Ø Ø	
867-3			Ø Ø Ø t Ø ʀ Ø t	
1970-3			Ø Ø l	
1230-3			Ø Ø ʀ Ø t Ø	
2017-3			Ø Ø ʀ	
2183-3			Ø Ø Ø Ø	
1521-3			Ø Ø Ø	
1755-3			Ø Ø Ø Ø	
1760-3			ʀ Ø Ø	
1196-3			Ø Ø Ø e e	
575-3			Ø Ø Ø Ø l e e e e e	
2014-3			ʀ Ø Ø t Ø Ø	
1321-3			Ø Ø Ø	
1265-3			Ø Ø l ɛ	
588-3			Ø l Ø Ø	
1469-4				ʃ a n t.ə
2047-4				ʃ ɔ n eː ə
2054-4				d ɔ n t ə r
1375-4				l Ø ɡ t eː ə
760-4				v Ø n t.ə
756-4				ʃ n eː v
726-4				m uː Ø ə r
1351-4				ɡ r a n t.ə f eː Ø ə r
1353-4				ɡ r a t m uː Ø ə r
412-4				t ɡ a + f eː Ø ə r Ø Ø n Ø l Ø
406-4				t ɡ a + m uː Ø ə r Ø Ø n Ø l Ø
1005-4				ʃ t Ø Ø f eː Ø ə r
1012-4				ʃ t Ø Ø m uː Ø ə r
1016-4				v eː t ə Ø + ə
1069-4				ə Ø ɡ
509-4				f a l ə
693-4				m Ø Ø l eː + a z ə
2179-4				n a ʃ t
1753-4				ə f Ø ʃ ə
1131-4				l f ə
1198-4				b aː ə t
2032-4				h a ts n
2241-4				n a s
2244-4				l Ø pf ə
610-4				ɡ ə n Ø
945-4				h Ø t
1534-4				l Ø x ə
384-4				ʃ au k ə
1650-4				n ə au t
1663-4				ʃ a l t
2279-4				l Ø n a n
471-4				ʃ ə ə
1385-4				ʃ ai ə ə ts
792-4				Ø a x
1111-4				m a ʃ t
197-4				ʃ Ø t ə
2020-4				l Ø ŋ
867-4				h ɔ n t ə r ə t.ə
1970-4				f l ə
1230-4				d a ə Ø t ə ə ə
2017-4				n Ø v Ø
968-4				eː ts ə l t
1674-4				l a n t
1671-4				h Ø v Ø l
829-4				x l Ø f
1025-4				eː ts ə
1027-4				z ai
1832-4				Ø f
-1816-4				a ʃ eː Ø ə n
-335-4				l ə ɡ Ø n ə
1043-4				ʃ ts au m
423-4				ʃ ts a n
2049-4				m eː n
2062-4				ʃ ts oː ts m
2065-4				ɛ n ə Ø Ø b a ɡ
1368-4				ʃ ɡ a t Ø v
1365-4				t eː Ø v
754-4				ɛ n ə
768-4				eː s ə
1211-4				f Ø ə
106-4				m a n
-98-4				b ɛ b ɪ.x
719-4				f ai t ə
1341-4				z au n
-2027-4				ts Ø n ts ə
-2026-4				n eː Ø eː eː
409-4				ʃ ɡ au n Ø Ø oː n eː l eː
402-4				Ø ɡ oː Ø + t oː ɡ ts ə eː eː n eː l eː
1014-4				ʃ ts Ø v Ø t oː ɡ ts ə
1059-4				ai
120-4				ʃ ts Ø l
2183-4				ʃ t ɪ.x r s
2194-4				ɔ eː ʃ
2199-4				x Ø Ø f
2197-4				ʃ ɡ ai pf
1523-4				z Ø ɡ
1521-4				b ə x
512-4				m eː Ø
2141-4				h eː n
2147-4				ɡ Ø Ø ʃ
814-4				x ə Ø
810-4				t au Ø
1755-4				h s ə n s
1758-4				m Ø s
1620-4				f Ø n
1282-4				ɛ l v ə Ø
1136-4				f ɔ eː ʃ
1309-4				l Ø ʃ
1307-4				n eː ts
1305-4				f l au
711-4				eː ʃ pf
1442-4				f l Ø ɡ
62-4				m Ø k
-73-4				m Ø ʃ x Ø ts ə
1810-4				h ai t
1805-4				f l eː ʃ
1813-4				h eː ə
1811-4				b l uː t
690-4				Ø Ø
2177-4				h oː Ø t
246-4				v eː Ø Ø Ø b Ø v
249-4				oː ɡ Ø l Ø t
1506-4				Ø Ø Ø + Ø Ø ʊ eː r ə l
2242-4				m oː Ø s
2245-4				ts ɔ ŋ
1196-4				n ɛ x
2174-4				ʃ ɡ a l t ə
575-4				ə x ʃ ɪ h
603-4				eː l ə Ø b a ɡ
601-4				h a n t
615-4				f Ø ŋ ɡ ə
901-4				x l Ø v
608-4				f oː ts
596-4				ts a Ø
937-4				b ə eː ʃ ts
936-4				n ɛ v ə l
646-4				l ɔ ŋ
947-4				l eː v ə
1606-4				h Ø pf
472-4				eː n Ø Ø ə
1535-4				z eː ts ə
1546-4				ʃ pf Ø Ø ə
1959-4				ʃ l ai pf ə
694-4				ʃ n Ø ɡ ə
1961-4				t au m ə
323-4				ə eː l ai v ə
1885-4				ɡ Ø Ø
2156-4				v ə ts + x a l t + Ø eː ts
1903-4				oː n t
525-4				z eː l Ø ŋ
276-4				l Ø m ɛ
274-4				t oː f
278-4				b l Ø n t
258-4				t ɔ ŋ x ə
256-4				n ɛ x eː t
383-4				ai ts ə
207-4				ai pf
376-4				t Ø ŋ x ə
2014-4				r Ø ʃ Ø ɡ ɡ
2009-4				au v n ə
2003-4				x eː ts ə l
2024-4				pf a n
1976-4				ts Ø ŋ s
1243-4				m ai l + ts eː ts
1261-4				z eː v ə
655-4				b oː t
650-4				t a ɡ
1532-4				ɡ n ai t ə
-36-4				ʃ oː pf
34-4				b au n
-1647-4				f eː ɡ
-1615-4				ɔ eː l Ø
125-4				f a ts
1659-4				h au n Ø Ø
1661-4				m eː l x
1676-4				b au ts ə
480-4				t aː ŋ x
1466-4				x l a t ə Ø
2277-4				oː l
2271-4				f Ø l ts
2293-4				l eː s ə
624-4				ʃ pf Ø n ə
628-4				ʃ pf Ø n t ə l
626-4				ai v ə
633-4				n ai eː l ts
1185-4				ʃ ɡ oː Ø Ø m ɛ x ə
1179-4				h oː ts
2168-4				x a m
1952-4				t Ø
899-4				l a t ə
922-4				b eː t
-934-4				l a m pf
916-4				ts ɔ f
1726-4				f eː l t
2108-4				pf l oː ɡ ə
1133-4				f au ə
2114-4				ʃ pf ɛ t ə
1272-4				oː ɡ ə
1979-4				ɡ Ø ʃ
1989-4				h oː Ø
-2260-4				pf l Ø n ts ə
70-4				b Ø ts
-89-4				v Ø n ə ts ts
-12-4				pf ai pf
713-4				ʃ a pf
747-4				n eː ts ə l
308-4				t oː Ø
289-4				b Ø n t ə
1930-4				b ɛ x ə
1928-4				ʃ pf l eː ts ə
858-4				Ø ts + eː eː eː ts ə
1577-4				ə Ø + h a ŋ ə
908-4				Ø ʃ ə
648-4				b oː ə
1855-4				Ø ts + h ɔ l ə
657-4				h a m ə
2058-4				n ɛ ɡ ə l
949-4				b l eː eː eː ʃ m Ø ts
1642-4				ɡ a l t
1640-4				z Ø l v ə
1633-4				ai Ø ə ts
1630-4				ts Ø n
993-4				ɡ l Ø ʃ
-2121-4				ə l ə
1692-4				f Ø l ə
1694-4				t Ø pf ə Ø ə
1062-4				z Ø ŋ x ə
476-4				z eː m ə
1051-4				f l Ø ɡ ə
1075-4				b l ə Ø ə
135-4				l ai t ə
-134-4				t Ø n ʃ ə
1839-4				v a Ø ɡ eː Ø
1097-4				ts ə ts Ø ɡ + x au m ə eː b eː eː
1777-4				f ɔ l ɡ ə
1434-4				b eː ŋ ə
1417-4				l ai t ə
1424-4				ai t ə
778-4				pf Ø ts
790-4				b Ø k
1223-4				pf a t ə l
1117-4				z eː l
1411-4				h a Ø ə
1407-4				v Ø Ø ts + h a l t ə
1390-4				d Ø ŋ
2086-4				ɡ eː v ə
2082-4				ts ə ts Ø + ɡ eː v ə eː b eː eː
576-4				z oː x ə
579-4				f Ø n t ə
581-4				v ə ts + l Ø Ø ə
-1791-4				eː ts
-225-4				pf ai ʃ
-2284-4				pf l ɛ Ø
1479-4				a pf ə n ə
847-4				h oː ɡ
659-4				b ɔ d ə m
860-4				m Ø t ə l
213-4				eː ɡ Ø
1286-4				f eː
1293-4				eː ʃ ts ə
474-4				d Ø x
467-4				d Ø n
1177-4				t Ø pf
588-4				h ɛ x
584-4				h eː x
-1153-4				oː n t
700-4				ts eː l Ø
875-4				d Ø Ø ə n t
1559-4				Ø l ə
1565-4				m eː
1968-4				h eː Ø f ts
-350-4				pf eː ə
1478-4				b au t ɪ m
