COGID	dutch	english	french	german
936-1	m aː v ə l			
646-1	l ɔ ŋ ə			
947-1	l eː v ə r			
1606-1	h ʉ p ə			
472-1	s m iː z ə n			
1535-1	w eː t ə n			
1546-1	p Ø ə n			
1959-1	l Ø p ə n			
694-1	m ɑ r ə n			
1961-1	t r Ø m ə n			
323-1	+ l ɛɪ v ə n			
1885-1	x r ɑ Ø			
2156-1	ə r k l t ɪ ŋ			
1903-1	w m t ə			
525-1	w eː l Ø ŋ			
276-1	l ɑ m Ø			
274-1	t Ø Ø			
278-1	v l ɪ m t			
258-1	Ø ə t r ɔ ŋ k ə n			
256-1	m aː k t			
383-1	ɛ ə n			
207-1	r ɛɪ p			
376-1	t r ə ŋ k ə n			
2009-1	ɔ v ə			
2003-1	k eː ə l			
2024-1	p ɑ m ə			
1321-1	k ɔ m			
1976-1	t ɑ ŋ Ø ə			
1243-1	m Ø l t ɛɪ			
1265-1	m eː l			
1261-1	z iː v ə n			
655-1	v r Ø t			
650-1	t eː x			
1532-1	x m eː t ə n			
-36-1	z Ø p ə			
34-1	v Ø m ə			
-1647-1	f iː x ə			
1469-2		s æ n̩		
2047-2		s ʌ n̩ +		
2054-2		d ʌ n̩ d r		
1375-2		l ɪ + +		
760-2		w ɪ n̩		
756-2		ʃ n̩		
726-2		m θ ə r		
1351-2		ɡ r ɔ + v eɪ θ ə r		
1353-2		ɡ r ɔ + m θ ə r		
412-2		ʃ b əʊ ɡ əʊ + v eɪ θ ə r		
406-2		ʃ əʊ + m θ ə r		
1005-2		ʃ iː + v eɪ θ ə r		
1012-2		ʃ v + m θ ə r		
1016-2		w θ Ø w ə + əʊ		
1069-2		k ɪ tʃ		
509-2		v əʊ l		
693-2		m l + + ə		
2179-2		n̩ aɪ		
1753-2		+ v ɪ s k		
1131-2		w ʌ l v +		
1198-2		b eɪ r		
2032-2		h ʌ n̩		
2241-2		n̩ s ə		
2244-2		l p + ə		
610-2		k + n̩ iː		
945-2		h æ r		
1534-2		l ɪ tʃ ə		
384-2		s ɡ ə		
1650-2		n̩ + ʌ		
1663-2		s æ l		
2279-2		l aɪ n̩		
471-2		s æ ə		
1385-2		s eɪ + +		
792-2		Ø ɪ tʃ		
1111-2		m æ		
197-2		s θ ə		
2020-2		l əʊ ŋ		
867-2		h ɔ n̩ θ ə		
1970-2		v ʌ l k		
1230-2		d r + θ + +		
2017-2		n̩ +		
968-2		w eɪ		
1674-2		əʊ		
1671-2		h Ø Ø		
829-2		k ɪ f		
1025-2		w əʊ		
1027-2				
1832-2		Ø		
-1816-2		aɪ s eɪ		
-335-2		əʊ Ø		
1043-2		s aɪ m		
423-2		s əʊ		
2049-2		m Ø		
2062-2		s ɔ m		
2065-2		b aɪ		
1368-2		s əʊ θ Ø Ø		
1365-2		θ Ø		
754-2				
768-2		w eɪ		
1211-2		Ø		
106-2		m əʊ		
-98-2		b b		
719-2		eɪ θ		
1341-2		aɪ		
-2027-2		əʊ		
-2026-2		eɪ f		
409-2		s Ø əʊ Ø aɪ		
402-2		s Ø əʊ Ø θ ʌ		
1014-2		s θ ʌ		
1059-2		w Ø		
120-2		s əʊ		
2194-2		ʌ		
2199-2		k əʊ f		
2197-2		s eɪ		
1523-2		Ø		
512-2		m Ø		
2141-2		h Ø		
2147-2		əʊ		
814-2		k Ø		
810-2		θ Ø		
1758-2		m		
1760-2		r æ Ø		
1620-2		ɪ		
1282-2		w ɑː Ø		
1136-2		ɔ		
1309-2				
1307-2		Ø		
1305-2		aɪ		
711-2		w aɪ p		
1442-2				
62-2		m		
-73-2		m ɪ k Ø		
1810-2		h		
1805-2		əʊ s		
1813-2		h eɪ		
1811-2		b uː		
690-2		ɪ p		
2177-2		h ʌ f		
246-2		Ø Ø Ø n Ø b Ø		
249-2		ʌ ɪ		
1506-2		Ø s Ø Ø Ø		
2242-2		m ɔ		
2245-2		ɔ ŋ		
2174-2		s Ø l̩ θ		
603-2		aɪ b aɪ		
601-2		h əʊ		
615-2		ɪ ŋ		
901-2		k Ø		
608-2		uː		
596-2				
937-2		b Ø Ø		
936-2		eɪ v		
646-2		ɔ ŋ		
947-2		v		
1606-2		h Ø		
472-2				
1535-2		s w Ø		
1546-2		s p Ø Ø		
1959-2		s eɪ		
694-2		s Ø k		
1961-2		θ eɪ m		
323-2		v		
1885-2		ɑː f		
2156-2		k Ø l̩ Ø uː Ø		
1903-2		w ɔ d		
525-2		s w aɪ ŋ		
276-2		ɑː m		
274-2		θ ʌ f		
278-2		b ɪ		
258-2		Ø θ ɔ ŋ k		
256-2		əʊ k		
383-2		eɪ		
207-2		aɪ		
376-2		θ ɪ ŋ k		
2014-2		r uː Ø d Ø		
2009-2		aɪ		
2003-2		k eɪ		
2024-2		p əʊ		
1321-2		k əʊ p		
1976-2		əʊ ŋ		
1243-2		m eɪ Ø Ø ɪ		
1265-2		p ɪ l ə		
1261-2		Ø v		
655-2		b aɪ		
650-2		θ əʊ		
1532-2		k θ		
-36-2		s Ø p		
34-2		b aɪ		
-1647-2		aɪ		
1469-3			Ø Ø Ø t	
2047-3			Ø Ø Ø Ø	
2054-3			Ø Ø Ø t Ø ʀ	
1375-3			l Ø Ø t	
760-3			Ø Ø Ø t	
756-3			Ø Ø Ø ʀ	
726-3			Ø Ø Ø ʀ	
1351-3			Ø ʀ Ø Ø t Ø Ø Ø Ø Ø ʀ	
1353-3			Ø ʀ Ø Ø Ø Ø Ø Ø ʀ	
412-3			Ø Ø Ø Ø Ø ʀ Ø Ø Ø Ø Ø ʀ Ø Ø Ø Ø l Ø	
406-3			Ø Ø Ø Ø Ø ʀ Ø Ø Ø Ø ʀ Ø Ø Ø Ø l Ø	
1005-3			Ø t Ø Ø Ø Ø Ø Ø ʀ	
1012-3			Ø t Ø Ø Ø Ø Ø ʀ	
1016-3			Ø Ø t Ø Ø Ø ʀ ʀ ʀ ʀ	
1069-3			Ø	
509-3			Ø Ø l Ø Ø	
693-3			Ø Ø l Ø ʀ Ø Ø ʀ	
2179-3			Ø Ø Ø t	
1753-3			Ø Ø Ø	
1131-3			Ø Ø l Ø	
1198-3			Ø Ø ʀ Ø t	
2032-3			Ø Ø ʀ Ø	
2241-3			Ø Ø Ø Ø	
2244-3			l Ø Ø Ø	
610-3			Ø	
945-3			Ø Ø ʀ t	
1534-3			l Ø Ø Ø	
384-3			Ø Ø Ø Ø Ø	
1650-3			Ø Ø t	
1663-3			Ø Ø l t	
2279-3			l Ø Ø Ø Ø	
471-3			Ø ʀ ʀ Ø Ø	
1385-3			Ø Ø t	
792-3			t Ø	
1111-3			Ø Ø t	
197-3			Ø Ø Ø Ø Ø	
2020-3			l Ø Ø	
867-3			Ø Ø Ø t Ø ʀ Ø t	
1970-3			Ø Ø l	
1230-3			Ø Ø ʀ Ø t Ø	
2017-3			Ø Ø ʀ	
2183-3			Ø Ø Ø Ø	
1521-3			Ø Ø Ø	
1755-3			Ø Ø Ø Ø	
1760-3			ʀ Ø Ø	
1196-3			Ø Ø Ø e e	
575-3			Ø Ø Ø Ø l e e e e e	
2014-3			ʀ Ø Ø t Ø Ø	
1321-3			Ø Ø Ø	
1265-3			Ø Ø l ʀ	
1469-4				ʃ ɛ n t.ə
2047-4				ʃ ɔ n + +
2054-4				t ɔ n t ə r.n
1375-4				l ai x s + +
760-4				v ɪ n t.ə
756-4				s n ai Ø
726-4				n uː d ə r.n
1351-4				ɡ r.n a n t.ə + f ai d ə r.n
1353-4				ɡ r.n a t + n uː d ə r.n
412-4				x a n + f ai d ə r.n n l t
406-4				x a n + n uː d ə r.n n l t
1005-4				s s t + f ai d ə r.n
1012-4				s s eː Ø + n uː d ə r.n
1016-4				v eː t ə n + aː r
1069-4				+ ai ɡ
509-4				f oː l ə.n
693-4				n t uː l + + a z ə.n l
2179-4				n ɛ s s
1753-4				+ f ɪ ʃ +
1131-4				v ɔ l f +
1198-4				b aː ə s
2032-4				h oː r n
2241-4				n oː s
2244-4				l ɪ p +
610-4				ɡ + n iː
945-4				h aː r s
1534-4				l ɪ k.ə.n ə.n
384-4				ʃ au k ə.n
1650-4				n + oː s
1663-4				ʃ eː l s
2279-4				l ɪ n a n
471-4				ʃ aː ə.n
1385-4				ʃ aː + + t.ə
792-4				Ø a x
1111-4				n aː s s
197-4				ʃ au t ə.n
2020-4				l a ŋ
867-4				h ɔ n t ə.n r.n ə t.ə
1970-4				f ɔ l +
1230-4				t a r + t t + ə.n +
2017-4				n v t
968-4				v Ø r ə.n l t
1674-4				l ɛ n t
1671-4				h Ø f Ø l
829-4				k.ə.n l ɪ f
1025-4				v eː t ə r.n
1027-4				z eː
1832-4				r.n Ø f
-1816-4				a ʃ Ø aː n
-335-4				l ə ɡ Ø n ə.n
1043-4				s t r.n au n
423-4				s t ai n
2049-4				n eː n
2062-4				s t Ø r n
2065-4				r.n ɛ n ə.n Ø + b a x
1368-4				ʃ x a t Ø Ø
1365-4				t eː Ø Ø
754-4				r.n ɛ n ə.n
768-4				v eː d ə r.n
1211-4				f Ø ə r.n
106-4				n ɛ n
-98-4				b ɛ b ɪ.x
719-4				f ai d ə r.n
1341-4				z ɔ n
-2027-4				ts a n t ə.n
-2026-4				n eː f eː eː
409-4				s x ɔ n + z Ø n l eː
402-4				x Ø + t Ø x t ə r.n n l eː
1014-4				s t Ø v + t Ø x t ə r.n
1059-4				v ai
120-4				s t a l
2183-4				s t iː r.n n
2194-4				ɔ s
2199-4				k.ə.n a l f
2197-4				ʃ x aː p
1523-4				z Ø x
1521-4				b ə k.ə.n
512-4				n ɛ r.n Ø
2141-4				h ɛ n
2147-4				ɡ Ø s
814-4				k.ə.n r.n a
810-4				t au f
1755-4				h n ə n s
1758-4				n au s
1620-4				f ɪ n
1282-4				v ɛ l f ʊ
1136-4				f ɔ s
1309-4				l au s
1307-4				n eː t
1305-4				f l au
711-4				v eː s p
1442-4				f l iː x
62-4				n ʏ Ø
-73-4				n Ø s k.ə.n iː t ə
1810-4				h ai t
1805-4				f l eː ʃ
1813-4				h aː ə r.n
1811-4				b l uː t
690-4				r.n ɪ Ø
2177-4				h Ø Ø t
246-4				Ø ɛ Ø Ø + b r.n Ø Ø
249-4				oː ɡ + l ɪ t
1506-4				Ø + Ø Ø ʊ t r ə l
2242-4				n ʊ Ø
2245-4				t ɔ ŋ
1196-4				n ɛ k.ə.n
2174-4				ʃ x a l t ə r.n
575-4				ə x ts ə.n l
603-4				ɛ l ə.n + b a x
601-4				h ɛ n t
615-4				f ɪ ŋ ɡ ə r.n
901-4				k.ə.n l Ø Ø
608-4				f oː t
596-4				t ai
937-4				b ə r.n eː s t
936-4				n ɛ b ə.n l
646-4				l ɔ ŋ
947-4				l eː b ə r.n
1606-4				h Ø p
472-4				ʃ n iː z ə.n
1535-4				z v eː t ə.n
1546-4				s p Ø Ø ə.n
1959-4				s l aː p ə.n
694-4				s n Ø r.n ɡ ə.n
1961-4				t r.n au n ə.n
323-4				ə l ai b ə.n
1885-4				ɡ r.n a f
2156-4				f ə.n r + k.ə.n a l t + Ø eː ts
1903-4				v ʊ n t
525-4				z v ɛ l ɪ ŋ
276-4				l a n ɛ
274-4				t Ø f
278-4				b l ai n t
258-4				t r.n ɔ ŋ k.ə.n ə.n
256-4				n ɛ k.ə.n t
383-4				eː t ə.n
207-4				r.n ai p
376-4				t r.n ɪ ŋ k.ə.n ə.n
2014-4				r.n Ø s t ə ə
2009-4				ɔ b n ə.n
2003-4				k.ə.n eː t ə.n l
2024-4				p ɛ n
1976-4				t a ŋ s
1243-4				n aː l + ts eː ts
1261-4				z eː b ə.n
655-4				b r.n Ø t
650-4				t ai x
1532-4				ɡ n eː t ə.n
-36-4				s uː p
34-4				b au n
-1647-4				f ɡ
