COGID	dutch	english	french	german
412-3			Ø Ø Ø Ø Ø ʀ Ø Ø Ø Ø Ø ʀ Ø Ø Ø Ø l Ø	
406-3			Ø Ø Ø Ø Ø ʀ Ø Ø Ø Ø ʀ Ø Ø Ø Ø l Ø	
1005-3			Ø t Ø Ø Ø Ø Ø Ø ʀ	
1012-3			Ø t Ø Ø Ø Ø Ø ʀ	
1016-3			Ø Ø t Ø Ø Ø ʀ ʀ ʀ ʀ	
1069-3			Ø	
509-3			Ø Ø l Ø Ø	
693-3			Ø Ø l Ø ʀ Ø Ø ʀ	
2179-3			Ø Ø Ø t	
1753-3			Ø Ø Ø	
1131-3			Ø Ø l Ø	
1198-3			Ø Ø ʀ Ø t	
2032-3			Ø Ø ʀ Ø	
2241-3			Ø Ø Ø Ø	
2244-3			l Ø Ø Ø	
610-3			Ø	
945-3			Ø Ø ʀ t	
1534-3			l Ø Ø Ø	
384-3			Ø Ø Ø Ø Ø	
1650-3			Ø Ø t	
1663-3			Ø Ø l t	
2279-3			l Ø Ø Ø Ø	
471-3			Ø ɛ ʀ Ø Ø	
1385-3			Ø Ø t	
792-3			t Ø	
1111-3			Ø Ø t	
197-3			Ø Ø Ø Ø Ø	
2020-3			l Ø Ø	
867-3			Ø Ø Ø t Ø ʀ Ø t	
1970-3			Ø Ø l	
1230-3			Ø Ø ʀ Ø t Ø	
2017-3			Ø Ø ʀ	
2183-3			Ø Ø Ø Ø	
1521-3			Ø Ø Ø	
1755-3			Ø Ø Ø Ø	
1760-3			ʀ Ø Ø	
1196-3			Ø Ø Ø b b	
575-3			Ø Ø Ø Ø l b b b b b	
2014-3			ʀ Ø Ø t Ø Ø	
1321-3			Ø Ø Ø	
1265-3			Ø Ø l ɛ	
1469-4				ʃ a n t.ə
2047-4				ʃ ɔ n eː +
2054-4				d ɔ n d ə r
1375-4				l ɪ ɡ ts eː +
760-4				v ɪ n t.ə
756-4				s n eː Ø
726-4				n uː Ø ə r
1351-4				ɡ r a n t.ə + f eː Ø ə r
1353-4				ɡ r a ts + n uː Ø ə r
412-4				ɡ a + f eː Ø ə r n l
406-4				ɡ l + n uː Ø ə r n l
1005-4				s ts Ø + f eː Ø ə r
1012-4				s ts Ø Ø + n uː Ø ə r
1016-4				v eː d ə + ə r
1069-4				+ ɪ ɡ
509-4				f a l ə.n
693-4				n Ø l eː + eː z ə.n l
2179-4				n ɛ s ts
1753-4				+ f ɪ ʃ +
1131-4				v l f +
1198-4				b aː ə t.ə
2032-4				h r n
2241-4				n a s
2244-4				l ɪ p +
610-4				ɡ + n iː
945-4				h aː r ts
1534-4				l ɪ k.ə ə.n
384-4				ʃ au k ə.n
1650-4				n + ɔ ts
1663-4				ʃ eː l ts
2279-4				l ɪ n a n
471-4				ʃ ə ə.n
1385-4				ʃ ai + + t.ə
792-4				Ø a x
1111-4				n aː s ts
197-4				ʃ au d ə.n
2020-4				l Ø ŋ
867-4				h ɔ n d ə.n r ə t.ə
1970-4				f l +
1230-4				d a r + d + ə.n +
2017-4				n l v
968-4				v Ø r ə.n l t
1674-4				l a n t
1671-4				h Ø Ø l
829-4				k.ə l ɪ f
1025-4				v eː ts ə r
1027-4				ʃ ɪ
1832-4				r Ø f
-1816-4				ɔ ʃ Ø Ø ə n
-335-4				l ə ɡ Ø n ə.n
1043-4				s ts r au n
423-4				s ts a n
2049-4				n eː n
2062-4				s ts oː r n
2065-4				r ɛ n ə.n Ø + b ɔ ɡ
1368-4				ʃ ɡ a d Ø Ø
1365-4				d ts Ø Ø
754-4				r ɛ n ə.n
768-4				v Ø au r
1211-4				f Ø r
106-4				n a n
-98-4				b ɛ b ɪ.x
719-4				f ai d ə r
1341-4				ʃ ɔ n
-2027-4				ts aː n ts ə.n
-2026-4				n Ø f ts ts
409-4				s ɡ ɔ n + z Ø n l ts
402-4				ɡ Ø Ø + d oː ɡ ts ə r ts n l ts
1014-4				s ts Ø v + d oː ɡ ts ə r
1059-4				v ai
120-4				s ts a l
2183-4				s t iː r au
2194-4				ɔ s
2199-4				k.ə aː l f
2197-4				ʃ ɡ ai p
1523-4				ʃ Ø ɡ
1521-4				b ɔ k.ə
512-4				n ɛ r Ø
2141-4				h ɛ n
2147-4				ɡ Ø Ø s
814-4				k.ə r ə Ø
810-4				d au f
1755-4				h au ɔ ŋ t.ə
1758-4				n au s
1620-4				f ɪ n
1282-4				v ɛ l ə
1136-4				f ɔ s
1309-4				l au s
1307-4				n eː ts
1305-4				f l au
711-4				v eː s p
1442-4				f l iː ɡ
62-4				n ʏ Ø
-73-4				n Ø s k.ə iː ts ə
1810-4				h ai t
1805-4				f l Ø ʃ
1813-4				h aː r
1811-4				b l uː t
690-4				r ɪ Ø
2177-4				h Ø Ø t
246-4				Ø ɛ Ø Ø + b r Ø Ø
249-4				oː ɡ + l ɪ t
1506-4				Ø Ø + Ø Ø ʊ ts r ə l
2242-4				n ʊ Ø ts
2245-4				ts ɔ ŋ
1196-4				ŋ ɛ k.ə
2174-4				ʃ ɡ a l d ə r
575-4				ɔ x ts ə.n l
603-4				ɛ l ə.n + b ɔ ɡ
601-4				h a n t
615-4				f ɪ ŋ ɡ ə r
901-4				k.ə l Ø Ø
608-4				f oː ts
596-4				ts a Ø
937-4				b ə r ts s ts
936-4				n a b ə.n l
646-4				l ɔ ŋ
947-4				l eː b ə r
1606-4				h Ø p
472-4				ts n iː z ə.n
1535-4				ʃ v Ø ts ə.n
1546-4				s p Ø Ø ə.n
1959-4				s l ai p ə.n
694-4				s n Ø r ɡ ə.n
1961-4				d r au n ə.n
323-4				l ai b ə.n
1885-4				ɡ r aː f
2156-4				ə.n r + k.ə a l t + Ø eː ts
1903-4				v ʊ n t
525-4				ʃ v ɛ l ɪ ŋ
276-4				l aː n ɛ
274-4				d Ø f
278-4				b l ɪ n t
258-4				d r ɔ ŋ k.ə ə.n
256-4				n a k.ə ts t
383-4				ɪ ts ə.n
207-4				r ai p
376-4				d r ɪ ŋ k.ə ə.n
2014-4				r Ø s d ə ə
2009-4				ɔ b n ə.n
2003-4				k.ə Ø ts ə.n l
2024-4				p a n
1976-4				ts Ø ŋ s
1243-4				n ai l + ts eː ts
1261-4				ʃ eː b ə.n
655-4				b r Ø t
650-4				d a ɡ
1532-4				ɡ n ɪ d ə.n
-36-4				s oː p
34-4				b au n
-1647-4				f ai ɡ
-1615-4				oː ts l Ø
125-4				f a ts
1659-4				h ɔ n ɪ Ø
1661-4				n eː l k.ə
1676-4				b ɔ ts ə r
480-4				d r aː ŋ k.ə
1466-4				k.ə l a d ə Ø
2277-4				v oː l
2271-4				f Ø l ts
2293-4				l Ø au r
624-4				s p ɪ n ə.n
628-4				s p ɪ n d ə.n l
626-4				v ɪ b ə.n
633-4				n ai ts l ts
1185-4				ʃ ɡ oː Ø + n a k.ə ə r
1179-4				h oː ts
2168-4				k.ə a n
1952-4				d Ø r
899-4				l a d ə r
922-4				b ɛ t
-934-4				l a n p
916-4				ts r ɔ f
1726-4				f eː l t
2108-4				p l oː ɡ ə.n
1133-4				f ɔ r a
2114-4				s p a d ə.n
1272-4				r oː ɡ ə.n
1979-4				ɡ r aː s
1989-4				h Ø Ø
-2260-4				p l aː n ts ə.n
70-4				b Ø x
-89-4				Ø ɪ n ə.n r ts
-12-4				p ai p
713-4				s a p
747-4				n Ø ts ə.n l
308-4				d oː Ø
289-4				b ɪ n d ə.n
1930-4				b r ɛ k.ə ə.n
1928-4				s p l ai ts ə.n
858-4				Ø ts + ts ts r ɛ x ə.n
1577-4				ə Ø + h a ŋ ə.n
908-4				v Ø ʃ ə.n
648-4				b Ø r ə.n
1855-4				Ø ts + h ɔ l a
657-4				h a n ə r
2058-4				n a ɡ ə.n l
949-4				l s n ɪ t
1642-4				ɡ a l t
1640-4				ʃ ɪ l b ə r
1633-4				ai Ø ə ts
1630-4				ts ɪ n
