COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
144-4				a w a w a tʃ						
150-4				k a w						
234-4				k o m						
236-4				p a k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a t a						
2-4				w a m						
65-4				i w						
74-4				p a n a						
93-4				t o p a a i tʃ i						
95-4				w i t i						
106-4				t u n a tʃ						
119-4				tʃ j t t tʃ						
128-4				p o k a tʃ						
147-4				t i m i tʃ i						
231-4				p a n a w o						
232-4				p a i						
239-4				n a m a k a n						
266-4				i t i m						
3-4				w a a k k a						
4-4				w a t i						
51-4				u w u						
97-4				m a p a k						
109-4				u p i t i tʃ						
121-4				k a p i j a k tʃ tʃ						
149-4				t o k						
160-4				k i r k						
163-4				u p n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o p a k a tʃ i						
134-4				n i p a t						
135-4				t a k a t k						
139-4				m a n r tʃ i						
142-4				p p a a m a a tʃ						
145-4				k a t a t i tʃ i						
148-4				t a w w w a						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				t a w						
24-4				w a p u a n						
45-4				o p w m j m a						
50-4				i n a						
57-4				t o k a w a n						
71-4				o m i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t o k a ʒ̟ a m t						
146-4				k k r m a a						
151-4				k i w						
154-4				w e						
192-4				t u t						
205-4				i p a n						
227-4				w a p i a a						
235-4				tʃ o w i						
237-4				n a m a j i						
246-4				i w i						
250-4				m o a o t a t						
251-4				w a n a						
52-5					e t e					
56-5					i m e					
96-5					a t a s					
99-5					a t a m n					
114-5					t o k i s i					
115-5					e e a s i					
133-5					t i p a r a s					
144-5					a r a w a s					
150-5					k a w					
234-5					k o m					
236-5					p a k e n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w a m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t i n a t					
119-5					i a t i s i					
128-5					f o k a s					
147-5					t i m i s i					
239-5					m a m a k a n					
266-5					e t i m					
3-5					i a a i r a					
4-5					w a t i					
51-5					y w e ʔ					
55-5					i f a m					
97-5					m a f a k a					
109-5					e p i t i s					
149-5					t o k					
160-5					k i r i k					
163-5					y p e n					
167-5					p a ʔ					
207-5					m i					
259-5					t o w a					
66-5					k a a a k a w					
112-5					t a a a s i s i					
116-5					t o p a k a s i					
134-5					n i p a t					
135-5					t i k o t e k					
139-5					m e i e i i					
142-5					f a t a m a s					
145-5					k a t a t i s i					
148-5					t a w a w s					
162-5					i n i n					
166-5					i m i					
179-5					t a ʔ					
201-5					p e					
21-5					t a w					
45-5					o r o a j a					
50-5					i n a ʔ					
71-5					o m i					
84-5					p i w a n					
91-5					m o k o n					
146-5					k r r m a a					
151-5					k i w					
154-5					w e					
192-5					t e t					
197-5					t o r a m					
205-5					i p a n					
235-5					s o w i					
237-5					n a m a j e					
250-5					m o f i t a t					
251-5					w a n a					
52-6						i t a i				
56-6						i m a i				
96-6						a k a tʃ i				
99-6						i i i k i				
114-6						tʃ i k i tʃ				
115-6						i i i i tʃ i				
133-6						tʃ i p i i a tʃ i				
144-6						i i a w i tʃ tʃ i				
150-6						k a w i				
234-6						k i m i				
236-6						p i k a k i				
241-6						a w i i				
249-6						i tʃ a i				
1-6						w a tʃ a i				
2-6						n a t				
65-6						i w i				
74-6						p i k i i				
93-6						tʃ o p i i i tʃ				
95-6						w i tʃ i tʃ				
106-6						tʃ i k i tʃ i				
119-6						i i tʃ tʃ tʃ tʃ				
128-6						k o k i tʃ i				
147-6						tʃ i k i tʃ i				
231-6						p i k a n i tʃ				
232-6						a i i a i				
239-6						a m a k i				
266-6						i tʃ i a i				
3-6						n i i i k i				
4-6						w a t i tʃ				
55-6						i k i m i				
97-6						k i k a k i				
109-6						a p i t i tʃ				
160-6						k i n i k i				
207-6						m i i				
112-6						t i i i tʃ i tʃ i				
116-6						tʃ o p a k i tʃ i i				
125-6						k i t i m i tʃ i				
134-6						k a p a tʃ i				
135-6						k i n i tʃ				
139-6						m a k a tʃ i i				
201-6						p a i				
21-6						k i w i tʃ i				
24-6						k i k i i a k i				
57-6						t i k i w a i				
131-6						t i k a tʃ w m tʃ				
227-6						m a p i i a i i				
52-7							a t e			
56-7							u m e			
96-7							e a i i			
99-7							i a i k u n			
114-7							t u k i s i			
115-7							u h i a a i			
133-7							t i p r r o i i			
144-7							a a r w a s i			
150-7							k e w			
234-7							k u j			
236-7							p i k u n			
241-7							o w i n			
249-7							i s e			
1-7							w e t e			
2-7							u r r			
65-7							i w i			
74-7							p e n e			
93-7							t u p a r i s i			
95-7							w i t i ʃ			
106-7							t u k a n i			
119-7							i a t a i i			
128-7							h u k i s			
147-7							t i k i s i			
231-7							p a n e u u			
232-7							h i a			
266-7							e t i b			
3-7							a r r a k i			
4-7							w e t i n			
51-7							u w e			
55-7							i h a j n			
97-7							k r h u k i			
109-7							u p a t i ʃ			
121-7							k e p i a r k o n			
149-7							t u k			
160-7							k i r i k			
163-7							u p e k			
167-7							p a n			
207-7							j i n			
259-7							t u w i			
66-7							k a r r k a w			
125-7							k e t i j a s i			
135-7							t i k u t			
142-7							h p a r m r			
145-7							k a t a t i ʃ i			
148-7							t r a a w i i n			
162-7							i i i n n			
166-7							i b i			
179-7							t a			
201-7							p e			
21-7							t e w			
24-7							a e k u r e k			
50-7							i n r			
57-7							t u k w e n			
71-7							u r i			
84-7							p i w a n			
131-7							t u k e z a k t			
146-7							k a k r o o i			
151-7							k i w			
197-7							t i k a			
205-7							i p a n d			
227-7							r e p a a t			
237-7							k i j a b i			
246-7							i w i			
250-7							r u r u t a t n			
251-7							w a n a			
52-8								e t		
56-8								e m a		
96-8								a k a		
99-8								a e a k a		
114-8								t u k a s		
115-8								e e a s		
133-8								t i a a a a s		
144-8								a k a i a s		
150-8								k a i		
234-8								k u a		
236-8								a a k e e		
241-8								a i i e		
249-8								i s		
1-8								i a t a		
2-8								i a m		
65-8								i i a		
74-8								a a e a		
93-8								t a a a k a s		
95-8								i i k		
119-8								a a t a		
231-8								a a e a v u		
232-8								a a a i a		
239-8								j a m a k a p		
3-8								i a a a k a		
4-8								i a t i a		
51-8								e i		
55-8								a a a m		
109-8								e a i s a		
121-8								k a a a d a k a s		
149-8								t u k		
163-8								e a a j		
167-8								a a		
259-8								t u i a		
66-8								k a a a k a i		
112-8								t a a a a a s s		
116-8								t u a a k a s		
125-8								k a t a m s s		
145-8								k a k a t a s		
45-8								a a a m a n		
91-8								m u k u e		
235-8								s u i		
246-8								i i i		
250-8								n u a i t a a		
52-9									i t e	
56-9									i m e	
96-9									a t a ʃ	
99-9									a t a m a	
114-9									t a k a ʃ	
115-9									i r a ʃ	
133-9									t i p a a a i	
144-9									a a a w a ʃ	
150-9									k a w	
234-9									k o r	
236-9									p a k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w a m m	
65-9									i w a	
74-9									p a n a	
93-9									t a p a r i ʃ i	
95-9									w i t i ʃ	
106-9									t i n a t	
119-9									j a t a ʃ	
128-9									h o k a ʃ	
147-9									t i r i ʃ i	
231-9									p a n a w o	
232-9									p i p i a	
239-9									n a m a k a n	
266-9									i t i m	
3-9									w a a i k a	
4-9									w a t i ʔ	
51-9									i w e ʔ	
55-9									i h a m	
97-9									r a h a k a	
109-9									i p i t i ʃ	
121-9									k a p a j a k m	
149-9									t o k	
160-9									k a r a k	
163-9									i p e n	
167-9									p a ʔ	
207-9									r i ʔ	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									t a a i ʃ i a	
116-9									t o p a k a ʃ i	
125-9									k a t a m a ʃ i	
134-9									n a p a t	
135-9									t a r a t	
142-9									p a t a r a ʃ	
145-9									k a t a t a ʃ	
148-9									t a w w w	
162-9									i j i n	
166-9									i m i ʔ	
179-9									t a ʔ	
201-9									p a m	
21-9									t a w m	
24-9									h a k i a n	
45-9									r h a j m	
50-9									i n a	
57-9									t a k a w a	
71-9									r r i	
91-9									m o k o n	
151-9									k i w	
154-9									w u ʔ	
192-9									t i t	
197-9									t i r a m	
205-9									i p a	
227-9									p a p a a t	
235-9									ʃ o w i	
237-9									n a m a j	
246-9									i w i ʔ	
251-9									w a n a	
52-10										a t e
56-10										y m e
96-10										a t a tʃ
99-10										a w a tʃ
114-10										t o k i tʃ
115-10										h e a i
133-10										t i h a a a
144-10										a w a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p a k e n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										w a m
65-10										a w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i t i
106-10										t y n a tʃ
119-10										i p t t tʃ tʃ
128-10										h o k a tʃ
147-10										t i m i tʃ i
231-10										p a n a w
232-10										h i a i
239-10										n a m a k a
266-10										a t i m
3-10										w o a k m a
4-10										w a t i
51-10										y w e ʔ
55-10										a h a m
97-10										m a h o m a
121-10										k a h a j k k tʃ tʃ
149-10										t o k
160-10										k i r i k
163-10										y p e n
167-10										p a ʔ
207-10										m i
259-10										t o w a
112-10										t a a a a a ʔ
116-10										t o p a k a tʃ i
125-10										k a t a m a tʃ
134-10										n a p a t
139-10										m a i e e a
142-10										h p t a m
145-10										k a t a t i tʃ
148-10										t a w w w
162-10										a j i ʔ
166-10										i m i ʔ
179-10										t a ʔ
201-10										p a
24-10										w o r a r a n
45-10										o h o a n a
50-10										i n a ʔ
71-10										o m i
84-10										h i w a n
91-10										m o k o n
146-10										k k a m a tʃ
151-10										k i w ʔ
154-10										w w
192-10										t y t
197-10										t a m a
205-10										i p a
235-10										tʃ o w a
237-10										n a m a j e
250-10										m o a o t a t
251-10										w a n a ʔ
