COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
2163-2		kʰ ə n														
2181-2		n ə m														
2060-2		ʔ ə m														
410-2		d l														
1841-2		m ɨ														
2017-2		h ɔːi̯														
1004-2		l l														
614-2		b o h														
686-2		b l ɔːi̯														
88-2		g a ʔ														
872-2		n ɨ ŋ														
1891-2		d l														
68-2		kʰ ə m														
631-2		b a n														
594-2		k l														
1759-2		h a n														
805-2		k a n														
756-2		h ɨ g														
1201-2		m o ʔ														
2042-2		ʔ l														
1968-2		d a ʔ														
2000-2		l ŋ														
17-2		m a d														
4-2		a əː m														
788-2		d														
1219-2		h ə m														
141-2		ʔ l ŋ														
541-2		b ɣ j a ŋ														
1687-2		h o n														
123-2		a l m														
1652-2		tɕ a n														
576-2		ŋ a														
1738-2		d a g														
442-2		h kʰ m														
368-2		tɕ j a ŋ														
1778-2		b a d														
957-2		n a b														
1704-2		ʔ a ʔ														
304-2		j ɔ m														
1796-2		tɕ ɔ ŋ														
720-2		d a h														
287-2		g ə b														
321-2		k ə h														
206-2		d o ʔ														
1950-2		ʔ m														
665-2		a ə n														
703-2		n o ʔ														
1290-2		m l														
1391-2		g ɔ ʔ														
269-2		k a ʔ														
855-2		tɕ a n														
2078-2		kʰ ə														
2213-2		m ɔːi̯														
1111-2		kʰ ə														
485-2		ŋ														
1356-2		m ə h														
1093-2		d o ŋ														
1063-2		d l m														
648-2		tɕ ə n														
223-2		k a n														
1248-2		tɕ a														
1509-2		d ɔːi̯ n														
504-2		tɕ o h														
2130-2		kʰ ɔːi̯														
1-2		ʔ l														
386-2		a o ʔ														
1411-2		ʔ ə														
1027-2		k a ʔ														
2077-2		m ə h														
1459-2		l l														
1323-2		m əː														
975-2		ɣ a h														
940-2		ŋ a h														
1476-2		ʔ ɔ h														
1923-2		n ə														
105-2		m ɔ ŋ														
1431-2		ʔ ə														
37-2		a l ŋ														
1152-2		b l n														
1814-2		m a n														
1183-2		n a n														
1430-2		d ə														
1721-2		ʔ a ʔ														
1617-2		b o ʔ														
1564-2		b p ʔ														
2111-2		l b														
1563-2		kʰ a														
1859-3			ŋ ai̯													
175-3			h ə													
241-3			ʔ ɔ ʔ													
2163-3			kʰ ɔ r													
2181-3			n ə m													
2060-3			ʔ l m													
410-3			d													
1841-3			m b													
2017-3			h i													
1004-3			l l													
614-3			b o h													
686-3			b l i													
88-3			h ə ʔ													
872-3			n o ŋ													
1891-3			d l													
68-3			s l m													
631-3			b ə r													
594-3			oːi̯ l													
1759-3			h ə r													
805-3			oːi̯ a r													
756-3			h o h													
1201-3			m o ʔ													
2042-3			ʔ l													
1968-3			d a ʔ													
2000-3			l ŋ													
17-3			n a ʔ													
4-3			ɨː m													
788-3			d ai̯													
1219-3			h l m													
141-3			ʔ l ŋ													
541-3			b r j a ŋ													
1687-3			h o r													
123-3			l m													
1652-3			r a r													
576-3			ŋ ə													
1738-3			d ə h													
442-3			h kʰ m													
368-3			tɕ j a ŋ													
1778-3			b a ʔ													
957-3			n a b													
1704-3			ʔ a ʔ													
304-3			j a m													
1796-3			r ɔːi̯ ŋ													
720-3			d a h													
287-3			h ə b													
321-3			oːi̯ ə h													
206-3			d o ʔ													
1950-3			ʔ w													
665-3			l n													
703-3			n o ʔ													
1290-3			m													
1391-3			h l ʔ													
269-3			oːi̯ a t													
855-3			r a n													
2078-3			s a													
2213-3			m ai̯													
1858-3			s ə													
1151-3			oːi̯ j a r													
737-3			b ə ai̯													
340-3			s a													
1111-3			s ai̯													
485-3			ŋ													
1356-3			m oːi̯ h													
1093-3			d o ŋ													
1063-3			d l m													
648-3			r l r													
223-3			oːi̯ ɔː n													
1248-3			tɕ l													
1509-3			d i r													
504-3			ɔ o h													
1-3			ʔ l													
386-3			o ʔ													
1411-3			ʔ ɔ													
1027-3			oːi̯ ə ʔ													
2077-3			m o													
1459-3			i k													
1323-3			ɔː ɨː													
1538-3			r j a h													
975-3			r ə h													
940-3			ŋ b h													
1476-3			ʔ a h													
105-3			n ɔːi̯ ŋ													
1431-3			ʔ i													
37-3			a l ŋ													
1152-3			b l													
1814-3			m a r													
1890-3			s ə													
1430-3			d o													
1721-3			ʔ i ʔ													
1617-3			b o ʔ													
1564-3			b o ʔ													
1028-3			ʔ ə													
1563-3			s a													
1859-4				ŋ												
175-4				g a												
241-4				ʔ ə ʔ												
2163-4				s ə n												
2181-4				n a m												
2060-4				ʔ ɨ m												
410-4				t ɛː												
1841-4				m ɨ												
2017-4				h												
1004-4				l s												
614-4				p o h												
686-4				p l												
88-4				g a ʔ												
872-4				n ɨ ŋ												
1891-4				t s												
68-4				s i m												
631-4				p ə n												
594-4				ɨ s												
1759-4				h a n												
805-4				ɨ a n												
756-4				h ɨ g												
1201-4				m o ʔ												
2042-4				ʔ ɛː												
1968-4				t a ʔ												
2000-4				o ŋ												
17-4				n a ʔ												
4-4				a eu̯ m												
788-4				t												
1219-4				h i m												
141-4				ʔ o ŋ												
541-4				p ai̯ j ə ŋ												
1687-4				h l n												
123-4				a o m												
1652-4				ɔ a n												
576-4				ŋ a												
1738-4				t a g												
442-4				h oː m												
368-4				tɕ j ə ŋ												
1778-4				p a ʔ												
957-4				n a p												
1704-4				ʔ ʔ												
304-4				j a m												
1796-4				ɔ ɔ ŋ												
720-4				t a h												
287-4				g ə p												
321-4				ɨ ə h												
206-4				t o ʔ												
1950-4				ʔ ai̯												
665-4				a ə n n												
703-4				n o ʔ												
1290-4				m												
1391-4				g ə												
269-4				ɨ a												
855-4				ɔ a n												
2078-4				s ə												
2213-4				m												
1858-4				s a												
1151-4				ɨ j a n												
737-4				p ə												
340-4				s a												
1111-4				s												
485-4				ŋ												
1356-4				m u h												
1093-4				t o ŋ												
1063-4				t l m												
648-4				ɔ a ŋ												
223-4				ɨ a n												
1509-4				t ŋ												
504-4				ɔ o h												
2130-4				s əː												
1-4				ʔ u												
386-4				a o ʔ												
1411-4				ʔ												
1027-4				ɨ a ʔ												
2077-4				m ɔ h												
1459-4				g l												
975-4				a a h												
940-4				ŋ ɔ h												
1476-4				ʔ ɔ h												
1923-4				n i												
105-4				n ɔ ŋ												
1431-4				ʔ i												
37-4				a o ŋ												
1152-4				p a n												
1183-4				n ɔ n												
1430-4				t h												
1721-4				ʔ g ʔ												
1617-4				p o ʔ												
1028-4				ʔ a												
2111-4				l a												
1859-5					ŋ ei̯											
175-5					k a											
241-5					ʔ ɔ ʔ											
2163-5					k k n											
2181-5					nˀ a											
2060-5					ʔ l											
410-5					ɗ l											
1841-5					b											
2017-5					h ei̯											
1004-5					ei̯ s											
614-5					b o h											
686-5					b l ei̯											
88-5					o ɔ ʔ											
872-5					nˀ o ŋ											
1891-5					ɗ s											
68-5					s ei̯											
631-5					b a n											
594-5					k s											
1759-5					h a nˀ											
805-5					k a ŋ											
756-5					h o ʔ											
1201-5					o ʔ											
2042-5					ʔ l											
1968-5					ɗ a ʔ											
2000-5					a s ŋ											
17-5					nˀ a ʔ											
4-5					ɔ											
788-5					ɗ ei̯											
1219-5					h ei̯											
141-5					ʔ s ŋ											
541-5					b r j a ŋ											
1687-5					h ɔ n											
123-5					s											
1652-5					ɔ a ŋ											
576-5					ŋ a											
1738-5					ɗ ɨ k											
442-5					h b											
368-5					u j a ŋ											
1778-5					b a ʔ											
957-5					nˀ a b											
1704-5					ʔ ei̯ ʔ											
304-5					j a											
1796-5					ɔ ɔ ŋ											
720-5					d a h											
287-5					k a b											
321-5					l o h											
206-5					ɗ o ʔ											
1950-5					ʔ ɔ ei̯											
665-5					ɔ nˀ											
703-5					nˀ o ʔ											
1290-5					aːi̯											
1391-5					o a t											
269-5					l a t											
855-5					ɔ a nˀ											
2078-5					s a											
2213-5					ei̯											
1858-5					s a											
1151-5					l j əː n											
737-5					b a ei̯											
340-5					s ɔ											
1111-5					s ei̯											
485-5					ŋ											
1356-5					ɔ h											
1093-5					d o ŋ											
1063-5					ɗ l											
648-5					ɔ ei̯ ŋ											
223-5					l ə nˀ											
1248-5					ɔ l											
1509-5					d ei̯ ŋ											
504-5					ɔ ɔ h											
2130-5					s ei̯											
1-5					ʔ l											
1411-5					ʔ kʰ											
2077-5					m ɔ h											
1323-5					m əː											
1538-5					r j a h											
1923-5					n ei̯											
37-5					a s ŋ											
1152-5					p l n											
1814-5					a ŋ											
1890-5					s a											
1564-5					b o ʔ											
1597-5					s ɔ ŋ											
1859-6						ŋ iː										
175-6						k ə										
241-6						ʔ ɔː ʔ										
2163-6						k n										
2181-6						nʰ ə m										
2060-6						ʔ l m										
410-6						ɗ l										
1841-6						m b										
2017-6						h ei̯										
1004-6						l s										
614-6						b o h										
686-6						b l ei̯										
88-6						ə ʔ										
872-6						nʰ o ŋ										
1891-6						ɗ s										
68-6						s i m										
631-6						b ə n										
594-6						k s										
1759-6						h ə nʰ										
805-6						k a ŋ										
756-6						h o ʔ										
1201-6						m o ʔ										
2042-6						ʔ l										
1968-6						ɗ a ʔ										
2000-6						s ŋ										
17-6						nʰ a ʔ										
4-6						a ɔː m										
788-6						ɗ iː										
1219-6						h i m										
141-6						ʔ s ŋ										
541-6						b r j a ŋ										
1687-6						h o n										
123-6						a s m										
1652-6						r a nʰ										
576-6						ŋ a										
1738-6						ɗ ə k										
442-6						h ɔː m										
368-6						ɗ j a ŋ										
1778-6						p a ʔ										
957-6						nʰ a p										
1704-6						ʔ a ʔ										
304-6						j a m										
1796-6						r a ŋ										
720-6						d a h										
287-6						k ə p										
321-6						l o h										
206-6						ɗ o ʔ										
1950-6						ʔ r iː										
665-6						a o nʰ n										
703-6						nʰ o ʔ										
1290-6						m h										
1391-6						a t										
269-6						k a t										
855-6						r a nʰ										
2078-6						s a										
2213-6						m iː										
1858-6						s ə										
1151-6						l j a n										
737-6						p ə iː										
340-6						s a										
1111-6						s iː										
1093-6						d o ŋ										
1063-6						ɗ o m										
648-6						r a ʔ										
1248-6						ɔː l										
1509-6						d ei̯ ŋ										
504-6						dʑ o h										
2130-6						s ei̯										
1-6						ʔ l										
1411-6						ʔ										
2077-6						m o										
1323-6						m h										
1538-6						r j a h										
1923-6						n i										
37-6						a s ŋ										
1152-6						b l a										
1814-6						m a r										
1597-6						s ɔ ŋ										
1859-7							ŋ ɛː									
175-7							g a									
241-7							ʔ ə ʔ									
2163-7							s n									
2181-7							n ə m									
2060-7							ʔ ə m									
410-7							t									
1841-7							m a									
2017-7							h ɔːi̯									
1004-7							ɛː a									
614-7							b o h									
686-7							b l ɔːi̯									
88-7							g a ʔ									
872-7							n ɨ ŋ									
1891-7							t a									
68-7							s ə m									
631-7							b ə n									
594-7							ɨ a									
1759-7							h a n									
805-7							ŋ ə n									
756-7							h ɨ g									
1201-7							m o ʔ									
2042-7							ʔ eː									
1968-7							t a ʔ									
2000-7							s ŋ									
17-7							n a a									
4-7							a eu̯ m									
788-7							t ɛː									
1219-7							h ə m									
141-7							ʔ s ŋ									
541-7							b a j a ŋ									
1687-7							h o n									
123-7							a s m									
1652-7							a a n									
576-7							ŋ a									
1738-7							t a g									
442-7							h j m									
368-7							tɕ j a ŋ									
1778-7							b a a									
957-7							n a b									
1704-7							ʔ ɛː ʔ									
304-7							j a m									
1796-7							a a ŋ									
720-7							d ə h									
287-7							g ə b									
321-7							ɨ ə h									
206-7							t o ʔ									
1950-7							ʔ ɛː									
665-7							a ə n									
703-7							n o ʔ									
1290-7							m									
1391-7							g a d									
269-7							ɨ a ʔ									
855-7							a a n									
2078-7							s ə									
2213-7							m ɛː									
1858-7							s a									
1151-7							ɨ j a n									
737-7							b ə d									
340-7							s a									
1111-7							s ɛː									
485-7							ŋ									
1356-7							m ɔ h									
1093-7							d o ŋ									
1063-7							t ɛː m									
648-7							a ə ŋ									
223-7							ɨ a n									
1248-7							tɕ a									
1509-7							d ɔːi̯ ŋ									
504-7							a o h									
2130-7							s əː									
1-7							ʔ l									
386-7							a o ʔ									
1411-7							ʔ									
1027-7							ɨ a ʔ									
1459-7							l l									
975-7							a a h									
940-7							ŋ a h									
1476-7							ʔ ə h									
1923-7							n ə									
105-7							n a ŋ									
1431-7							ʔ ɛː									
37-7							a s ŋ									
1152-7							b a a n									
1183-7							n ɔ n									
1890-7							s a									
1430-7							t o									
1721-7							ʔ ɨ ʔ									
1617-7							b o ʔ									
1028-7							ʔ a									
2111-7							l a									
1859-8								ŋ ai̯								
175-8								kʰ a								
241-8								ʔ r ʔ								
2163-8								kʰ r n								
2181-8								n a m								
2060-8								ʔ a m								
410-8								d								
1841-8								m b								
2017-8								l eː								
1004-8								a								
614-8								b o l								
686-8								b l eː								
88-8								h a ʔ								
872-8								n i ŋ								
1891-8								d								
68-8								s ei̯ m								
631-8								b e n								
594-8								g								
1759-8								l a ŋ								
805-8								g i ŋ								
756-8								l i h								
1201-8								m o ʔ								
2042-8								ʔ l								
1968-8								d a ʔ								
2000-8								ŋ								
17-8								i a t								
4-8								a ə m								
788-8								d ai̯								
1219-8								l ei̯ m								
141-8								ʔ ŋ								
541-8								b r o a ŋ								
1687-8								l o n								
123-8								a m								
1652-8								r a ŋ								
576-8								ŋ a								
1738-8								d a kʰ								
442-8								l kʰ m								
368-8								j o a ŋ								
1778-8								p a t								
957-8								n a p								
1704-8								ʔ ai̯ ʔ								
304-8								ʔ a m								
1796-8								r a ŋ								
720-8								t a l								
287-8								h e p								
321-8								g e								
206-8								d o ʔ								
1950-8								ʔ r								
665-8								a r n								
703-8								n o ʔ								
1290-8								m								
1391-8								h a ʔ								
269-8								g a ʔ								
855-8								r a n								
2078-8								s ə								
2213-8								m ai̯								
1858-8								s a								
1151-8								g ʔ a n								
737-8								p e t								
340-8								s a								
1111-8								s ai̯								
485-8								ŋ								
1356-8								m r l								
1093-8								t o ŋ								
1063-8								d b m								
648-8								r a ŋ								
223-8								g a n								
1248-8								j a								
1509-8								t eː ŋ								
504-8								j o l								
2130-8								s eː								
1-8								ʔ b								
386-8								a o ʔ								
1411-8								ʔ r								
1027-8								g a ʔ								
2077-8								m r								
1459-8								g l								
1323-8								m ə								
1538-8								r ʔ a l								
975-8								ŋ a l								
940-8								ŋ r l								
1476-8								ʔ a l								
1923-8								n ei̯								
105-8								i a ŋ								
1431-8								ʔ ei̯								
37-8								a ŋ								
1152-8								b l n								
1183-8								n r n								
1890-8								s a								
1430-8								t r								
1564-8								b o ʔ								
1028-8								ʔ a								
2111-8								l r								
1563-8								s a								
1597-8								s a ŋ								
1859-9									ŋ i							
175-9									kʰ a							
241-9									ʔ ə ʔ							
2163-9									kʰ ə							
2181-9									n a m							
2060-9									ʔ l m							
410-9									d							
1841-9									m l							
2017-9									h i							
1004-9									l p							
614-9									b u h							
686-9									b l i							
88-9									h i ʔ							
872-9									n u ŋ							
1891-9									d p							
68-9									ai̯ m							
631-9									b a							
594-9									r p							
1759-9									h a r							
805-9									r a r							
756-9									h u ŋ							
1201-9									m u ʔ							
2042-9									ʔ l							
1968-9									d a ʔ							
2000-9									p ŋ							
17-9									kʰ i d							
4-9									a ɔ m							
788-9									d i							
1219-9									h ai̯ m							
141-9									ʔ p ŋ							
541-9									b r u ŋ ŋ							
1687-9									h oːi̯							
123-9									a p m							
1652-9									r a n							
576-9									ŋ i							
1738-9									d a ŋ							
442-9									h kʰ m							
368-9									kʰ u ŋ ŋ							
1778-9									p i d							
957-9									n a p							
1704-9									ʔ i ʔ							
304-9									ʔ a m							
1796-9									r ɔi̯ ŋ							
720-9									d i h							
287-9									l a p							
321-9									r a h							
206-9									r o ʔ							
1950-9									ʔ i i							
665-9									a a n							
703-9									n u ʔ							
1290-9									m							
1391-9									o a d							
269-9									r i t							
855-9									r a n							
2078-9									i							
2213-9									m i							
1858-9									a							
1151-9									r ʔ i							
737-9									p a d							
340-9									kʰ l							
485-9									ŋ							
1356-9									m o h							
1093-9									d o ŋ							
1063-9									d l m							
648-9									r i n							
223-9									r i n							
1248-9									ɔ l							
504-9									ɔ o h							
2130-9									i							
1-9									ʔ l							
386-9									a o ʔ							
1027-9									r a ʔ							
2077-9									m u h							
1459-9									l l							
1323-9									ŋ h							
1538-9									r ʔ i h							
975-9									r i h							
940-9									ŋ i h							
1476-9									ʔ i h							
105-9									kʰ ɔi̯ ŋ							
1431-9									ʔ i							
37-9									a p ŋ							
1152-9									b l							
1814-9									m a r							
1430-9									d ɔ							
1721-9									ʔ ɔː ʔ							
1617-9									b o ʔ							
1564-9									b ɔː ʔ							
1028-9									ʔ a							
1597-9									kʰ ɔː ŋ							
1859-10										ŋ						
175-10										k a						
241-10										ʔ ɔ ʔ						
2163-10										k ɔ						
2181-10										ʔ a m						
2060-10										ʔ i m						
410-10										ɗ aːi̯						
1841-10										m b						
2017-10										e						
1004-10										l l						
614-10										b o						
686-10										b l e						
88-10										o ə ʔ						
872-10										ʔ o ŋ						
1891-10										ɗ l						
68-10										s i m						
631-10										b a						
594-10										k l						
1759-10										i ʔ						
805-10										k a ʔ						
756-10										o ʔ						
1201-10										m u ʔ						
2042-10										ʔ l						
1968-10										ɗ a ʔ						
2000-10										l ŋ						
17-10										u a t						
4-10										e m						
788-10										ɗ e						
1219-10										h i m						
141-10										ʔ l ŋ						
541-10										b r j a ŋ						
1687-10										ɔ						
123-10										l m						
1652-10										dʑ a ʔ						
576-10										ŋ a						
1738-10										ɗ i k						
442-10										ɔ m						
368-10										tɕ j a ŋ						
1778-10										ɓ a t						
957-10										ʔ a ɓ						
1704-10										ʔ a ʔ						
304-10										j a m						
1796-10										dʑ a ŋ						
720-10										t a						
287-10										k a b						
321-10										l o						
206-10										ɗ o ʔ						
1950-10										ʔ a						
665-10										a ʔ						
703-10										ʔ o ʔ						
1290-10										m dʑ						
1391-10										o a						
269-10										k a						
855-10										dʑ a ʔ						
2078-10										s a						
2213-10										m e						
1858-10										s i						
1151-10										l j a						
737-10										ɓ a						
340-10										s a						
1111-10										s						
485-10										ŋ aːi̯						
1356-10										m ə						
1093-10										t o ŋ						
1063-10										ɗ l m						
648-10										r a ʔ						
223-10										l a ʔ						
1248-10										tɕ l						
1509-10										t e ʔ						
504-10										dʑ o						
2130-10										s e						
1-10										ʔ l						
386-10										o ʔ						
1411-10										ʔ ɔ						
1027-10										k i ʔ						
2077-10										m ə						
1323-10										m e						
1538-10										r j a h						
37-10										l ŋ						
1152-10										b l						
1814-10										m a ʔ						
1890-10										s i						
1028-10										ʔ i						
1563-10										s a						
1859-11											ŋ					
175-11											k a					
241-11											ʔ ə ʔ					
2163-11											s n					
2181-11											n a m					
2060-11											ʔ a m					
410-11											t					
1841-11											m aːu̯					
2017-11											h ɔi̯					
1004-11											s a					
614-11											b o h					
686-11											b l ɔi̯					
88-11											k a ʔ					
872-11											n ɨ ŋ					
1891-11											t a					
68-11											s iː m					
631-11											b ə n					
594-11											ɔi̯ a					
1759-11											h a n					
805-11											ɔi̯ a n					
756-11											h ɨ k					
1201-11											m a ʔ					
2042-11											ʔ a					
1968-11											t a ʔ					
2000-11											a ŋ					
17-11											n a ʔ					
4-11											a eu̯ m					
788-11											t ɔi̯					
1219-11											h iː m					
141-11											ʔ a ŋ					
541-11											b j j a ŋ					
1687-11											h o n					
123-11											a a m					
1652-11											tɕ a n					
576-11											ŋ a					
1738-11											t a k					
442-11											h oː m					
368-11											tɕ j a ŋ					
1778-11											b a ʔ					
957-11											n a b					
1704-11											ʔ ɔi̯ ʔ					
304-11											j a m					
1796-11											tɕ a ŋ					
720-11											d a h					
287-11											k ə b					
321-11											ɔi̯ ə					
206-11											t o ʔ					
1950-11											ʔ m					
665-11											a a n					
703-11											n o ʔ					
1290-11											m					
1391-11											k a d					
269-11											ɔi̯ a d					
855-11											tɕ a n					
2078-11											s a					
2213-11											m ɔi̯					
1858-11											s a					
1151-11											ɔi̯ j a n					
737-11											b ə d					
340-11											s a					
1111-11											s ɔi̯					
485-11											ŋ					
1356-11											m u h					
1093-11											d o ŋ					
648-11											a a n					
223-11											ɔi̯ a n					
1248-11											tɕ a					
1509-11											d ɔi̯ n					
504-11											ɔ o h					
2130-11											s ɔi̯					
1-11											ʔ p					
386-11											a o ʔ					
1411-11											ʔ					
1027-11											ɔi̯ a ʔ					
2077-11											m a h					
1459-11											ɔi̯ l					
1538-11											a j a h					
975-11											a a h					
940-11											ŋ a h					
1476-11											ʔ a h					
1923-11											n iː					
105-11											n a ŋ					
1431-11											ʔ ɔi̯					
37-11											a s ŋ					
1152-11											p a a n					
1183-11											n ɔi̯ n					
1890-11											s a					
1430-11											t o					
1721-11											ʔ u ʔ					
1617-11											b o ʔ					
1028-11											ʔ a					
2111-11											l a					
1597-11											s a ŋ					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ u ʔ				
2163-12												kʰ u n				
2181-12												n a m				
2060-12												ʔ a m				
410-12																
1841-12												m a				
2017-12												h				
1004-12												a a				
614-12												b o h				
686-12												b a				
88-12												k a ʔ				
872-12												n ɨ ŋ				
1891-12												a				
68-12												s a m				
631-12												b a n				
594-12												g a				
1759-12												h a n				
805-12												g a n				
756-12												h ɨ k				
1201-12												m a ʔ				
2042-12												ʔ a				
1968-12												a ʔ				
2000-12												a ŋ				
17-12												v a ʔ				
4-12												a ə m				
788-12												ɛ				
1219-12												h a m				
141-12												ʔ a ŋ				
541-12												b r j a ŋ				
1687-12												h u n				
123-12												a a m				
1652-12												c a n				
576-12												ŋ a				
1738-12												a k				
442-12												h kʰ m				
368-12												c j a ŋ				
1778-12												p a ʔ				
957-12												n a p				
1704-12												ʔ ɛ ʔ				
304-12												j a m				
1796-12												c a ŋ				
720-12												t a h				
287-12												k ə p				
321-12												g ə h				
206-12												o ʔ				
1950-12												ʔ ɛ ɛ				
665-12												a a n				
703-12												n o ʔ				
1290-12												m				
1391-12												k a ʔ				
269-12												g a ʔ				
855-12												c a n				
2078-12												s a				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j ə n				
737-12												p ə ɛ				
340-12												s a				
1111-12												s ɛ				
485-12												ŋ				
1356-12												m o h				
1093-12												t o ŋ				
1063-12												a m				
648-12												c a n				
223-12												g n				
1248-12												c a				
1509-12												t n				
504-12												c o h				
2130-12												s				
1-12												ʔ a				
386-12												a o ʔ				
1411-12												ʔ u				
1027-12												g a ʔ				
2077-12												m ə				
1459-12												g a				
1323-12												m ə				
1538-12												r j a h				
975-12												ɲ a h				
940-12												ŋ r h				
1476-12												ʔ a h				
1923-12												n a				
105-12												v a ŋ				
1431-12												ʔ ɛ				
1814-12												m a n				
1183-12												n a n				
1890-12												s a				
1430-12												t g				
1721-12												ʔ ɔ ʔ				
1617-12												b o ʔ				
1564-12												b ɔ ʔ				
1028-12												ʔ a				
2111-12												l p				
1563-12												s a				
1597-12												s ɔ ŋ				
1859-13													k ɛ			
175-13													kʰ a			
241-13													ʔ u ʔ			
2163-13													kʰ u n			
2181-13													n a m			
2060-13													ʔ a m			
410-13													t			
1841-13													m ɨ			
2017-13													ɛ			
1004-13													ɛ			
614-13													p o			
686-13													b l ɛ			
88-13													k a ʔ			
872-13													n ɨ ŋ			
1891-13													a			
68-13													s ɨ m			
631-13													b a n			
594-13													g			
1759-13													a n			
805-13													g ɨ n			
756-13													ɨ k			
1201-13													m a ʔ			
2042-13													ʔ a			
1968-13													t a ʔ			
2000-13													k			
17-13													v a t			
4-13													a ə m			
788-13													a ɛ			
1219-13													ɨ m			
141-13													ʔ k			
541-13													b r j a k			
1687-13													g n			
123-13													a m			
1652-13													r ɨ n			
576-13													k a			
1738-13													a a kʰ			
442-13													kʰ m			
368-13													c j a k			
1778-13													p a t			
957-13													n a p			
1704-13													ʔ ɛ ʔ			
304-13													j a m			
1796-13													r a k			
720-13													t a			
287-13													k ə p			
321-13													g ə			
206-13													o ʔ			
1950-13													ʔ ɛ ɛ			
665-13													a ɛ n			
703-13													n o ʔ			
1290-13													m			
1391-13													k a t			
269-13													g a ʔ			
855-13													r a n			
2078-13													s a			
2213-13													m ɛ			
1858-13													s a			
1151-13													g j a n			
737-13													p ə ɛ			
340-13													s a			
1111-13													s ɛ			
485-13													k			
1356-13													m u			
1093-13													t o k			
1063-13													t a m			
223-13													g a n			
1248-13													c a			
1509-13													t n			
504-13													ɔ o			
2130-13													s			
1-13													ʔ l			
386-13													a o ʔ			
1411-13													ʔ u			
1027-13													g a ʔ			
2077-13													m ə			
1459-13													g l			
1323-13													m ə			
1538-13													r j a			
975-13													ɲ a			
940-13													k a			
1476-13													ʔ a			
1923-13													n a			
105-13													v a k			
1431-13													ʔ ɛ			
1814-13													m a n			
1183-13													n ɔ n			
1890-13													s a			
1721-13													ʔ ɔ ʔ			
1617-13													b o ʔ			
1564-13													b ɔ ʔ			
1028-13													ʔ a			
2111-13													l a			
1563-13													s a			
1597-13													s ɔ k			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ i ʔ		
2163-14														kʰ a n		
2181-14														n a m		
2060-14														ʔ a m		
410-14														tʰ		
1841-14														m b		
2017-14														eː		
1004-14														ai̯		
614-14														b o		
686-14														b l eː		
88-14														ŋ a ʔ		
872-14														n o ŋ		
1891-14														tʰ		
68-14														kʰ i m		
631-14														b ə n		
594-14														g		
1759-14														a ɲ		
805-14														g i ɲ		
756-14														o ŋ		
1201-14														m o ʔ		
2042-14														ʔ ɛː		
