COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
87-5					p a t b n i				
92-5					m a g a				
103-5					m a j				
106-5					g a g i				
138-5					n e h w				
139-5					m i g + t i a				
142-5					m a t i				
145-5					m o + t eː g a				
176-5					t b b a + t				
179-5					n a g a + t				
180-5					m eː ts + t i				
186-5					g e tʃ + k				
190-5					j a g a t i				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					g o tʃ i				
283-5					t e + t				
293-5					i n + i				
314-5					g w a aː i t t				
315-5					oː m e				
322-5					t e h w m e				
323-5					t eː				
9-5					t oː t oː + t				
17-5					o m i + t				
22-5					t a t i a				
30-5					w i ts				
88-5					i i i				
158-5					w e j a b				
159-5					a t i m i t t				
177-5					m i j a k				
184-5					t oː b + k				
187-5					j a m b w i + g				
227-5					x l h l				
235-5					m o + t l i a				
249-5					p oː b + t i				
251-5					m o + b e ts a				
289-5					b w i t a p i l				
294-5					t e h w				
296-5					n e n e p i l				
313-5					t a n				
316-5					n e h + n e m i				
318-5					t o t oː oː i k				
320-5					b + t				
324-5					i s t b k				
326-5					a k				
1-6						n u tʃ i			
2-6						k w x + eː x a x			
8-6						w eː j i			
16-6						eː s s t i			
24-6						i s t i			
32-6						m i k i			
51-6						x n + i			
52-6						w a k + t u			
53-6						n a k a s			
54-6						t a l l i			
55-6						k w a			
60-6						iː x + t e l u l u			
83-6						t i + t			
87-6						p a t a n i			
92-6						m a k a			
103-6						m a			
106-6						k a k i			
138-6						n e h w			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t aː k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e tʃ			
190-6						j a k a + k			
194-6						s eː			
220-6						u h + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						i n + i n			
314-6						k w a w i t			
315-6						uː m e			
322-6						t e h w m n			
323-6						t eː			
9-6						t uː t u + t			
17-6						u m i + t			
22-6						t a t i a			
30-6						w i ts			
88-6						i i			
158-6						w eː j a k			
159-6						a t i m i +			
177-6						m i a k h			
184-6						t u k a +			
187-6						j a n k w i + k			
227-6						x a l l i			
235-6						m u + t a l i a			
249-6						p uː k + t i			
251-6						m u + k e ts a			
289-6						k w i t a p i l			
294-6						t e h w			
296-6						n eː n eː p i l			
313-6						t a n			
316-6						n e h + n e m i			
318-6						t u t uː n n k			
320-6						a + t			
324-6						i s t aː k			
1-7							m o tʃ i		
2-7							k e x n n e x		
8-7							e e n		
16-7							n ts tʃ t i		
24-7							i ts t i		
32-7							m i k i		
51-7							w n + i		
52-7							e a k + t o		
53-7							n l k l ts		
54-7							t a		
55-7							k e a		
60-7							i x		
83-7							t i + +		
87-7							tʃ l t a n i		
92-7							m l k l		
103-7							m a		
106-7							k l k		
138-7							n e o e		
139-7							m i k + t i l		
142-7							m l t i		
145-7							m o + t e k e		
176-7							t a k e + t		
179-7							n l k l + t		
180-7							m e ts + t i		
186-7							k e tʃ		
190-7							o e k l + ts		
194-7							ts e		
220-7							o o + t i		
231-7							i t l		
240-7							k o tʃ i		
283-7							t e + t t		
293-7							i n n i		
314-7							k e e e i +		
315-7							u m e		
322-7							t e o e m n		
323-7							t e		
17-7							w m i + t		
22-7							t l t i a		
30-7							e e ts		
159-7							e t i m +		
251-7							m o + k i ts l		
296-7							n e n e tʃ i		
320-7							a + t		
326-7							a k		
1-8								m o tʃ ɨ +	
2-8								k w x + eː x i x	
8-8								w eː j ɨ	
16-8								eː s s tɬ ɨ	
24-8								ɨ s t ɨ +	
32-8								m ɨ k ɨ	
51-8								o n + ɨ	
52-8								w a k + k oː k	
53-8								n a k a s	
54-8								tɬ a l l ɨ	
55-8								k w a	
60-8								iː x + t i l o l o	
83-8								tɬ ɨ + t	
87-8								p a t a n ɨ	
92-8								m a k a	
103-8								m a j	
106-8								k a k ɨ	
138-8								n eː h w	
139-8								m ɨ k + t ɨ a	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								t ts k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː ts + tɬ ɨ	
186-8								k eː tʃ +	
190-8								j a k a + ts	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								ɨ t a	
240-8								k o tʃ ɨ	
283-8								t e + tɬ	
293-8								ɨ n + iː n	
314-8								k w a w + +	
315-8								o m eː	
322-8								t e h w m n +	
323-8								tɬ eː	
9-8								t o t oː + tɬ	
17-8								o m ɨ + tɬ	
22-8								tɬ a t ɨ a	
30-8								w iː ts	
88-8								ɨ ɨ ɨ	
158-8								w eː j a k	
159-8								a t ɨ m ɨ +	
177-8								m ɨ a k k	
184-8								t o k a + +	
187-8								j a m k w ɨ + k	
227-8								x + l l l	
235-8								m o + t a l ɨ a	
249-8								p o k + tɬ ɨ	
251-8								m o + k e ts a	
289-8								k w ɨ t a p ɨ l	
294-8								t e h w	
296-8								n eː n eː p ɨ l	
313-8								tɬ a n +	
316-8								n e h + n e m ɨ	
318-8								t o t o n ɨ k	
320-8								a + t	
324-8								ɨ s t a k	
326-8								a k	
1-9									n o tʃ iː +
2-9									k e x n i x
8-9									w i j iː
16-9									e s + t iː
24-9									iː s t iː
32-9									m iː k iː
51-9									o n + iː
52-9									w a k + t o k
53-9									n a k a s
54-9									t a l l iː
55-9									k w a
60-9									i x + l o l
83-9									t e + +
87-9									p a t a n iː
92-9									m a k a
103-9									m a +
106-9									k a k iː
138-9									n e h w
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t i k a
176-9									t a k a + t
179-9									n a k a + tɬ
180-9									m i ts + t iː
186-9									k e tʃ +
190-9									j a k a + t
194-9									s i
220-9									o h + t iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + +
293-9									iː n + iː
314-9									k w w w e +
315-9									u m e
322-9									t e h w m e o
323-9									t e
9-9									t u t u + tɬ
22-9									t a t iː a
30-9									w iː ts
88-9									iː iː iː
158-9									w i j a k
159-9									a t e m e + tɬ
177-9									m iː a k k
184-9									t u k a + +
187-9									j a n k w iː + k
227-9									x a l l l
235-9									m o + t a l iː a
249-9									p u k + tɬ iː
251-9									m o + k e ts a
289-9									k w iː t a p iː l
294-9									t e h w
296-9									n e n e p iː l
313-9									tɬ a n
316-9									n e h + n e m iː
318-9									t o t u n iː iː
320-9									a + +
324-9									iː s t a k
326-9									a k
