COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
65-5					i w					
74-5					p a n a					
93-5					t a p a r i t i					
95-5					k i t i					
106-5					t e n e n e t i					
119-5					t i t i w					
128-5					k o k o t i					
147-5					t i m i t i					
239-5					m a a k a n					
266-5					i t i m					
3-5					w i r i k w o					
4-5					w a r i					
51-5					i w e					
55-5					i w a i m					
97-5					w a w o m a j n					
109-5					p j					
149-5					t o k					
160-5					k e r e k					
163-5					i p i i					
167-5					p a					
207-5					m i					
259-5					t o w o					
66-5					a a i w					
112-5					t a r a j i t i					
116-5					t o p a k i					
134-5					t a p a t i					
135-5					i i j i i i					
139-5					m o n o t i					
142-5					i p a r a m a t i					
145-5					k a r a t i t i					
148-5					t a r a w a n a t i					
162-5					i w i n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					w a					
52-6						t a t a				
56-6						w i m				
96-6						t a w tʃ				
99-6						t w a w t i a				
114-6						k tʃ i				
115-6						t i w tʃ i				
133-6						tʃ i w a w a t				
144-6						t t w a tʃ				
150-6						k a w				
234-6						a k				
236-6						a i k				
241-6						a w i w				
249-6						u t				
1-6						w a t a				
2-6						a w i m				
65-6						a w w i				
74-6						w i w a				
93-6						w a w tʃ i				
95-6						a w i tʃ i				
106-6						tʃ u m i tʃ i				
119-6						u t a t tʃ				
128-6						k w tʃ i				
147-6						t i m tʃ i				
231-6						w w a t				
232-6						a w a a w				
239-6						u m a k a w				
266-6						a a i t i w				
3-6						a w k				
4-6						w a tʃ				
55-6						u w a m				
97-6						w a a a a a w a a a				
109-6						a a tʃ				
160-6						t i w i k				
207-6						m i				
112-6						t a t i a t a tʃ i				
116-6						t i w i w i a a a				
125-6						k a m a tʃ i				
134-6						u w a t i				
135-6						k u m tʃ				
139-6						w a i m i m i tʃ i				
201-6						a i a k i				
21-6						w a w a a a a a				
24-6						a a w a t i k i w a a				
52-7							i i t i a i			
56-7							i m i i			
96-7							i a i a t i i			
99-7							a r i k a i i i			
114-7							t o k i i i			
115-7							i i i r i i i			
133-7							i t i p a n i i			
144-7							i a t a w a i i i			
150-7							k a w i			
234-7							i k o m			
236-7							p i k i n i			
241-7							i a i w i n			
249-7							i m i i			
1-7							w a i a i			
2-7							i o m			
65-7							i w i i i			
74-7							p a n a			
93-7							t u a n i i i			
95-7							i i k i i i			
106-7							t u n i i			
119-7							i u a t i i i			
128-7							p o k			
147-7							t i m i			
231-7							p i n a w o			
232-7							u i p i a i i			
266-7							i i i i m			
3-7							k a r i k i i i			
4-7							u a t i i			
51-7							u w i			
55-7							u i a m			
97-7							u a p o m a			
109-7							u p a i k i i			
121-7							k a p i a i i k			
149-7							t o k i i			
160-7							k i r i k			
163-7							u p i n i i i			
167-7							i i p a i			
207-7							m i i			
259-7							t o w a i			
66-7							k a a k a i w			
125-7							u a i m a i i			
135-7							t i m			
142-7							i p a t a m a			
145-7							k a i a t i t i i			
148-7							u i i a w i n i			
162-7							i i j i d n			
166-7							i m i			
179-7							t a i			
201-7							p i n			
21-7							i a i a t a d n			
24-7							w u k o i n			
52-8								e t e		
56-8								o m e		
96-8								e a s		
99-8								e v e k u		
114-8								t u k h p a		
115-8								o h		
133-8								t i v a s		
144-8								u a v a v a		
150-8								k a k y		
234-8								k u m		
236-8								v a k e n		
241-8								a u h a i n		
249-8								i s e		
1-8								v e t e		
2-8								a e m a		
65-8								i y		
74-8								j a n a		
93-8								t u k a n h		
95-8								h a i t		
119-8								h v i t		
231-8								j a n a o		
232-8								v o i o p a		
239-8								n a m a k a n		
3-8								v u v k u p a		
4-8								v e v e		
51-8								i e		
55-8								i v j a m		
109-8								e v e e		
121-8								k a v i v a a		
149-8								t u k a		
163-8								o e n a		
167-8								a a		
259-8								t u k a p		
66-8								k e v a k a a		
112-8								t k a a i s i		
116-8								t u k a k a		
125-8								k a t i m a s i		
145-8								k e h v e		
52-9									i t i	
56-9									i m i	
96-9									a a n	
99-9									a r i k o	
114-9									t o k	
115-9									i r	
133-9									t i p a	
144-9									a r a w a	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i i	
1-9									w a t a	
2-9									i m a	
65-9									i w	
74-9									p a n a	
93-9									t o p o r	
95-9									w i k	
106-9									t i n i ʔ	
119-9									j i t	
128-9									h o k	
147-9									t i m i	
231-9									a a w i ʔ	
232-9									i i i	
239-9									n a a k a n	
266-9									i t i m	
3-9									o r i k o	
4-9									w a r i	
51-9									i w i	
55-9									i h a m ʔ	
97-9									a h o m a	
109-9									i p i i	
121-9									a a a ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
167-9									p a	
207-9									m i	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t r a j i i ʔ	
116-9									t o p a k a	
125-9									m ʔ	
134-9									n a p a t a	
135-9									k i	
142-9									p a r a m a	
145-9									k a a t i t	
148-9									t a w i	
162-9									i j i n	
166-9									i m i	
179-9									t a	
201-9									p w i	
21-9									a a t a n	
24-9									i i a ʔ	
52-10										t e ʔ
56-10										i m e ʔ
96-10										a r a tʃ ʔ
99-10										a r i k o n ʔ
114-10										t o k i tʃ i ʔ
115-10										r tʃ i ʔ
133-10										t p r a tʃ i ʔ
144-10										a t a w a tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										p e k tʃ n ʔ
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a t a ʔ
2-10										w i m ʔ
65-10										w tʃ i
74-10										p a n a
93-10										t o p o r i tʃ i ʔ
95-10										w i k i tʃ i
106-10										t n e tʃ i ʔ
119-10										i j i t i tʃ i ʔ
128-10										h o k i tʃ i ʔ
147-10										t i m i tʃ i ʔ
231-10										t n tʃ tʃ ʔ
232-10										i i tʃ tʃ ʔ
239-10										n a m a k a n ʔ
266-10										i t i m ʔ
3-10										w o r k o ʔ
4-10										w a r tʃ ʔ
51-10										w e ʔ
55-10										h a m ʔ
97-10										m a h o m a tʃ i
121-10										t t t tʃ tʃ ʔ
149-10										t o k ʔ
160-10										k i r i k
163-10										p e n ʔ
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t r a j i tʃ i ʔ
116-10										t o p a k a tʃ i ʔ
125-10										i m tʃ i ʔ
134-10										n a p a t i tʃ a n
139-10										m o m o tʃ i ʔ
142-10										o p a r a m a tʃ i ʔ
145-10										k a r a t i tʃ i ʔ
148-10										t r a w t i tʃ i ʔ
162-10										i j i n ʔ
166-10										i m i ʔ
179-10										t a ʔ
201-10										p e ʔ
24-10										r t ʔ
