COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
99-3			a a i k i							
114-3			tʃ o k i a							
115-3			k a i							
133-3			tʃ i i a a a							
144-3			a a a a a a a							
150-3			k a a							
234-3			k o m							
236-3			i i k m							
241-3			a a i							
249-3			i s i							
1-3			a a tʃ a							
2-3			k k							
65-3			i a i							
93-3			tʃ o i a a i s i							
95-3			k i a							
106-3			tʃ i i							
119-3			a tʃ i							
128-3			i o k i							
147-3			tʃ i k i s							
231-3			i a a a o							
232-3			i i i i m a							
239-3			a m a k a							
266-3			i tʃ i							
3-3			k a a i k o							
4-3			k a a i m							
55-3			i a a k							
109-3			i i i k i							
121-3			k a i i a a a i							
149-3			tʃ o k							
160-3			k i a i k							
207-3			m i							
112-3			tʃ a a a a a i							
125-3			k a tʃ i k a i							
134-3			i p a tʃ i							
135-3			tʃ i k i a							
139-3			k m k a i							
57-3			tʃ o k a w a							
71-3			m k i							
131-3			tʃ i k a a i k j							
146-3			a i k a a							
227-3			a a i i i a							
52-4				t t a						
56-4				u m a						
96-4				a a a						
99-4				a a i n						
114-4				t o k						
115-4				u a						
133-4				t i p a a a						
144-4				a a a w a tʃ						
150-4				k a w						
234-4				k o m						
236-4				p a k u n						
241-4				a w i n						
249-4				i tʃ						
1-4				w a t a						
2-4				w						
65-4				i w						
74-4				p a n a						
93-4				t a p a r i tʃ						
95-4				a i						
106-4				t u n a tʃ						
119-4				a t t tʃ						
128-4				p o k						
147-4				t i m i tʃ						
231-4				p a n a w o						
232-4				p i						
239-4				n a m a k a n						
266-4				i t i m						
3-4				a w a i k						
4-4				w a a a						
51-4				u w i						
97-4				m a p a k						
109-4				u p i j i						
121-4				k a p i j a a tʃ						
149-4				t o k						
160-4				k i r k						
163-4				u p n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o p a k a tʃ i						
134-4				n i p a t						
135-4				t u i						
139-4				m o o						
142-4				p a t a m						
145-4				k a a a t i tʃ						
148-4				t a a a w						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p a						
21-4				t a w						
24-4				w a k a a						
45-4				p p a n a m a						
50-4				i n a						
57-4				t o k a w a						
71-4				w m i						
84-4				p i w a						
91-4				m o k o n						
131-4				t o k a ʒ̟ i m						
146-4				i k a a						
151-4				k i w						
154-4				w a						
192-4				t u t						
205-4				i p a						
227-4				w a p i a o						
235-4				tʃ o w						
237-4				n a m a j						
246-4				i w i						
250-4				m w a o t a						
251-4				w a n a						
52-5					e t e					
56-5					e m e					
96-5					a t a s					
99-5					a r a t e i					
114-5					t o k i					
115-5					e t i s					
133-5					t i p a r a s					
144-5					a t a w a i					
150-5					k a w					
234-5					k o m					
236-5					p a k e n					
241-5					a w i i					
249-5					i s e					
1-5					w a t a					
2-5					e m m					
65-5					i w					
74-5					p a n a					
93-5					t a p a r i s					
95-5					w i k i					
106-5					t e n a i					
119-5					a a t i i					
128-5					f o k					
147-5					t i m i					
239-5					m a m a k a n					
266-5					i t i m					
3-5					a a r a k a					
4-5					w a t i					
51-5					e w i					
55-5					i k a m					
97-5					m a f a m					
109-5					e p e i a					
149-5					t o k					
160-5					k i r i k					
163-5					e p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a a a w					
112-5					t a r a s i s i					
116-5					t o p a k a					
134-5					n i p a t					
135-5					t i m i m e					
139-5					m e m e m i					
142-5					p a t a m a s					
145-5					k a t a t i s					
148-5					t a w a w n					
162-5					i j i n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					t a i					
45-5					f a a a i m					
50-5					i n a					
71-5					e m i					
84-5					p i w a n					
91-5					m o k o n					
146-5					k i m m i					
151-5					k i w					
154-5					w e					
192-5					t e t					
197-5					t e r m m					
205-5					i p a n					
235-5					s o w i					
237-5					m i m a t i					
250-5					m e p e t e a					
251-5					w a n a					
52-6						t t t i				
56-6						a i a i				
96-6						a t a				
99-6						a a i i u				
114-6						t u k i				
115-6						a i a				
133-6						t i a a a a				
144-6						a a a w i a				
150-6						k a w				
234-6						k u k				
236-6						a i k a				
241-6						a w i k				
249-6						i tʃ a i				
1-6						w a t a i				
2-6						a i i				
65-6						i w i				
74-6						a a a				
93-6						t a a a t i a				
95-6						w i k i				
106-6						t a i tʃ				
119-6						i a t t				
128-6						i u k i				
147-6						t i k i i				
231-6						a a k a w i				
232-6						i i i i a a				
239-6						k a i a k a				
266-6						i t i i i				
3-6						k a a i k u				
4-6						w a t i				
55-6						i i a i				
97-6						k i i u a				
109-6						a a i i i				
160-6						k i a i k				
207-6						m i i				
112-6						t a a a a a a				
116-6						t u a a k a				
125-6						k a t i i a i				
134-6						a a a t i				
135-6						t u i i				
139-6						k a u a i i				
201-6						a a				
21-6						t a k i a				
24-6						k i k a i a				
57-6						t i k a w a				
131-6						t i k a t i k				
227-6						m a i i i a				
52-7							t t e			
56-7							o m e			
96-7							a a a			
99-7							a r i a			
114-7							t o n o			
115-7							o t o			
133-7							t i p a r a			
144-7							a a a a			
150-7							k a a n			
234-7							n o m			
236-7							p e k e i			
241-7							a a i i			
249-7							i s e			
1-7							a a t a			
2-7							a m j			
65-7							a a			
74-7							p a i a			
93-7							t o p a r i			
95-7							a a s			
106-7							t e i e			
119-7							i a t t			
128-7							m u n			
147-7							t i m			
231-7							p a i a u			
232-7							m i u			
266-7							i t i m			
3-7							a a r i k o			
4-7							a a r i			
51-7							o a e			
55-7							i a m			
97-7							m o m o m			
109-7							o a n i			
121-7							n a p i b a s a			
149-7							t u n			
160-7							k i r i n			
163-7							o p e			
167-7							p e			
207-7							m i n			
259-7							t o a o			
66-7							n a r a n e a			
125-7							k a t k m a			
135-7							t i m			
142-7							u r t r m i			
145-7							n e r e t i			
148-7							t r a a i			
162-7							i i i			
166-7							i m i			
179-7							t e n			
201-7							e			
21-7							t a i			
24-7							a e n e i a			
50-7							i i e			
57-7							t o n a a n			
71-7							o m i			
84-7							p i a a i			
131-7							t o n a e k			
146-7							n i k a			
151-7							n w a			
197-7							t e r			
205-7							i i			
227-7							k a o a t			
237-7							i e m a i			
246-7							i a i			
250-7							j u r e t e i			
251-7							a e i e			
52-8								t y a		
56-8								e m e		
96-8								a a a		
99-8								a a a t		
114-8								y o k		
115-8								a t		
133-8								y a a a a		
144-8								a a a v a		
150-8								k a v		
234-8								k o		
236-8								a a k e		
241-8								a v e		
249-8								e s a		
1-8								i a t a		
2-8								a a		
65-8								a v		
74-8								a a a		
93-8								y a a a a		
95-8								y a		
119-8								a a y t		
231-8								a a v		
232-8								v a v		
239-8								a m a k a		
3-8								a a a a v		
4-8								i a a a		
51-8								a v		
55-8								k a m y		
109-8								a a m		
121-8								k a a a j a k		
149-8								y k		
163-8								a a y		
167-8								a a		
259-8								y o i		
66-8								k a a a k a v		
112-8								t a a a a a		
116-8								y o a a k a		
125-8								k a y a m a		
145-8								k a a a y		
45-8								y y a		
91-8								m o k o		
235-8								s i		
246-8								i v i		
250-8								m v a a y y k		
52-9									a t i	
56-9									i m a	
96-9									a a a	
99-9									a r a k a	
114-9									t a k a	
115-9									i t a	
133-9									t i p a r r	
144-9									a a a w a	
150-9									k a w	
234-9									k o m	
236-9									p a k i n	
241-9									a w i n	
249-9									i ʃ a	
1-9									w a t a	
2-9									i i m	
65-9									i w	
74-9									p a n a	
93-9									t a p a r a ʃ	
95-9									w w k	
106-9									t i n a m	
119-9									j r t a	
128-9									h a k	
147-9									t i m i m	
231-9									p a n a w a	
232-9									p i i a	
239-9									n a m a k a	
266-9									i a a m	
3-9									w i r i k a	
4-9									w a a a i	
51-9									i w i	
55-9									m k a m	
97-9									m a h a a a	
109-9									i p w a a	
121-9									k a p a j a a m	
149-9									t a k	
160-9									k a r k	
163-9									i p a n	
167-9									p a	
207-9									a i	
259-9									t a w a	
66-9									k a r a k a w	
112-9									t r a a r a i	
116-9									t a p a k a	
125-9									k a m a m a m	
134-9									n a p a t	
135-9									t i m i	
142-9									p a t a m a	
145-9									k a t a t i	
148-9									t r w a r	
162-9									i j i	
166-9									i m i	
179-9									t a	
201-9									p r m	
21-9									t a i	
24-9									w a k a a n	
45-9									h m a a	
50-9									i n a	
57-9									t a k r w r	
71-9									i m i	
91-9									m a k a n	
151-9									k i w	
154-9									w m	
192-9									t e t	
197-9									t i r m a	
205-9									i p a	
227-9									a r p r a a	
235-9									ʃ i w i	
237-9									m a m a a	
246-9									i w i	
251-9									w a n a	
52-10										i t e
56-10										w m e
96-10										a t a
99-10										a r i t e
114-10										t o k i
115-10										w t
133-10										t i p a e a
144-10										a t a w a tʃ
150-10										k a w
234-10										k o m
236-10										p i k w n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										w m
65-10										i w
74-10										p a n a
93-10										t o p a r i tʃ
95-10										w i k
106-10										t i n a tʃ
119-10										a e t t
128-10										h o k
147-10										t i m i tʃ
231-10										p a j a w
232-10										p i i i
239-10										n a m a k a
266-10										i t i m
3-10										k i r n k a
4-10										w a t i
51-10										w w i
55-10										i h a m
97-10										m a h o m a
121-10										k a p i a a k
149-10										t o k
160-10										k i r i k
163-10										w p e n
167-10										p a
207-10										m i
259-10										t o w a
112-10										t m a a e t
116-10										t o p a k a tʃ i
125-10										k a t i e a
134-10										n i p a t
139-10										m e e a i
142-10										h a t a m
145-10										k a t a t i
148-10										t a w w w
162-10										i j i
166-10										i m i
179-10										t a
201-10										p e
24-10										w a k a a n
45-10										i a a n m
50-10										i n a
71-10										o m i
84-10										p i w a j
91-10										m o k o n
146-10										i k m a
151-10										k i w
154-10										w e
192-10										t i t
197-10										t i tʃ i
205-10										i p a
235-10										tʃ o w a
237-10										i m a t
250-10										m o r e t a
251-10										w a n a
