COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
510-2		b o ʃ a		
951-2		m r m a		
1116-2		m b i m		
149-2		ʃ u u ʔ i		
376-2		ʃ ʔ l i		
815-2		g o r a		
453-2		ɗ u e		
67-2		ɗ a ʃ e		
47-2		d o k u ɗ a		
869-2		ɗ u l a		
57-2		k g u		
303-2		g a s ʔ i a		
443-2		g e r a		
884-2		g u n d i		
166-2		g u n d i		
918-2		a b a r e		
831-2		h u e		
616-2		b a e		
84-2		h o ʃ a l a		
346-2		h ʃ h l u		
601-2		s i g i		
177-2		k ʔ a f a		
341-2		k ʔ o l a		
1066-2		f e n s e i i		
318-2		e e ʃ a		
241-2		m u ʃ		
556-2		h a n d u		
191-2		b m b i l		
458-2		a s ʔ i s ʔ i		
1-2		h a n h i r		
751-2		r o		
864-2		a o n a		
154-2		a m a n r i		
278-2		a m i e u		
766-2		ʃ oː r a		
251-2		a g u r u		
582-2		u ʔ u		
6-2		a l i		
1106-2		g o		
473-2		a e		
1111-2		h a l u		
957-2		m a r e		
41-2		b i e		
24-2		s i		
25-2		n a r e		
879-2		a b a r a b ɛ d		
566-2		a f a a r a u		
742-2		a g u		
1044-2		ʃ i m b i l		
13-2		e a m a m		
720-2		s ɛ l a		
837-2		m ʃ i		
233-2		d i u i		
938-2		d u e l a		
369-2		a r e		
946-2		ʃ a g o		
889-2		d ʔ l e		
820-2		a ʃ o r e		
405-2		b d e		
134-2		ʃ ʔ a i i e		
1078-2		m a h i		
429-2		b o o ʃ		
187-2		b i s k ʔ e		
438-2		n d ɛ n e		
385-2		m o k ʔ o ʃ		
283-2		a a n s ʔ a r		
390-2		a b a		
783-2		m a r n a		
842-2		ɗ o o ʃ a		
110-2		k i m o r i		
650-2		k ʔ o ʃ		
91-2		g a l a s i		
668-2		a ɛ a		
777-2		m i n i a e		
728-2		s i ʃ i		
165-2		m a		
1007-2		o g o l e		
1087-2		o g o l e		
894-2		a s ʔ u		
536-2		k ʔ a d a		
694-2		n d		
468-3			l a b a	
222-3			a b b ʔ i	
208-3			a b u r b u d u	
962-3			a g ɔ r a	
203-3			a g u d i ʔ	
138-3			u i i	
504-3			d ɔ ʃ a a	
662-3			d u d a	
478-3			g ʔ d a	
409-3			a r e	
410-3			g u n d i	
256-3			d a l e	
622-3			n d u	
546-3			n d u	
547-3			ʃ a f a ʔ	
847-3			a d b g i	
95-3			b a d i	
105-3			b a n i	
510-3			b ɔ ʃ a	
951-3			m b m a r e	
1116-3			m b i m a	
149-3			d u s ʔ i	
376-3			d a l i	
815-3			a ɔ r a	
453-3			d u e	
67-3			d a ʃ e	
47-3			d k l a	
869-3			d ɔ l a	
57-3			a a g u	
303-3			g a s ʔ i a	
443-3			g l r a	
884-3			g u n d i	
166-3			g u n d i	
918-3			a b a r e	
831-3			h a b e	
616-3			b a e	
84-3			h ɔ ʃ a l a	
346-3			h ɔ i u l	
601-3			s i g i	
177-3			k ʔ a f a	
341-3			k ʔ ɔ l a	
1066-3			f a n n i i	
318-3			e a u i	
241-3			m a b ʃ	
556-3			h a n d u a	
191-3			b o m b i l	
458-3			a s ʔ i s ʔ i	
1-3			h a g i r	
751-3			r ɔ	
864-3			a ɔ n i	
154-3			a m a n r i	
278-3			a m i l u ʔ a	
766-3			ʃ ɔ r a	
251-3			a g u r u	
582-3			ʔ	
6-3			a l i	
1106-3			n g ɔ	
473-3			i a	
1111-3			h a l u	
957-3			m a r e	
24-3			s i	
25-3			n a r e	
879-3			a b a r a b a d	
566-3			a n a a n r r ʔ a	
742-3			a g ɔ	
1044-3			ʃ i m b i l u	
13-3			a l h a m i s	
720-3			a s a l a	
233-3			b i b i ɔ	
938-3			d u l a a	
369-3			a r e	
889-3			d a l e	
405-3			b d e	
134-3			d a i ʔ i	
1078-3			m i h i	
429-3			b ɔ k ʃ	
187-3			b u s ʔ i a	
385-3			m o k ʔ ɔ ʃ	
283-3			a n s a r a	
390-3			a b a	
783-3			m a r a a	
52-3			d ɔ ʃ	
842-3			d ɔ ɔ ʃ a	
650-3			k ʔ ɔ ʃ	
91-3			g a l a s i	
668-3			a a a	
777-3			g i n d a l i a	
728-3			s i ʔ i	
165-3			m a	
1088-3			h ɔ ʃ a l e	
702-3			a l a	
894-3			a s ʔ u	
536-3			k ʔ d a	
468-4				l a b a
222-4				a b b o n e
208-4				a b u r b u d u
962-4				a g o r a
203-4				a g u d i
138-4				ʃ i l e
504-4				ɗ oː ʃ a
662-4				ɓ u d a
478-4				g o o a
409-4				a r e
410-4				g u n d i
256-4				ɓ a l e
622-4				n d u
546-4				n d u
547-4				ʃ e f a
847-4				n e n o i g i
95-4				b a ɗ i
105-4				b o n i
510-4				b o ʃ a
951-4				m r m a
1116-4				m b m a
149-4				ɓ u s u i
376-4				ɓ a l i
815-4				g o r a
453-4				ɗ u e
67-4				ɗ a ʃ e
47-4				ɗ o k o ɗ a
869-4				ɗ o l a
57-4				k a g u
303-4				g a s ʔ i a
443-4				g l r a
884-4				g u n d i
166-4				g u n d u
918-4				a b a r e
831-4				h a ʃ e
616-4				b a e
84-4				h o ʃ a l e
346-4				h u l u l
601-4				s i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f e n s i i a
318-4				l a u i
241-4				m a ʃ o
556-4				h a n d u u
191-4				b ʔ m b u l
458-4				a s ʔ i s ʔ i
1-4				h a n g i r
751-4				r o
864-4				a o n a
154-4				a m a n o i
278-4				a m i l u
766-4				ʃ oː r a
251-4				a g u r u
582-4				o ʔ u
6-4				a l i
1106-4				n g o
473-4				i n e
1111-4				h a l u
957-4				m a r e
41-4				b i
566-4				a f a a f a r a u u
742-4				a g u
1044-4				ʃ i m b i l
13-4				r a m a u
720-4				a s e l a
837-4				m a ʃ i
946-4				ɓ a g o
820-4				a ʃ o r i
405-4				b d a
134-4				ɓ ʔ a i u i
1078-4				m e h i
429-4				b o o ʃ
187-4				b u s k i o
438-4				n d e n e
385-4				m k ʔ o ʃ
390-4				a d a
783-4				m a r a
52-4				o oː u u
110-4				o ʔ i d e r i
650-4				k ʔ o ʃ
91-4				g a l a s i
668-4				a e a
777-4				m i l u a e
728-4				z u ʃ i
1007-4				o g o l e
1088-4				h o ʃ a l i
1087-4				o g o l e
702-4				a l a
894-4				a s ʔ u
694-4				n d
