COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
601-5					ɕ i ŋ		
320-5					ɜ x m ɜ		
1106-5					b u		
693-5					h ɜ kʰʲ o ɽ ɑ		
221-5					s̪ t̪ ɜ r̪ e		
709-6						g o o	
522-6						o d o ŋ	
514-6						m ɪ k	
464-6						s̪ n̪ ɑ	
1020-6						s̪ n̪ ɜ m s̪ u l	
1355-6						s̪ o	
1464-6						l̪ tɕ e	
302-6						b l ɜ ŋ	
237-6						l̪ t̪ β̞ ɑ	
205-6						p ɾ ɜ q p ɜ	
1089-6						l ɜ q kʰʲ ɪ l	
804-6						k ɑ ŋ m ɜ	
1263-6						b ɜ x s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ i ŋ	
269-6						ʈʂ ɜ q	
1512-6						x tɕ i n̪	
555-6						t̪ ɜ k p ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						p ɜ x m ɜ	
1106-6						b u	
693-6						h ɜ kʰʲ o ɽ ɑ	
221-6						s̪ t̪ ɜ r̪ e	
709-7							g o o
522-7							ɣ d o ŋ
514-7							m ɪ k
464-7							s̪ n̪ ɑ
1020-7							s̪ n̪ ɜ m s̪ u l
1355-7							s̪ o
1464-7							l̪ tɕ e
302-7							b r̪ ɜ ŋ
237-7							l̪ t̪ β̞ ɑ
205-7							p r̪ ɜ q p ɜ
1089-7							l ɜ q ɪ l
804-7							k ɑ ŋ m ɜ
1263-7							b ɜ x s̪ p ɜ
286-7							ɾ u s̪ p ɜ
717-7							s̪ n̪ i ŋ
269-7							kʰ ɜ q
1512-7							x tɕ i n̪
555-7							ɜ k p ɜ
751-7							n̪ ɜ ŋ
439-7							z̪ g o
601-7							ɕ i ŋ
320-7							ɜ x m ɜ
1106-7							b u
693-7							ũ ɜ o ũ ɑ
221-7							s̪ t̪ ɜ r̪ e
