COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
1936-1	p u ³³									
1969-1	ɕ j e n									
2018-1	ʈʂ o ŋ ³¹									
2029-1	k ã ³⁵									
2051-1	ʈʂ o ³¹									
2074-1	k o ⁴⁴									
2085-1	m ə˞ ³³									
2130-1	p ə˞ ²¹									
2245-1	ʈʂ õ ⁴²									
2269-1	m e ³³									
2280-1	sʰ u ³¹									
2291-1	s j e n ⁴²									
2316-1	tɕ i ⁴⁴									
2364-1	ts i ³³									
2395-1	ʈʂʰ j ə̃˞ ⁵⁵									
2406-1	tɕʰ j ə̃˞ ³⁵									
2417-1	k o ⁴²									
2428-1	k ã ³⁵									
2450-1	ʈʂ o ŋ ²¹									
2484-1	ɕ ui ⁴⁴									
2495-1	k ou ²¹									
2565-1	tɕ i ³⁵									
2611-1	j ou ⁴⁴									
2632-1	w ã ŋ ³³									
2644-1	w ã ŋ ⁵⁵									
2674-1	m ə̃ ³³									
2698-1	ʂ o ³³									
2709-1	n i ²¹									
2720-1	ʈʂ i ⁴²									
2772-1	k ə̃˞ ⁴⁴									
2791-1	tɕ j ə˞ ⁵⁵									
2837-1	tɕ ə˞									
2859-1	ɕ j e n ³⁵									
2889-1	tɕ j ɯ ³³									
2900-1	k u ³³									
2928-1	tsʰ o ⁵⁵									
2941-1	kʰ ɯ ³⁵									
2998-1	tɕ i ³³									
3031-1	tʰ u ³³									
3052-1	t ə̃ ⁴²									
3064-1	t ou ²¹									
3084-1	tʰ ou ⁴⁴									
3117-1	ʈʂ i ⁴²									
3128-1	k ə˞ ⁴²									
3150-1	t e ⁴²									
3161-1	ʈʂ ɯ ³³									
3172-1	tɕ j ə̃˞ ³³									
3263-1	j a ⁴⁴									
3274-1	k ə˞ ⁴²									
3308-1	kʰ e ⁵⁵									
3340-1	ʈʂ ou ⁴⁴									
3362-1	tɕ ə˞									
3409-1	m e ³³									
3454-1	k o ŋ ³⁵									
3493-1	sʰ ou ⁴⁴									
3536-1	ʂ ou ⁵⁵									
3548-1	f o ⁴²									
3645-1	ʂ u ³⁵									
3678-1	tɕʰ ə ⁴⁴									
3757-1	l ou ²¹									
3779-1	k o ⁴²									
3813-1	x e n ⁵⁵									
3835-1	ɕ j e n ⁵⁵									
3855-1	p ə˞ ³¹									
3885-1	sʰ w i ⁴⁴									
3907-1	pʰ a ³⁵									
3942-1	ts i ³³									
3953-1	ʈʂʰ j ə̃˞ ⁵⁵									
4023-1	ɕ j ə̃˞ ⁵⁵									
4034-1	ts õ ³⁵									
4143-1	ʈʂ ou ⁴²									
4185-1	m ə̃ ⁴⁴									
4227-1	ʈʂʰ ə˞ ⁵⁵									
4238-1	ʈʂ ou ²¹									
32-2		m a ⁵⁵								
53-2		tɕ ɛ ²¹								
93-2		k ɯ ²¹								
216-2		s w o ⁴⁴								
236-2		ts e ²²								
267-2		ts j ẽ ⁴²								
316-2		p ɯ ²²								
327-2		x ɛ ²²								
348-2		tɕ u ⁴⁴								
400-2		s o ²¹								
452-2		q a ⁴⁴								
463-2		qʰ o ⁴²								
512-2		t o ⁴²								
534-2		ts a ⁴⁴								
556-2		qʰ ɥ õ ²²								
568-2		x ɯ ⁴⁴								
588-2		s w o ⁴⁴								
599-2		b ɯ ⁵⁵								
656-2		k u ⁴²								
678-2		k u ⁴²								
689-2		m a ⁵⁵								
700-2		m ɛ̃ ⁴²								
775-2		p j ẽ ⁴²								
786-2		q ɛ ⁵⁵								
820-2		tɕ i u ⁴²								
839-2		t j i ²¹								
863-2		qʰ ɥ o ²²								
896-2		q a ⁵⁵								
929-2		tɕ i ⁴²								
1015-2		ɕ u ⁵⁵								
1035-2		tɕ ɥ u ²²								
1107-2		s a ⁴⁴								
1173-2		s ɥ i ²²								
1195-2		s ɥ i ²²								
1241-2		m ɛ̃ ²¹								
1252-2		l õ ²¹								
1294-2		q o ⁵⁵								
1326-2		ts i ²²								
1348-2		dʑ i ⁴²								
1401-2		s ẽ ⁴²								
1451-2		s ɥ i ²²								
1473-2		t i ²²								
1507-2		tɕʰ i ⁵⁵								
1532-2		q ɯ ⁵⁵								
1543-2		ɕ ɥ i ²²								
1575-2		s j ẽ ⁵⁵								
1618-2		p u ²¹								
1640-2		k o ⁴⁴								
1671-2		s i ⁴⁴								
1731-2		ɕ j o ⁵⁵								
1762-2		s ɥ a ŋ ⁴²								
1773-2		t ɯ ⁴⁴								
1794-2		k o ⁵⁵								
1805-2		s j ⁴²								
1816-2		s u ²²								
1862-2		ts i ⁵⁵								
1885-2		qʰ a ⁴⁴								
1914-2		s ɥ i ²²								
1936-2		p ɯ ²²								
1969-2		s j ẽ ⁵⁵								
2018-2		ts õ ⁴²								
2029-2		q o ⁵⁵								
2051-2		tɕ u ²¹								
2074-2		q õ ⁴⁴								
2085-2		m a ²¹								
2130-2		p a ⁴⁴								
2245-2		tɕ j o ⁴²								
2269-2		m ɛ̃ ²²								
2280-2		s o ⁴²								
2291-2		s j ẽ ⁴²								
2316-2		ts i ⁴⁴								
2364-2		tɕ ɛ ²²								
2395-2		tʰ a ⁵⁵								
2406-2		tɕʰ j i u ⁵⁵								
2417-2		k u ⁴²								
2428-2		q o ⁵⁵								
2450-2		ŋ õ ²¹								
2484-2		s i ⁴⁴								
2495-2		k o ²¹								
2565-2		tɕ i ⁵⁵								
2611-2		j o ⁴⁴								
2632-2		ŋ w o ⁴⁴								
2644-2		ŋ j o ⁵⁵								
2674-2		m u ²²								
2698-2		ɕ ɥ u ²²								
2709-2		n i ²¹								
2720-2		tɕ i u ⁴²								
2772-2		q a ⁴⁴								
2791-2		tɕʰ j i ⁵⁵								
2837-2		ts ɛ ⁵⁵								
2859-2		s j ẽ ŋ ⁵⁵								
2889-2		tɕʰ j i ²²								
2900-2		k u ²¹								
2928-2		tsʰ j ⁵⁵								
2941-2		qʰ ɯ ⁵⁵								
2998-2		ts ɥ i ²²								
3031-2		tʰ ɥ u ²²								
3052-2		t ɯ ²¹								
3064-2		t a ²¹								
3084-2		tʰ a ⁴⁴								
3117-2		ts ɛ ²²								
3128-2		q a ⁴²								
3150-2		t ɛ ⁴²								
3161-2		ŋ i ²²								
3172-2		ts ɛ ²²								
3263-2		j o ⁴⁴								
3274-2		q a ²¹								
3308-2		qʰ ẽ ⁵⁵								
3340-2		tɕ a ⁴⁴								
3362-2		ts ɛ ⁵⁵								
3409-2		m i ²²								
3454-2		q õ ⁵⁵								
3493-2		s o ⁴⁴								
3536-2		s i o ⁵⁵								
3548-2		f u ⁴²								
3645-2		s u ⁵⁵								
3678-2		tsʰ i ⁴⁴								
3757-2		l o ²¹								
3779-2		k u ⁴²								
3813-2		x ẽ ⁵⁵								
3835-2		s j ẽ ⁵⁵								
3855-2		p a ²¹								
3885-2		s w y i ⁴⁴								
3907-2		pʰ a ⁵⁵								
3942-2		ts i ²²								
3953-2		tʰ a ⁵⁵								
4023-2		s j i u ⁵⁵								
4034-2		tɕ i ⁵⁵								
4143-2		tɕ i ⁴²								
4185-2		m ɯ ⁴⁴								
4227-2		tsʰ ɛ ⁵⁵								
4238-2		o ²¹								
32-3			m æ ⁵⁵							
53-3			ts ɿ ²¹							
93-3			k ɯ ²¹							
216-3			s w a ⁵⁵							
236-3			ts o ²²							
267-3			ts ɿ ⁴³							
316-3			p ɯ ²²							
327-3			ɣ ɯ ²¹							
348-3			tɕ j o ⁵⁵							
400-3			s o ²¹							
452-3			q æ ⁵⁵							
463-3			qʰ a ⁵⁵							
512-3			ts o ⁴³							
534-3			dz u ⁵⁵							
556-3			qʰ u ⁵⁵							
568-3			χ ɯ ⁵⁵							
588-3			s w a ⁵⁵							
599-3			pʰ ɯ ²⁴							
656-3			k ²¹							
678-3			kʰ o ²¹							
689-3			m æ ⁴³							
700-3			m i ⁴³							
775-3			p i ⁴³							
786-3			q i ²⁴							
820-3			tɕ o ⁴³							
839-3			t u ⁴³							
863-3			qʰ o ⁵⁵							
896-3			q æ ²⁴							
929-3			d j ɯ ⁴³							
1015-3			ɕ o ²⁴							
1035-3			tɕ j o ²²							
1107-3			ɕ j æ ⁵⁵							
1173-3			ɕ i ²²							
1195-3			ɕ i ²²							
1241-3			m i ²¹							
1252-3			l o ²¹							
1294-3			q a ²⁴							
1326-3			tɕ ɥ u ²²							
1348-3			tɕ i ⁴³							
1401-3			s i ⁴³							
1451-3			ɕ ɿ ²²							
1473-3			t ɥ æ ²²							
1507-3			tɕʰ i ²⁴							
1532-3			q ɯ ²⁴							
1543-3			ɕ ɯ ²²							
1575-3			ɕ i ²⁴							
1618-3			p ɯ ²¹							
1640-3			k u ⁵⁵							
1671-3			ɕ i ⁵⁵							
1731-3			ɕ w o ²⁴							
1762-3			s w a ⁴³							
1773-3			t ɯ ⁵⁵							
1794-3			k u ²⁴							
1805-3			s ɯ ⁴³							
1816-3			s i ²²							
1862-3			ts ɿ ²⁴							
1885-3			qʰ æ ⁵⁵							
1914-3			ɕ ɯ ²²							
1936-3			p ɯ ²²							
1969-3			ɕ ɿ ²⁴							
2018-3			dz o ²¹							
2029-3			q a ²⁴							
2051-3			t i ²¹							
2074-3			q o ⁵⁵							
2085-3			m æ ²²							
2130-3			p æ ²¹							
2245-3			tʲ i o ²¹							
2269-3			m i ²²							
2280-3			s o ⁴³							
2291-3			ɕ i ⁴³							
2316-3			ts i ⁵⁵							
2364-3			ts ɿ ²²							
2395-3			tʰ j æ u ²⁴							
2406-3			tɕʰ j æ ²⁴							
2417-3			kʰ u ⁴³							
2428-3			q a ²⁴							
2450-3			t j o ²¹							
2484-3			ɕ i ⁵⁵							
2495-3			k o ²¹							
2565-3			t j u ²⁴							
2611-3			j u ⁵⁵							
2632-3			w a ⁵⁵							
2644-3			w a ²⁴							
2674-3			m o ²²							
2698-3			ɕ o ²²							
2709-3			n i ²¹							
2720-3			tɕ j o ²¹							
2772-3			q æ ⁵⁵							
2791-3			ts æ ²⁴							
2837-3			ts æ ²⁴							
2859-3			ɕ i ²⁴							
2889-3			tɕ j ɯ ³³							
2900-3			k u ²²							
2928-3			tsʰ ɛ ²⁴							
2941-3			qʰ i ²⁴							
2998-3			ts ɿ ²²							
3031-3			tʰ j ²²							
3052-3			ts u ⁴³							
3064-3			t o ²¹							
3084-3			tʰ j a ⁵⁵							
3117-3			ts ɿ ²¹							
3128-3			q a ²¹							
3150-3			t ɛ ²¹							
3161-3			t ɯ ²²							
3172-3			ts ɿ ²²							
3263-3			j a ⁵⁵							
3274-3			q a ⁴³							
3308-3			qʰ ɛ ²⁴							
3340-3			t u ⁵⁵							
3362-3			ts j æ ²⁴							
3409-3			m i ²²							
3454-3			q o ²⁴							
3493-3			s u ⁵⁵							
3536-3			ɕ j u ²⁴							
3548-3			v o ⁴³							
3645-3			ɕ u ²⁴							
3678-3			tsʰ i ⁵⁵							
3757-3			l o ²¹							
3779-3			kʰ u ⁴³							
3813-3			x ɛ ²⁴							
3835-3			ɕ ɿ ²⁴							
3855-3			p ɛ ²¹							
3885-3			s w i ⁵⁵							
3907-3			pʰ æ ²⁴							
3942-3			ts i ²²							
3953-3			tʰ j æ ²⁴							
4023-3			ɕ j æ ²⁴							
4034-3			t j ɛ ²⁴							
4143-3			t j o ²¹							
4185-3			m o ⁵⁵							
4227-3			tsʰ i æ ²⁴							
4238-3			t j o ⁴³							
32-4				m æ ⁵⁵						
53-4				ɖʐ i ¹²						
93-4				g ɯ ¹²						
216-4				s w a ²⁴						
236-4				ts o ŋ ²²						
267-4				tɕ j ə̃˞ n ⁴²						
316-4				p e ²²						
327-4				ɣ e ²¹						
348-4				ʈʂ ao ⁴²						
400-4				s a ¹²						
452-4				ɣ æ ²⁴						
463-4				qʰ a ²⁴						
512-4				d a ⁴²						
534-4				ts u ⁵⁵						
556-4				qʰ u ²²						
568-4				ɣ ɯ ⁵⁵						
588-4				s w a ²⁴						
599-4				pʰ ɯ ⁵⁵						
656-4				g o ¹²						
678-4				g o ¹²						
689-4				m æ ⁴²						
700-4				m e n ⁴²						
775-4				tɕ j ɛ n ⁴²						
786-4				q ɛ ²²						
820-4				ts ao ⁴²						
839-4				d i ¹²						
863-4				qʰ u ²²						
896-4				q a n ⁵⁵						
929-4				ɖʐ i ⁴²						
1015-4				s o ⁵⁵						
1035-4				ʈʂ o ²²						
1107-4				s æ ²⁴						
1173-4				ɕ y ²²						
1195-4				ɕ y ²²						
1241-4				m e n ¹²						
1252-4				l o ŋ ¹²						
1294-4				q a ŋ ⁵⁵						
1326-4				tɕ i ²²						
1348-4				dʑ i ²¹						
1401-4				s ɛ n ⁴²						
1451-4				s i ²²						
1473-4				t ɥ e n ²²						
1507-4				tɕʰ i ⁵⁵						
1532-4				q ɯ ⁵⁵						
1543-4				s i ²²						
1575-4				ɕ j e n ²²						
1618-4				b ɯ ¹²						
1640-4				k u ²²⁴						
1671-4				ɕ y ²⁴						
1731-4				s o ŋ ⁵⁵						
1762-4				s w a n ²²						
1773-4				t u ²⁴						
1794-4				k o ŋ ⁵⁵						
1805-4				s i ²¹						
1816-4				s o ŋ ²²						
1862-4				ʈʂ i ⁵⁵						
1885-4				qʰ æ ²⁴						
1914-4				s i ²²						
1936-4				p u ²²						
1969-4				ɕ j e n ²²						
2018-4				ts o ŋ ¹²						
2029-4				q a ŋ ⁵⁵						
2051-4				dz o ŋ ¹²						
2074-4				q o ²⁴						
2085-4				m æ ²²						
2130-4				p æ ²⁴						
2245-4				qʰ u ²¹						
2269-4				m e n ²²						
2280-4				s u ²¹						
2291-4				ʂ j ɛ n ⁴²						
2316-4				tɕ i ⁴²						
2364-4				ɖʐ i ²²						
2395-4				tʰ a n ⁵⁵						
2406-4				ʈʂ a n ⁵⁵						
2417-4				k o ⁴²						
2428-4				q a ŋ ⁵⁵						
2450-4				j o ¹²						
2484-4				ɕ y ²⁴						
2495-4				g u ¹²						
2565-4				tɕ i ²²						
2611-4				j u ²⁴						
2632-4				w a ŋ ²⁴						
2644-4				w a ²⁴						
2674-4				m u ŋ ³³						
2698-4				s o ²²						
2709-4				n ɛ ²¹						
2720-4				dz ao ²¹						
2772-4				ɣ æ ²⁴						
2791-4				tɕ j a n ⁵⁵						
2837-4				ʈʂ i ⁵⁵						
2859-4				ɕ j e n ²²						
2889-4				tɕ w i ²²						
2900-4				k o ²²						
2928-4				tsʰ o ⁵⁵						
2941-4				qʰ ɯ ⁵⁵						
2998-4				ʈʂ i ²²						
3031-4				tʰ o ²²						
3052-4				d u ⁴²						
3064-4				d ao ¹²						
3084-4				tʰ a ²⁴						
3117-4				ɖʐ i ²¹						
3128-4				ɣ æ ²¹						
3150-4				d ɛ ²¹						
3161-4				i ²²						
3172-4				ʈʂ ə̃˞ ²²						
3263-4				j a ²⁴						
3274-4				q æ ⁴²						
3308-4				qʰ u n ⁵⁵						
3340-4				ts u ⁵⁵						
3362-4				ʈʂ i ⁵⁵						
3409-4				m i ²²						
3454-4				q o ŋ ⁵⁵						
3493-4				s u ⁵⁵						
3536-4				s ao ¹²						
3548-4				pf w a ⁴²						
3645-4				s o ⁵⁵						
3678-4				tɕʰ i ⁴²						
3757-4				l ao ¹²						
3779-4				k o ⁴²						
3813-4				h e n ⁵⁵						
3835-4				ɕ j e n ²²						
3855-4				b a n ¹²						
3885-4				s w j ɛ ²⁴						
3907-4				pʰ æ ⁵⁵						
3942-4				ts i ²²						
3953-4				tʰ a n ⁵⁵						
4023-4				ɕ dz a n ⁵⁵						
4034-4				ʈʂ i ŋ ⁵⁵						
4143-4				ts j i ²¹						
4185-4				m o ²⁴						
4227-4				ʈʂʰ i ⁵⁵						
4238-4				d ao ¹²						
32-5					m a ⁵⁵					
53-5					ts e ²¹					
93-5					k ɯ ²¹					
216-5					s w a ⁵⁵					
236-5					ts o ²²					
267-5					ts e ⁴²					
316-5					p ɯ ²²					
327-5					x ɯ ²²					
348-5					tɕ u ⁵⁵					
400-5					tɕʰ o ²¹					
452-5					q a ⁴²					
463-5					qʰ o ⁴⁴					
512-5					t o ⁴²					
534-5					ts u ⁵⁵					
556-5					qʰ j u ²²					
568-5					x ɯ ⁴²					
588-5					s w a ⁵⁵					
599-5					pʰ ɯ ⁵⁵					
656-5					k u ²¹					
678-5					k u ²¹					
689-5					m a ⁴²					
700-5					m e ⁴²					
775-5					p e ⁴²					
786-5					q e ⁵⁵					
820-5					tɕ i ⁴²					
839-5					ɖ tɕ i ²¹					
863-5					qʰ j o ²²					
896-5					q a ⁵⁵					
929-5					tɕʰ i ⁴²					
1015-5					ɕ u ⁵⁵					
1035-5					tɕ j u ²²					
1107-5					ɕ a ⁵⁵					
1173-5					s j i ²²					
1195-5					s j i ²²					
1241-5					m e ²¹					
1252-5					l u ²¹					
1294-5					q o ⁵⁵					
1326-5					tɕ i ²²					
1348-5					tɕ i ⁴²					
1401-5					s e ⁴²					
1451-5					s j e ²²					
1473-5					t ɥ i ²²					
1507-5					tɕʰ i ⁵⁵					
1532-5					q ɯ ⁵⁵					
1543-5					ɕ j i ²²					
1575-5					s e ⁵⁵					
1618-5					p ɯ ²¹					
1640-5					k u ⁵⁵					
1671-5					s i ⁵⁵					
1731-5					ɕ w o ⁵⁵					
1762-5					s w a ⁴²					
1773-5					t ɯ ⁵⁵					
1794-5					k u ⁵⁵					
1805-5					tɕʰ i ⁴²					
1816-5					s u ²²					
1862-5					ts e ⁵⁵					
1885-5					qʰ a ⁴⁴					
1914-5					ɕ j i ²²					
1936-5					p ɯ ²²					
1969-5					s e ⁵⁵					
2018-5					ts u ²¹					
2029-5					q o ⁵⁵					
2051-5					tɕ u ²¹					
2074-5					q o ⁵⁵					
2085-5					m a ²²					
2130-5					p a ⁵⁵					
2245-5					tɕ o ²¹					
2269-5					m e ²²					
2280-5					s u ⁴²					
2291-5					s e ⁴²					
2316-5					ts i ⁵⁵					
2364-5					ts e ²²					
2395-5					ʈʰ a ⁵⁵					
2406-5					tɕʰ a ⁵⁵					
2417-5					k u ⁴²					
2428-5					q o ⁵⁵					
2450-5					ɖ tɕ u w ²¹					
2484-5					ɕ i ⁵⁵					
2495-5					k o ²¹					
2565-5					tɕʰ i ⁵⁵					
2611-5					j u ⁴⁴					
2632-5					w a ⁵⁵					
2644-5					w a ⁵⁵					
2674-5					m o ²²					
2698-5					ɕ j u ²²					
2709-5					n e ²¹					
2720-5					tɕ j i ²¹					
2772-5					q a ⁵⁵					
2791-5					ts i ²²					
2837-5					ts e ⁵⁵					
2859-5					s e ⁵⁵					
2889-5					tɕ j i ²²					
2900-5					k u ²²					
2928-5					tɕʰ o ⁵⁵					
2941-5					qʰ u ⁴⁴					
2998-5					ts j e ²²					
3031-5					tɕ i u ²²					
3052-5					t ɯ ⁴²					
3064-5					t o ²¹					
3084-5					tʰ a ⁴²					
3117-5					ts e ⁴²					
3128-5					q a ⁴²					
3150-5					t e ⁴²					
3161-5					ɖ i ²²					
3172-5					ts e ²²					
3263-5					ɖ a ⁴⁴					
3274-5					q a ⁴²					
3308-5					qʰ e ⁵⁵					
3340-5					tɕ u ⁵⁵					
3362-5					ts e ⁵⁵					
3409-5					m i ²²					
3454-5					q u ⁵⁵					
3493-5					s u ⁴²					
3536-5					ɕ o ⁵⁵					
3548-5					f u ⁴²					
3645-5					ɕ u ⁴⁴					
3678-5					tɕʰ i ⁵⁵					
3757-5					l o ²¹					
3779-5					k u ⁴²					
3813-5					x e ⁵⁵					
3835-5					s e ⁵⁵					
3855-5					p a ²¹					
3885-5					s w e ²²					
3907-5					pʰ a ⁵⁵					
3942-5					ts i ²²					
3953-5					ʈʰ a ⁵⁵					
4023-5					ɕ a ⁵⁵					
4034-5					tɕ i ⁵⁵					
4143-5					tɕ i ⁴²					
4185-5					m u ⁵⁵					
4227-5					ʈʰ e ⁵⁵					
4238-5					ɖ tɕ o ²¹					
32-6						m a ⁴⁴				
53-6						ts a ²¹				
93-6						k ɯ ⁴²				
216-6						s u ɑ ⁴⁴				
236-6						ts ʯ̃ ³³				
267-6						tɕ e n ⁴²				
316-6						p ɯ ⁵⁵				
327-6						ɣ ə ³³				
348-6						ts ʯ ⁴⁴				
400-6						ɕ ou ²¹				
452-6						k a ⁴⁴				
463-6						kʰ ɑ ⁴⁴				
512-6						t ou ⁴²				
534-6						ts ou ⁴⁴				
556-6						kʰ u ³³				
568-6						x ə ⁴⁴				
588-6						s u ɑ ⁴⁴				
599-6						pʰ u ⁵⁵				
656-6						k u ²¹				
678-6						k ʯ ⁴²				
689-6						m a ³¹				
700-6						m e n ⁴²				
775-6						p a n ³¹				
786-6						k e ⁵⁵				
820-6						ts ʯ̃ ³¹				
839-6						t ə̃ ³¹				
863-6						kʰ ou ³³				
896-6						k a n ⁵⁵				
929-6						ts ɯ ³¹				
1015-6						s ʯ ⁵⁵				
1035-6						ts ʯ ³³				
1107-6						s a ⁴⁴				
1173-6						s i ³³				
1195-6						s i ³³				
1241-6						m e n ²¹				
1252-6						l ʯ̃ ²¹				
1294-6						k ɑ̃ ⁵⁵				
1326-6						ts u ³³				
1348-6						tɕ i ³¹				
1401-6						s e n ⁴²				
1451-6						s a ³³				
1473-6						t w e n ³³				
1507-6						tɕʰ i ⁵⁵				
1532-6						k ɯ ⁵⁵				
1543-6						s ɯ ³³				
1575-6						s i e n ⁵⁵				
1618-6						p ə̃ ²¹				
1640-6						k ou ⁴⁴				
1671-6						s i ⁴⁴				
1731-6						s ou ⁵⁵				
1762-6						s w ɑ̃ ³¹				
1773-6						t ɯ ⁴⁴				
1794-6						k õ ⁵⁵				
1805-6						ɕ a ³¹				
1816-6						s ʯ̃ ³³				
1862-6						ts a ⁵⁵				
1885-6						kʰ a ⁴⁴				
1914-6						s ɯ ³³				
1936-6						p u ⁵⁵				
1969-6						s e n ⁵⁵				
2018-6						ts õ ²¹				
2029-6						k ɑ̃ ⁵⁵				
2051-6						ts ʯ̃ ²¹				
2074-6						k ʯ̃ ⁴⁴				
2085-6						m a n ³³				
2130-6						p a ⁴⁴				
2245-6						ts ou ⁴²				
2269-6						m e n ³³				
2280-6						s i ³¹				
2291-6						s e n ⁴²				
2316-6						tɕ ɯ ⁴⁴				
2364-6						ts a ³³				
2395-6						tsʰ a n ⁵⁵				
2406-6						tɕʰ j a ⁵⁵				
2417-6						k ʯ ⁴²				
2428-6						k ɑ̃ ⁵⁵				
2450-6						ts õ ²¹				
2484-6						ɕ i ⁴⁴				
2495-6						k ou ⁴²				
2565-6						tɕ ə ⁵⁵				
2611-6						j ou ⁴⁴				
2632-6						ʔ w ɑ̃ ⁴⁴				
2644-6						w ɑ̃ ⁰				
2674-6						m ou ³³				
2698-6						s ʯ ³³				
2709-6						n e ²¹				
2720-6						ts ə̃ ⁴²				
2772-6						k a ⁴⁴				
2791-6						tɕ j a n ⁵⁵				
2837-6						ts a n ⁵⁵				
2859-6						s i e n ⁵⁵				
2889-6						tɕ j ɯ ³³				
2900-6						k u ³³				
2928-6						tsʰ ʯ̃ ⁵⁵				
2941-6						kʰ ɯ ⁵⁵				
2998-6						ts a ³³				
3031-6						tʰ õ ³³				
3052-6						t ɯ ³¹				
3064-6						t õ ²¹				
3084-6						tʰ a ⁴⁴				
3117-6						ts a ⁴²				
3128-6						k a ⁴²				
3150-6						t e ⁴²				
3161-6						ts ə̃ ³³				
3172-6						ts i n ³³				
3263-6						j o ⁴⁴				
3274-6						k a ⁴²				
3308-6						kʰ e n ⁵⁵				
3340-6						ts ou ⁴⁴				
3362-6						ts a n ⁵⁵				
3409-6						m e ³³				
3454-6						k ʯ̃ ⁵⁵				
3493-6						s ou ⁴⁴				
3536-6						s ou ⁵⁵				
3548-6						f ʯ ⁴²				
3645-6						s u ⁵⁵				
3678-6						tɕʰ ɯ ⁴⁴				
3757-6						l ou ²¹				
3779-6						k ʯ ⁴²				
3813-6						x e n ⁵⁵				
3835-6						s e n ⁵⁵				
3855-6						p a n ²¹				
3885-6						s w e ⁴⁴				
3907-6						pʰ a ⁵⁵				
3942-6						ts i ³³				
3953-6						tsʰ i a n ⁵⁵				
4023-6						s ɥ a n ⁵⁵				
4034-6						ts ə̃ ⁵⁵				
4143-6						ts ou ³¹				
4185-6						m ou ⁴⁴				
4227-6						tsʰ a n ⁵⁵				
4238-6						ts ou ³¹				
32-7							m ə˞ ⁴⁴			
53-7							ts i ²¹			
93-7							k əɯ ²¹			
216-7							s w a ⁴⁴			
236-7							ts o ŋ ³³			
267-7							tɕ e n ⁴²			
316-7							p əɯ ³³			
327-7							x ɯ ³³			
348-7							ts u ⁴⁴			
400-7							s o ²¹			
452-7							k ə˞ ⁴⁴			
463-7							kʰ a ⁴⁴			
512-7							t o ⁴²			
534-7							ts o ⁴⁴			
556-7							kʰ u ³³			
568-7							x ɯ ²¹			
588-7							s w a ⁴⁴			
599-7							pʰ əɯ ⁵⁵			
656-7							k o ²¹			
678-7							k u ²¹			
689-7							m ə˞ ⁴²			
700-7							m ɛ ²¹			
775-7							p e n ⁴²			
786-7							k ɛ ⁵⁵			
820-7							ts u ŋ ⁴²			
839-7							t əɯ ²¹			
863-7							kʰ o ³³			
896-7							k ə˞ ⁵⁵			
929-7							ts əɯ ²¹			
1015-7							s u ⁵⁵			
1035-7							ts u ⁵⁵			
1107-7							s ə˞ ⁴⁴			
1173-7							ɕ i ³³			
1195-7							ɕ i ³³			
1241-7							m ɛ ²¹			
1252-7							s o ŋ ²¹			
1294-7							k a ŋ ⁵⁵			
1326-7							ts u ³³			
1348-7							tɕ i ²¹			
1401-7							s e n ⁴²			
1451-7							s i ⁴⁴			
1473-7							t w e n ³³			
1507-7							tɕ i ⁵⁵			
1532-7							k əɯ ⁵⁵			
1543-7							s əɯ ³³			
1575-7							ɕ e n ⁵⁵			
1618-7							p əɯ ²¹			
1640-7							k o ⁴⁴			
