COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
4999	ˀd w ə ¹		d w a ¹	t j o ¹	ˀd a ¹	ˀd a ¹		d w a ¹	d w a ¹	ˀd w a ¹	ˀd a ¹	ˀd a ¹		ˀd o ¹	ˀd w a ¹	ˀd w a ¹
7466		ɣ a t ¹	ɣ a t ¹	ɣ a t ¹	ɣ ə t ¹		ɣ a t ¹		ɣ a t ¹	ɣ a t ¹			ɣ ə t ¹	ɣ ə t ¹		ɣ ɜ t ¹
10055					ⁿb j a ¹	ⁿb j a ¹					ⁿb j a ¹					
3176	n aːu ¹			n aːu ¹										n aːu ¹		n aːu ¹
6037		p aːu ¹											p aːu ¹			
7122				n j a ¹			n j a ¹									
10686	u ¹		u ¹												u ¹	
3985	m o n ¹	m u n ¹		m u n ¹			m w ə n ¹					m u n ¹			m w a n ¹	
10507						s j aː ŋ ¹				s j aː ŋ ¹		s i ŋ ¹				
3876		l aːi ¹											l aːi ¹			
10330	f j ə t ¹													f ə t ¹	f i t ¹	
9835		qʰ ai ¹											qʰ ai ¹			
10276				l o ¹			l o ¹					l ə ¹				
5334	p o ¹	p o ¹	p o ¹	p o ¹			p o ¹	p o ¹	p o ¹	p o ¹			p o ¹	p o ¹	p o ¹	p o ¹
6417	ʔ w o ŋ ¹		ʔ w aː ŋ ¹							ʔ w aː ŋ ¹					ʔ w a ŋ ¹	ʔ w aː ŋ ¹
7031				ȵ o n ¹	ˀŋ o n ¹	ˀŋ o n ¹	ȵ w ə n ¹									
3984	f a ŋ ¹			f a ŋ ¹			h w a ŋ ¹					v a ŋ ¹		f a ŋ ¹	f a ŋ ¹	
6546	ʔ i ¹						ʔ i ¹								ʔ i ¹	
7012	ȵ̥ u ¹		ȵ̥ u ¹							ȵ̥ ũ ¹				ȵ̥ u ¹	ȵ̥ u ¹	ȵ̥ u ¹
8141		ŋ u k ¹											ŋ̊ u k ¹			
7504			f e ¹		v e ¹	v e ¹		f e ¹	f e ¹	f e ¹	v e ¹	v e ¹				
9985	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹	ʔ aːu ¹
8985	n̥ ai ¹		n̥ ai ¹		ŋ̊ ai ¹	ŋ̊ ai ¹				ŋ̊ ai ¹	n̥ ai ¹	ŋ̊ ai ¹	n̥ ai ¹	ŋ̊ əi ¹	n̥ ai ¹	n̥ ai ¹
7537	ʔ ĩ ¹		ʔ ĩ ¹					ʔ ĩ ¹	ʔ ĩ ¹	ʔ ĩ ¹			ʔ ĩ ¹	ʔ ĩ ¹	ʔ ĩ ¹	
9443	tʰ aːu ¹	tʰ aːu ¹	tʰ aːu ¹	tʰ aːu ¹		tʰ aːu ¹	tʰ aːu ¹	tʰ aːu ¹	tʰ aːu ¹	tʰ aːu ¹	tʰ aːu ¹		tʰ aːu ¹	tʰ aːu ¹	tʰ aːu ¹	tʰ aːu ¹
4305		qʰ aːu ¹			qʰ aːu ¹	qʰ aːu ¹					qʰ aːu ¹	qʰ aːu ¹				
3909	l a ŋ ¹	l a ŋ ¹								l a ŋ ¹				l a ŋ ¹		
1018									ⁿb u ¹			ˀb i ¹				
7989		ʔ a n ¹		t w ə n ¹			h w ə n ¹	ʔ a n ¹					h a ŋ ¹			
8110								h o ŋ ¹	h o ŋ ¹							
9806	t i n ¹	t i n ¹		t i n ¹			t i n ¹	t i n ¹	t i n ¹		t i n ¹		t i n ¹		t i n ¹	t i n ¹
5259	ʔ j ə t ¹	ɣ ə t ¹	ʔ j ə t ¹	j a t ¹	ʔ j i t ¹	ʔ j ə t ¹	j a t ¹	j ə t ¹	ʔ j ə t ¹	ʔ j ə t ¹	ʔ j ə t ¹	ʔ i t ¹	ɣ ə t ¹	ʔ j ə t ¹	ʔ j a t ¹	ʔ j ə t ¹
11132		m õ ¹											m o ¹			
616	k i ŋ ¹	k i ŋ ¹	k i ŋ ¹	k aː ŋ ¹	qʰ a n ¹	qʰ a n ¹	k i ŋ ¹	k i ŋ ¹	k i ŋ ¹	k i ŋ ¹	qʰ a n ¹	qʰ a n ¹	k i ŋ ¹	k i ŋ ¹	k i ŋ ¹	k i ŋ ¹
2447		p ui ¹											p ui ¹			
9402		ⁿd j a n ¹			ⁿd j a n ¹	ⁿd j a n ¹					ⁿd j a n ¹					ⁿd j a n ¹
11084	s j au ¹	s aːu ¹	s aːu ¹	ɕ au ¹	s aːu ¹	s aːu ¹	ɕ j əu ¹	s aːu ¹	s aːu ¹	s aːu ¹	s aːu ¹	s aːu ¹	s aːu ¹	s aːu ¹	s j au ¹	s aːu ¹
7551	tʰ au ¹	tʰ au ¹	tʰ au ¹		tʰ au ¹	tʰ au ¹		tʰ au ¹	tʰ au ¹	tʰ au ¹	tʰ au ¹	tʰ au ¹	tʰ au ¹	tʰ au ¹	tʰ au ¹	tʰ au ¹
1180	t e ¹	t e ¹	t e ¹		t e ¹	t e ¹		t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹
8158		v e ¹	p əi ¹										v e ¹	f əi ¹		
5101				ȵ a m ¹			ȵ a m ¹									
10652	n i ¹	n ə ¹	n i ¹		n i ¹	n i ¹		n i ¹	n i ¹	n i ¹	n i ¹	n i ¹	n i ¹	n i ¹	n i ¹	n i ¹
5283	l aːu ¹		l aːu ¹	l aːu ¹			l aːu ¹	l aːu ¹	l aːu ¹	l aːu ¹				l aːu ¹		l aːu ¹
7100								kʰ a ŋ ¹	kʰ a ŋ ¹							
120	m j u ¹	m j u ¹	m j u ¹	m j u ¹		ˀm j u ¹	m j u ¹	m j u ¹	m j u ¹	m j u ¹	ˀm j u ¹	ˀm j u ¹	m j u ¹	m j u ¹	m j u ¹	m j u ¹
7990			f a ¹							f a ¹					f a ¹	
9952		ɕ o ¹											ɕ o ¹			
8398		pʰ j a ¹											pʰ j a ¹			
10953		pʰ w aː n ¹						pʰ w aː n ¹	pʰ w a n ¹				pʰ w aː n ¹			
2725				h̃ j u ¹			h̃ j u ¹									
7919	t a ŋ ¹	t a ŋ ¹	t a ŋ ¹	t a ŋ ¹	t a ŋ ¹	t a ŋ ¹		t a ŋ ¹	t a ŋ ¹	t a ŋ ¹	t a ŋ ¹	t a ŋ ¹	t a ŋ ¹	t a ŋ ¹	t a ŋ ¹	t a ŋ ¹
8866	l j e k ¹	l j a ¹	l j aː k ¹	l j e k ¹	l j a ¹	l j aː k ¹	l j a k ¹	l j aː k ¹	l j aː k ¹	l j aː k ¹		l j aː k ¹	l j a ¹	l j e k ¹	l j a k ¹	l j aː k ¹
1592	s o k ¹	ts o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹	s o k ¹
4396		n̥ a ¹	n̥ a ¹							n̥ a ¹	n̥ a ¹	n̥ a ¹	n̥ a ¹	n̥ a ¹	n̥ a ¹	n̥ a ¹
5911		p j a ¹		p j a ¹			p j a ¹						p j a ¹			
3159	f w ə ¹		f a ¹	f w ə ¹	f a ¹	f a ¹	h w ə ¹	f a ¹	f a ¹	f a ¹	f a ¹	f a ¹		f o ¹	f w a ¹	f a ¹
3297							h au ¹		h au ¹							
6070	ⁿd e ¹	ⁿd e ¹	ⁿd e ¹	ⁿd e ¹	ⁿd e ¹	ⁿd e ¹		ⁿd e ¹	ⁿd e ¹	ⁿd e ¹			ⁿd e ¹	ⁿd əi ¹	ⁿd e ¹	ⁿd e ¹
6434	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹	l j o k ¹
3766		ʔ ai ¹		ʔ ai ¹		ʔ ai ¹	ʔ ai ¹	ʔ ai ¹	ʔ ai ¹				ʔ ai ¹			ʔ ai ¹
4359			m ai ¹				m ai ¹	m ai ¹		m ai ¹	m ai ¹					
1502	ˀȵ i t ¹	ȵ i t ¹	ˀȵ i t ¹	ȵ i t ¹	ˀȵ i t ¹	ˀȵ i t ¹	ȵ i t ¹	ȵ i t ¹	ʔ ĩ t ¹	ˀȵ i t ¹	ˀȵ i t ¹		ȵ i t ¹	ˀȵ i t ¹	ˀȵ i t ¹	ˀȵ i t ¹
1973					l u ¹			l u ¹			l u ¹	l u ¹			l u ¹	
1088	t u ¹	t u ¹	t j u ¹					t u ¹	t u ¹						t o ¹	t u ¹
401	n̥ o ¹	n̥ o ¹	n̥ o ¹		n̥ o ¹	n̥ o ¹				n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹
255	tʰ j e p ¹	tʰ i p ¹			tʰ j e p ¹	tʰ j e p ¹	tʰ j e p ¹			tʰ j e p ¹			tʰ i p ¹	tʰ i p ¹	tʰ j a p ¹	tʰ j e p ¹
9783					p a n ¹			p a n ¹	p a n ¹		p a n ¹					
2053					q au ¹	q au ¹					q au ¹	q au ¹				
8953			ⁿb j u m ¹					ⁿb j u m ¹	ⁿb j u m ¹	ⁿb j u m ¹						ⁿb j u m ¹
7208	h i ¹	h i ¹	h i ¹	h i ¹		ɕ i ¹	h i ¹	h i ¹	h i ¹	h i ¹				ɕ i ¹	h i ¹	h i ¹
8467	s aːu ¹	s eu ¹	s aːu ¹	s aːu ¹			s aːu ¹	s aːu ¹	s aːu ¹	s aːu ¹			s ɛu ¹	s aːu ¹	s aːu ¹	s aːu ¹
10509								kʰ aːi ¹	kʰ aːi ¹		kʰ aːi ¹	kʰ aːi ¹				
1382		q e n ¹			k i ŋ ¹	k i ŋ ¹					k i ŋ ¹		q e n ¹		k i n ¹	
2821	l j e n ¹		l j aː n ¹		l j aː n ¹	l j aː n ¹	l j e n ¹	l j aː n ¹	l j aː n ¹	l j aː n ¹	l j aː n ¹	l j aː n ¹		l j aː n ¹	l j a n ¹	l j aː n ¹
6123		m j u ¹		m j u ¹			m j u ¹						m j u ¹		m j u ¹	
2231	p aː t ¹	p e t ¹	p aː t ¹	p e t ¹	p aː t ¹	p aː t ¹	p e t ¹	p aː t ¹	p aː t ¹	p aː t ¹	p aː t ¹	p aː t ¹	p e t ¹	p aː t ¹	p aː t ¹	p aː t ¹
9546				h e ¹							h e ¹					
9738	s i t ¹		ɕ i t ¹	s ə t ¹	s j i t ¹	s i t ¹	ɕ i k ¹	ɕ i t ¹	s i t ¹		s i t ¹	s i t ¹	s i t ¹			s i t ¹
8109			q o k ¹	k o k ¹												
3293	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	n j a n ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹				ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w a ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹
5961	l aː k ¹	l e ¹	l aː k ¹	l a ¹	l aː k ¹	l aː k ¹		l aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	l aː k ¹	l e ¹	l aː k ¹	l aː k ¹	l aː k ¹
6418		ȶ aːi ¹												ȶ aːi ¹		
8312				h a ¹		h a ¹					h a ¹	h a ¹				
7331	ˀn a ¹	n a ¹	ˀn a ¹	n a ¹	ˀn a ¹	ˀn a ¹	n a ¹	n a ¹	n a ¹	ˀn a ¹	ˀn a ¹	ˀn a ¹	n a ¹	ˀn a ¹	ˀn a ¹	ˀn a ¹
2724			ȵ u ¹							ȵ̥ u ¹				ȵ̥ u ¹	ȵ̥ u ¹	
3627		ȶ aː k ¹											ȶ aː k ¹			
9115		ȶ oi ¹			ȶ oi ¹	ȶ oi ¹		ȶ oi ¹	ȶ oi ¹	ȶ oi ¹	ȶ oi ¹	ȶ oi ¹	ȶ oi ¹	ȶ oi ¹	ȶ oi ¹	
7538					ˀȵ i ¹	ˀȵ i ¹					ˀȵ i ¹					ˀȵ i ¹
2413		k aːi ¹										q aːi ¹				
186	t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹		t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹	t j a ŋ ¹
7936	ⁿd a m ¹	t a m ¹	ⁿd a m ¹	ⁿd u m ¹	ⁿd a m ¹	ⁿd a m ¹		ⁿd a m ¹	ⁿd a m ¹	ⁿd a m ¹	ⁿd a m ¹		ⁿd a m ¹		ⁿd a m ¹	ⁿd a m ¹
2322													p j aːi ¹	p j aːi ¹		
1646	z ui ¹	z ui ¹	z ui ¹		z ui ¹		z ui ¹	z ui ¹	z ui ¹	z ui ¹	z ui ¹	z ui ¹	z ui ¹	z ui ¹	z ui ¹	z ui ¹
8331								m j aː ŋ ¹	m j aː ŋ ¹							
2016	m̥ a ¹		m̥ a ¹		m̥ a ¹	m̥ a ¹				m̥ a ¹	m̥ a ¹	m̥ a ¹		m̥ a ¹	m̥ a ¹	m̥ a ¹
1976										ts aː n ¹						ts aː n ¹
5584	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹	h o ¹
5689				pʰ o ¹			pʰ o ¹	pʰ o ¹								
7487		ŋ w a ¹			ŋ w ã ¹		ŋ w a ¹					ŋ w a ¹	ŋ w a ¹		ŋ w a ¹	
6469		ɣ u m ¹		ɣ u m ¹	ˀɣ u m ¹	ʔ u m ¹	ɣ u m ¹	ɣ u m ¹	ɣ u m ¹	ˀɣ u m ¹	ʔ u m ¹	ˀɣ ə m ¹	ɣ u m ¹	ˀɣ u m ¹	ˀɣ u m ¹	
3794					t a ŋ ¹						t a ŋ ¹	t a ŋ ¹				
6735				tsʰ aːi ¹		tsʰ aːi ¹	s ai ¹	tsʰ aːi ¹	tsʰ aːi ¹	tsʰ aːi ¹		tsʰ aːi ¹		tsʰ aːi ¹		tsʰ aːi ¹
731	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹
310	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹	t e ¹		t e ¹	t e ¹	t e ¹	t e ¹
5486		pʰ u ¹		pʰ u ¹				pʰ u ¹	pʰ u ¹				pʰ u ¹			
7620			t j aː ŋ ¹	t j ə ŋ ¹			t j ə ŋ ¹	t j aː ŋ ¹	t j aː ŋ ¹							
4271	ˀb ə ¹	m ə n ¹	p ə ¹					p ə ¹	p ə ¹					ˀm ə ¹	ˀb ə ¹	
6734				p o ¹		p o ¹	pʰ au ¹	p o ¹	p o ¹	p o ¹		p o ¹		p o ¹		p o ¹
799	l w ə ¹	l o ¹	l w a ¹	l w ə ¹				l w a ¹	l w a ¹	l w a ¹	l a ¹		l o ¹	l o ¹	l w a ¹	l w a ¹
493				f a n ¹												f a n ¹
5984			l o m ¹		l o m ¹	l o m ¹		l o m ¹	l o m ¹							
6856					j j u ¹	j j u ¹					j j u ¹	j u ¹				
5418	ȶ i ¹	ȶ ə ¹	ȶ ə ¹	ȶ i ¹	ȶ i ¹	ȶ i ¹		ȶ i ¹	ȶ i ¹	ȶ i ¹	ȶ i ¹	ȶ i ¹	ȶ e ¹	ȶ i ¹	ȶ ɪ t ¹	ȶ i ¹
7138	ʔ ui ¹	ʔ ũi ¹	ʔ ui ¹		ʔ oi ¹	ʔ oi ¹	ʔ oi ¹	ʔ ui ¹	ʔ ui ¹	ʔ ui ¹	ʔ oi ¹	ʔ oi ¹	ʔ õi ¹	ʔ ui ¹	ʔ oi ¹	ʔ ui ¹
9565		l ui ¹											l ui ¹			
4201	s i ¹	s i ¹	s i ¹	s ai ¹	s j e ¹	s i ¹	ɕ i ¹	ɕ i ¹	ɕ i ¹	s i ¹	s j e ¹	s j e ¹	s i ¹	s i ¹	s i ¹	s i ¹
3053	k w a n ¹					k w a n ¹										
3351	t a ¹	t ə ¹	t e ¹	t e ¹		t e ¹		t e ¹	t e ¹		t e ¹		t ə ¹	t a ¹	t a ¹	t a ¹
9322		ŋ u n ¹				ʁ u n ¹							ŋ u n ¹	ˀŋ u n ¹		
8633					q eu ¹	q eu ¹		q eu ¹			q eu ¹	q eu ¹		q eu ¹		
6809		k ə n ¹			k ə n ¹		k ə n ¹						k ə n ¹		k ə n ¹	
3414	m̥ j aː n ¹	m̥ j aː n ¹	m̥ j aː n ¹		m̥ j aː n ¹	m̥ j aː n ¹		h̃ j aː n ¹	h̃ j aː n ¹	m̥ j aː n ¹	m̥ j aː n ¹	m̥ j aː n ¹		m̥ j aː n ¹	m̥ j aː n ¹	m̥ j aː n ¹
8380	h o ¹		h o ¹					h o ¹	h o ¹	h o ¹				h o ¹	h o ¹	h o ¹
2722	j u ¹	j u ¹	j u ¹	j u ¹	j o ¹	j u ¹	j u ¹	j u ¹	j u ¹	j u ¹	j o ¹	j u ¹	j u ¹	j u ¹	j u ¹	j u ¹
227				ɕ i ¹			ɕ i ¹									
2446	p i ¹		p i ¹	f i ¹	p i ¹	p i ¹		p i ¹	p i ¹	p i ¹	p i ¹	p i ¹		p i ¹	p i ¹	p i ¹
9182		t j ə t ¹	t j ə t ¹							t j ə t ¹			t j ə t ¹			
4915	q aː t ¹	q aː t ¹	q aː t ¹	q aː t ¹	q aː t ¹	q aː t ¹		q aː t ¹	q aː t ¹	q aː t ¹	q aː t ¹	q aː t ¹	q aː t ¹	q aː t ¹	q aː t ¹	q aː t ¹
10332		t j aːu ¹	t j aːu ¹		t j aːu ¹	t j aːu ¹		t j aːu ¹	t j aːu ¹	t j aːu ¹	t j aːu ¹		t j aːu ¹			t j aːu ¹
9200		t j ə t ¹											t j ə t ¹			
21	ȶ ə n ¹		ȶ ə n ¹		ȶ i n ¹	ȶ ə n ¹				ȶ i n ¹				ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
512	l j e k ¹	l j e k ¹	l j aː k ¹	l j e k ¹	l j aː k ¹	l j aː k ¹		l j aː k ¹	l j aː k ¹	l j aː k ¹	l j aː k ¹	l j aː k ¹	ⁿb j aː k ¹	l j e k ¹	l j a k ¹	l j aː k ¹
8938	tʰ a ¹	tʰ a ¹	tʰ a ¹		tʰ a ¹				tʰ a ¹	tʰ a ¹	tʰ a ¹		tʰ a ¹		tʰ a ¹	tʰ a ¹
344		kʰ a m ¹	h j a m ¹	h j a m ¹						ɕ a m ¹	qʰ a m ¹	qʰ a m ¹	ɕ a m ¹	ɕ a m ¹	ɕ a m ¹	ɕ a m ¹
4537					x o ¹						x o ¹	h o ¹				
1383			h j ai ¹	h j ai ¹				h j ai ¹	h j ai ¹							
10257					ɕ j u ¹	ɕ j u ¹					h j u ¹	ɕ j u ¹				
2889	l j aːu ¹	l j eu ¹	l j aːu ¹		l j au ¹	l j eu ¹			l j eu ¹	l j aːu ¹	l j eu ¹	l j aːu ¹	l j eu ¹	l j eu ¹	l j eu ¹	l j aːu ¹
10370	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹	ȵ i ¹
5981	l u ¹	l u ¹	l u ¹			l o ¹			l u ¹	l u ¹	l u ¹		l u ¹	l u ¹	l u ¹	l u ¹
6855				t au ¹			t au ¹									
8635										ɕ aː n ¹						ɕ aː n ¹
8616	ˀn a ŋ ¹	n a ŋ ¹	ˀn a ŋ ¹	n a ŋ ¹	ˀn a ŋ ¹	ˀn a ŋ ¹	n a ŋ ¹			ˀn a ŋ ¹	ˀn a ŋ ¹	ˀn a ŋ ¹	n a ŋ ¹	ˀn a ŋ ¹	ˀn a ŋ ¹	ˀn a ŋ ¹
8227	s a ¹	s a ¹	s a ¹	z a ¹		s a ¹		s a ¹	s a ¹	s a ¹	s a ¹	s a ¹	s a ¹	s a ¹	z a ¹	s a ¹
8951	m j ə t ¹			m j a t ¹										m j ə t ¹	m j a t ¹	
5189					k a m ¹	k a m ¹										k a m ¹
1157		p a ŋ ¹											p aː n ¹			
7046	ɕ a ŋ ¹	h a ŋ ¹	h j a ŋ ¹	h j a ŋ ¹	ɕ a ŋ ¹	ɕ a ŋ ¹	h j a ŋ ¹	h j a ŋ ¹	h j a ŋ ¹	ɕ a ŋ ¹	ɕ a ŋ ¹	ɕ a ŋ ¹	h a ŋ ¹	ɕ a ŋ ¹	ɕ a ŋ ¹	ɕ a ŋ ¹
6105	ˀd j ə n ¹	l j a n ¹	ⁿd j ə n ¹			ȶ ə n ¹		ⁿd j ə n ¹	ⁿd j ə n ¹	ˀd j ə n ¹			l j ə n ¹	ˀd j ə n ¹	ˀd j a n ¹	ˀd j e n ¹
5082	m̥ ai ¹		m̥ ai ¹		m̥ ai ¹	m̥ ai ¹				m̥ ai ¹	m̥ ai ¹	m̥ ai ¹		m̥ əi ¹	m̥ ai ¹	m̥ ai ¹
2654	v i ¹		v i ¹	v i ¹	v i ¹	v i ¹	v i ¹	v i ¹	v i ¹	v i ¹	v i ¹	v i ¹	v i ¹	v i ¹	v i ¹	v i ¹
4397				pʰ j a ¹			pʰ j a ¹	pʰ a ¹	pʰ a ¹							
3126	t u k ¹	t u k ¹								t u k ¹			t u k ¹	t u k ¹	t u k ¹	t u k ¹
5521					ts j u m ¹		ȶ u m ¹					ts ə m ¹				
4536		kʰ aːu ¹											x aːu ¹			
6053	ˀn a ŋ ¹	n a ŋ ¹	ˀn a ŋ ¹			ˀn a ŋ ¹	n a ŋ ¹	n a ŋ ¹	n a ŋ ¹	ˀn a ŋ ¹	ˀn a ŋ ¹		n a ŋ ¹	ˀn a ŋ ¹	f aː n ¹	ˀn a ŋ ¹
7902	h aː t ¹	h aː t ¹	h aː t ¹		h aː t ¹	h aː t ¹				h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹
224	t i ¹	t i ¹	t i ¹	t i ¹	t ə ¹	t ə ¹	t i ¹	t i ¹	t i ¹	t i ¹	t i ¹	ⁿd j eu ¹	t i ¹	t i ¹		t i ¹
8108	ts ə t ¹	ȶ ə t ¹				ts ə t ¹	ȶ j a t ¹			ts ə t ¹	ts ə t ¹	ts ə t ¹	ȶ ə t ¹	ts ə t ¹	ts ə t ¹	ts ə t ¹
7869				ts a n ¹			ȶ a n ¹	ts a n ¹	ts a n ¹	ts ə n ¹				ts a n ¹		ts a n ¹
4011					ts o ŋ ¹	ts o ŋ ¹					ts o ŋ ¹	ȶ o ŋ ¹				
1316	ʔ o ¹	ʔ o ¹	ʔ o ¹		ʔ o ¹	ʔ o ¹				ʔ o ¹	ʔ o ¹		ʔ o ¹	ʔ o ¹		ʔ o ¹
2000					ts j e n ¹	ts j e n ¹	t e ŋ ¹		ts e n ¹							
5258	t i ¹			t a ¹			t ai ¹	t i ¹	t i ¹				t i ¹		t i ¹	
