COGID	1	10	2	3	4	5	6	7	8	9
2797-1	l ɔ z ɔ									
2884-1	a p j a a									
2904-1	n ɛ ɛ a a a a									
2972-1	s ɛ i									
3030-1	l i p a									
3148-1	i t a									
3160-1	i i i a									
3261-1	a a i ʊ									
3364-1	ɔ ɔ t a									
2689-2		l u m a								
893-2		a o n g b a								
1303-2		s g o n a								
2197-2		s w a l a								
2828-2		s i n a								
3572-2		s o n a								
1095-2		l o m a								
1789-2		t i l a a ŋ g a								
3207-2		w u l a								
3519-2		t u n a								
3686-2		v i m b a								
4249-2		k u n a								
4451-2		v i s a								
448-2		n u a a n a								
630-2		w a e l a								
814-2		s o o m b a								
1216-2		g a v a g a								
1228-2		p u a a								
1418-2		s o a a a a a								
1475-2		o a								
2026-2		p u u a								
3826-2		w o k a								
4003-2		v i o a a								
4373-2		l o m a								
4384-2		o l a								
84-2		w u k u l a								
116-2		v i k a								
419-2		l o g a								
587-2		o o ŋ g o								
660-2		w o l a								
848-2		k u l a								
1122-2		w i m a								
1159-2		p a								
1350-2		l u a a								
1374-2		n d a a n a								
1906-2		i u g i l a								
2419-2		s e k a								
2750-2		á u s i								
3441-2		s e o m g a								
3464-2		w o n a								
3639-2		d o l a m a b a								
3981-2		o o a a a a								
4192-2		v i o m b a								
4350-2		l o o l g o								
278-2		l a								
3971-2		l u n a								
55-2		s u m a								
43-2		w o a a a								
93-2		k o n o								
459-2		w u m a								
1137-2		t u g u								
1585-2		w u l a								
1872-2		p u a								
2166-2		s u u m b a								
2872-2		u s a								
2997-2		a l n s a								
3075-2		w u l u b a								
3675-2		l a a u l a								
4137-2		v i l a								
4238-2		á s o o o								
4316-2		w u t u								
4574-2		u a a l a								
3067-2		n d u								
3531-2		a a ŋ d a a								
1033-2		o a a o o l a								
3185-2		s i e a a								
794-2		w a p a n a								
143-2		v u u								
240-2		g a								
388-2		l o l u m a								
599-2		t u u m b i								
969-2		s a								
994-2		p u l a g a								
1606-2		o t a								
1629-2		k a i a								
1895-2		l a								
2592-2		l o l a								
2884-2		w p j a a								
3148-2		i t a								
3261-2		dʒ u t a								
2689-3			s a l a							
893-3			a a a a l a							
1285-3			s i a a							
1303-3			s k o l a							
2197-3			s i a l o							
2828-3			s i n a							
3572-3			s o s u							
1095-3			l i l a							
1755-3			tʰ s i							
1789-3			k a l a a n g a							
3207-3			f u l a							
3519-3			tʰ u l a							
3686-3			tʰ u m b a							
4249-3			k u s i							
4451-3			i s i							
448-3			l o s u s i							
630-3			β o k l o							
1216-3			k a a u n a							
1228-3			b o o o							
1418-3			s i l a a l a							
1475-3			k o a							
3397-3			β o l a							
4003-3			s a n ɲ a							
4040-3			k e n i							
4373-3			s i l i							
4384-3			i l o							
181-3			k o a o k o							
419-3			l o k a							
587-3			o u n g o							
660-3			l o l o							
1083-3			l i l o							
1350-3			l j o							
1374-3			tʰ a n a							
1396-3			s o f u							
1666-3			tʰ a i l o							
1767-3			tʰ o r a							
1906-3			n k a l a							
2177-3			i k o l i							
2286-3			l a							
2317-3			f u l a							
2750-3			l k s i							
3275-3			s a a n a							
3464-3			l o n a							
3639-3			k u n a m i l a							
3981-3			o l m a n a							
4192-3			s u m b a							
4260-3			s i i a							
4350-3			l o a l o o							
278-3			p i							
745-3			x i x o							
3971-3			x o l a							
93-3			k o n o							
200-3			β i a							
374-3			s a a l a a a							
508-3			l o f u							
528-3			β i l a							
1137-3			s i k a							
1585-3			o l l o							
1712-3			f u l o							
2088-3			s i n a							
2334-3			s i k o							
2393-3			m a n a							
2665-3			i a x a							
2738-3			β e k l a							
3675-3			l o o l a							
4137-3			s l a							
4440-3			p i l o							
4574-3			a a a l a							
4688-3			l l i o							
2798-3			i i a							
3067-3			n d u							
3531-3			o a n u x a							
3767-3			l i							
4632-3			x a s u							
401-3			k a							
649-3			l e e k a							
755-3			k a l a							
1032-3			l o l a l a							
1043-3			tʰ o l o							
1273-3			l o o n a							
1362-3			s u							
1895-3			k a							
2615-3			tʰ a a							
2784-3			tʰ a r u							
2904-3			k o n d a a							
2689-4				t o i a						
893-4				o i o dʒ a a						
1285-4				o o a a						
3572-4				t o s i						
1755-4				b ɔ a						
1789-4				k i i a o ŋ g a						
3686-4				t i m a a						
4451-4				b i s a						
1216-4				dʒ á a e i a						
4003-4				s i i a a						
419-4				ts i i a						
1122-4				b e i a						
1430-4				i ɔ r i						
1666-4				t i i i i						
1767-4				k ɔ r i						
55-4				b o ɔ a						
94-4				b o r a						
2717-4				b k o o g a						
1339-4				t i i i						
4632-4				k o r i						
2784-4				ts i i i						
3160-4				i i r i						
2689-5					t u m a					
893-5					a n d k a					
1285-5					l i a					
1303-5					s k u m					
2197-5					s i u l a					
2828-5					ʃ i n a					
3572-5					s u n i					
1095-5					l i l a					
3207-5					β u l a					
3519-5					t u m a					
3686-5					t i m a a					
4249-5					k u l i					
448-5					l u a l					
630-5					β e l a					
814-5					t u m p a					
1228-5					β i					
1418-5					ʃ i l a a k a					
2026-5					t i i					
2775-5					t u a p a					
3397-5					k u l a					
3826-5					s u k					
4040-5					u n i					
4373-5					i i l a					
4384-5					i l a					
84-5					t u k u l u					
116-5					ʃ i k a					
587-5					a n k a					
848-5					k u l a					
1159-5					t a					
1350-5					l j a					
1396-5					s u f u					
1430-5					i u s a					
1767-5					k u l					
2286-5					l a					
2317-5					f u p a					
2419-5					s e k a					
2750-5					i ʃ i					
3018-5					k i l a					
3275-5					t a n a					
3441-5					s e ŋ g a					
3885-5					t u					
4192-5					ʃ i a a a					
4260-5					s i					
4350-5					l i l a a					
278-5					β a					
745-5					t ŋ k					
3971-5					k u m					
55-5					n u m a					
94-5					t u l					
2717-5					l k u n g u					
4139-5					m u n					
200-5					β i					
374-5					t u u l a					
508-5					β a f a					
528-5					β i l					
575-5					t a					
1137-5					s u k a					
1339-5					t i i					
1872-5					p a					
2537-5					l u i					
2738-5					β e l a					
2872-5					k u l i					
2893-5					t u k u u					
3675-5					l j l a					
4028-5					t i					
4238-5					i i s u ʃ i					
4429-5					u s a					
4485-5					s u					
2798-5					n i					
3531-5					a u ʃ u k a					
3767-5					l a					
4632-5					k u l i					
1033-5					k u n s a l a					
3185-5					f i k a					
649-5					l a					
1110-5					t e a					
1263-5					t a					
1273-5					l j u a					
1329-5					i k u					
1617-5					t u k a					
1917-5					l u a					
1969-5					t a					
2483-5					k u l					
2615-5					t a					
2700-5					t a n g a					
2884-5					p j					
2972-5					t e					
3030-5					l i p					
3261-5					tʃ e l e					
1303-6						s k o				
1755-6						s ɔ ɔ				
448-6						s ɔ k ɔ ɔ ɔ				
1475-6						k s i				
3397-6						k u l i				
2286-6						l ɔ				
278-6						s i				
2717-6						k k o o d ɔ				
4137-6						s i i i				
3767-6						l				
1033-6						k l k l k l				
2689-7							u m a			
893-7							a n u a a			
1285-7							n u a a			
1303-7							g o m a			
2197-7							z a a a			
2828-7							i n a			
3572-7							s o n i			
1095-7							i m a			
1755-7							i n a			
1789-7							k u a a ŋ k a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							u m i			
4451-7							v i s i			
814-7							s o m b e			
1216-7							k u v a v a			
1475-7							z u a			
2026-7							t e e a			
2775-7							v u m a a			
3826-7							z o k a			
4003-7							s i v a			
4040-7							e ɲ i			
84-7							d i ɣ u r a			
116-7							s i a			
181-7							s u o u g a			
419-7							k o k a			
587-7							o ŋ k a			
660-7							o a			
848-7							s u v a			
1122-7							v u v a			
1159-7							i a			
1374-7							s n e			
1396-7							z u v u			
1430-7							i o s i			
1906-7							i i s i r a			
2177-7							g a r a			
2419-7							s e a			
3018-7							z i a			
3275-7							g a n a			
3441-7							s e ŋ k a			
3464-7							v o n a			
3639-7							ɣ i u m a m a			
3885-7							u m a			
4192-7							v i m b a			
745-7							z u k a			
3971-7							a m a			
55-7							u m a			
2717-7							ŋ dʒ e ŋ g a			
4139-7							m e v a			
93-7							k o n o			
459-7							u m a			
575-7							t a			
1712-7							v u m a			
2088-7							v i a			
2166-7							u m b a			
2334-7							z i ɣ a			
2393-7							m a ɲ a			
2537-7							r u m e			
2665-7							i ɲ z i			
2997-7							a s a			
4028-7							v w e			
4316-7							t i t u			
4429-7							d o s a			
4688-7							i m a e			
3067-7							z u			
3185-7							v i i k a			
794-7							v i v a k a			
143-7							v u			
388-7							v u u m a			
599-7							t a m b i			
836-7							s u m a i			
969-7							i s a			
1110-7							t e m a			
1263-7							t a a			
1329-7							i ɣ a t r a			
1362-7							s i i			
1606-7							o o t o			
1629-7							k o i i			
1744-7							i v ɲ a			
1917-7							r u m a			
1989-7							s i a			
2037-7							i d u r a			
2128-7							s e m a e			
2186-7							ɣ u r a			
2700-7							t a ŋ g a			
2797-7							m o m a			
2904-7							s u n u a a			
2972-7							t e			
3148-7							i t a			
3364-7							s o s a			
2689-8								n u m a		
1285-8								n w a a		
1303-8								ô k o m a		
2197-8								ʝ k ô r a		
2828-8								ʝ u n a		
3572-8								k u n a		
1755-8								k w a		
1789-8								k ô r o ŋ g a		
3207-8								k u r a		
3519-8								ʝ u m a		
3686-8								ʝ i m w a		
4249-8								k u m a		
4451-8								i i a		
814-8								r o m b a		
1228-8								ʝ ô i a		
2026-8								t u i a		
2775-8								r u k m b a		
3826-8								r u k a		
4040-8								k u n i		
181-8								r ô ŋ g o		
660-8								r ô r a		
848-8								k u r a		
1083-8								r ô r a		
1159-8								n a		
1350-8								r u i a		
1396-8								ʝ ô i a		
1666-8								t i n a		
2177-8								ô ô t i		
2317-8								k u p a		
4260-8								ʝ ô i a		
745-8								t u k o		
3971-8								k u m a		
94-8								k ô k a		
2717-8								ŋ t u ŋ g a		
4139-8								m ô n a		
43-8								w i a a		
575-8								t a a		
871-8								ɣ ô n a		
1339-8								t w i a		
1585-8								k a		
1872-8								p a a		
2893-8								k ô k a a		
4028-8								m w a		
4316-8								t n t a		
4440-8								k ô r i		
4485-8								r u		
4688-8								ʝ m w i		
2798-8								ô ô u		
794-8								w i n ô a a		
994-8								t p a a		
1006-8								n ô m a a		
1043-8								k ô r o		
1617-8								ô u k a		
1969-8								r ô m a		
3364-8								r ô t a		
2689-9									s a m a	
893-9									s n a g a	
1285-9									n e a a	
1303-9									i g o m a	
2197-9									s k a l a	
2828-9									s i n a	
3572-9									s i n a	
1095-9									s i m a	
1789-9									k i l a m g a	
3207-9									k i l a	
4249-9									k i m a	
4451-9									b i g a	
630-9									b a l a	
814-9									s o m b a	
1228-9									b w a a	
1418-9									s i m a k a a	
1475-9									k w a	
2026-9									k á a a	
2775-9									k i m b a	
3397-9									b o l a	
3826-9									s o g a	
4003-9									s i l b a	
4040-9									g i n i	
4373-9									s i a	
4384-9									i n a	
116-9									s i g a	
181-9									g o ŋ g o	
1083-9									l i l a	
1374-9									s n a	
1430-9									i i s a	
1666-9									s i a a	
1767-9									s o l a	
1906-9									g a l a	
2177-9									g a b a	
2419-9									s i g a	
2750-9									n b i	
3018-9									s i g a	
3441-9									s á ŋ g a	
3885-9									k i m a	
3981-9									i a a a	
4260-9									s e n a	
4350-9									l l o o	
278-9									b a	
745-9									k i g a	
55-9									s ʊ m a	
94-9									b o n a	
4139-9									m o n a	
200-9									b i	
528-9									b i l a	
871-9									g o n a	
2088-9									b i g a	
2166-9									s á m b a	
2334-9									b i g a	
2393-9									i g a	
2537-9									s i m a	
2665-9									i ŋ g a	
2738-9									b e e l a	
2872-9									s o s a	
2997-9									k m b a	
3075-9									k o o b a	
4238-9									s o s a	
4429-9									s á s e	
4440-9									b i l a	
4485-9									s e	
4574-9									k w a a l a	
2798-9									n e a	
3067-9									n d a	
3767-9									l o	
4632-9									s i l i	
1033-9									k o l a k o l a	
3185-9									b i g a	
240-9									o g o	
401-9									g a	
755-9									g i l a	
836-9									k á m b a	
1006-9									k u u ŋ g u	
1744-9									i b g a	
1989-9									z i g a	
2037-9									k g a g a	
2128-9									k i m b a	
2186-9									i a	
2483-9									k ʊ l a	
2592-9									l o l a	
3030-9									l i a	
3160-9									s ʊ r a	
2689-10										a a
893-10										a a a a
1285-10										n̩ a a a
2197-10										b ʊ l a
2828-10										l i l a
1095-10										l ɔ l a
1755-10										á a a
3207-10										b ʊ l a
3519-10										r ʊ χ a
448-10										a a r a a a
630-10										l ʊ l a
1216-10										χ a b a
1418-10										i l a a a
2775-10										l ʊ l ʊ a a
3397-10										b i l a
4373-10										l i l a
4384-10										i l a
84-10										χ ʊ χ ʊ l a
1083-10										l i l a
1122-10										χ a a a
2286-10										l a
2317-10										χ ʊ l a
3018-10										i l a
3275-10										b ʊ l a a
3464-10										b á l a
3639-10										t i r a a á n a
3885-10										i l a
3981-10										l a ɔ n a
94-10										ɔ a
4139-10										ɔ n a
43-10										χ i r a a
374-10										a a i l a a a
459-10										χ ʊ d a
508-10										l ʊ l a
871-10										ɔ n a
1712-10										b ʊ l a
2893-10										l i χ ʊ a
3075-10										χ ʊ l a l a
3531-10										a r ʊ l a
794-10										χ á b a a
1032-10										tsʰ i l a l a
2797-10										a m a
