COGID	dutch	english	french	german
1650-4				n ʊ t
1663-4				ʃ a l ts
2279-4				l ɪ n ə n
471-4				z eː ə ə
1385-4				z aː t
792-4				r ɔ k
1111-4				m a s t
197-4				z au t ə
2020-4				l a ŋ
867-4				h ʊ n d ə r t
1970-4				f ɔ l
1230-4				t ɛ r t ə n
2017-4				n au
968-4				v ɛ r k l t
1674-4				l a n t
1671-4				h ʏ f ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au f
-1816-4				au ʃ t ə n
-335-4				l eː ɡ oː n ə n
1043-4				ʃ t r ɔy m
