COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
2017		pʰ w a ¹		pʰ w a ¹			pʰ w a ¹	pʰ w a ¹	h w a ¹				pʰ w a ¹			
2320					t aː ŋ ¹	t aː ŋ ¹										
8951	m j ə t ¹			m j a t ¹										m j ə t ¹	m j a t ¹	
4236		ȶ au ¹		t a ¹												
9202				p w ə t ¹	pʰ aː t ¹	pʰ aː t ¹	h aː t ¹				pʰ aː t ¹	h aː t ¹				
9444					l a ¹							l a ¹				
8732				t e k ¹			t e k ¹					t e k ¹				
6735				tsʰ aːi ¹		tsʰ aːi ¹	s ai ¹	tsʰ aːi ¹	tsʰ aːi ¹	tsʰ aːi ¹		tsʰ aːi ¹		tsʰ aːi ¹		tsʰ aːi ¹
9233	s ai ¹	ts ai ¹								s ai ¹			z ai ¹	s əi ¹	z ai ¹	s ai ¹
3954					s i ¹	s i ¹		ɕ i ¹	ɕ i ¹		s i ¹	s i ¹				
9705					ɣ i ¹	ɣ i ¹					ɣ i ¹	ɣ i ¹				
8329	ˀŋ w a ¹		ˀŋ w a ¹							ˀŋ w a ¹				ˀŋ w a ¹	ˀŋ w a ¹	ˀŋ w a ¹
10685	ⁿd j o ŋ ¹	t j o ŋ ¹	ⁿd j o ŋ ¹					ⁿd j o ŋ ¹	ⁿd j o ŋ ¹	ⁿd j o ŋ ¹				ⁿd j o ŋ ¹	ⁿd j o ŋ ¹	ⁿd j o ŋ ¹
8008					s aːu ¹	s aːu ¹						s aːu ¹				
5723		kʰ a ¹											x a ¹			
8783		ɣ o ¹					ɣ o ¹						ɣ o ¹			
3984	f a ŋ ¹			f a ŋ ¹			h w a ŋ ¹					v a ŋ ¹		f a ŋ ¹	f a ŋ ¹	
7031				ȵ o n ¹	ˀŋ o n ¹	ˀŋ o n ¹	ȵ w ə n ¹									
2392	t a ¹													t a ¹		
470	t u ŋ ¹	t u ŋ ¹						t u ŋ ¹			t u ŋ ¹				t u ŋ ¹	t u ŋ ¹
9529		ȵ a p ¹		j a p ¹	kʰ a p ¹		ⁿd a p ¹					qʰ a p ¹	ȵ a p ¹			
9807		q o p ¹			q o p ¹	q o p ¹	q o p ¹			q o p ¹		q o p ¹	q o p ¹	q o p ¹	q o p ¹	q o p ¹
4356	l w ə ¹			l w ə ¹											l w a ¹	
1955			n aː n ¹	n aː n ¹				n aː n ¹	n aː n ¹							
7503	ˀn e ¹	n e ¹		n e ¹			n e ¹						n e ¹	ˀn əi ¹	ˀn e ¹	ˀn e ¹
2822		ȵ u ŋ ¹											ȵ u ŋ ¹			
21	ȶ ə n ¹		ȶ ə n ¹		ȶ i n ¹	ȶ ə n ¹				ȶ i n ¹				ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
5982				t u n ¹			t w ə n ¹									
8468					kʰ aː ŋ ¹	kʰ aː ŋ ¹					kʰ aː ŋ ¹	kʰ aː ŋ ¹				
1996	p o n ¹	p o n ¹								pʰ o n ¹			pʰ o n ¹	p o n ¹	pʰ w a n ¹	pʰ o n ¹
9368							ɕ j a ¹				s j e ¹					
1851	h j e ¹		h j a ¹					h j a ¹	h j a ¹							
5808					ⁿd au ¹	ˀd au ¹					ˀd au ¹	ˀd au ¹				
10955					ŋ̊ aː n ¹	ŋ̊ aː n ¹					ŋ̊ aː n ¹					
9809						q a ¹						k a ¹				
2724			ȵ u ¹							ȵ̥ u ¹				ȵ̥ u ¹	ȵ̥ u ¹	
10688				ts ə m ¹							ts j ə m ¹					
6021			ʁ e ¹		ʁ e ¹	ʁ e ¹		ʁ e ¹	ʁ e ¹	ʁ e ¹	ʁ e ¹	ʁ e ¹				ʁ e ¹
11083	ȶ ə n ¹		ȶ ə n ¹			ȶ ə n ¹				ȶ i n ¹	ȶ ə n ¹			ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
8311	h a m ¹	h a m ¹	h a m ¹					h a m ¹	h a m ¹	h a m ¹			h a m ¹	h a m ¹	h a m ¹	h aː m ¹
173								p aː ŋ ¹	p aː ŋ ¹							
5826						h u ¹					h u ¹					
2414					h aː n ¹	h aː n ¹					h aː n ¹					
3917													ȶʰ a ¹		ȶʰ a ¹	
7192				qʰ a n ¹			qʰ a n ¹									
1973					l u ¹			l u ¹			l u ¹	l u ¹			l u ¹	
6259	ts a n ¹			ts a n ¹			ȶ a n ¹						s a n ¹			
9074	l j u k ¹		l j u k ¹					l j u k ¹	l j u k ¹	l j u k ¹				l j u k ¹	l j u k ¹	l j u k ¹
348							h j ã ¹	h j aː ŋ ¹	h a ¹							
8209	l j e m ¹								l j aː m ¹		l j aː m ¹	l j aː m ¹		l j aː m ¹		
1956					ˀȵ aː m ¹	ˀȵ aː m ¹				ˀȵ aː m ¹	ˀȵ aː m ¹	ˀȵ aː m ¹			ˀȵ aː m ¹	ˀȵ aː m ¹
493				f a n ¹												f a n ¹
7870					ts e k ¹							ts e k ¹				
1382		q e n ¹			k i ŋ ¹	k i ŋ ¹					k i ŋ ¹		q e n ¹		k i n ¹	
10332		t j aːu ¹	t j aːu ¹		t j aːu ¹	t j aːu ¹		t j aːu ¹	t j aːu ¹	t j aːu ¹	t j aːu ¹		t j aːu ¹			t j aːu ¹
10689					t au ¹							ts ə ¹	ȶ e ¹			
8191	t o k ¹	s o p ¹		t o k ¹									s o k ¹			
4255		ȶʰ a ¹			ts j a ¹	ts j a ¹					ts a ¹		ȶʰ a ¹			
2941		m ai ¹											m ai ¹			
9077					ʔ a ŋ ¹	ʔ a ŋ ¹					ʔ a ŋ ¹	ʔ a ŋ ¹				
6855				t au ¹			t au ¹									
9650						s ə n ¹					pʰ ə n ¹				s j a n ¹	
10542	l u ¹		l u ¹	l u ¹			l u ¹	l u ¹	l u ¹	l u ¹			l aːu ¹	l u ¹		l u ¹
9953					ˀd j o ¹						ˀd j o ¹	ˀd j o ¹				
9952		ɕ o ¹											ɕ o ¹			
6309	l o ŋ ¹	q u n ¹	q o n ¹	k u n ¹			q w ə n ¹	m o n ¹	q o n ¹				q u n ¹			l o ŋ ¹
7191	l j ə n ¹	l j ə n ¹	l j a n ¹						l j a n ¹	l j e n ¹			l j ə n ¹	l j ə n ¹	l j a n ¹	l j a n ¹
106	k a m ¹		k a m ¹	k a m ¹		k a m ¹		k a m ¹	k a m ¹	k a m ¹	k a m ¹				k a m ¹	k a m ¹
10330	f j ə t ¹													f ə t ¹	f i t ¹	
8381		kʰ u ¹			qʰ o ¹	qʰ o ¹					qʰ o ¹	qʰ o ¹				
8449		k ə ¹													q ə ¹	
8938	tʰ a ¹	tʰ a ¹	tʰ a ¹		tʰ a ¹				tʰ a ¹	tʰ a ¹	tʰ a ¹		tʰ a ¹		tʰ a ¹	tʰ a ¹
3794					t a ŋ ¹						t a ŋ ¹	t a ŋ ¹				
5877		l au ¹											l au ¹			
8884						h e ¹										h e ¹
7158	ˀd a ¹	t a ¹			ⁿd a ¹	ˀd a ¹		ⁿd ə ¹		ˀd a ¹	ˀd a ¹	ˀd a ¹		ˀd a ¹	ˀd a ¹	
3181										s j e ¹	s j e ¹					
3126	t u k ¹	t u k ¹								t u k ¹			t u k ¹	t u k ¹	t u k ¹	t u k ¹
6857														l aː k ¹	l aː k ¹	l aː k ¹
7552				h i ¹			h i ¹									
8330		ŋ aː ŋ ¹		n i ŋ ¹	ˀŋ aː ŋ ¹	ˀŋ aː ŋ ¹	ŋ aː ŋ ¹				ˀŋ aː ŋ ¹		ŋ aː ŋ ¹			
7486	j eu ¹		j eːu ¹	j j u ¹					j j u ¹	j j u ¹				j j u ¹		j j eu ¹
2750		q u ¹														k u ŋ ¹
10172								q e ¹	q e ¹		q e ¹					
3603		n u ¹			n o ¹		n u ¹	n u ¹					n u ¹	n u ¹	n u ¹	
7972		v e n ¹			ˀb j e n ¹						ˀb e n ¹		v e n ¹			
11164		m õ ¹											m o ¹			
3697		l aːu ¹											l aːu ¹			
5569						ȶʰ a ¹					ȶʰ a ¹					
7620			t j aː ŋ ¹	t j ə ŋ ¹			t j ə ŋ ¹	t j aː ŋ ¹	t j aː ŋ ¹							
2413		k aːi ¹										q aːi ¹				
7991					n̥ i ¹	n̥ i ¹				n̥ i ¹	n̥ i ¹	n̥ i ¹				
6809		k ə n ¹			k ə n ¹		k ə n ¹						k ə n ¹		k ə n ¹	
10737				au ¹			au ¹						au ¹			
862							q au ¹					q a ¹				
3793					t u ¹	t u ¹					t u ¹					
7065				j a ¹												j a ¹
10766		h a ¹		ʔ ai ¹									h a ¹			
7868		t a t ¹	t a t ¹			t a t ¹				t a t ¹	t a t ¹				t a t ¹	
9323				l j u ¹			l j u ¹	l j u ¹	l j u ¹						l j u ¹	
9805	l u p ¹		l u p ¹						l u p ¹							
2322													p j aːi ¹	p j aːi ¹		
2907	t a ¹	t a ¹								t a ¹				t a ¹	t a ¹	
4965					ʁ e p ¹	ʁ e p ¹					ɣ e p ¹	ʁ e p ¹				
10451						ɕ o ¹		h j o ¹	h j o ¹		h o ¹		ɕ o ¹	ɕ o ¹		
8312				h a ¹		h a ¹					h a ¹	h a ¹				
3051	ˀd j u p ¹	l j u p ¹				ˀd j u p ¹				ˀd j u p ¹			l j ʊ p ¹			
258				tʰ əː t ¹					tʰ j e t ¹							
8617								ⁿd ai ¹	ⁿd ai ¹							
9114	l i ¹		l i ¹	l i ¹			l i ¹									l i ¹
1971	ts i m ¹	ts i m ¹	ȶ i m ¹	ts ə m ¹		ts j u m ¹	ȶ i m ¹						ts i m ¹	ts i m ¹	ts i m ¹	
1572		q a m ¹											q a m ¹			
3627		ȶ aː k ¹											ȶ aː k ¹			
3297							h au ¹		h au ¹							
7013		n j a n ¹			ˀȵ i n ¹	ˀȵ ə n ¹					ˀȵ ə n ¹	ˀȵ i n ¹	ȵ ə n ¹			
4536		kʰ aːu ¹											x aːu ¹			
11071						k ai ¹	k ai ¹									
10507						s j aː ŋ ¹				s j aː ŋ ¹		s i ŋ ¹				
10257					ɕ j u ¹	ɕ j u ¹					h j u ¹	ɕ j u ¹				
10448		l j eu ¹			ɬ o ¹										l j o ¹	
10952	m̥ aː n ¹		m̥ aː n ¹							m̥ aː n ¹				m̥ aː n ¹	m̥ aː n ¹	m̥ aː n ¹
6452					ʁ a ¹	ʁ a ¹					ʁ a ¹	ʁ a ¹				
9806	t i n ¹	t i n ¹		t i n ¹			t i n ¹	t i n ¹	t i n ¹		t i n ¹		t i n ¹		t i n ¹	t i n ¹
7243	h ui ¹			h ui ¹												
3769								ⁿb aː n ¹	ⁿb aː n ¹							
5825				p j a ¹			p j a ¹									
1713			n̥ a ¹		n̥ a ¹	n̥ a ¹				n̥ a ¹	n̥ a ¹	n̥ a ¹		n̥ a ¹	n̥ a ¹	
10738								pʰ u ¹	pʰ u ¹							
7122				n j a ¹			n j a ¹									
228					ts j aː ŋ ¹	ts j aː ŋ ¹		ȶ aː ŋ ¹	ȶ a ŋ ¹	ts j aː ŋ ¹	ȶ a ŋ ¹	ts j aː ŋ ¹				
3628					ts ai ¹	ts ai ¹		ts ai ¹		ts ai ¹	ts ai ¹	ts ai ¹				
4831								q u m ¹	q u m ¹							
259								l ə t ¹			l ə t ¹					
11181		ʔ j u ¹			ʔ j u ¹	ʔ j u ¹			ʔ j u ¹	j u ¹		j u ¹		ʔ j e ¹		
8954					ɣ ai ¹	ɣ ai ¹					ɣ ai ¹	ɣ ai ¹				
226			h j a ŋ ¹											ɕ a ŋ ¹		ɕ a ŋ ¹
1417					ˀn a m ¹	ˀn a m ¹					ˀn a m ¹					
4587				t i ¹			t i ¹	t i ¹								
4271	ˀb ə ¹	m ə n ¹	p ə ¹					p ə ¹	p ə ¹					ˀm ə ¹	ˀb ə ¹	
3912				ts u m ¹		s u m ¹		s u m ¹	s u m ¹			s ə m ¹				
2996							t au ¹	ts au ¹	ts au ¹							
10509								kʰ aːi ¹	kʰ aːi ¹		kʰ aːi ¹	kʰ aːi ¹				
1318				ɣ aː ŋ ¹				ɣ aː ŋ ¹	ɣ aː ŋ ¹			l aː ŋ ¹			ɣ aː ŋ ¹	
7209					t j e m ¹						t j e m ¹	t j e m ¹				
4007	q a m ¹						q a m ¹	q a m ¹	q a m ¹	q a m ¹	q a m ¹			q a m ¹		q a m ¹
5984			l o m ¹		l o m ¹	l o m ¹		l o m ¹	l o m ¹							
2358				qʰ ui ¹			qʰ ui ¹									
5335					m o ¹	m o ¹					m o ¹	m o ¹				
800					ɕ o n ¹		s w ə n ¹									
6400		kʷ aː ŋ ¹											kʷ aː ŋ ¹			
2319	j ə n ¹	j ə n ¹	j ə n ¹	j a n ¹		j ə n ¹	j a n ¹	j ə n ¹		j ə n ¹	j ə n ¹		j ə n ¹		j a n ¹	
1712	ɕ a m ¹	kʰ a m ¹														
6733		kʰ j u ¹	ɕ j u ¹		ȶʰ j u ¹								kʰ j u ¹		ȶʰ j u ¹	
4219		k a ¹			k a ¹							k a ¹				
5284		h aːu ¹											h aːu ¹			
9200		t j ə t ¹											t j ə t ¹			
6417	ʔ w o ŋ ¹		ʔ w aː ŋ ¹							ʔ w aː ŋ ¹					ʔ w a ŋ ¹	ʔ w aː ŋ ¹
3909	l a ŋ ¹	l a ŋ ¹								l a ŋ ¹				l a ŋ ¹		
534					ʁ a ¹	ʁ a ¹					ʁ a ¹	ʁ a ¹				
10717				ⁿd w ə ¹			ⁿd w ə ¹									
9018	ŋ ai ¹		ŋ̊ ai ¹							ŋ̊ ai ¹	ŋ̊ ai ¹			ŋ̊ əi ¹	ŋ̊ ai ¹	ŋ̊ ai ¹
7750	l o t ¹	l o t ¹											l o t ¹	l u t ¹		l w aː t ¹
3128			f j a ¹		f a ¹	f j a ¹					f j a ¹	f a ¹				
11129	ȶ ə n ¹				ȶ i n ¹					ȶ i n ¹	ȶ ə n ¹			ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
4009		kʷ aːu ¹										q a ¹	kʷ aːu ¹			
3533		t aːu ¹											t aːu ¹			
7030		p u n ¹											p u n ¹			
6488					ʔ u ¹		ʔ u ¹		ʔ u ¹		ʔ u ¹					ʔ u ¹
6071				kʰ i n ¹			kʰ i n ¹				kʰ i n ¹					
6037		p aːu ¹											p aːu ¹			
2725				h̃ j u ¹			h̃ j u ¹									
9478					q e ¹	q e ¹					q e ¹	q e ¹				
4176	s i ¹	s ɿ ¹		ɕ i ŋ ¹									s i ¹	s ɿ ¹	s ɿ ¹	s ɿ ¹
9634								pʰ w a ¹	pʰ w a ¹				pʰ w a ¹			
9565		l ui ¹											l ui ¹			
6277		l j u p ¹	ⁿd j u p ¹		ˀd j u p ¹	ˀd j u p ¹		ⁿd j u p ¹	ⁿd j u p ¹		ˀd j ə p ¹		l j ʊ p ¹		ˀd j u p ¹	
3176	n aːu ¹			n aːu ¹										n aːu ¹		n aːu ¹
8953			ⁿb j u m ¹					ⁿb j u m ¹	ⁿb j u m ¹	ⁿb j u m ¹						ⁿb j u m ¹
402				h̃ o ¹				h o ¹	h õ ¹							
10168	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹					kʰ u ŋ ¹	kʰ u ŋ ¹			kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹	kʰ u ŋ ¹
3988											ˀd o n ¹		t o ŋ ¹			
6545		j i ¹		j i ¹									j i ¹			
9073	ʔ u k ¹							ʔ u k ¹							ʔ u k ¹	
4237					q a ¹	q a ¹					q a ¹	q a ¹				
3953					h ai ¹							h ai ¹				
1317		l j o k ¹								l j o k ¹	l j o k ¹		l j o k ¹	l j o k ¹		l j o k ¹
8208		l j o ¹											l j o ¹			
6807	p i ¹			v i ¹			ⁿb i ¹								ˀb i ¹	
4880	ˀb o ŋ ¹				ˀb o ŋ ¹	ˀb o ŋ ¹		ⁿb o ŋ ¹	ⁿb o ŋ ¹	ˀb o ŋ ¹	ˀb o ŋ ¹	ˀb u ŋ ¹		ⁿb o ŋ ¹	ˀb o ŋ ¹	ˀb o ŋ ¹
9784					qʰ eu ¹	qʰ eu ¹	qʰ au ¹				qʰ eu ¹	qʰ eu ¹				
3790	l aːu ¹		l aːu ¹	l aːu ¹			l aːu ¹	l aːu ¹	l aːu ¹	l aːu ¹				l aːu ¹		l aːu ¹
11133			q a ¹	q o ¹		k o ¹	k o ¹	q a ¹	q a ¹			ɣ o ¹	q ə ¹			
3859					t a ¹	t a ¹					t a ¹	t a ¹				
3298								ŋ au ¹	ŋ a ¹							
10620			h j ai ¹	h j a ŋ ¹			h j u ¹	h j ai ¹								
2016	m̥ a ¹		m̥ a ¹		m̥ a ¹	m̥ a ¹				m̥ a ¹	m̥ a ¹	m̥ a ¹		m̥ a ¹	m̥ a ¹	m̥ a ¹
2910					q ə ¹	k u ¹										
1749				m o m ¹							m u m ¹					
9383					ts u t ¹	ts u t ¹					ts u t ¹					
8279			l a ¹				l a ¹			l a ¹						
8986				pʰ j ai ¹			pʰ j ai ¹	pʰ ai ¹	pʰ ai ¹							
7032											t a ŋ ¹	t a ŋ ¹				
7100								kʰ a ŋ ¹	kʰ a ŋ ¹							
4881		v a ŋ ¹	l aː n ¹	l aː n ¹			l aː n ¹						v a ŋ ¹			
9338	kʰ aː ŋ ¹					x aː ŋ ¹				kʰ aː ŋ ¹		x aː ŋ ¹		kʰ aː ŋ ¹		kʰ aː ŋ ¹
4357	ts aː p ¹			ts a ¹	ˀd a ¹											
68					q a ¹							q a ¹				
10736		n̥ u ¹			n̥ au ¹	n̥ au ¹				n̥ u ¹	n̥ au ¹	n̥ au ¹		n̥ u ¹		n̥ u ¹
4359			m ai ¹				m ai ¹	m ai ¹		m ai ¹	m ai ¹					
2623										t o ŋ ¹	t o ŋ ¹	t o ŋ ¹			t o ŋ ¹	
6209	t a n ¹	t a n ¹	t a n ¹	t i n ¹		t j i n ¹							t aː n ¹	t j aː n ¹	t j a n ¹	t a n ¹
10054		h aː n ¹		h aː n ¹	h aː n ¹	h aː n ¹	h aː n ¹					h aː n ¹	h aː n ¹		h aː n ¹	
1853				l j e ¹			l j a ¹								l j a ¹	
2053					q au ¹	q au ¹					q au ¹	q au ¹				
3824		q aːu ¹											q aːu ¹			
7504			f e ¹		v e ¹	v e ¹		f e ¹	f e ¹	f e ¹	v e ¹	v e ¹				
136	l j eu ¹		l j eu ¹	l j u ¹			l j əu ¹	l j eu ¹	l j eu ¹	l j eu ¹				l j eu ¹	l j eu ¹	l j eu ¹
8331								m j aː ŋ ¹	m j aː ŋ ¹							
7118	ɕ a ŋ ¹	h a ŋ ¹	h j a ŋ ¹				h j a ŋ ¹			ɕ a ŋ ¹			h a ŋ ¹	ɕ a ŋ ¹	ɕ a ŋ ¹	ɕ a ŋ ¹
3499		k aːu ¹											k aːu ¹			
3604			q u m ¹	q u m ¹		q u m ¹	h u m ¹		q u m ¹						h u m ¹	
3160		l j e ¹											l j e ¹			
3987			ˀn o n ¹			ˀn o n ¹		n o n ¹	n o n ¹	ˀn o n ¹						ˀn o n ¹
2412	ˀd i ¹		ⁿd i ¹	ⁿd i ¹			ⁿd i ¹	ⁿd i ¹	ⁿd i ¹	ˀd i ¹				ˀd i ¹	ˀd i ¹	ˀd i ¹
7990			f a ¹							f a ¹					f a ¹	
2447		p ui ¹											p ui ¹			
6310	ⁿd j ə n ¹				ⁿd i ŋ ¹	ⁿd j ə ŋ ¹					ⁿd j ə ŋ ¹	ⁿd i ŋ ¹				ⁿd j ə n ¹
5003							l o ŋ ¹						l u ŋ ¹			
10655				au ¹			au ¹									
4358			p aːi ¹				p ai ¹	p aːi ¹	p aːi ¹	p aːi ¹	p aːi ¹		p aːi ¹			
9339		kʰ au ¹					kʰ au ¹									
137		ɣ aː ŋ ¹			ɣ aː ŋ ¹	ɣ aː ŋ ¹					ɣ aː ŋ ¹	ɣ aː ŋ ¹	ɣ aː ŋ ¹			
9322		ŋ u n ¹				ʁ u n ¹							ŋ u n ¹	ˀŋ u n ¹		
10170					l aːu ¹	l aːu ¹					l aːu ¹	l aːu ¹				
1628					l o k ¹							l o k ¹				
4863		m u p ¹											m u p ¹			
6211					t i ¹			t i ¹	t i ¹		t i ¹	t i ¹				
1976										ts aː n ¹						ts aː n ¹
225	ȶʰ i ¹	ȶʰ i ¹											ȶʰ i ¹			
7121						ʔ w a ¹						ʔ w a ¹				
172								k a ¹	k a ¹							
9918					t aː k ¹							ⁿd aː k ¹				
10734	u ¹		u ¹												u ¹	
6935					ˀd aːi ¹	ˀd aːi ¹	d ai ¹				ˀd aːi ¹	ˀd ai ¹				
3935			f j a ¹	f j e ¹	f a ¹	f j a ¹		f j a ¹	f j a ¹		f j a ¹	f a ¹				
3415							h̃ w aː t ¹						h̃ w aː t ¹			
8782	ɕ au ¹				ɕ au ¹	ɕ au ¹				ɕ au ¹	ɕ au ¹	ɕ au ¹		ɕ au ¹	ɕ au ¹	ɕ au ¹
9400	h aː t ¹	h aː t ¹	h aː t ¹			h aː t ¹				h aː t ¹		h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹
5283	l aːu ¹		l aːu ¹	l aːu ¹			l aːu ¹	l aːu ¹	l aːu ¹	l aːu ¹				l aːu ¹		l aːu ¹
9075		t u n ¹		t w ə n ¹	f ə n ¹		t w ə n ¹						t u n ¹			
10953		pʰ w aː n ¹						pʰ w aː n ¹	pʰ w a n ¹				pʰ w aː n ¹			
10796	m̥ u ¹		m̥ u ¹			m̥ u ¹				m̥ u ¹	m̥ u ¹	m̥ u ¹		m̥ u ¹	m̥ u ¹	m̥ u ¹
3294		t j a k ¹			t a k ¹			ⁿd j a k ¹					ⁿd j a k ¹			
7867	n aː k ¹	n a k ¹											n aː k ¹	n aː k ¹		n aː k ¹
3625	k w aː k ¹		k w aː k ¹	k o k ¹			k w ə k ¹		k w aː k ¹	k w aː k ¹				k w aː k ¹	k w a k ¹	k w aː k ¹
8261		ȶ i n ¹											ȶ i n ¹			
3823	ʁ aːu ¹		ʁ aːu ¹					ʁ aːu ¹	ʁ aːu ¹	ʁ aːu ¹	ʁ aːu ¹			ʁ aːu ¹	ʁ aːu ¹	ʁ aːu ¹
4143		ȶ o ¹											ȶ o ¹			
3179					ɕ o n ¹	ɕ o n ¹		h ɥ a n ¹	h j o n ¹			ɕ o n ¹			ɕ w a n ¹	
1997			t j e p ¹					t j e p ¹		t j e p ¹	t j e p ¹		t j e ¹			
8635										ɕ aː n ¹						ɕ aː n ¹
7465	h a k ¹					h a k ¹		h a k ¹			h a k ¹	h a k ¹				
1975								l j aː n ¹	l j aː n ¹							
7029	ʔ u n ¹		ʔ u n ¹					ʔ u n ¹	ʔ u n ¹	ʔ u n ¹				ʔ u n ¹	ʔ u n ¹	ʔ u n ¹
3052										k ə ¹			k ə ¹			
2994		p aː n ¹									kʷ e n ¹		p aː n ¹	pʰ ə ŋ ¹		
8633					q eu ¹	q eu ¹		q eu ¹			q eu ¹	q eu ¹		q eu ¹		
435		ȶʰ o t ¹											ȶʰ o t ¹	ȶʰ o t ¹	ȶʰ o t ¹	
1678	k aː m ¹		k aː m ¹	k aː m ¹				k aː m ¹	k aː m ¹	k aː m ¹				k aː m ¹	k aː m ¹	k aː m ¹
6276	l i n ¹													l i n ¹		l i n ¹
3129				k u ŋ ¹			kʰ o ŋ ¹									
5602				p u ¹				p u ¹								
4011					ts o ŋ ¹	ts o ŋ ¹					ts o ŋ ¹	ȶ o ŋ ¹				
2568	h i k ¹			h i ¹			h i ¹			h i k ¹			s i ¹			ɕ i k ¹
7937					tʰ o ŋ ¹	tʰ o ŋ ¹						tʰ o ŋ ¹				
8159				h e ¹	h e ¹		h e ¹	h e ¹	h e ¹		h e ¹	h e ¹				
10830		kʰ aː ŋ ¹			kʰ aː ŋ ¹	kʰ aː ŋ ¹		kʰ aː ŋ ¹	kʰ aː ŋ ¹	kʰ aː ŋ ¹	kʰ aː ŋ ¹	kʰ aː ŋ ¹			kʰ aː ŋ ¹	kʰ aː ŋ ¹
7619	t j u ¹	t j u ¹								t j u ¹				t j u ¹		t j u ¹
6140			p ə n ¹	p ə n ¹			p ə n ¹	p ə n ¹	p ə n ¹							
8484			m aː ŋ ¹		m j aː ŋ ¹	m j aː ŋ ¹		m aː ŋ ¹	m aː ŋ ¹	m aː ŋ ¹	m j aː ŋ ¹	m j e ŋ ¹			m w a ŋ ¹	m aː ŋ ¹
4397				pʰ j a ¹			pʰ j a ¹	pʰ a ¹	pʰ a ¹							
9355	l j u m ¹	l j u m ¹	l j u m ¹	l j u m ¹				l j u m ¹	l j u m ¹		l j u m ¹		l j u m ¹		l j u m ¹	
3177		t a ¹					t a ¹						t a ¹			
