COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
1495-1	tɕ i ³¹								
4090-1	tɕ i ⁴²								
4802-1	x ɯ ⁴⁴								
1764-1	tɕ i ³¹								
3270-1	m i ⁴²								
1884-1	t a ⁴²								
1203-1	k ɯ ³¹								
6645-1	j ɯ ³⁵								
608-1	kʰ ɯ ²¹								
2889-1	tɕ i ³¹								
5350-1	tɕ i ³¹								
6158-1	t ɯ ⁴⁴								
4306-1	x ɯ ⁵⁵								
4891-1	k ɯ ²¹								
6436-1	k i ⁴⁴								
6213-1	ʂ ɯ ⁴²								
2320-1	tɕ i ⁴⁴								
5253-1	v ɯ ⁴⁴								
5108-1	tɕ i ³¹								
4100-1	tɕ i ³¹								
6018-1	tɕ i ³¹								
1352-1	n ɯ ²¹								
4228-1	p ɯ ⁴⁴								
4247-1	tɕ i ³¹								
75-1	tɕ i ³¹								
118-1	kʰ ɯ ɔ ⁴²								
2866-1	m ɯ ²¹								
64-1	t l ɔ ³³								
43-1	p ɯ ⁴⁴								
128-1	n ɯ ²¹								
7023-1	n ɯ ²¹								
7012-1	n ɯ ⁵⁵								
4497-1	t ɯ ⁴⁴								
2928-1	tɕ i ³¹								
148-1	tɕ ɯ ³¹								
1623-1	t ɯ i ³³								
2648-1	t ɯ ⁴⁴								
2649-1	n ɯ ⁴⁴								
6242-1	n ɯ ³¹								
3943-1	x ɔ ⁵⁵								
1026-1	k ɯ ³⁵								
6404-1	k ɯ ²¹								
585-1	ʈʂ t ɯ ⁴²								
1731-1	j i ⁴²								
5510-1	n ɯ ³⁵								
5360-1	t i ³³								
879-1	p ɯ ²¹								
880-1	m i ⁴⁴								
271-1	p ɯ ³¹								
3565-1	tɕ i ⁴⁴								
3896-1	m ɯ ⁴⁴								
3897-1	tɕ i ³¹								
1816-1	ʈʂ ɯ ⁴²								
3343-1	tɕ i ³¹								
1864-1	ʂ ɯ ⁴²								
2026-1	m w ɯ ⁴²								
6223-1	x ɯ ⁴²								
6224-1	m ɯ ²¹								
337-1	ʈʂ ɤ ⁴²								
4295-1	k v ɔ ³⁵								
384-1	m i ³⁵								
385-1	x ɯ ⁴²								
869-1	kʰ ɯ ²¹								
2745-1	s i ³³								
4690-1	t ɯ ɯ ⁵⁵								
4423-1	ʂ ɯ ³⁵								
5380-1	ʂ ɯ ɯ ³³								
4436-1	ʈʂ ɔ ³¹								
2519-1	p ɯ ³¹								
4975-1	m ɤ ⁵⁵								
4548-1	j ɯ ⁴²								
4397-1	p ɯ ³¹								
6203-1	kʲ ɯ ³¹								
2689-1	t ɯ ²¹								
2599-1	t ɔ ²¹								
2600-1	x ɤ ⁵⁵								
1913-1	ʈʂ i ³¹								
1914-1	t m ɯ ³³								
1903-1	t n ɯ ³³								
6336-1	ts ɯ ³¹								
473-1	ɯ ³¹								
4065-1	k ɤ ³⁵								
6554-1	j ɯ ⁴²								
3114-1	t ɤ ⁴⁴								
4942-1	p ɯ ⁴⁴								
3615-1	pʰ j ɯ ⁴²								
4197-1	k ɯ ²¹								
4198-1	n ɯ ³¹								
1474-1	j ɤ ³³								
6531-1	m ɯ ⁴²								
4954-1	t ɯ ⁴⁴								
4517-1	ʈʂ i ³¹								
1173-1	j ɯ ⁴²								
6365-1	t ɯ ɯ ³¹								
6730-1	tɕ i ³¹								
6380-1	tɕ ɔ ³¹								
924-1	m ɯ ⁵⁵								
752-1	tɕ ɯ ⁴²								
4316-1	t ɯ ³¹								
5181-1	n ɯ ²¹								
5785-1	pʰ ɯ ³¹								
4770-1	p ɯ ³¹								
2755-1	pʰ ɯ ³¹								
1298-1	m ɯ ⁴⁴								
784-1	p ɯ ³¹								
3596-1	t ɯ ⁴⁴								
1799-1	tɕ i ³¹								
5007-1	p ɯ ³¹								
5465-1	ʂ i ⁴²								
170-1	ʈʂʰ i ⁵⁵								
3150-1	t ɯ ⁴⁴								
3780-1	t j ɯ ⁴²								
1706-1	tɕ i ⁴²								
403-1	p ɯ ³¹								
5329-1	p ɯ ⁴²								
1103-1	ʈʂʰ i ⁵⁵								
1113-1	ʂ ɯ ⁴²								
232-1	p ɯ ⁴²								
5925-1	ʈʂ ɔ ³¹								
5926-1	kʲ ɯ ³¹								
5723-1	p ɯ ⁴⁴								
3064-1	p ɯ ³¹								
3065-1	p ɯ ⁴⁴								
3793-1	p ɯ ⁴²								
4409-1	v ɯ ⁴⁴								
720-1	ɕ ɯ ⁵⁵								
721-1	ʈʂʰ j ɯ ³¹								
2266-1	ʈʂʰ ɯ ⁵⁵								
5743-1	k ɯ ²¹								
2124-1	x j ɯ ⁵⁵								
6947-1	t ɔ ²¹								
5448-1	p ɯ ⁴⁴								
4016-1	m j ɯ ⁴²								
5429-1	ʂ ɯ ⁵⁵								
5813-1	kʲ ɯ ⁴⁴								
3813-1	ʂ ɯ ³¹								
3009-1	p ɤ ²¹								
4988-1	tɕ ɯ ⁴²								
1153-1	m ɯ ⁵⁵								
530-1	tɕ ɯ ³¹								
1854-1	m ɯ ⁴²								
4812-1	tɕ ɯ ⁴²								
3355-1	p ɯ ³¹								
6426-1	ʈʂʰ ɔ ³¹								
5027-1	ʂ ɯ ⁴⁴								
4707-1	m t ɯ ⁵⁵								
3139-1	t ɯ ⁵⁵								
6595-1	p ɯ ⁴⁴								
5243-1	k ɔ ⁴²								
5274-1	kʲ ɯ ³¹								
6578-1	ɕ ɛ ⁵⁵								
1612-1	p ɯ ³¹								
3183-1	ʈʂ ɯ ³¹								
4559-1	ʈʂʰ ɤ ⁴²								
4718-1	n ɯ ⁵⁵								
2036-1	j ɯ ⁴²								
3853-1	m ɯ ⁵⁵								
3854-1	t w ɯ ³¹								
4275-1	t ɯ ɯ ³¹								
6961-1	m ɯ ⁴²								
5651-1	ʈʂʰ i ⁵⁵								
5682-1	p ɯ ³¹								
5118-1	ts ɯ ³¹								
1411-1	kʰ ɯ ɯ ³³								
4507-1	ʈʂʰ i ⁵⁵								
4824-1	ʂ ɯ ⁴²								
3246-1	n ɯ ⁵⁵								
317-1	t ɯ ɯ ⁴²								
2215-1	m ɯ ⁵⁵								
2016-1	p ɯ ⁵⁵								
2155-1	ts ɯ ³¹								
3575-1	k i ³¹								
3434-1	x u ɯ ⁵⁵								
3168-1	t ɯ ⁵⁵								
2291-1	pʰ ɯ ³¹								
6148-1	kʲ i ³¹								
5058-1	t ɤ ɛ ³¹								
6271-1	pʰ j ɯ ⁴²								
1483-1	x ɤ ⁴⁴								
5370-1	ʂ ɯ ³¹								
3684-1	t ɯ ⁴⁴								
3685-1	v ɯ ⁴⁴								
3664-1	v ɤ ²¹								
440-1	p ɯ ³¹								
5167-1	j ɯ ⁴²								
6282-1	x ɤ ⁴⁴								
1380-1	v i ²¹								
3585-1	p ɯ ³¹								
6992-1	x ɤ ⁴⁴								
5623-1	p ɯ ³³								
1519-1	x ɤ ⁴⁴								
3385-1	kʲ ɯ ³¹								
2718-1	ʈʂ i ⁵⁵								
6300-1	m ɯ ⁵⁵								
1496-1	x ɤ ⁴⁴								
5128-1	j ɯ ⁴²								
1885-1	t i ⁴⁴								
3873-1	kʰ ɯ ⁴⁴								
996-1	pʰ ɯ ³¹								
997-1	j ɯ ⁴²								
1570-1	n ɯ ⁵⁵								
5475-1	ɕ ɯ ɯ ⁵⁵								
5017-1	p ɯ ³¹								
2330-1	ʂ ɯ ⁴⁴								
6252-1	ʂ ɯ ⁴²								
6253-1	kʰ ɯ ²¹								
4216-1	j ɯ ⁴²								
1874-1	pʰ j ɯ ⁴²								
4227-1	ɯ ⁵⁵								
4246-1	ɯ ⁵⁵								
6028-1	ɯ ⁵⁵								
95-1	ɲ i ³¹								
22-1	p ɯ ³¹								
33-1	t ɯ ²¹								
6678-1	n ɯ ⁵⁵								
6688-1	x n ɯ ⁵⁵								
4004-1	ɲ i ⁴⁴								
7033-1	tɕ ɯ ³¹								
5149-1	j ɯ ⁴²								
2929-1	n ɯ ⁴²								
5299-1	s i ⁵⁵								
160-1	ʂ ɯ ³¹								
3824-1	ɕ j ɯ ⁵⁵								
6858-1	p ɯ ³¹								
5511-1	kʲ ɯ ³¹								
518-1	v ɯ ⁴²								
3486-1	ʂ ɯ ⁵⁵								
3488-1	p ɯ ²¹								
497-1	s ɤ ⁴⁴								
2236-1	x ɯ ⁴²								
2979-1	ʈʂʰ ɤ ²¹								
6874-1	j ɯ ⁴²								
2856-1	ʈʂʰ i ⁵⁵								
5947-1	t ɯ ³¹								
6355-1	ʈʂ i ³¹								
6841-1	x ɯ ⁴⁴								
5966-1	p ɯ ³¹								
5967-1	t ɯ ⁴⁴								
2575-1	t ɯ ³¹								
4435-1	t ɔ ⁴⁴								
5194-1	ʂ ɯ ⁴²								
2248-1	k ɔ ³⁵								
3954-1	tɕ ɤ ⁴²								
3955-1	k ɯ ⁵⁵								
2067-1	t ɔ ³¹								
2095-1	tɕ ɔ ⁵⁵								
564-1	ɤ ⁴⁴								
3112-1	ʈʂʰ ɔ ɛ ⁴²								
3113-1	t ɤ ²¹								
702-1	t ɯ ⁴²								
5878-1	v ɔ ²¹								
196-1	p ɔ ³⁵								
3234-1	k ɔ ²¹								
2502-1	x ɤ ²¹								
6821-1	v ɤ ⁴²								
4620-1	p ɔ ²¹								
5612-1	p ɤ ⁴⁴								
6729-1	s ɯ ⁵⁵								
6379-1	v ɔ ⁴⁴								
3721-1	tɕ ɯ ³¹								
1299-1	ʂ i ⁵⁵								
6506-1	m ɯ ⁴²								
5829-1	j ɔ ⁵⁵								
5830-1	pʰ i ³¹								
1286-1	tɕ ɔ ³⁵								
822-1	ts a ɔ ³³								
859-1	t ɯ ³¹								
3211-1	t ɯ ³¹								
3472-1	ʂ ɤ i ³¹								
3794-1	v i ³¹								
3703-1	v o ³³								
3523-1	ɤ ⁵⁵								
5076-1	kʰ ɤ ²¹								
5341-1	tɕ a ⁴⁴								
1666-1	t ɔ ³³								
1015-1	ʈʂ ɔ ³¹								
5567-1	tɕ ɯ ⁵⁵								
2989-1	t ɯ ³¹								
3182-1	ʈʂ i ³¹								
4678-1	m ɔ ⁵⁵								
913-1	x ɔ ⁴⁴								
5390-1	s ɔ ⁴⁴								
5138-1	kʲ e ³¹								
3375-1	p ɤ ⁴⁴								
2728-1	t a ⁴⁴								
5057-1	s ɔ ⁴⁴								
6457-1	ʈʂ ɔ ³¹								
374-1	t j ɯ ⁴²								
1518-1	tɕ ɔ ³⁵								
2638-1	ʂ e ⁴²								
6301-1	x ɤ ⁴⁴								
2529-1	m e ³¹								
327-1	n ɤ ⁴⁴								
5898-1	t ɯ ³¹								
4111-1	t ɔ ³⁵								
1580-1	t ɯ ³¹								
3301-1	p ɯ ⁴⁴								
85-1	tɕ i ³¹								
2679-1	p ɔ ³¹								
6088-1	p ɔ ²¹								
2807-1	p ɔ ⁴⁴								
5148-1	ʈʂ ɯ ³¹								
6769-1	a ⁵⁵								
2144-1	t ɯ ²¹								
5298-1	kʰ j ɛ ⁵⁵								
5263-2		s ɯ ⁴⁴							
452-2		t ɯ ²¹							
4342-2		t ɯ ²¹							
4344-2		ts ɯ ⁴²							
5487-2		t ɯ ²¹							
1401-2		p ɯ ³¹							
6496-2		ts ɯ ⁴²							
1064-2		m ɯ ³⁵							
1065-2		ts ɯ ⁴²							
6617-2		t ɯ ²¹							
4367-2		t ɯ ⁴⁴							
4378-2		s ɯ ⁵⁵							
4379-2		m ɯ ³⁵							
3984-2		s ɯ ⁴⁴							
5086-2		t w ɯ ³³							
3333-2		s ɯ ⁴⁴							
2226-2		sʰ a ɯ ³⁵							
2373-2		t a ɯ ³³							
2363-2		s ɯ ⁵⁵							
672-2		ts ɯ ⁴²							
673-2		p ɯ ³¹							
2690-2		p ɯ ²¹							
6337-2		p ɯ ⁴⁴							
6319-2		ts ɯ ⁴²							
2617-2		tɕ ɯ ⁴⁴							
2066-2		tɕ ɯ ⁴⁴							
2094-2		tɕ ɯ ⁴⁴							
2096-2		t w ɯ ²¹							
798-2		p ɯ ³¹							
6668-2		tɕ ɯ ⁴⁴							
4028-2		t ɯ ⁴⁴							
6555-2		kʰ ɯ ɯ ⁴⁴							
2281-2		k ɯ ²¹							
701-2		kʰ ɯ ɯ ⁴⁴							
628-2		sʰ w ɯ ⁴⁴							
3096-2		ts ɯ ⁴²							
3021-2		ts ɯ ²¹							
2708-2		tɕ ɯ ⁵⁵							
3462-2		k ɯ ²¹							
1932-2		tɕ ɯ ⁵⁵							
6469-2		s ɯ ⁵⁵							
4454-2		j ɯ ⁴²							
4455-2		tɕ ɯ ⁵⁵							
6926-2		m ɯ ²¹							
6927-2		j ɯ ⁴²							
3916-2		m ɯ ³³							
6822-2		t j ɯ ²¹							
5417-2		ts ɯ ⁴²							
1959-2		tɕ ɯ ³¹							
1960-2		t ɯ ²¹							
2899-2		ts ɯ ²¹							
3651-2		ts ɯ ⁴²							
811-2		t ɯ ²¹							
1633-2		m ɯ ²¹							
1775-2		k ɯ ²¹							
5801-2		t w ɯ ⁴²							
4769-2		m ɯ ³¹							
3720-2		k ɯ ²¹							
6446-2		m ɯ ³⁵							
1255-2		p ɯ ³¹							
3595-2		j ɯ ⁴²							
1600-2		p ɯ ²¹							
242-2		ts ɯ ⁴²							
3739-2		t w ɯ ²¹							
5984-2		ts ɯ ⁴²							
838-2		s ɯ ⁵⁵							
839-2		t ɯ ⁴⁴							
3149-2		j ɯ ⁴²							
2829-2		t p ɯ ²¹							
4602-2		tɕ ɯ ³¹							
5225-2		m ɯ ²¹							
3933-2		ts w ɯ ²¹							
5763-2		ts ɯ ⁴²							
2134-2		tɕ ɯ ⁵⁵							
5724-2		t ɯ ⁴²							
5704-2		ts ɯ ⁴²							
5705-2		t w ɯ ⁵⁵							
5037-2		tɕ ɯ ⁴²							
5038-2		t ɯ ⁵⁵							
4332-2		ts ɯ ⁴²							
5447-2		ts ɯ ⁴²							
3702-2		tɕ ɯ ⁴⁴							
1549-2		s ɯ ⁴⁴							
2394-2		t ɯ ³³							
1-2		m ɯ ⁴²							
2947-2		t ɯ ²¹							
4653-2		t w ɯ ⁴²							
4989-2		t w ɯ ⁴²							
3749-2		j ɯ ⁴⁴							
3452-2		tɕ ɯ ⁴²							
598-2		n ɯ ⁴⁴							
638-2		pʰ ɯ ³¹							
2819-2		p ɯ ³³							
4477-2		kʰ w ɯ ⁴⁴							
4487-2		ts ɯ ⁴²							
4666-2		tɕ ɯ ³¹							
5661-2		t ɯ ⁴²							
4923-2		ts ɯ ⁴²							
4913-2		tɕ ɯ ³¹							
1143-2		m ɯ ⁴²							
4864-2		s ɯ ⁴⁴							
3184-2		tɕ ɯ ⁴⁴							
4591-2		ts ɯ ⁴²							
1431-2		s ɯ ⁴⁴							
3323-2		p ɯ ²¹							
6709-2		ts ɯ ⁴²							
903-2		m ɯ ⁴²							
5098-2		tɕ ɯ ²¹							
5994-2		k ɯ ²¹							
6971-2		sʰ w ɯ ⁴⁴							
763-2		ts ɯ ⁴²							
691-2		sʰ w ɯ ⁴⁴							
1083-2		t ɯ ²¹							
1421-2		t w ɯ ⁴²							
6699-2		t ɯ ⁴²							
2628-2		s ɯ ⁵⁵							
1696-2		ts ɯ ²¹							
6179-2		t w ɯ ⁵⁵							
6180-2		ts ɯ ⁴²							
6658-2		s ɯ ⁴⁴							
1231-2		ts pʰ ɯ ²¹							
4265-2		tɕ ɯ ²¹							
2787-2		ts ɯ ⁴²							
3247-2		ts ɯ ⁴²							
252-2		t ɯ ⁴⁴							
6004-2		k ɯ ³¹							
4728-2		ts t ɯ ⁵⁵							
3843-2		kʰ w ɯ ⁴⁴							
4965-2		ts ɯ ⁴²							
5641-2		t w ɯ ²¹							
3280-2		s ɯ ⁵⁵							
1390-2		t t ɯ ³³							
2156-2		kʰ w ɯ ⁴⁴							
3433-2		tɕ ɯ ³¹							
552-2		t ɯ ⁵⁵							
4845-2		ts ɯ ⁴²							
4846-2		t ɯ ⁴⁴							
2292-2		m ɯ ²¹							
6635-2		sʰ m ɯ ⁴²							
3994-2		t ɯ ⁴⁴							
3031-2		ts ɯ ⁴²							
6078-2		ts ɯ ⁴²							
1644-2		t ɯ ⁵⁵							
2435-2		j ɯ ⁴²							
1676-2		t ɯ ɯ ³³							
6281-2		t w ɯ ⁵⁵							
5915-2		ts ɯ ⁴²							
1560-2		tɕ ɯ ⁴⁴							
575-2		t ɯ ⁴²							
5319-2		s ɯ ⁴⁴							
2797-2		k ɯ ²¹							
6991-2		t ɯ ²¹							
3513-2		ts ɯ ²¹							
5205-2		tɕ ɯ ⁴²							
6109-2		ts ɯ ⁴²							
2056-2		m ɯ ⁴²							
6099-2		tɕ ɯ ³¹							
6119-2		p ɯ ³³							
1978-2		t w i ⁵⁵							
3973-2		tɕ ɯ ⁴²							
2046-2		s ɯ ³³							
5622-2		t ɯ ⁵⁵							
648-2		ts ɯ ⁴²							
6789-2		p ɯ ³¹							
618-2		tɕ ɯ ⁴⁴							
2384-2		m w ɯ ²¹							
1124-2		tɕ ɯ ²¹							
1125-2		ts ɯ ⁴²							
4178-2		k ɯ ²¹							
1686-2		k ɯ ²¹							
1495-2		ts ɯ ⁴²							
4090-2		tɕ ɯ ⁵⁵							
4802-2		m ɯ ⁴⁴							
1764-2		ts ɯ ⁴²							
3270-2		m ɯ ³⁵							
1884-2		t v ɯ ⁴²							
1203-2		tɕ ɯ ²¹							
6645-2		j ɯ ³⁵							
608-2		p ɯ ²¹							
2889-2		ts ɯ ⁴²							
5350-2		ts ɯ ⁴²							
6158-2		t ɯ ⁴⁴							
4306-2		ts pʰ ɯ ⁵⁵							
4891-2		k ɯ ²¹							
6436-2		p ɯ ³³							
6213-2		s ɯ ⁵⁵							
2320-2		tɕ ɯ ⁴⁴							
5253-2		v ɯ ⁴⁴							
5108-2		ts ɯ ⁴²							
4100-2		tɕ ɯ ⁴²							
6018-2		ts ɯ ⁴²							
1352-2		n ɯ ⁴²							
4228-2		p ɯ ⁴⁴							
4247-2		ts ɯ ⁴²							
75-2		ts ɯ ⁴²							
118-2		kʰ ɯ ɯ ⁴⁴							
2866-2		m ɯ ³⁵							
64-2		t ɯ ³³							
43-2		p ɯ ³³							
128-2		n ɯ ²¹							
7023-2		n ɯ ²¹							
7012-2		n ɯ ⁵⁵							
4497-2		t ɯ ⁴²							
2928-2		ts ɯ ⁴²							
148-2		tɕ ɯ ³¹							
1623-2		t w ɯ ³⁵							
2648-2		t ɯ ⁴⁴							
2649-2		j ɯ ³³							
6242-2		m ɯ ²¹							
3943-2		ts w ɯ ³³							
1026-2		tɕ ɯ ³⁵							
6404-2		tɕ ɯ ²¹							
585-2		t w ɯ ⁵⁵							
1731-2		j ɯ ⁴²							
5510-2		j ɯ ³⁵							
5360-2		t ɯ ³³							
879-2		k ɯ ²¹							
880-2		m ɯ ⁴⁴							
271-2		p ɯ ³¹							
3565-2		tɕ ɯ ⁴⁴							
3896-2		m ɯ ³⁵							
3897-2		ts ɯ ⁴²							
1816-2		t w ɯ ²¹							
3343-2		tɕ ɯ ⁴²							
1864-2		s ɯ ⁴⁴							
2026-2		m w ɯ ²¹							
6223-2		s ɯ ⁴⁴							
6224-2		m ɯ ²¹							
337-2		t w ɯ ²¹							
4295-2		t a ɯ ²¹							
384-2		m ɯ ³⁵							
385-2		s ɯ ²¹							
869-2		t p ɯ ²¹							
2745-2		tɕ ɯ ⁵⁵							
4690-2		kʰ ɯ ɯ ⁴⁴							
4423-2		sʰ a ⁵⁵							
5380-2		sʰ ɯ ɯ ³³							
4436-2		ts ɔu ²¹							
2519-2		tɕ ɯ ³³							
4975-2		m ɔu ⁴²							
4548-2		j ɯ ⁴²							
4397-2		p ɯ ²¹							
6203-2		ts ɯ ³¹							
2689-2		t ɯ ²¹							
1913-2		ts i ³³							
1914-2		t j ɯ ³³							
1903-2		t j ɯ ³³							
6336-2		ts ɯ ³³							
473-2		s ɯ ²¹							
6554-2		j ɯ ⁴²							
3114-2		t ɯ ⁴⁴							
4942-2		t ɯ ²¹							
3615-2		t j ɯ ⁴⁴							
4197-2		t ɯ ²¹							
4198-2		j ɯ ²¹							
1474-2		j ɯ ³³							
6531-2		j a ³⁵							
4954-2		t ɯ ⁴⁴							
4517-2		ts i ³¹							
1173-2		j ɯ ⁴²							
6365-2		t w ɯ ⁵⁵							
6730-2		tɕ i ³¹							
6380-2		ts ɔu ⁴²							
924-2		m ɯ ³⁵							
752-2		tɕ ɯ ²¹							
4316-2		t tɕ ɯ ³¹							
5181-2		m ɯ ²¹							
5785-2		pʰ ɯ ³¹							
4770-2		p ɯ ³¹							
2755-2		t ɯ ⁵⁵							
1298-2		m ɯ ²¹							
784-2		ts ɯ ⁴⁴							
3596-2		t ɯ ³¹							
1799-2		tɕ i ³¹							
5007-2		p ɯ ³¹							
5465-2		ts i ⁴²							
170-2		ts w i ²¹							
3150-2		t ɯ ³⁵							
3780-2		ts j ɯ ⁴²							
403-2		p ɯ ³¹							
5329-2		p ɯ ⁴²							
1103-2		ts w ɯ ²¹							
1113-2		m ɯ ²¹							
232-2		tɕ ɯ ³¹							
5925-2		ts ɛ ⁴²							
5926-2		ts ɯ ²¹							
5723-2		p ɯ ³¹							
3064-2		ts ɯ ²¹							
3065-2		t ɯ ³⁵							
3793-2		p ɯ ²¹							
1215-2		s ɔu ⁵⁵							
4409-2		v ɯ ²¹							
720-2		sʰ w ɯ ⁵⁵							
721-2		sʰ j ɯ ⁴²							
2266-2		t ɯ ⁵⁵							
5743-2		pʰ ɯ ³¹							
2124-2		sʰ j ɯ ⁵⁵							
6947-2		t ɔu ²¹							
5448-2		p ɯ ⁴⁴							
4016-2		m j ɯ ⁴²							
5429-2		m ɯ ³⁵							
5813-2		p ɯ ⁴⁴							
