COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1474-2		t a l l														
1788-2		s i j iː														
2044-2		dʒ ɛ m b i														
2713-2		t i s k a l i w ɛ														
3219-2		b ɛ s u														
3425-2		j i														
4184-2		n ɔ r														
4629-2		n iː m i														
4759-2		n ɛ o i														
4904-2		n k ɔ ŋ g j														
4960-2		d i n ɔ r i														
4980-2		g u g i														
5059-2		g aː r a														
5125-2		k ɛ m dʒ i														
5339-2		p oː g														
5549-2		d u w j ɔ														
5771-2		o g u														
5905-2		t o r u														
5938-2		i ɔ n iː														
1-2		k a														
483-2		g ɔː s ɔ														
629-2		d ɔː m														
667-2		a w u														
1254-2		g u m g u r ɔ														
1415-2		m ɛː e														
1542-2		n i ɔ														
1683-2		s i j u														
1898-2		k ɔ l i j̃														
2551-2		ɔː ɔ														
2901-2		t a m g i														
2957-2		o m dʒ i														
3048-2		t i w̃ aː														
3251-2		g aː r̃ a														
3885-2		t a r i														
715-3			t i													
1089-3			n u m													
1319-3			n eː m i													
1398-3			n i ŋ a ŋ a i													
1557-3			p o l ɛ													
1626-3			n o m ɛ													
1840-3			t i l i													
2247-3			k ɛ													
4677-3			k ɛ l ɛ a													
5162-3			n i n l i													
5406-3			t a n dʒ ɛ													
359-3			k i l i													
1577-3			p o l ɛ													
2196-3			n o l i													
2533-3			p a r g e													
3866-3			ʔ o g i													
4553-3			t i m g e ɛ													
5254-3			k o l i													
503-3			b eː m ɛ m													
1881-3			n u m e													
2084-3			n ɛ n ɛ													
2420-3			k u l ɛ													
3218-3			p ɛ g a ŋ ɛ													
3372-3			n i l ɛ													
3718-3			k o r i													
2320-3			k a r e													
2476-3			k a g i													
3719-3			n i													
4460-3			t eː ŋ													
5514-3			k u n dʒ i													
890-3			k a m b e r i													
1336-3			t i g ɛ													
1703-3			t i ɛ													
2162-3			b eː l													
2635-3			n													
2735-3			ʔ u n b a l ɛ													
762-3			p u n u n dʒ u g a													
1788-3			k a ŋ a													
2713-3			t i m a aː m b ɔː w ɛ													
3219-3			t a g													
4629-3			n eː m													
4904-3			n u m ŋ b o													
5125-3			t a n dʒ e													
5771-3			j o g ɛ w̃													
5938-3			ʔ i m i n ɛ													
1898-3			p a ŋ e													
2901-3			t a ŋ b e													
2957-3			k u n dʒ a													
3048-3			t u m e													
715-4				d aː												
1089-4				n aː m i												
1319-4				n aː n												
1398-4				s ɛ n oː r a												
1557-4				k i r e												
1626-4				a e r a												
1840-4				t aː r u												
2247-4				g aː												
4677-4				k ɔ r a ɛ												
5162-4				m a r̃ ɛ												
5406-4				t u ŋ u												
359-4				k a r a												
1577-4				g i r e												
2196-4				n i r u												
2230-4				s aː dʒ a												
2533-4				k a ŋ a												
3605-4				k aː n a												
3866-4				aː dʒ u												
4553-4				t a d a												
4822-4				k u m ɛ												
5254-4				d e m e												
503-4				k a r̃ a												
1356-4				m aː m												
1881-4				n u n a a												
2084-4				n u u												
2420-4				k u r ɔ												
3218-4				b u s dʒ u												
3718-4				p i r a												
4135-4				b a ŋ a												
4694-4				g u s u w ɛ												
807-4				k ɛ m												
2320-4				g a ŋ a												
2842-4				t u g u iː												
4313-4				n ɛ m												
4460-4				s ɛ r u												
5514-4				s ɛ n a												
5810-4				p ɛ dʒ r ɔ												
93-4				k aː												
260-4				b ɛ g r a												
385-4				d ɔ m ɛ n												
890-4				t a m a ɲ a												
1769-4				s ɛ m ɛ												
2162-4				k aː r ɔ												
2635-4				s aː												
2735-4				d u r n ɔ												
3031-4				t aː g ɛ												
5301-4				p ɛ r a												
5605-4				t ɛ r ɛ												
63-4				g u r a												
296-4				s a m ɛ												
463-4				d a m ɛ												
762-4				b u n u ŋ u r̃ u												
1432-4				k aː r u												
1474-4				d aː n												
2044-4				d ɛ m ɛ												
3219-4				b ɔ dʒ u												
4120-4				k u r a												
4184-4				n ɔ r												
4423-4				d a r a												
4629-4				n ɔ ŋ u												
4759-4				g u ɛː r												
4904-4				n d ɔ r̃ ɛ												
4960-4				d ɔ ɲ u a												
4980-4				t aː g ɔ												
5059-4				k ɔ r a												
5125-4				k ɛ m ɔ												
5549-4				t ɔ ɛ a												
5771-4				d u ɣ a ɣ												
5922-4				k i r ɔ												
1-4				k ɛ												
629-4				t ɔ w̃ ɔ												
667-4				ɛ w ɛ												
1254-4				g u m s a r ɔ												
1415-4				m j ɔ												
1542-4				n ɔː u m												
1683-4				s ɔ r												
1898-4				k ɔ r ɔ												
2551-4				r aː												
3251-4				s aː r a												
3885-4				t ɔ r ɛ												
715-5					t o n a											
1089-5					s o b ɛ											
1319-5					s o l e											
1398-5					s u n a m a i											
1557-5					p ɛ r o											
1626-5					j a g a											
1840-5					t o r u											
2247-5					dʒʷ eː											
4677-5					k ɛ l ɛ n											
5162-5					s i nː r o											
5406-5					t u n d u											
359-5					k a r ẽː i											
1577-5					p o r o											
2196-5					s o r o											
2230-5					s u g e											
3605-5					k u n d u											
3866-5					b o b u											
4553-5					k i ŋ g g ɛ											
4822-5					g u n d u											
5254-5					k o r o											
1356-5					j eː g											
1881-5					s u m i i											
2084-5					j ɛː dʒ e											
2420-5					k ɛ l ɛ											
3218-5					g uː g u r u											
3372-5					s eː r eː											
3718-5					k o r o											
4135-5					b ɛ r eː											
4694-5					g e dʒ g a											
2476-5					k a g											
2842-5					t ɛ g u											
3719-5					j̃ i											
4081-5					d eː m b g eː											
5514-5					s u n dʒ e											
260-5					b ɛ n r u											
385-5					b a m g a											
890-5					g j b o r o											
1703-5					b eː l											
1769-5					t e m b e											
2735-5					t u n g a g ɛ											
4591-5					k eː j eː											
5301-5					b ẽː r a											
63-5					g aː l e											
296-5					b a n d a											
463-5					t j m b eː											
762-5					p i n i ŋ g u dʒ i											
1788-5					k a l e											
3219-5					b uː z u											
4120-5					k ɛ l ɛ											
4759-5					s ɛ a e u											
4960-5					g a n a a											
5059-5					g ɔ̃ː g a											
5549-5					t u n g u											
5771-5					n o g ɛ											
5905-5					b ẽː r ɛ											
5938-5					r a m a i ɛː											
1415-5					n e e											
1542-5					n̩ d u ɛ											
1898-5					k a g i											
2551-5					r ɔ̃ː											
2957-5					s u n dʒ ɛ											
3048-5					t u m i											
715-6						t i l e										
1089-6						n u e										
1319-6						n u l i										
1398-6						s u n o l i										
1557-6						g ɛ j ɛ										
1626-6						j u g a										
1840-6						t i l e										
2247-6						g ɛ e										
4677-6						k ɛ l a u										
5162-6						s i n n j										
5406-6						k i n d ɛ										
359-6						k o l i e										
1577-6						g i j ɛ										
2196-6						s ɛ j ɔː										
2230-6						s u dʒ a										
2533-6						p o l g i										
3605-6						k a n d j										
4553-6						t a n g ɛ										
4822-6						k ɔː n b ɛ										
5254-6						g ɛ l ɛ										
503-6						k i n a										
1356-6						j ɛ n n										
1881-6						s i m u e										
2084-6						j ɛ a b ɛ										
2420-6						k ɛ l ɔː										
3218-6						g a b a dʒ i										
3372-6						s ɛ l ɛ										
3718-6						a n ɔː										
4135-6						p ɔː n ɛ										
4694-6						g o dʒ i g j										
807-6						k e n b a										
2320-6						k ɛ l										
2842-6						d i b i l										
3719-6						j j										
4081-6						d a m b ɛ										
4313-6						s e n ɛ										
4460-6						s j j ɛ										
5514-6						n i n dʒ i										
5810-6						k e ŋ l i										
93-6						k i										
890-6						a m p ɔ r i										
1336-6						t i g ɛ										
1703-6						k ɛ l										
4591-6						g ɛ l ɛ										
5605-6						k i n ɔ										
63-6						k a l a										
296-6						k a n d a										
463-6						d j n dʒ ɛ										
762-6						b u n u n dʒ u dʒ e										
3425-6						j ɛ										
4120-6						k a l ɛ										
4423-6						d a l a										
4759-6						s e ŋ j ɛ										
4904-6						s k i n g ɛ										
4960-6						g i n i i										
5125-6						e n dʒ a										
5339-6						p j g e										
5771-6						e o g ɔː e										
5922-6						k i r a										
5938-6						i e a n i i ɛ										
483-6						g o dʒ i										
1542-6						n g ɛ										
1683-6						s u j ɛ										
2551-6						s a										
2957-6						m o n d ɛ										
3048-6						t i n e										
715-7							t i ɛ									
1089-7							s aː s i									
1319-7							n aː ɛ									
1398-7							s u m ɔ r dʒ i									
1557-7							g i r a									
1626-7							j u r a									
1840-7							t i r i									
2247-7							g aː									
4677-7							g i r a r									
5162-7							s i n r̃ i									
5406-7							t u n dʒ i									
359-7							g e r ɛ									
1577-7							g i r̃ i									
2196-7							n i r i									
2230-7							s aː s ɔ									
2533-7							g a r b i									
3605-7							k aː ŋ d i									
3866-7							b i s i									
4553-7							t i d g ɛ i									
4822-7							k u m b ɔ									
5254-7							t i r̃ a									
503-7							k a r̃ i									
1356-7							s aː m i									
1881-7							n u n i j									
3372-7							s ɛ r ɛ									
3718-7							k ɔ r i									
4135-7							b ɛ r i									
4694-7							g e s n g i									
807-7							g aː m b i									
2320-7							k i r i									
2476-7							k a g i									
2842-7							d ɛ j i g									
3719-7							r i									
4081-7							t a m b ɛ i									
4313-7							n ɛ n i i									
4460-7							s ɔ r ɔ									
5514-7							s ɛ n dʒ i									
5810-7							p aː n r i									
93-7							d i									
260-7							p ɛ w r i									
385-7							t ɛ m b ɛ									
890-7							g a m b i r i									
1336-7							t ɛ g i									
1703-7							b i a									
1769-7							t ɛ m b i									
2162-7							b aː r i									
2635-7							s aː									
2735-7							t u n d dʒ b i									
3031-7							d aː g ɛ									
4591-7							k i r i									
5301-7							b ɛ r i									
5605-7							t aː r i									
296-7							s a m b a									
463-7							t j m b i									
1432-7							g aː r i									
1474-7							d aː n d a									
1788-7							s a m o									
2044-7							d ɛ m b ɛ									
2713-7							t u m k ɛ n b u w a									
3425-7							j i									
4184-7							n ɔ ɛ									
4423-7							d a r a									
4629-7							n u m r i									
4759-7							s ɛ n j a									
4904-7							n k u r̃ b a									
4960-7							k i s a r i									
5059-7							k ɔ r i									
5125-7							k a n dʒ i									
5339-7							g ɛ g i									
5549-7							t u ɛ ɛ i									
5771-7							ɔ g i g									
5905-7							t ɛ r i									
5922-7							k i r i									
1-7							b ɛ									
483-7							g o s i									
667-7							ɛ s i									
1542-7							n ɔ i									
1683-7							s ɔ j									
1898-7							k a r i i									
2551-7							r a									
2901-7							t a ŋ d i									
2957-7							u n d i									
3048-7							b u n a									
3251-7							g a r ɛ									
3885-7							t ɛ r i									
715-8								t u r								
1089-8								s ɛ g ɔ								
1319-8								s i j ɛ								
1398-8								s u g a n d i								
1557-8								k i n ɛ								
1626-8								s ɛ g ɛ								
1840-8								t i n								
2247-8								g ɛ								
4677-8								k ɛ l ɛ n e								
5162-8								s u n r ɛ								
5406-8								k u n dʒ ɛ								
359-8								g ɔ m o								
1577-8								k i l ɛ								
2196-8								s ɛ l o								
2230-8								s u g ɛ								
2533-8								b ɔ r g o								
3605-8								k u n dʒ u								
3866-8								k o dʒ o								
4553-8								t a ŋ g a ɛ								
4822-8								g u n b u								
5254-8								k i l ɛ								
1881-8								s u r e								
2084-8								j ɛ n n ɛ								
2420-8								k ɛ l ɛ								
3218-8								g ɛ g n m ɛ								
3372-8								s ɛ m ɛ								
3718-8								k a n o								
4694-8								g ɔ dʒ d g u								
2320-8								k ɔ r o								
2476-8								k a g o								
2842-8								d u g a								
3719-8								n n								
4081-8								g u m b j u								
4313-8								s u m o ɛ								
5514-8								s u n dʒ i								
385-8								n u n g g								
1336-8								t i g ɛ								
1769-8								t u r d u								
2735-8								t u n g a l u								
3031-8								k m g u								
4591-8								k ɔ l ɛ								
5301-8								g ɔ r o								
63-8								k ɛ l ɛ								
1788-8								s a j ɛː								
2713-8								i b i n g ɔ l ɛ								
4120-8								k ɛ m ɛ								
4184-8								s o j								
4759-8								n ɛ n ɛ u								
5059-8								g ɔ r								
5771-8								s o g ɛ								
5938-8								u r e n a i ɛ								
629-8								k ɔ̃ː e e								
1415-8								m n e								
1898-8								p a n e								
2551-8								ɲ u								
2957-8								m u n dʒ ɛ								
3048-8								p u n u								
715-9									d i							
1089-9									n aː s u							
1319-9									n aː							
1398-9									s a g i r u							
1557-9									k i r a							
1626-9									j aː w e							
1840-9									t i r u							
2247-9									g aː							
4677-9									k i r ɔ ɛ							
5162-9									m a n r a							
5406-9									t ɛ ŋ dʒ i							
359-9									g a r a							
1577-9									k i r a							
2196-9									n i r a							
2230-9									s aː g u							
2533-9									k a r g a							
3605-9									k ɛ ŋ g ɛ							
3866-9									ɛ s u							
4553-9									t i g g g ɛ							
4822-9									k ɛ m b ɔ							
5254-9									k i r ɛ							
503-9									k a r̃ o							
1356-9									m aː m							
1881-9									n a m u o							
2084-9									j u u							
2420-9									k u r o							
3218-9									b u g s u							
3372-9									n i r ɛː							
3718-9									g a r a							
4135-9									b ɛ r̃ u							
4694-9									g u s g e							
807-9									k ɛ m b u							
2320-9									k a ŋ a							
2476-9									g ɛ g							
2842-9									t ɛ g u							
4081-9									t a m b g ɛː							
4313-9									n ɛ m b							
4460-9									s a r u							
5810-9									p ɛ r j							
93-9									k aː							
260-9									b ɛ m r ɔ							
385-9									s ɛ m b ɛ							
890-9									t a m b a s a							
1336-9									t i g i							
1703-9									b ɛ g							
1769-9									s ɛ m b u							
2162-9									p aː r ɔ							
2635-9									s a							
2735-9									d ɔ n dʒ a b u							
3031-9									t aː g ɛ							
4591-9									g i r ɛː							
5301-9									p ɛ r u							
5605-9									t ɛ r̃ a							
63-9									k a r a							
296-9									s a m b a							
463-9									d a ŋ b j							
762-9									b u n u ŋ g u u							
1432-9									k aː r u							
1474-9									d aː n g							
1788-9									s a r u							
2044-9									d ɛ m b ɛ							
2713-9									d u m u a g g a a a							
3219-9									b ɛ s u							
3425-9									j ɔ							
4120-9									k a r ɛ							
4184-9									n ɔ m							
4423-9									t a r u							
4629-9									n ɔ r ɔ							
4759-9									s a u a							
4904-9									n u ɔ r̃ j							
4960-9									k ɔ l u e							
4980-9									t aː g							
5059-9									g ɔ l ɔ							
5125-9									k ɛ m dʒ ɛ							
5339-9									g ɔː g ɛ							
5549-9									t ɔ ɛ dʒ a							
5771-9									a a g r u							
5905-9									t ɛ r u							
5922-9									k ɔ r ɔ							
1-9									k ɛ							
483-9									g ɔː s u							
629-9									d ɔ g							
667-9									ɛ w ɛ							
1254-9									g u n s a r ɔ							
1415-9									n n ɔ							
1542-9									n u u m							
1683-9									s ɔ							
1898-9									k ɔ r ɔ e							
2551-9									r a							
2901-9									t ɛ m ɛ							
3251-9									g a r̃ a							
3885-9									t a r ɛ							
715-10										d o						
1089-10										n a d						
1319-10										n o						
1398-10										s u n ɛː ŋ u						
1557-10										t a r e						
1626-10										j a g a						
1840-10										t o r						
2247-10										g a						
4677-10										k a r a j						
5162-10										s ɛ n r̃ i						
5406-10										k u n d u						
359-10										g a r̃ a						
1577-10										g i r e						
2230-10										s i g a						
2533-10										p a r g a						
3605-10										k ɛ n d i						
3866-10										t ɛ d ɛː						
4822-10										k u m d i						
5254-10										d u a						
503-10										g a r̃ aː						
1356-10										j a r̃						
1881-10										n u r ɛ g						
2084-10										n u m b u						
2420-10										k u l u						
3218-10										b u b a d u						
3372-10										n i l ɔ						
4135-10										p a ŋ i						
4694-10										g ɛ d g o e						
807-10										g ɔ ŋ g a						
2320-10										k i ŋ a						
2476-10										g a g aː						
2842-10										d a g u						
3719-10										n a						
4081-10										d a n b g u						
4313-10										s ɛ m g i						
4460-10										s a a						
5514-10										s u n d a						
5810-10										p ɛ b r e						
93-10										t ɔ						
260-10										b ɛ n r a						
385-10										d ɛ m b a						
890-10										b a ŋ g a r i						
1336-10										g i g u						
1703-10										b a						
1769-10										t ɛ m b a						
2162-10										p a r̃ a						
2635-10										d a						
2735-10										k u n d n d u						
3031-10										t ɔ g e						
4591-10										g u r i						
5301-10										p a r e						
5605-10										t ɛ r̃ a ɔ						
63-10										k a r a						
296-10										k ɛ r d a						
463-10										d a ŋ g i						
762-10										b u n u g u e o						
1432-10										t a r̃ ɛː						
1474-10										t ɔ n g ɛ						
2044-10										d ɛ r̃ b a						
2713-10										t a m b a b d a u						
3219-10										b e d a						
3425-10										j ɔ						
4120-10										k a l a						
4423-10										t a r a						
4629-10										n ɔ l ɛː						
4759-10										n u ɛ ɔ						
4904-10										n ɔ g a						
4960-10										g ɔ s ɔ e						
4980-10										t a g iː						
5059-10										g a r̃ a						
5125-10										t a n d u						
5339-10										g o g a						
5549-10										d ɔ ŋ g i						
5905-10										t a						
5922-10										p a r a						
5938-10										i n ɔ n a a u						
1-10										g ɛ						
483-10										g o d ɔ						
629-10										d ɔ g iː						
667-10										ɛ d ɔ						
1254-10										b a m b a r̃ a						
1415-10										ŋ m eː						
1542-10										n u n						
1683-10										s u m						
1898-10										g i r e g						
2551-10										s ɔ						
2901-10										t a ŋ g ɔ						
2957-10										n u n d u						
3048-10										g i r ɛ						
3251-10										g a r̃ a						
3885-10										t a r ɔ						
715-11											t o n u					
1089-11											n o m a					
1319-11											n u n i					
1398-11											s u ŋ a ŋ i					
1557-11											k o r i					
1626-11											j o m a					
1840-11											t o r i					
2247-11											g o n					
4677-11											k o l ɛ n					
5162-11											s o n n o					
5406-11											t u n d ɔ					
1577-11											k i j ɔ					
2196-11											s o j i					
2230-11											s a dʒ o					
2533-11											b a ŋ g o					
3605-11											k o n d o					
3866-11											a n i					
4553-11											t a g g a ɔ					
4822-11											t o m b o					
5254-11											k o l ɔ					
503-11											t a m a a					
1356-11											s o m					
1881-11											n u m j					
2084-11											n u n dʒ a					
2420-11											k u l ɔ					
3218-11											p a g e dʒ ɔ					
3372-11											n i m ɔ					
3718-11											k a n i					
4135-11											b o ŋ o a					
807-11											t e m b a					
2320-11											k o ŋ o					
2476-11											k o g e					
2842-11											b u j i o					
3719-11											j ɔ					
4081-11											t o m b a o					
4313-11											n o m b o					
4460-11											t a j a					
5514-11											n u n dʒ ɔ					
5810-11											b a m n a					
260-11											b o ŋ ŋ o					
890-11											t o m dʒ o n o					
1336-11											t i g ɔ					
1703-11											b o i					
2735-11											t u n dʒ o g ɔ					
4591-11											k o l o					
63-11											k a n a					
463-11											t a ŋ b o					
762-11											p u n u n dʒ a g g					
1788-11											k a l					
2713-11											t i m b a n g i w ɔ					
3425-11											j o					
4120-11											k a m a					
4184-11											s e m u					
4423-11											b a m a					
4759-11											n ɛ j o					
4980-11											t o g ɔ					
5125-11											k a n dʒ o					
5339-11											b o w a					
5549-11											t a ŋ a o					
5771-11											s o g i o					
5938-11											i r a m dʒ ɔ					
1415-11											n n e					
1542-11											n d u u					
1683-11											s o j o					
2957-11											u n dʒ ɔ					
3048-11											t i j i					
715-12												d ɛ				
1089-12												s u dʒ				
1319-12												s ɔ				
1398-12												s a g u r u				
1557-12												k u r u				
1626-12												a u m a				
1840-12												t o r u				
2247-12												k ɛ				
4677-12												k u r ɔ j a				
5162-12												s ɛ r̃ ɛ				
5406-12												t ɛ n a				
359-12												k o r ɔ				
1577-12												k u r ɛ				
2196-12												s i r u				
2230-12												s a g a				
2533-12												a r a				
3605-12												g ɛ n a				
3866-12												t e dʒ u				
4553-12												t u t g g a				
4822-12												k ɛ m a				
5254-12												k u r a				
503-12												k i r̃ ɔ				
1356-12												m ɛ r̃				
2084-12												a u u a				
2420-12												k u r ɔ				
3218-12												b a g u s ɔ				
3718-12												g u r u				
4135-12												p ɛ r u				
4694-12												g u n g ɛ				
807-12												k ɛ n ɔ				
2320-12												g a n a				
2476-12												d u g				
3719-12												ɲ i				
4460-12												s ɔ j ɛ				
5514-12												s a n a				
5810-12												p ɛ r u				
93-12												k ɔ				
385-12												d ɛ m ɛ ɔ				
890-12												a m t a ɲ a				
1769-12												s ɔ m u				
2162-12												k ɔ r ɔ				
2635-12												s aː				
3031-12												t ɔ g ɛ				
4591-12												g o r a				
5301-12												p ɛ r u				
5605-12												t ɛ r ɔ				
63-12												k a r a				
296-12												s a m ɛ				
463-12												d a m a				
762-12												b a n a u e u				
1432-12												t ɔ r i				
1474-12												d ɔ n ɛ				
2044-12												d ɛ m ɛ				
2713-12												k a m g u ɲ a j̃ ɛ				
3219-12												b e s e				
4120-12												k a r ɛ				
4184-12												m a r̃				
4423-12												t a r u				
4629-12												n u ŋ u				
4904-12												m t ɔ r̃ e u				
4960-12												k ɔ n ɔ ɔ				
4980-12												d u g				
5125-12												t aː m a				
5549-12												t ɔ ɛ a				
5771-12												s u g u g				
5905-12												t o r u				
5922-12												k i r ɔ				
1-12												k ɔ				
629-12												d e g u				
667-12												ɔ w ɔ				
1254-12												b u m t u r u				
1415-12												m u u				
2551-12												r aː				
2901-12												t ɔ m a				
3885-12												t ɔ r ɔ				
715-13													k o w ɛ			
1089-13													n a d u			
1319-13													n a			
1398-13													s a k a l u a			
1557-13													g i r ɛ			
1626-13													j ɛ j ɔ			
1840-13													t i r u			
2247-13													g ɔ a			
4677-13													g i l a ɛ u			
5162-13													s a n l ɛ			
5406-13													k a n d u			
359-13													g i l a			
1577-13													g ɛ l ɛ			
2196-13													n i l j			
2230-13													s a b u			
2533-13													g i l d ɔ			
3605-13													g u nː a			
3866-13													b ɛ d u			
4553-13													k i g g u ɛ			
4822-13													g u nː b ɛ			
5254-13													g ɛ l ɛ			
503-13													g i n ɔ			
1356-13													s a n ɛ			
2084-13													j u a d u			
2420-13													g u l ɔ			
3218-13													b u j n d u			
3372-13													n ɛ r ɛ			
3718-13													g a r u			
4135-13													b o n ɛ			
4694-13													g u d a u			
807-13													g u m ɔ			
2320-13													k ɛ l ɔ			
2476-13													k a b u			
2842-13													t ɛ g u			
3719-13													l ɛ			
4081-13													d ɛ mː b u u			
4313-13													n o m b			
4460-13													s a l ɔ			
5514-13													s i n d a			
5810-13													p o b l u			
93-13													k a			
260-13													b ɛ n r a			
385-13													d ɛ m b ɛ			
1336-13													t i g ɛ			
1703-13													b ɛ e			
1769-13													d ɛ m ɛ			
2162-13													p i l a			
2635-13													s a			
3031-13													t o g u			
4591-13													g ɛ l ɛ			
5301-13													t i r u			
5605-13													t a n a			
63-13													k a l a			
762-13													b u n u l b u ɛ			
1432-13													t a l u			
1474-13													t a n d			
1788-13													k a d a			
2044-13													d a m b ɛ			
2713-13													d i m b u n d i l u			
3219-13													b e s u			
3425-13													j ɛ			
4120-13													k ɛ l ɛ			
4184-13													n i l ɛ			
4423-13													t e l u			
4629-13													n a m u			
4980-13													t n b a			
5059-13													g i l ɔ			
5125-13													k u n d ɔ			
5339-13													o g u			
5905-13													t o n u			
5922-13													g i r a			
5938-13													i n ɔ mː a a i			
1-13													g a			
483-13													g o d u			
667-13													ɛ s a			
1254-13													b u m b a r u			
1415-13													n d o			
1683-13													s u j ɛ			
2901-13													t a n b ɛ			
3251-13													g a n a			
3885-13													t a l ɛ			
715-14														d e u		
1089-14														n a s u		
1319-14														n a r		
1398-14														n a r̃ a r u		
1557-14														g aː r a		
1626-14														a ɛ r u		
1840-14														t e r u		
2247-14														b ɛ		
4677-14														k e r ɔ r̃		
5162-14														m a n s j		
5406-14														t a m u		
359-14														g e r a		
2196-14														n a r u		
2230-14														g e g a		
2533-14														p e r j		
3605-14														k u r u		
3866-14														o s u		
4553-14														t a z t s u		
4822-14														k u r j		
503-14														g e r̃ e		
1356-14														m e r u		
1881-14														n a m e u		
2084-14														a u j ɔ		
2420-14														k u r u		
3372-14														n a r u		
3718-14														g a r j		
4135-14														p e r u		
4694-14														g u s ɔ e		
807-14														k e m j		
2476-14														k a s		
2842-14														d ɛ g u u		
3719-14														r̃ a		
4081-14														d a m s u		
4313-14														n e m u		
4460-14														n e r a		
5810-14														p e m r j		
93-14														t o		
260-14														b ɛ r̃ r a		
385-14														t u m a w		
1703-14														b ɛ w		
2162-14														k aː r ɔ		
2635-14														n o		
2735-14														ɔ r b u		
3031-14														t o g a		
5301-14														b aː r u		
5605-14														t e r a		
296-14														d ɔ r a		
