COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
845-2		ʈʂ ɤ ²⁴																	
848-2		p au ²¹																	
858-2		pʰ ɤ ²⁴																	
862-2		tʰ o ³³																	
869-2		tɕ yeː ¹³																	
874-2		ʈʂ ʅ ⁴¹																	
876-2		t j au ³³																	
883-2		ts o ²⁴																	
894-2		t j au ⁵⁵																	
903-2		ts j e ²⁴																	
905-2		tʰ ei ³³ ³³																	
910-2		t i ¹³																	
911-2		ʈʂʰ a ²⁴																	
926-2		p a n ³³																	
934-2		m o ²⁴																	
968-2		s ɤu ³³																	
970-2		k ai ⁴¹																	
982-2		k a n																	
986-2		tɕʰ j au ³³																	
997-2		tɕ i n ³³																	
998-2		f u ⁴¹																	
1001-2		s i n ³³																	
1003-2		f a n ³³																	
1005-2		p a n ¹³																	
1008-2		ts ɤu ²⁴																	
2-3			i k ²¹																
4-3			tsʰ i k ²¹																
5-3			t a ŋ																
6-3			s aː ³³ ³³																
7-3			s a ŋ																
8-3			h e ³⁵																
9-3			p u k ²¹																
17-3			t a ŋ ³³																
31-3			k j u ⁵³																
32-3			j e ⁵³																
33-3			z u ⁵³																
38-3			h ³⁵																
40-3			u ŋ ŋ ⁵⁵																
42-3			ou ⁵³																
43-3			ts e ŋ ⁵³																
46-3			m oː ŋ ⁵⁵																
52-3			l j a ŋ ³⁵																
53-3			z i ŋ ⁵⁵																
56-3			k i m ³³																
59-3			tʰ a ³³																
60-3			t a ŋ																
64-3			l i ŋ ³⁵																
68-3			k j ŋ ¹¹																
85-3			w i ³⁵																
86-3			t i ³³																
87-3			ts ɿ ³⁵																
93-3			n i ⁵³																
98-3			l ai ⁵⁵																
109-3			s i ŋ ²¹³																
115-3			t o ⁵³																
118-3			ts j a ²¹³																
124-3			k e ⁵³ ⁵³																
127-3			ts o ²¹³																
133-3			tʰ au ³³																
144-3			s a ⁵³																
161-3			h e ŋ ŋ																
166-3			k w a ŋ ³³																
170-3			h ⁵⁵																
171-3			tʰ ou ²¹³																
173-3			z w p ⁴																
174-3			l w i																
175-3			ts j e ŋ ⁵⁵																
176-3			l j a ŋ ⁵³																
177-3			p a k ²¹																
179-3			l j k ⁴																
181-3			p eː ŋ ³³																
182-3			kʰ i ⁵⁵																
189-3			k w e ŋ																
191-3			t a ŋ ³³																
193-3			l eː ŋ ⁵³																
198-3			t eː ŋ ²¹³																
199-3			h e ŋ ³³																
200-3			tsʰ u k ²¹																
202-3			t o ³³																
205-3			h ɯ ŋ ³³																
206-3			tsʰ j ʔ k ²¹																
209-3			h w ʔ ⁴																
211-3			tsʰ u ³³																
215-3			l i ³⁵																
216-3			k w a k ²¹																
217-3			t o ²¹³																
219-3			s w a ²¹																
220-3			tsʰ ɿ ²¹³																
225-3			ts j e ŋ ⁵⁵																
230-3			ts j e ŋ																
234-3			pʰ i k ²¹																
238-3			l i k ⁴																
242-3			t ou ³⁵																
253-3			kʰ i ŋ ⁵⁵																
256-3			s o k ⁴																
261-3			h w ²¹³ ²¹³																
262-3			p e k ²¹																
263-3			s i ⁵⁵																
264-3			ts j a ŋ ³⁵																
271-3			s i p ⁴																
272-3			tsʰ j e ŋ																
274-3			ou ⁵³																
275-3			p o ŋ ²¹³																
279-3			l a m ⁵⁵																
287-3			l ɯ ŋ																
291-3			h au ³⁵																
295-3			kʰ i ²¹³																
300-3			j u ⁵³																
303-3			tsʰ u ⁵³																
306-3			kʰ au ⁵³																
307-3			k ou ⁵³																
308-3			k u ²¹³																
312-3			k j əu ²¹³																
313-3			kʰ w ⁵³																
314-3			t ai ⁵⁵																
323-3			m e ŋ ⁵⁵																
325-3			tʰ ou ⁵³																
330-3			p u ⁵³																
334-3			s i p ²¹																
335-3			tsʰ w i ³³																
338-3			k o ²¹³																
339-3			ts au əu ³³																
341-3			h ou ³³																
342-3			m e ŋ ³⁵																
343-3			h w ⁵⁵																
344-3			g j ⁵³																
349-3			kʰ o k ²¹																
353-3			tsʰ a ŋ ²¹³																
360-3			h au ⁵⁵																
375-3			ts w i ⁵³																
388-3			s ɿ ²¹³																
389-3			h w i ⁵⁵																
392-3			kʰ u ŋ ²¹³																
394-3			k j e ŋ																
401-3			tʰ ou ⁵³																
402-3			ts ai ³⁵																
403-3			t i ³⁵																
409-3			ts o ³⁵																
418-3			m ai ⁵⁵																
441-3			t j e ŋ ⁵⁵																
443-3			m o ³⁵																
459-3			w ai ³⁵																
460-3			t o ³³																
461-3			j e ³⁵																
464-3			t a ³⁵																
465-3			tʰ j e ŋ																
466-3			tʰ ai ²¹³																
467-3			h u ³³																
469-3			s i k ²¹																
480-3			g u ⁵³																
482-3			n ai ⁵³																
484-3			h o ⁵³																
491-3			m w ³⁵																
492-3			tsʰ i ³³																
495-3			ts j e ⁵³																
496-3			k ou ³³																
507-3			g j a ŋ ⁵⁵																
509-3			tsʰ u ⁵³																
510-3			pʰ w ⁵⁵																
513-3			s i ²¹³																
518-3			s o ⁵³																
525-3			ts ɿ ⁵³																
527-3			i ŋ ³⁵																
533-3			h ai ⁵⁵																
548-3			kʰ e k ²¹																
554-3			h ai ¹¹																
558-3			j ŋ ŋ ⁵⁵																
564-3			h u ²¹³																
580-3			s w ³⁵																
587-3			s j əu ⁵³																
588-3			s au əu ⁵³																
589-3			ts j ³³ m																
594-3			tsʰ i k ²¹																
602-3			ou k ²¹																
604-3			s i ⁵³																
611-3			s aː ŋ ³³																
630-3			ts o ⁵³																
637-3			k i ŋ ³³																
638-3			s i ³⁵																
639-3			p u ²¹³																
644-3			ts au u ⁵³																
648-3			s i k ⁴																
652-3			m o ³⁵																
657-3			k uaː ŋ ³³																
658-3			pʰ eː ŋ ⁵⁵																
659-3			g j ə ŋ ⁵⁵																
665-3			tsʰ ɯ ŋ ⁵⁵																
692-3			k o ŋ ³³																
696-3			t i ³⁵																
707-3			eː ŋ ⁵³																
719-3			t e k ²¹																
727-3			s i m ³³																
732-3			m oː ŋ																
733-3			m a ŋ ⁵⁵																
735-3			kʰ w ai ²¹³																
740-3			pʰ e ²¹³																
773-3			s j a ŋ ⁵³																
788-3			m aː ¹¹																
808-3			tsʰ e ŋ ⁵⁵																
809-3			ŋ w ⁵³																
816-3			t ai ²¹³																
818-3			p a ŋ ⁵⁵																
821-3			s j ²¹³																
822-3			s au u ⁵³																
826-3			t a ⁵³																
829-3			kʰ au ²¹³																
841-3			ts w e																
845-3			ts w ʔ ²¹																
848-3			p o ³⁵																
858-3			pʰ e k ²¹																
862-3			tʰ o ³³																
869-3			k j e ŋ ⁵⁵																
874-3			ts i ⁵³																
876-3			tʰ j əu ³³																
883-3			ts o k ²¹																
894-3			t j əu ²¹³																
903-3			ts j ə p ²¹																
905-3			tʰ w i ³³																
910-3			tʰ i ⁵⁵																
911-3			tsʰ a ʔ ²¹																
926-3			p o ŋ																
934-3			m o a																
968-3			s au əu ³³																
970-3			k ai ⁵³																
982-3			k uaː m ⁵³																
986-3			kʰ j əu																
997-3			k i ŋ ³³																
998-3			p u ⁵³																
1001-3			s i ŋ ³³																
1003-3			h a ŋ ³³																
1005-3			pʰ a ŋ ⁵⁵																
1008-3			ts o k ⁴																
2-4				i ³¹															
4-4				tɕʰ i ³¹															
5-4				ts a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ¹³															
8-4				ɕ j ¹³ ¹³															
9-4				p u ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu ⁵³															
32-4				j e ⁵³															
33-4				z u ⁵³															
38-4				ə ¹³ ¹³															
40-4				y n n															
42-4				u ⁵³															
43-4				tɕ i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ¹³															
53-4				z ə n ³¹															
56-4				tɕ i n ⁴⁴															
59-4				tʰ a ⁴⁴															
60-4				ts a ŋ ¹³															
64-4				n i n ¹³															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				ɲ i ⁵³															
98-4				n ai ³¹															
109-4				ɕ i n ¹³															
115-4				t au ⁵³															
118-4				tɕ j e ¹³															
124-4				tɕ j a ⁵³															
127-4				ts o ¹³															
133-4				tʰ əu ⁴⁴															
144-4				s a ⁵³															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k w a ŋ ⁴⁴															
170-4				ə ³¹															
171-4				tʰ u ¹³															
173-4				z u ³¹															
174-4				n w ¹³ ¹³															
175-4				tɕʰ ɥ a n ³¹															
176-4				n j a ŋ ⁵³															
177-4				p a ³¹															
179-4				n u ³¹															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ³¹															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ⁵³															
198-4				t ə n ¹³															
199-4				ɕ ɥ o ŋ ⁴⁴															
200-4				tsʰ u ³¹															
202-4				t au ⁴⁴															
205-4				f ə n ⁴⁴															
206-4				tɕʰ j e ³¹															
209-4				f w a ¹³															
211-4				tsʰ u ⁴⁴															
215-4				n i ¹³															
216-4				k w a ³¹															
217-4				t au ¹³															
219-4				s w a ³¹															
220-4				tsʰ ɿ ¹³															
225-4				tɕʰ j a n ³¹															
230-4				tɕ j a n ⁵³															
234-4				pʰ i ³¹															
238-4				n i ³¹															
242-4				ts u ¹³															
253-4				tɕʰ i n ³¹															
256-4				s o ³¹															
261-4				x w a ¹³															
262-4				p e ³¹															
263-4				s ɿ ³¹															
264-4				tɕ j a ŋ ¹³															
271-4				s ɿ ³¹															
272-4				tɕʰ j a n ⁴⁴															
274-4				u ⁵³															
275-4				p a n ¹³															
279-4				n a n ³¹															
287-4				n w n n ⁵³															
291-4				x əu ¹³															
295-4				tɕʰ y ¹³															
300-4				j əu ⁵³															
303-4				tɕʰ y ⁵³															
306-4				kʰ əu ⁵³															
307-4				k u ⁵³															
308-4				tɕ y ¹³															
312-4				tɕ j au ¹³															
313-4				kʰ o ⁵³															
314-4				tʰ ai ³¹															
323-4				m i n ³¹															
325-4				tʰ u ⁵³															
330-4				pʰ əu ⁵³															
334-4				ɕ i ³¹															
335-4				tsʰ w ei ⁴⁴															
338-4				k au ¹³															
339-4				ts əu ⁴⁴															
341-4				x u ⁴⁴															
342-4				m i n ¹³															
343-4				f o ³¹															
344-4				j au ⁵³															
349-4				kʰ u ³¹															
353-4				tsʰ a ŋ ¹³															
360-4				x əu ³¹															
375-4				ts w ei ⁵³															
388-4				s ɿ ¹³															
389-4				f w ei ³¹															
392-4				kʰ w ə n ¹³															
394-4				tɕ ɥ a n ¹³															
401-4				tʰ u ⁵³															
402-4				ts ai ¹³															
403-4				t i ¹³															
409-4				ts o ¹³															
418-4				m ai ³¹															
441-4				tʰ j a n ³¹															
443-4				m o ¹³															
459-4				w ai ¹³															
460-4				t o ⁴⁴															
461-4				j e ¹³															
464-4				t a ¹³															
465-4				tʰ j a n ⁴⁴															
466-4				tʰ ai ¹³															
467-4				f u ⁴⁴															
469-4				s ɿ ³¹															
480-4				ɲ y ⁵³															
482-4				n ai ⁵³															
484-4				x au ⁵³															
491-4				m ei ¹³															
492-4				tɕʰ i ⁴⁴															
495-4				tɕ j e ⁵³															
496-4				k u ⁴⁴															
507-4				ɲ j a ŋ ³¹															
509-4				tɕʰ y ⁵³															
510-4				pʰ o ³¹															
513-4				ɕ i ¹³															
518-4				s au ⁵³															
525-4				ts ɿ ⁵³															
527-4				y n ¹³															
533-4				x ai ³¹															
548-4				kʰ e ³¹															
554-4				x ai ¹³															
558-4				ɥ o ŋ ³¹															
564-4				f u ¹³															
580-4				s e ¹³															
587-4				ɕ j au ⁵³															
588-4				s au ⁵³															
589-4				tɕ j a n ⁴⁴															
594-4				tsʰ ɿ ³¹															
602-4				u ³¹															
604-4				s ɿ ⁵³															
611-4				s a n ⁴⁴															
630-4				ts o ⁵³															
637-4				tɕ i n ⁴⁴															
638-4				s ɿ ¹³															
639-4				p u ¹³															
644-4				ts əu ⁵³															
648-4				ɕ i ³¹															
652-4				m au ¹³															
657-4				k a n ⁴⁴															
658-4				pʰ i n ³¹															
659-4				ɲ j a n ³¹															
665-4				tsʰ w a ŋ ³¹															
692-4				k o ŋ ⁴⁴															
696-4				t i ¹³															
707-4				i n ⁵³															
719-4				t e ³¹															
727-4				ɕ i n ⁴⁴															
732-4				w a ŋ ¹³															
733-4				m a ŋ ³¹															
735-4				kʰ w ai ¹³															
740-4				pʰ a ¹³															
773-4				ɕ j a ŋ ⁵³															
788-4				m a n ¹³															
808-4				tsʰ ə n ³¹															
809-4				ŋ o ⁵³															
816-4				t ai ¹³															
818-4				f a ŋ ³¹															
821-4				s a n ¹³															
822-4				s əu ⁵³															
826-4				t a ⁵³															
829-4				kʰ əu ¹³															
841-4				ts w a ⁴⁴															
845-4				ts e ³¹															
848-4				p au ¹³															
858-4				pʰ e ³¹															
862-4				tʰ o ⁴⁴															
869-4				tɕʰ ɥ a n ³¹															
874-4				ts ɿ ⁵³															
876-4				tʰ j au ⁴⁴															
883-4				ts o ³¹															
894-4				t j au ¹³															
903-4				tɕ j e ³¹															
905-4				tʰ w ei ⁴⁴															
910-4				tʰ i ³¹															
911-4				tsʰ a ³¹															
926-4				p a n ⁴⁴															
934-4				m o ³¹															
968-4				s əu ⁴⁴															
970-4				k ai ⁵³															
982-4				k a n ⁵³															
986-4				tɕʰ j au ⁴⁴															
997-4				tɕ i n ⁴⁴															
998-4				f u ⁵³															
1001-4				ɕ i n ⁴⁴															
1003-4				f a ŋ ⁴⁴															
