ID	DOCULECT	TOKENS	ALIGNMENT	COGID
90	German	z a n d	z a n d	442
91	Albanian	r ə r	- r ə r -	445
92	Latin	a r eː n a	a r eː n a	445
93	English	ai s	ai s	448
94	German	ai s	ai s	448
95	French	g l a s	g l a s - -	449
96	Latin	g l a k i eː	g l a k i eː	449
97	English	m u n	m u n -	454
98	German	m oː n d	m oː n d	454
99	French	l y n	l y n -	455
100	Latin	l uː n a	l uː n a	455
101	German	n eː b ə l	n eː b ə l -	466
102	Latin	n e b u l a	n e b u l a	466
103	French	w a z o	w a z o	479
104	Latin	a w i	- a w i	479
105	French	k u t o	k u - t - o	486
106	Latin	k u l t r o	k u l t r o	486
107	English	w i	w i -	498
108	German	v iː r	v iː r	498
109	Albanian	f ə r k o	f ə r - k o	511
110	Latin	f r i k aː	f - r i k aː	511
111	English	h ɪ r	h ɪ r	520
112	German	h iː r	h iː r	520
113	French	o	o - -	528
114	Latin	a kʷ a	a kʷ a	528
115	English	w ai t	w ai t	532
116	German	v ai s	v ai s	532
117	French	p r ɛ s e	p r ɛ s e	548
118	Latin	p r e m e	p r e m e	548
119	English	p a θ	p a θ	554
120	German	pf aː d	pf aː d	554
121	French	s ɑ̃ t j e	s ɑ̃ - - t j e	555
122	Latin	s eː m i t a	s eː m i t - a	555
123	English	d r ai	d r ai - - -	572
124	German	t r o k ə n	t r o k ə n	572
125	French	s ɛ ʃ	s ɛ ʃ -	573
126	Latin	s i kː o	s i kː o	573
127	English	s t o n	s t o n	578
128	German	ʃ t ai n	ʃ t ai n	578
129	English	l au s	l au s	598
130	German	l au z	l au z	598
131	French	p u	p - - - - - - u	599
132	Latin	p eː d i k u l o	p eː d i k u l o	599
133	French	ɔ s	ɔ - s	605
134	Latin	o s s	o s s	605
135	English	θ ɪ ŋ k	θ ɪ ŋ k	636
136	German	d e ŋ k	d e ŋ k	636
137	Albanian	ɟ a r p ə r	ɟ a r p ə r	656
138	French	s ɛ r p ɑ̃	s ɛ r p ɑ̃ -	656
139	English	w ɑ ʃ	w ɑ ʃ	666
140	German	v a ʃ	v a ʃ	666
141	Albanian	d j a θ t	d j a - θ t - -	673
142	Latin	d e k s t e r	d - e k s t e r	673
143	English	l a f	l a f	676
144	German	l a x	l a x	676
145	French	r i	r i - -	677
146	Latin	r iː d eː	r iː d eː	677
147	English	s ɪ ŋ	s ɪ ŋ	682
148	German	z i ŋ	z i ŋ	682
149	English	θ ɪ k	θ ɪ k	687
150	German	d i k	d i k	687
151	French	n ɥ a ʒ	n - ɥ a ʒ	695
152	Latin	n uː b eː	n uː b eː -	695
153	English	b ai t	b ai t	711
154	German	b ai s	b ai s	711
155	French	m ɔ r	m ɔ r - -	712
156	Latin	m o r d eː	m o r d eː	712
157	English	ð ɛ r	ð ɛ r	717
158	German	d aː	d aː -	717
159	French	r ɛ s p i r e	r ɛ s p i r e	752
160	Latin	s p iː r aː	- - s p iː r aː	752
161	English	h ɛ d	h ɛ - - d	760
162	Latin	k a p u t	k a p u t	760
163	Albanian	p ə ʃ t y	- p ə ʃ t y	769
164	Latin	s p u e	s p u - - e	769
165	English	ð a t	ð a t	772
166	German	d a s	d a s	772
167	English	f ai ə r	f ai ə r	779
168	German	f oi ə r	f oi ə r	779
169	English	h ɪ r	h ɪ r	786
170	German	h øː r	h øː r	786
171	English	l ɪ v ə r	l ɪ v ə r	793
172	German	l eː b ə r	l eː b ə r	793
173	English	h o l d	h o l d	808
174	German	h a l t	h a l t	808
175	French	t ə n	t ə n -	809
176	Latin	t e n eː	t e n eː	809
177	English	s l i p	s l i p	827
178	German	ʃ l aː f	ʃ l aː f	827
179	French	d ɔ r	d ɔ r - -	828
180	Latin	d o r m iː	d o r m iː	828
181	English	f l ai	f l ai -	841
182	German	f l iː g	f l iː g	841
183	French	v ɔ l e	v ɔ l e	842
184	Latin	w o l aː	w o l aː	842
185	English	ð ɪ s	ð ɪ s	863
186	German	d iː z	d iː z	863
187	English	n ɪ r	n ɪ r	889
188	German	n aː	n aː -	889
189	English	g r a s	g r a s	904
190	German	g r aː z	g r aː z	904
191	English	g ɪ v	g ɪ v	933
192	German	g eː b	g eː b	933
193	French	d ɔ n e	d ɔ n e	934
194	Latin	d a	d a - -	934
195	English	s e	s e -	939
196	German	z aː g	z aː g	939
197	French	d i	d i - -	940
198	Latin	d iː k e	d iː k e	940
199	English	ʃ a r p	ʃ a r p	961
200	German	ʃ a r f	ʃ a r f	961
201	French	s i	s i	969
202	Latin	s iː	s iː	969
203	English	l ai	l ai -	975
204	German	l iː g	l iː g	975
205	English	h ɑ t	h ɑ t	996
206	German	h ai s	h ai s	996
207	French	ʃ o d	ʃ o - - d -	997
208	Latin	k a l i d o	k a l i d o	997
209	English	ə ð ə r	ə - ð ə r	1002
210	German	a n d ə r	a n d ə r	1002
211	French	o t r	o t r - -	1003
212	Latin	a l i o	a - l i o	1003
213	French	v ɑ̃ t r	v ɑ̃ - t r	1009
214	Latin	w e n t r	w e n t r	1009
215	Albanian	l i ð	l i ð -	1025
216	Latin	l i g aː	l i g aː	1025
217	English	j u	j u -	1028
218	German	iː r	- iː r	1028
219	English	s w ɛ l	s w ɛ l	1071
220	German	ʃ v e l	ʃ v e l	1071
221	English	d r ɪ ŋ k	d r ɪ ŋ k	1078
222	German	t r i ŋ k	t r i ŋ k	1078
223	English	r e n	r e - - n	1088
224	German	r eː g ə n	r eː g ə n	1088
225	French	p l ɥ i	p l - ɥ i -	1089
226	Latin	p l u w i a	p l u w i a	1089
227	English	h a n d	h a n d	1094
228	German	h a n d	h a n d	1094
229	French	m ɛ̃	m ɛ̃ - -	1095
230	Latin	m a n u	m a n u	1095
231	Albanian	p e m	p e m -	1102
232	Latin	p oː m o	p oː m o	1102
233	English	m au θ	m au - θ	1105
234	German	m u n d	m u n d	1105
235	English	b l ə d	b l ə d	1112
236	German	b l uː t	b l uː t	1112
237	French	s ɑ̃	s ɑ̃ - - - -	1113
238	Latin	s a n gʷ i n	s a n gʷ i n	1113
239	French	p u s j ɛ r	p u s j ɛ r	1119
240	Latin	p u l w i s	p u l w i s	1119
241	English	m a n	m a n	1143
242	German	m a n	m a n	1143
243	English	f l o	f l o -	1174
244	German	f l iː s	f l iː s	1174
245	English	g r i n	g r i n	1191
246	German	g r yː n	g r yː n	1191
247	French	v ɛ r t	v ɛ r - t -	1192
248	Latin	w i r i d i	w i r i d i	1192
249	Albanian	ʃ t y	ʃ t y -	1202
250	German	ʃ t oː s	ʃ t oː s	1202
251	English	p ʊ ʃ	p ʊ ʃ -	1203
252	French	p u s e	p u s e	1203
253	French	ɛ l	ɛ l -	1227
254	Latin	aː l a	aː l a	1227
