COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m a +					
106-4				k a k i					
138-4				n e h w					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				t a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e i + tɬ i					
186-4				k e tʃ +					
190-4				j a k a + tɬ					
194-4				s e					
220-4				o h + tɬ i					
231-4				i t a					
240-4				k o tʃ i					
283-4				t e + tɬ					
293-4				i n + i					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e h w m e i					
323-4				tɬ e					
9-4				t o t o + tɬ					
17-4				o m i + tɬ					
30-4				w i i					
88-4				i i i					
158-4				w e j a k					
177-4				m i a + k					
184-4				t o k a +					
187-4				j a n k w i + k					
227-4				x a i l l					
1-5					o tʃ i				
2-5					e x + t e e				
8-5					w e t				
16-5					e s + t t				
24-5					i s t i				
32-5					m i k i				
51-5					o n + i				
52-5					w aː k + k o				
53-5					n a k a s				
54-5					t aː l				
55-5					k w aː				
60-5					i x				
83-5					t e + t				
87-5					p a t aː n i				
92-5					m a k a				
103-5					m aː +				
106-5					k a k i				
138-5					n e h				
139-5					m i k + t i				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t a + t				
179-5					n a k a + t				
180-5					m eː i + t i				
186-5					k e tʃ				
190-5					a k + t				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					k o tʃ i				
283-5					t e + t				
293-5					i n + i				
314-5					k a a w i t				
315-5					oː m e				
322-5					t e h e m				
323-5					t e				
9-5					t oː t + t				
17-5					o m + t				
22-5					t a t i				
30-5					w i i				
88-5					i i i				
158-5					w e + k				
159-5					a t i m i + t				
177-5					m i + t k				
184-5					t oː k aː + t				
187-5					a b w i + k				
227-5					x aː l l				
1-6						n u tʃ i			
2-6						e x + + eː w			
8-6						w e t i			
16-6						e s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + i			
52-6						w aː k + k u			
53-6						n a k a s			
54-6						t aː l l			
55-6						k w a			
60-6						iː x + t l u l u			
83-6						t e + t			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m aː +			
106-6						k a k i			
138-6						n e a			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t a k a + t			
179-6						n a k a + t			
180-6						m eː i + t i			
186-6						k e tʃ			
190-6						j a k a + t			
194-6						s eː			
220-6						u h + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						i n + i			
314-6						k w a w + t			
315-6						m e			
322-6						t e h a m e			
323-6						t e			
9-6						t t u + t			
17-6						u m + t			
22-6						t a t i a			
30-6						w i ts			
88-6						i i			
158-6						w eː j a k			
159-6						a t i m + t			
177-6						m i a k			
184-6						t u k aː +			
187-6						j a n k w i + k			
227-6						x aː l l			
1-7							x o tʃ i		
2-7							e e + + e e e		
8-7							w e +		
16-7							+ + t i		
24-7							i t +		
32-7							m i k i		
51-7							+ n + i		
52-7							w a k + o		
53-7							n e k e		
54-7							t a l l		
55-7							k w a		
60-7							t e		
83-7							t + + t		
87-7							p e t a n i		
92-7							m e k ts		
103-7							m a +		
106-7							k a k		
138-7							n e e		
139-7							m i k + t i e		
142-7							m e t		
145-7							m o + t e k e		
176-7							t a k e + t		
179-7							n e k e + t		
180-7							m e + t i		
186-7							k e tʃ		
190-7							e k + +		
194-7							e		
220-7							o + t i		
231-7							u t e		
240-7							k o tʃ		
283-7							t e + t t		
293-7							i n i		
314-7							k w e w + +		
315-7							m e		
322-7							t e e m		
323-7							t e		
17-7							+ m + t		
22-7							t e t i e		
30-7							w t k		
159-7							a t m		
1-8								m o tʃ ɨ +	
2-8								ɨ x ɨ + w w	
8-8								w eː ɨ	
16-8								ɨ s ɨ tɬ ɨ	
24-8								ɨ s t ɨ +	
32-8								m ɨ k ɨ	
51-8								o n + i	
52-8								w aː k + k o +	
53-8								n a k a s	
54-8								tɬ aː l l	
55-8								k w aː	
60-8								iː x + ɨ l o l	
83-8								tɬ ɨ + tɬ k	
87-8								+ a tɬ aː n ɨ	
92-8								m a k a	
103-8								m aː +	
106-8								k a k ɨ	
138-8								n ɨ h	
139-8								m ɨ k + t ɨ a	
142-8								m a t ɨ	
145-8								m o + t eː + a	
176-8								t a k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː ɨ + tɬ ɨ	
186-8								k ɨ tʃ +	
190-8								j a k +	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								ɨ t a	
240-8								k o tʃ ɨ	
283-8								t ɨ + tɬ k	
293-8								ɨ n + ɨ	
314-8								k w a w ɨ + k	
315-8								m ɨ	
322-8								t ɨ h w m e h	
323-8								tɬ eː	
9-8								t t + tɬ	
17-8								o m + tɬ	
22-8								tɬ a t ɨ a	
30-8								w i i	
88-8								ɨ ɨ	
158-8								w eː j a + k	
159-8								aː t ɨ m ɨ +	
177-8								m ɨ a + k	
184-8								t k aː +	
187-8								j a m k w ɨ + k	
227-8								x aː ɨ l l	
1-9									o tʃ iː
2-9									e x + t e w
8-9									w e j
16-9									e s + tɬ iː
24-9									iː s t iː
32-9									m iː k iː
51-9									o n + iː
52-9									w ø k + t o k
53-9									n a k a s
54-9									tɬ ø l l
55-9									k w a
60-9									i x + + o l
83-9									tɬ e + tɬ
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m a a
106-9									k a k iː
138-9									n e h w
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t a k a
176-9									tɬ ø k a + tɬ
179-9									n a k a + tɬ
180-9									m a i + tɬ iː
186-9									k e tʃ +
190-9									a k a + tɬ
194-9									s a
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ
293-9									iː n + iː
314-9									k w w e + +
315-9									u m e
322-9									t e h a m e t
323-9									tɬ a
9-9									t u t o + tɬ
22-9									tɬ a t iː a
30-9									w i ts
88-9									iː iː iː
158-9									w e j a k
159-9									a t e m e + tɬ
177-9									m iː a k k
184-9									t u k a a +
187-9									j a k w iː + k
227-9									x ø h l l
