COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
169-3			b ə z ə z ə																
251-3			f ə kʼ t																
461-3			tʼ aːi̯																
547-3			w ɨ z ə t																
597-3			ʔ ə n g ə d aː kʼ																
655-3			m ɨ ʃ t																
7-3			ʔ a l g ə																
158-3			kʼ ə m ə s ə																
168-3			ʔ ɨ m a r ə																
296-3			j a h u t																
372-3			kʼ ə n f ə r																
374-3			b ə kʼː o l o																
375-3			s ə b																
385-3			w ɨ tʼ e t																
411-3			t ə r a s ə																
500-3			ʔ ɨ m ə r																
6-3			m ə r kʼ a m																
17-3			ʔ ə h																
123-3			s ə m ə m																
252-3			r ə k b ə b ə																
421-3			b ɨ ʃ ə																
448-3			kʼ ɨ d ə m ə t ə t																
449-3			ʔ a n ə m																
545-3			x ɨ n o																
596-3			n ə g ə																
653-3			b ə t ə t																
4-3			g e n ə m																
254-3			dʒ ɨ m ə t																
290-3			ʔ a g ə z ə																
339-3			b ə kʼ ɨ r																
460-3			x ɨ t																
489-3			b o r tʃʼ u m																
552-3			z ɨ n																
652-3			ʔ a t ə d ə																
119-3			ʔ a n g a tʃʼ a																
298-3			h u t																
340-3			g o n ə m																
458-3			d ə n g ə ɲ ə																
459-3			ʔ a r a b ə																
607-3			ʔ a t ə w a																
609-3			ʔ ɨ x a																
647-3			t ə t																
10-3			tʼ ɨ kʼ u r																
15-3			ʔ ɨ n g ə m																
18-3			n ɨ kʼ t																
73-3			tʃʼ ə t ə r ə																
76-3			m ə m ə s ə																
110-3			d a r ə t																
121-3			t ɨ kʼ t																
167-3			g ɨ j ə																
255-3			kʼ o n tʃʼ ə																
297-3			g u n ə r ə																
299-3			g u n ə r ə																
338-3			b ə m ɨ r o																
342-3			m ə n a																
344-3			kʼ ə s ə m																
410-3			kʼ a r ə j a																
540-3			l e b																
550-3			dʒ ə n dʒ i r																
153-3			w ə s ə n ə																
219-3			g ə b a t																
250-3			t ə t																
301-3			kʼ u t ə r a																
74-3			g w ə b ə n																
120-3			d a n g ə																
122-3			kʼ a w																
220-3			tʃʼ o w a																
245-3			kʼ ə w ə r ə																
300-3			x ɨ n																
341-3			kʼ ə n ə m ə																
549-3			t ə h a n g ə																
610-3			m ə r a r ə																
118-3			tʃʼ ə n ə																
221-3			dʒ ə kʼ ə r ə																
420-3			ʔ o z a t																
455-3			ʔ e m a																
495-3			tʃʼ e t																
498-3			b o tʃʼ ə kʼ ə m																
61-4				d ɨ m ə m															
63-4				ʔ a t															
107-4				g a m ə l ə															
112-4				d ə mː ə r a															
331-4				n ɨ g u s															
377-4				b ə kʼ l ə r															
381-4				ʔ a h ə d															
417-4				r u z															
451-4				s ə b ə t															
454-4				ʔ a tʃʼ i r															
484-4				s ɨ dː i t															
535-4				ʔ a s ə r															
543-4				s ə ʃ t															
593-4				ʔ a mː u s															
640-4				m a n ə															
1-4				d ə mː ə r ə															
65-4				tʼ u b															
163-4				s ə t															
408-4				b ə r a															
414-4				d ɨ b u kʼ l a															
601-4				x ə r aː b															
642-4				n ɨ f a s															
60-4				n ə f ə s ə															
115-4				l a r ə m															
450-4				z ə r a															
490-4				tʼ ə b ə m ə															
638-4				s ɨ n e															
645-4				kʼ a l i															
75-4				h a b															
160-4				tʼ ə r ə kʼ a															
378-4				ʔ a n g ə t															
379-4				z ə t ə ɲː ə															
409-4				ʔ a t ə r ə															
497-4				t ə n															
598-4				ʔ tʃʼ e t															
646-4				ʔ a t ə d ə															
164-4				b ə ʃ ə m ə															
332-4				ʔ a g ə r															
380-4				ʔ a h u															
412-4				s a h ə n															
64-4				d a b o															
67-4				w ɨ r															
169-4				b ə z ə z ə															
461-4				tʼ a d															
547-4				w ɨ z aː t															
597-4				h e n ə g ə															
655-4				m ɨ ʃ t															
158-4				kʼ ə m i															
168-4				ʔ u m ə r ə															
372-4				ʔ ə n f ə r															
374-4				b ə kʼː ə l ə															
375-4				s ə b															
385-4				w ɨ tʼ e t															
411-4				t ə r a s															
500-4				ʔ a b ə r															
541-4				kʼ ə tʃʼ ɨ n															
6-4				m ə r k a mː															
17-4				ʔ a h ə r															
330-4				kʼ ə l d															
421-4				b ɨ ʃ ə															
449-4				ʔ a ʃ ə															
545-4				x ɨ n o															
596-4				n ə g ə															
653-4				b ə t															
4-4				g ə ʃ ə															
8-4				kʼ ə b ə t ə															
106-4				m ə t															
339-4				b ə kʼ ɨ r															
489-4				b ə r tʃʼ u m															
652-4				ʔ a t ə d ə															
119-4				ʔ a n g a tʃʼ ə															
340-4				g ə n tʃʼ ə															
458-4				d ə n g ə ɲː ə															
486-4				n ə t ə kʼ ə															
607-4				ʔ a t w ə															
609-4				ʔ ɨ d ə															
15-4				ʔ ɨ n															
18-4				l ɨ kʼ j a															
73-4				tʃʼ ə t ə r ə															
76-4				m ɨ w ə s ə															
110-4				d a r ə t															
121-4				t ɨ h a															
167-4				g ɨ j ə															
334-4				ʔ a n b ə s ə															
342-4				m ə n a															
344-4				kʼ a s ə															
410-4				kʼ a r ɨ j a															
550-4				dʒ ə n dʒ i															
612-4				h a r b															
120-4				d a n g ə															
122-4				kʼ a w a															
341-4				kʼ ə n ə m ə															
549-4				t ə h a kʼ g ə															
610-4				m ɨ r kʼ a r															
61-5					d ə m ə m														
63-5					ʔ a t ə m														
107-5					g ə m ə l a														
112-5					d ə m ə n ə														
331-5					n ɨ g u s														
377-5					b ə ɲː ə r ə														
381-5					ʔ a n t														
417-5					r ə z														
451-5					s ə b ə t														
454-5					ʔ a tʃʼ i r														
484-5					s ɨ dː ɨ s t														
535-5					ʔ a sː ə r														
543-5					s ə ʃ t														
593-5					x a m ə s														
640-5					m a n ə n														
1-5					d ə mː ə r ə														
65-5					tʼ ɨ b ə t														
163-5					s ə t														
212-5					ʔ ə n														
244-5					ʔ a r b ə t														
248-5					m ə l a														
293-5					f ə r ə z ə														
373-5					kʼ ɨ m ə l a														
408-5					b ə r ə r a														
414-5					d ɨ b ə ʔ u l a														
601-5					x ɨ r a b ə														
642-5					n ɨ f a s														
60-5					n ə f ə s ə														
115-5					l ə n a														
209-5					s ɨ mː ə t														
242-5					ʔ a mː ɨ s t														
415-5					z ɨ n ə b ə m														
450-5					z ə r ə z ə														
490-5					tʼ o b ə m ə														
638-5					s ɨ n ə n														
645-5					kʼ a l i														
75-5					ʔ a b t														
160-5					tʼ ə r ə kʼ ə														
208-5					ʔ ɨ n kʼ o l ə														
214-5					ʔ a b ə t														
218-5					ʔ ɨ n z ɨ r														
378-5					ʔ a n g ə t														
379-5					z ə t ə ɲː ə														
409-5					ʔ a t ə r ə														
497-5					t ə n														
598-5					k ə l t														
164-5					b ə ʃ ə m														
210-5					z ə n x a														
215-5					ʔ ɨ n tʼ b ə t														
256-5					t u mː ə														
285-5					m ɨ d ə d														
332-5					ʔ ə n g i														
380-5					ʔ a h ə n														
496-5					w ə n b ə n b ə t														
64-5					d a b o														
67-5					w ɨ r e														
169-5					b ə z ə z ə m ə														
251-5					f ə kʼ t														
294-5					n ə m ə kʼ ə														
461-5					tʼ ə ai̯														
547-5					w ə z ə t														
597-5					ʔ ə n g ə d ə														
655-5					m ɨ ʃ t														
7-5					ʔ a l g ə														
168-5					ʔ ɨ m a r														
296-5					n ə h u														
372-5					k ə n f ə r														
374-5					b ə ɲː o l o														
375-5					s ə b														
385-5					w ɨ d ə t														
411-5					t ə r a s														
500-5					ʔ ɨ m ə r														
6-5					m ə r k a m ə														
17-5					ʔ ɨ h ɨ r														
113-5					b ə n o														
123-5					ʃ ə m ə m														
252-5					n ə t ə b ə														
421-5					b ɨ ʃ ə														
448-5					k ə d ə n s ə b ə t														
449-5					ʔ a ʃ ə														
545-5					x ɨ n o														
596-5					n ə g ə														
653-5					b ə t ɨ d														
4-5					g ə ʃ ə														
8-5					kʼ ə b ə t o														
290-5					ʔ a g ə z ə														
339-5					b ə kʼ ɨ r														
460-5					x ɨ x														
489-5					b o r tʃʼ ə m a														
552-5					z ɨ n														
602-5					m ɨ n														
652-5					ʔ a t ə d ə														
3-5					k ɨ n ə n														
119-5					ʔ a n g a tʃʼ a														
298-5					h u t														
340-5					g ə n tʃʼ ə														
458-5					d ə n g ə ɲː ə														
459-5					ʔ a r a b ə														
486-5					n ə t ə kʼ ə														
607-5					ʔ ə n w a														
609-5					ʔ ɨ x a														
647-5					t ə n t														
15-5					ʔ ɨ n g ə m														
18-5					l ɨ k														
73-5					tʃʼ ə kʼ w ə r ə														
76-5					m ɨ m ə s ə														
110-5					d a r ə t														
121-5					t ɨ k														
152-5					ʔ a d o														
167-5					g ɨ j ə														
255-5					kʼ o n ə tʃʼ ə														
297-5					g ə n ə r														
299-5					g ə n ə r														
334-5					ʔ a n b ə sː a														
338-5					b ə m ɨ r o														
342-5					m ə n a														
344-5					kʼ ə s ə m														
410-5					kʼ a r ə n a														
550-5					g ə n dʒ i r														
612-5					ʔ a r b ə b														
219-5					g ə b a t														
250-5					t ə t														
301-5					k ə t ə r a														
74-5					g w ə kʼ ə														
120-5					d a n g a														
220-5					tʃʼ ə w a														
245-5					kʼ ə w ə r ə														
300-5					x ɨ n														
341-5					kʼ ə n ə m ə														
549-5					t ə h a n ə g ə														
643-5					g o r w ə														
118-5					tʃʼ ə n ə														
420-5					ʔ o z a t														
455-5					ʔ ə m i														
495-5					tʃʼ e t														
61-6						d ə m ə m													
63-6						ʔ a tʼ ə m													
107-6						g ə m ə r a													
112-6						d ə b ə n ə													
331-6						n ɨ g u s													
377-6						b o kʼ l ə r													
381-6						ʔ a n t													
417-6						r u z													
451-6						s ə b ə t ə													
454-6						ħ ə n ə r													
484-6						s ɨ dː ɨ s t													
535-6						ʔ a sː ə r													
543-6						s o s t													
593-6						k ə m u s													
640-6						m ə n ə n													
1-6						d ə b ə r ə m													
163-6						s ə t ə m													
212-6						ʔ ə n ə n													
244-6						ʕ a r b ə t													
248-6						m ə l ə ʕ													
293-6						f ə r ə z ə													
373-6						kʼ ɨ m ə r													
408-6						b o r ɨ r əi̯													
601-6						k ə r b ə ʕ													
642-6						n ə f ə s ə													
60-6						n ə f ə s ə m													
115-6						l ə m ə m													
242-6						ħ ə mː ɨ s t													
415-6						z ɨ n ə b													
450-6						z ə r ə z													
490-6						tʼ o b ə m													
638-6						s ɨ n ə n													
645-6						kʼ a r													
75-6						ħ ə m b ə r													
208-6						ʔ ɨ n kʼ o r													
214-6						ʔ a b ə t													
218-6						ʔ ɨ n z ɨ r													
409-6						g ə t ə r ə													
497-6						t ə n ə n													
598-6						k ə l t													
646-6						ʔ ɨ n x													
215-6						ʔ ɨ n tʼ b ə t													
256-6						t u mː ə													
294-6						o w kʼ o m ə kʼ													
655-6						m ɨ ʃ t													
158-6						kʼ ə m ə s													
372-6						k ə n f ə r													
375-6						s ə b													
411-6						t ə r a s ə													
500-6						ʕ ɨ m ə r													
541-6						kʼ ə s ə n													
113-6						b u n o													
252-6						n ə t ə b ə m													
330-6						kʼ ə l d													
448-6						kʼ ə t ə n s b n b ə													
106-6						m ə s ʕ ə													
290-6						ħ ɨ g ə z ə m													
460-6						k j ɨ t													
552-6						z ɨ d ə													
602-6						m ɨ n ə m													
2-6						ħ ɨ l u m													
298-6						ħ ɨ t ə t													
486-6						n ə tʼ ə kʼ ə m													
211-6						m ɨ s ə t													
333-6						m ɨ s ə r													
334-6						ʔ a n b ə sː a													
612-6						ħ ə r b													
289-6						l ɨ b													
326-6						m ə t ə m													
594-6						g ɨ z ə m													
154-6						b ə f ə r ə s ə m													
286-6						s ɨ g ə r i													
418-6						b ə r b ə r ə													
615-6						m əi̯													
288-6						r ɨ ħ ə s													
5-6						g ə b ə s													
61-7							d ə m ə m												
63-7							ʔ a tʼ i m												
107-7							g a m ə l a												
112-7							d ə m ə n a												
331-7							n ɨ g u s												
377-7							b ə kʼ w o r												
381-7							ʔ a h t												
417-7							r u z												
451-7							s ə b ə t												
454-7							x ə n ɨ r												
484-7							s ɨ dː ɨ s t												
535-7							ʔ a s ɨ r												
543-7							s o ʃ t												
593-7							x a m u s												
640-7							m a n ə n												
1-7							d ə mː ə r ə												
65-7							tʼ ɨ w												
163-7							s ə t												
212-7							ʔ ə n												
244-7							ʔ a r b ə t												
248-7							m uː l a												
293-7							f ə r ə z ə												
373-7							kʼ ɨ m a l ə												
408-7							b o r ɨ r ai̯												
414-7							d ɨ b a kʼ u l a												
601-7							x ɨ r o b ə												
642-7							n ɨ f a s												
60-7							n ə f ə s ə												
115-7							l a n ə m												
209-7							s ɨ mː ə t												
242-7							ʔ a mː ɨ s t												
415-7							z ɨ n a b ə												
450-7							z ə r												
490-7							tʼ o b ə m ə												
638-7							s ɨ n ə n												
645-7							kʼ a l i												
75-7							h a m b ə r												
160-7							tʼ ə r ə kʼ a												
208-7							ʔ ɨ n kʼ o l u												
214-7							ʔ a b ə t												
218-7							ʔ ɨ n z ɨ r												
378-7							ʔ a n g ə t												
379-7							z ə tʼ ə ɲː ə												
409-7							ʔ a t ə r ə												
497-7							t ə n												
598-7							k ɨ l												
646-7							ʔ a h t												
164-7							b ə ʃ ə m ə												
210-7							z ə h o n a												
215-7							tʼ ɨ n tʼ b ə t												
256-7							t u mː ə												
285-7							m ɨ tʼ a d												
332-7							ʔ ə n g r												
380-7							ʔ a h u x												
412-7							s a ħ ə n a												
496-7							w ə n b ə n b ə t												
64-7							d ɨ b o												
67-7							w ɨ r												
169-7							b ə z ə z ə z												
251-7							f ə kʼ j ə												
294-7							w o kʼ w o kʼ												
461-7							tʼ əi̯ tʼ												
547-7							w ɨ z ə t												
597-7							h ə n g ə d ə												
655-7							m ɨ ʃ t												
7-7							ʔ a l g a												
158-7							kʼ ə m ɨ s												
168-7							ʔ ɨ m a r ə												
296-7							j ə h u t												
372-7							k ə n f ə r												
374-7							b ə kʼː o l o												
385-7							w ɨ tʼ e t												
411-7							t ə r a s												
500-7							ʔ ɨ m ə r												
6-7							m ə r k a m ə												
17-7							ʔ ɨ h u r												
123-7							ʃ ə m ə m												
252-7							n ə k b ə b ə												
421-7							b ɨ ʃ ə												
448-7							k ə d ə n s ə b ə t												
449-7							ʔ a n ə m												
491-7							d ɨ n g ə t												
545-7							x ɨ n o												
596-7							n ə g ə												
653-7							b ə t ɨ d												
8-7							kʼ ə b ə t o												
254-7							dʒ ɨ m ə t ə t												
290-7							h a g ə z ə												
460-7							x ɨ t												
489-7							b o r tʃʼ ɨ m a												
552-7							z ɨ n												
652-7							ʔ a t ə d ə												
3-7							h ɨ n u												
119-7							ʔ a n g a tʃʼ a												
298-7							h ɨ t												
340-7							g o n ə												
458-7							d ə n g ə ɲː ə												
459-7							ʔ a s o w o												
486-7							n ə tʼ ə kʼ ə m												
607-7							ʔ ə ʃ w a												
609-7							j ɨ x												
10-7							tʼ ɨ kʼ u r												
15-7							h ɨ n ɨ m												
18-7							n ɨ k												
73-7							tʃʼ ə w ə r ə												
76-7							m ə m ə s ə												
110-7							d ə tʃʼ ə t												
121-7							t ɨ k												
152-7							ʔ a d o												
167-7							g ɨ j ə												
255-7							kʼ o n ə tʃʼ ə												
297-7							g u n ə r ə												
299-7							g u n ə r ə												
338-7							b ə m ɨ r o												
342-7							m ə n a												
344-7							kʼ ə s ə m												
410-7							kʼ a r ɨ j a												
540-7							l ə b												
550-7							dʒ ə n dʒ ɨ r												
153-7							w ə s ə n ɨ n												
219-7							g ə b a t												
250-7							w ə t												
301-7							k u t ə r a												
326-7							m ə t												
74-7							g w ə b ə												
120-7							d a n g ə												
122-7							kʼ a w a												
220-7							tʃʼ o w												
245-7							kʼ ə w ə r ə												
300-7							x ɨ n												
341-7							kʼ ə n ə m ə												
549-7							t ə h a n a j ə												
610-7							m ɨ r a f r												
643-7							g o r a												
118-7							tʃʼ ə n												
221-7							g ə w ə r ə												
420-7							ʔ o z a t												
455-7							k ə m a												
495-7							tʃʼ ə t												
61-8								d ə m ə m											
63-8								ʔ a tʼ i m											
107-8								g a m ə l a											
112-8								d ə m ə r a											
331-8								n ɨ g u s											
377-8								b ə kʼ l ə r ə											
381-8								ʔ a d ə n											
417-8								r u z											
451-8								s ə b ə t ə											
454-8								h a tʃʼ i r											
484-8								s ɨ dː ɨ s t											
535-8								ʔ a ʃ ə r											
543-8								s ə ʃ t											
593-8								x ə m ə s											
640-8								m ə n a											
1-8								d ə mː ə r ə											
65-8								tʼ ɨ b ə											
163-8								s ə t											
212-8								ʔ ə n											
244-8								ʔ a r b ə t											
248-8								m ə l ə ʔ a											
293-8								f ə r ə z ə											
373-8								kʼ ɨ m a l											
408-8								b ə r a r a											
414-8								tʼ ə b a kʼ u l a											
601-8								ʔ a r b ə r											
642-8								n ɨ f a s											
60-8								n ə f ə s ə											
115-8								l ə n a m											
209-8								s ɨ mː ə t											
242-8								ʔ a mː ɨ s t											
415-8								z ɨ n ə b a											
450-8								z ə r ə ʔ a											
490-8								tʼ o b ə m ə											
638-8								s ɨ n ə ʔ a											
645-8								kʼ a l i											
75-8								ʔ a b ə l ə											
160-8								tʼ ə r ə kʼ a											
208-8								ʔ ɨ n kʼ w a											
214-8								ʔ a b ə t											
218-8								ʔ ɨ n z ɨ r											
378-8								ʔ a n g ə t											
379-8								z ə tʼ ə ɲː ə											
409-8								ʔ a t ə r ə											
497-8								t ə n											
598-8								s w ə t											
646-8								ʔ a n ə x a											
164-8								b ə ʃ ə m											
210-8								z ə j ə n a											
215-8								tʼ ɨ n tʼ b ə t											
256-8								t u mː ə											
285-8								m ɨ tʼ a d											
332-8								ʔ ə n g r											
380-8								ʔ ə h u											
412-8								s ə h a n ə											
496-8								w ə r b ə n b ə t											
64-8								d a b o											
67-8								w ɨ r											
169-8								b ə z ə z ə											
251-8								f ə kʼ ə l ə											
294-8								w ə kʼ o m											
461-8								tʼ a tʼ ə											
547-8								w ə z ə t											
597-8								h e n ə g ə											
655-8								m ɨ ʃ t											
7-8								ʔ a l g ə											
158-8								kʼ ə m ə s i											
168-8								ʔ ɨ m a r											
296-8								j ə h u											
374-8								b ə kʼː o l o											
385-8								w ɨ tʼ e t											
500-8								ʔ ɨ m ɨ r											
6-8								m ə r kʼ a m											
17-8								ʔ ə h ɨ r											
123-8								ʃ ə m ə m											
252-8								r ə k b ə b ə											
421-8								b ɨ ʃ ə											
448-8								kʼ ə d ə n s ə t ə t											
449-8								ʔ a n ə m ə											
545-8								x ɨ n o											
596-8								n ə g ə											
653-8								b ə t ɨ d											
4-8								g ɨ n ʃ ə											
8-8								kʼ ə b ə t o											
254-8								dʒ ɨ m ə t											
290-8								h a g ə z ə											
339-8								b ə kʼ ɨ r											
460-8								x ɨ n											
489-8								b ə r tʃʼ i m a											
552-8								z ɨ n a											
652-8								ʔ a t ə d ə											
3-8								h ɨ n dʒ ə											
119-8								ʔ a n g a											
298-8								h uː t											
340-8								g ə n ə											
458-8								d ə n g ə ɲː ə											
459-8								ʔ a ʃ ə w o											
607-8								ʔ ə w a											
609-8								ʔ ɨ x a											
10-8								tʼ ɨ kʼ u r											
15-8								h ɨ n ɨ m											
18-8								n ɨ kʼ i											
73-8								tʃʼ ə kʼ w ə r a											
76-8								m ə m ə s ə											
121-8								t ɨ kʼ ə											
167-8								g ɨ j ə											
255-8								kʼ o l ə tʃʼ ə											
297-8								g u n ə r											
299-8								g u n ə r											
338-8								b ə m ɨ r o											
342-8								m ə n a											
344-8								kʼ ə s ə m											
410-8								kʼ a r ɨ j a											
540-8								l ə b a											
550-8								dʒ ə n dʒ ɨ r											
219-8								g ə kʼ a t											
250-8								w ə t											
301-8								kʼ u t ə r a											
74-8								g w ə kʼ e											
