COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
139-8								m ɨ k + t ɨ a	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								t aː k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː + tɬ ɨ	
186-8								k e tʃ + oː	
190-8								j a k a +	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								t t a	
240-8								k o tʃ ɨ	
283-8								t e + tɬ	
293-8								ɨ n + iː	
314-8								k w a w ɨ tɬ	
315-8								oː m ɨ	
322-8								t ɨ h w m h	
1-9									n o tʃ iː + n
2-9									n e x + j i x
8-9									w i j iː j
16-9									e s + tɬ iː
24-9									iː s t iː
32-9									m iː k iː
51-9									o n + iː
52-9									w ø k + t o k
53-9									n a k a s
54-9									tɬ ø l iː
55-9									k w a
60-9									i x + t l o l o
83-9									tɬ e + tɬ
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m ø j n
106-9									k a k iː
138-9									n e h w
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t i k a
176-9									tɬ ø k a + tɬ
179-9									n a k a + tɬ
180-9									m i i + tɬ iː
186-9									k e tʃ + tɬ u
190-9									j a k a + tɬ
194-9									s i
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ
293-9									iː n + i n
314-9									k w a w iː + tɬ
315-9									u m e
322-9									t e h w m e
