COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
6158-1	kʲ u ³³								
4306-1	s ɤ ³⁵								
4891-1	kʲ ɛ ³⁵								
6436-1	k u ³³								
6213-1	ɕ a ³⁵								
2320-1	ɕ i ⁴⁴								
5253-1	f ɤ ⁴⁴								
5108-1	ts i ⁴⁴								
4100-1	ɣ ɯ ³¹								
6018-1	ts e ⁴²								
1352-1	n a ⁵⁵								
4228-1	p i ⁴⁴								
4247-1	ts i ⁴⁴								
75-1	ts ɯ ⁵⁵								
118-1	k w a ⁴⁴								
2866-1	m i ²¹								
64-1	k ɤ ²¹								
43-1	kʰ ɔ ³⁵								
128-1	n a ⁵⁵								
7023-1	n a ⁵⁵								
7012-1	n a ⁵⁵								
4497-1	t ɛ ⁴⁴								
2928-1	kʲʰ i ⁴⁴								
148-1	ɣ ɯ ³³								
1623-1	kʰ w a ⁴⁴								
2648-1	tʰ ɔ ⁵⁵								
2649-1	j ɔ ⁴²								
6242-1	j ɔ ²¹								
3943-1	s ɤ ³³								
1026-1	kʲ e ³⁵								
6404-1	kʰ ɛ ³⁵								
585-1	ʈʂ ɤ ³³								
1731-1	w a ⁴⁴								
5510-1	n a ³⁵								
5360-1	k ɤ ⁴⁴								
879-1	k ɛ ³⁵								
880-1	ɲ ɛ ⁴⁴								
271-1	p i ²¹								
3565-1	ɕ i ⁴⁴								
3896-1	m i ⁵⁵								
3897-1	ts ɯ ⁵⁵								
1816-1	ʈʂ ɤ ³³								
3343-1	tɕ i ⁴⁴								
1864-1	ʂ ɯ ⁴⁴								
2026-1	m t a ²¹								
6223-1	ts e ⁴⁴								
6224-1	m i ²¹								
337-1	ʈʂ ɤ ⁴⁴								
4295-1	k ɤ ²¹								
384-1	m i ⁵⁵								
385-1	ɕ ɔ ³⁵								
869-1	k ɤ ²¹								
2745-1	ɕ ɯ ⁴⁴								
4690-1	kʰ w a ⁵⁵								
4423-1	ɣ ɯ ³³								
5380-1	s w ɯ ⁴⁴								
4436-1	ts i ²¹								
2519-1	tsʰ u ³³								
4975-1	ɲ i ⁴⁴								
4548-1	w a ⁴⁴								
4397-1	p e ²¹								
6203-1	kʲʰ i ⁴⁴								
2689-1	t ɤ ²¹								
2599-1	t a ²¹								
2600-1	m a ⁵⁵								
1913-1	tɕ i ³¹								
1914-1	ŋ w a ⁴⁴								
1903-1	ŋ w a ⁴⁴								
6336-1	ts ɯ ²¹								
473-1	u ²¹								
4065-1	k a ⁴²								
6554-1	j i ³¹								
3114-1	ts ɤ ⁴⁴								
4942-1	kʲ ɛ ³⁵								
3615-1	pʰ j a ⁴⁴								
4197-1	kʰ u ³³								
4198-1	j i ²¹								
1474-1	j ɤ ³³								
6531-1	j ɯ ⁴⁴								
4954-1	tʰ u ³³								
4517-1	ʈʂ ɯ ³¹								
1173-1	j i ³¹								
6365-1	kʰ w a ⁴⁴								
6730-1	tɕ i ³¹								
6380-1	p i ⁴⁴								
924-1	m i ⁵⁵								
752-1	kʲʰ i ⁴⁴								
4316-1	p p ɤ ⁴⁴								
5181-1	m a ²¹								
5785-1	pʰ u ³¹								
4770-1	p i ²¹								
2755-1	p ɤ ⁴⁴								
1298-1	f ɛ ⁴⁴								
784-1	tsʰ ɛ ⁵⁵								
3596-1	t i ²¹								
1799-1	tɕ i ³¹								
5007-1	p i ⁵⁵								
5465-1	m i ⁵⁵								
170-1	ʈʂ ɤ ³³								
3150-1	t ɛ ⁵⁵								
3780-1	ŋ w a ⁴⁴								
1706-1	tɕ a ⁴⁴								
403-1	p i ²¹								
5329-1	kʲ ɛ ³⁵								
1103-1	ʈʂ ɤ ³³								
1113-1	ʂ ɯ ³¹								
232-1	ts i ⁴⁴								
5925-1	ts i ³⁵								
5926-1	ts ɔ ⁴²								
5723-1	p i ²¹								
5263-2		xʰ ɛ̃ ⁵⁵							
452-2		t ɔ ²¹							
4342-2		t ɔ ²¹							
4344-2		ts ɿ ³¹							
5487-2		t ɔ ²¹							
1401-2		p i ⁵⁵							
6496-2		ts ɿ ³¹							
1064-2		j a ⁵⁵							
1065-2		ts ɿ ³³							
6617-2		t ɔ ²¹							
4367-2		t a ²¹							
4378-2		s u ⁵⁵							
4379-2		j i ⁴⁴							
3984-2		s u ⁵⁵							
5086-2		ts w ɔ ³³							
3333-2		s e ⁴⁴							
2226-2		s w ã ⁵⁵							
2373-2		k w ɔ ⁴⁴							
2363-2		s u ⁵⁵							
672-2		ts ɛ̃ ⁵⁵							
673-2		k ɯ ⁵⁵							
2690-2		p i ²¹							
6337-2		p i ²¹							
6319-2		ts e ⁴²							
2617-2		s ɯ ⁵⁵							
2066-2		s ɯ ⁵⁵							
2094-2		s ɯ ⁵⁵							
2096-2		k w ɔ ⁴⁴							
798-2		p i ²¹							
6668-2		ɕ u ³³							
4028-2		t e ⁴⁴							
6555-2		k w ã ⁴⁴							
2281-2		k u ⁵⁵							
701-2		k w ã ⁴⁴							
628-2		s w ã ⁴⁴							
3096-2		ts ɿ ³³							
3021-2		ts ɔu ⁴²							
2708-2		s u ⁵⁵							
3462-2		k ɛ̃ ⁵⁵							
1932-2		s ɯ ⁵⁵							
6469-2		s u ⁵⁵							
4454-2		j ĩ ⁴⁴							
4455-2		k ɛ̃ ⁵⁵							
6926-2		j ĩ ⁴⁴							
6927-2		j ĩ ⁴⁴							
3916-2		m i ²¹							
6822-2		t j ĩ ⁴⁴							
5417-2		ts ɿ ³³							
1959-2		ɣ ɯ ³³							
1960-2		t w ɔ ²¹							
2899-2		xʰ ɯ ⁵⁵							
3651-2		ts ɿ ³³							
811-2		k ɔ ⁴⁴							
1633-2		m ɛ ²¹							
1775-2		k ɛ̃ ⁵⁵							
5801-2		k w ɔ ⁴⁴							
4769-2		j ɔu ³¹							
3720-2		k ɛ̃ ⁵⁵							
6446-2		m ɛ ³⁵							
1255-2		p ɛ̃ ⁵⁵							
3595-2		j ĩ ⁴⁴							
1600-2		p e ²¹							
242-2		ts ɿ ⁵⁵							
3739-2		k w ɔ ⁴⁴							
5984-2		ts ɔu ⁴²							
838-2		s u ⁵⁵							
839-2		t ɔ̃ ²¹							
3149-2		j i ⁴⁴							
2829-2		ts w ɔ ³³							
4602-2		tɕʰ i ⁴⁴							
5225-2		j ɔ̃ ²¹							
3933-2		s w ɔ ⁴²							
5763-2		ts ɿ ⁴²							
2134-2		s u ⁵⁵							
5724-2		t ɯ ²¹							
5704-2		ts ɔu ⁴²							
5705-2		kʰ w ɔ ⁴⁴							
5037-2		tɕʰ i ⁴⁴							
5038-2		t ɔ̃ ²¹							
4332-2		ts ɿ ³³							
5447-2		ts ɛ̃ ⁵⁵							
3702-2		s ɯ ⁵⁵							
1549-2		s ɯ ⁵⁵							
2394-2		k w ɔ ⁴⁴							
1-2		m e ⁴²							
2947-2		t ɔ ²¹							
4653-2		k w ɔ ⁴⁴							
4989-2		k w ɔ ⁴⁴							
3749-2		j ĩ ⁴⁴							
3452-2		ts ɛ̃ ⁵⁵							
598-2		n ĩ ⁴⁴							
638-2		p i ⁵⁵							
2819-2		p i ²¹							
4477-2		kʰ w ã ⁴⁴							
4487-2		ts ɿ ⁵⁵							
4666-2		tɕʰ i ⁴⁴							
5661-2		t a ⁴⁴							
4923-2		ts ɛ̃ ⁵⁵							
4913-2		k ɯ ²¹							
1143-2		m ɛ ³⁵							
4864-2		s u ⁵⁵							
3184-2		s ɯ ⁵⁵							
4591-2		ts ɿ ⁴²							
1431-2		s a ⁴⁴							
3323-2		k e ⁵⁵							
6709-2		ts ɿ ³¹							
903-2		m ɛ ³⁵							
5098-2		k ɯ ²¹							
5994-2		k ɛ̃ ⁵⁵							
6971-2		s w ã ⁴⁴							
763-2		ts ɿ ³¹							
691-2		s w ã ⁴⁴							
1083-2		t w ɔ ²¹							
1421-2		k w ɔ ⁴⁴							
6699-2		t ɔ ²¹							
2628-2		s u ⁵⁵							
1696-2		ɣ ɯ ⁵⁵							
6179-2		k w ɔ ⁴⁴							
6180-2		ts ɿ ⁵⁵							
6658-2		s u ⁵⁵							
1231-2		s w ɔ ³³							
4265-2		kʰ ɯ ⁵⁵							
2787-2		ts ɿ ⁴²							
3247-2		ts ɿ ⁵⁵							
252-2		t ɔ̃ ²¹							
6004-2		k a ⁵⁵							
4728-2		s w ã ⁵⁵							
3843-2		w ã ⁴⁴							
4965-2		tɕʰ ɛ̃ ³¹							
5641-2		t w ɔ ²¹							
3280-2		s u ⁵⁵							
1390-2		k w ɔ ⁴⁴							
2156-2		w ã ⁴⁴							
3433-2		ɕ i ⁵⁵							
552-2		s ã ⁵⁵							
4845-2		ts i ⁴⁴							
4846-2		t ɯ ²¹							
2292-2		m ɛ ³⁵							
6635-2		s j ã ⁴⁴							
3994-2		t ɯ ²¹							
3031-2		ts ɿ ³³							
6078-2		ts ɯ ³³							
1644-2		t ɔ ²¹							
2435-2		j ĩ ⁴⁴							
1676-2		w ã ⁴⁴							
6281-2		k w ɔ ⁴⁴							
5915-2		tsʰ ɿ ⁵⁵							
1560-2		ɕ i ⁵⁵							
575-2		t ɔu ²¹							
5319-2		s u ⁵⁵							
2797-2		k ɛ̃ ⁵⁵							
6991-2		ts ɔ̃ ³³							
3513-2		ts ɔu ⁴²							
5205-2		ts ɿ ⁵⁵							
6109-2		tsʰ ɛ̃ ⁵⁵							
2056-2		m i ²¹							
6099-2		k ɯ ⁵⁵							
6119-2		p i ²¹							
1978-2		t w ã ³³							
3973-2		tɕʰ i ⁴⁴							
2046-2		s u ⁵⁵							
5622-2		s ã ⁵⁵							
648-2		ts ɛ̃ ⁵⁵							
6789-2		p i ⁴²							
618-2		ɣ ɯ ³³							
2384-2		m w ã ³³							
1124-2		k ɛ̃ ⁵⁵							
1125-2		ts ɿ ³¹							
4178-2		k u ⁵⁵							
1686-2		k ɛ̃ ⁵⁵							
1495-2		ts ɿ ⁵⁵							
4090-2		s u ⁵⁵							
4802-2		xʰ ɛ̃ ⁵⁵							
1764-2		ts ɿ ³³							
3270-2		m ɛ ³⁵							
1884-2		k w ɔ ⁴⁴							
1203-2		k ɯ ⁵⁵							
6645-2		w e ⁵⁵							
608-2		k u ³³							
2889-2		tɕʰ i ⁴⁴							
5350-2		tsʰ u ³¹							
6158-2		k u ⁵⁵							
4306-2		s w ã ⁴²							
4891-2		k ɛ̃ ⁵⁵							
6436-2		k u ⁵⁵							
6213-2		s a ⁵⁵							
2320-2		s i ⁵⁵							
5253-2		f ɤ ⁴⁴							
5108-2		ts i ⁴⁴							
4100-2		ts ɿ ³³							
6018-2		ts ɿ ⁵⁵							
1352-2		n ɯ ²¹							
4228-2		p i ⁴⁴							
4247-2		tɕʰ i ⁴⁴							
75-2		ts ɿ ³³							
118-2		k w ã ⁴⁴							
2866-2		m ɛ ³⁵							
64-2		k ɔ ⁴⁴							
43-2		k u ⁵⁵							
128-2		n a ⁵⁵							
7023-2		n a ²¹							
7012-2		n ĩ ⁵⁵							
4497-2		t e ⁴²							
2928-2		tɕʰ i ⁴⁴							
148-2		ɣ ɯ ³³							
1623-2		kʰ w ã ⁴⁴							
2648-2		tʰ ɔ̃ ³⁵							
2649-2		j ɔu ⁴²							
6242-2		j ɔu ²¹							
3943-2		s w ɔ ⁴²							
1026-2		k e ⁵⁵							
6404-2		k ɯ ⁵⁵							
585-2		ts w ɔ ⁴⁴							
1731-2		j a ⁴⁴							
5510-2		n a ⁵⁵							
5360-2		k ɔ ⁴⁴							
879-2		k ɛ̃ ⁵⁵							
880-2		j ɛ ⁴⁴							
271-2		p i ²¹							
3565-2		s i ⁵⁵							
3896-2		m i ³⁵							
3897-2		ts ɿ ³³							
1816-2		ts w ɔ ⁴²							
3343-2		tɕ i ⁴⁴							
1864-2		s a ⁵⁵							
2026-2		m w ã ²¹							
6223-2		xʰ ɛ̃ ⁵⁵							
6224-2		m ɛ ²¹							
337-2		ts w ɔ ⁴²							
4295-2		k w ɔ ⁴⁴							
384-2		m i ³⁵							
385-2		s u ⁵⁵							
869-2		k w ɔ ²¹							
2745-2		s ɯ ⁵⁵							
4690-2		kʰ w ã ⁵⁵							
4423-2		s ɯ ³³							
5380-2		s ɯ ɯ ⁴⁴							
4436-2		ts ĩ ²¹							
2519-2		tsʰ u ³³							
4975-2		j ĩ ⁴⁴							
4548-2		w a ⁴⁴							
4397-2		p e ²¹							
6203-2		tɕʰ i ³¹							
2689-2		t ɔ ²¹							
1913-2		tɕ i ³¹							
1914-2		w ã ⁴⁴							
1903-2		w ã ⁴⁴							
6336-2		ts ɯ ³³							
473-2		tɕʰ u ²¹							
6554-2		j i ⁴⁴							
3114-2		ts ɯ ⁴⁴							
4942-2		k ɛ̃ ⁵⁵							
3615-2		pʰ j a ⁴⁴							
4197-2		k u ⁵⁵							
4198-2		j i ²¹							
1474-2		f ɤ ³³							
6531-2		j ɯ ⁴⁴							
4954-2		tʰ u ³³							
4517-2		ts ɯ ³¹							
1173-2		j i ⁵⁵							
6365-2		kʰ w ã ⁵⁵							
6730-2		tɕ i ³¹							
6380-2		ts ĩ ⁴⁴							
924-2		m a ³⁵							
752-2		p i ⁵⁵							
4316-2		p p ɔ ⁴⁴							
5181-2		n a ²¹							
5785-2		p u ³¹							
4770-2		p i ²¹							
2755-2		p ɔ ⁴⁴							
1298-2		f ɛ̃ ⁵⁵							
784-2		tsʰ ɛ̃ ⁵⁵							
3596-2		t i ²¹							
1799-2		tɕ i ³¹							
5007-2		p i ⁵⁵							
5465-2		xʰ i ⁵⁵							
170-2		ts w ɔ ³³							
3150-2		t i ⁵⁵							
3780-2		w ã ⁴⁴							
403-2		p i ²¹							
5329-2		k e ⁵⁵							
1103-2		ts w ɔ ³³							
1113-2		z ɤ ⁵⁵							
232-2		tɕʰ i ⁵⁵							
5925-2		ts ĩ ⁵⁵							
5926-2		ts ɿ ⁵⁵							
5723-2		p i ⁵⁵							
5263-3			x ã ⁴⁴						
452-3			t ɤ ²¹						
4342-3			t ɤ ²¹						
4344-3			tsʰ ɛ̃ ³¹						
5487-3			t ɤ ²¹						
1401-3			p i ⁵⁵						
6496-3			ts ɿ ³¹						
1064-3			j a ³¹						
1065-3			ts ɿ ³³						
6617-3			t ɤ ²¹						
4367-3			t a ²¹						
4378-3			s i ⁵⁵						
4379-3			j i ⁵⁵						
3984-3			s ɤ ⁵⁵						
5086-3			ts ɤ̃ ³³						
3333-3			s ɤ ⁴⁴						
2226-3			s w ã ⁵⁵						
2373-3			k ɤ ⁴⁴						
2363-3			s ou ⁵⁵						
672-3			ts ɛ̃ ⁵⁵						
673-3			k ɯ ⁵⁵						
2690-3			p i ²¹						
6337-3			p i ³³						
6319-3			ts e ⁴²						
2617-3			s ɯ ⁵⁵						
2066-3			s ɯ ⁵⁵						
2094-3			s ɯ ⁵⁵						
2096-3			k ɤ ⁴⁴						
798-3			p i ²¹						
6668-3			s u ⁵⁵						
4028-3			t e ⁴⁴						
6555-3			k w ã ⁴⁴						
2281-3			k u ⁵⁵						
701-3			k w ã ⁴⁴						
628-3			s w ã ⁵⁵						
3096-3			ts ɿ ³³						
3021-3			ts ɿ ⁴²						
2708-3			s i ⁵⁵						
3462-3			k u ⁵⁵						
1932-3			s ɿ ⁵⁵						
6469-3			s a ⁵⁵						
4454-3			j ĩ ⁴⁴						
4455-3			k ɛ ⁵⁵						
6926-3			j ĩ ⁴⁴						
6927-3			j ĩ ⁴⁴						
3916-3			m i ⁵⁵						
6822-3			t j ĩ ⁴⁴						
5417-3			ts ɿ ³³						
1959-3			ɣ ɯ ⁴⁴						
1960-3			t ɤ ⁴⁴						
2899-3			x ɯ ⁵⁵						
3651-3			ts ɿ ⁵⁵						
811-3			k ɤ ⁴⁴						
1633-3			m i ²¹						
1775-3			k u ⁵⁵						
5801-3			k ɤ ⁴⁴						
4769-3			j ou ³¹						
3720-3			k u ⁵⁵						
6446-3			m i ⁵⁵						
1255-3			p ɛ̃ ⁵⁵						
3595-3			j ĩ ⁴⁴						
1600-3			p i ²¹						
242-3			ts ɿ ⁵⁵						
3739-3			k ɤ ⁴⁴						
5984-3			ts ɿ ⁴²						
838-3			s ou ⁵⁵						
839-3			t õ ²¹						
3149-3			j i ⁴⁴						
2829-3			ts ɤ̃ ³³						
4602-3			tɕʰ i ⁴⁴						
5225-3			j ou ²¹						
3933-3			s ɤ ⁴²						
5763-3			ts e ⁴²						
2134-3			s i ⁵⁵						
5724-3			t ɯ ²¹						
5704-3			ts ɿ ⁴²						
5705-3			kʰ w ɤ ⁴⁴						
5037-3			ts i ⁴⁴						
5038-3			t õ ⁴²						
4332-3			ts ɿ ³³						
5447-3			ts ɛ̃ ⁵⁵						
3702-3			s ɿ ⁵⁵						
1549-3			s ɯ̃ ⁵⁵						
2394-3			k ɤ ⁴⁴						
1-3			m ɛ ⁴²						
2947-3			t ɤ ²¹						
4653-3			k ɤ ⁴⁴						
4989-3			k ɤ ⁴⁴						
3749-3			j i ⁴⁴						
3452-3			ts e ⁴⁴						
598-3			n ĩ ⁴⁴						
638-3			p i ⁵⁵						
2819-3			p i ²¹						
4477-3			kʰ w ã ⁴⁴						
4487-3			ts ɿ ⁴²						
4666-3			tɕʰ i ³³						
5661-3			t a ⁴⁴						
4923-3			ts e ⁵⁵						
4913-3			k ɯ ⁵⁵						
1143-3			m i ⁵⁵						
4864-3			s õ ⁵⁵						
3184-3			s ɯ ⁵⁵						
4591-3			ts e ⁴²						
1431-3			s ɛ ⁴⁴						
3323-3			k e ⁵⁵						
6709-3			ts ɿ ³¹						
903-3			m i ⁵⁵						
5098-3			k ɯ ²¹						
5994-3			k u ⁵⁵						
6971-3			s w ã ⁵⁵						
763-3			ts ɿ ⁵⁵						
691-3			s w ã ⁵⁵						
1083-3			t ɤ̃ ²¹						
1421-3			k ɤ ⁴⁴						
6699-3			t ɤ ²¹						
2628-3			s ou ⁵⁵						
1696-3			x ou ⁵⁵						
6179-3			k ɤ ⁴⁴						
6180-3			ts e ⁵⁵						
6658-3			s ɤ ⁵⁵						
1231-3			s ɤ ⁵⁵						
4265-3			kʰ ɯ ⁵⁵						
2787-3			ts ɿ ⁴²						
3247-3			ts e ⁵⁵						
252-3			t õ ⁴²						
6004-3			k u ⁵⁵						
4728-3			s ã ⁵⁵						
3843-3			w ã ⁴⁴						
4965-3			ts ɿ ³¹						
5641-3			t a ²¹						
3280-3			s ou ⁵⁵						
1390-3			k ɤ ⁴⁴						
2156-3			w ã ⁴⁴						
3433-3			s i ⁵⁵						
552-3			s ã ⁵⁵						
4845-3			ts i ⁴⁴						
4846-3			t ɯ ²¹						
2292-3			m i ⁵⁵						
6635-3			s j ã ⁴⁴						
3994-3			t ɯ ²¹						
3031-3			ts ou ⁴²						
6078-3			ts ɯ ³³						
1644-3			t ɤ ²¹						
2435-3			j ĩ ⁴⁴						
1676-3			s w ã ⁴⁴						
6281-3			k ɤ ⁴⁴						
5915-3			tsʰ ɛ̃ ⁵⁵						
1560-3			ɕ i ⁵⁵						
575-3			t o ²¹						
5319-3			s a ⁵⁵						
2797-3			k u ⁵⁵						
6991-3			ts ɤ̃ ²¹						
3513-3			ts ɿ ⁴²						
5205-3			tsʰ ɛ̃ ⁵⁵						
6109-3			tsʰ u ⁵⁵						
2056-3			m i ⁵⁵						
6099-3			k ɛ ⁵⁵						
6119-3			p i ²¹						
1978-3			tsʰ w ã ³³						
3973-3			tɕʰ i ⁴⁴						
2046-3			s u ⁵⁵						
5622-3			s ã ⁵⁵						
648-3			ts e ⁵⁵						
6789-3			p i ⁴²						
618-3			ɣ ɯ ³³						
2384-3			s ã ³³						
1124-3			k u ⁵⁵						
1125-3			ts ɿ ³¹						
4178-3			k u ³³						
1686-3			k u ⁵⁵						
1495-3			ts ɿ ⁵⁵						
4090-3			s i ⁵⁵						
4802-3			x ɛ̃ ⁵⁵						
1764-3			ts u ³³						
3270-3			m i ⁵⁵						
1884-3			k ɤ ⁴⁴						
1203-3			k ɯ ⁵⁵						
6645-3			w e ⁵⁵						
608-3			kʰ u ³³						
2889-3			tɕʰ i ⁴⁴						
5350-3			tsʰ u ³¹						
6158-3			k u ⁵⁵						
4306-3			s ã ⁵⁵						
4891-3			k u ⁵⁵						
6436-3			k u ⁵⁵						
6213-3			s a ⁵⁵						
2320-3			s i ⁵⁵						
5253-3			f ɤ ⁴⁴						
5108-3			ts i ⁴⁴						
4100-3			ts ɿ ³³						
6018-3			ts ɿ ⁴²						
1352-3			n a ²¹						
4228-3			p e ⁴⁴						
4247-3			ts i ⁴⁴						
75-3			ts ɿ ³³						
118-3			k w ã ⁴⁴						
2866-3			m i ⁵⁵						
64-3			k ɤ ⁴⁴						
43-3			kʰ ɛ ⁵⁵						
128-3			n a ²¹						
7023-3			n a ²¹						
7012-3			n ĩ ²¹						
4497-3			t ɛ ⁴²						
2928-3			tɕʰ i ⁴⁴						
148-3			ɣ ɯ ³³						
1623-3			kʰ w ã ⁴⁴						
2648-3			t ou ⁵⁵						
2649-3			j ou ⁴²						
6242-3			j ou ²¹						
3943-3			s ɤ ³³						
1026-3			k e ⁵⁵						
6404-3			k u ⁵⁵						
585-3			ts ɤ̃ ³³						
1731-3			w ã ⁴⁴						
5510-3			j ou ⁵⁵						
5360-3			k ɤ ³³						
879-3			k ɛ ⁵⁵						
880-3			j ɛ ⁴⁴						
