COGID	dutch	english	french	german
922-1	b eː d ə			
-934-1	l ɑ m p			
916-1	t r ʉ k			
1726-1	v eː l d			
2108-1	p l øː ɣ ə			
1133-1	v ə r			
2114-1	s p aː d ə			
1272-1	r ɛɪ ɣ			
1979-1	x r aː s x			
1989-1	h aː j			
-2260-1	p l ɑ n t ə			
70-1	b uː k			
-89-1	v ɛɪ n + s t			
-12-1	p ɛɪ p ə			
713-1	z ɑ p			
747-1	n eː t ə l			
308-1	d ɛɪ			
289-1	b ɪ n d ə			
1930-1	b r eː k ə			
1928-1	s p l l t ə			
858-1	s t r eː k ə			
1577-1	h w ə + ŋ ə			
908-1	w ɑ s ə			
648-1	b uː r ə			
1855-1	d eː l aː x l			
657-1	h ɑ m ə r			
2058-1	n aː ɣ ə			
949-1	s m ɛɪ n m ə			
1642-1	x aː l d			
1640-1	z ɪ l v ə r			
1633-1	eː v ə n			
1630-1	t ɪ n			
993-1	x l aː s x			
-2121-1	r ɔ l			
1692-1	v ɑ l			
1694-1	d r ɔ p ə			
1062-1	z ɛ ɛ k k			
476-1	z w ɪ m ə			
1051-1	v l ɛɪ ɣ ə			
1075-1	b l aː z ə			
135-1	x l ɛɪ d ə			
-134-1	d ɑ n s ə			
1839-1	d eː l ɛɪ n ə			
1097-1	k oː r r k l k m			
1777-1	v ɔ l ɛɪ ə			
1434-1	b r ɪ ŋ ə			
1417-1	l ɛɪ d ə			
1424-1	r eː d ə			
778-1	p aː d			
790-1	b r ʉ k			
1223-1	p ɑ d ə l			
1117-1	z aː x ə			
1411-1	h aː v ə			
1407-1	h ɑ l d ə			
1390-1	d ɪ ŋ ŋ			
2086-1	x aː v ə			
2082-1	k ɛ v r k d aː aː b ə			
576-1	z ɔ k ə			
579-1	v ɪ n d ə			
581-1	v ɑ r + l iː r			
-1791-1	r eː k			
-225-1	p r ɛɪ s			
-2284-1	p l ɑ t			
1479-1	œy p ə r			
847-1	h oː k			
659-1	b oː d ə			
860-1	m ɪ d ə			
213-1	r eː k t			
1286-1	v ə r			
1293-1	w ɛ s t ə			
474-1	d ɪ k			
467-1	d iː n			
1177-1	d iː p			
588-1	v l ɑ k			
584-1	h aː k ə			
-1153-1	r ɔ n d			
700-1	t w eː l ɛɪ			
875-1	d eː p ɔ d ə			
1559-1	ɑ l			
1565-1	m uː r			
1968-1	h ɛ l f			
-350-1	p aː r			
1478-1	b oː d ə			
1469-2		s æ n t		
2047-2		s ʌ		
2054-2		d ɔ n d r		
1375-2		l ɪ z		
760-2		w aɪ n t		
756-2		s n + r		
726-2		m ʌ d		
1351-2		ɡ r æ t f ɔː əʊ d		
1353-2		ɡ r æ t + m ʌ d		
412-2		ʃ ɔ əʊ n ə r d ɪ d		
406-2		ʃ ɔ ə n ɪ m d		
1005-2		s d əʊ f ə k d		
1012-2		s d ɪ f ɪ m ʌ d		
1016-2		w iː d s n		
1069-2		l		
509-2		f iː l		
693-2		m ɪ l aɪ d		
2179-2		n ɪ tʃ t		
1753-2		f aɪ ʃ		
1131-2		w ɔ l f		
1198-2		b ɑː d n̩		
2032-2		h ɑː k		
2241-2		n ʌ s		
2244-2		l aɪ f		
610-2		k n ɪ		
945-2		h eɪ r		
1534-2		l eɪ k ɪ		
384-2		s ʌ ɡ		
1650-2		n ɔ p		
1663-2		s æ t		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s aɪ t r		
792-2		s uː		
1111-2		əʊ æ tʃ d		
197-2		s w d		
2020-2		l æ		
867-2		h aɪ n d		
1970-2		f ɔ l		
1230-2		d r aʊ d		
2017-2		n aɪ r		
968-2		w ɜː k l		
1674-2		l æ n t		
1671-2		h iː b l̩ l		
829-2		k l aɪ f		
1025-2		w əʊ d r r		
1027-2		s ɛ		
1832-2		r iː r		
-1816-2		s tʃ eɪ k əʊ		
-335-2		l əʊ z n̩ d		
1043-2		s d r m		
423-2		s d ɛ n		
2049-2		m əʊ d		
2062-2		s d ɔː r m		
2065-2		r eɪ d æ n ɔː ɡ		
1368-2		s aɪ + d		
1365-2		d iː		
754-2		r eɪ ɡ r		
768-2		w ɜː d		
1211-2		f ɔː r		
106-2		əʊ æ d		
-98-2		b eɪ b ə		
719-2		f aɪ d		
1341-2		s ʌ n		
-2027-2		t æ n d		
-2026-2		n aɪ f		
409-2		ʃ ɔ ə n + d ʌ n m		
402-2		ʃ ɔ ə n + d ɔː t t		
1014-2		s d ɪ v + d ɔː t ə r r		
1059-2		w ɪ		
120-2		s d æ l		
2194-2		s ɪ		
2199-2		k æ l f		
2197-2		ʃ ɔ f p		
1523-2		s ʌ		
512-2		m ɛ r		
2141-2		h ɛ n		
2147-2		ɡ æ d +		
814-2		k r eɪ		
810-2		d iː b		
1758-2		m ʌ tʃ r		
1760-2		r æ t		
1620-2		f aɪ n		
1282-2		w iː l f aɪ		
1136-2		f ɔː t		
1309-2		l ɪ ɛ r		
1307-2		n aɪ d		
1305-2		f l		
711-2		w ɜː tʃ d		
1442-2		f l əʊ		
62-2		m ʌ		
-73-2		m ʌ tʃ n ɪ t		
1810-2		h iː t		
1805-2		f l ɔː s		
1813-2		h ɑː r		
1811-2		b l aɪ t		
690-2		r iː d		
2177-2		h iː f t		
246-2		b iː n + b r æ r əʊ		
249-2		b d l aɪ l aɪ		
1506-2		n ʌ s n̩ iː l ɑː		
2242-2		m ʌ n t		
2245-2		s aɪ		
2174-2		s ɔ + d		
603-2		ɡ l k ʌ ɡ		
601-2		h əʊ n t		
615-2		f aɪ d ə r		
901-2		k l æ əʊ		
608-2		f ɔː		
596-2		t ɛ		
937-2		b ɔː r t		
936-2		n ɪ v ə l		
646-2		l aɪ		
947-2		l aɪ b ə r		
1606-2		h iː p d		
472-2		n aɪ s n		
1535-2		s w iː t		
1546-2		ʃ ɔ + aʊ		
1959-2		ɡ l əʊ p		
694-2		s n + d k		
1961-2		d r ɑː m		
323-2		l aɪ s ə n		
1885-2		ɡ r ɑː m		
2156-2		f r r k ɪ t əʊ ɔː aɪ t		
1903-2		s ɔ n t		
525-2		s w ɜː l s m		
276-2		l aɪ m		
274-2		d ɔ f		
278-2		b l aɪ n t		
258-2		b r əʊ k k ɪ n		
256-2		n əʊ k t		
383-2		b t		
207-2		r ɑː s		
376-2		d r ɪ m k n		
2014-2		r ɪ t d		
2009-2		ɑː v		
2003-2		k eɪ z l̩ l		
2024-2		p əʊ n +		
1321-2		k ɔ p		
1976-2		t əʊ d		
1243-2		m ɪ l f ɪ d		
1265-2		p ɛ l		
1261-2		s aɪ b ə n		
655-2		b eɪ ɔ t		
650-2		d ɛ		
1532-2		k n æ d		
-36-2		s ɔ p		
34-2		b ʌ n		
-1647-2		f aɪ		
-1615-2		ɡ l		
125-2		f ɛ t		
1659-2		h ʌ n aɪ		
1661-2		m ɪ l		
1676-2		b ʌ t r r		
480-2		b r əʊ d k		
1466-2		k l aɪ d s m		
2277-2		w ɔ l		
2271-2		f aɪ l		
2293-2		l aɪ d		
624-2		ʃ ɔ aɪ d		
628-2		ʃ ɔ + n d l		
626-2		w iː k ə n		
633-2		n ɪ d ɪ		
1185-2		s ʌ aɪ d m		
1179-2		h iː t		
2168-2		k æ m		
1952-2		d ɔː r		
899-2		l aɪ d		
922-2		b ɛ t		
-934-2		l æ m p		
916-2		t r ɔ t		
1726-2		f ɔː l t		
2108-2		f l ɔː		
1133-2		f r r		
2114-2		s p + d		
1272-2		r ɔ ɡ		
1979-2		ɡ r æ ə +		
1989-2		h iː		
-2260-2		ɡ l æ n t		
70-2		b eɪ k		
-89-2		w iː ɪ d t əʊ		
-12-2		p aɪ d		
713-2		s ɔ p +		
747-2		n aɪ t l̩ l		
308-2		d ɔː		
289-2		b ɛ n d		
1930-2		b r eɪ k ɪ		
1928-2		s p + l d		
858-2		s p r eɪ k k		
1577-2		ɔ p + h eɪ d		
908-2		w əʊ m		
648-2		b ɑː r		
1855-2		s t + h iː l		
657-2		h əʊ m ə r		
2058-2		n əʊ b l̩ l		
949-2		s ɔ ɪ d		
1642-2		ɡ ɔ l əʊ		
1640-2		s aɪ l f ə r		
1633-2		aɪ s p		
1630-2		t aɪ n		
993-2		ɡ l əʊ ɪ +		
-2121-2		r ɔ l		
1692-2		f æ l		
1694-2		d r ɔ p n		
1062-2		s aɪ k k n		
476-2		s w aɪ m		
1051-2		f l əʊ		
1075-2		b l eɪ z n̩ n		
135-2		ɡ l aɪ d		
-134-2		d æ n ɪ		
1839-2		b ɛ + ɡ əʊ		
1097-2		t r r n̩ k əʊ k ɑː m		
1777-2		f ɔ l		
1434-2		b r eɪ k		
1417-2		l aɪ d		
1424-2		r aɪ d		
778-2		p aɪ d		
790-2		b r ɔ t		
1223-2		p əʊ d l		
1117-2		s aɪ		
1411-2		h iː b ə n		
1407-2		h əʊ l d n d		
1390-2		d aɪ m		
2086-2		ɡ ɑː v ə n		
2082-2		t r r n̩ k + ʌ ɑː		
576-2		s ʌ k		
579-2		f aɪ n d		
581-2		f ɔː r l əʊ		
-1791-2		r eɪ k		
-225-2		p r aʊ s		
-2284-2		f l əʊ		
1479-2		ɔ p n		
847-2		h iː		
659-2		b ʌ d		
860-2		m aɪ d		
213-2		r eɪ k ɪ		
1286-2		f ɔː r		
1293-2		w ɜː tʃ d		
474-2		d aɪ		
467-2		d ɔ n		
1177-2		d ɔ p		
584-2		h əʊ		
-1153-2		r ɔ n t		
700-2		t w iː l f		
875-2		d ɔ s ɛ n t		
1559-2		ɡ l		
1565-2		m ɑː r		
1968-2		h iː l f t		
-350-2		p ɑː r		
1469-3			ʃ o t	
2047-3			ʃ o z	
2054-3			t y t ʀ	
1375-3			l ɑ̃ z	
760-3			v ɑ̃ t ʀ	
756-3			t ɑ̃	
726-3			ʃ	
1351-3			b ʀ ɑ̃ t v v ɑ̃ ʀ ʀ	
1353-3			b ʀ ɑ̃ ɡ	
412-3			t v a ɡ ʀ ɑ̃ t ɑ̃	
406-3			t v a ɡ ʀ ʀ t	
1005-3			t ʀ ɑ̃ v v e ʀ	
1012-3			t ʀ	
1016-3			v ɑ̃ t v ɛ	
1069-3			o z	
509-3			v a l	
693-3			ɑ̃ l l ʀ	
2179-3			t ɑ̃ t ʀ	
1753-3			ʃ ɑ̃	
1131-3			v a l v	
1198-3			b ʀ l e	
2032-3			b a ɡ	
2241-3			t ɑ̃	
2244-3			l ə v	
610-3			t ʀ	
945-3			ʃ ɑ̃ t s	
1534-3			l ə k	
384-3			ʃ o ɡ	
1650-3			t ɑ̃	
1663-3			ʃ o z	
2279-3			l ɑ̃ v	
471-3			ʃ o z	
1385-3			ʃ o	
792-3			ʃ o k	
1111-3			ʃ o t	
197-3			ʃ o t	
2020-3			l o	
867-3			s ɑ̃ t ʀ ʀ l e	
1970-3			v ɑ̃ e	
1230-3			t y ʀ	
2017-3			t ɛ	
2183-3			t ʀ ʀ	
1521-3			b a k	
1755-3			s ɑ̃ t	
1760-3			ʃ o e	
1196-3			t o z	
575-3			o z ɑ̃	
2014-3			t ɑ̃ t e	
1321-3			t ɑ̃	
1265-3			ʃ ɑ̃ l	
588-3			v ɑ̃ o z	
1469-4				z a n t ə
2047-4				z ai n ə
2054-4				d ʊ n d ə r
1375-4				l ɪ x ə
760-4				v ɪ n t ə
756-4				ʃ n iː
726-4				m oː d ə ʊ
1351-4				ɡ l a n + ə t + m r
1353-4				ɡ l ai n + m oː d ə r
412-4				ʃ ɔ r n + b aː n ə l
406-4				ʃ au a n + n aː d ə l
1005-4				ʃ t ɔy eː ə t + m r
1012-4				ʃ t iː p + m oː d ə r
1016-4				v ai t au ə n
1069-4				ɪ x
509-4				f a l ə
693-4				m ɛː l l
2179-4				n ɛ s t
1753-4				f ɪ ʃ t
1131-4				v ɔ l f
1198-4				b eː + t ə
2032-4				h a ai n ə
2241-4				n oː s ə
2244-4				l au p
610-4				k ɪ iː ə
945-4				h a r s
1534-4				l ɪ x ə
384-4				z ʊ ɡ ə
1650-4				ʃ oː t
1663-4				z a l
2279-4				l ɪ n ə
471-4				z iː x ə
1385-4				z ai t ə
792-4				j r k ə
1111-4				m ɛ s t
197-4				z ai d
2020-4				l a ŋ
867-4				h ʊ n t ə r t ə
1970-4				f ai l
1230-4				t ɛ r t n ə
2017-4				n au t
968-4				v ɛ r t ə
1674-4				l a n t ə
1671-4				h aː f ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z iː
1832-4				r au f
-1816-4				a s iː x n n
-335-4				l aː ɡ ɡ n x
1043-4				ʃ t r au m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t uː m m
2065-4				r ɛ ɡ ə m + b oː n
1368-4				ʃ au + t ɔy ə
1365-4				t au ə
754-4				r ɛ ɡ ə
768-4				v ai r ə
1211-4				f ɔy r r
106-4				m a n
-98-4				b ɛ b iː ə
719-4				f aː d m ʊ
1341-4				z oː n
-2027-4				ts a n ə ə
-2026-4				n ai f ə
409-4				ʃ a n n + ʃ oː n
402-4				ʃ ɔ a n + d ʊ ʊ s l r
1014-4				ʃ t iː f + d ʊ ʊ ə ə r
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t iː r ə
2194-4				z ʊ t ə
2199-4				k a l
2197-4				ʃ au p
1523-4				z a k ə
1521-4				b ɔ k ə
512-4				m ɛ r iː ə
2141-4				h ɛ n
2147-4				ɡ a n s
814-4				k r ai
810-4				ʃ ɔy f ə
1755-4				h ʊ n t
1758-4				m ɛː ʃ t
1620-4				b ɪ n
1282-4				v a l b ai ts
1136-4				f ɔ ʃ t ə
1309-4				l ai s
1307-4				n ai t
1305-4				f l n
711-4				v ai ʃ p
1442-4				f l iː
62-4				m ʏ t
-73-4				m ʏ ts x iː t ə
1810-4				h ai t ə
1805-4				f l ai ʃ ə
1813-4				h ai r r
1811-4				b l ai t ə
690-4				r ɪ pf
2177-4				h ɔ d ə
246-4				v ɛ k ə + b r au
249-4				h ai l ɪ t t
1506-4				ʃ ʊ ʃ + ɔ l yː ɡ ə l
2242-4				m ʊ n t
2245-4				ts ʊ n ə
1196-4				n ɛ x
2174-4				ʃ ɛː l t ə r
575-4				z k ə l l
603-4				k l ə + a oː ɡ
601-4				h a n t ə
615-4				f ɪ ŋ ə r
901-4				k l au ə
608-4				f oː ts
596-4				ts a n ə
937-4				b r ʊ s t
936-4				n aː b ə l
646-4				l ʊ ə
947-4				l iː f ə r
1606-4				h au pf
472-4				n iː z ə
1535-4				ʃ v ai t ə
1546-4				ʃ p aː ɡ ə
1959-4				ʃ l au p ə
694-4				ʃ ʊ d r k ə
1961-4				d r au m ə
323-4				l ɛ b ə n
1885-4				ɡ r a f ə
2156-4				f a r + k n + h ai t
1903-4				v ɛ n t ə
525-4				ʃ v l ɪ d
276-4				l a m ə
274-4				ʃ au f
278-4				b l ɪ n t ə
258-4				d r ʊ ŋ ə n
256-4				n ɛ x t ə
383-4				ɛ t ə
207-4				r ɔ pf
376-4				d r ɪ d k n
2014-4				t ɛ ʃ t
2009-4				uː f ə n
2003-4				k ɛ s ə l
2024-4				p a n
1976-4				ts a ŋ x
1243-4				m aː l + ts
1261-4				z iː f ə n
655-4				b r ɔ t ə
650-4				d iː k ə
1532-4				k n + d ə
-36-4				ʃ au pf
34-4				b oː n
-1647-4				f iː x
-1615-4				l l iː
125-4				f a t
1659-4				h a n ɪ x
1661-4				m ɛ l k
1676-4				b oː ɡ ə r
480-4				d r a ŋ k n
1466-4				k l ai ʃ ɪ d
2277-4				v ɔ l
2271-4				f ɪ l t
2293-4				l ai r ə
624-4				ʃ p ɪ n x
628-4				ʃ p ɪ n d ə l
626-4				v ai f ə n
633-4				n aː l t
1185-4				ʃ ɛː + n + ə r r
1179-4				h a t
2168-4				k a m
1952-4				t ɔy r
899-4				l a t ə r
922-4				b ɛ t ə
-934-4				l a m pf
916-4				ts r ʊ
1726-4				f ɛ l t
2108-4				p l yː ɡ ə
1133-4				f iː r iː
2114-4				ʃ p aː t ə n
1272-4				r iː ɡ ə
1979-4				ɡ r a s ə
1989-4				h ai x
-2260-4				p l a n t ə
70-4				b au k ə
-89-4				v ɪ ŋ ə r t
-12-4				p ai pf
713-4				ʃ a pf
747-4				n ɛ t ə l
308-4				d iː n
289-4				b ɪ n t ə n
1930-4				b r ɛ x ə
1928-4				ʃ p l ai t ə
858-4				z t + ɛ ɛ k ə
1577-4				f pf + h a ŋ ə
908-4				v a ʃ ə
648-4				b oː r ə
1855-4				h s l h l l n
657-4				h a m ə r
2058-4				n aː ɡ ə l
949-4				ʃ l ɪ ts +
1642-4				ɡ a l t
1640-4				z ɪ l f ə r
1633-4				ai z ai n x
1630-4				ts ɪ n
993-4				ɡ l ai s ə
-2121-4				r iː l ə
1692-4				f a l n
1694-4				d r ʏ ə ə
1062-4				z ɪ ŋ k n
476-4				ʃ v ɛ m ə
1051-4				f l iː ɡ ə
1075-4				b l aː s ə
135-4				ɡ l ai t ə n
-134-4				d a n s ə
1839-4				v ɛ + ɡ ɡ n
1097-4				k r r ʊ k + k au m
1777-4				f ɔ l ɡ ə
1434-4				b r ɛ ŋ ə
1417-4				l ai t ə n
1424-4				r ai t ə n
778-4				p a t
790-4				b r ʊ t
1223-4				pf ɛ t ə l
1117-4				z ai l
1411-4				h ɛ ɡ ə n
1407-4				f a l t + b ə +
1390-4				ʃ ɪ d
2086-4				ɡ ɪ f ə n
2082-4				ɡ ɛ ʊ k + ɡ ai f ə n
576-4				z ɛ x ə
579-4				f ai n t ə n
581-4				f ɛ r k l
-1791-4				r ai x
-225-4				pf r ai ʃ x
-2284-4				pf l ai s ə
1479-4				au pf ə n x
847-4				h a k
659-4				b oː t m m
860-4				m ɪ d ə n
213-4				r ɛ ɡ s ə
1286-4				f ɛ r k
1293-4				v ɛ ʃ t ə
474-4				d ɪ x
467-4				d ai n
1177-4				d iː pf
588-4				f l a x
584-4				h a k ə
-1153-4				r ʊ n t ə
700-4				ts v aː l t ə
875-4				ʃ aː z iː n t
1559-4				a l n
1565-4				m ɛ r
1968-4				h ɛ p f t
-350-4				pf eː r r
1478-4				b au d m
