COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
144-3			a i a n j e							
150-3			k a n							
234-3			k u m							
236-3			i i k t							
241-3			a n e							
249-3			e s t							
1-3			n a tʃ a o							
2-3			t u i a							
65-3			e n i							
93-3			tʃ u a a k i s e							
95-3			n e e							
106-3			tʃ t e j e							
119-3			t a t i t i							
128-3			k u k e							
147-3			tʃ e m e tʃ e							
231-3			i a a n o							
232-3			a i t i a							
239-3			t a m a k a							
266-3			e t e i o							
3-3			k i e i a e							
4-3			n a k i j							
55-3			i h a t							
109-3			t a e i e							
121-3			k a i i j a i							
149-3			tʃ u k							
160-3			k e i e k							
207-3			m e o							
112-3			tʃ a i i t i a							
125-3			k a d i t a t e							
134-3			e a a tʃ i							
135-3			tʃ i m i m a							
139-3			m u k u i o							
57-3			tʃ u k a e a							
71-3			u m i							
131-3			tʃ u k a t i m i							
146-3			e i i m j j e							
227-3			m a i n i t o							
52-4				i t e						
56-4				u m e						
96-4				a a a tʃ						
99-4				a a i o n						
114-4				t o k i tʃ i						
115-4				u i u w						
133-4				t i p a a a i						
144-4				a a a w a i i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a t a						
2-4				u a						
65-4				i w						
74-4				p a n a						
93-4				t o p a a i tʃ i						
95-4				w i k i						
106-4				t u n i i						
119-4				i j i i tʃ						
128-4				p o k i						
147-4				t i m i tʃ i						
231-4				p a n a w o						
232-4				p i u i						
239-4				n a m a k a n						
266-4				i t i a						
3-4				a i a i k o						
4-4				w a a i						
51-4				u w e						
97-4				m a p u m a						
109-4				u p i a i i						
121-4				k a p i a a k a						
149-4				t o k						
160-4				k i i i k						
163-4				u p e n						
167-4				p a						
207-4				m i n						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o p a k a tʃ i						
134-4				n i p a t						
135-4				k i m i t a t						
139-4				a i n i i i						
142-4				p p a a a a a						
145-4				k a a a t i tʃ i						
148-4				t a a a w a						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p i						
21-4				k a w a						
24-4				w a k u k a n						
45-4				i p i a a a a						
50-4				i n a						
57-4				t o k a w a n						
71-4				o m i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t o k a a i a						
146-4				i k i a a i						
151-4				k i w						
154-4				w e						
192-4				t u t						
205-4				i p a n						
227-4				w a p i a o						
235-4				tʃ o w i						
237-4				n a m a j i						
246-4				i w i						
250-4				m o a o t i n						
251-4				w a n a						
52-5					i t e					
56-5					r m e					
96-5					a t a i i					
99-5					a r i s e ʔ					
114-5					t o k i s i					
115-5					r i i s i					
133-5					t i p a r a i i					
144-5					a t a w a i i					
150-5					k a w					
234-5					k o m					
236-5					p a k i k					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					i a m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t i n i i i					
119-5					i a i i i i					
128-5					p o k i					
147-5					t i m i s i					
239-5					m a m a k a k					
266-5					i t i m					
3-5					a i a i k a					
4-5					w a t i					
51-5					r w i					
55-5					i w a m					
97-5					m a p o m					
109-5					i p i i i					
149-5					t o k					
160-5					k i i i k					
163-5					i p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a a a k a w					
112-5					t a r a j i s i					
116-5					t o p a k a i					
134-5					n i p a t					
135-5					t i m i t					
139-5					m a k e s i					
142-5					p a t a m a					
145-5					k a t a t i s i					
148-5					t a w a r i					
162-5					i k i n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					t a r					
45-5					o o i a k a j					
50-5					i n a					
71-5					o m i					
84-5					p i w a k					
91-5					m o k o n					
146-5					k i i a s i					
151-5					k i w					
154-5					w e					
192-5					t i t					
197-5					t e t i m					
205-5					i p a n					
235-5					s o w i					
237-5					j i m a j i					
250-5					t o r a t a k					
251-5					w a n a					
52-6						i t t i				
56-6						u m a i				
96-6						a tʃ a i i				
99-6						a t i a u				
114-6						t u k i i				
115-6						t u i tʃ i				
133-6						t i p a k a i				
144-6						a tʃ a w a i i				
150-6						k a w i				
234-6						k u m i				
236-6						p i k u k i				
241-6						a w i i				
249-6						i tʃ a i				
1-6						w a t a i				
2-6						w u u				
65-6						i w i				
74-6						p a a i				
93-6						t a p a w i tʃ i				
95-6						w i k i				
106-6						t u i i i				
119-6						i a tʃ t i i				
128-6						p u k i i				
147-6						t i m i tʃ i				
231-6						p a k a w u				
232-6						p i i i a i				
239-6						a m a k a k				
266-6						i a i m i				
3-6						w i a i k i				
4-6						w a t i				
55-6						i h a m i				
97-6						m a p u m i				
109-6						u p i t i i				
160-6						k i i i k i				
207-6						m i				
112-6						t a a u a i a				
116-6						t u p a k a i				
125-6						k a t i m a t i				
134-6						k i p a t i				
135-6						k i m i				
139-6						m u k u t i i				
201-6						p u i				
21-6						p a w a				
24-6						t a k t k a				
57-6						tʃ u k a w a k				
131-6						t i k a t i m i				
227-6						m a p i i t i i				
52-7							i t e			
56-7							u m e			
96-7							a a a i			
99-7							a i i k u			
114-7							t u k i t i			
115-7							u u i i i			
133-7							t i p a a a i i			
144-7							a a a a a i			
150-7							k a a			
234-7							k u m			
236-7							p i k u k			
241-7							a a i k			
249-7							i s e			
1-7							a a t a			
2-7							a m i			
65-7							i a i			
74-7							p a k a			
93-7							t u p a k i t i			
95-7							a i k i			
106-7							t i k e i i			
119-7							i a i i i			
128-7							p u k i i			
147-7							t i m i t i			
231-7							p a k a u u			
232-7							a i i u			
266-7							i a i m			
3-7							a u i i k u			
4-7							a a t i			
51-7							u a e			
55-7							i h a m			
97-7							m a p u m			
109-7							u a i i i			
121-7							k a p i b a k i			
149-7							t u k			
160-7							k i i i k			
163-7							u a e k			
167-7							p a			
207-7							m i			
259-7							t u a a			
66-7							k a i a k a a			
125-7							k a t i m a s i			
135-7							t i m i			
142-7							u a a a m a			
145-7							k a t a t i s i			
148-7							t a a a a i			
162-7							i b i k			
166-7							i m i			
179-7							t a			
201-7							p e			
21-7							t a u			
24-7							t a k u i a k			
50-7							i k a			
57-7							t u k a a a k			
71-7							u m i			
84-7							p i a a k			
131-7							t u k a e i m i			
146-7							i i m m a a i			
151-7							k i a			
197-7							t i m i m			
205-7							i a a k			
227-7							m a a u i t			
237-7							k i m a b i			
246-7							i a i			
250-7							t u a u t i k k			
251-7							a a k a			
52-8								t t e		
56-8								i m e		
96-8								a a a		
99-8								a a i k u		
114-8								t u k a		
115-8								i k a		
133-8								t i a a a a		
144-8								a a a i a i		
150-8								k a i		
234-8								k u a		
236-8								a a k i		
241-8								a i i		
249-8								i s e		
1-8								i a t a		
2-8								i i a		
65-8								i i a		
74-8								t a a		
93-8								t t a k a s i		
95-8								i i t a		
119-8								i a i t i		
231-8								a a a i u		
232-8								i i i i		
239-8								p a k a k a		
3-8								a a a i k u		
4-8								i a a a p		
51-8								i i		
55-8								i i a m		
109-8								i a i m i		
121-8								k a a a i a k a		
149-8								t u k		
163-8								i a e		
167-8								t a		
259-8								t u i a		
66-8								k a a a k a i		
112-8								t a a a a i		
116-8								t u t a k a i		
125-8								k a t i m a s a		
145-8								k a t a t a		
45-8								i e a a a a		
91-8								k u k u		
235-8								s u i a		
246-8								i i i		
250-8								k u a a t a k a		
52-9									i t e	
56-9									i m	
96-9									a t a i	
99-9									a r i r a i	
114-9									t o k i i	
115-9									i r i	
133-9									t i p a r a i	
144-9									a a a w a i	
150-9									k a w	
234-9									k o r	
236-9									p a k i n	
241-9									a w i n	
249-9									i ʃ	
1-9									w a t a	
2-9									i i m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i t i	
95-9									w i k i	
106-9									t i n a i i	
119-9									i a t i i i	
128-9									p o k	
147-9									t i k i i	
231-9									p a n a w o	
232-9									p i i i	
239-9									k a k a k a n	
266-9									i t i r	
3-9									w i r i k o	
4-9									w a t i ʔ	
51-9									i w	
55-9									i h a m	
97-9									a a p i r a	
109-9									i p i a i	
121-9									k a p i a a k i	
149-9									t o k	
160-9									k i r i k	
163-9									i p e n	
167-9									p a ʔ	
207-9									r i	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									t a a i i i i	
116-9									t o p a k a i	
125-9									k a t i a a w i	
134-9									n a p a t i	
135-9									t i k i t	
142-9									p a t a r a a	
145-9									k a t a t i i	
148-9									t a a a r a	
162-9									i j i n	
166-9									i r i ʔ	
179-9									t a	
201-9									p e	
21-9									t a i a	
24-9									w i k i r a n	
45-9									w h i j a a a	
50-9									i n a	
57-9									t o k i w a n	
71-9									i r i	
91-9									m o k o r	
151-9									k i w	
154-9									w e	
192-9									t i t	
197-9									t i r i a	
205-9									i p a n	
227-9									a a p i i t ʔ	
235-9									ʃ o w i	
237-9									n a m a j i	
246-9									i w i	
251-9									w a n a	
52-10										i t e
56-10										y m e
96-10										a t a a
99-10										a r i k o
114-10										t o k i tʃ i
115-10										y w i i
133-10										t i h a a a i
144-10										a w a w a tʃ i
150-10										k a w
234-10										k o m
236-10										h i k y k
241-10										a w i k
249-10										i tʃ e
1-10										w a t a
2-10										i m
65-10										i w i
74-10										h a k a
93-10										t o h a r i tʃ i
95-10										w i k i
106-10										t i j i tʃ i
119-10										i a i i i i i
128-10										h o k i
147-10										t i m i tʃ i
231-10										h a k a w o
232-10										h i a i
239-10										j a m a k a k
266-10										i t i m
3-10										a o i i k o ʔ
4-10										w a t i
51-10										y w e
55-10										i h a m
97-10										m a h o m a
121-10										k a h i a k k i
149-10										t o k
160-10										k i r i k
163-10										y h e j
167-10										h a
207-10										m i ʔ
259-10										t o w a
112-10										t a a a i i a
116-10										t o h a k a tʃ i
125-10										k a t i m a i i
134-10										k i h a t
139-10										m a k i i i
142-10										a h t a m m a
145-10										k a t a t i tʃ i
148-10										t a a a w
162-10										i j i k
166-10										i m i
179-10										t a
201-10										h e
24-10										k a k o r a j
45-10										o h i a a a
50-10										i k a ʔ
71-10										o m i
84-10										h i w a k
91-10										m o k o k
146-10										i k i m a tʃ i
151-10										k i w
154-10										w e
192-10										t y t
197-10										t i m i m
205-10										i h a k
235-10										tʃ o w i ʔ
237-10										m i m a j i
250-10										m o r o t i k a k
251-10										w a k a
