COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
3219-2		p aː dʒ a														
3425-2		j uː														
4184-2		dʒ aː j̃														
4629-2		n u ŋ ɔ														
4759-2		n i j̃ ɛ														
4904-2		n u ŋ ɔ														
4960-2		g i n aː dʒ o														
4980-2		t ɔ														
5059-2		g u j o														
5125-2		ɔ dʒ ɔ i														
5339-2		p a g a														
5549-2		t a w a														
5771-2		dʒ u g u														
5905-2		t e r̃ u														
5938-2		a r u n a														
1-2		p e														
483-2		g o s u														
629-2		t ɔ r														
667-2		ɛː w ɛː														
1254-2		dʒ a m d u l u														
1415-2		dʒ j														
1542-2		n ɔ j̃														
1683-2		s iː j̃ i														
1898-2		p u r̃ o														
2551-2		r̃ o														
2901-2		t u ŋ g ɔ														
2957-2		m a n d u														
3048-2		b i j i														
3251-2		s a r̃ a														
3885-2		t ɔ r̃ ɔ														
4402-2		j i														
5081-2		p n d u														
5622-2		p ɔ r ɔ j e														
6006-2		p ɔ r ɔ														
43-2		s aː m														
135-2		t u n u														
158-2		m ɔ s a														
194-2		b ɛ j̃														
221-2		ɛ s u														
650-2		b o dʒ u														
1152-2		t iː w ɛ														
1374-2		tʃ ɔ ŋ ɔ														
1452-2		g aː r a														
1862-2		i s u														
2108-2		n a j e														
2636-2		m e														
2880-2		k u ŋ dʒ u g a														
2924-2		p o l u														
2941-2		b r a														
3405-2		ɛ m														
3959-2		t o r u														
4066-2		g ɔ r̃ ɔ														
4535-2		s u g ɔ														
4888-2		s a m n														
5180-2		s ɛ m b ɛ														
5751-2		t j ɛː														
5981-2		a r̃ a w														
114-2		d ɔ j̃ ɛ														
702-2		ɔ g ɔ dʒ ɔ ŋ ɔ														
851-2		tʃ ɔ ŋ ɔ														
872-2		ɛ dʒ ɛ														
952-2		tʃ u r u w														
2179-2		l d i														
2351-2		b a b a														
2496-2		n ɔ j̃														
4609-2		tʃ ɔ r ɔ														
4740-2		g u n ɔ														
4921-2		s a m b ɛ														
5982-2		tʃ u dʒ u														
978-2		t ɔ m														
999-2		j o														
1052-2		n a m b u														
1989-2		m ɛː n ɛ														
2456-2		tʃ ɔ r ɔ														
2666-2		s u g i														
2817-2		a ŋ g aː														
3132-2		d u ŋ g a														
3300-2		ɛ w ɔ														
3977-2		m ɔː ŋ dʒ i														
3978-2		m ɔ ŋ dʒ i														
4260-2		ɔ m b ɔ														
4278-2		tʃ u dʒ u														
4334-2		s ɔ r														
4361-2		t e g e														
4570-2		t ɔ j o														
4648-2		j i														
5673-2		d u m b ɛ														
5887-2		j aː r̃ a														
446-2		dʒ e ŋ g i o														
1108-2		tʃ ɔ j o														
1124-2		e l e														
1237-2		iː n dʒ ɛ														
1745-2		dʒ a j ɔ														
1823-2		g o l o														
2143-2		b aː														
2265-2		u l ɔ														
2392-2		l o s u														
2579-2		d ɔ j̃														
2902-2		j ɔ														
3197-2		tʃ ɔː														
3339-2		tʃ a r a														
3550-2		iː n iː														
3943-2		p a l u														
4240-2		w o r u														
5197-2		e r u														
5531-2		ŋ r̃ e														
5733-2		n i														
409-2		j ɔ r u														
562-2		s u m ɔ														
1022-2		p i l i														
1205-2		j̃ i														
1275-2		t aː														
1524-2		tʃ ɔ r ɔ														
1578-2		n o m g o														
2063-2		i r ɛ														
2798-2		ŋ r̃ a r̃ j̃														
3088-2		ɛ r̃ u r̃ u														
3683-2		tʃ i r̃ o														
3772-2		t u m a														
4711-2		j a r a														
4778-2		t aː s u j														
4821-2		tʃ ɔ̃ː														
4941-2		ɔ j̃ ɔ														
5272-2		t e g u														
5319-2		t o s u														
5375-2		m aː l a														
5423-2		ɔ s ɔ														
5424-2		tʃ ɔ r ɔ														
5465-2		m a j̃ o														
5497-2		ɛ w														
178-2		k o m b o i														
563-2		s u m o														
684-2		ɲ aː w i														
742-2		dʒ a r a														
787-2		n i w̃ e														
1126-2		n i														
1204-2		tʃ e r i														
1373-2		tʃ ɔ s o														
1787-2		n aː														
1969-2		j u g ɔ r ɔ														
2283-2		b ɛ r a														
2441-2		l aː														
2598-2		j e j e														
2773-2		b a r m i l a														
2863-2		dʒ iː j̃ i														
3011-2		b a n a														
3176-2		dʒ ɔ r ɔ														
3319-2		b u s a m														
4025-2		dʒ ɔ̃ː w a														
4037-2		s a dʒ a														
4441-2		b aː r a														
4843-2		o r u m														
5036-2		t														
5357-2		k ɔ w														
5790-2		ɔ r u														
61-2		tʃ ɛ l ɛ														
136-2		tʃ ɔ l ɔ														
239-2		t u m b u														
309-2		i j a														
594-2		u s i r̃ i														
701-2		m ɛ														
786-2		n i														
909-2		j i														
928-2		ɔ m b ɔ														
951-2		j a r														
1184-2		ɔ r ɔ														
715-3			d i													
1089-3			n ɛ n a													
1319-3			n ɔː													
1398-3			s u r̃ u l u													
1557-3			s i r e													
1626-3			w a w a													
1840-3			d e n i													
2247-3			g oː													
4677-3			k u l e													
5162-3			m i r̃ e													
5406-3			d aː n d i													
359-3			s a l a													
1577-3			dʒ i r e													
2196-3			n a r̃ a													
2533-3			b a r a													
3866-3			oː s u													
4553-3			d a g a													
5254-3			d u l ɔ													
503-3			k i r̃ a													
1881-3			n aː m e													
2084-3			j ɛ p e													
2420-3			k u l a													
3218-3			p aː s u													
3372-3			n a m a													
3718-3			a r a													
2320-3			k a n a													
2476-3			k aː g e													
3719-3			m ɔ													
4460-3			s ɔ j e													
5514-3			l e n d ɛ													
890-3			a m i l i													
1336-3			d e g e													
1703-3			b ɛ													
2162-3			b i l i													
2635-3			s oː													
2735-3			d a n a m a													
762-3			b a n a k aː													
1788-3			s e													
2713-3			d ɛ m t ɛ r ɛ													
3219-3			p aː s a													
4629-3			n u n a													
4904-3			n u n a													
5125-3			ɔ n d ɔ													
5771-3			dʒ u g u													
5938-3			a d u n a													
1898-3			p u r̃ e													
2901-3			d u ŋ g i													
2957-3			m a n d i													
3048-3			b i j e													
5081-3			p i n dʒ i													
6006-3			p i r̃ e													
716-3			j ɛ													
1152-3			d i w ɛ													
1789-3			n u m a													
2083-3			k a n a													
2108-3			n i j e													
2618-3			k ɛ l ɛ													
2880-3			k u n dʒ u g a													
2941-3			b i l i													
3405-3			ɛ m ɛ j ɛ													
3811-3			l e													
5583-3			d a ŋ a													
5751-3			d i j ɛ													
2442-3			n u m a													
2496-3			n u													
4921-3			s a m b a													
196-3			k u l a													
3639-3			d o w a													
3905-3			n oː													
3977-3			ɔ m d i													
3978-3			m a n dʒ e													
4361-3			t e g e													
5532-3			i n i													
1237-3			e n n ɛ													
1579-3			u m b u l u													
2143-3			b a													
2774-3			k a n a													
3198-3			s ɛ m ɛ													
3534-3			k ɛ n i													
3550-3			i n i r̃ e													
3684-3			k i n dʒ a													
3943-3			p ŋ l ɛ													
4259-3			g ɛ m													
4611-3			k ɔː m ɔ													
4983-3			s o n d i													
5656-3			m ɔː n i													
5830-3			j ɛ													
1026-3			l e m ɔ													
1170-3			g a n dʒ e													
1187-3			o r o													
1275-3			d aː													
1454-3			s e l e													
1668-3			b i n i													
1841-3			g e													
1970-3			p u l a													
2977-3			k u m b a													
3301-3			ɛ b a													
3498-3			n e													
4442-3			d i j ɛ													
4479-3			k e													
5038-3			k ɔ l ɛ n													
5391-3			d e													
5888-3			j ɔː													
6007-3			p u r a													
178-3			k oː m b e l i													
684-3			n a r̃ i													
1257-3			k u l e n ɔ													
1433-3			p e l e													
1501-3			n i g e													
1684-3			s i w e													
1864-3			k ɔ g ɔ l ɛ													
1988-3			p u n d u													
2046-3			g e n d oː													
2127-3			n oː l oː													
2599-3			e g e													
2756-3			b a l a													
2775-3			b a r m i													
3254-3			d a l m a													
3427-3			n e													
3465-3			s ɛ g e													
4008-3			g e n dʒ e													
4053-3			dʒ i m b ɛ													
4985-3			sʷ ɛ													
5569-3			p ɛ n d e													
5606-3			d i l n g ɔ													
5640-3			d ɛ n dʒ a													
5906-3			d e ŋ g e													
2-3			k ɛ m n ɔ													
3-3			k a n i													
42-3			k i s ɛ													
241-3			d ɔ g ɛ													
242-3			l ɛ													
361-3			k a r a													
651-3			d i n g e													
701-3			m													
743-3			j a j e													
873-3			s i n a													
1001-3			g e													
1053-3			k ɔː n d e													
1109-3			p i j e													
1206-3			g a m b u													
1207-3			g e													
1434-3			ŋ g ɛ													
715-4				d u j i												
1089-4				n a m												
1319-4				n ɔː												
1398-4				s u r̃ u												
1557-4				dʒ i r e												
1626-4				w a g a												
1840-4				t i r̃ u												
2247-4				g oː												
4677-4				k u l e j												
5162-4				m i r̃ e												
5406-4				t aː n d u												
359-4				g a r a												
1577-4				g i r e												
2196-4				n a r̃ a												
2230-4				s u g e												
2533-4				b a r a												
3605-4				k a l a												
3866-4				o s u												
4553-4				t aː g a												
4822-4				k u m b o												
5254-4				d u l ɔ												
503-4				tʃ i r̃ a												
1356-4				m a j e												
1881-4				n u m iː												
2084-4				j aː p ɛ												
2420-4				k u l ɛ												
3218-4				p ãː s u												
3718-4				a r a												
4135-4				b a r̃ u												
4694-4				g u s u												
807-4				k ɔ m b iː												
2320-4				k a ɲ ɛ												
2842-4				d i g u												
4313-4				n ɛ m												
4460-4				s ɔ j ɛ												
5514-4				n ɛ m n ɛ												
5810-4				p i l ɛ												
93-4				d ɔː												
260-4				p i r e												
385-4				dʒ ɛ m b e												
890-4				a m b iː r i												
1769-4				t ɛ m b ɛ												
2162-4				b ɛ l ɛ												
2635-4				s o												
2735-4				t aː n a m												
3031-4				d ɛ g ɛ												
5301-4				p ɛː l u												
5605-4				t i m e												
63-4				k a r a												
296-4				tʃ a m b a												
463-4				d u m b u												
762-4				b a n a k u												
1432-4				t aː r u												
1474-4				t ɔ ŋ ɔ												
2044-4				d i m e												
3219-4				p aː s u												
4120-4				k o l o												
4184-4				ɲ e												
4423-4				t ɔ r̃ ɔ												
4629-4				n u ɲ ɔ												
4759-4				n o j ɛ												
4904-4				n u ŋ u												
4960-4				dʒ i n aː dʒ o												
4980-4				t ɔː												
5059-4				g u j o												
5125-4				ɔ ɲ ɔ i												
5549-4				t a w a												
5771-4				dʒ u g u												
5922-4				b i r ɛ												
1-4				p ɛː												
629-4				t ɔ												
667-4				ɛ b ɛ												
1254-4				s u m u l u												
1415-4				ɲ ɛː												
1542-4				n ɔː												
1683-4				s iː j e												
1898-4				p u r̃ o												
2551-4				r e												
3251-4				s a r̃ a												
3885-4				t ɛː r ɛ												
5622-4				p ɛ l e j e												
6006-4				p o r̃ o												
43-4				s aː m												
135-4				t u n u												
158-4				m ɔ s u												
221-4				ɛ s u												
650-4				b e s e												
1374-4				k ɔ ɲ ɔ												
1452-4				g aː r a												
1789-4				n u m												
1862-4				i s i												
2108-4				n ɔ j e												
2636-4				m ɛ												
3113-4				t e g e												
3136-4				j a r a												
3751-4				p ɛ j												
4888-4				s a m n o												
5180-4				s ɛ m b ɛ												
5583-4				t a ŋ g a												
5981-4				a r̃ a												
25-4				a r ɛ s ɛ												
114-4				d ɔ j ɛ												
702-4				ɔ g ɔ ɲ ɔ												
851-4				k ɲ ɔ												
872-4				ɛ n dʒ ɛ												
952-4				k u r ɔ												
1941-4				k i l i												
2442-4				n u m												
3448-4				b ɔː d u												
3482-4				m i s iː d ɛ ŋ g ɛ												
3497-4				n a r̃ a												
3588-4				k ɔ r ɔ												
4101-4				a r̃ a												
4293-4				dʒ ɔ b ɔ												
4520-4				p e tʃ u												
4609-4				k ɔ r ɔ												
4740-4				g u l ɔ												
4781-4				s a dʒ a												
5982-4				k ɛ s u												
196-4				k u l ɛ												
545-4				u r u												
931-4				b ɛ												
978-4				t a m												
999-4				j e												
1052-4				n aː m b u												
1070-4				l u g o												
1298-4				g u r u m b a												
1989-4				m ɛ l ɛ												
2145-4				dʒ eː												
2306-4				a m a												
2456-4				k ɔ r u												
2514-4				t u s u												
3132-4				d u ŋ g u												
3300-4				e w aː												
3774-4				t u r u												
3976-4				s aː												
4039-4				d ɔ r̃ u												
4278-4				k u ɲ u												
4361-4				t e g e												
4570-4				t ɔː tʃ												
5318-4				d ɔ r ɔ												
5673-4				dʒ u m e												
5752-4				t ɛː												
521-4				k oː dʒ o												
685-4				s o r̃ ɔ												
744-4				l a b a												
1646-4				ɔ g u												
1745-4				ɲ a j a												
2066-4				n a ŋ a												
2216-4				j aː j												
2265-4				u l ɔ												
2579-4				d o m												
2958-4				m ɔː m o												
3197-4				k ɔː												
3339-4				k a r a												
3812-4				p i ŋ k i												
4219-4				t ɛ m b ɛ												
4337-4				s ɔ m												
5197-4				e r u												
5531-4				tʃ i r̃ e												
5733-4				n iː												
409-4				g o r u												
1002-4				r ɛ												
1022-4				p i l i												
1238-4				i s u												
1612-4				n u m b ɔ												
2334-4				ɛ s u												
2396-4				n o												
2553-4				b aː ŋ u												
2671-4				n dʒ ɔː												
2798-4				ɛ r̃ a												
2978-4				k u r a												
3407-4				ɛ r̃												
3551-4				b o j g o												
3683-4				tʃ i r̃ e												
4220-4				k ɔ												
4383-4				k ɛː												
4440-4				t i w												
4651-4				t ɛ ŋ i												
4711-4				j a r iː												
4821-4				k u												
5272-4				t e g u												
5375-4				m aː n ɛ g a												
5465-4				m u ŋ o												
5481-4				ɔ g o												
5497-4				ɛ w												
5641-4				l e j												
5692-4				a l a												
347-4				tʃ ɛ r ɔ												
448-4				n ɛ ŋ												
567-4				n i n ɛ												
613-4				m a j												
787-4				n i w̃ e												
1126-4				n iː												
1208-4				ɣ a m a												
1502-4				d u ŋ i												
1669-4				d e m b e r e												
1971-4				j u b ɛ												
2283-4				b e r u												
2354-4				t i r ɛ												
2619-4				tʃ ɛ l a												
2714-4				s u m												
3011-4				b a n a j												
3159-4				j ɛ l ɛ												
3199-4				k ɔ r ɔ ɲ												
3319-4				b u s a m												
3358-4				ɲ aː												
3535-4				k aː												
3622-4				d aː g a												
3640-4				l a r a												
3813-4				r̃ e												
4441-4				b aː r i												
4498-4				e r u m												
4986-4				j u l ɔ												
5036-4				t o r o												
5109-4				l a ɣ a												
5390-4				d o r o												
5425-4				j ɔ ɣ ɔ												
5847-4				oː ɲ o												
6008-4				ɔː l ɔ												
62-4				k i r̃ a												
197-4				b ɛ w												
331-4				s a dʒ a												
412-4				j aː t u												
482-4				tʃ ɛ s u												
786-4				n i												
715-5					d e j i											
1089-5					n a m a											
1319-5					n ɔ											
1398-5					s u n g u											
1557-5					d i r e											
1626-5					w a g a											
1840-5					t i n e											
2247-5					g o											
4677-5					k u l e j											
5162-5					m i r̃ e											
5406-5					t aː n d u											
359-5					g a l a											
1577-5					g i r e											
2196-5					l a r̃ a											
2230-5					s u g e											
3605-5					k a l a											
3866-5					o s u											
4553-5					t aː g a											
4822-5					k u m b e											
5254-5					d u l a											
1356-5					m a j a											
1881-5					n u m e											
2084-5					j aː p e											
2420-5					k u l a											
3218-5					p u s u											
3372-5					n a m a											
3718-5					a r a											
4135-5					b a r̃ a j̃											
4694-5					g u s u											
2476-5					k u											
2842-5					d i g e n											
3719-5					m i											
4081-5					t a m b a											
5514-5					n ɛ m d ɛ											
260-5					b ɛ l ɛ											
385-5					d e m b ɛ											
890-5					a m i r u											
1703-5					b e w											
1769-5					t e m b e											
2735-5					t aː n a m a											
4591-5					t aː r a											
5301-5					p ɛ l u											
63-5					k a r a											
296-5					d a m a											
463-5					d u m b e											
762-5					b a n a k u l											
1788-5					s e											
3219-5					b aː s a											
4120-5					k e l e											
4759-5					n e j e											
4960-5					dʒ i n a dʒ e											
5059-5					g u j e											
5549-5					t a w a											
5771-5					dʒ u g u											
5905-5					t i r̃ u											
5938-5					a d n a											
1415-5					n e											
1542-5					n ɔ j̃											
1898-5					p u r̃ e											
2551-5					r i											
2957-5					m a n d e											
3048-5					b i j e											
4402-5					j e											
5081-5					b i n d i											
6006-5					p o r̃ a											
135-5					t u l u											
194-5					b ɛ w											
716-5					j ɛ											
2083-5					k a n a											
2618-5					k ɛ l ɛ											
2880-5					k u n dʒ u g a											
3113-5					t e g e											
3136-5					j a r a											
3405-5					ɛ m ɛ j ɛ											
3572-5					b ɛ r u											
4535-5					s u w ɛ											
5751-5					t i j ɛ											
851-5					k ɔ ŋ ɔ											
2179-5					n d i											
2351-5					p a b a											
2496-5					n u j̃											
3448-5					b u d u											
4781-5					s a n d a											
4921-5					s a m b a											
196-5					k u l a											
789-5					g a m a											
931-5					b e w e											
1298-5					g u l m b a											
2145-5					dʒ e											
3639-5					t o w a											
3977-5					o n dʒ i											
3978-5					o n dʒ e											
4260-5					o m b u											
5200-5					e l e											
5532-5					i n i											
5866-5					k a r a											
432-5					k e n e											
446-5					n e n g e g e											
521-5					k ɔ dʒ o l											
1124-5					e l e l e											
1237-5					i n e											
1579-5					m b u l u											
1748-5					j e											
2774-5					k a r̃ a											
3198-5					s e m ɛ											
3339-5					k a r a											
3534-5					k ɛ n ɛ											
3550-5					u n i											
3684-5					k i n dʒ a											
3944-5					k o r o											
4611-5					k ɔ m ɔ											
4738-5					g i n dʒ a											
4983-5					s o n dʒ i											
5447-5					g i s e											
5656-5					o n dʒ i											
5830-5					j ɛ											
1074-5					n i g e l i											
1170-5					g a d ɛ											
1187-5					u r u											
1454-5					s iː l e w											
1841-5					g e											
1970-5					p u l a											
2977-5					k o b a											
3252-5					ɛ m b ɛ j											
3301-5					e b a											
3463-5					w aː											
3498-5					n iː											
4363-5					d a m i											
5038-5					k ɔ l ɔ ŋ											
5228-5					b ɛ n dʒ u											
5229-5					b a n d e											
5391-5					d e											
5481-5					j o g o											
5793-5					t e m b e j											
5888-5					j ɛ											
6007-5					p u r̃ a											
178-5					k e m b e											
568-5					n e n d u g e											
569-5					n e n d i l u											
1257-5					k o l o u											
1433-5					p o l e											
1501-5					n i g e											
1684-5					s i w e											
1787-5					n ɛː											
1864-5					k ɔ g u l ɔ											
1923-5					g e ŋ i											
1988-5					p u n d u											
2046-5					g e n d e											
2067-5					i d ɛ											
2109-5					k ɛ dʒ ɛ j											
2127-5					n o l e											
2372-5					b e l u											
2599-5					iː g e											
2756-5					b a l a											
2775-5					b a g m i											
3254-5					d a m a											
3319-5					b u s a m											
3358-5					ɲ aː											
3427-5					g e											
3622-5					d aː g a											
3658-5					p i m e											
3807-5					p u r̃ u											
4008-5					g e ŋ g e											
4053-5					i m b ɛ											
4280-5					j a g a g a											
4630-5					n ɛ											
4848-5					ɔ r̃ a n o n ɔ											
4905-5					n ɛː											
4985-5					s ɛː											
5467-5					p i g e											
5606-5					t i l i ŋ g e											
5640-5					n iː ŋ g a											
2-5					k aː n u											
3-5					k a n i											
21-5					d aː b a											
26-5					b e l a											
64-5					k a g a											
117-5					e											
224-5					j a g a											
241-5					d o g u											
312-5					b a j											
327-5					n e m											
361-5					k a r a											
651-5					d i ŋ g e											
873-5					s iː n a											
1001-5					g e											
1053-5					k ɔ n d e											
1207-5					g e											
715-6						d i j i										
1089-6						n a m a										
1319-6						n e										
1398-6						s u n g i										
1557-6						d g i										
1626-6						w a g a										
1840-6						t i r̃ i										
2247-6						g o										
4677-6						g u l o j										
5162-6						m i r̃ a										
5406-6						t aː n d i										
359-6						g a l a										
1577-6						d g e										
2196-6						l a r̃ a										
2230-6						s i g o										
2533-6						b a l a										
3605-6						k a n a d a										
4553-6						t a g a										
4822-6						g u m b o										
5254-6						d u l a										
503-6						tʃ i r̃ a										
1356-6						m a j a										
1881-6						n u m i j ɔ										
2084-6						j aː p e										
2420-6						g u l a										
3218-6						p u s u										
3372-6						n a m a										
3718-6						a l a										
4135-6						b a r̃ a										
4694-6						g i s i										
807-6						g o m b i										
2320-6						k a n a										
2842-6						d i g i										
3719-6						m i										
4081-6						t a m b a										
4313-6						n e m										
4460-6						s o j ɔ										
5514-6						n e m d e										
5810-6						p i l a										
93-6						d o										
890-6						a m b i										
1336-6						t e g e										
1703-6						b a										
4591-6						t a l a										
5605-6						t i m i j										
63-6						g a r a										
296-6						dʒ a m a b										
463-6						d u m b a										
762-6						b a n a k ãː										
3425-6						j u										
4120-6						g a l a										
4423-6						d ɔ r̃ ɔ										
4759-6						n e j a										
4904-6						n u n a										
4960-6						dʒ i n aː d o										
5125-6						ɔ n dʒ o										
5339-6						p a g a										
5771-6						d u g u										
5922-6						b i l a										
5938-6						aː d i n a										
483-6						g o s u										
1542-6						n ɔ j										
