COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
160-9									k r r i k	
163-9									o p a n	
52-10										t tʃ e ʔ
56-10										o m e
96-10										a w a tʃ ʔ
99-10										a r i k
114-10										t o k i tʃ i
115-10										w m i i a
133-10										t i p a a a
144-10										a w a w a i
150-10										k a w ʔ
234-10										k o m
236-10										p a k w n
241-10										a w i
249-10										i tʃ e ʔ
1-10										w a t a ʔ
2-10										w w m m
65-10										i w i ʔ
74-10										p a a
93-10										t o p a r i tʃ i
95-10										w w k i tʃ
106-10										t w n e i i
119-10										e j tʃ t i tʃ
128-10										h o k i tʃ i
147-10										t i m i i i ʔ
231-10										p a a w ʔ
232-10										h i e e m a
239-10										n a m a k a
266-10										i t i m tʃ
3-10										a a r k k o
4-10										w a t i ʔ
51-10										ø w e
55-10										i h a m i
97-10										m a h o m
121-10										k a p i e a k i
149-10										t o k
160-10										k i r i k ʔ
163-10										w p e n
