COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
190-6						j a k a +			
194-6						s e			
220-6						u h + t i			
231-6						i t a			
240-6						k u l i			
283-6						t e + t			
293-6						i n +			
314-6						k w a w			
315-6						u m e			
322-6						t e a e			
323-6						t a			
9-6						t u t u + t			
17-6						u m i + t			
22-6						t a t i a			
30-6						w i ts			
88-6						i i			
158-6						w eː j a k			
159-6						aː t i m			
177-6						m i a k			
184-6						t u k a			
187-6						j a n k w i k			
227-6						x aː l l			
1-7							n x u		
2-7							n e + e e		
8-7							t e n		
16-7							a k + t		
24-7							a t e		
32-7							x k		
51-7							a n		
52-7							a a k +		
53-7							n e k l k		
54-7							t a		
55-7							k w l		
60-7							t x +		
83-7							t + t		
87-7							p t a n		
92-7							x a k l		
103-7							x a		
106-7							k a k		
138-7							n e k e		
139-7							x k + t t		
142-7							x + t		
145-7							x + m t e k l		
176-7							t a k l + t		
179-7							n e k l		
180-7							x + k + t		
186-7							k + x +		
190-7							o k		
194-7							a e		
220-7							a + t		
231-7							a t e		
240-7							k + x		
283-7							t e + t		
293-7							a n		
314-7							k w e		
315-7							a n +		
322-7							o e k e n +		
323-7							t e		
17-7							a x + t		
22-7							t l t t		
30-7							a + ts		
159-7							a t e x		
1-8								n o tʃ ɨ	
2-8								k ɨ + + ɨ	
8-8								w eː j	
16-8								ɨ s + tɬ ɨ	
24-8								ɨ s t ɨ	
32-8								m i k ɨ	
51-8								o n +	
52-8								w aː k + ɨ	
53-8								n a k a s	
54-8								tɬ a l l	
55-8								k w a	
60-8								i x + t	
83-8								tɬ ɨ + tɬ	
87-8								p + tɬ aː n ɨ	
92-8								m a k a	
103-8								m a +	
106-8								k a k	
138-8								n ɨ h a	
139-8								m i k + t ɨ	
142-8								m a t ɨ	
145-8								m o + t eː a	
176-8								tɬ aː k a + tɬ	
179-8								n a k a + tɬ	
180-8								m ɨ k + tɬ ɨ	
186-8								k ɨ tʃ +	
190-8								j a k +	
194-8								s ɨ	
220-8								ɨ h + tɬ ɨ	
231-8								i tɬ a	
240-8								k o tʃ i	
283-8								t ɨ + tɬ	
293-8								i n +	
314-8								k w a + + +	
315-8								oː m ɨ	
322-8								t ɨ h a a ɨ	
323-8								tɬ eː	
9-8								t oː t oː + tɬ	
17-8								o m ɨ + tɬ	
22-8								tɬ a t ɨ +	
30-8								w i	
88-8								i ɨ	
158-8								w eː j a + k	
159-8								aː t ɨ m ɨ +	
177-8								m i a + +	
184-8								t oː k a +	
187-8								j a n k w ɨ + k	
227-8								aː + l l l	
1-9									m o tʃ iː
2-9									k e x + t iː
8-9									w a h u
16-9									e + tɬ iː
24-9									iː i t iː
32-9									m iː k iː
51-9									t n + iː
52-9									w ø k +
53-9									n e k a l
54-9									tɬ ø l l iː
55-9									k w a
60-9									i x + t
83-9									tɬ i + +
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m a
106-9									k a k iː
138-9									n e h a
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t i k a
176-9									tɬ ø k a + tɬ
179-9									n e k a + tɬ
180-9									m i ts + tɬ iː
186-9									k e tʃ
190-9									j a k a +
194-9									s i
220-9									o h + tɬ iː
231-9									i tɬ a
240-9									k o tʃ iː
283-9									t e + +
293-9									iː n + i
314-9									k w a w + +
315-9									u m e
322-9									t e h a m e
323-9									tɬ a
9-9									t u t u + tɬ
22-9									tɬ a t iː
30-9									w i ts
88-9									iː iː
158-9									w a j a k
159-9									ø t iː m +
177-9									m iː a k
184-9									t u k a + +
187-9									j a n k w iː + k
227-9									x ø l l l
