COGID	1	10	2	3	4	5	6	7	8	9
1872-8								p a a		
2893-8								ʝ i k u d		
4028-8								d w e		
4316-8								t t u		
4440-8								v î r î		
4485-8								ʃ u		
4688-8								ʃ ʃ ʃ w e		
2798-8								n w a		
794-8								β e r ʃ k a		
2689-9									n a m a	
893-9									a n g g a	
1285-9									n w a d	
1303-9									ŋ o m a	
2197-9									s a l a	
2828-9									z i n a	
3572-9									s o n i	
1095-9									d i m a	
1789-9									k a l ŋ g a	
3207-9									b ʊ l a	
4249-9									k ʊ m i	
4451-9									b i s i	
630-9									b e e l e	
814-9									ŋ o m b e	
1228-9									b w a	
1418-9									z i m g g a	
1475-9									g w a	
2026-9									r w e	
2775-9									b ʊ m b a	
3397-9									b o l a	
3826-9									z o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									d i m i	
4384-9									i n o	
116-9									s i k a	
181-9									g o d ŋ g o	
1083-9									l l a	
1374-9									n a n e	
1430-9									i d s o	
1666-9									r n o	
1767-9									g o k o	
1906-9									i ŋ g i l a	
2177-9									ŋ g o	
2419-9									s e k a	
2750-9									e e z i	
3018-9									z i l a	
3441-9									s e ŋ g a	
3885-9									b ʊ m o	
3981-9									i m a	
4260-9									s w a	
4350-9									l e e l g o	
278-9									b	
745-9									r a g o	
55-9									n a m a	
94-9									b o k o	
4139-9									m i Ø a	
200-9									b i	
528-9									b i l i	
871-9									r m a	
2088-9									b i s a	
2166-9									ʊ u m b a	
2334-9									b i g o	
2393-9									m a n a	
2537-9									l o m o	
2665-9									i d ŋ g i	
2738-9									b e e l e	
2872-9									k o s i	
2997-9									g a n z a	
3075-9									g u l u b	
4238-9									s o z i	
4429-9									d a s a	
4440-9									b l	
4485-9									s u	
4574-9									o w a l	
2798-9									n Ø a	
3067-9									n r ʊ	
3767-9									l o	
4632-9									k á z i	
1033-9									k o g a g o l a	
3185-9									b i r g a	
240-9									o g	
401-9									Ø	
2689-10										a m a
893-10										a n̩ a
1285-10										n w a
2197-10										tɬ á l a
2828-10										d Ø n a
1095-10										l i m a
1755-10										n̩ e
3207-10										w u l a
3519-10										r ʊ m a
448-10										a ʊ̀ n̩ i
630-10										b ɛ ɛ l ɛ
1216-10										χ b
1418-10										Ø i m i a a a
2775-10										b ʊ m Ø a
3397-10										b ɔ l
4373-10										l i m i
4384-10										i n̩ ɔ
84-10										a ʊ χ ʊ l
1083-10										l i l a
1122-10										b u n̩
2286-10										l
2317-10										Ø ʊ b a
3018-10										d i l a
3275-10										qʰ á n̩ a
3464-10										b o n̩ a
3639-10										Ø Ø r Ø m a
3885-10										Ø m u
3981-10										i Ø m Ø Ø a
94-10										b ɔ qʰ ɔ
4139-10										m i n a
43-10										d Ø Ø m u
374-10										a a l w a a
459-10										l u m a
508-10										Ø ɔ Ø u
871-10										r a m a
1712-10										f u l o
2893-10										Ø i χ ʊ
3075-10										Ø u l u Ø ɛ
3531-10										a a n̩ i qʰ a
794-10										b i qʰ a
