COGID	1	10	2	3	4	5	6	7	8	9
4249-3			x u m i							
4451-3			β i s i							
448-3			ɲ u n i							
630-3			β e e l e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m i s j a							
1475-3			k w a							
3397-3			β o l o							
4003-3			i i β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			k o o ŋ g o							
419-3			l o k a							
587-3			o o ŋ g o							
660-3			l e l a							
1083-3			l i l a							
2689-4				ɲ a m a						
893-4				a n a						
1285-4				ɲ w á a						
3572-4				s ɔ n i						
1755-4				n a						
1789-4				k á l i ŋ g a						
3686-4				j e m b a						
4451-4				b i s i						
1216-4				k a b a						
4003-4				j i b a						
419-4				l ɔ g ɔ						
1122-4				b i n a						
2689-5					n a m a					
893-5					a n a					
1285-5					n w					
1303-5					ŋ o m a					
2197-5					s a l a					
2828-5					ʃ i n a					
3572-5					s o n i					
1095-5					l i m					
3207-5					f u l a					
3519-5					t u m					
3686-5					i m b					
4249-5					k u m i					
448-5					u n i					
630-5					β e e l e					
814-5					ŋ o m b e					
1228-5					b w a					
1418-5					ʃ i m					
2026-5					t w e					
2775-5					β u m b					
3397-5					β o l					
3826-5					s o k a					
4040-5					e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					u l u					
116-5					f i k					
587-5					o ŋ g o					
848-5					k á l aː					
1303-6						g ɔ m				
1755-6						n a				
448-6						n u n i				
1475-6						k w ɔ				
3397-6						ɓ ɔ l				
2689-7							ɲ a m a			
893-7							a n a			
1285-7							n w a			
1303-7							ŋ g o m a			
2197-7							z a			
2828-7							z i n a			
3572-7							s o n i			
1095-7							i m a			
1755-7							n e			
1789-7							k á l a ŋ g a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							ŋ o m b e			
1216-7							ɣ a v a			
1475-7							g w a			
2026-7							t w i			
2775-7							v u m b a			
3826-7							o k a			
4003-7							i v a			
4040-7							ɣ e n i			
84-7							s u g u r u			
116-7							f i k a			
181-7							ɣ o ŋ g o			
419-7							o ɣ a			
587-7							o ŋ g o			
660-7							r e r a			
848-7							k á a			
1122-7							v i n a			
2689-8								a m a		
1285-8								n w a		
1303-8								g o m a		
2197-8								dʒ á r a		
2828-8								d î n a		
3572-8								tʃ ô n i		
1755-8								i n e		
1789-8								k a ŋ g a		
3207-8								v u r a		
3519-8								t u m a		
3686-8								ʝ î m b a		
4249-8								k u m i		
4451-8								β i ʃ u		
814-8								g o m b e		
1228-8								b w a		
2026-8								t w e		
2775-8								β u m b a		
3826-8								ʝ ô k a		
4040-8								ɣ e n i		
181-8								ɣ ɔ ŋ g ɔ		
660-8								r ɛ r a		
848-8								k a r a		
1083-8								l i r a		
2689-9									ɲ a m a	
893-9									a n a	
1285-9									n w a	
1303-9									g o m a	
2197-9									z a l a	
2828-9									i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k á l a ŋ g a	
3207-9									b u l a	
4249-9									k ʊ m i	
4451-9									b i s i	
630-9									b e l e	
814-9									g o m b e	
1228-9									b w a	
1418-9									z i m y a	
1475-9									g w a	
2026-9									t w e	
2775-9									b ʊ m b a	
3397-9									b o l a	
3826-9									z o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l á m i	
4384-9									i ɲ o	
116-9									i k a	
181-9									g o ŋ g o	
1083-9									l i l a	
2689-10										n a m a
893-10										a n a
1285-10										n w a
2197-10										t ɬ a l a
2828-10										i n a
1095-10										l i m a
1755-10										n ɛ
3207-10										p u l a
3519-10										r ʊ m a
448-10										n ɔ ɲ á n i
630-10										b ɛ l ɛ
1216-10										a b a
1418-10										t i m a
2775-10										b ʊ p a
3397-10										b ɔ l a
4373-10										l i m i
4384-10										i n ɔ
84-10										ʊ l ʊ̀
1083-10										l i l a
1122-10										b i n a
