COGID	1	10	2	3	4	5	6	7	8	9
2393-1	m a n a									
2537-1	l ɔ m ɔ									
2665-1	i ŋ g i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	z i k ʊ									
2997-1	g a a n z a									
3075-1	g u l u β ɛ									
3675-1	l w i i l ɛ									
4028-1	w ɛ									
4137-1	m i l a									
4238-1	i i s ɔ z i									
4316-1	d á t ʊ									
4429-1	β a s a									
4440-1	β i l i									
4485-1	s u									
4574-1	z w a á l a									
4688-1	i i ŋ w ɛ									
143-1	β u u									
240-1	ɔ g a									
388-1	n u m a									
401-1	d a									
599-1	t a á m b i									
649-1	l ɛ ɛ t a									
755-1	g ʊ l a									
836-1	s ʊ ʊ m b i									
969-1	i z a									
994-1	d ɛ ɛ k a									
1006-1	n u u ŋ g ʊ									
1032-1	k ɔ l ɔ l a									
1043-1	β a l a									
1110-1	t ɛ m a									
1263-1	d a h a									
1273-1	l ɔ ɔ t a									
1329-1	i k a l a									
1362-1	g i i									
1606-1	ɔ ɔ t ɔ									
1617-1	i k ɔ									
1629-1	k w i i									
1744-1	i β a									
1895-1	dʒ a									
1917-1	f u m a									
1969-1	m a á m a									
1989-1	ʃ a									
2037-1	g a t a									
2128-1	g ɛ ɛ m b ɛ									
2186-1	g a n a									
2483-1	g ʊ l ʊ̀									
2592-1	l ɔ l a									
2615-1	d a a									
2700-1	g a a ŋ g a									
2784-1	g ʊ l ʊ̀									
2797-1	l ɔ m ɔ									
2884-1	p j a a									
2904-1	k ɛ ɛ n d a a									
2972-1	z ɛ ɛ									
3030-1	l i p a									
3148-1	i t a									
3160-1	l u t a									
3261-1	d ɛ t ɛ									
3364-1	ɔ tʃ a									
3385-1	z i									
3419-1	t ɛ ɛ									
3430-1	n u									
3583-1	n ɔ ɔ l a									
3664-1	β ɛ g a									
3706-1	t a a n d a t ʊ									
3756-1	s i i n z a									
3837-1	k ɔ l ɔ m a									
3865-1	s a s i									
4406-1	t i i									
4530-1	l ʊ k a									
4552-1	i i n z i									
4621-1	n a á n i									
2689-2		ɲ a m a								
893-2		a a n á tʃ e								
1303-2		g o m a								
2197-2		s a l a								
2828-2		i n a								
3572-2		s o n i								
1095-2		d i m a								
1789-2		k a l a a ŋ g a								
3207-2		w u l a								
3519-2		t u m a								
3686-2		iː m b a								
4249-2		k u m i								
4451-2		v i s i								
448-2		j u n i								
630-2		v e e l e								
814-2		ŋ o o m b e								
1216-2		g a v a ɲ a								
1228-2		b w a								
1418-2		s i m a								
1475-2		g w a								
2026-2		t w e								
3826-2		dʒ o k a								
4003-2		iː v a								
4373-2		d i m i								
4384-2		i n o								
84-2		s u g u l u								
116-2		j i k a								
419-2		l o g a								
587-2		o o ŋ g o								
660-2		l e l a								
848-2		k á l a								
1122-2		v i n a								
1159-2		ɲ a								
1350-2		d j a								
1374-2		n s a a n á								
1906-2		iː n dʒ i l a								
2419-2		s e k a								
2750-2		a s i								
3441-2		s a a ŋ g a								
3464-2		w o n a								
3639-2		t e t e m e l a								
3981-2		iː m a								
4192-2		j i i m b a								
4350-2		l e e l o								
278-2		v a								
3971-2		k a m a								
55-2		ɲ a m a								
43-2		s i i m u								
93-2		k o n o								
459-2		l u m a								
1137-2		s i k u								
1585-2		a l a								
1872-2		p a								
2166-2		ɲ u u m b a								
2872-2		k o s i								
2997-2		g a a s a								
3075-2		g u l u v e								
3675-2		l w e e l e								
4137-2		m i l a								
4238-2		i s o s i								
4316-2		t a t u								
4574-2		w a a l a								
3067-2		n d u								
3531-2		a a n i k a								
1033-2		k o s o m o l a								
3185-2		v i i k a								
794-2		v e l e k a								
143-2		w u								
240-2		o o g a								
388-2		p a ɲ u m a								
599-2		dʒ a a m b i								
969-2		iː s a								
994-2		t e l e k a								
1606-2		o o t o								
1629-2		k w i								
1895-2		dʒ a								
2592-2		l o l a								
2884-2		m p j a								
3148-2		iː t a								
3261-2		t e t e								
3583-2		n oː l a								
3837-2		k o l o m a								
4621-2		a n i								
1929-2		b u s i								
3940-2		v á l a								
860-2		v i i ŋ g a								
2057-2		t i m a								
552-2		w u p a								
959-2		b e p o								
1495-2		w u t a								
2689-3			ɲ a m a							
893-3			a a n a							
1285-3			ɲ w a							
1303-3			ŋ o m a							
2197-3			dʒ a l a							
2828-3			s i n a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a a ŋ g a							
3207-3			f u l a							
3519-3			r u m a							
3686-3			i i m b a							
4249-3			x u m i							
4451-3			β i s i							
448-3			ɲ u n i							
630-3			β e e l e							
1216-3			k a β a							
1228-3			b w a							
1418-3			s i m i s j a							
1475-3			k w a							
3397-3			β o l o							
4003-3			i i β a							
4040-3			k e n i							
4373-3			l i m i							
4384-3			i n o							
181-3			k o o ŋ g o							
419-3			l o k a							
587-3			o o ŋ g o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a a n e							
1396-3			dʒ o f u							
1666-3			r a a n o							
1767-3			g o x o							
1906-3			ŋ g i l a							
2177-3			ŋ g a							
2286-3			l a							
2317-3			β u β a							
2750-3			e e s i							
3275-3			k a a n a							
3464-3			β o n a							
3639-3			tʰ e r e m a							
3981-3			i i m a							
4192-3			β ìì m b a							
4260-3			s w a							
4350-3			l e e l o							
278-3			β a							
745-3			tʰ a x o							
3971-3			x a m a							
93-3			x o n o							
200-3			β i							
374-3			l w a							
508-3			β o f u							
528-3			β i l i							
1137-3			s u k u							
1585-3			a a l a							
1712-3			f u l o							
2088-3			β ìì x a							
2334-3			b i k o							
2393-3			m a ɲ a							
2665-3			i i ŋ g i							
2738-3			β e e l e							
3675-3			l w á a l e							
4137-3			m i l a							
4440-3			β i l i							
4574-3			f w a a l a							
4688-3			w e							
2798-3			n w a							
3067-3			n tʰ u							
3531-3			a a n i x a							
3767-3			l o							
4632-3			x a s i							
401-3			d a							
649-3			l e e r a							
755-3			k u l a							
1032-3			x o l o l a							
1043-3			β a l a							
1273-3			l o o r a							
1362-3			k i							
1895-3			tʃ a							
2615-3			d a							
2784-3			k u l u							
2904-3			k e e n d a							
3385-3			s i							
3430-3			u ɲ u							
3664-3			β e k a							
3756-3			s ìì n dʒ a							
24-3			tʰ u x a							
542-3			β i l a							
564-3			a a x a							
928-3			x o l o							
1181-3			f w a							
1241-3			p u u n d a							
1607-3			l i l o							
1929-3			b u s i							
2852-3			x o f u							
3198-3			l o m a n a							
3502-3			ŋ e n e							
3598-3			β e k a							
3698-3			i i x a l a							
3735-3			k u l u							
3940-3			p á l a							
2689-4				ɲ a m a						
893-4				a n a						
1285-4				ɲ w á a						
3572-4				s ɔ n i						
1755-4				n a						
1789-4				k á l i ŋ g a						
3686-4				j e m b a						
4451-4				b i s i						
1216-4				k a b a						
4003-4				j i b a						
419-4				l ɔ g ɔ						
1122-4				b i n a						
1430-4				i s u						
1666-4				t á n o						
1767-4				ts o ts o						
55-4				ɲ a m a						
94-4				b ɔ g ɔ						
2717-4				ŋ g a ŋ g a						
1339-4				t w e e						
4632-4				a s i						
2784-4				k u l i						
3160-4				l u r a						
675-4				t o ŋ g a						
860-4				b e ŋ g a						
1151-4				s a						
1631-4				k o ɲ i						
2057-4				t e m a						
2689-5					n a m a					
893-5					a n a					
1285-5					n w					
1303-5					ŋ o m a					
2197-5					s a l a					
2828-5					ʃ i n a					
3572-5					s o n i					
1095-5					l i m					
3207-5					f u l a					
3519-5					t u m					
3686-5					i m b					
4249-5					k u m i					
448-5					u n i					
630-5					β e e l e					
814-5					ŋ o m b e					
1228-5					b w a					
1418-5					ʃ i m					
2026-5					t w e					
2775-5					β u m b					
3397-5					β o l					
3826-5					s o k a					
4040-5					e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					u l u					
116-5					f i k					
587-5					o ŋ g o					
848-5					k á l aː					
1159-5					ɲ					
1350-5					l j					
1396-5					s o f u					
1430-5					i n s o					
1767-5					k o k o					
2286-5					l a					
2317-5					f u β a					
2419-5					s e k					
2750-5					e ʃ i					
3018-5					ʃ i l a					
3275-5					k a a n					
3441-5					s e ŋ g a					
3885-5					f u m o					
4192-5					f i m b					
4260-5					s w a					
4350-5					l e e l o					
278-5					β					
745-5					t á k o					
3971-5					k á m					
55-5					n a m a					
94-5					β o k o					
2717-5					ŋ a ŋ g a					
4139-5					m i n					
200-5					β i					
374-5					a l w a					
508-5					p o f u					
528-5					β i l i					
575-5					t a					
1137-5					ʃ i k u					
1339-5					t w i					
1872-5					p					
2537-5					l o m o					
2738-5					β e e l e					
2872-5					k o ʃ i					
2893-5					ʃ i k u a					
3675-5					l w e l e					
4028-5					β w e					
4238-5					s o ʃ i					
4429-5					p á s a					
4485-5					s u					
2798-5					n w a					
3531-5					a n i k					
3767-5					l o					
4632-5					k á ʃ i					
1033-5					k o o l					
3185-5					β i i k					
649-5					l e e t					
1110-5					t e m					
1263-5					t á p					
1273-5					l o o t					
1329-5					i k a l					
1617-5					ʃ i k o					
1917-5					f u m					
1969-5					m a m a					
2483-5					u l u					
2615-5					d a					
2700-5					a ŋ g a					
2884-5					p j a					
2972-5					s e					
3030-5					l i p					
3261-5					t e t e					
3419-5					t e					
3664-5					β e a					
3706-5					t a n d a					
3865-5					s á s e					
4406-5					t i					
4530-5					l u k					
4552-5					i n ʃ i					
24-5					t u k					
542-5					β i l a u k					
1181-5					f w					
1241-5					p u n d a					
1607-5					l i l o					
1929-5					b u ʃ i					
3598-5					β e					
3698-5					i k a l					
3735-5					u l u					
3940-5					β á l a					
1631-5					k u n i					
2057-5					t i m a					
552-5					f u p a					
959-5					p e p o					
1318-5					k u ŋ g u					
1411-5					f i					
1495-5					f u t a					
1578-5					l w					
1303-6						g ɔ m				
1755-6						n a				
448-6						n u n i				
1475-6						k w ɔ				
3397-6						ɓ ɔ l				
2286-6						l a				
278-6						ɓ a				
2717-6						g a ŋ g a				
4137-6						m i l				
3767-6						l ɔ				
1033-6						k ɔ h ɔ l				
2689-7							ɲ a m a			
893-7							a n a			
1285-7							n w a			
1303-7							ŋ g o m a			
2197-7							z a			
2828-7							z i n a			
3572-7							s o n i			
1095-7							i m a			
1755-7							n e			
1789-7							k á l a ŋ g a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							k u m i			
4451-7							v i s i			
814-7							ŋ o m b e			
1216-7							ɣ a v a			
1475-7							g w a			
2026-7							t w i			
2775-7							v u m b a			
3826-7							o k a			
4003-7							i v a			
4040-7							ɣ e n i			
84-7							s u g u r u			
116-7							f i k a			
181-7							ɣ o ŋ g o			
419-7							o ɣ a			
587-7							o ŋ g o			
660-7							r e r a			
848-7							k á a			
1122-7							v i n a			
1159-7							ɲ a			
1374-7							n a n e			
1396-7							z o v u			
1430-7							i s o			
1906-7							i ŋ g i a			
2177-7							ŋ g a h i			
2419-7							s e k a			
3018-7							z i a			
3275-7							k á n a			
3441-7							s a ŋ g a			
3464-7							v o n a			
3639-7							t e t e m a			
3885-7							tʃ u m o			
4192-7							v i m b a			
745-7							t á k o			
3971-7							k á m a			
55-7							a m a			
2717-7							ɣ a ŋ g a			
4139-7							m i dʒ a			
93-7							k o n o			
459-7							u m a			
575-7							t a			
1712-7							f u o			
2088-7							v i s a			
2166-7							u m b a			
2334-7							f i ɣ o			
2393-7							m a ɲ a			
2537-7							o m o			
2665-7							i ŋ g i			
2997-7							ɣ a n z a			
4028-7							b w e			
4316-7							t á t u			
4429-7							a z a			
4688-7							w e			
3067-7							n t u			
3185-7							v i k a			
794-7							v e k a			
143-7							v u			
388-7							u m a			
599-7							t á m b i			
836-7							tʃ u m b i			
969-7							z a			
1110-7							t e m a			
1263-7							t á h a			
1329-7							i k a a			
1362-7							g i			
1606-7							o t o			
1629-7							k w i			
1744-7							i v a a			
1917-7							f u m a			
1989-7							ʃ a ɣ a			
2037-7							ŋ g á t a			
2128-7							ɣ e m b e			
2186-7							ɣ a n a			
2700-7							ɣ a ŋ g a			
2797-7							o m o			
2904-7							k e n d a			
2972-7							z e			
3148-7							i t a			
3364-7							ʃ o t a			
3419-7							t e			
3430-7							u ɲ u			
3583-7							n o a			
3706-7							t á n d á t u			
3756-7							s i n z a			
3837-7							h o r o m a			
4406-7							t i			
4621-7							a n i			
564-7							h a k a			
928-7							k o l o			
1181-7							f w a			
1241-7							p u n d a			
2852-7							k u v u			
3198-7							o m a n a			
3502-7							e ɲ e			
675-7							dʒ e ŋ g a			
1151-7							s i			
959-7							p e h o			
1411-7							v i			
1495-7							f u t a			
2689-8								a m a		
1285-8								n w a		
1303-8								g o m a		
2197-8								dʒ á r a		
2828-8								d î n a		
3572-8								tʃ ô n i		
1755-8								i n e		
1789-8								k a ŋ g a		
3207-8								v u r a		
3519-8								t u m a		
3686-8								ʝ î m b a		
4249-8								k u m i		
4451-8								β i ʃ u		
814-8								g o m b e		
1228-8								b w a		
2026-8								t w e		
2775-8								β u m b a		
3826-8								ʝ ô k a		
4040-8								ɣ e n i		
181-8								ɣ ɔ ŋ g ɔ		
660-8								r ɛ r a		
848-8								k a r a		
1083-8								l i r a		
1159-8								ɲ a		
1350-8								l j a		
1396-8								dʒ o v u		
1666-8								t á n o		
2177-8								ŋ g á p i		
2317-8								f u p a		
4260-8								ʃ w a		
745-8								t a k o		
3971-8								k a m a		
94-8								β ɔ k ɔ		
2717-8								g a ŋ g a		
4139-8								m i n a		
43-8								d î m u		
575-8								t a		
871-8								t a m a		
1339-8								t w i		
1585-8								a r a		
1872-8								p a		
2893-8								t î k u		
4028-8								w e		
4316-8								t á t u		
4440-8								β i r i		
4485-8								ʃ u		
4688-8								a n w e		
2798-8								n w a		
794-8								v i k a		
994-8								t e r e k a		
1006-8								ɲ u ŋ g u		
1043-8								v á r a		
1617-8								d î k o		
1969-8								a m a		
3364-8								ʝ o t a		
4530-8								r u k a		
928-8								k ô r o		
2852-8								k ô v u		
675-8								t u ŋ g a		
860-8								β i ŋ g a		
1631-8								k u n i		
552-8								f u p a		
1318-8								k u ŋ g u		
1578-8								r w a		
2689-9									ɲ a m a	
893-9									a n a	
1285-9									n w a	
1303-9									g o m a	
2197-9									z a l a	
2828-9									i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k á l a ŋ g a	
3207-9									b u l a	
4249-9									k ʊ m i	
4451-9									b i s i	
630-9									b e l e	
814-9									g o m b e	
1228-9									b w a	
1418-9									z i m y a	
1475-9									g w a	
2026-9									t w e	
2775-9									b ʊ m b a	
3397-9									b o l a	
3826-9									z o k a	
4003-9									i b a	
4040-9									g e n i	
4373-9									l á m i	
4384-9									i ɲ o	
116-9									i k a	
181-9									g o ŋ g o	
1083-9									l i l a	
1374-9									n á a n a	
1430-9									i s o	
1666-9									t á n o	
1767-9									k o k o	
1906-9									i ŋ g i l a	
2177-9									ŋ g a	
2419-9									s e k a	
2750-9									e z i	
3018-9									z i l a	
3441-9									s á ŋ g a	
3885-9									s u m o	
3981-9									i m a n a	
4260-9									s w a	
4350-9									l e l o	
278-9									b a	
745-9									t á k o	
55-9									ɲ a m a	
94-9									b o k o	
4139-9									m e n a	
200-9									b i	
528-9									b i l i	
871-9									t á m a	
2088-9									b i s a	
2166-9									u m b a	
2334-9									p i k ʊ̀	
2393-9									m e ɲ a	
2537-9									l o m o	
2665-9									i ŋ g i	
2738-9									b e l e	
2872-9									k o s i	
2997-9									k á s a	
3075-9									g ʊ l ʊ b e	
4238-9									i s o z i	
4429-9									a s a	
4440-9									b i l i	
4485-9									s ʊ̀	
4574-9									b w á l a	
2798-9									n w a	
3067-9									n t ʊ̀	
3767-9									l o	
4632-9									k á z i	
1033-9									k o s o l a	
3185-9									b i k a	
240-9									o g a	
401-9									d a	
755-9									g ʊ l a	
836-9									s u m b i	
1006-9									ʊ ŋ g ʊ	
1744-9									i b a	
1989-9									s a g a	
2037-9									k a r a	
2128-9									e m b e	
2186-9									g a n a	
2483-9									g ʊ l ʊ̀	
2592-9									l o l a	
3030-9									l i p a	
3160-9									l u r a	
3385-9									z i	
3865-9									s á s e	
4552-9									n z i	
564-9									a g a	
3502-9									n e n e	
3598-9									b e g a	
3698-9									i k a l a	
3735-9									g ʊ l ʊ̀	
1151-9									s i	
1318-9									k u ŋ g u	
1411-9									b i	
2689-10										n a m a
893-10										a n a
1285-10										n w a
2197-10										t ɬ a l a
2828-10										i n a
1095-10										l i m a
1755-10										n ɛ
3207-10										p u l a
3519-10										r ʊ m a
448-10										n ɔ ɲ á n i
630-10										b ɛ l ɛ
1216-10										a b a
1418-10										t i m a
2775-10										b ʊ p a
3397-10										b ɔ l a
4373-10										l i m i
4384-10										i n ɔ
84-10										ʊ l ʊ̀
1083-10										l i l a
1122-10										b i n a
2286-10										l a
2317-10										f u f a
3018-10										ts i l a
3275-10										χ á n a
3464-10										b ɔ n a
3639-10										t ɛ t ɛ s ɛ l a
3885-10										r u m ɔ
3981-10										ɛ m a
94-10										b ɔ χ ɔ
4139-10										m i ts a
43-10										d i m ʊ
374-10										dʒ a l w a
459-10										l ʊ m a
508-10										f o f u
871-10										r á m a
1712-10										f u l ɔ
2893-10										s i χ ʊ
3075-10										k ʊ l ʊ b ɛ
3531-10										a n ɛ χ a
794-10										b ɛ l ɛ χ a
1032-10										χ ɔ tɬʰ ɔ l a
2797-10										l o m ʊ̀
24-10										r ʊ χ a
542-10										b i l a
1607-10										l i l ɔ
3198-10										ɔ m á n a
1578-10										l w a
