COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
190	j a k + tɬ	j a k	j a k + t i	j e k a + k	j a g a + t	j a k	j e k e + t	j a k a + tɬ	j e k a + ts o l
6	i ʔ t e	i h t i		i h t e	i h t i	i h t i		ɨ h t ɨ	i h t e
326	aː k	a i k	aː ʔ	a k i n	aː k		a k	aː k	ø k iː n u
323	tɬ e	t a i	t eː	tɬ e n	t eː	t aː	t e	tɬ a	tɬ i n iː n u
315	oː m e	uː m e	oː m e	o m e	oː m e	uː m e	o m e m	oː m ə	u m e
90	t eː n + t o k		t eː n + t o ʔ	t e n + t o k	t eː n + t o k	t eː n + t u k		t eː n + t o k	t i e n + t iː k a
221	n e l w a + tɬ		n e l w a + ʔ	n e l w a + tɬ		n e l w a + t		n e l w a + tɬ	n e l w a + j u + tɬ
228	ʔ t o aː		k + i h t o a	i h t o a	i h t o a				ʰt o a
9	t oː t oː + tɬ	t uː r u + t	t oː t oː + ʔ	t o t o + tɬ	t oː t o + t	t uː t u + t		t oː t oː + tɬ	t u t u + tɬ
192		t e			a m o	t eː + t e s u			
101	ts o n + tɬ i	ts u n + t i		ts o n + tɬ i			ts o n	ts o m	ts o n + tɬ iː
229		i h l i				i l w i a			
322	t e ʔ w aː n	t o h o m e n	t e h a m e h	t e h w a n	t e h a m e h	t e h e m e t	t w e n	t ə h a + m ɨ + t	t e h w a
85			t oː p o h		t oː p o h				
94		j e k + t i	j eː k + t i		j e k + t i	j eː k		j eː k + tɬ ɨ	
140	tɬ a n + k w a i	t a m + b w a + n	t a n + k w aː + ʔ	tɬ a n + k w a	t a m + b a			tɬ a n + k w a h	tɬ a n + k w a t e
233		j u h l u	j oː l		j oː l				
218	tʃ iː + tʃ iː l + t i k		tʃ iː l + t i ʔ	tʃ i + tʃ i l + t i k		tʃ iː l + t i k		tʃ iː l + t ɨ + k	tʃ i + tʃ i + l t iː k
224	j a w a l + t i k		j a w a l + t i ʔ	j e w a l + t i k		j a w a l + n a h		j a w a l + t ɨ + k	j e w a l + t iː k
