COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
2674-1	m o ŋ ³³									
2698-1	s o ³³									
2709-1	j i ⁴⁴									
2720-1	v õ ⁴²									
2772-1	k a ⁴⁴									
2791-1	tɕ j ə˞ ³⁵									
2837-1	v i n ³⁵									
2859-1	tɕʰ j e n ³⁵									
2889-1	tɕ j ɯ ³³									
2900-1	k u ³³									
2928-1	ʈʂʰ i ³⁵									
2941-1	kʰ u ³⁵									
2998-1	v i ³³									
3031-1	tʰ ʯ ³³									
3052-1	t ɯ ²¹									
3064-1	t a ²¹									
3084-1	tʰ ə˞ ⁴⁴									
3117-1	j i ⁴²									
3128-1	k ə˞ ⁴²									
3150-1	t e ⁴²									
3161-1	j ɯ ³³									
3172-1	v j i ³³									
3263-1	j a ⁴⁴									
3274-1	k ə˞ ⁴²									
3308-1	kʰ e n ³⁵									
3340-1	j ou ⁴⁴									
3362-1	v i n ³⁵									
3409-1	m e ³³									
3454-1	k o ³⁵									
3493-1	s ou ⁴⁴									
3536-1	s ou ³⁵									
3548-1	f o ⁴²									
3645-1	s u ³⁵									
3678-1	v i ⁴⁴									
3757-1	l ou ²¹									
3779-1	k o ⁴²									
3813-1	x e n ³⁵									
3835-1	tɕʰ j e n ³⁵									
3855-1	p i ²¹									
3885-1	s w i ⁴⁴									
3907-1	pʰ ə˞ ³⁵									
3942-1	j i ³³									
3953-1	ʈʂʰ j ə˞ ³⁵									
4023-1	tɕʰ j ə˞ ³⁵									
4034-1	v u ³⁵									
4143-1	v ou ⁴²									
4185-1	m u ŋ ⁴⁴									
4227-1	ʈʂʰ i n ³⁵									
4238-1	ou ²¹									
4249-1	k a ³⁵									
4271-1	j i ⁴²									
4304-1	v o ⁴²									
4315-1	t o ŋ ³³									
4336-1	tɕ u ⁴²									
4400-1	s a ³⁵									
4411-1	x e n ³⁵									
4441-1	l ou ²¹									
4557-1	kʰ ou ³⁵									
4591-1	j o ŋ ³³									
4602-1	ɣ ɯ ²¹									
4687-1	x e n ³⁵									
4720-1	k i n ³⁵									
4731-1	e ⁴²									
4763-1	v ɯ ²¹									
4918-1	ʈʂʰ ɯ ²¹									
4976-1	t ɯ ⁴⁴									
4998-1	tɕʰ w i ³³									
5037-1	t ɯ ⁴²									
5048-1	u i ³⁵									
5100-1	m u ²¹									
5111-1	p e ⁴²									
5122-1	kʰ w a ⁴⁴									
5163-1	tɕ i ³⁵									
5192-1	v õ ²¹									
5225-1	v ou ²¹									
5236-1	tʰ i ³³									
247-1	p i ²¹									
289-1	s i ⁴⁴									
338-1	k w u ⁴⁴									
378-1	j ɯ ²¹									
621-1	k w a ⁴⁴									
632-1	v o ŋ ³³									
645-1	p a ⁴²									
742-1	k ə˞ ⁴⁴									
752-1	ŋ ɯ ²¹									
763-1	ʈʂʰ o ŋ ³⁵									
809-1	pʰ ou ²¹									
853-1	kʰ o ŋ ³⁵									
916-1	u o ŋ ³⁵									
960-1	m e ³⁵									
1001-1	k ɯ ³⁵									
1074-1	j ou ³⁵									
1130-1	pʰ ə˞ ⁴⁴									
1184-1	s i n ³⁵									
1230-1	kʰ w a ³³									
1263-1	m ɯ ²¹									
1423-1	kʰ o ³⁵									
1433-1	m ɯ ŋ ²¹									
1462-1	w e n ³³									
1629-1	f ʯ ³⁵									
1682-1	u i o ŋ ³⁵									
1706-1	tɕ i a ⁴²									
1925-1	j i ³³									
1991-1	v õ ³³									
2040-1	v o ³³									
2107-1	j ou ²¹									
2118-1	j ɯ ³³									
2141-1	s ou ³⁵									
2540-1	v o ²¹									
2576-1	m u ³³									
2664-1	m ɯ ⁴⁴									
2753-1	i i o ŋ ⁵⁵									
2848-1	tɕ i ⁴²									
2870-1	ɣ i ³³									
2871-1	s ʯ a ⁴⁴									
2952-1	w a ⁴⁴									
3020-1	j ʯ ³³									
3214-1	p ə˞ ³³									
3285-1	tʰ a ⁴⁴									
3373-1	ʈʂʰ ə˞ ⁴⁴									
3397-1	j a ⁴⁴									
3443-1	k ɯ ²¹									
3566-1	k ə˞ ⁴⁴									
3590-1	s a ⁴⁴									
3601-1	k ə˞ ⁴²									
3634-1	v o ³³									
3689-1	k ə˞ ³³									
3964-1	x ə˞ ³⁵									
4056-1	t a ⁴²									
4102-1	ʈʂʰ u ²¹									
4326-1	k ɯ ³³									
4412-1	v ə˞ ²¹									
4511-1	tɕ j ə˞ ⁴⁴									
4581-1	k ɯ ³⁵									
4676-1	ʈʂʰ ʯ ³⁵									
4688-1	v ə˞ ²¹									
4708-1	ou ⁴⁴									
4814-1	j i ⁴²									
4844-1	ʈʂʰ ou ⁴⁴									
4854-1	k o ŋ ³³									
4929-1	j ɯ ²¹									
4940-1	t w e n ³⁵									
5027-1	u ou ⁴⁴									
5071-1	m ɯ ⁴⁴									
5083-1	k w a ⁴⁴									
5248-1	tʰ i ³³									
82-1	ʈʂʰ ou ⁴⁴									
132-1	v i ⁴²									
141-1	j u ²¹									
227-1	j i ⁴⁴									
359-1	w e n ²¹									
379-1	p e ²¹									
422-1	u j ɯ ³³									
979-1	s e ⁴⁴									
1046-1	j ou ⁴²									
1274-1	u ³³									
1315-1	i w i ³³									
1337-1	k o ŋ ²¹									
1390-1	j ɯ ⁴⁴									
1651-1	j i ²¹									
1693-1	tɕ i a ²¹									
1742-1	x u ³³									
1851-1	s w a ³⁵									
1958-1	t ɯ ²¹									
1980-1	tɕ w e n ³⁵									
2174-1	i o ŋ ²¹									
2218-1	ou ⁴²									
2355-1	p a ⁴²									
2439-1	j u ³³									
2474-1	m ə˞ ²¹									
2517-1	tɕ w e n ³⁵									
2551-1	j i ³³									
2816-1	j u ⁴⁴									
3225-1	j ou ⁴⁴									
3251-1	j a ⁴⁴									
3384-1	m u ³⁵									
3612-1	j ɯ ³⁵									
3656-1	ʈʂʰ ou ⁴⁴									
3667-1	k ɯ ²¹									
3712-1	tɕ ə˞ ²¹									
3790-1	f o ⁴⁴									
3801-1	p e ²¹									
3975-1	s w a ³⁵									
4045-1	p u ²¹									
4081-1	k w a ⁴²									
4196-1	tɕ j i ⁴⁴									
4357-1	j i ²¹									
4452-1	w u ⁴²									
4462-1	p ə˞ ²¹									
4548-1	s o ²¹									
4657-1	p ə˞ ⁴⁴									
4774-1	t w i ⁴²									
4815-1	j e ⁴⁴									
4909-1	k a ³⁵									
5009-1	tɕʰ j ə˞ ³⁵									
5082-1	m e n ²¹									
1-1	m ə˞ ²¹									
119-1	v i ³⁵									
423-1	i i ²¹									
501-1	f ʯ ⁴⁴									
523-1	v o ⁴²									
610-1	j e n ²¹									
971-1	m e ³⁵									
1026-1	j ə˞ ²¹									
1119-1	ʈʂʰ w a ³³									
1218-1	f õ ⁵⁵									
1359-1	tɕ i ²¹									
1360-1	j ə˞ ²¹									
1484-1	f ʯ ⁴⁴									
1564-1	x w i ³³									
1717-1	i ²¹									
1751-1	s w a ³⁵									
1829-1	tɕ j e n ³⁵									
32-2		m o ⁵⁵								
53-2		ts ɛ ²¹								
93-2		kʰ i ²¹								
216-2		s w a ⁵⁵								
236-2		tsʰ e ɲ ²²								
267-2		tsʰ i ⁴²								
316-2		p i ²²								
327-2		x ɛ ⁴⁴								
348-2		tɕ ɥ u ⁴⁴								
400-2		s o ²¹								
452-2		q o ⁵⁵								
463-2		kʰ o ⁵⁵								
512-2		tʰ o ⁴²								
534-2		tsʰ u ⁵⁵								
556-2		kʰ u ²²								
568-2		x ɯ ⁴⁴								
588-2		s w a ⁵⁵								
599-2		b i ⁵⁵								
656-2		kʰ u ²¹								
678-2		kʰ u ²¹								
689-2		m o ⁴²								
700-2		m ɛ ⁴²								
775-2		p i ⁴²								
786-2		q ɛ ⁵⁵								
820-2		tɕ i ⁴²								
839-2		tʰ i ²¹								
863-2		kʰ i ²²								
896-2		q u ⁴⁴								
929-2		tʰ i ⁴²								
1015-2		s ɥ u ⁴⁴								
1035-2		tɕ ɥ u ²²								
1107-2		s a ⁴⁴								
1173-2		s i ²²								
1195-2		s i ²²								
1241-2		m ɛ ²¹								
1252-2		l u ²¹								
1294-2		q u ⁴⁴								
1326-2		tsʰ ɥ i ²²								
1348-2		tsʰ i ⁴²								
1401-2		s ɛ ⁴²								
1451-2		s i ²²								
1473-2		t ɥ i ²²								
1507-2		tsʰ i ⁵⁵								
1532-2		q i ⁵⁵								
1543-2		s i ²²								
1575-2		s ɛ ⁵⁵								
1618-2		p i ²¹								
1640-2		kʰ o ⁵⁵								
1671-2		s i ²²								
1731-2		s i u ⁵⁵								
1762-2		s w a ⁴²								
1773-2		t i ⁵⁵								
1794-2		kʰ u ɲ ⁵⁵								
1805-2		s u ⁴²								
1816-2		s u ²²								
1862-2		tsʰ u ⁴⁴								
1885-2		kʰ o ⁵⁵								
1914-2		s i ²²								
1936-2		p u ²²								
1969-2		s ɛ ⁵⁵								
2018-2		tsʰ u ⁴²								
2029-2		q u ⁴⁴								
2051-2		tɕ u ²¹								
2074-2		q u ⁴⁴								
2085-2		m u ²²								
2130-2		p o ⁵⁵								
2245-2		tʰ o ⁴²								
2269-2		m ɛ ²²								
2280-2		s u ⁴²								
2291-2		s ɛ ⁴²								
2316-2		tsʰ i ⁴⁴								
2364-2		s ɛ ²²								
2395-2		tʰ a ⁵⁵								
2406-2		tsʰ i ⁵⁵								
2417-2		kʰ u ⁴²								
2428-2		q u ⁴⁴								
2450-2		ŋ u ²¹								
2484-2		s i ⁴⁴								
2495-2		kʰ o ²¹								
2565-2		t i ⁴⁴								
2611-2		j a ⁴⁴								
2632-2		ŋ w a ɲ ⁵⁵								
2644-2		ɲ u ⁵⁵								
2674-2		m u ²²								
2698-2		s ɥ u ²²								
2709-2		n ɛ ²¹								
2720-2		tɕ i ⁴²								
2772-2		q o ⁴⁴								
2791-2		tsʰ i ⁵⁵								
2837-2		tsʰ ɛ ⁵⁵								
2859-2		s ɛ ⁵⁵								
2889-2		tɕ i ²²								
2900-2		kʰ u ²²								
2928-2		tsʰ u ⁵⁵								
2941-2		kʰ ɯ ⁵⁵								
2998-2		tsʰ i ²²								
3031-2		tʰ u ²²								
3052-2		tʰ i ⁴²								
3064-2		t o ²¹								
3084-2		tʰ a ⁴⁴								
3117-2		tsʰ ɛ ²²								
3128-2		q o ⁵⁵								
3150-2		t ɛ ⁴²								
3161-2		ŋ tɕ i ²²								
3172-2		tsʰ ɛ ²²								
3263-2		ŋ o ⁴⁴								
3274-2		q o ⁴²								
3308-2		kʰ ɛ ⁵⁵								
3340-2		tʰ u ⁵⁵								
3362-2		tsʰ ɛ ⁵⁵								
3409-2		m i ²²								
3454-2		q u ⁴⁴								
3493-2		s o ⁵⁵								
3536-2		s j u ⁴⁴								
3548-2		f ɥ u ⁴²								
3645-2		s u ⁴⁴								
3678-2		tsʰ i ⁴⁴								
3757-2		l a ²¹								
3779-2		kʰ u ⁴²								
3813-2		x ɛ ⁵⁵								
3835-2		s ɛ ⁵⁵								
3855-2		p u ²¹								
3885-2		s w i ⁴⁴								
3907-2		b o ⁵⁵								
3942-2		tsʰ i ²²								
3953-2		tʰ a ⁵⁵								
4023-2		s i ⁵⁵								
4034-2		tʰ ɯ ⁵⁵								
4143-2		tʰ i ⁴²								
4185-2		m u ⁵⁵								
4227-2		tsʰ ɛ ⁵⁵								
4238-2		tʰ o ²¹								
4249-2		q u ⁴⁴								
4271-2		tsʰ ɛ ²²								
4304-2		tɕ j o ⁴²								
4315-2		tʰ i ²²								
4336-2		tʰ j ɛ ⁴²								
4400-2		s u ⁵⁵								
4411-2		x ɛ ⁵⁵								
4441-2		l a ²¹								
4557-2		kʰ u ⁴²								
4591-2		ɲ i u ²²								
4602-2		ɣ ɯ ²¹								
4687-2		x ɛ ⁵⁵								
4720-2		q u ⁴⁴								
4731-2		tʰ i ²²								
4763-2		tʰ i ⁴²								
4918-2		tsʰ u ⁴²								
4976-2		t i ⁴⁴								
4998-2		s ɥ i ²²								
5037-2		t ɛ ⁴²								
5048-2		tʰ i ⁵⁵								
5100-2		m ɯ ²¹								
5111-2		p o ⁴²								
5122-2		kʰ w a ⁵⁵								
5163-2		tɕ i ⁵⁵								
5192-2		tɕ ɥ i ²¹								
5225-2		n u ⁴²								
5236-2		tʰ j i ²²								
64-2		b u ⁴²								
104-2		x w a ⁵⁵								
247-2		p i ²¹								
289-2		s i ⁵⁵								
338-2		q w i ⁴²								
378-2		tʰ i ⁴²								
412-2		t u ⁵⁵								
621-2		q w a ⁴⁴								
632-2		n u ²²								
645-2		p o ⁴²								
742-2		kʰ o ⁵⁵								
752-2		ŋ ɯ ²¹								
799-2		tsʰ u ⁴²								
809-2		b u ⁴²								
853-2		kʰ u ⁵⁵								
1001-2		kʰ i ⁵⁵								
1074-2		pʰ u ⁵⁵								
1086-2		kʰ o ⁵⁵								
1097-2		kʰ i ⁵⁵								
1184-2		pʰ i ⁵⁵								
1230-2		kʰ o a ²²								
1263-2		m i ⁴²								
1423-2		kʰ u ⁵⁵								
1433-2		m i ²¹								
1462-2		pʰ o i ²²								
1545-2		tsʰ i ²²								
1706-2		tɕ a ⁴²								
1925-2		tsʰ i ²²								
1991-2		ts u ²²								
2040-2		b u ²²								
2107-2		x o ⁴²								
2118-2		b u ²²								
2141-2		s i u ⁵⁵								
2540-2		tɕ ɥ i ²¹								
2576-2		m u ²²								
2742-2		s ɛ ²²								
2753-2		s i u ⁵⁵								
2870-2		ɣ ɯ ²¹								
2871-2		s w a ²²								
2952-2		pʰ o a ⁴⁴								
3020-2		p u ²²								
3214-2		pʰ o ²²								
3285-2		tʰ a ⁴⁴								
3330-2		ɲ j u ²¹								
3373-2		tʰ a ⁴⁴								
3397-2		j o ⁴⁴								
3433-2		kʰ o ²¹								
3443-2		kʰ i ²²								
3566-2		q o ⁵⁵								
3590-2		s o ⁵⁵								
3601-2		q o ⁵⁵								
3634-2		tɕ u ²²								
3689-2		q u ²²								
3964-2		x u ⁵⁵								
4056-2		t o ⁴²								
4102-2		tʰ u ⁴²								
4412-2		m u ²¹								
4511-2		tɕ j a ⁴⁴								
4581-2		q i ⁵⁵								
4688-2		m u ²¹								
4708-2		u ⁵⁵								
4814-2		pʰ i ²¹								
4844-2		tsʰ o ⁵⁵								
4929-2		ŋ i ²¹								
5027-2		tʰ u ⁴⁴								
5071-2		m i ⁵⁵								
5083-2		q w a ⁴⁴								
5248-2		tʰ j i ²²								
4378-2		x ɯ ²²								
11-2		tɕ j o ⁴²								
65-2		m a ⁴²								
82-2		tʰ o ⁵⁵								
132-2		x u ⁴²								
141-2		ŋ ɯ ⁴²								
359-2		pʰ o i ²¹								
422-2		tɕ i ⁴⁴								
907-2		ɲ u ²¹								
979-2		s ɛ ⁵⁵								
1046-2		pʰ o ⁴²								
1056-2		q u ²²								
1274-2		ɯ ²²								
1315-2		tʰ o a ⁴⁴								
1337-2		tɕ u ²¹								
1390-2		j i ⁵⁵								
1651-2		tʰ i ⁴²								
1693-2		tɕ o o ⁴²								
1851-2		pʰ o a ⁵⁵								
2163-2		p i ²¹								
2439-2		s i ²²								
2551-2		tsʰ i ⁴⁴								
2816-2		tsʰ ɛ ⁵⁵								
2918-2		ŋ o ⁴²								
3205-2		s i ²²								
3234-2		tɕ i ⁵⁵								
3235-2		kʰ w i ⁵⁵								
3384-2		m ɛ ⁵⁵								
3612-2		kʰ i ⁴⁴								
3656-2		tʰ o ⁴⁴								
3667-2		q i ²¹								
3975-2		pʰ o a ⁵⁵								
4045-2		p u ⁴²								
4081-2		q w a ⁴²								
4357-2		tsʰ ɛ ⁴²								
4452-2		pʰ o a ⁴²								
2379-2		l a ⁵⁵								
4537-2		m i ²²								
4548-2		s ɥ i ⁴²								
4625-2		ɲ u ɲ ⁴²								
4774-2		tʰ o i ⁴²								
4900-2		kʰ ɯ ⁴²								
5082-2		m i ⁵⁵								
119-2		pʰ i ⁵⁵								
423-2		pʰ o ⁵⁵								
501-2		v a ²²								
579-2		b i ⁵⁵								
940-2		ɲ u ⁴²								
1066-2		tsʰ u ⁵⁵								
1305-2		kʰ w a ⁵⁵								
1359-2		tɕ i ²¹								
1360-2		u ⁴²								
1484-2		f i ⁴²								
1587-2		ɲ u ⁵⁵								
1598-2		n u ²²								
1609-2		s ɛ ⁵⁵								
1717-2		u ⁴²								
1751-2		tɕ o a ⁵⁵								
1897-2		tʰ i ²¹								
1898-2		m i ⁴⁴								
32-3			m æ ⁵⁵							
53-3			ts ɿ ⁴³							
93-3			k ɯ ²¹							
216-3			s w a ⁵⁵							
236-3			ts o ²²							
267-3			ts ɿ ⁴³							
316-3			p ɯ ²²							
327-3			ɣ ɯ ²²							
348-3			ts i o ⁵⁵							
400-3			z o ²¹							
452-3			q æ ⁵⁵							
463-3			qʰ a ⁵⁵							
512-3			t o ⁴³							
534-3			dz o ⁵⁵							
556-3			qʰ ɛ ²²							
568-3			j ɯ ²¹							
588-3			s w a ⁵⁵							
599-3			pʰ ɯ ²⁴							
656-3			k o ²¹							
678-3			k o ²¹							
689-3			m æ ⁴³							
700-3			m o ⁴³							
775-3			p ɥ ɛ ²²							
786-3			q ɯ ²⁴							
820-3			ts o ⁴³							
839-3			t ɥ ɯ ²¹							
863-3			qʰ o ⁵⁵							
896-3			q o ²⁴							
929-3			t ɥ ɯ ⁴³							
1015-3			s o ²⁴							
1035-3			ts i o ²²							
1107-3			ɕ æ ⁵⁵							
1173-3			ɕ i ³³							
1195-3			ɕ i ³³							
1241-3			m o ²¹							
1252-3			j o ²¹							
1294-3			q o ²⁴							
1326-3			ts ɥ ɛ ³³							
1348-3			tɕ i ⁴³							
1401-3			s o ⁴³							
1451-3			s ɿ ³³							
1473-3			d w i ²²							
1507-3			tɕʰ i ²⁴							
1532-3			q ɯ ²⁴							
1543-3			ɕ ɥ ɯ ²²							
1575-3			ɕ i ²⁴							
1618-3			b ɯ ²¹							
1640-3			k o ⁵⁵							
1671-3			ɕ i ⁵⁵							
1731-3			ɕ j o ²⁴							
1762-3			s a ⁴³							
1773-3			t ɯ ⁵⁵							
1794-3			k o ²⁴							
1805-3			z ɯ ⁴³							
1816-3			s o ²²							
1862-3			ts i i ²⁴							
1885-3			qʰ æ ⁵⁵							
1914-3			ɕ ɥ ɯ ²²							
1936-3			p ɯ ²²							
1969-3			ɕ ɿ ²⁴							
2018-3			dz o ²¹							
2029-3			q o ²⁴							
2051-3			ts o ²¹							
2074-3			q o ⁵⁵							
2085-3			m o ²²							
2130-3			p æ ⁵⁵							
2245-3			t j o ²¹							
2269-3			m o ²²							
2280-3			s o ⁴³							
2291-3			s ɿ ⁴³							
2316-3			ts i i ⁵⁵							
2364-3			ts ɿ ³³							
2395-3			tʰ j æ ²⁴							
2406-3			tɕʰ æ ²⁴							
2417-3			k o ⁴³							
2428-3			q o ²⁴							
2450-3			d ɥ o ²¹							
2484-3			ɕ i ⁵⁵							
2495-3			k o ²¹							
2565-3			t ɥ ɯ ²⁴							
2611-3			j o ⁵⁵							
2632-3			ŋ w a ⁵⁵							
2644-3			ŋ w a ⁵⁵							
2674-3			m o ²²							
2698-3			s o ²²							
2709-3			ɲ ɛ ²¹							
2720-3			ts ɥ u ɛ ²¹							
2772-3			q æ ⁵⁵							
2791-3			ts i æ ²⁴							
2837-3			ts i ɿ ɛ ²⁴							
2859-3			ɕ i ²⁴							
2889-3			tɕ i ɯ ³³							
2900-3			k u ²²							
2928-3			tsʰ o ²⁴							
2941-3			qʰ ɯ ²⁴							
2998-3			ts i ɿ ²²							
3031-3			tʰ ²²							
3052-3			t j ɯ ⁴³							
3064-3			t o ²¹							
3084-3			tʰ æ ⁵⁵							
3117-3			ts ɿ ²¹							
3128-3			qʰ æ ²¹							
3150-3			t ɛ ²¹							
3161-3			d ɥ ɯ ²²							
3172-3			ts i ɿ ɛ ²²							
3263-3			j a ⁵⁵							
3274-3			q æ ⁴³							
3308-3			qʰ o ²⁴							
3340-3			t o ⁵⁵							
3362-3			ts i ɿ ɛ ²⁴							
3409-3			m i ³³							
3454-3			q o ²⁴							
3493-3			s o ⁵⁵							
3536-3			ɕ j o ²⁴							
3548-3			f o ⁴³							
3645-3			s ɛ ²⁴							
3678-3			tsʰ i i ⁵⁵							
3757-3			j o ²¹							
3779-3			k o ⁴³							
3813-3			j o ²⁴							
3835-3			ɕ ɿ ²⁴							
3855-3			b o ²¹							
3885-3			s w u ɛ ²¹							
3907-3			pʰ æ ⁵⁵							
3942-3			ts i ³³							
3953-3			tʰ a æ ²⁴							
4023-3			ɕ j æ ²⁴							
4034-3			t i u ɛ ²⁴							
4143-3			t i o ɛ ²¹							
4185-3			m o ⁵⁵							
4227-3			tsʰ i ɿ ²⁴							
4238-3			t o ²¹							
4249-3			q o ²⁴							
4271-3			ts ɿ ²¹							
4304-3			ts o ²¹							
4315-3			t o ²²							
4336-3			t i ɛ ɛ ⁴³							
4400-3			s o ⁵⁵							
4411-3			j o ²⁴							
4441-3			j o ²¹							
4557-3			qʰ o ²⁴							
4591-3			ɲ o ²²							
4602-3			ɣ ɯ ²¹							
4687-3			j o ²⁴							
4720-3			q o ²⁴							
4731-3			t ɛ ²¹							
4763-3			t ɥ ɯ ⁴³							
4918-3			tsʰ ɯ ⁴³							
4976-3			t ɯ ²²							
4998-3			ɕ w ɯ ³³							
5037-3			t j ɿ ⁴³							
5048-3			t i ɯ ⁵⁵							
5100-3			m o ²¹							
5111-3			b æ ²¹							
5122-3			qʰ w a ⁵⁵							
5163-3			tɕ i ²⁴							
5192-3			ts ɥ u ɛ ²¹							
5225-3			ɲ o ⁴³							
5236-3			tʰ ɿ ³³							
64-3			pʰ o ⁴³							
104-3			x w a ⁵⁵							
247-3			b ɯ ²¹							
289-3			tsʰ i ⁵⁵							
338-3			q u ɛ ⁴³							
378-3			t ɥ ɯ ²¹							
412-3			t o ²⁴							
621-3			q w a ⁵⁵							
632-3			j o ²²							
645-3			dʑ a ²¹							
742-3			k æ ⁵⁵							
752-3			ɲ o ²¹							
763-3			tʰ j o ²⁴							
799-3			ts o ²¹							
809-3			dʑ o ⁴³							
853-3			q o ²⁴							
916-3			t j o ɛ ²⁴							
960-3			m i ²⁴							
1001-3			k ɯ ²⁴							
1074-3			dʑ o ²⁴							
1086-3			qʰ o ⁵⁵							
1097-3			qʰ o ⁵⁵							
1130-3			pʰ æ ⁵⁵							
1184-3			s i ²⁴							
1230-3			qʰ w a ²²							
1263-3			m ɛ ⁴³							
1423-3			q o ²⁴							
1433-3			m o ²¹							
1462-3			ŋ w i ²²							
1545-3			ts i ɿ ²²							
1629-3			p ɿ ²⁴							
1682-3			ɕ ɥ o ²⁴							
1706-3			dz a ²¹							
1925-3			ts ɯ ²²							
1991-3			ts o ²²							
2040-3			dʑ o ²²							
2107-3			j o ⁴³							
2118-3			b ɯ ²²							
2141-3			ɕ j o ²⁴							
2540-3			ts ɥ o ɛ ²¹							
2576-3			m o ²²							
2664-3			m o ⁵⁵							
2742-3			s ɿ ²²							
2753-3			ɕ a a ²⁴							
2848-3			j i ²¹							
2870-3			j ɯ ²¹							
2871-3			s a ɛ ⁴³							
2952-3			ŋ w a ⁵⁵							
3020-3			p ɯ ²²							
3214-3			p o ²²							
3285-3			tʰ æ ⁵⁵							
3330-3			ɲ u ²¹							
3373-3			tʰ i æ ⁵⁵							
3397-3			j a ⁵⁵							
3433-3			k o ²¹							
3443-3			k ɯ ²¹							
3566-3			q æ ⁵⁵							
3590-3			s a ⁵⁵							
3601-3			q æ ²¹							
3634-3			ts o ²²							
3689-3			q a ²²							
3964-3			j o ²⁴							
4056-3			t a ²¹							
4102-3			tʰ i u ⁴³							
4326-3			q ɯ ²²							
4412-3			j o ²¹							
4511-3			tɕ j æ ²²							
4581-3			qʰ u ²⁴							
4676-3			tʰ i u ɛ ²⁴							
4688-3			j o ²¹							
4708-3			o ⁵⁵							
4814-3			ts i ²¹							
4844-3			tsʰ o ⁵⁵							
4854-3			k o ²²							
4929-3			j ɯ ²¹							
4940-3			d w i ²⁴							
5027-3			t j o ⁵⁵							
5071-3			m ɯ ⁵⁵							
5083-3			q w a ⁵⁵							
4378-3			x ɯ ²²							
11-3			ɥ o ²¹							
65-3			j ɛ ²²							
82-3			tʰ j o ⁵⁵							
132-3			j a ⁴³							
141-3			ɲ o ²¹							
227-3			tɕʰ i ⁵⁵							
359-3			ŋ w i ²¹							
379-3			b i ²¹							
422-3			tɕ ɥ ɯ ²⁴							
907-3			ɲ o ²¹							
979-3			s ɛ ²¹							
1046-3			ts o ⁴³							
1056-3			q o ²²							
1274-3			j ²²							
1390-3			j i ⁵⁵							
1651-3			t ɥ i ²¹							
1693-3			tɕ i a ⁴³							
1742-3			dʑ o ²²							
1958-3			d j ɯ ²¹							
1980-3			p w i ²⁴							
2163-3			b ɯ ²¹							
2174-3			t i o ²¹							
2218-3			d j u o ²¹							
2355-3			b j ɿ ²¹							
2439-3			s o ²²							
2474-3			m a ²¹							
2517-3			p w i ²⁴							
2918-3			b a ²¹							
3205-3			s ɿ ³³							
3225-3			j o ⁵⁵							
3234-3			tɕ i ²⁴							
3235-3			k u ɛ ²⁴							
