COGID	Albanian	English	French	German	Latin
630-4				eː n t oː t t	
1155-4				h au ə l	
24-4				eː eː n d	
232-4				eː au n n	
671-4				g r n ə t	
460-4				h eː t ə ə t	
8-4				t i ʃ t oː t	
385-4				z eː	
945-4				eː eː n	
1041-4				eː t ai n d	
492-4				d eː ə	
527-4				v a t aː i	
14-4				j a l ə	
1-4				a l	
915-4				a n d	
271-4				a ʃ g	
711-4				g ai s	
1112-4				g l aː t	
205-4				g r aː z ə	
301-4				g l iː s	
72-4				g a l t	
238-4				t aː g	
560-5					f aː aː n o
438-5					a r aː aː
1222-5					k l aː
353-5					p a e i o
201-5					s e n u e
20-5					k au e o aː
503-5					p l aː n a
957-5					aː aː a
728-5					l uː n i e
244-5					a oː n u n
289-5					n a aː u o
911-5					r e u s e a
724-5					a e a aː
145-5					d e aː a
992-5					a iː
1181-5					s l e n i o
706-5					a l i i u
106-5					k e n e e
741-5					p a aː m o
421-5					f l uː a a
227-5					k a e a
920-5					k u r i n eː
1083-5					k o l a iː
1066-5					u l a
1125-5					k e l o
1197-5					m a b u e
473-5					l a l e a
284-5					a a n u
661-5					k a n a
701-5					l a p i i
315-5					r a d i u d o
1169-5					s e l a
982-5					a s e kː o
987-5					k nː e a
1055-5					k i p l e l i n
1130-5					k a kː e
433-5					k a l aː iː
585-5					d aː
625-5					l a n i e
1186-5					k e n a
814-5					w u l i aː a
416-5					k au a a
1233-5					a a n i eː
884-5					w e l i iː
916-5					aː a
1016-5					a l a a o o
952-5					a kʷ
78-5					k u a t
1079-5					p a d aː
116-5					u t t
188-5					k k e t u l l
745-5					n e a u a
47-5					k k a l a o
111-5					a a k o
1061-5					m a n t e a
630-5					n n p u a
1155-5					k u l i eː
24-5					k u u t
232-5					k u u t
343-5					f r aː i e aː
460-5					k u l r iː t o
945-5					k u p u t
644-5					k au l a
683-5					f eː n i aː
650-5					s l aː n aː o
612-5					f oː o
1041-5					k k e t t
871-5					d r a i e
492-5					k u t t t
1209-5					w o l iː iː
667-5					l aː m aː
499-5					aː aː
1029-5					aː aː
272-5					s a d o s
278-5					m a l e iː
410-5					a k o r m i eː
1009-5					f i n d e
198-5					l i a a
479-5					a a r o
712-5					m o r m iː
1113-5					s eː m i i o
605-5					a kʷ o
752-5					r i l i iː s e
695-5					w eː l i a
73-5					f i i i i l o
164-5					f n aː
239-5					k a n s
