COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1891-3			ɗ u													
68-3			s iː m													
631-3			b o r													
594-3			k u													
1759-3			h a ɲ													
805-3			k iː ɲ													
756-3			h ui̯ ʔ													
1201-3			m oi̯ t													
2042-3			ʔ a													
1968-3			ɗ a ʔ													
2000-3			ai̯ a ŋ													
17-3			pʰ a d													
4-3			pʰ ɨː m													
788-3			ɗ aːi̯													
1219-3			h iː m													
141-3			ʔ a ŋ													
541-3			b r j ə ŋ													
1687-3			h uː r													
123-3			a m													
1652-3			dʑ iː ɲ													
576-3			ŋ ɔː													
1738-3			ɗ a ʔ													
442-3			h ɔː m													
368-3			ɗ j ə ŋ													
1778-3			ɓ a d													
1859-4				ŋ ai̯												
175-4				k a												
241-4				ʔ uː ʔ												
2163-4				k uː												
2181-4				n a m												
2060-4				ʔ iː m												
410-4				t aːi̯												
1841-4				m tɕʰ												
2017-4				h iː												
1004-4				l o												
614-4				p o h												
686-4				p l iː												
88-4				g ɔ k												
872-4				n ɨ ŋ												
1891-4				t o												
68-4				s iː m												
631-4				p o												
594-4				k o												
1759-4				h a n												
805-4				k iː n												
756-4				h ɨ k												
1201-4				m oːi̯ ʔ												
2042-4				ʔ ɔː												
1968-4				t ɔː ʔ												
2000-4				l u ŋ												
17-4				n a ʔ												
4-4				pʰ əː m												
788-4				t ai̯												
1219-4				k iː m												
141-4				ʔ u ŋ												
541-4				p ai̯ j ə ŋ												
1687-4				h uː												
123-4				u m												
1652-4				dʑ iː n												
576-4				ŋ ɔ												
1738-4				t a k												
442-4				h ɔː m												
368-4				t j ə ŋ												
1778-4				b a ʔ												
1859-5					ŋ ei̯											
175-5					g a											
241-5					ʔ uː ʔ											
2163-5					kʰ uː											
2181-5					n a m											
2060-5					ʔ i m											
410-5					ɗ ei̯											
1841-5					m s											
2017-5					h i											
1004-5					l̥ ɨː											
614-5					tʰ uː h											
686-5					tʰ l i											
88-5					ʔ a ʔ											
872-5					n ɨː ŋ											
1891-5					ɗ ɨː											
68-5					s i m											
631-5					tʰ əː n											
594-5					k ɨː											
1759-5					h a ɲ											
805-5					k i ŋ											
756-5					h ɨː ʔ											
1201-5					m w ʔ											
2042-5					ʔ a											
1968-5					ɗ a ʔ											
2000-5					ei̯ a ŋ											
17-5					pʰ a t											
4-5					pʰ əː m											
788-5					ɗ ei̯											
1219-5					h i m											
141-5					ʔ a ŋ											
541-5					b r j a ŋ											
1687-5					h uː											
123-5					a m											
1652-5					dʑ i ŋ											
576-5					ŋ ei̯											
1738-5					ɗ a g											
442-5					h oː m											
368-5					ɗ j a ŋ											
1778-5					b e t											
1859-6						ŋ iː										
175-6						g a										
241-6						ʔ uː t										
2163-6						k uː										
2181-6						n ə m										
2060-6						ʔ w m										
410-6						ɗ ei̯										
1841-6						m s										
2017-6						h i										
1004-6						l̥ ɔ										
614-6						b uː h										
686-6						b r i										
88-6						ʔ a t										
872-6						n ɨː ŋ										
1891-6						ɗ ɔ										
68-6						s i m										
631-6						b əː										
594-6						k ɔ										
1759-6						h a ɲ										
805-6						k i ŋ										
756-6						h ɨː g										
1201-6						m w ʔ										
2042-6						ʔ əː										
1968-6						ɗ a ʔ										
2000-6						ei̯ ɔ ŋ										
17-6						pʰ a t										
4-6						pʰ əː m										
788-6						ɗ iː										
1219-6						h i m										
141-6						ʔ ɔ ŋ										
541-6						b r j a ŋ										
1687-6						h uː										
123-6						ɔ m										
1652-6						dʑ i ŋ										
576-6						ŋ o										
1738-6						ɗ a g										
442-6						h oː m										
368-6						ɗ j a ŋ										
1778-6						b aː t										
1859-7							ŋ ai̯									
175-7							k a									
241-7							ʔ uː ʔ									
2163-7							k uː									
2181-7							n a m									
2060-7							ʔ ɔː m									
410-7							t aːi̯									
1841-7							m tɕʰ									
2017-7							h i									
1004-7							aːi̯ ə									
614-7							p o h									
686-7							p l i									
88-7							g ɔ k									
872-7							n ɨ ŋ									
1891-7							t ə									
68-7							s iː m									
631-7							p o n									
594-7							k ə									
1759-7							h a n									
805-7							k i n									
756-7							h ɨ k									
1201-7							m oːi̯ ʔ									
2042-7							ʔ ə									
1968-7							t a ʔ									
2000-7							l ə ŋ									
17-7							n a ʔ									
4-7							pʰ əː m									
788-7							t ai̯									
1219-7							k iː m									
141-7							ʔ ə ŋ									
541-7							p ə j a ŋ									
1687-7							h uː									
123-7							ə m									
1652-7							dʑ i n									
576-7							ŋ ai̯									
1738-7							t a k									
442-7							h ɔː m									
368-7							t j a ŋ									
1778-7							b a ʔ									
1859-8								ŋ ai̯								
175-8								k a								
241-8								ʔ uː ʔ								
2163-8								kʰ uː								
2181-8								n a m								
2060-8								ʔ a m								
410-8								ɗ aːi̯								
1841-8								m j̊								
2017-8								h ei̯								
1004-8								aːi̯ u								
614-8								ɓ o h								
686-8								ɓ l ei̯								
88-8								k a k								
872-8								n ɨː ŋ								
1891-8								ɗ u								
68-8								s a m								
631-8								ɓ ə								
594-8								g u								
1759-8								h a ɲ								
805-8								g ei̯ ɲ								
756-8								h ɨː k								
1201-8								m w ʔ								
2042-8								ʔ aː								
1968-8								ɗ a ʔ								
2000-8								ai̯ u ŋ								
17-8								n a ʔ								
4-8								pʰ əɯ̯ m								
788-8								ɗ ai̯								
1219-8								h a m								
141-8								ʔ u ŋ								
541-8								p r j a ŋ								
1687-8								h uː								
123-8								u m								
1652-8								tɕ ei̯ ŋ								
576-8								ŋ ɔ								
1738-8								ɗ ɔ k								
442-8								h ɔː m								
368-8								ɗ j a ŋ								
1778-8								p a ʔ								
1859-9									ŋ ai̯							
175-9									k a							
241-9									ʔ ui̯ ʔ							
2163-9									g ui̯ r							
2181-9									n j m							
2060-9									ʔ i m							
410-9									ɗ ai̯							
1841-9									m j̊							
2017-9									h iː							
1004-9									d ɨː							
614-9									tʰ o h							
686-9									b l iː							
88-9									k a ʔ							
872-9									n ui̯ ŋ							
1891-9									ɗ ɨː							
68-9									s iː m							
631-9									b o r							
594-9									g ɨː							
1759-9									h a n							
805-9									g iː ŋ							
756-9									h ui̯ k							
1201-9									m oi̯ t							
2042-9									ʔ ɨː							
1968-9									ɗ a ʔ							
2000-9									l ɨː ŋ							
17-9									pʰ ɛ d							
4-9									pʰ əɯ̯ m							
788-9									ɗ ai̯							
1219-9									h iː m							
141-9									ʔ ɨː ŋ							
541-9									b r j ə ŋ							
1687-9									h ai̯ r							
123-9									ɨː m							
1652-9									tɕ iː n							
576-9									ŋ a							
1738-9									ɗ a k							
442-9									h ɔː m							
368-9									ɗ j ə ŋ							
1778-9									p a d							
1859-10										ŋ iː						
175-10										g a						
241-10										ʔ u ʔ						
2163-10										k u r						
2181-10										n ɔ m						
2060-10										ʔ i m						
410-10										ɗ ɛː						
1841-10										m tɕʰ						
2017-10										h e						
1004-10										r̥ ɨː						
614-10										b u h						
686-10										b l e						
88-10										k ə ʔ						
872-10										n ɨː ŋ						
1891-10										ɗ ɨː						
68-10										s e m						
631-10										b ə r						
594-10										k ɨː						
1759-10										h ɔ ŋ						
805-10										k e ŋ						
756-10										h ɨː g						
1201-10										m w t						
2042-10										ʔ ɨː						
1968-10										ɗ ɔ ʔ						
2000-10										u ɨː ŋ						
17-10										pʰ ɔ t						
4-10										pʰ e m						
788-10										ɗ iː						
1219-10										h e m						
141-10										ʔ ɨː ŋ						
541-10										b r j a ŋ						
1687-10										h u r						
123-10										ɨː m						
1652-10										dʑ e ŋ						
576-10										ŋ ə						
1738-10										ɗ ɔ g						
442-10										h ɔː m						
368-10										ɗ j a ŋ						
1778-10										b ɔ t						
1859-11											ŋ ai̯					
175-11											k a					
241-11											ʔ uː ʔ					
2163-11											k uː					
2181-11											n a m					
2060-11											ʔ i m					
410-11											t aːi̯					
1841-11											m tɕʰ					
2017-11											h i					
1004-11											aːi̯ əː					
614-11											b o h					
686-11											b l i					
88-11											g ai̯ k					
872-11											n ɨ ŋ					
1891-11											t əː					
68-11											s i m					
631-11											b ə n					
594-11											k əː					
1759-11											h a n					
805-11											k i n					
756-11											h ɨ k					
1201-11											m oi̯ ʔ					
2042-11											ʔ ɔ					
1968-11											t a ʔ					
2000-11											d əː ŋ					
17-11											n a ʔ					
4-11											pʰ əː m					
788-11											t ai̯					
1219-11											h i m					
141-11											ʔ əː ŋ					
541-11											b r j h ŋ					
1687-11											h uː					
123-11											əː m					
1652-11											dʑ i n					
576-11											ŋ ai̯					
1738-11											t a k					
442-11											h au̯ m					
368-11											t j h ŋ					
1778-11											b a ʔ					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ u t				
2163-12												g u n				
2181-12												n ə̆ m				
2060-12												ʔ o m				
410-12												d ai̯				
1841-12												m j̊				
2017-12												h e				
1004-12												ai̯ ɨ				
614-12												b ou̯ h				
686-12												b l e				
88-12												k ɔ ʔ				
872-12												n ɨ ŋ				
1891-12												d ɨ				
68-12												s i m				
631-12												b ə̆ n				
594-12												g ɨ				
1759-12												h ă ɲ				
805-12												g e ɲ				
756-12												h ɨ ʔ				
1201-12												m oi̯ t				
2042-12												ʔ ɨ				
1968-12												d ă ʔ				
2000-12												t ɨ ŋ				
17-12												v a t				
4-12												pʰ ə m				
788-12												d ɛ				
1219-12												h i m				
141-12												ʔ ɨ ŋ				
541-12												p r j a ŋ				
1687-12												h u n				
123-12												ɨ m				
1652-12												c e ɲ				
576-12												ŋ o				
1738-12												d ă k				
442-12												h o m				
368-12												d j a ŋ				
1778-12												p a t				
1859-13													k ɛ			
175-13													k a			
241-13													ʔ u ʔ			
2163-13													kʰ u n			
2181-13													n ă m			
2060-13													ʔ e m			
410-13													d ai̯			
1841-13													m j̊			
2017-13													h e			
1004-13													t ɨ			
614-13													b ou̯ h			
686-13													b l e			
88-13													k ɔ ʔ			
872-13													n ɨ k			
1891-13													d ɨ			
68-13													s i m			
631-13													b ə̆ n			
594-13													g ɨ			
1759-13													h ă n			
805-13													g e n			
756-13													h ɨ ʔ			
1201-13													m oi̯ t			
2042-13													ʔ ă			
1968-13													d ă ʔ			
2000-13													t ɨ k			
17-13													v a t			
4-13													pʰ ə m			
788-13													d ɛ			
1219-13													h i m			
141-13													ʔ ɨ k			
541-13													p r j a			
1687-13													h u n			
123-13													ɨ m			
1652-13													c e n			
576-13													k ɔ			
1738-13													d ă k			
442-13													h o m			
368-13													d j a			
1778-13													p a t			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ uː t		
2163-14														k uː n		
2181-14														n a m		
2060-14														ʔ ɔ m		
410-14														ɗ aːi̯		
1841-14														m j̊		
2017-14														h eː		
1004-14														aːi̯ u		
614-14														b o h		
686-14														b l eː		
88-14														k a k		
872-14														n u ŋ		
1891-14														ɗ u		
68-14														s iː m		
631-14														b ə n		
594-14														g u		
1759-14														h a ɲ		
805-14														g iː ŋ		
756-14														h u k		
1201-14														m w t		
2042-14														ʔ ə		
1968-14														ɗ a ʔ		
2000-14														dʱ u ŋ		
17-14														pʰ a t		
4-14														pʰ əɯ̯ m		
788-14														ɗ ai̯		
1219-14														h iː m		
141-14														ʔ u ŋ		
541-14														p r j a ŋ		
1687-14														h uː n		
123-14														u m		
1652-14														tɕ eː ŋ		
576-14														ŋ ɔ		
1738-14														ɗ a k		
442-14														h ɔː m		
368-14														ɗ j a ŋ		
1778-14														p a t		
1859-15															ŋ ɛː	
175-15															k a	
241-15															ʔ u ʔ	
2163-15															ŋ u n	
2181-15															n a m	
2060-15															ʔ ei̯ m	
410-15															d aːi̯	
1841-15															m j	
2017-15															h ei̯	
1004-15															l a	
614-15															b ou̯ h	
686-15															b l ei̯	
88-15															k ɔ ʔ	
872-15															n u ŋ	
1891-15															d a	
68-15															s ɨi̯ m	
631-15															b ə n	
594-15															g a	
1759-15															h a ɲ	
805-15															g ei̯ ɲ	
756-15															h u ʔ	
1201-15															m oːi̯ t	
2042-15															ʔ a	
1968-15															d a ʔ	
2000-15															l a ŋ	
17-15															v a t	
4-15															pʰ əɯ̯ m	
788-15															d ɛː	
1219-15															h ɨi̯ m	
141-15															ʔ a ŋ	
541-15															p r j a ŋ	
1687-15															h u n	
123-15															a m	
1652-15															tɕ ei̯ ɲ	
576-15															ŋ ɔː	
1738-15															d a k	
442-15															h oː m	
368-15															d j a ŋ	
1778-15															p a t	
1859-16																ŋ ɛː
175-16																k a
241-16																ʔ uː ʔ
2163-16																g uː n
2181-16																n a m
2060-16																ʔ ei̯ m
410-16																d aːi̯
1841-16																m j̊
2017-16																h ei̯
1004-16																aːi̯ ɨː
614-16																b ou̯ h
686-16																b l ei̯
88-16																k ɔ ʔ
872-16																n ɨː ŋ
1891-16																d ɨː
68-16																s iː m
631-16																b ə n
594-16																g ɨː
1759-16																h a ɲ
805-16																g ei̯ n
756-16																h ɨː ʔ
1201-16																m oːi̯ t
2042-16																ʔ a
1968-16																d a ʔ
2000-16																t ɨː ŋ
17-16																v a t
4-16																pʰ əɯ̯ m
788-16																d ɛː
1219-16																h iː m
141-16																ʔ ɨː ŋ
541-16																p r j a ŋ
1687-16																h uː n
123-16																ɨː m
1652-16																tɕ ei̯ n
576-16																ŋ ɔ
1738-16																d a k
442-16																h oː m
368-16																d j a ŋ
1778-16																p a t
