COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
1087-1	mʷ ɲ g o l e			
702-1	i l a			
536-1	k n t u			
694-1	n m			
468-2		l a b a		
222-2		a b o b o ʔ i		
208-2		a b u b u d u		
962-2		a z o r l a		
203-2		a g u d i ʔ		
138-2		ʃ i i i		
504-2		ɗ oː ʃ ɛ f e		
662-2		ɓ oː d ɛ n		
478-2		g uː ɗ e		
409-2		a r e		
410-2		g u n d i		
256-2		ɓ uː l e		
622-2		n d u		
546-2		n d u		
547-2		ʃ ɛ f a		
847-2		m n n i i i		
95-2		b oː ɗ i		
105-2		b ɛ ŋ i		
510-2		b o ʃ a		
951-2		m b r m a e		
1116-2		m b a m a		
149-2		ɓ u u ʔ i		
376-2		ɓ uː l i		
815-2		g o r a		
453-2		ɗ u e		
67-2		ɗ e ʃ e		
47-2		d u k u l oː n e		
869-2		ɗ oː l a		
57-2		k w g u		
303-2		g a s ʔ i a		
443-2		g i r a		
884-2		g uː n d i		
166-2		g u n d i		
918-2		a b o r e		
831-2		n oː ʃ n i		
616-2		b iː e		
84-2		n o ʃ a l e		
346-2		n oː n e l e		
601-2		z i g i		
177-2		k ʔ a f a		
341-2		k ʔ o l a		
1066-2		f e n d e i		
318-2		f e ʃ i		
241-2		m aː ʃ ʃ		
556-2		h a n d u		
191-2		ɓ o m b o l		
458-2		a s ʔ i s ʔ i		
1-2		h a n z i r		
751-2		r o		
864-2		a k n n		
154-2		a m a n n i		
278-2		a m i l ʔ i		
766-2		ʃ oː r a		
251-2		a g u r u		
582-2		o ʔ u		
6-2		a l i		
1106-2		o g o		
473-2		t ŋ e		
1111-2		h ɛ l u		
957-2		m a r e		
41-2		b i e		
24-2		s i		
25-2		a r e		
879-2		a b o a b ɛ d i		
566-2		aː f a ŋ f o e s z ʔ		
742-2		a z e		
1044-2		ʃ i m b i l		
13-2		a l m i m i s		
720-2		aː s e l a ʔ		
837-2		m aː ʃ i		
233-2		ɓ i oː n i o		
938-2		ɓ i u a n e		
369-2		a r e		
946-2		mː a z o		
889-2		ɓ i l o		
820-2		aː ʃ o r e		
405-2		b a d ɛ		
134-2		ɓ i a i iː i		
1078-2		m t h i		
429-2		b o ŋ k ʃ ʃ		
187-2		b o s k ʔ e		
438-2		n d ɛ n e		
385-2		m a k l o ʃ		
283-2		m aː n sː o l r e		
390-2		aː b a i		
783-2		m u r l a		
842-2		d e o ʃ e		
110-2		k ʔ n ɛ u i e		
650-2		k l o ʃ		
91-2		g uː a z i		
668-2		w e a		
777-2		g ɛ l d aː l i a		
728-2		s i ʃ i		
165-2		mː a		
1007-2		o ŋ z o l e		
1087-2		o ŋ z o l e		
894-2		a s ʔ u		
536-2		k ʔ oː d e		
694-2		n d i		
468-3			θ a b a	
222-3			a b a b a n i	
208-3			a b u r b ʊ d u	
962-3			a g o r i a	
203-3			a g ʊ d i i	
138-3			ʃ ʃ l e	
504-3			ɗ ɔː ʃ ɛ n a	
662-3			p ʊ d a n	
478-3			g s ʊ d	
409-3			a r e	
410-3			g ʊ n d i	
256-3			ʃ ʊː l e	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ f a ʔ	
847-3			n n n d g i	
95-3			b ɛ d i	
105-3			b n n i	
510-3			b a ʃ a	
951-3			m b a m ə r e	
1116-3			m b a m ə	
149-3			s u s ʔ i	
376-3			p ʔ l i	
815-3			g o r a a	
453-3			d u n e	
67-3			d a ʃ a	
47-3			d n k ɔ θ a	
869-3			ɗ ʊː θ a	
57-3			g aː g u	
303-3			g ɔ s ʔ i i	
443-3			g ʊ r a	
884-3			g ʊ n d i	
166-3			g ʊ n d i	
918-3			a b ɛ r e	
831-3			g a ʃ ʃ	
616-3			b ʊ e	
84-3			g o ʃ a l e	
346-3			h ŋ s u l u	
601-3			s i g i	
177-3			k ʔ a f a a	
341-3			k ɔ ɔ l l	
1066-3			f ɛ n s ɪ ŋ i	
318-3			f u ʃ i	
241-3			m a ʃ ʃ o	
556-3			h a n d u r u	
191-3			p ɪ ɪ b ʔ l	
458-3			w s ʔ i s ʔ i	
1-3			h a ŋ g i	
751-3			r o	
864-3			a r ɔ n ɪ	
154-3			a m a n s i i	
278-3			a m i l u i	
766-3			ʃ ɔː r a	
251-3			a g ʊ r u	
582-3			s ɔ ŋ ŋ	
6-3			a l i	
1106-3			ɲ g o	
473-3			m ɲ n	
1111-3			h a d u	
957-3			m ə r e	
24-3			s i	
25-3			a r e	
879-3			a b a r a b ɛ d i	
566-3			aː w f ə ɔ f e s ʔ s ʔ	
742-3			a g o ʔ	
1044-3			ʃ ɪ b i l u	
13-3			k l h a m i s	
720-3			w a k θ l a	
233-3			m i m i o	
938-3			ʃ u l a a a e	
369-3			a ɗ e	
889-3			ʃ ʔ l u	
405-3			b a d i	
134-3			p d i i i	
1078-3			m u h i	
429-3			b o ŋ a ʃ ʃ	
187-3			b i s ʔ ʔ ɔ	
385-3			m ɔ k ʔ a ʃ	
283-3			a n a z d e	
390-3			aː b a	
783-3			m ə r i a	
52-3			t ŋ ʃ	
842-3			d ŋ r o ʃ a	
650-3			k ʔ a ʃ	
91-3			g i l s i	
668-3			r a	
777-3			g i n d w l i a	
728-3			s ʔ i i	
165-3			m a a	
1088-3			r o ʃ ɛ l e	
702-3			i l e	
894-3			i s ʔ u	
536-3			k ʔ ɗ i	
468-4				θ e b a
222-4				a b o b o n e
208-4				a b u r b u d u
962-4				a g o r a
203-4				a g u θ i
138-4				ʃ i l e
504-4				ɗ oː ʃ e
662-4				ɓ uː d a
478-4				g g ɗ e
409-4				a r e
410-4				g u n d i
256-4				ɓ u l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ n d ɛ g i
95-4				b ɛ ɗ i
105-4				b eː n i
510-4				b o ʃ a
951-4				m b m a r e
1116-4				m b m a
149-4				ɓ u o ʔ i
376-4				ɓ i l i
815-4				g o r a
453-4				ɗ u ŋ e
67-4				ɗ aː ʃ e
47-4				ɗ o k ʔ l e e
869-4				ɗ uː θ e
57-4				a aː g u
303-4				g o s ʔ i a
443-4				g e r a
884-4				g u n d i
166-4				g u n d i
918-4				a b ɛ r e
831-4				h aː ʃ e
616-4				b uː e
84-4				h o ʃ a l e
346-4				h u z u l u
601-4				s i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f ɛ n s i ŋ a
318-4				f θ e a
241-4				m aː ʃ o
556-4				h oː n d u ŋ u
191-4				ɓ ɛ m b i l
458-4				a s ʔ i s ʔ i
1-4				h a n z ə r
751-4				θ o
864-4				a o n ɛ
154-4				a m a n e i i
278-4				a m i l o i
766-4				ʃ oː r a
251-4				a g u r u
582-4				o ʔ o ŋ
6-4				a l i
1106-4				a g o
473-4				ɲ i n e
1111-4				h u l u
957-4				m a r e
41-4				b i e
566-4				a n f ɲ n o o o o o ʔ
742-4				a g o
1044-4				ʃ m b i l
13-4				a l m i m i
720-4				aː s e l a
837-4				m aː ʃ i
946-4				s a ŋ g o
820-4				aː ʃ oː r i
405-4				b a d o
134-4				ɓ i ɗ ɗ ʔ i
1078-4				m e h i
429-4				b o o ʃ
187-4				b o s ʔ i e
438-4				n d ɛ n e
385-4				m a k ʔ o ʃ
390-4				a a a
783-4				m u r a
52-4				θ oː o r
110-4				k ʔ n d ɛ r e
650-4				k ʔ o ʃ
91-4				g a l a s i
668-4				aː e a
777-4				g u n d aː ɓ i
728-4				s i ʃ i
1007-4				s ŋ g o l e
1088-4				h oː ʃ e l e
1087-4				s ŋ g o l e
702-4				i l e
894-4				i s ʔ u
694-4				n d ə
