COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
80-2		dʑ ɔ k						
87-2		tɕʰ a						
86-2		pʰ l yː						
92-2		pʰ l yː						
102-2		m ɛː						
106-2		pʰ u k						
108-2		d a						
107-2		pʰ a a						
112-2		pʰ a ŋ						
115-2		z						
114-2		tʰ u ŋ						
120-2		d u						
124-2		a						
125-2		tʰ ɐ k						
132-2		s ə						
131-2		r y ŋ						
136-2		b ə						
134-2		kʰ ɐ k						
137-2		a						
138-2		t ɐ k						
140-2		h b yː						
143-2		tɕʰ ɐ k						
145-2		tɕʰ y						
147-2		h ɛː						
149-2		j y k						
153-2		z						
152-2		kʰ a ŋ						
158-2		kʰ y						
163-2		l yː						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		b y k						
173-2		tʰ y						
183-2		j ɛː						
185-2		m a						
188-2		kʰ a						
189-2		tɕ i ŋ						
193-2		h a						
196-2		m ɐ						
199-2		tɕʰ ɛː						
200-2		kʰ a ŋ						
201-2		tɕʰ a						
202-2		kʰ a						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a m						
117-2		b yː						
146-2		tɕ øˀ						
219-2		b b						
218-2		tɕʰ ɛː						
224-2		m y ŋ						
240-2		tɕʰ ɐ k						
244-2		j a						
255-2		n y						
260-2		b a						
263-2		j yː						
269-2		dʑ ɐ						
271-2		tʰ ɐ k						
209-2		tɕ øˀ						
277-2		m a						
278-2		b u ŋ						
135-2		d a						
284-2		m yː						
797-2		a						
290-2		l y ŋ						
289-2		tɕ y k						
296-2		z yː						
310-2		s						
319-2		a						
325-2		j ɛː						
327-2		tʰ ɛː						
331-2		b a						
337-2		b a ŋ						
338-2		j y ŋ						
339-2		a						
350-2		kʰ						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		z a						
361-2		tʰ a						
365-2		z a yː						
364-2		dʑ ɛ ʔ						
375-2		j u k						
379-2		z ɛ ʔ						
380-2		kʰ a						
396-2		j a						
400-2		m uː						
405-2		d a ŋ						
404-2		z a n						
409-2		j ɐ k						
410-2		pʰ y k						
415-2		b ɛː						
416-2		b a						
101-2		n y						
37-2		kʰ yː						
424-2		b ɛː						
434-2		tɕʰ ɛ ŋ						
445-2		b						
446-2		z yː						
451-2		t a						
457-2		n a m						
456-2		b a uː						
464-2		pʰ a ŋ						
473-2		tɕʰ yː						
474-2		ɔ ŋ						
479-2		z ɛ ŋ						
489-2		j yː						
490-2		z ɐ						
494-2		z ə						
503-2		g ə						
502-2		z a ŋ						
235-2		l y ŋ						
519-2		l yː						
523-2		u k						
527-2		b tɕʰ a ŋ						
538-2		s						
544-2		j a m						
850-2		a						
554-2		dʑ ə						
553-2		r y ŋ						
558-2		kʰ y ŋ						
561-2		z a						
562-2		b a						
564-2		j ɛː						
567-2		m a						
570-2		b yː						
575-2		a						
582-2		l a						
585-2		a						
589-2		kʰ a n						
593-2		d ɛ ŋ						
594-2		l a						
595-2		tʰ y						
596-2		n u						
598-2		z y						
599-2		d a						
602-2		z ɛː						
603-2		l a						
606-2		z y						
605-2		b a						
620-2		l ɛː						
637-2		pʰ ɐ						
639-2		dʑ ɐ̃ː						
645-2		kʰ a						
646-2		j y ŋ						
168-2		h ɐ k						
658-2		h a ŋ						
665-2		b uː						
668-2		h uː						
677-2		tʰ a ŋ						
75-2		k u ŋ						
678-2		z uː						
682-2		m a ŋ						
493-2		z yː						
693-2		z a						
694-2		m						
702-2		tɕ a n						
704-2		m a						
176-2		l yː						
709-2		z b						
710-2		tʰ øˀ						
714-2		m a						
718-2		kʰ u						
719-2		tɕʰ ɔ̃ː						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		dʑ y ŋ						
729-2		b						
730-2		r ɛː						
739-2		pʰ a yː						
740-2		b ə						
741-2		kʰ ɐ k						
744-2		a						
743-2		z a ŋ						
746-2		pʰ y ŋ						
748-2		tʰ y						
747-2		kʰ yː						
749-2		kʰ a ŋ						
751-2		t y						
762-2		m ɛ ŋ						
764-2		h a ŋ						
765-2		dʑ yː						
788-2		l y						
615-2		l ɐ k						
803-2		z yː						
802-2		w ɐ k						
808-2		b a						
809-2		dʑ yː						
819-2		d y k						
821-2		z yː						
820-2		b a						
828-2		z ɐ k						
827-2		b yː						
835-2		n y						
308-2		r yː						
844-2		z y						
848-2		m u						
705-2		l yː						
613-2		a						
649-2		h ɐ k						
876-2		z ɐ̃ː						
878-2		j u ŋ						
889-2		h y						
898-2		n y k						
902-2		h y ŋ						
910-2		a						
916-2		j yː						
919-2		j ɛː						
922-2		z y						
930-2		tɕʰ ɐ̃ː						
933-2		kʰ ɛː						
939-2		r ɐ k						
947-2		j ɛ ŋ						
948-2		n y						
963-2		z yː						
967-2		tɕʰ y k						
969-2		z						
970-2		kʰ u k						
972-2		n y						
731-2		m yː						
973-2		dʑ i ŋ						
974-2		n y						
979-2		tɕ a						
182-2		kʰ yː						
993-2		n y						
994-2		j yː						
1001-2		z ɐ̃ː						
1002-2		d u						
1005-2		tɕʰ yː						
1009-2		kʰ øˀ						
1022-2		z yː						
1021-2		w u k						
1043-2		z u ŋ						
1049-2		tʰ ɛː						
1065-2		tɕ øˀ						
1068-2		j a						
1077-2		l y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h i ŋ						
1092-2		m ə						
1091-2		tɕʰ yː						
1096-2		n a						
1097-2		b yː						
1102-2		n y						
1104-2		tʰ øˀ ŋ						
1108-2		tɕʰ ɐ k						
552-2		dʑ uː						
1111-2		b a a						
1116-2		z a						
722-2		kʰ øˀ						
1141-2		j ɔ̃ː ŋ						
1147-2		b ə						
1146-2		z ɐ̃ː						
1150-2		h b a ŋ						
1151-2		u ŋ						
1158-2		z ɐ k						
1159-2		b yː						
1164-2		tʰ						
1163-2		j yː						
1167-2		z a ŋ						
1171-2		l ɛː						
1177-2		z yː						
1187-2		kʰ a						
1189-2		n y						
52-2		kʰ yː						
1195-2		z yː						
1203-2		tʰ y k						
1211-2		j a						
329-2		j yː						
1217-2		m u						
72-2		kʰ yː						
1218-2		tɕʰ ɐ k						
1222-2		tɕʰ a ŋ						
1229-2		dʑ a ŋ						
1238-2		d ɔ̃ː ŋ						
1249-2		m yː						
1252-2		j yː						
1254-2		n ə						
1253-2		z a n						
1257-2		kʰ a						
1263-2		dʑ ə						
1266-2		dʑ ɐ k						
584-2		tʰ u ŋ						
7-2		j a						
1191-2		l b a ŋ						
18-2		dʑ a						
33-2		n ə						
74-2		t a n						
81-2		s a ŋ						
83-2		m a k						
104-2		m a						
123-2		dʑ a						
122-2		kʰ a						
121-2		m a						
154-2		tɕ a						
161-2		dʑ eː						
170-2		tɕʰ ɛ ʔ						
91-2		a						
181-2		m a						
186-2		dʑ eː						
191-2		z ə						
211-2		pʰ ɛ						
210-2		kʰ a						
217-2		k a						
221-2		n yː						
233-2		d u						
246-2		t yː						
252-2		tɕ ɛ ŋ						
253-2		j a m						
261-2		b y						
262-2		b yː						
281-2		dʑ ɛˀ k						
287-2		l y						
288-2		l yː						
292-2		t ɛ k						
297-2		kʰ øˀ k						
332-2		b eː						
342-2		ɔ k						
358-2		j y ŋ						
366-2		g eː						
378-2		dʑ ɛ						
382-2		m y						
392-2		dʑ ɐ k						
397-2		b a						
437-2		h ɛː						
444-2		pʰ l ɐ k						
465-2		tɕʰ i						
471-2		j a						
477-2		b						
478-2		r a						
481-2		dʑ ɛˀ						
483-2		z a						
500-2		m i ŋ						
511-2		kʰ u						
525-2		dʑ yː						
542-2		dʑ y ŋ						
625-2		r u ŋ						
638-2		n y						
640-2		b i						
656-2		z yː						
657-2		d u ŋ						
818-2		tʰ ɛ k						
825-2		b a						
839-2		tɕʰ ɐ̃ː						
841-2		j a						
932-2		s b						
1-3			kʰ a					
5-3			l a					
4-3			tʰ e					
6-3			l a ŋ					
15-3			b i					
55-3			l ei					
56-3			ai					
60-3			ɕ ei					
61-3			kʰ u ŋ					
80-3			dʑ ɔ k					
87-3			tɕʰ ei					
86-3			pʰ a					
92-3			pʰ a					
102-3			m ei					
106-3			pʰ u k					
108-3			d e					
107-3			pʰ a a					
112-3			pʰ ɔ m					
115-3			ɕ a					
114-3			tʰ ɔ m					
120-3			tʰ a					
124-3			ai					
125-3			tʰ ɔ					
132-3			ɕ i					
131-3			l i ŋ					
136-3			m ei					
134-3			kʰ a k					
137-3			ai					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ i m					
147-3			ɕ ei					
149-3			h u t					
153-3			ɕ a					
152-3			kʰ e ŋ					
158-3			kʰ u s					
163-3			l ei					
164-3			l a					
167-3			pʰ a ŋ					
171-3			l u ŋ					
172-3			b u k					
173-3			tʰ ɔ n					
183-3			l ei					
185-3			m a					
188-3			kʰ u n					
189-3			ts u ŋ					
193-3			h ei					
196-3			m a l					
199-3			ɕ ei					
200-3			kʰ a l					
201-3			p i					
202-3			kʰ u s					
203-3			tʰ ɔ ŋ					
204-3			b u					
206-3			l a m					
117-3			b u					
146-3			kʰ i t					
219-3			h a					
218-3			ɕ i					
224-3			m a ŋ					
240-3			dʑ a k					
244-3			j a t					
255-3			h a s					
260-3			b e					
263-3			l a					
269-3			b a ŋ					
271-3			tʰ a					
209-3			kʰ i t					
277-3			m ɛ m					
278-3			pʰ ɔ ŋ					
135-3			d a					
284-3			m a					
797-3			ai					
290-3			l ei m					
289-3			dʑ i k					
296-3			l i					
310-3			ɕ a					
319-3			ai					
325-3			l ei					
327-3			tʰ ei					
331-3			kʰ a					
337-3			b ɛ ŋ					
338-3			l i ŋ					
339-3			ɔ					
350-3			kʰ u					
349-3			tʰ u ŋ					
357-3			tɕʰ a					
355-3			ai					
363-3			dʑ a n					
361-3			tʰ a					
365-3			ɕ a a					
364-3			dʑ e t					
375-3			l ɔ k					
379-3			ɕ ɛ t					
380-3			kʰ a					
396-3			j ei					
400-3			m a					
405-3			tʰ a ŋ					
404-3			z u m					
409-3			i ɛ k					
410-3			u k					
415-3			p ei					
416-3			b a					
101-3			l a k					
37-3			kʰ a					
424-3			pʰ ei					
434-3			ɕ ɛ l					
445-3			p u					
446-3			ɕ i					
451-3			tʰ a					
457-3			l a m					
456-3			b a					
464-3			b i ŋ					
473-3			ɕ i					
474-3			ɔ ŋ					
479-3			ɕ ɛ i					
489-3			j ei					
490-3			j a ŋ					
494-3			ɕ a					
503-3			kʰ e					
502-3			z a ŋ					
235-3			l u ŋ					
519-3			l ei					
523-3			u k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			j a m					
850-3			ai					
554-3			p ei					
553-3			d u ŋ					
558-3			kʰ a m					
561-3			ɕ a					
562-3			p a					
564-3			j a					
567-3			m ei					
570-3			pʰ u					
575-3			ai					
582-3			l ei					
585-3			ɔ t					
589-3			kʰ u m					
593-3			d e n					
594-3			l i ŋ					
595-3			tʰ i ŋ					
596-3			h a k					
598-3			ʑ ɛ t					
599-3			d e m					
602-3			ɕ ei					
603-3			l a					
606-3			ɕ u m					
605-3			b a					
620-3			l ei					
637-3			pʰ a k					
639-3			dʑ u					
645-3			kʰ ai					
646-3			l i ŋ					
168-3			h ɛ k					
658-3			h ɔ ŋ					
665-3			p a					
668-3			h a					
677-3			tʰ a ŋ					
75-3			kʰ ɔ ŋ					
678-3			ɕ a					
682-3			m ɛ n					
493-3			ɕ u					
693-3			ɕ a					
694-3			m a					
702-3			tɕʰ u m					
704-3			m a					
176-3			l a					
709-3			ɕ a m					
710-3			tʰ a					
714-3			m ɛ k					
718-3			kʰ a					
719-3			tɕʰ a m					
22-3			m a					
723-3			ts u ŋ					
726-3			dʑ i ŋ					
729-3			b u					
730-3			d i					
739-3			pʰ u i					
740-3			b a					
741-3			kʰ ɔ k					
744-3			ai					
743-3			h ɛ n					
746-3			pʰ ɔ ŋ					
748-3			tʰ i					
747-3			kʰ u					
749-3			kʰ e l					
751-3			tʰ a n					
762-3			m ɛ n					
764-3			h i n					
765-3			b i					
788-3			h u s					
615-3			l a k					
803-3			ɕ a					
802-3			h a k					
808-3			b e					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b ai					
828-3			ɕ a k					
827-3			p u					
835-3			h ai					
308-3			d a					
844-3			ʑ i p					
848-3			m ei					
705-3			l a					
613-3			ai					
649-3			h ɛ k					
876-3			ɕ ei					
878-3			j ɔ ŋ					
889-3			h a m					
898-3			h u k					
902-3			h a ŋ					
910-3			i a					
916-3			l ei					
919-3			l ei					
922-3			ɕ i s					
930-3			tɕʰ u					
933-3			kʰ ai					
939-3			d ɛ k					
947-3			j ɛ n					
948-3			l a					
963-3			ɕ a					
967-3			tɕʰ u k					
969-3			ɕ a					
970-3			kʰ ɔ k					
972-3			l ei					
731-3			m a					
973-3			dʑ i ŋ					
974-3			h a s					
979-3			dʑ ɛ n					
182-3			kʰ u					
993-3			l i m					
994-3			l u					
1001-3			ɕ ei					
1002-3			d a k					
1005-3			tɕʰ i n					
1009-3			kʰ ai					
1022-3			ɕ a					
1021-3			dʑ ɔ k					
1043-3			d u ŋ					
1049-3			t u s					
1065-3			dʑ i					
1068-3			j u					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			m ei					
1091-3			tɕʰ i					
1096-3			l ei					
1097-3			ɕ u					
1102-3			ɲ ei					
1104-3			tʰ ɔ n					
1108-3			tɕʰ a k					
552-3			dʑ a					
1111-3			b ai					
1116-3			ɕ a n					
722-3			kʰ ai					
1141-3			j a ŋ					
1147-3			b i					
1146-3			ɕ a					
1150-3			h a ŋ					
1151-3			ɔ ŋ					
1158-3			dʑ a k					
1159-3			pʰ u					
1164-3			tʰ ei					
1163-3			l a					
1167-3			ɕ a ŋ					
1171-3			l ei					
1177-3			z u p					
1187-3			kʰ ai					
1189-3			l i s					
52-3			kʰ a					
1195-3			ɕ i					
1203-3			tʰ u					
1211-3			j ei					
329-3			l ei					
1217-3			m a n					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ ɔ l					
1229-3			dʑ a m					
1238-3			d a ŋ					
1249-3			m i					
1252-3			j a					
1254-3			l a m					
1253-3			z u ŋ					
1257-3			kʰ ɔ k					
1263-3			ɕ ei					
1266-3			dʑ a k					
584-3			tʰ ɔ m					
7-3			w ei					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			p a					
33-3			ɲ a m					
74-3			tʰ a m					
83-3			l i k					
89-3			tʰ ɔ ŋ					
90-3			l a t					
104-3			ɕ a					
123-3			tɕʰ e					
122-3			kʰ u s					
121-3			m ei					
154-3			ɕ ɔ					
159-3			ɕ a					
161-3			p i					
170-3			tɕ i t					
91-3			ɔ					
181-3			n a					
191-3			ɕ a					
211-3			h a k					
210-3			kʰ i s					
217-3			kʰ a					
233-3			d a					
246-3			t a					
252-3			ts ɛ l					
253-3			l a m					
261-3			b ei					
262-3			j ei					
292-3			d e k					
297-3			kʰ ɔ k					
311-3			i					
332-3			p ei					
342-3			ɔ k					
358-3			h ɔ ŋ					
378-3			tɕʰ e t					
382-3			m a					
397-3			p a					
437-3			ɕ a					
444-3			pʰ a a k					
465-3			ɕ i					
471-3			m a ŋ					
477-3			d u					
478-3			l a					
483-3			z ɛ l					
500-3			d i ŋ					
511-3			kʰ ɔː					
525-3			tɕʰ ei					
625-3			d u ŋ					
638-3			h a n					
640-3			kʰ ɕ i s					
659-3			d a					
711-3			dʑ u					
745-3			h a m					
818-3			tʰ i					
825-3			tʰ a					
841-3			d a					
894-3			b u					
932-3			ɕ a					
1-4				g yː				
5-4				n a				
4-4				tʰ i k				
6-4				h a ŋ				
15-4				dʑ yː				
55-4				h ɐ̃ː				
56-4				a				
60-4				ʂ yː				
61-4				g y ŋ				
80-4				ɖʐ ɔ k				
87-4				tsʰ a				
86-4				pʰ h yː				
92-4				pʰ h yː				
102-4				b ɐ̃ː				
106-4				pʰ u k				
108-4				d yː				
107-4				pʰ ɛ aː				
112-4				pʰ aː				
115-4				ʂ uː				
114-4				tʰ u				
120-4				d u				
124-4				a				
125-4				tʰ ɔ k				
132-4				ʂ ə				
131-4				r yː				
136-4				b ə				
134-4				kʰ ɐ k				
137-4				a				
138-4				d ɔ k				
140-4				h yː				
143-4				tɕʰ ɐ k				
145-4				tɕʰ ɐ̃ː				
147-4				x aː				
149-4				m i k				
153-4				ʂ uː				
152-4				g a n				
158-4				b yː k				
163-4				h yː				
164-4				n yː				
167-4				p aː				
171-4				n y ŋ				
172-4				b y k				
173-4				tʰ ɐ̃ː				
183-4				h aː				
185-4				m ɐ̃ː				
188-4				g yː				
189-4				tɕ yː ŋ				
193-4				h a				
196-4				m ɐ̃ː				
199-4				ʈʂʰ yː				
200-4				g a n				
201-4				ʈʂʰ yː				
202-4				g u				
203-4				tʰ u ŋ				
204-4				b yː				
206-4				n a m				
117-4				b yː				
146-4				ʈʂʰ øˀ				
219-4				b ə				
218-4				ʈʂʰ yː				
224-4				m ɐ̃ː				
240-4				tɕʰ ɐ k				
244-4				j yː				
255-4				n ɐ̃ː				
260-4				b aː				
263-4				h yː				
269-4				dʑ ɛ k				
271-4				tʰ ɐ k				
209-4				ʈʂʰ øˀ				
277-4				m a				
278-4				b u				
135-4				d aː				
284-4				m yː				
797-4				a				
290-4				l yː				
289-4				ts yː k				
296-4				ɲ yː				
310-4				ʂ yː				
319-4				yː				
325-4				h yː				
327-4				tʰ aː				
331-4				kʰ ɐ̃ː				
337-4				b ɛ n				
338-4				l i ŋ				
339-4				ɐ̃ː				
350-4				g yː				
349-4				tʰ y ŋ				
357-4				tɕʰ yː				
355-4				a				
363-4				b a				
361-4				tʰ ɐ̃ː				
365-4				ʂ a yː				
364-4				ts ɐ ʔ				
375-4				r u k				
379-4				z ɛ ʔ				
380-4				kʰ yː				
396-4				j yː				
400-4				m yː				
405-4				d a ŋ				
404-4				ʂ yː n				
409-4				r ɛ k				
410-4				pʰ yː k				
415-4				b aː				
416-4				b a				
101-4				h u				
37-4				kʰ yː				
424-4				b aː				
434-4				tsʰ ɐ̃ː n				
445-4				b				
446-4				ʂ yː				
451-4				t u				
457-4				n a m				
456-4				b h yː				
464-4				b i ŋ				
473-4				ʈʂʰ yː				
474-4				a				
479-4				ʂ yː ŋ				
489-4				j aː				
490-4				h ɐ̃ː				
494-4				ʂ ə				
503-4				g yː				
502-4				ʐ a ŋ				
235-4				l y ŋ				
519-4				h yː				
523-4				u k				
527-4				kʰ ɛ ŋ				
538-4				ʂ				
544-4				j a m				
850-4				a				
554-4				dʑ yː				
553-4				r i ŋ				
558-4				g ɔ̃ː				
561-4				ʂ a				
562-4				b ɐ̃ː				
564-4				j aː				
567-4				m ɐ̃ː				
570-4				b yː				
575-4				ɐ̃ː				
582-4				h a				
585-4				a				
589-4				g yː n				
593-4				d i n				
594-4				h a				
595-4				tʰ y				
596-4				n u				
598-4				ʐ yː				
599-4				d ɛ̃ː				
602-4				z ɐ̃ː				
603-4				h a				
606-4				ʂ yː n				
605-4				b ɐ̃ː				
620-4				h aː				
637-4				pʰ ɐ k				
639-4				dʑ yː				
645-4				g ɐ̃ː				
646-4				h yː ŋ				
168-4				h ɛ k				
658-4				h a				
665-4				pʰ yː				
668-4				h yː				
677-4				t a ŋ				
