COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
1002-1	d ɔ p							
1005-1	tɕʰ u ɹ							
1009-1	kʰ ɛi							
1022-1	ɕ a							
1021-1	dʑ ɔ k							
1043-1	dʑ u ŋ							
1049-1	t u s							
1065-1	kʰ i ŋ							
1068-1	w u							
1077-1	l u ŋ							
1081-1	l a m							
1084-1	dʑ ɔ ŋ							
1092-1	m ɛi							
1091-1	tɕ u							
1096-1	n a							
1097-1	tɕʰ u							
1102-1	l u							
1104-1	tʰ ɔ ŋ							
1108-1	tɕʰ a k							
552-1	dʑ a							
1111-1	b e							
1116-1	j a n							
722-1	kʰ ɛi							
1141-1	j a ŋ							
1147-1	p e							
1146-1	ɕ u							
1150-1	h j a ŋ							
1151-1	ɔ m							
1158-1	dʑ a k							
1159-1	pʰ u							
1164-1	tʰ a							
1163-1	l a							
1167-1	s a ŋ							
1171-1	l ɛi							
1177-1	z u p							
1187-1	kʰ ɛi							
1189-1	n i							
1-2		g uː						
5-2		n a						
4-2		tʰ i k						
6-2		n a ŋ						
15-2		dʑ i						
55-2		j ɔ						
56-2		a						
60-2		s ə						
61-2		kʰ y ŋ						
80-2		dʑ ɔ k						
87-2		tɕʰ a						
86-2		pʰ l u						
92-2		pʰ l u						
102-2		m u						
106-2		pʰ u k						
108-2		d a						
107-2		pʰ l ɐ						
112-2		pʰ a ŋ						
115-2		s						
114-2		t u ŋ						
120-2		d u						
124-2		a						
125-2		tʰ ɔ k						
132-2		s ə						
131-2		r y ŋ						
136-2		b ə						
134-2		kʰ ɐ k						
137-2		a						
138-2		d ɔ k						
140-2		h uː						
143-2		tɕʰ ɐ k						
145-2		tɕʰ y						
147-2		h ɛː						
149-2		m i k						
153-2		s						
152-2		kʰ a n						
158-2		kʰ y						
163-2		r i						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		b y k						
173-2		tʰ øː n						
183-2		r ɐˀ						
185-2		m uː						
188-2		kʰ ə						
189-2		tɕ i ŋ						
193-2		h a						
196-2		m ə						
199-2		tɕʰ ɛː						
200-2		kʰ a n						
201-2		tɕʰ iː						
202-2		kʰ a						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a m						
117-2		b yː						
146-2		tɕʰ ə						
219-2		b						
218-2		tɕʰ ə						
224-2		m ɔ ŋ						
240-2		tɕʰ ɐ k						
244-2		j ɔ						
255-2		n ə						
260-2		b a						
263-2		r ɔ						
269-2		dʑ ɐ k						
271-2		tʰ ɐ k						
209-2		tɕʰ ə						
277-2		m ə						
278-2		b u ŋ						
135-2		d ə						
284-2		m yː						
797-2		a						
290-2		l y						
289-2		tɕ i k						
296-2		n iː						
310-2		s						
319-2		i						
325-2		r ɐˀ						
327-2		tʰ ɛː						
331-2		k ɔː						
337-2		b a ŋ						
338-2		j y ŋ						
339-2		a						
350-2		kʰ						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		m a						
361-2		tʰ a						
365-2		s a a						
364-2		tɕ ɛ ʔ						
375-2		r u k						
379-2		s ɛ ʔ						
380-2		kʰ a						
396-2		j ɔ						
400-2		m uː						
405-2		d a ŋ						
404-2		s ø n						
409-2		r ɛ k						
410-2		b i k						
415-2		b a						
416-2		b a						
101-2		n u						
37-2		kʰ uː						
424-2		b a						
434-2		tɕʰ ɛ n						
445-2		b						
446-2		s iː						
451-2		t u						
457-2		n a m						
456-2		b l uː						
464-2		pʰ i ŋ						
473-2		tɕʰ iː						
474-2		a ŋ						
479-2		s ɛ n						
489-2		j ɐ						
490-2		h ɐ						
494-2		s ə						
503-2		g ə						
502-2		z a ŋ						
235-2		l y ŋ						
519-2		l iː						
523-2		u k						
527-2		kʰ tɕʰ ɛ ŋ						
538-2		s						
544-2		j a n						
850-2		a						
554-2		dʑ ə						
553-2		r i ŋ						
558-2		kʰ u ŋ						
561-2		s a						
562-2		b a						
564-2		j aː						
567-2		m ɔ						
570-2		b yː						
575-2		a						
582-2		l a						
585-2		a						
589-2		kʰ ø n						
593-2		d ɛ n						
594-2		l ə						
595-2		tʰ y n						
596-2		n u						
598-2		z u						
599-2		d ə						
602-2		z ɛː						
603-2		l a						
606-2		s ø n						
605-2		b a						
620-2		l ɛː						
637-2		pʰ ɐ						
639-2		dʑ ɔ						
645-2		kʰ ɔ						
646-2		r ɛ ŋ						
168-2		h ɛ k						
658-2		h a n						
665-2		b uː						
668-2		h uː						
677-2		t a ŋ						
75-2		k u ŋ						
678-2		s uː						
682-2		m ɛ n						
493-2		z yː						
693-2		s ə						
694-2		m uː						
702-2		tɕ ø n						
704-2		m uː						
176-2		l u						
709-2		z						
710-2		t y						
714-2		m ɛ						
718-2		kʰ						
719-2		tɕʰ y						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		dʑ i ŋ						
729-2		b						
730-2		r ɐˀ						
739-2		pʰ l iː						
740-2		b ə						
741-2		kʰ ɐ k						
744-2		a						
743-2		h a ŋ						
746-2		pʰ u ŋ						
748-2		tʰ y						
747-2		kʰ uː						
749-2		kʰ ɛ n						
751-2		t ə n						
762-2		m ɛ n						
764-2		h ɛ ŋ						
765-2		dʑ i						
788-2		l y n						
615-2		l ɐ k						
803-2		s u						
802-2		w ɐ k						
808-2		b a						
809-2		tɕ i						
819-2		d y k						
821-2		s ə						
820-2		b ɐ						
828-2		s ɐ k						
827-2		b yː						
835-2		n ə						
308-2		r ɐˀ						
844-2		z i						
848-2		m u						
705-2		l u						
613-2		ə						
649-2		h ɛ k						
876-2		tɕ ə						
878-2		j u ŋ						
889-2		h y						
898-2		n y k						
902-2		h u ŋ						
910-2		ɛ n						
916-2		r iː						
919-2		r ɐˀ						
922-2		s i						
930-2		tɕʰ ɔ						
933-2		kʰ ə						
939-2		r ɐ k						
947-2		w ɛ n						
948-2		n u						
963-2		z uː						
967-2		tɕʰ y k						
969-2		s						
970-2		kʰ u k						
972-2		n ə						
731-2		m yː						
973-2		dʑ i ŋ						
974-2		n ə						
979-2		dʑ ɛ						
182-2		kʰ uː						
993-2		n ə						
994-2		j yː						
1001-2		s ɐ						
1002-2		d u						
1005-2		tɕʰ y						
1009-2		kʰ ɔː						
1022-2		s						
1021-2		w u k						
1043-2		w u ŋ						
1049-2		t ɛː						
1065-2		tɕʰ i						
1068-2		j ɔ						
1077-2		r y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h i ŋ						
1092-2		m ə						
1091-2		tɕʰ iː						
1096-2		n ə						
1097-2		tɕʰ yː						
1102-2		n y						
1104-2		tʰ y ŋ						
1108-2		tɕʰ ɐ k						
552-2		dʑ uː						
1111-2		b l ɐ						
1116-2		z ə						
722-2		kʰ ɔː						
1141-2		j ɔ̃ː ŋ						
1147-2		b ə						
1146-2		z ɔ						
1150-2		h a ŋ						
1151-2		u ŋ						
1158-2		s ɐ k						
1159-2		b y						
1164-2		tʰ						
1163-2		r uː						
1167-2		s a ŋ						
1171-2		l ɛː						
1177-2		z y						
1187-2		kʰ ə						
1189-2		n i k						
1-3			kʰ a					
5-3			n ɔu					
4-3			tʰ e					
6-3			n a ŋ					
15-3			b i					
55-3			l a					
56-3			ɔ					
60-3			ɕ i					
61-3			kʰ u ŋ					
80-3			dʑ ɔ k					
87-3			tɕʰ a					
86-3			pʰ a					
92-3			pʰ a					
102-3			m a					
106-3			pʰ ɔ k					
108-3			d e					
107-3			pʰ a a					
112-3			pʰ a m					
115-3			ɕ i					
114-3			tʰ ɔ m					
120-3			t a					
124-3			a					
125-3			tʰ ɔ					
132-3			ɕ i					
131-3			l i ŋ					
136-3			m u					
134-3			kʰ a k					
137-3			ɔ					
138-3			d ɔ k					
140-3			h j a					
143-3			tɕʰ a k					
145-3			tɕʰ a m					
147-3			h a					
149-3			m u t					
153-3			ɕ i					
152-3			kʰ ɛ n					
158-3			kʰ u s					
163-3			l i					
164-3			n ɔu					
167-3			pʰ a ŋ					
171-3			l u ŋ					
172-3			b u k					
173-3			tʰ ɔ					
183-3			l a					
185-3			m a					
188-3			g u n					
189-3			ts u l					
193-3			h a					
196-3			m a l					
199-3			ɕ a					
200-3			kʰ a l					
201-3			kʰ i					
202-3			kʰ ɔ					
203-3			tʰ ɔ ŋ					
204-3			b u					
206-3			l a m					
117-3			b u					
146-3			kʰ i					
219-3			b ɔː					
218-3			k i					
224-3			m a ŋ					
240-3			dʑ a k					
244-3			w a t					
255-3			h a					
260-3			b e					
263-3			l a					
269-3			b a ŋ					
271-3			tʰ a					
209-3			kʰ i					
277-3			m ɛ m					
278-3			b ɔ ŋ					
135-3			d a					
284-3			m u					
797-3			ɔ					
290-3			l u					
289-3			k i					
296-3			n i					
310-3			ɕ i					
319-3			i					
325-3			l a					
327-3			tʰ i					
331-3			k a					
337-3			b j ɛ n					
338-3			l i ŋ					
339-3			ɔ					
350-3			kʰ u					
349-3			tʰ u ŋ					
357-3			tɕʰ a					
355-3			ɔ					
363-3			m a n					
361-3			tʰ a					
365-3			s a l					
364-3			dʑ a t					
375-3			l ɔ k					
379-3			ɕ ɛ t					
380-3			kʰ a					
396-3			j ɔu					
400-3			m a					
405-3			d a ŋ					
404-3			s u m					
409-3			l j ɛ k					
410-3			b u					
415-3			b a					
416-3			b a					
101-3			n a					
37-3			kʰ a					
424-3			b a					
434-3			ɕ ɛ l					
445-3			p					
446-3			ɕ i					
451-3			t a					
457-3			n a m					
456-3			b a					
464-3			b i ŋ					
473-3			ɕ i					
474-3			ɔ ŋ					
479-3			s ɛ l					
489-3			j ai					
490-3			j a ŋ					
494-3			ɕ a					
503-3			kʰ a					
502-3			ɕ a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			ɔ k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			w a m					
850-3			a					
554-3			dʑ u					
553-3			d ɔ l					
558-3			kʰ a m					
561-3			ɕ a					
562-3			p a					
564-3			j a					
567-3			m a					
570-3			pʰ u					
575-3			ai					
582-3			l e					
585-3			ɔ t					
589-3			kʰ u m					
593-3			d e n					
594-3			l u ŋ					
595-3			tʰ a ŋ					
596-3			n a k					
598-3			ʑ ɛ t					
599-3			d e m					
602-3			ʑ a					
603-3			l a					
606-3			ɕ u m					
605-3			b a					
620-3			l e					
637-3			pʰ a k					
639-3			dʑ u					
645-3			kʰ a					
646-3			l i ŋ					
168-3			h ɛ k					
658-3			h ɔ ŋ					
665-3			pʰ a					
668-3			h a					
677-3			t a ŋ					
75-3			k ɔ ŋ					
678-3			ɕ a					
682-3			m a n					
493-3			ʑ u					
693-3			ɕ a					
694-3			m a					
702-3			tɕ u m					
704-3			m a					
176-3			l a					
709-3			ɕ i m					
710-3			t a					
714-3			m j ɛ					
718-3			kʰ a					
719-3			tɕʰ a m					
22-3			m u					
723-3			ts u l					
726-3			dʑ u ŋ					
729-3			b a					
730-3			d i					
739-3			pʰ i					
740-3			b a					
741-3			kʰ ɔ					
744-3			ɔ					
743-3			h a n					
746-3			pʰ ɔ ŋ					
748-3			tʰ i					
747-3			kʰ u					
749-3			kʰ ɛ n					
751-3			t a n					
762-3			m ɛ n					
764-3			h ɛ n					
765-3			b i					
788-3			h u					
615-3			l a k					
803-3			ɕ a					
802-3			h a k					
808-3			b e					
809-3			b i					
819-3			d u k					
821-3			ɕ a					
820-3			b ai					
828-3			ɕ a k					
827-3			p u					
835-3			h ɔu					
308-3			d u					
844-3			ʑ i p					
848-3			m a					
705-3			l a					
613-3			ɔ					
649-3			h ɛ k					
876-3			ɕ u					
878-3			j ɔ m					
889-3			h a m					
898-3			n a k					
902-3			h a					
910-3			ɔ n					
916-3			l i					
919-3			l i					
922-3			ɕ i s					
930-3			tɕʰ u					
933-3			k a					
939-3			d j ɛ k					
947-3			j ɛ n					
948-3			n a					
963-3			ʑ a					
967-3			tɕʰ u p					
969-3			ɕ i					
970-3			kʰ ɔ k					
972-3			n a					
731-3			m u					
973-3			b i l					
974-3			h a n					
979-3			dʑ ɛ n					
182-3			kʰ u					
993-3			n a m					
994-3			l u					
1001-3			ɕ a					
1002-3			d a					
1005-3			tɕʰ i n					
1009-3			kʰ a					
1022-3			ɕ a					
1021-3			dʑ ɔ k					
1043-3			m u ŋ					
1049-3			t a					
1065-3			kʰ i ŋ					
1068-3			j ɔu					
1077-3			l u ŋ					
1081-3			l a n					
1084-3			ɕ i ŋ					
1092-3			m ei					
1091-3			tɕʰ i					
1096-3			n a					
1097-3			tɕʰ u					
1102-3			n i					
1104-3			tʰ ɔ n					
1108-3			tɕʰ a k					
552-3			dʑ a					
1111-3			b ai					
1116-3			ɕ a n					
722-3			kʰ a					
1141-3			j a ŋ					
1147-3			b e					
1146-3			ɕ ɔ					
1150-3			h j a ŋ					
1151-3			ɔ m					
1158-3			h a k					
1159-3			pʰ u					
1164-3			tʰ a					
1163-3			l a					
1167-3			s a ŋ					
1171-3			l a					
1177-3			ʑ u p					
1187-3			kʰ ai					
1189-3			n i					
1-4				g uː				
5-4				n a				
4-4				tʰ i k				
6-4				n a ŋ				
15-4				dʑ i				
55-4				h ɐˀ				
56-4				a				
60-4				ʂ aː				
61-4				x y ŋ				
80-4				dʑ ɔ k				
87-4				tɕʰ a				
86-4				pʰ yː				
92-4				pʰ l yː				
102-4				m a				
106-4				pʰ u k				
108-4				d a				
107-4				pʰ l ɐ				
112-4				pʰ ɔ				
115-4				ʂ				
114-4				t u ŋ				
120-4				d u				
124-4				a				
125-4				tʰ ɔ k				
132-4				ʂ ə				
131-4				r i				
136-4				b ə				
134-4				kʰ ɐ k				
137-4				a				
138-4				d ɔ k				
140-4				h uː				
143-4				tɕʰ ɐ k				
145-4				tɕʰ ɔ̃ː				
147-4				h aː				
149-4				m i k				
153-4				ʂ				
152-4				g ɛ n				
158-4				x i k				
163-4				r yː				
164-4				n yː				
167-4				p aː				
171-4				n y ŋ				
172-4				b y k				
173-4				tʰ y				
183-4				r ɐˀ				
185-4				m uː				
188-4				x ə				
189-4				ts i ŋ				
193-4				h a				
196-4				m ɐ̃ː				
199-4				tɕʰ aː				
200-4				kʰ a n				
201-4				ʈʂʰ iː				
202-4				g ə				
203-4				tʰ u ŋ				
204-4				b yː				
206-4				n a m				
117-4				b yː				
146-4				ʈʂʰ y				
219-4								
218-4				tɕʰ aː				
224-4				m a				
240-4				tɕʰ ɐ k				
244-4				j ɐˀ				
255-4				n a				
260-4				b aː				
263-4				r ɐˀ				
269-4				dʑ a k				
271-4				tʰ ɐ k				
209-4				ʈʂʰ y				
277-4				m a				
278-4				b u				
135-4				d aː				
284-4				m yː				
797-4				a				
290-4				l y				
289-4				ts i k				
296-4				n iː				
310-4				ʂ yː				
319-4				iː				
325-4				r ɐˀ				
327-4				tʰ aː				
331-4				k ɔː				
337-4				b ɛ n				
338-4				l i				
339-4				ɐ̃ː				
350-4				g ə				
349-4				tʰ y ŋ				
357-4				tɕʰ uː				
355-4				a				
363-4				b a				
361-4				tʰ ɔː				
365-4				ʂ a n				
364-4				dʑ ɛ ʔ				
375-4				r u k				
379-4				ʂ ɛ ʔ				
380-4				kʰ yː				
396-4				j ɔ				
400-4				m uː				
405-4				d a ŋ				
404-4				s ø n				
409-4				r ɐ k				
410-4				ts i k				
415-4				b aː				
416-4				b a				
101-4				n u				
37-4				kʰ uː				
424-4				b aː				
434-4				tɕʰ ɛ n				
445-4				b				
446-4				ʂ iː				
451-4				t u				
457-4				n a m				
456-4				b l uː				
464-4				b i ŋ				
473-4				tsʰ iː				
474-4				a				
479-4				ʂ i n				
489-4				j yː				
490-4				h ɐ̃ː				
494-4				ʂ ə				
503-4				g ə				
502-4				ʐ a ŋ				
235-4				l y ŋ				
519-4				h iː				
523-4				u k				
527-4				kʰ ɛ ŋ				
538-4				ʂ				
544-4				j a m				
850-4				a				
554-4				dʑ ə				
553-4				r i ŋ				
558-4				kʰ ɔ̃ː				
561-4				ʂ a				
562-4				b ɐ				
564-4				j aː				
567-4				m ɐ				
570-4				b yː				
575-4				a				
582-4				h a				
585-4				ɐˀ				
589-4				x ø n				
593-4				d ɛ n				
594-4				h ə				
595-4				tʰ y				
596-4				n u				
598-4				ʐ u				
599-4				d a				
602-4				z aː				
603-4				h a				
606-4				ʂ a				
605-4				b ɔː				
620-4				h a				
637-4				pʰ ɐ k				
639-4				dʑ ɔː				
645-4				g yː				
646-4				r y ŋ				
168-4				h ɛ k				
658-4				h a				
665-4				pʰ uː				
668-4				h uː				
677-4				t a n				
75-4				ts u				
678-4				ʂ uː				
682-4				m ɛ n				
493-4				ʐ yː				
693-4				ʂ ə				
694-4				m ɐ				
702-4				ts ɔː n				
704-4				m ɐ				
176-4				l uː				
709-4				ʂ				
710-4				tʰ ɔ				
714-4				m ɛ				
718-4				g ə				
719-4				tɕʰ ɔ̃ː				
22-4				m yː				
723-4				ts i ŋ				
726-4				dʑ y ŋ				
729-4				b ə				
730-4				r yː				
739-4				pʰ l iː				
740-4				b ə				
741-4				kʰ ɔ k				
744-4				a				
743-4				h ɛ n				
746-4				b u				
748-4				tʰ ə				
747-4				kʰ yː				
749-4				kʰ ɛ n				
751-4				t ɐ̃ː				
762-4				m ɛ n				
764-4				h ɛ n				
765-4				dʑ i				
788-4				h ə				
615-4				l ɐ k				
803-4				ʂ uː				
802-4				w ɐ k				
808-4				b ə				
809-4				ts iː				
819-4				d y k				
821-4				ʂ a				
820-4				b ɐ				
828-4				ʂ ɐ k				
827-4				b yː				
835-4				n a				
308-4				r yː				
844-4				ʐ ə				
848-4				m ə				
705-4				l uː				
613-4				a				
649-4				h ɛ k				
876-4				ʈʂʰ ɐ̃ː				
878-4				j u ŋ				
889-4				h ɔ̃ː				
898-4				n y k				
902-4				h u ŋ				
910-4				a n				
916-4				h iː				
919-4				r ɐˀ				
922-4				ʂ i k				
930-4				tsʰ ɔː				
933-4				ʈʂʰ yː				
939-4				r ɐ k				
947-4				j ɛ n				
948-4				n u				
963-4				ʐ uː				
967-4				tɕʰ y k				
969-4				ʂ				
970-4				kʰ u k				
972-4				n a				
731-4				m yː				
973-4				dʑ i ŋ				
974-4				n a				
979-4				ts ɛ n				
182-4				kʰ yː				
993-4				n a				
994-4				j yː				
1001-4				ʂ ɐ				
1002-4				d u				
1005-4				tɕʰ yː				
1009-4				kʰ ɔ				
1022-4				ʂ uː				
1021-4				ɖʐ u k				
1043-4				r u ŋ				
1049-4				tʰ aː				
1065-4				tɕʰ i				
1068-4				j yː				
1077-4				h y ŋ				
1081-4				r ɔ̃ː				
1084-4				h i ŋ				
1092-4				m a				
1091-4				tsʰ iː				
1096-4				n a				
1097-4				ʈʂʰ yː				
1102-4				n aː				
1104-4				tʰ y				
1108-4				tɕʰ ɐ k				
552-4				dʑ uː				
1111-4				b yː				
1116-4				ʂ ɐ̃ː				
722-4				kʰ ɔː				
1141-4				j ɔ̃ː ŋ				
1147-4				b ə				
1146-4				z ɔː				
1150-4				h a ŋ				
1151-4				u				
1158-4				x ɐ k				
1159-4				pʰ yː				
1164-4				tʰ a				
1163-4				h uː				
1167-4				s a ŋ				
1171-4				h aː				
1177-4				ʐ yː				
1187-4				kʰ ɐ				
1189-4				n i k				
1-5					kʰ uː			
5-5					n a			
4-5					tʰ ɛ k			
6-5					n a ŋ			
15-5					dʑ iː			
55-5					l ɔː			
56-5					a			
60-5					s ə			
61-5					kʰ y ŋ			
80-5					dʑ ɔ k			
87-5					tɕʰ ɔ			
86-5					pʰ l uː			
92-5					pʰ l uː			
102-5					m a			
106-5					pʰ u k			
108-5					d u			
107-5					b l ɔː			
112-5					pʰ ɔ m			
115-5					s			
114-5					tʰ u ŋ			
120-5					d u			
124-5					a			
125-5					tʰ ɔ k			
132-5					s ə			
131-5					r i ŋ			
136-5					m y			
134-5					kʰ a k			
137-5					a			
138-5					d ɔ k			
140-5					h uː			
143-5					tɕʰ a k			
145-5					tɕʰ ũː			
147-5					h a			
149-5					m i k			
153-5					s			
152-5					kʰ a n			
158-5					z i k			
163-5					l i			
164-5					n yː			
167-5					pʰ a ŋ			
171-5					n y ŋ			
172-5					b y k			
173-5					tʰ ĩː			
183-5					r ɔˀ			
185-5					m uː			
188-5					kʰ a			
189-5					tɕ i ŋ			
193-5					h a			
196-5					m a			
199-5					tɕʰ ɔ			
200-5					kʰ a n			
201-5					tɕʰ i			
202-5					kʰ a			
203-5					tʰ u ŋ			
204-5					b yː			
206-5					n a m			
117-5					b yː			
146-5					tɕʰ a			
219-5								
218-5					tɕʰ iː			
224-5					m ɔ			
240-5					tɕʰ a k			
244-5					j ɔˀ			
255-5					n a			
260-5					b uː			
263-5					r ɔː			
269-5					dʑ ɛ k			
271-5					tʰ a k			
209-5					tɕʰ a			
277-5					m a			
278-5					b u ŋ			
135-5					d ə			
284-5					m yː			
797-5					a			
290-5					l a ŋ			
289-5					tɕ i k			
296-5					n iː			
310-5					s ə			
319-5					iː			
325-5					r ɔˀ			
327-5					tʰ iː			
331-5					k ɔː			
337-5					b a n			
338-5					l i ŋ			
339-5					a			
350-5					kʰ			
349-5					tʰ y ŋ			
357-5					tɕʰ u			
355-5					a			
363-5					dʑ a			
361-5					tʰ ɔː			
365-5					s a ŋ			
364-5					dʑ ɛ ʔ			
375-5					r u k			
379-5					s ɛ ʔ			
380-5					kʰ a			
396-5					j ɔː			
400-5					m uː			
405-5					d a ŋ			
404-5					s ɔ m			
409-5					r ɛ k			
410-5					i k			
415-5					b uː			
416-5					b a			
101-5					n u ŋ			
37-5					kʰ uː			
424-5					dʑ u			
434-5					tɕʰ a n			
445-5					b			
446-5					s iː			
451-5					t u			
457-5					n a m			
456-5					b l uː			
464-5					pʰ i ŋ			
473-5					s iː			
474-5					ɔ ŋ			
479-5					s i ŋ			
489-5					j ɔ			
490-5					h a			
494-5					s ə			
503-5					g ə			
502-5					z a ŋ			
235-5					l y ŋ			
519-5					l iː			
523-5					u k			
527-5					kʰ ɛ ŋ			
538-5					s			
544-5					j a m			
850-5					a			
554-5					dʑ ə			
553-5					r i ŋ			
558-5					kʰ ũː ŋ			
561-5					s a			
562-5					b ɔ			
564-5					j ɛː			
567-5					m ɔ			
570-5					pʰ yː			
575-5					ɔː			
582-5					l a			
585-5					a			
589-5					kʰ ɔ m			
593-5					d ɛ n			
594-5					l a ŋ			
595-5					tʰ ĩː			
596-5					n ɔ			
598-5					z u			
599-5					d a			
602-5					z ə			
603-5					l a p			
606-5					s ɔ ŋ			
605-5					b ɔː			
620-5					l a			
637-5					pʰ a k			
639-5					dʑ ɔː			
645-5					kʰ ɔ			
646-5					r a ŋ			
168-5					h ɛ k			
658-5					h a ŋ			
665-5					pʰ uː			
