COGID	1	10	2	3	4	5	6	7	8	9
4373-2		l i m i								
4384-2		i m o								
84-2		s m g u l i								
116-2		v i k a								
419-2		l o g a								
587-2		o o n g o								
660-2		l e l a								
848-2		k a l a								
1122-2		v u n a								
1159-2		n a								
1350-2		l w a								
1374-2		n a a a n e								
1906-2		iː n g i l a								
2419-2		s e k a								
2750-2		e o s i								
3441-2		s e o n g a								
3464-2		v o n a								
3639-2		g e t e m ŋ l a								
3981-2		i a m a b a								
4192-2		w i m b a								
4350-2		l e e l o o								
278-2		s a								
3971-2		k a m a								
55-2		ɲ a m a								
43-2		v oː l m u								
93-2		k o n o								
459-2		l u m a								
2689-3			n a ɲ a							
893-3			a a n a a							
1285-3			n w a							
1303-3			m p o n a							
2197-3			dʒ p a l a							
2828-3			p i ɲ a							
3572-3			s o ɲ i							
1095-3			l i ɲ a							
1755-3			ɲ e							
1789-3			k a l a a ŋ g a							
3207-3			p u l a							
3519-3			x u ɲ a							
3686-3			tʰ á n tʰ a							
4249-3			x u ɲ i							
4451-3			β i x i							
448-3			m o n a n a							
630-3			dʒ e e l e							
1216-3			k a β g a							
1228-3			tʰ w a a							
1418-3			dʒ i n a a a							
1475-3			tʃ w a							
3397-3			β o l a							
4003-3			tʰ i tʰ x a							
4040-3			k e ɲ i							
4373-3			l á n i							
4384-3			i n o							
181-3			k o o ŋ g o							
419-3			l o k a							
587-3			o a n k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l w a a							
1374-3			m i a a n e							
1396-3			s o f u							
1666-3			tʰ a a m o							
1767-3			k o k o							
1906-3			i n k i l a							
2177-3			m k a g i							
2286-3			l a							
2317-3			f u β a							
2750-3			e a s i							
3275-3			x a a n a							
3464-3			β o ɲ a							
3639-3			x x e n ŋ g a							
3981-3			i i m n g a							
4192-3			f á n d a							
4260-3			s w a a							
4350-3			l e e l o o							
278-3			β a							
745-3			x a x e							
3971-3			x a n a							
93-3			k o ɲ o							
200-3			β i							
374-3			dʒ a a l j a							
508-3			x o f u							
528-3			β i l i							
2689-4				s i s a						
893-4				b s s ɔ a						
1285-4				s w e g						
3572-4				s i s a						
1755-4				b á a						
1789-4				t i g ŋ ŋ g a						
3686-4				p o ŋ g a						
4451-4				p i s a						
1216-4				b ɔ n dʒ ɔ a						
4003-4				p o n s a						
419-4				k ɔ g a						
1122-4				k ɔ g a						
1430-4				k ɔ s a						
1666-4				t o ŋ s a						
1767-4				a s a						
55-4				s a s a						
94-4				b i g a						
2717-4				t k e ŋ g a						
2689-5					m á m					
893-5					n β					
1285-5					n w					
1303-5					m b o m					
2197-5					s b l					
2828-5					β i n					
3572-5					β o n i					
1095-5					l i n					
3207-5					β u l					
3519-5					t u m					
3686-5					β n β					
4249-5					k u m i					
448-5					n u b d n i					
630-5					β e e l e					
814-5					m o ŋ g e					
1228-5					p w					
1418-5					ʃ i n b					
2026-5					t w e					
2775-5					p u ŋ g					
3397-5					β o l					
3826-5					s o k					
4040-5					e n i					
4373-5					l á n i					
4384-5					i n o					
84-5					u u l u					
116-5					f i k					
587-5					o n d o					
848-5					k á l					
1159-5					m					
1350-5					l w a					
1396-5					ʃ á β u					
1430-5					i s o					
1767-5					o k o					
2286-5					l					
2317-5					β u β a					
2419-5					s e k					
2750-5					e e ʃ i					
3018-5					s i l					
3275-5					k a m a					
3441-5					s e m g					
3885-5					t u m					
4192-5					β i n d					
4260-5					s w a					
4350-5					l e e l o					
278-5					β a					
745-5					β á β o					
3971-5					β a m a					
55-5					n á m					
94-5					k o k a					
2717-5					t β n ŋ g i					
4139-5					m u n					
200-5					β i					
374-5					t a l j a					
508-5					β o f u					
528-5					β i l i					
575-5					t					
1303-6						k l ɔ l ɔ				
1755-6						m ɲ a				
448-6						ɲ ɔ n ɲ ɔ				
1475-6						u ɔ				
3397-6						k ɔ l				
2286-6						l ɔ				
278-6						l l				
2717-6						t l n ɛ				
2689-7							a ɲ a			
893-7							b a			
1285-7							w a			
1303-7							t o m a			
2197-7							z l a			
2828-7							i ɲ a			
3572-7							f o ɲ i			
1095-7							i ɲ a			
1755-7							g ɲ e			
1789-7							k á ŋ k a			
3519-7							t u m a			
3686-7							i ŋ t a			
4249-7							k u ɲ i			
4451-7							v i s i			
814-7							o m b e			
1216-7							k a v b a			
1475-7							ɣ w a			
2026-7							t w e			
2775-7							v u m b a			
3826-7							z o t a			
4003-7							i f a			
4040-7							ɣ e ɲ i			
84-7							ɣ u u			
116-7							f i k a			
181-7							ɣ o ŋ b o			
419-7							o k a			
587-7							o ŋ k o			
660-7							l l a			
848-7							t a a			
1122-7							v i n a			
1159-7							a			
1374-7							n e			
1396-7							f o v u			
1430-7							i z o			
1906-7							i ŋ ɣ i a			
2177-7							g a b b			
2419-7							f e k a			
3018-7							z i r a			
3275-7							k a n a			
3441-7							tʃ e ŋ b a			
3464-7							f o ɲ a			
3639-7							t á t m a			
3885-7							z i m u			
4192-7							f i m b a			
745-7							p a k o			
3971-7							p a m a			
55-7							á ɲ a			
2717-7							k a ŋ d a			
4139-7							u v a			
93-7							k o ɲ o			
459-7							u m a			
575-7							t a			
2689-8								v a a		
1285-8								ŋ w a a		
1303-8								t ŋ m a		
2197-8								v β a r a		
2828-8								ɣ î n a		
3572-8								ŋ á n i		
1755-8								t w u		
1789-8								β a r tʃ g a		
3207-8								f u r a		
3519-8								t u a		
3686-8								t i ŋ g a		
4249-8								k u m i		
4451-8								β i v i		
814-8								tʃ ŋ p a		
1228-8								p w a a		
2026-8								t w e		
2775-8								t u ɣ ŋ g a		
3826-8								á k a		
4040-8								β e n i		
181-8								v tʃ ŋ b a		
660-8								r á r a		
848-8								k á r a		
1083-8								r i r a		
1159-8								a		
1350-8								r w a a		
1396-8								v î v u		
1666-8								t i n u		
2177-8								n t a v t		
2317-8								v u a		
4260-8								ʃ w a		
745-8								k ô k o		
3971-8								k ô r a		
94-8								β i g a		
2717-8								ŋ t u ŋ g a		
4139-8								m ô n a		
43-8								t o a		
575-8								a		
871-8								t o a		
2689-9									n a ɲ a	
893-9									a t a	
1285-9									n e a	
1303-9									n t o ɲ a	
2197-9									s a l	
2828-9									l i ɲ a	
3572-9									s o ɲ i	
1095-9									l i ɲ a	
1789-9									k a l ɲ t a	
3207-9									b ʊ l a	
4249-9									k ʊ ɲ i	
4451-9									b i s i	
630-9									b e l e	
814-9									o m b e	
1228-9									p w w a	
1418-9									b i n g g g a	
1475-9									t w a	
2026-9									k i n	
2775-9									b u ŋ b a	
3397-9									b o l a	
3826-9									s o p a	
4003-9									i b a	
4040-9									p e ɲ i	
4373-9									l i nː i	
4384-9									i n o	
116-9									s i p a	
181-9									ʊ ŋ g ʊ	
1083-9									l i l a	
1374-9									d ɲ e	
1430-9									i s o	
1666-9									k á nː o	
1767-9									g o p o	
1906-9									p n t i l a	
2177-9									k a g g	
2419-9									s e p a	
2750-9									e z i	
3018-9									s i l a	
3441-9									s a ŋ g a	
3885-9									k i m o	
3981-9									i g g a	
4260-9									s e w a	
4350-9									l e l t o	
278-9									b a	
745-9									g a k o	
55-9									a ɲ a	
94-9									s o k o	
4139-9									m i n a	
200-9									b i	
528-9									b i l i	
871-9									k o nː a	
2689-10										qʰ á l a
893-10										a l n ɛ l ɛ
1285-10										l l l l
2197-10										t χ á l a
2828-10										f á l a
1095-10										l á m a
1755-10										χ ɲ ʊ̀
3207-10										χ ʊ l a
3519-10										k ʊ l a
448-10										l i χ χ l a
630-10										s l ʊ l ɛ
1216-10										χ a f χ l a
1418-10										b i l pʰ χ l a
2775-10										b l l l χ a
3397-10										f ɔ l ɔ
4373-10										pʰ i l i
4384-10										i ɲ ɔ
84-10										pʰ χ χ ʊ l a
1083-10										tɬʰ i l a
1122-10										b á l a
2286-10										ɲ ɲ
2317-10										f ʊ χ a
3018-10										b á l a
3275-10										χ l á l a
3464-10										f á l a
3639-10										b ɛ l ɛ n ɛ l a
3885-10										pʰ i l a
3981-10										o n χ χ a
94-10										ɔ χ a
4139-10										m á n a
43-10										qʰ o χ l a
374-10										χ l l l l l a
459-10										l á m a
508-10										s ɔ χ u
871-10										χ ɔ l a
