COGID	Albanian	English	French	German	Latin
814-4				ʃ t t t	
416-4				v ai t	
1233-4				ʃ a t	
884-4				ʃ a r t	
78-4				l l t	
514-4				ʃ a r t	
116-4				l t	
188-4				d a r	
745-4				f r ʃ a r	
1100-4				g r l t	
630-4				a l t t	
1155-4				l t	
24-4				v ai t	
232-4				l t	
671-4				l ai t	
460-4				ʃ t l t	
8-4				a t t	
385-4				ʃ t	
945-4				ʃ l t	
1041-4				ʃ t ai l	
492-4				d a t	
527-4				v ai s	
14-4				v a l t	
1-4				v l	
915-4				g a t	
271-4				v r	
560-5					p i t
438-5					a r
1222-5					p r
353-5					p l p
201-5					s i l a
20-5					p a r
503-5					p l aː t
957-5					k a
728-5					k a aː
244-5					p a a
289-5					k i aː
911-5					r a aː a
724-5					a r aː
145-5					k t
992-5					p aː
1181-5					m a g aː
706-5					p a
106-5					m a r a
741-5					p i d
421-5					p l aː r iː
227-5					p l aː
920-5					m o r d
1083-5					r iː
1066-5					p a
1125-5					k l
1197-5					m a r a
473-5					k a
284-5					p a a
661-5					k a
701-5					r a aː
315-5					r l aː a
1169-5					m a l a
982-5					p l aː
987-5					m i aː
1055-5					p a a a r
1130-5					m a l
433-5					m a l a
585-5					s a
625-5					m a t a
1186-5					p a a
814-5					a r r a
416-5					k i
1233-5					p i k
884-5					m a r a
916-5					s
1016-5					a r aː l p l a
952-5					p a
78-5					k k aː
1079-5					s i aː
116-5					k aː
188-5					a
745-5					k i a k
47-5					m l a r a
111-5					p a t
1061-5					m a l a t d
630-5					n i
1155-5					p i d
24-5					k k aː
232-5					k i
343-5					m i l l a
460-5					w a r iː
945-5					k k aː a
644-5					k o
683-5					s a l t a
650-5					m a l l a
612-5					s i l aː
1041-5					k k t aː
871-5					m r l i t a
492-5					aː
1209-5					m o l aː d
667-5					s a
499-5					m a
1029-5					p i
272-5					m a a r a
