COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1692-1	pʰ o n̪ o						
1306-1	ɾ u						
405-1	b o ŋ o						
294-1	ɾ u						
661-1	b o ŋ o						
413-1	kʰʲ ɜ kʰʲ						
996-1	kʰʲ ɜ n̪						
1012-1	t̪ r̪ o b ɜ ɾ						
181-1	pʰ r̪ i t̪ r̪ o i						
1660-1	g u n̪ d e						
1440-1	d̪ r̪ r̪ ɪ ŋ						
1652-1	l o						
1037-1	s̪ r̪ ĩ ŋ m ɜ						
677-1	l̪ ɜ x m o						
1561-1	ɕ ɑ̃ r̪ p ɑ						
447-1	s̪ k ɜ m b o						
828-1	ɾ i ŋ m o						
1247-1	tɕ ɜ t̪						
391-1	r̪ ɜ x m o						
972-1	ȵ i m o ɾ						
531-1	t̪ʰ ɜ r̪ r̪ i ŋ i						
253-1	tɕ o ɣ o						
1282-1	h u n̪ m e						
812-1	j ɜ m o						
245-1	t̪ʰ u r̪ u						
1609-1	k ɑ r̪ p o						
261-1	n̪ ɑ p o						
1143-1	m ɑ r̪ p o						
1065-1	tɕ kʰʲ k						
1504-1	ȵ ɪ s̪						
1432-1	s̪ u m						
634-1	b kʰʲ ɪ						
1255-1	t̪ r̪ u kʰʲ						
488-1	b gʲ ɜ t̪						
1004-1	ʊ ɾ g u						
506-1	tɕ u s̪ tɕ kʰʲ k						
1488-1	tɕ o ŋ ɜ s̪						
1496-1	h i ɕ u						
1073-1	b gʲ ɜ						
1617-1	s̪ u						
1569-1	tɕ ɪ						
1593-1	g ɑ						
1585-1	n̪ ɑ m						
759-1	h ɑ m m e						
1415-1	d̪ ɛ						
1215-1	kʰ o ɜ s̪ tθʰ o ɑ̃ s̪						
422-1	l o x s̪ o						
310-1	tɕʰ ɜ p o						
189-1	g ɑ ŋ ɑ						
25-1	z̪ ʊ s̪						
9-1	l̪ t̪ o k s̪						
57-1	t̪ʰ ʊ s̪						
17-1	s̪ k o m s̪						
709-2		g o o					
522-2		ɣ d o ŋ					
514-2		m i k					
464-2		s̪ ŋ ɑ					
1020-2		s̪ ŋ ɜ m s̪ u l					
1355-2		s̪ o					
1464-2		l̪ tɕ e					
302-2		b r̪ ɜ ŋ					
237-2		l̪ t̪ ɑ ɑ					
205-2		p l ɜ q p ɜ					
1089-2		l ɜ q d̪ʲ i l					
804-2		k ɜ ŋ m ɜ					
1263-2		b ɜ x s̪ p ɜ					
286-2		ɾ u s̪ p ɜ					
717-2		s̪ ŋ i ŋ					
269-2		kʰ r̪ ɜ q					
1512-2		l̪ tɕ i n̪					
555-2		l̪ ɑ ɜ k p ɜ					
751-2		n̪ ɜ ŋ					
439-2		z̪ g o					
601-2		ɕ i ŋ					
320-2		ɑ ɜ x m ɜ					
1106-2		b u					
693-2		h ɜ d̪ʲ o ɑ ɑ					
221-2		s̪ t̪ ɜ r̪ e					
1199-2		t̪ʰ ɑ q b ɑ					
1424-2		s̪ k u t̪ p ɑ					
904-2		l d̪ʲ o t̪					
1273-2		s̪ ŋ ɜ m					
1323-2		s̪ k ɜ r̪ m ɜ					
1127-2		ɑ ɜ r̪ p ɜ					
1529-2		ɑ u					
1175-2		ɾ gʲ ɜ m d̪ʲ o					
383-2		ɑ s̪ i l					
820-2		l̪ o k					
1636-2		l̪ u ŋ					
1331-2		ɾ d̪ ɑ ɑ					
1097-2		l ɜ m					
1223-2		ɑ ɜ ŋ ɑ					
592-2		m ɑ					
1290-2		t̪ u t̪ p ɑ					
669-2		s̪ ɛ ɾ					
1472-2		s̪ t̪ ɑ ɣ ʑ i					
788-2		l o ŋ ɑ					
1191-2		ɾ ɜ m p ɑ					
626-2		m i n̪ d o q					
844-2		ɑ m					
879-2		ɑ ɑ					
1151-2		b r̪ ɜ s̪					
1119-2		ɑ l u					
365-2		s̪ ŋ ɛ r̪ m ɜ					
1480-2		j u ŋ					
653-2		z̪ g o k p ɑ					
1081-2		d̪ʲ o ŋ					
1448-2		p ɑ ɣ ɜ n̪					
1029-2		m ɑ ɾ					
863-2		ɕ ɑ					
539-2		d̪ʲ i l					
610-2		ŋ ɑ					
350-2		ɑ ɜ ŋ o					
871-2		o ŋ ɑ					
734-2		ɾ ɑ ɑ					
431-2		kʰ i					
1298-2		o ɣ b ʊ l					
929-2		d̪ʲ ɜ ŋ k i					
1315-2		t̪ ɑ x s̪ k ɜ n̪					
964-2		m i n̪ t̪ ɜ x					
836-2		m i					
1644-2		b r̪ u s̪ t̪ r̪ i ŋ					
547-2		ɜ t̪ ɑ					
1048-2		k ɜ k ɑ					
1692-2		n̪ o n̪ o					
1306-2		b u					
405-2		b o ŋ o					
294-2		b u					
661-2		b o ŋ o					
413-2		ʑ ɜ q					
996-2		d̪ʲ ɜ n̪					
1012-2		t̪ r̪ o b ɜ ɾ					
181-2		pʰ i r̪ o					
1660-2		g u n̪ d e					
1440-2		d̪ i r̪ i ŋ					
1652-2		l o					
1037-2		s̪ ŋ i ŋ m ɑ					
677-2		ɑ ɜ x m o					
1561-2		ɕ ɛ r̪ p ɑ					
447-2		s̪ k ɜ m b o					
828-2		ɾ i ŋ m o					
1247-2		tɕ ɜ ɜ t̪					
391-2		g r̪ ɜ x m o					
972-2		ŋ i ŋ o ɾ					
531-2		t̪ʰ ɜ q r̪ i ŋ					
253-2		tɕ o ɣ o					
1282-2		d̪ʲ u n̪ d̪ʲ ɛ					
812-2		j ɜ ŋ m o					
245-2		t̪ʰ u ɾ u					
1609-2		k ɑ r̪ p o					
261-2		n̪ ɑ q p o					
1143-2		m ɑ r̪ p o					
1065-2		tɕ i k					
1504-2		ŋ i s̪					
1432-2		s̪ u m					
634-2		ʑ i					
1255-2		t̪ r̪ u k					
488-2		b gʲ ɛ t̪					
1004-2		ɾ g ɑ					
506-2		tɕ u s̪ tɕ i k					
1488-2		tɕ o ŋ ɜ s̪					
1496-2		ŋ i ɕ u					
1073-2		b gʲ ɑ					
1617-2		s̪ u					
1569-2		tɕ i					
1593-2		g ɑ ɾ					
1585-2		n̪ ɑ m					
759-2		d̪ʲ ɑ m					
1415-2		d̪ o ŋ					
1215-2		d̪ʲ o q s̪ ɑ d̪ʲ o q s̪					
422-2		l o x s̪ o					
310-2		ɑ ɜ q p o					
189-2		g ɑ ŋ m ɑ					
25-2		z̪ o s̪					
9-2		l̪ t̪ o k s̪					
57-2		t̪ʰ ʊ ŋ s̪					
17-2		s̪ k o m s̪					
709-3			g o o				
522-3			ɑ ɣ d o ŋ				
514-3			m ɪ k				
464-3			s̪ n̪ ɑ				
1020-3			s̪ n̪ ɜ m s̪ u l				
1355-3			s̪ o				
1464-3			l tɕ e				
302-3			b r̪ ɜ ŋ				
237-3			l t̪ dð ɑ				
205-3			p l ɜ q p ɜ				
1089-3			l ɜ q dð ɪ l				
804-3			k ɜ ŋ m ɜ				
1263-3			b ɜ k s̪ p ɜ				
286-3			ɾ u s̪ p ɜ				
717-3			s̪ n̪ i ŋ				
269-3			kʰ r̪ ɜ q				
1512-3			x tɕ i n̪				
555-3			dð ɜ k p ɜ				
751-3			n̪ ɜ ŋ				
439-3			z̪ g o				
601-3			ɕ i ŋ				
320-3			pʰ l ɜ x m ɜ				
1106-3			b u				
693-3			h ɜ dð o ɽ ɑ				
221-3			s̪ t̪ ɜ r̪ e				
1199-3			t̪ʰ ɑ q p ɜ				
1424-3			s̪ k u t̪ p ɜ				
904-3			l dð o t̪				
1273-3			n̪ ɜ m				
1323-3			s̪ k ɜ r̪ m ɜ				
1127-3			tɕʰ ɜ r̪ p ɜ				
1529-3			tɕʰ u				
1175-3			ɾ gʲ ɛ m dð o				
383-3			p s̪ ɪ l				
820-3			l o k				
1636-3			x l u ŋ				
1331-3			u ɾ d̪ dð ɑ				
1097-3			l ɜ m				
1223-3			pʰ ŋ ɑ				
592-3			m e				
1290-3			dð u t̪ p ɜ				
669-3			x s̪ ɛ ɾ				
1472-3			s̪ t̪ ɑ q ʑ i				
788-3			l o ŋ ɑ				
1191-3			ɾ ɜ m p ɜ				
626-3			m ɜ n̪ d o q				
844-3			ɑ m				
879-3			tɕʰ ɑ				
1151-3			b r̪ ɜ s̪				
1119-3			ɑ l u				
365-3			s̪ dð ɜ r̪ m ɜ				
1480-3			j u ŋ				
653-3			z̪ g o k p ɜ				
1081-3			dð o ŋ				
1448-3			p ɑ ɣ ɜ n̪				
1029-3			m ɑ ɾ				
863-3			ɕ ɜ				
539-3			tθʰ ɪ l				
610-3			dð ɑ				
350-3			pʰ ɜ ŋ o				
871-3			o ŋ ɑ				
734-3			ɾ dð ɑ				
431-3			kʰ i				
1298-3			o ɸ b u l				
929-3			dð ɜ ŋ dð i				
1315-3			t̪ ɑ k s̪ k ɜ n̪				
964-3			m ɜ n̪ t̪ ɜ x				
836-3			m i				
1644-3			b r̪ u s̪ t̪ dð i ŋ				
547-3			ɜ t̪ ɜ				
1048-3			k k ɜ				
1692-3			pʰ o n̪ o				
1306-3			b u				
405-3			b o ŋ o				
294-3			p l̪ u				
661-3			b o ŋ o				
413-3			dð ɜ q				
996-3			tθʰ ɜ n̪				
1012-3			t̪ r̪ o b ɜ ɾ				
181-3			pʰ i r̪ o				
1660-3			g u n̪ d e				
1440-3			d̪ ɪ r̪ i ŋ				
1652-3			l o				
1037-3			dð ɪ ŋ m ɜ				
677-3			l ɜ x m o				
1561-3			x ɕ ɛ r̪ dð ɜ				
447-3			s̪ k ɜ m b o				
828-3			ɾ i ŋ m o				
1247-3			tɕ ɜ t̪				
391-3			r̪ ɜ x m o				
972-3			dð i m o ɾ				
531-3			t̪ʰ ɜ q r̪ i ŋ				
253-3			tɕ o ɣ o				
1282-3			dð u n̪ dð e				
812-3			j ɑ ŋ m o				
245-3			t̪ʰ o ɾ u				
1609-3			k ɑ r̪ dð o				
261-3			n̪ ɑ q p o				
1143-3			m ɑ dð dð o				
1065-3			tɕ ɪ k				
1504-3			dð i s̪				
1432-3			x s̪ u m				
634-3			b ʑ i				
1255-3			t̪ r̪ u k				
488-3			b gʲ ɜ t̪				
1004-3			u ɾ g o				
506-3			tɕ u s̪ tɕ ɪ k				
1488-3			tɕ o ŋ ɜ s̪				
1496-3			dð i ɕ u				
1073-3			b gʲ ɜ				
1617-3			s̪ u				
1569-3			tɕ i				
1593-3			g ɑ ɾ				
1585-3			n̪ ɑ m				
759-3			dð ɑ m				
1415-3			d̪ o ŋ				
1215-3			dð o q s̪ ɑ dð o q s̪				
422-3			l o x s̪ o				
310-3			tɕʰ ɜ q s̪ o				
189-3			g ɑ ŋ m ɜ				
25-3			z̪ u s̪				
9-3			l t̪ o k s̪				
57-3			t̪ʰ u ŋ s̪				
17-3			s̪ k o m s̪				
709-4				g o o			
522-4				o g d o ŋ			
514-4				m i k			
464-4				s̪ n̪ ɑ			
1020-4				s̪ n̪ ɜ m s̪ u l			
1355-4				s̪ o			
1464-4				l̪ g e			
302-4				b l ɜ ŋ			
237-4				l̪ t̪ g ɑ			
205-4				p g ɜ q p ɜ			
1089-4				l ɜ q g i l			
804-4				k ɜ ŋ m ɜ			
1263-4				b ɜ k s̪ p ɑ			
286-4				ɾ u s̪ p ɜ			
717-4				s̪ n̪ i ŋ			
269-4				g ɜ q			
1512-4				g g i n̪			
555-4				g ɜ k p ɜ			
751-4				n̪ ɜ ŋ			
439-4				z̪ g o			
601-4				ɕ i ŋ			
320-4				b ɜ g m ɜ			
1106-4				b u			
693-4				h ɜ g o g ɑ			
221-4				s̪ t̪ ɑ r̪ e			
1199-4				t̪ʰ ɑ q p ɜ			
1424-4				s̪ k u t̪ p ɜ			
904-4				l z̪ o t̪			
1273-4				s̪ n̪ ɜ m			
1323-4				s̪ k ɜ r̪ m ɜ			
1127-4				g ɜ r̪ g ɜ			
1529-4				g u			
1175-4				ɾ g ɛ m g o			
383-4				p s̪ i l			
820-4				l̪ o k			
1636-4				g l u ŋ			
1331-4				ʊ ɾ d̪ g ɑ			
1097-4				l ɜ m			
1223-4				b ɑ ŋ ɑ			
592-4				m g			
1290-4				t̪ u t̪ p ɜ			
669-4				g s̪ ɛ ɾ			
1472-4				s̪ t̪ ɜ g dʑ i			
788-4				l o ŋ ɑ			
1191-4				ɾ ɜ m p ɜ			
626-4				m ɛ n̪ d o q			
844-4				ɑ m			
879-4				g ɑ			
1151-4				b l ɜ s̪			
1119-4				ɑ l u			
365-4				s̪ g ɛ r̪ m ɜ			
1480-4				j u ŋ			
653-4				z̪ g o k p ɜ			
1081-4				g o ŋ			
1448-4				p ɑ g ɜ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɜ			
539-4				tθʰ i l			
610-4				g ɑ			
350-4				b ɜ ŋ o			
871-4				o ŋ ɑ			
734-4				ɾ g ɑ			
431-4				kʰ i			
1298-4				o g b ʊ l			
929-4				g ɜ ŋ k i			
1315-4				t̪ ɑ k s̪ k ɜ n̪			
964-4				m ɛ n̪ t̪ ɜ g			
836-4				m i			
1644-4				b u s̪ t̪ r̪ i ŋ			
547-4				ɑ t̪ ɜ			
1048-4				k ɜ k ɜ			
1692-4				b o n̪ o			
1306-4				b u			
405-4				b o ŋ o			
294-4				p g u			
661-4				b o ŋ o			
413-4				dʑ ɜ q			
996-4				tθʰ ɜ n̪			
1012-4				t̪ r̪ o b ɜ ɾ			
181-4				b i t̪ r̪ o			
1660-4				g u n̪ d e			
1440-4				d̪ i r̪ i ŋ			
1652-4				l o			
1037-4				s̪ g i ŋ m ɜ			
677-4				g ɜ g m o			
1561-4				g ɕ ɛ r̪ g ɜ			
447-4				s̪ k ɜ m b o			
828-4				ɾ i ŋ m o			
1247-4				g ɜ t̪			
391-4				ʐ ɜ g m o			
972-4				g i m o ɾ			
531-4				t̪ʰ ɜ g r̪ i ŋ			
253-4				g o g o			
1282-4				g u n̪ g e			
812-4				j ɑ ŋ m o			
245-4				t̪ʰ u ɾ u			
1609-4				k ɑ r̪ g o			
261-4				n̪ ɜ q p o			
1143-4				m ɑ r̪ g o			
1065-4				g i k			
1504-4				g i s̪			
1432-4				s̪ u m			
634-4				b dʑ i			
1255-4				t̪ r̪ u k			
488-4				gʲ ɛ t̪			
1004-4				ɾ g g			
506-4				g u s̪ g i k			
1488-4				g o ŋ ɜ s̪			
1496-4				g i ɕ u			
1073-4				b gʲ ɜ			
1617-4				s̪ u			
1569-4				g i			
1593-4				g ɑ ɾ			
1585-4				n̪ ɑ m			
759-4				g ɑ m			
1415-4				d̪ o ŋ			
1215-4				g o q s̪ ɑ g o q s̪			
422-4				l o g s̪ o			
310-4				g ɜ q p o			
189-4				g ɑ ŋ m ɜ			
25-4				z̪ ʊ s̪			
9-4				l̪ t̪ o k s̪			
57-4				t̪ʰ g ŋ s̪			
17-4				s̪ k o m s̪			
709-5					g o o		
522-5					o x ɜ d o ŋ		
514-5					m ɪ k		
464-5					s̪ n̪ ɑ		
1020-5					n̪ ɜ m s̪ u l		
1355-5					s̪ o		
1464-5					l̪ tɕ		
302-5					b l ɜ ŋ		
237-5					l̪ t̪ ɑ		
205-5					p ɜ q p ɑ		
1089-5					l ɜ q ɪ l		
804-5					k ɜ ŋ m ɑ		
1263-5					b ɜ x p ɑ		
286-5					ɾ u s̪ p ɑ		
717-5					s̪ n̪ i ŋ		
269-5					ʈʂ ɜ q		
1512-5					x tɕ ɪ n̪		
555-5					ɑ k p ɑ		
751-5					n̪ ɜ ŋ		
439-5					z̪ g o		
601-5					ɕ i ŋ		
320-5					pʰ ɜ x m ɑ		
1106-5					b u		
693-5					h ɜ o ɽ ɑ		
221-5					s̪ t̪ ɜ r̪		
1199-5					t̪ʰ ɑ q p ɑ		
1424-5					s̪ k u t̪ p ɑ		
904-5					l t̪		
1273-5					x n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɑ		
1127-5					tɕʰ ɜ r̪ ɑ		
1529-5					tɕʰ u		
1175-5					ɾ gʲ ɛ m o		
383-5					p s̪ ɪ l		
820-5					l̪ o k		
1636-5					x l u ŋ		
1331-5					ʊ ɾ d̪ ɑ		
1097-5					l ɜ m		
1223-5					ɜ ŋ ɑ		
592-5					m		
1290-5					t̪ u t̪ p ɑ		
669-5					x s̪ ɛ ɾ		
1472-5					s̪ t̪ ɜ x i		
788-5					l o ŋ ɑ		
1191-5					ɾ ɜ m p ɑ		
626-5					m n̪ d o q		
844-5					ɑ m		
879-5					tɕʰ ɑ		
1151-5					b l ɜ s̪		
1119-5					ɑ l u		
365-5					s̪ ɛ r̪ m ɑ		
1480-5					j u ŋ		
653-5					z̪ g o k p ɑ		
1081-5					o ŋ		
1448-5					p ɑ x ɜ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ ɑ		
539-5					tθʰ ɪ l		
610-5					ɑ		
350-5					ɜ ŋ o		
871-5					o ŋ ɑ		
734-5					ɾ ɑ		
431-5					kʰ i		
1298-5					o x b ʊ l		
929-5					ɜ ŋ k i		
1315-5					t̪ ɑ s̪ k ɜ n̪		
964-5					m n̪ t̪ ɜ x		
836-5					m i		
1644-5					b ʊ s̪ t̪ r̪ i ŋ		
547-5					ɑ t̪ ɑ		
1048-5					k ɑ k ɑ		
1692-5					ʑ o n̪ o		
1306-5					b u		
405-5					b o ŋ o		
294-5					p u		
661-5					b o ŋ o		
413-5					ɜ q		
996-5					tθʰ ɜ n̪		
1012-5					t̪ r̪ o b ɜ ɾ		
181-5					i t̪ r̪ o		
1660-5					g u n̪ d		
1440-5					d̪ ɪ r̪ i ŋ		
1652-5					l o		
1037-5					s̪ i ŋ m ɑ		
677-5					ɜ x m o		
1561-5					ɕ r̪ ɑ		
447-5					s̪ k ɜ m b o		
828-5					ɾ i ŋ m o		
1247-5					tɕ ɜ t̪		
391-5					ɖʐ ɜ x m o		
972-5					i m o ɾ		
531-5					t̪ʰ ɜ q r̪ i ŋ		
253-5					tɕ o x o		
1282-5					d̪ʲ u n̪		
812-5					j ɑ ŋ m o		
245-5					t̪ʰ ʊ ɾ u		
1609-5					k ɑ r̪ o		
261-5					n̪ ɜ q p o		
1143-5					m ɑ r̪ o		
1065-5					tɕ i k		
1504-5					ɪ s̪		
1432-5					s̪ u m		
634-5					b i		
1255-5					t̪ r̪ u k		
488-5					gʲ ɜ t̪		
1004-5					ɾ g ʊ		
506-5					tɕ u s̪ tɕ i k		
1488-5					tɕ o ŋ ɜ s̪		
1496-5					i ɕ u		
1073-5					b gʲ ɑ		
1617-5					s̪ u		
1569-5					tɕ i		
1593-5					g ɑ ɾ		
1585-5					n̪ ɑ m		
759-5					ɑ m		
1415-5					d̪ o ŋ		
1215-5					pʰ o ɑ pʰ o		
422-5					l o x s̪ o		
310-5					tɕʰ ɜ q p o		
189-5					g ɑ ŋ m ɑ		
25-5					z̪ ʊ s̪		
9-5					l̪ t̪ o k s̪		
57-5					t̪ʰ ʊ ŋ s̪		
17-5					s̪ k o m s̪		
709-6						g o o	
522-6						ɣ x d o ŋ	
514-6						m ɪ k	
464-6						s̪ n̪ ɑ	
1020-6						n̪ ɜ m s̪ u l	
1355-6						s̪ o	
1464-6						l̪ tɕ e	
302-6						b l̥ ɜ ŋ	
237-6						l̪ t̪ f ɑ	
205-6						p l̥ ɜ q p ɜ	
1089-6						l ɜ q t̪ ɪ l	
804-6						k ɑ ŋ m ɜ	
1263-6						b ɜ k s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ i ŋ	
269-6						ʈʂ ɜ q	
1512-6						l̪ tɕ ɪ n̪	
555-6						n̪ ɜ k p ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						x ɜ x m ɜ	
1106-6						b u ʊ	
693-6						h ɜ t̪ o ɽ ɑ	
221-6						s̪ t̪ ɜ r̪ e	
1199-6						t̪ʰ ɜ q p ɜ	
1424-6						s̪ k u t̪ p ɜ	
904-6						l z̪ o t̪	
1273-6						s̪ n̪ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						tɕʰ ɜ r̪ ɜ	
1529-6						tɕʰ u	
1175-6						ɾ gʲ ɛ m t̪ o	
383-6						p s̪ ɪ l	
820-6						l̪ o k	
1636-6						b l u ŋ	
1331-6						n̪ ɾ d̪ f ɑ	
1097-6						l ɜ m	
1223-6						b ɜ ŋ ɜ	
592-6						m e	
1290-6						t̪ u t̪ p ɜ	
669-6						x s̪ ɛ ɾ	
1472-6						s̪ t̪ ɑ ɣ p i	
788-6						l o ŋ ɑ	
1191-6						ɾ ɜ m p ɜ	
626-6						m ɜ n̪ d o q	
844-6						ɑ m	
879-6						tɕʰ ɑ	
1151-6						b l̥ ɜ s̪	
1119-6						ɑ l u	
365-6						s̪ ɕ ɛ r̪ m ɜ	
1480-6						j u ŋ	
653-6						z̪ g o k p ɜ	
1081-6						d̪ʲ o ŋ	
1448-6						p ɑ ɣ ɜ n̪	
1029-6						m ɜ ɾ	
863-6						ɕ ɜ	
539-6						d̪ʲ ɪ l	
610-6						n̪ ɑ	
350-6						n̪ ɜ ŋ o	
871-6						o ŋ l ɑ	
734-6						ɾ f ɑ	
431-6						kʰ i	
1298-6						o ɾ s̪ b ʊ l	
929-6						tθʰ ɜ ŋ k i	
1315-6						t̪ ɑ ɪ s̪ k ɜ n̪	
964-6						m b n̪ t̪ ɜ ɜ̃ s̪	
836-6						m i	
1644-6						b ʊ s̪ t̪ r̪ i ŋ	
547-6						ɑ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						pʰ o n̪ o	
1306-6						b u	
405-6						b o ŋ o	
294-6						p u	
661-6						b o ŋ o	
413-6						n̪ ɜ q	
996-6						d̪ʲ ɜ n̪	
1012-6						t̪ o b ɜ ɾ	
181-6						pʰ i t̪ r̪ o ŋ	
1660-6						g u n̪ d e	
1440-6						d̪ ɪ r̪ i ŋ	
1652-6						l o	
1037-6						s̪ n̪ k ŋ m ɜ	
677-6						n̪ ɜ x m o	
1561-6						ɕ ɜ r̪ f ɜ	
447-6						s̪ k ɜ m b o	
828-6						ɾ i ŋ m o	
1247-6						tɕ ɜ t̪	
391-6						ɖʐ ɜ x m o	
972-6						ȵ i m o ɾ	
531-6						t̪ʰ ɜ x r̪ i ŋ	
253-6						tɕ o ɣ o	
1282-6						tθʰ u n̪ t̪ e	
812-6						j ɑ ŋ m o	
245-6						t̪ʰ ʊ r̪ u	
1609-6						k ɑ r̪ f õ	
261-6						n̪ ɑ q p o	
1143-6						m ɑ r̪ f õ	
1065-6						tɕ ɪ k	
1504-6						ȵ i s̪	
1432-6						s̪ u m	
634-6						b ɪ i	
1255-6						t̪ u k	
488-6						x gʲ ɜ t̪	
1004-6						n̪ ɾ g ʊ	
506-6						tɕ u s̪ tɕ k	
1488-6						tɕ o ŋ ɜ s̪	
1496-6						ȵ i ɕ u	
1073-6						x gʲ ɜ	
1617-6						s̪ u	
1569-6						tɕ i	
1593-6						g ɜ	
1585-6						n̪ ɑ m	
759-6						tθʰ ɑ m t̪ e	
1415-6						d̪ o ŋ	
1215-6						tθʰ ʊ q ɑ t̪ ʊ q	
422-6						l ʊ x s̪ o	
310-6						tɕʰ ɜ q p o	
189-6						g n̪ ŋ m ɜ	
25-6						z̪ ʊ s̪	
9-6						l̪ t̪ o k s̪	
57-6						t̪ʰ ʊ ŋ s̪	
17-6						s̪ k o m s̪	
709-7							g o o
522-7							pʰ ɾ d o ŋ
514-7							m dð k
464-7							s̪ n̪ ɑ
1020-7							s̪ n̪ ɜ m s̪ u l
1355-7							s̪ o
1464-7							l dð dð
302-7							b ɑ ŋ
237-7							l t̪ dð ɑ
205-7							pʰ r̪ ɑ d p ɜ
1089-7							l ɑ d ɑ̃ l
804-7							k ɜ ŋ m ɜ
1263-7							b ɜ s̪ p ɜ
286-7							ɾ u s̪ p ɜ
717-7							s̪ n̪ i ŋ
269-7							z̪ r̪ ɜ d
1512-7							dð i n̪
555-7							u ɜ k p ɜ
751-7							n̪ ɜ ŋ
439-7							z̪ g o
601-7							ɕ i ŋ
320-7							pʰ ɜ d m ɜ
1106-7							b u b β̞
693-7							pʰ ɑ o ɾ ɑ
221-7							s̪ t̪ ɜ r̪ d
1199-7							t̪ʰ ɑ dð p ɑ
1424-7							s̪ k u t̪ p ɑ
904-7							l dð o t̪
1273-7							s̪ n̪ ɜ m
1323-7							s̪ k ɜ r̪ m ɜ
1127-7							pʰ ɜ r̪ d ɑ
1529-7							d̪ʲ u
1175-7							ɾ pʰ ɛ m d o
383-7							pʰ s̪ dð l
820-7							l ɪ k
1636-7							z̪ l u ŋ
1331-7							ɾ d̪ ɑ̃ ɑ
1097-7							l ɑ m
1223-7							pʰ ɜ dð ɑ
592-7							m dð
1290-7							d̪ʲ u t̪ p ɑ
669-7							s̪ ɛ ɾ
1472-7							s̪ t̪ ɑ d d i
788-7							l o dð ɑ
1191-7							ɾ ɑ m p ɑ
626-7							m ɛ n̪ d ɪ d
844-7							ɑ m
879-7							dð ɑ
1151-7							b r̪ ɑ s̪
1119-7							ɑ l u
365-7							s̪ ȵ ɛ r̪ m ɜ
