COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
106-3			tʃ i i s							
119-3			h w t i a s							
128-3			p m i							
147-3			tʃ i m i s							
231-3			p a a h r							
232-3			p i k t h							
239-3			tʃ a tʃ a a							
266-3			k tʃ t o							
3-3			w o s i s e							
4-3			w a s i							
55-3			n h i o							
109-3			i p i h i							
121-3			a p a w o n s							
149-3			tʃ t							
160-3			i s i							
207-3			m i							
112-3			tʃ e i t w t s							
125-3			k a tʃ a o e s							
134-3			k i p a tʃ i							
135-3			tʃ i j i a a							
139-3			o t t s i							
57-3			tʃ m k a w a							
71-3			m o i							
131-3			tʃ i a u a o							
146-3			o o a a							
227-3			w a p t tʃ a							
132-3			m m o i							
240-3			tʃ t m a							
52-4				i t e						
56-4				u m i						
96-4				a a a e						
99-4				a w i e n						
114-4				t o k i n						
115-4				u w n i						
133-4				t i p a a a i						
144-4				a a a w a i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				a j						
65-4				i w						
74-4				p a n a						
93-4				t a p a i i o						
95-4				w i k i						
106-4				t i n w n						
119-4				j j i i i n						
128-4				m o k n						
147-4				t i m i r						
231-4				p a n a w o						
232-4				p u i e o						
239-4				n a m a k a n						
266-4				i i i m						
3-4				a a a i k o						
4-4				w a j i						
51-4				w w i						
97-4				m a j a n a						
109-4				u p i j i o						
121-4				k a p i j a k a i						
149-4				t o k						
160-4				k i i u k						
163-4				u p i n						
167-4				p a						
207-4				m i ʔ						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t o p a k a o						
134-4				n a p a t						
135-4				k i i k a k						
139-4				w o n o m i						
142-4				p a a a a a a i						
145-4				k a t a t i o i						
148-4				ʒ̟ a a a a n						
162-4				i i i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				k a w a						
24-4				w a k a n a						
45-4				j j i j j w a						
50-4				i n a						
57-4				t o k a w a n						
71-4				o m i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t o k a ʒ̟ i a						
146-4				i k i a a a i						
151-4				k i w						
154-4				w a						
192-4				t o t						
205-4				i p a n						
227-4				a a p i t o						
235-4				e o w i						
237-4				n a m a j i						
246-4				i w i						
250-4				m o j o t o n t						
251-4				w a n a						
271-4				e i w						
284-4				w i m i						
285-4				i i a w i n						
44-4				w a tʃ a a						
75-4				u p i j a						
79-4				t a j						
94-4				i k o a o o i						
104-4				k a j w n						
132-4				a t						
153-4				tʃ a k						
157-4				t a a a m						
174-4				j i i i						
177-4				t o						
240-4				t i m a k						
270-4				k a w a ʒ̟ i ʔ						
52-5					e t e a					
56-5					e m r					
96-5					a r a e					
99-5					a e i e e n					
114-5					t o k i					
115-5					i w					
133-5					t i p a s a s					
144-5					a w a w s i					
150-5					k a w					
234-5					k o m					
236-5					p i k i n					
241-5					a w i n					
249-5					i f n					
1-5					w a k a					
2-5					w j m ʔ					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i k					
95-5					w i k i					
106-5					t i n i n					
119-5					j r t i i i					
128-5					k o k i					
147-5					t i m i k					
239-5					t a k a k a n					
266-5					i e i e					
3-5					a a i i k o					
4-5					w a r i					
51-5					i w i ʔ					
55-5					w j a m					
97-5					w a p o n					
109-5					i p w j i					
149-5					t o k					
160-5					k i r i k					
163-5					i p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a s a k a w					
112-5					t a i a s i a i					
116-5					t o p a k a					
134-5					n i p a t					
135-5					t i m i t a k					
139-5					m e k m s i					
142-5					p a r a m a					
145-5					k a r a t i n i					
148-5					t a w a w					
162-5					i n i n					
166-5					i m i					
179-5					t a					
201-5					p w					
21-5					t a n					
45-5					j w i a r ʔ a					
50-5					i n a ʔ					
71-5					m m i					
84-5					p i w a n					
91-5					m o k o n					
146-5					k i e a a					
151-5					k i w					
154-5					w e					
192-5					t y t					
197-5					t o r i m					
205-5					i p a n					
235-5					s o w i					
237-5					n i m a j i					
250-5					m o p r k o k					
251-5					w a n a					
267-5					t o w a					
271-5					j i w					
284-5					w i s i					
285-5					i r a w i n					
39-5					j a j a m a a					
42-5					k i t a o a s a					
44-5					w a n j a n					
75-5					i p i j ʔ					
79-5					t a n					
94-5					i k e r e e					
104-5					k r p i n					
122-5					p i k i n a s i					
153-5					j a k					
157-5					t a r a m					
174-5					p i r i					
177-5					t o					
270-5					k a w a k i					
52-6						t tʃ t a				
56-6						h w k				
96-6						a k a t				
99-6						a w n w a				
114-6						tʃ i a				
115-6						h h a i				
133-6						tʃ n p a n a				
144-6						w p a w a a				
150-6						n a w				
234-6						i w				
236-6						p a n t n				
241-6						a w n n				
249-6						n h n				
1-6						w a tʃ a				
2-6						w h w a				
65-6						a w a				
74-6						p a n a				
93-6						tʃ a p a k a n				
95-6						w a n i				
106-6						tʃ i n a n				
119-6						n w n tʃ i n				
128-6						p a n				
147-6						tʃ a k i a				
231-6						p a n a w a				
232-6						p a e m				
239-6						n a w a tʃ a n				
266-6						a tʃ t u i				
3-6						w a a n k				
4-6						w a k n				
55-6						n h a m				
97-6						w a p a j a				
109-6						n p i w n				
160-6						n a h a k i				
207-6						m n				
112-6						k a a a w n a				
116-6						tʃ p a i a a				
125-6						k a w a m a n				
134-6						n a p a tʃ				
135-6						k i u i i				
139-6						w t n t n a i				
201-6						p a				
21-6						k a w a a				
24-6						p a k a n a				
57-6						k n a w a n				
131-6						tʃ h n a i t k a				
227-6						w a p t t i				
267-6						tʃ w a				
132-6						t u a				
240-6						tʃ t t a n				
52-7							i t e o			
56-7							e j e			
96-7							a r a e			
99-7							a e i e r n			
114-7							m e k i t			
115-7							e e i n i			
133-7							m i a a r r i			
144-7							a a a w a			
150-7							k a w			
234-7							k e j			
236-7							a i k e n			
241-7							a w i n o			
249-7							i e e			
1-7							w a v a o			
2-7							u b j			
65-7							i w i n			
74-7							a a n a o			
93-7							m u a a r i e i			
95-7							w i k i			
106-7							t i n o n			
119-7							i r i i i			
128-7							k t k i n			
147-7							t i m i t			
231-7							a a n a j p			
232-7							m i i u p			
266-7							i i i k			
3-7							a i i i k o			
4-7							w a r i n			
51-7							e w e			
55-7							i v a m			
97-7							k a k u t o			
109-7							i a i j i n			
121-7							k a a i b a k o			
149-7							a u k o			
160-7							k i r i k n			
163-7							u a e n			
167-7							a a			
207-7							m i n			
259-7							t u w a			
66-7							k a r a k a w			
125-7							k a k i m a e i			
135-7							k i m i			
142-7							a a a r m o a			
145-7							k a r a t i e			
148-7							n a r a r o			
162-7							i i i n			
166-7							i m i			
179-7							a a			
201-7							p e e			
21-7							k a i o			
24-7							m a k u r a			
50-7							i n a ʔ			
57-7							t t k a j a n			
71-7							u j i			
84-7							a i w a n			
131-7							t e n e i i t i			
146-7							n n e a o a i			
151-7							k i w			
197-7							t i e o k			
205-7							i a a n			
227-7							j a a i a k o			
237-7							n a m a b i			
246-7							i w i o			
250-7							j u k u k i k			
251-7							w a n a			
267-7							m u w a			
271-7							e i w			
284-7							w i t i			
285-7							i r a w i n			
122-7							r i k i n a r i ʔ			
132-7							j t o n			
240-7							a n k a n o			
52-8								e k o		
56-8								m m o		
96-8								a e e		
99-8								a e a e		
114-8								t o k a		
115-8								m m a		
133-8								t a b a a		
144-8								a e a m a		
150-8								k a m		
234-8								k o j		
236-8								b a k o e		
241-8								a m e e		
249-8								a i o		
1-8								i t		
2-8								a m m		
65-8								a m a		
74-8								b a e a		
93-8								t b a e a e		
95-8								i a k a		
119-8								w a e e a		
231-8								b a e a i		
232-8								b a a		
239-8								n a j a k a e		
3-8								i a e a k		
4-8								j a e a		
51-8								m m e		
55-8								e m a j		
109-8								a b a m a		
121-8								k a b a m k		
149-8								k k		
163-8								m b o e		
167-8								b a		
259-8								t o i		
66-8								k a i a k a i		
112-8								t i a a a a a		
116-8								t b a k o		
125-8								k a k a s a i a		
145-8								k a e a e a o a		
45-8								m s a m a		
91-8								j k e		
235-8								o a i a		
246-8								e m e		
250-8								j o b k o k		
271-8								m a i		
284-8								i a e a		
39-8								m a j a s a m a		
42-8								k a t s i s		
177-8								t		
52-9									i t r a	
56-9									w m r	
96-9									a t a n	
99-9									a r i m a n	
114-9									t e k i n	
115-9									w w m	
133-9									t i p a a a i	
144-9									a a a w a i	
150-9									k a w	
234-9									k e m	
236-9									p i k w n	
241-9									a w i n m	
249-9									i ʃ ʃ	
1-9									w a k a m	
2-9									w j m	
65-9									i w	
74-9									p a n a	
93-9									t a p a r i n i	
95-9									w i t i	
106-9									t i n i n	
119-9									j m t i i n	
128-9									p m k m	
147-9									t i k i m	
231-9									p a n a w a	
232-9									p i p i m	
239-9									t a k a k a n	
266-9									i m i r	
3-9									w a r i k e	
4-9									w a k i m	
51-9									i w r	
55-9									i j a m	
97-9									m a p u m a	
109-9									i p i w r m	
121-9									k a p i j a k a	
149-9									t e k	
160-9									k i m i k	
163-9									i p n	
167-9									p a o	
207-9									m i ʔ	
259-9									t e w a	
66-9									k a r a k a w	
112-9									t a a u a i a	
116-9									t e p a k a n	
125-9									k a k i k a k i	
134-9									n a p a t i	
135-9									t i m i	
142-9									p a t a k a	
145-9									k a t a t i n	
148-9									t a w w a i	
162-9									i j i n o	
166-9									i k i n	
179-9									t a	
201-9									p r	
21-9									t a a m	
24-9									w a k a ʃ a	
45-9									k j i j a a	
50-9									i n a	
57-9									t e k a w a n	
71-9									r r i	
91-9									m e k e n	
151-9									k i w	
154-9									w r	
192-9									t e t	
197-9									t i r m	
205-9									i p a n	
227-9									j a p w t t	
235-9									ʃ u w i	
237-9									h a k a j i	
246-9									i w i a	
251-9									w a n a	
267-9									t a w a	
284-9									w i t i	
285-9									i r a w i n	
39-9									j a k i r i a	
42-9									t i t a a w a	
44-9									w a j w r o	
75-9									i p i j a	
79-9									t a m i	
94-9									i k r o m ʃ i	
104-9									k i p w o m	
122-9									ʃ i k i n a ʃ i	
153-9									ʃ a k	
157-9									t a r a m	
174-9									p ʃ ʃ i	
177-9									t a o	
270-9									k a w a k i ʔ	
52-10										i t m a
56-10										i m r ʔ
96-10										a r a n
99-10										a w i k e
114-10										t ø k i
115-10										i w i i
133-10										t i p a tʃ a
144-10										a m a w a i
150-10										k a w ʔ
234-10										k ø m
236-10										p i k i n ʔ
241-10										a w i n ʔ
249-10										i tʃ tʃ ʔ
1-10										w a h a ʔ
2-10										w h m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ
95-10										w i k i
106-10										t i n i
119-10										i j i t i a
128-10										p o k i
147-10										t i m i tʃ
231-10										p a n a w a
232-10										p i i i j ʔ
239-10										n a m a k a n
266-10										i e i m
3-10										w a i i k ʔ
4-10										w a r i ʔ
51-10										i w r
55-10										i h a m
97-10										m a p o m a
121-10										k a p i j a k ʔ i
149-10										t o k
160-10										k i r i k ʔ
163-10										i p r n
167-10										p a
207-10										m i ʔ
259-10										t ø w a
112-10										t a i w a i a
116-10										t ø p a k a tʃ i ʔ
125-10										k a t i m i a
134-10										n i p a t
139-10										m m k m tʃ i
142-10										a p a a m e a
145-10										k a r a t i ʔ i
148-10										t a w w r
162-10										i j i n
166-10										i m i
179-10										t a
201-10										p w
24-10										k a k a w a
45-10										i h i a r a a
50-10										i n a ʔ
71-10										o m i
84-10										p i w a n
91-10										m ø k ø n
146-10										i k i m a
151-10										k i w
154-10										w tʃ ʔ
192-10										t ø t
197-10										t i m i a
205-10										i p a n
235-10										tʃ o w i
237-10										n i m a j i
250-10										m o r o t i k a
251-10										w a n a
267-10										t o w a
271-10										j i w
284-10										w i t i
285-10										i r a w i n
39-10										j a m i r i m a
42-10										k i t r a m a
44-10										w a n w a h
79-10										t a i
94-10										i k e r e ʔ
104-10										k i p i n e
122-10										p i k i n i tʃ i
132-10										m
153-10										w a k
157-10										t a r a m
174-10										p i i i
177-10										t o
270-10										k a w a t i ʔ
