COGID	dutch	english	french	german
1546-1	s p ɪ k ə			
1959-1	s l aː p ə			
694-1	z n ɑ r			
1961-1	d r ʉ m ə			
323-1	l iː b ə d			
1885-1	x r ɑ v			
2156-1	k ɛ + k l t + ŋ			
1903-1	w ɔ n d ə			
525-1	z w ɛ l ɛɪ ŋ			
276-1	l ɑ m m			
274-1	d iː p			
278-1	b l ɪ n d			
258-1	d ə ɑ ŋ r ɔ ŋ k			
256-1	n aː k aː			
383-1	x t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v ə			
2003-1	k ɛ t ə l			
2024-1	p ɑ n +			
1321-1	k oː p			
1976-1	t ɑ ŋ ə			
1243-1	m aː l f ɛɪ t			
1265-1	v iː l ə			
1261-1	z iː v ə			
655-1	b r s d			
650-1	d eː +			
1532-1	k n ɛɪ t ə			
-36-1	z oː p			
34-1	b oː n ə			
-1647-1	v ɛɪ ɣ ə			
1469-2		s ɑː n		
2047-2		s uː n		
2054-2		d uː n ə r		
1375-2		l ɪ æ t		
760-2		w ɪ n d		
756-2		s n eɪ r		
726-2		m aɪ d ə r		
1351-2		ɡ r aɪ t əʊ k ɛ d ə r		
1353-2		ɡ r aɪ t əʊ m ɔː d ə r		
412-2		s uː æ n ə r		
406-2		s uː + p eɪ m r m m		
1005-2		s d iː k f əʊ d		
1012-2		s d iː v æ m ɔː d ə r		
1016-2		w ɛ d m		
1069-2		ɪ		
509-2		f iː l		
693-2		m iː l əʊ		
2179-2		n ɛ s t		
1753-2		f æ s		
1131-2		w ɔ l f		
1198-2		b ɛ r		
2032-2		h ʌ t		
2241-2		n iː s		
2244-2		l ɪ p		
610-2		k n s		
945-2		h ɑː r t		
1534-2		l ɪ k		
384-2		s eɪ l		
1650-2		n ɔ t		
1663-2		s æ l		
2279-2		l ɪ n		
471-2		s eɪ		
1385-2		s ɛ d		
792-2		r ɪ		
1111-2		m ɑː s		
197-2		s w d		
2020-2		l æ		
867-2		h ʌ n d r		
1970-2		f ɔ l		
1230-2		d r ɪ d l̩		
2017-2		n iː r		
968-2		w ɛ z l̩		
1674-2		l ɑː n d		
1671-2		h æ l̩ l		
829-2		k l ɪ		
1025-2		w ɛ ʃ ə r		
1027-2		s ɛ		
1832-2		r iː		
-1816-2		ɔ t ə p		
-335-2		l əʊ æ ʌ n		
1043-2		s t r aɪ m		
423-2		s t n̩		
2049-2		m ɪ n d		
2062-2		s d r r m		
2065-2		r aɪ m b ɔː		
1368-2		s iː t		
1365-2		d iː w		
754-2		r aɪ l		
768-2		w ɛ d		
1211-2		f uː r r		
106-2		m ɑː n		
-98-2		b ɛ v ə		
719-2		f æ d ə r		
1341-2		s ʌ n		
-2027-2		d ɑː n d		
-2026-2		n iː f		
409-2		s uː ʌ n + d ʌ n ʌ		
402-2		s uː ʌ n ə d ɔ t l		
1014-2		s d iː v æ d ɔː k t r		
1059-2		w iː r		
120-2		s d ɑː l		
2194-2		ɔ ɛ əʊ		
2199-2		k ɑː l v		
2197-2		s iː əʊ p		
1523-2		s eɪ t		
512-2		m ɛ r		
2141-2		h æ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		θ iː v		
1758-2		m ɔ s		
1760-2		r æ		
1620-2		f ɪ n		
1282-2		w iː l v aɪ s		
1136-2		f ɔ k		
1309-2		l iː s		
1307-2		n ɛ t		
1305-2		f l ɔ		
711-2		w ɛ s p		
1442-2		f l iː		
62-2		m ɪ k		
-73-2		m ɔ s tʃ ɪ t +		
1810-2		h æ t +		
1805-2		f l əʊ s		
1813-2		h ʊ r r		
1811-2		b l əʊ t		
690-2		r ɪ p		
2177-2		h iː s t		
246-2		w əʊ d k r əʊ		
249-2		aʊ l l		
1506-2		n iː s n̩ l l		
2242-2		m aʊ n d		
2245-2		t ɔ		
2174-2		s p ɪ d l̩ r		
603-2		s l v ɔː ɡ		
601-2		h ɑː n d		
615-2		f ɪ ŋ l̩ r		
901-2		k l əʊ		
608-2		f uː t		
596-2		t ɛ		
937-2		b ɔː r s d		
936-2		n iː v l̩ l		
646-2		l ɔ		
947-2		l iː v ə r		
1606-2		h iː p		
472-2		n iː z		
1535-2		s w ɛ t		
1546-2		s p +		
1959-2		s l eɪ p		
694-2		s n ɪ r		
1961-2		d r ɪ m		
323-2		l iː v		
1885-2		ɡ r ɑː f		
2156-2		ɡ r z k k d d ɛ ɪ t		
1903-2		w ɔ n d		
525-2		s w ɛ f z		
276-2		l æ m		
274-2		d iː p		
278-2		b l ɪ n d		
258-2		d r ɪ ŋ k		
256-2		n iː k		
383-2		ɛ t		
207-2		r iː p		
376-2		d r ɪ ŋ k		
2014-2		r uː t d		
2009-2		ɔ v		
2003-2		k ɛ t l̩		
2024-2		p ɑː n		
1321-2		k ɔ p		
1976-2		t æ ŋ		
1243-2		m ɛ l æ ɪ d		
1265-2		p iː l		
1261-2		s iː v		
655-2		b r ɔ t		
650-2		d iː		
1532-2		k n ɛ d		
-36-2		s uː p		
34-2		b ɔ n		
-1647-2		f aɪ		
1469-3			ʃ o t t	
2047-3			ʃ o t	
2054-3			e ɑ̃ ʀ ʀ ʀ	
1375-3			l a t	
760-3			v ɑ̃ t t	
756-3			p t p ʀ	
726-3			ʀ ʀ	
1351-3			f ʀ i t p u ʀ	
1353-3			f ʀ i t ɑ̃ ʀ ʀ	
412-3			p ʀ a ɡ ʀ ʀ i ʀ ʀ	
406-3			b t a ɡ ʀ i ʀ ʀ	
1005-3			t t b ʀ p l t ʀ	
1012-3			t t b ʀ ʀ ʀ	
1016-3			v u t p l ʀ i	
1069-3			a ʀ	
509-3			p l l	
693-3			p l a	
2179-3			s ɑ̃ t t	
1753-3			f l t ʀ	
1131-3			v a a l	
1198-3			b k t	
2032-3			v a t ʀ	
2241-3			ʀ u t	
2244-3			ʀ a l	
610-3			b l	
945-3			s ɑ̃ t	
1534-3			ʀ i k	
384-3			ʃ o ɡ	
1650-3			p ɔ t ʀ	
1663-3			ʃ o z s	
2279-3			l a l ʀ	
471-3			ʃ o z	
1385-3			ʃ o t	
792-3			e a	
1111-3			ʃ u t t	
197-3			ʃ o z	
2020-3			l a ʀ	
867-3			p ɑ̃ t ʀ u t	
1970-3			p l l	
1230-3			ʀ ɑ̃ t ʀ	
2017-3			p b ʀ	
2183-3			p t b ʀ i	
1521-3			b a	
1755-3			s ɑ̃ t	
1760-3			ʀ u t	
1196-3			p o	
575-3			l p p t a	
2014-3			ʀ u t t	
1321-3				
1265-3			p p l	
1469-4				z a n t
2047-4				z ʊ n
2054-4				t ʊ n d ə r
1375-4				l ɪ x t ə
760-4				v ɪ n t
756-4				ʃ n d ə n
726-4				m uː t ə r
1351-4				ɡ r ɛ t + ɡ r m r
1353-4				ɡ r ai t + m d ə r
412-4				ʃ ɛ r ə ə n iː t ə
406-4				ʃ ʊ r ə + n iː t ə
1005-4				ʃ t iː + ə ɡ r m r
1012-4				ʃ t ɔ f + m d ə r
1016-4				v ai t t ə n +
1069-4				b x
509-4				f ɔ l ə n
693-4				m ɪ l + iː ə
2179-4				n ɛ s t
1753-4				f ɪ ʃ
1131-4				v ɔ l f
1198-4				b eː ai t ə
2032-4				h oː n n n
2241-4				n aː s ə
2244-4				l ɪ p
610-4				n ɪ x n
945-4				h ɛ r t
1534-4				l ɪ x ə n
384-4				ʃ ʊ ɡ ə n
1650-4				n oː t
1663-4				ʃ ɔ l t
2279-4				l ɪ n n n
471-4				z eː ə n
1385-4				z ɛ t ə n
792-4				j a k
1111-4				m aː s t
197-4				ʃ uː t ə n
2020-4				l a ŋ ə
867-4				h ʊ n d r r t
1970-4				f ɔ l
1230-4				t ɛ r ə n
2017-4				n ts t
968-4				v eː l t l t
1674-4				l a n t
1671-4				h aː f ə l
829-4				k l ɪ p
1025-4				v aː t ə r
1027-4				ʃ eː
1832-4				r au f
-1816-4				œ ʃ t aː n
-335-4				l aː ɡ uː n ə n
1043-4				ʃ t r ɪ m
423-4				ʃ t ai n
2049-4				m eː n
2062-4				ʃ t a m
2065-4				r ai + + m + b oː k
1368-4				ʃ ɛː a d f
1365-4				t oː
754-4				r ɛ ɡ ə n
768-4				v eː r ə
1211-4				f oː r r
106-4				m a n
-98-4				b ai b b ə
719-4				f aː d ə r
1341-4				z oː n
-2027-4				ts a t ə ə n
-2026-4				n eː b ɛ
409-4				ʃ ʊ n n + n oː n ə
402-4				ʃ ɔ s ə + d ʊ n t ə r
1014-4				ʃ t ʏ f + d oː x t ə n
1059-4				v eː
120-4				ʃ t a l
2183-4				ʃ t iː r ə
2194-4				ɔ ts
2199-4				k ɛ l f
2197-4				ʃ ɛː p ə ə
1523-4				z oː x
1521-4				b ɪ k ə
512-4				m ɛ r b
2141-4				h ɛ n
2147-4				ɡ a n
814-4				k r ai n
810-4				t oː f
1755-4				h ɔ n ts
1758-4				m ɛː ʃ ə
1620-4				f ɪ n
1282-4				v a l f ai ʃ
1136-4				f ɔ k
1309-4				l ai s ə
1307-4				n ai t
1305-4				f l yː
711-4				v ɛ ʃ p ə
1442-4				f l iː x
62-4				m ɪ x
-73-4				m ʏ s k ɛ t
1810-4				h ai t
1805-4				f l ai ʃ
1813-4				h aː r r
1811-4				b l ai t ə
690-4				r ɪ ʃ
2177-4				h oː t ə
246-4				v aː t r + b r au
249-4				oː ɡ l l t ə
1506-4				n aː s t f l yː ɡ ə l
2242-4				m ʊ n ə
2245-4				ts ʊ ŋ ə
1196-4				n ɛ x
2174-4				ʃ ɛː l t ə r
575-4				k aː s ə l
603-4				ɛ l ə + b oː ɡ
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l au
608-4				f uː t
596-4				ts ai n
937-4				b r r s t
936-4				n aː b ə l
646-4				l ʊ ŋ ə
947-4				l eː b ə r
1606-4				h ɔ pf ə
472-4				z ɔ z ə
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p aː t ə n
1959-4				ʃ l au p ə n
694-4				ʃ ə d r k ə n
1961-4				t r ɪ m ə n
323-4				l eː f ə n
1885-4				ɡ r aː f
2156-4				f a l t n n ə + h ai t
1903-4				v ʊ n t
525-4				ʃ v œ l ɪ ŋ
276-4				l a m
274-4				t oː f
278-4				b l ɪ n t
258-4				t r ʊ ŋ r ə n
256-4				n aː x l t
383-4				ɛ t ə n
207-4				r ai pf
376-4				t r ɪ ŋ r ə n
2014-4				r ɛ f t r
2009-4				ɡ f ə n
2003-4				k ɛ s ə l
2024-4				pf a n
1976-4				ts a ŋ
1243-4				m iː l ə ts ai t
1261-4				z eː b ə n
655-4				b r ʊ t
650-4				t iː k ə
1532-4				k eː eː ə ə n
-36-4				ʃ uː f
34-4				b oː n
-1647-4				f ʏ x
