COGID	Albanian	English	French	German	Latin
227-5					k a a a
920-5					k o r t u u
1083-5					k o r a eː
1066-5					u l a
1125-5					k e l o
1197-5					m e b u e
473-5					l a b i
284-5					a a n u
661-5					k a n a
701-5					l a eː i i
315-5					r a d i u d o
1169-5					k e l a
982-5					a s e kː i
987-5					k nː e
1055-5					k t a l u n
1130-5					k e kː i
433-5					k a l aː
585-5					d e
625-5					l a n i e
1186-5					k e n a
814-5					f u r i aː
416-5					k au a a
1233-5					a e n i eː
884-5					w e l i eː
916-5					aː a
1016-5					a a a o
952-5					a kʷ
78-5					k u a t
1079-5					p a aː
116-5					u t a
188-5					k k u t u l l
745-5					k e a u a
47-5					k k a l a
111-5					a a k o
1061-5					m a n t e a
630-5					n u k u o
1155-5					k u l i eː
24-5					k u u t
232-5					k u u i
343-5					f aː i e
460-5					d u u r iː t o
945-5					k e p u t
644-5					k au d a
683-5					s eː n i aː
650-5					s a aː o
612-5					f oː aː
1041-5					k k u t t
871-5					d r i d e
492-5					k e t t t
1209-5					w o l a
667-5					l aː w aː
499-5					aː aː
1029-5					aː aː
272-5					s a n o r
