COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1440-1	d̪ i r̪ i ŋ						
1652-1	l oˑ						
1037-1	s̪ ȵ i ŋ m ɜ						
677-1	ʑ ɜ x m o						
1561-1	ɕ e r̪ p ɑ						
447-1	s̪ k ɜ m b o						
828-1	ɾ i ŋ o						
1247-1	tɕ ɜ t̪						
391-1	ɖʐ ɜ x m o						
972-1	ŋ i m o ɾ						
531-1	t̪ʰ ɑ x r̪ i ŋ s̪						
253-1	tɕ o ɣ o						
1282-1	ɾ u n̪ tθ e						
812-1	j ɑ ŋ o m o						
245-1	t̪ʰ u r̪ u						
1609-1	k ɑ ɕ p o						
261-1	n̪ ɑ q p o						
1143-1	m ɑ r̪ p o						
1065-1	tɕ i k						
1504-1	ȵ i s̪						
1432-1	s̪ u m						
634-1	ɾ ʑ i						
1255-1	t̪ r̪ u k kʰ						
488-1	ɾ gʲ t̪						
1004-1	ʊ ɾ g o						
506-1	tɕ u s̪ tɕ ɪ k						
1488-1	tɕ o ŋ ɜ s̪						
1496-1	ŋ i ɕ u						
1073-1	ɾ gʲ ɜ						
1617-1	s̪ u						
1569-1	tɕ i						
1593-1	g ɑ ɾ						
1585-1	n̪ ɑ m						
759-1	ɾ ɑ m tθ						
1415-1	d̪ o ŋ						
1215-1	ɾ o q s̪ tθ o q s̪						
422-1	l o x s̪						
310-1	tɕʰ ɜ q p o						
189-1	g ɜ ŋ ɑ						
25-1	z̪ ʊ s̪						
9-1	l̪ ʈ o k s̪						
57-1	t̪ʰ r̪ s̪						
17-1	s̪ k o m s̪						
709-2		g o					
522-2		ʊ ɣ d o ŋ					
514-2		m i k					
464-2		s̪ n̪ ɑ					
1020-2		s̪ n̪ ɜ m u l					
1355-2		s̪ õ					
1464-2		l̪ tɕ e					
302-2		b r̪ ɜ ŋ					
237-2		l̪ t̪ β̞ ɑ					
205-2		p r̪ ɜ p q p					
1089-2		l ɜ q i l					
804-2		k ɜ ŋ m ɜ					
1263-2		b ɜ x s̪ p ɑ					
286-2		ɾ u s̪ p ɜ					
717-2		s̪ n̪ i ŋ					
269-2		kʰ r̪ ɜ q					
1512-2		x tɕ i n̪					
555-2							
751-2		n̪ ɜ ŋ					
439-2		z̪ g o					
601-2		ɕ i ŋ					
320-2							
1106-2		b u b u					
693-2		h ɜ m o ɽ ɑ					
221-2		s̪ t̪ ɜ r̪ e					
1199-2		t̪ʰ ɑ q p ɜ					
1424-2		s̪ k u t̪ b ɜ					
904-2		l dð o t̪					
1273-2		s̪ n̪ ɜ m					
1323-2		s̪ k ɜ r̪ m ɜ					
1127-2		tɕʰ ɑ r̪ p ɜ					
1529-2		tɕʰ u					
1175-2		ɾ gʲ ɛ m tθ o					
383-2		ɸ s̪ i l					
820-2		l̪ o k					
1636-2		l̪ u l					
1331-2		ʊ ɾ d̪ β̞ ɑ					
1097-2		l ɜ m					
1223-2		t̪ʲ ɜ ŋ ɑ					
592-2		m e					
1290-2		t̪ u p ɜ					
669-2		s̪ x ɛ ɾ					
1472-2		s̪ t̪ ɑ q ʑ i					
788-2		l o ŋ ɑ					
1191-2		ɾ ɜ m p ɜ					
626-2		m i n̪ d o q					
844-2		ɑ m					
879-2		tɕʰ ɑ					
1151-2		b r̪ ɜ s̪					
1119-2		ɑ l u					
365-2		s̪ ȵ ɛ r̪ m ɜ					
1480-2		j u n̪					
653-2		z̪ g o p ɑ					
1081-2		g o ŋ					
1448-2		p ɑ ɣ ɜ n̪					
1029-2		m ɑ ɾ					
863-2		ɕ ɑ					
539-2		tθʰ i l					
610-2		ɑ					
350-2		g ɜ ŋ o					
871-2		o ŋ ɑ					
734-2		ɾ β̞ ɑ					
431-2		kʰ i					
1298-2		ɣ o b l					
929-2		z̪ ɜ ŋ g i					
1315-2		t̪ ɑ x s̪ k ɜ n̪					
964-2		m i n̪ t̪ ɜ x					
836-2		m i					
1644-2		b u r̪ s̪ i ŋ					
547-2		ɑ t̪ ɜ					
1048-2		k ɜ k ɑ					
1692-2		pʰ o n̪ o					
1306-2		b u r̪					
405-2		b o ŋ o					
294-2		b r̪ u					
661-2		b o ŋ o					
413-2		ʑ ɜ q					
996-2		tθʰ ɜ n̪					
1012-2		t̪ r̪ o b ɜ ɾ					
181-2		pʰ r̪ i r̪ o					
1660-2		g o n̪ d e					
1440-2		d̪ i r̪ i ŋ					
1652-2		l o					
1037-2		s̪ ȵ i m ɜ					
677-2		t̪ʲ ɜ x m o					
1561-2		ɕ e r̪ p ɑ					
447-2		s̪ k ɜ m b o					
828-2		ɾ i ŋ m o					
1247-2		tɕ ɜ t̪ tɕ ɜ t̪					
391-2		ɖʐ r̪ ɜ x m o					
972-2		ȵ i m o ɾ					
531-2		t̪ʰ ɑ q r̪ i ŋ					
253-2		tɕ o ɣ o					
1282-2		t̪ʲ u n̪ tθ e					
812-2		j ɑ ŋ o m o					
245-2		t̪ʰ u r̪ u					
1609-2		k ɑ ɕ p o					
261-2		n̪ ɑ q p o					
1143-2		m ɑ p o					
1065-2		tɕ i k					
1504-2		ȵ i s̪					
1432-2		s̪ u m					
634-2		b i ʑ					
1255-2		t̪ r̪ u k kʰ					
488-2		b gʲ ɛ t̪					
1004-2		ʊ ɾ g u					
506-2		tɕ u s̪ tɕ i k					
1488-2		tɕ o ŋ ɜ s̪					
1496-2		ŋ i ɕ u					
1073-2		b gʲ ɑ					
1617-2		s̪ u					
1569-2		tɕ i					
1593-2		g ɑ ɾ					
1585-2		n̪ ɑ m					
759-2							
1415-2		d̪ o ŋ					
1215-2		t̪ʲ o q s̪ ɑ tθ o q s̪					
422-2		l o x s̪ o					
310-2		tɕʰ ɜ q p o					
189-2		g ɑ ŋ m ɑ					
25-2		z̪ ʊ s̪					
9-2		l̪ t̪ o k s̪					
57-2		t̪ʰ ŋ s̪					
17-2		s̪ k õ s̪ m s̪					
709-3			g o				
522-3			ɣ ɜ d o ŋ				
514-3			m ɪ k				
464-3			s̪ n̪ ɑ				
1020-3			x n̪ ɜ m u l				
1355-3			s̪ o				
1464-3			l̪ tɕ e				
302-3			b r̪ ɜ ŋ				
237-3			l̪ t̪ β̞ ɑ				
205-3			p r̪ ɜ x p ɜ				
1089-3			l ɜ q g ɪ l				
804-3			k ɜ ŋ m ɜ				
1263-3			b ɜ x p ɜ				
286-3			ɾ u s̪ p ɜ				
717-3			s̪ n̪ i ŋ				
269-3			ʈʂ ɜ q				
1512-3			x tɕ ɪ n̪				
555-3			ɸ ɜ k p ɜ				
751-3			n̪ ɜ ŋ				
439-3			z̪ g o				
601-3			ɕ i ŋ				
320-3			ɸ ɜ x m ɜ				
1106-3			b u				
693-3			h ɜ m o ɽ ɑ				
221-3			s̪ t̪ ɜ r̪ e				
1199-3			t̪ʰ ɑ q p ɜ				
1424-3			s̪ k u t̪ p ɜ				
904-3			l dð o t̪				
1273-3			x n̪ ɜ m				
1323-3			s̪ k ɜ r̪ m ɜ				
1127-3			tɕʰ ɜ r̪ ɸ ɜ				
1529-3			tɕʰ u				
1175-3			ɾ gʲ ɛ m tɕ o				
383-3			ɸ s̪ o l				
820-3			l̪ o k				
1636-3			x l̪ u ŋ				
1331-3			ʊ ɾ d̪ ɑ				
1097-3			l ɜ m				
1223-3			ɸ ɜ ŋ ɑ				
592-3			m e				
1290-3			t̪ u t̪ p ɜ				
669-3			x s̪ ɛ ɾ				
1472-3			s̪ t̪ ɑ q ʑ i				
788-3			l u ŋ ɑ				
1191-3			ɾ ɜ m p ɜ				
626-3			m ɪ n̪ d o q				
844-3			ɑ m				
879-3			tɕʰ ɑ				
1151-3			b l ɜ s̪				
1119-3			ɑ l u				
365-3			s̪ ȵ ɛ r̪ m ɜ				
1480-3			j u ŋ				
653-3			z̪ g o p ɜ				
1081-3			ɸ o ŋ				
1448-3			p ɑ ɣ ɜ n̪				
1029-3			m ɑ ɾ				
863-3			ɕ ɑ				
539-3			tθʰ ɪ l				
610-3			ɸ ɑ				
350-3			ɸ ɜ ŋ o				
871-3			o ŋ ɑ				
734-3			ɾ β̞ ɑ				
431-3			kʰ ɪ				
1298-3			ɣ z̪ b l				
929-3			z̪ ɜ ŋ g i				
1315-3			t̪ ɑ x s̪ k ɜ n̪				
964-3			m ɛ n̪ t̪ ɜ x				
836-3			m i				
1644-3			b u r̪ t̪ r̪ i ŋ				
547-3			ɜ t̪ ɜ				
1048-3			k ɜ k ɑ				
1692-3			pʰ o n̪ o				
1306-3			pʰ u r̪				
405-3			b o ŋ o				
294-3			pʰ r̪ u				
661-3			b o ŋ o				
413-3			ʑ ɜ q				
996-3			tθʰ ɜ n̪				
1012-3			t̪ r̪ o b ɜ ɾ				
181-3			pʰ i r̪ o q				
1660-3			g ʊ n̪ d e				
1440-3			d̪ ɪ r̪ i ŋ				
1652-3			l o				
1037-3			s̪ ȵ i ŋ m ɑ				
677-3			ɸ ɜ x m o				
1561-3			ɕ e r̪ ɸ ɑ				
447-3			s̪ k ɜ m o b				
828-3			ɾ i ŋ m o				
1247-3			tɕ ɜ t̪ tɕ ɜ t̪				
391-3			ɖʐ ɜ x m o				
972-3			ȵ i m o ɾ				
531-3			t̪ʰ ɜ x r̪ i ŋ				
253-3			tɕ o ɣ o				
1282-3			g u n̪ tɕ e				
812-3			j ɑ ŋ o m o				
245-3			t̪ʰ u r̪ u				
1609-3			k ɑ r̪ ɸ o				
261-3			n̪ ɑ q p o				
1143-3			m ɑ r̪ ɸ o				
1065-3			tɕ ɪ k				
1504-3			ȵ i s̪				
1432-3			x s̪ ʊ m				
634-3			β ɪ ʑ				
1255-3			t̪ r̪ u k				
488-3			β gʲ ɜ t̪				
1004-3			ʊ ɾ g o				
506-3			tɕ u s̪ tɕ ɪ k				
1488-3			tɕ o ŋ ɜ s̪				
1496-3			ŋ i ɕ u				
1073-3			β gʲ ɜ				
1617-3			x s̪ ʊ				
1569-3			tɕ i				
1593-3			g ɑ ɾ				
1585-3			n̪ ɑ m				
759-3			ɸ ɑ m tɕ e				
1415-3			d̪ o ŋ				
1215-3			ɸ o x q s̪ tɕ o x s̪				
422-3			l o x s̪ o				
310-3			tɕʰ ɜ q p o				
189-3			g ɑ ŋ m ɑ				
25-3			z̪ ʊ s̪				
9-3			l̪ ʈ o k s̪				
57-3			t̪ʰ ɑ̃ s̪				
17-3			s̪ k o m s̪				
709-4				g o			
522-4				ɣ ɜ d o ŋ			
514-4				m i k			
464-4				ɕ n̪ ɑ			
1020-4				s̪ ɜ n̪ m u l			
1355-4				s̪ o			
1464-4				l̪ tɕ e			
302-4				b r̪ ɜ ŋ			
237-4				l̪ t̪ ɜ ɑ			
205-4				p r̪ ɜ p q p ɜ			
1089-4				l ɜ q i l i			
804-4				k ɜ ŋ m ɑ			
1263-4				b ɜ x p ɜ			
286-4				ɾ u s̪ p ɜ			
717-4				s̪ n̪ i ŋ			
269-4				ʈʂ ɜ q			
1512-4				x tɕ i n̪			
555-4				dʑʲ ɜ k p ɜ			
751-4				n̪ ɑ ŋ			
439-4				z̪ g o			
601-4				ɕ i ŋ			
320-4				tɕʲ ɜ x m ɜ			
1106-4				b u			
693-4				h ɜ d o ɽ ɑ			
221-4				s̪ t̪ ɜ r̪ e			
1199-4				t̪ʰ ɑ q p ɜ			
1424-4				s̪ k u t̪ p ɜ			
904-4				l dð o t̪			
1273-4				s̪ n̪ ɜ m			
1323-4				s̪ k ɜ r̪ m ɑ			
1127-4				tɕʰ ɑ r̪ ɸ ɑ			
1529-4				tɕʰ u			
1175-4				ɾ gʲ ɛ m tɕ o			
383-4				ɸ s̪ i l			
820-4				l̪ o k			
1636-4				x l̪ u ŋ			
1331-4				ɾ d̪ β̞ ɑ			
1097-4				l ɜ m			
1223-4				dʑʲ ɜ ŋ ɑ			
592-4				m e			
1290-4				t̪ u p ɜ			
669-4				s̪ ɛ ɾ			
1472-4				s̪ t̪ ɑ ɣ dʑ i			
788-4				l u ŋ ɑ			
1191-4				ɾ ɜ m p ɜ			
626-4				m i n̪ d o q			
844-4				ɑ m			
879-4				tɕʰ ɑ			
1151-4				b r̪ ɜ s̪			
1119-4				ɑ l u			
365-4				s̪ ȵ r̪ m ɜ			
1480-4				j u ŋ			
653-4				z̪ g o p ɜ			
1081-4				dʑʲ o ŋ			
1448-4				p ɑ ɣ ɜ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɑ			
539-4				tθʰ i l			
610-4				dʑʲ ɑ			
350-4				dʑʲ ɜ ŋ o			
871-4				o m ɑ			
734-4				ɾ β̞ ɑ			
431-4				kʰ i			
1298-4				ɣ ɜ b u l			
929-4				z̪ ɜ ŋ g i			
1315-4				t̪ ɜ x s̪ k ɜ n̪			
964-4				m ĩ n̪ t̪ ɜ x			
836-4				m i			
1644-4				b u s̪ t̪ r̪ i ŋ			
547-4				ɜ t̪ ɜ			
1048-4				k ɜ k ɜ			
1692-4				pʰ o n̪ o			
1306-4				b u			
405-4				b o ŋ o			
294-4				b r̪ u			
661-4				b o ŋ o			
413-4				dʑ ɜ q			
996-4				tθʰ ɜ n̪			
1012-4				t̪ r̪ o b ɜ ɾ			
181-4				pʰ i r̪ o q			
1660-4				g u n̪ d e			
1440-4				d̪ i r̪ i ŋ			
1652-4				l o			
1037-4				s̪ ȵ i p ɑ			
677-4				dʑʲ ɜ x m o			
1561-4				ɕ e r̪ p ɑ			
447-4				s̪ k ɜ m b o			
828-4				ɾ i ŋ m o			
1247-4				tɕʲ ɜ t̪			
391-4				ʐ r̪ ɜ x m o			
972-4				ȵ i m o ɾ			
531-4				t̪ʰ ɑ q r̪ i ŋ			
253-4				tɕʲ o ɣ o			
1282-4				t̪ u n̪ tɕ e			
812-4				j ɑ ŋ o m o			
245-4				t̪ʰ u r̪ u			
1609-4				k ɑ r̪ ɸ o			
261-4				n̪ ɑ q p o			
1143-4				m ɑ r̪ ɸ o			
1065-4				tɕʲ i k			
1504-4				ȵ i s̪			
1432-4				s̪ u m u			
634-4				b i			
1255-4				t̪ r̪ u k kʰ			
488-4				b gʲ ɜ t̪			
1004-4				ɾ g u			
506-4				tɕ u s̪ tɕ i k			
1488-4				tɕʲ o ŋ ɑ s̪			
1496-4				ŋ i ɕ u			
1073-4				b gʲ ɑ			
1617-4				s̪ u			
1569-4				tɕʲ i			
1593-4				g ɑ ɾ			
1585-4				n̪ ɑ m			
759-4				ɜ m tɕ			
1415-4				d̪ o ŋ			
1215-4				g o q s̪ tɕ o q s̪ q			
422-4				l o x s̪ o			
310-4				tɕʰ ɜ q p o			
189-4				g ɑ ŋ m ɑ			
25-4				z̪ u s̪			
9-4				l̪ t̪ o k s̪			
57-4				t̪ʰ ɸ s̪			
17-4				s̪ k o m s̪			
709-5					g o		
522-5					ɜ ɣ d o ŋ		
514-5					m ɪ k		
464-5					s̪ n̪ ɑ		
1020-5					s̪ n̪ ɜ m u l		
1355-5					s̪ õ		
1464-5					l̪ tɕ ɛ		
302-5					b l ɜ ŋ		
237-5					l̪ t̪ ɑ		
205-5					p l̥ ɜ x p ɜ		
1089-5					l ɜ x q ɪ l		
804-5					k ɜ ŋ m ɜ		
1263-5					b ɜ x p ɜ		
286-5					ɾ u s̪ p ɜ		
717-5					s̪ n̪ i ŋ		
269-5					ʈʂ ɜ q		
1512-5					x tɕ ɪ n̪		
555-5					g ɜ k p ɜ		
751-5					n̪ ɜ ŋ		
439-5					z̪ g o		
601-5					ɕ ɪ ŋ		
320-5					ɸ l ɜ x m		
1106-5					b u b		
693-5					h ɜ x ɽ o ɑ		
221-5					s̪ t̪ ɜ r̪ e		
1199-5					t̪ʰ ɑ q p ɑ		
1424-5					s̪ k u t̪ p ɜ		
904-5					l dð oˑ t̪		
1273-5					x n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɜ		
1127-5					tɕʰ ɜ r̪ ɸ ɜ		
1529-5					tɕʰ u		
1175-5					ɾ gʲ ɛ m tɕ o		
383-5					ɸ s̪ ɪ l		
820-5					l̪ o k		
1636-5					x l̪ u ŋ		
1331-5					ʊ ɾ d̪ ɑ		
1097-5					l ɜ m		
1223-5					t̪ʰ ɜ ŋ ɑ		
592-5					m ɛ		
1290-5					t̪ u t̪ p ɜ		
669-5					x s̪ ɛ ɾ		
1472-5					s̪ t̪ ɑ ɣ ʑ i		
788-5					l u ɑ		
1191-5					ɾ ɜ m p ɜ		
626-5					m ɪ n̪ d o q		
844-5					ɑ m		
879-5					tɕʰ ɑ		
1151-5					b r̪ ɜ s̪		
1119-5					ɑ l u		
365-5					s̪ ȵ ɛ r̪ m ɜ		
1480-5					j u n̪		
653-5					z̪ g o p ɜ		
1081-5					g o ŋ		
1448-5					p ɑ ɣ ɜ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ ɑ		
539-5					tθʰ ɪ l		
610-5					t̪ʰ ɑ		
350-5					g ɜ ŋ o		
871-5					o ŋ ɑ		
734-5					ɾ ɑ		
431-5					x kʰ i		
1298-5					ɜ ɣ b u l		
929-5					z̪ ɜ ŋ g i		
1315-5					t̪ ɑ x s̪ k ɜ n̪		
964-5					m ɛ n̪ t̪ ɜ x		
836-5					m i		
1644-5					b u s̪ t̪ r̪ i ŋ		
547-5					ɑ t̪ ɜ		
1048-5					k ɜ k ɑ		
1692-5					pʰ o n̪ o		
1306-5					b u r̪		
405-5					b o ŋ o		
294-5					b l̥ u		
661-5					b o ŋ o		
413-5					ʑ ɜ q		
996-5					tθʰ ɜ n̪		
1012-5					t̪ r̪ o b ɜ ɾ		
181-5					pʰ ɪ t̪ r̪ o		
1660-5					g ʊ n̪ d e		
1440-5					d̪ ɪ r̪ i ŋ		
1652-5					l oˑ		
1037-5					s̪ ȵ i m ɑ		
677-5					l ɜ x m o		
1561-5					x ɛ r̪ ɸ ɑ		
447-5					s̪ k ɜ m b o		
828-5					ɾ i ŋ m o		
1247-5					tɕ ɜ t̪ tɕ ɜ t̪		
391-5					ɖʐ ɜ x m o		
972-5					ȵ i m o ɾ		
531-5					t̪ʰ ɜ x r̪ i ŋ		
253-5					tɕ o ɣ o		
1282-5					t̪ u n̪ tɕ e		
812-5					j ɑ ŋ o m		
245-5					t̪ʰ u r̪ u		
1609-5					k ɑ ɕ ɸ o		
261-5					n̪ ɑ q p o		
1143-5					m ɑ r̪ ɸ o		
1065-5					tɕ ɪ k		
1504-5					ȵ ɪ s̪		
1432-5					s̪ u m		
634-5					β i ʑ		
1255-5					t̪ r̪ u k kʰ		
488-5					β gʲ ɜ t̪		
1004-5					ʊ ɾ g u		
506-5					tɕ u s̪ tɕ ɪ k		
1488-5					tɕ o ŋ ɜ s̪		
1496-5					ȵ i ɕ u		
1073-5					β gʲ ɑ		
1617-5					x s̪ u		
1569-5					tɕ i		
1593-5					g ɑ ɾ		
1585-5					n̪ ɑ m		
759-5					t̪ ɑ tɕ		
1415-5					d̪ ɛ n̪		
1215-5					t̪ o x ɑ tɕ o x q s̪		
422-5					l o x		
310-5					tɕʰ ɜ q p o		
189-5					g ɑ ŋ m ɑ		
25-5					z̪ ʊ s̪		
9-5					l̪ t̪ o k s̪		
57-5					t̪ʰ ȵ s̪		
17-5					s̪ k o m s̪		
709-6						g o	
522-6						ɣ ɜ d o ŋ	
514-6						m ɪ k	
464-6						s̪ n̪ ɜ	
1020-6						s̪ ɜ n̪ m ʊ l	
1355-6						s̪ o	
1464-6						l̪ tɕ e	
302-6						b r̪ ɜ ŋ	
237-6						l̪ t̪ ɜ ɑ	
205-6						p l̥ ɜ x p ɜ	
1089-6						l ɜ x q ɪ l	
804-6						k ɜ ŋ m ɜ	
1263-6						b ɜ x p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ i ŋ	
269-6						ʈʂ ɜ q	
1512-6						x tɕ ɪ n̪	
555-6						ɾ ɜ k ɜ p ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						p ɜ x m ɜ	
1106-6						b u b u	
693-6						h ɜ ɽ o ɽ ɑ	
221-6						s̪ t̪ ɜ r̪ e	
1199-6						t̪ʰ ɜ q p ɜ	
1424-6						s̪ k u t̪ b ɜ	
904-6						l dð o t̪	
1273-6						s̪ n̪ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						tɕʰ ɜ r̪ f ɜ	
1529-6						tɕʰ u	
1175-6						ɾ gʲ ɛ m tɕ o	
383-6						p s̪ i l	
820-6						l̪ o k	
1636-6						l̪ u ŋ	
1331-6						ɾ d̪ β̞ ɜ	
1097-6						l ɜ m	
1223-6						b ɜ ŋ ɜ	
592-6						m e	
1290-6						t̪ u t̪ p ɜ	
669-6						s̪ ɛ ɾ ɾ	
1472-6						s̪ t̪ ɑ ɣ ʑ i	
788-6						l u ŋ ɑ	
1191-6						ɾ ɜ p ɜ	
626-6						m ɪ n̪ d o q	
844-6						ɑ m	
879-6						tɕʰ ɑ	
1151-6						b r̪ ɜ s̪	
1119-6						ɑ l u	
365-6						s̪ ȵ r̪ ɜ m ɜ	
1480-6						j u ŋ	
653-6						z̪ g o k p ɜ	
1081-6						dʑ o ŋ	
1448-6						p ɑ ɣ ɜ n̪	
1029-6						m ɑ ɾ	
863-6						ɕ ɜ	
539-6						tθʰ ɪ l	
610-6						pʰ ɜ	
350-6						ɾ ɜ ŋ o	
871-6						o ŋ ɑ	
734-6						ɾ β̞ ɑ	
431-6						kʰ i	
1298-6						ɾ z̪ b l	
929-6						z̪ ɜ ŋ g i	
1315-6						t̪ ɜ x s̪ k ɜ n̪	
964-6						m i n̪ t̪ ɜ x	
836-6						m i	
1644-6						b u s̪ t̪ r̪ i ŋ	
547-6						ɜ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						pʰ o n̪ o	
1306-6						b u r̪	
405-6						b o ŋ o	
294-6						b l̥ u	
661-6						b o ŋ o	
413-6						ʑ ɜ q	
996-6						tθʰ ɜ n̪	
1012-6						t̪ r̪ o b ɜ ɾ	
181-6						pʰ i r̪ o q	
1660-6						g ʊ n̪ d e	
1440-6						d̪ ɪ r̪ i ŋ	
1652-6						l oˑ	
1037-6						s̪ ȵ i p ɜ	
677-6						b ɜ x m o	
1561-6						ɕ e r̪ p ɜ	
447-6						s̪ k ɜ m b o	
828-6						ɾ i ŋ m o	
1247-6						tɕ ɜ t̪ tɕ ɜ t̪	
391-6						g r̪ ɜ x m o	
972-6						ȵ i m o ɾ	
531-6						s̪ ɜ q r̪ i ŋ	
253-6						tɕ o ɣ o	
1282-6						p u n̪ tɕ e	
812-6						j ɑ ŋ o m	
245-6						t̪ʰ u r̪ u	
1609-6						k ɜ r̪ f o	
261-6						n̪ ɑ q p o	
1143-6						m ɑ p o	
1065-6						tɕ i k	
1504-6						ȵ i s̪	
1432-6						s̪ u m	
634-6						b i ʑ	
1255-6						t̪ r̪ u k	
488-6						b gʲ ɜ t̪	
1004-6						ɾ g u	
506-6						tɕ u s̪ tɕ ɪ k	
1488-6						tɕ o ŋ ɜ s̪	
1496-6						ȵ i ɕ u	
1073-6						b gʲ ɜ	
1617-6						s̪ u	
1569-6						tɕ i	
1593-6						g ɑ ɾ	
1585-6						n̪ ɜ m	
759-6						ɜ m tɕ	
1415-6						d̪ e n̪	
1215-6						ɾ o q s̪ tɕ o q s̪	
422-6						l o x s̪ o	
310-6						tɕʰ ɜ q s̪ p o	
189-6						g ɑ ŋ m ɑ	
25-6						z̪ ɜ s̪	
9-6						l̪ t̪ o k s̪	
57-6						t̪ʰ o ŋ s̪	
17-6						s̪ k o m s̪	
709-7							g o
522-7							g o ŋ o ŋ
514-7							m i k
464-7							s̪ n̪ ɑ
1020-7							s̪ ɜ n̪ m u l
1355-7							s̪ o
1464-7							l̪ tɕ e
302-7							b r̪ ɜ ŋ
237-7							l̪ t̪ β̞ ɑ
205-7							p r̪ ɜ k p ɑ
1089-7							l ɜ q i l
804-7							k ɑ ŋ m ɑ
1263-7							b ɑ k s̪ p ɑ
286-7							ɾ u s̪ p ɑ
717-7							s̪ n̪ i ŋ
269-7							ʈʂ ɑ q
1512-7							k tɕ i n̪
555-7							ɾ ɜ k p ɑ
751-7							n̪ ɑ ŋ
439-7							z̪ g o
601-7							ɕ i ŋ
320-7							
1106-7							b u b
693-7							h ɑ r̪ o r̪ ɑ
221-7							s̪ t̪ ɜ r̪ e
1199-7							t̪ʰ ɑ q p ɑ
1424-7							s̪ k u t̪ u p ɑ
904-7							l dð o t̪
1273-7							k s̪ ɜ m
1323-7							s̪ k ɜ r̪ m ɑ
1127-7							tɕʰ ɜ r̪ p ɑ
1529-7							tɕʰ u
1175-7							ɾ gʲ ɛ m tθ o
383-7							pʰ s̪ i l
820-7							l̪ o k
1636-7							k u l
1331-7							ʊ ɾ d̪ β̞ ɑ
1097-7							l ɜ m
1223-7							ɾ ɜ ŋ ɑ
592-7							m
