COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
409-1	ts w o ⁵¹																		
418-1	m ai ³⁵																		
441-1	tʰ j a n ³⁵																		
443-1	m u ⁵¹																		
459-1	w e ⁵¹																		
460-1	t w o ⁵⁵																		
461-1	j e ⁵¹																		
464-1	t a ⁵¹																		
465-1	tʰ j a n ⁵⁵																		
466-1	tʰ ai ⁵¹																		
467-1	f u ⁵⁵																		
469-1	ʂ ʅ ⁵⁵																		
480-1	n y ²¹⁴																		
482-1	n ai ²¹⁴																		
484-1	x au ²¹⁴																		
491-1	m ei ⁵¹																		
492-1	tɕʰ i ⁵⁵																		
495-1	tɕ j e ²¹⁴																		
496-1	k u ⁵⁵																		
507-1	j a ŋ ³⁵																		
509-1	tɕʰ i ²¹⁴																		
510-1	pʰ o ³⁵																		
513-1	ɕ i ⁵¹																		
518-1	s au ²¹⁴																		
525-1	ts i ²¹⁴																		
527-1	ə n ⁵¹																		
533-1	x ai ³⁵																		
548-1	kʰ ai ²¹⁴																		
554-1	x ai ⁵¹																		
558-1	ʐ u ŋ ³⁵																		
564-1	f u ⁵¹																		
580-1	ʂ u ⁵¹																		
587-1	ɕ j au ²¹⁴																		
588-1	ʂ au ²¹⁴																		
589-1	tɕ j a n ⁵⁵																		
594-1	ʈʂʰ ʅ ²¹⁴																		
602-1	u ²¹⁴																		
604-1	ʂ ʅ ²¹⁴																		
611-1	ʂ a n ⁵⁵																		
630-1	ts w o ²¹⁴																		
637-1	tɕ i n ⁵⁵																		
638-1	ʂ ʅ ⁵¹																		
639-1	p u ⁵¹																		
644-1	ʈʂ ou ²¹⁴																		
648-1	s i ³⁵																		
652-1	m au ⁵¹																		
657-1	k a n ⁵⁵																		
658-1	pʰ i ŋ ³⁵																		
659-1	j a n ³⁵																		
665-1	ʈʂʰ u a ŋ ³⁵																		
692-1	k u ŋ ⁵⁵																		
696-1	t i ⁵¹																		
707-1	i ŋ ²¹⁴																		
719-1	t i ⁵⁵																		
727-1	ɕ i n ⁵⁵																		
732-1	w a ŋ ⁵¹																		
733-1	m a ŋ ³⁵																		
735-1	kʰ w ai ⁵¹																		
740-1	pʰ a ⁵¹																		
773-1	ɕ j a ŋ ²¹⁴																		
788-1	m a ⁵¹																		
808-1	ʈʂʰ ə ŋ ³⁵																		
809-1	n i ²¹⁴																		
816-1	t ai ⁵¹																		
818-1	f a ŋ ³⁵																		
821-1	ʂ a n ⁵¹																		
822-1	ʂ ou ²¹⁴																		
826-1	t a ²¹⁴																		
829-1	kʰ ou ⁵¹																		
841-1	ʈʂ w a ⁵⁵																		
845-1	ʈʂ ɤ ⁵⁵																		
848-1	p au ⁵¹																		
858-1	pʰ ai ²¹⁴																		
862-1	tʰ w o ⁵⁵																		
869-1	tɕʰ ɥ a n ³⁵																		
874-1	ʈʂ ʅ ²¹⁴																		
876-1	tʰ j au ⁵⁵																		
883-1	ʈʂ a o ⁵⁵																		
894-1	t j au ⁵¹																		
903-1	tɕ j e ⁵⁵																		
905-1	tʰ w ei ⁵⁵																		
910-1	tʰ i ³⁵																		
911-1	ʈʂʰ a ²¹⁴																		
926-1	p a ⁵⁵																		
934-1	m o ²¹⁴																		
968-1	ʂ ou ⁵⁵																		
970-1	k ai ²¹⁴																		
982-1	k a n ²¹⁴																		
986-1	tɕʰ j au ⁵⁵																		
997-1	tɕ i n ⁵⁵																		
998-1	f u ²¹⁴																		
1001-1	ɕ i n ⁵⁵																		
1003-1	f a ŋ ⁵⁵																		
1005-1	pʰ a ŋ ³⁵																		
1008-1	tsʰ ɥ u ³⁵																		
1011-1	ʐ ʅ ⁵⁵																		
1014-1	ts au ²¹⁴																		
1016-1	x a n ⁵¹																		
1021-1	m i ŋ ³⁵																		
1023-1	i ⁵¹																		
1024-1	ɕ i ŋ ⁵⁵																		
1029-1	ʂ ʅ ⁵¹																		
1033-1	ʂ au ⁵¹																		
1034-1	w a n ²¹⁴																		
1036-1	a ə n ³⁵																		
1045-1	a ⁵¹																		
1060-1	i e ⁵¹																		
1061-1	j ou ²¹⁴																		
1064-1	w a ŋ ⁵¹																		
1065-1	ʈʂ au ⁵⁵																		
1067-1	m u ⁵¹																		
1070-1	p ə ²¹⁴																		
1073-1	t w o ²¹⁴																		
1075-1	l i ²¹⁴																		
1077-1	tsʰ ai ³⁵																		
1078-1	tsʰ ə n ⁵⁵																		
1083-1	t u ŋ ⁵⁵																		
1084-1	s u ŋ ⁵⁵																		
1085-1	p a n ²¹⁴																		
1088-1	ʈʂ ə n ²¹⁴																		
1089-1	l i n ³⁵																		
1091-1	k w o ²¹⁴																		
1092-1	ʈʂ ʅ ⁵⁵																		
1093-1	kʰ u ⁵⁵																		
1094-1	tɕ j a ⁵¹																		
1104-1	ʈʂ u ⁵¹																		
1106-1	ʈʂʰ ai ³⁵																		
1107-1	ʂ ʅ ⁵¹																		
1112-1	k ə n ⁵⁵																		
1116-1	tʰ au ³⁵																		
1119-1	ʈʂ a o ⁵⁵																		
1122-1	tʰ u ŋ ²¹⁴																		
1127-1	ʂ au ⁵⁵																		
1129-1	l i ³⁵																		
1131-1	tʰ i ⁵⁵																		
1133-1	ʂ u ⁵⁵																		
1145-1	i ²¹⁴																		
1173-1	ʂ u ⁵¹																		
1187-1	tɕʰ j a n ⁵¹																		
1194-1	k i ⁵⁵																		
1209-1	s i ²¹⁴																		
1217-1	ʂ a ²¹⁴																		
1221-1	m u ²¹⁴																		
1223-1	t u ³⁵																		
1225-1	m au ³⁵																		
1230-1	tɕʰ i ⁵¹																		
1231-1	ʂ w ei ²¹⁴																		
2-2		j i ²⁴																	
4-2		tsʰ i ²⁴																	
5-2		a n ²¹																	
6-2		s a n ³³																	
7-2		ʂ a n ²¹																	
8-2		ɕ j a ⁵⁵																	
9-2		p u ²⁴																	
17-2		ʈʂ o ŋ ³³																	
31-2		tɕ j ɤu ⁴¹																	
32-2		j e ⁴¹																	
33-2		p ⁴¹																	
38-2		⁵⁵																	
40-2		y n ¹³																	
42-2		u ⁴¹																	
43-2		ʈʂ i n ⁴¹																	
46-2		w a n ¹³																	
52-2		n j a n ⁵⁵																	
53-2		p ə n ¹³																	
56-2		tɕ i n ³³																	
59-2		tʰ a ²¹																	
60-2		ʈʂ a n ²¹																	
64-2		n i n ²¹																	
68-2		tɕʰ ieː ²¹																	
85-2		w ei ²¹																	
86-2		t i ³³																	
87-2		y ⁵⁵																	
93-2		ɲ i ⁴¹																	
98-2		n ai ¹³																	
109-2		s i n ⁵⁵																	
115-2		t au ⁴¹																	
118-2		ʈʂ j e ⁵⁵																	
124-2		tɕ j a ⁴¹																	
127-2		ts p ⁵⁵																	
133-2		tʰ ɤu ³³																	
144-2		ʂ a ¹³																	
161-2		ɕ j o ŋ ³³																	
166-2		k w a n ³³																	
170-2		¹³																	
171-2		tʰ ɤu ⁵⁵																	
173-2		p ʅ ²⁴																	
174-2		l ei ⁵⁵																	
175-2		tsʰ ieː ¹³																	
176-2		n j a n ⁴¹																	
177-2		p a ²⁴																	
179-2		n p ɤu ²⁴																	
181-2		p i n ³³																	
182-2		tɕ i ¹³																	
189-2		k oː ³³																	
191-2		t o ŋ ³³																	
193-2		n ə n ⁴¹																	
198-2		t ə n ⁵⁵																	
199-2		ɕ j o ŋ ³³																	
200-2		tɕʰ p ²⁴																	
202-2		t au ³³																	
205-2		f ə n ³³																	
206-2		tsʰ j e ²⁴																	
209-2		w a ²⁴																	
211-2		tɕʰ ɤu ³³																	
215-2		n i ⁵⁵																	
216-2		k a ²⁴																	
217-2		t au ⁵⁵																	
219-2		ʂ a ²⁴																	
220-2		tsʰ p ⁵⁵																	
225-2		tsʰ ieː ¹³																	
230-2		ʈʂ ieː ⁴¹																	
234-2		pʰ i ²⁴																	
238-2		n i ²⁴																	
242-2		p ɤu ²¹																	
253-2		p i n ¹³																	
256-2		ʂ ɤ ²⁴																	
261-2		f a ⁵⁵																	
262-2		p ɤ ²⁴																	
263-2		p au ¹³																	
264-2		ʈʂ j a n ⁵⁵																	
271-2		ʂ ʅ ²⁴																	
272-2		tsʰ ieː ³³																	
274-2		u ⁴¹																	
275-2		p a ⁵⁵																	
279-2		n a n ¹³																	
287-2		n oː ⁴¹																	
291-2		x ɤu ⁵⁵																	
295-2		tɕʰ ʅ ⁵⁵																	
300-2		j ɤu ⁴¹																	
303-2		tsʰ y ⁴¹																	
306-2		tɕ ɤu ⁴¹																	
307-2		k u ⁴¹																	
308-2		tɕ y ⁵⁵																	
312-2		tɕ j au ⁵⁵																	
313-2		kʰ o ⁴¹																	
314-2		t ai ¹³																	
323-2		m i n ¹³																	
325-2		tʰ ɤu ⁴¹																	
330-2		p ɤu ⁴¹																	
334-2		p i ²⁴																	
335-2		tɕʰ ei ³³																	
338-2		k au ⁵⁵																	
339-2		ʈʂ ɤu ³³																	
341-2		f u ³³																	
342-2		m i n ⁵⁵																	
343-2		o ¹³																	
344-2		j au ⁴¹																	
349-2		kʰ u ²⁴																	
353-2		tɕʰ a n ⁵⁵																	
360-2		x ɤu ¹³																	
375-2		ts ei ⁴¹																	
388-2		s p ⁵⁵																	
389-2		f ei ¹³																	
392-2		kʰ w ə n ⁵⁵																	
394-2		oː ³³																	
401-2		tʰ ɤu ⁴¹																	
402-2		x ai ²¹																	
403-2		t i ⁵⁵																	
409-2		ts o ⁵⁵																	
418-2		m ai ¹³																	
441-2		t ieː ¹³																	
443-2		m o ²¹																	
459-2		w p ⁵⁵																	
460-2		t o ³³																	
461-2		j e ⁵⁵																	
464-2		t a ⁵⁵																	
465-2		tʰ ieː ³³																	
466-2		tʰ ai ⁵⁵																	
467-2		f u ³³																	
469-2		ʂ ʅ ²⁴																	
480-2		ɲ y ⁴¹																	
482-2		n ai ³³																	
484-2		x au ⁴¹																	
491-2		m ei ⁵⁵																	
492-2		tsʰ i ³³																	
495-2		ʈʂ j e ⁴¹																	
496-2		k u ³³																	
507-2		ɲ j a n ¹³																	
509-2		tsʰ y ⁵⁵																	
510-2		p o ¹³																	
513-2		s i ²¹																	
518-2		s au ⁴¹																	
525-2		ts p ⁴¹																	
527-2		ʅ n ²¹																	
533-2		x ai ¹³																	
548-2		kʰ ɤ ²⁴																	
554-2		x ai ⁵⁵																	
558-2		j o ŋ ¹³																	
564-2		f u ⁵⁵																	
580-2		ʂ ɤ ²⁴																	
587-2		s j au ⁴¹																	
588-2		ʂ au ⁴¹																	
589-2		ʈʂ ieː ³³																	
594-2		tɕʰ p ²⁴																	
602-2		u ²⁴																	
604-2		p ⁴¹																	
611-2		ʂ a n ³³																	
630-2		ts o ⁴¹																	
637-2		tɕ i n ³³																	
638-2		ʂ ʅ ⁵⁵																	
639-2		p u ⁵⁵																	
644-2		ʈʂ ɤu ⁴¹																	
648-2		s i ²⁴																	
652-2		m au ⁵⁵																	
657-2		k a n ³³																	
658-2		p i n ¹³																	
659-2		ɲ ieː ¹³																	
665-2		p p a n ¹³																	
692-2		k o ŋ ³³																	
696-2		t i ⁵⁵																	
707-2		j i n ⁴¹																	
719-2		t ɤ ²⁴																	
727-2		s i n ³³																	
732-2		w a n ¹³																	
733-2		m a n ¹³																	
735-2		kʰ ai ⁵⁵																	
740-2		pʰ a ⁵⁵																	
773-2		s j a n ⁴¹																	
788-2		m a n ⁵⁵																	
808-2		p ə n ¹³																	
809-2		n o ⁴¹																	
816-2		t ai ⁵⁵																	
818-2		p a n ¹³																	
821-2		ʂ yeː ⁵⁵																	
822-2		ʂ ɤu ⁴¹																	
826-2		t a ⁴¹																	
829-2		kʰ ɤu ⁵⁵																	
841-2		ʈʂ a ²¹																	
845-2		ʈʂ ɤ ²⁴																	
848-2		p au ⁵⁵																	
858-2		pʰ p ²⁴																	
862-2		tʰ o ²¹																	
869-2		tɕ oː ¹³																	
874-2		ts ʅ ⁴¹																	
876-2		tʰ j au ³³																	
883-2		ʈʂ p o ²⁴																	
894-2		t j au ⁵⁵																	
903-2		ʈʂ j e ²⁴																	
905-2		tʰ ei ³³																	
910-2		t i ¹³																	
911-2		tɕʰ a ²⁴																	
926-2		p a ³³																	
934-2		m o ⁵⁵																	
968-2		ʂ ɤu ³³																	
970-2		k ai ⁴¹																	
982-2		k a n ⁴¹																	
986-2		p j au ³³																	
997-2		tɕ i n ³³																	
998-2		f u ⁴¹																	
1001-2		s i n ³³																	
1003-2		f a n ³³																	
1005-2		p a n ¹³																	
1008-2		ts ɤu ²⁴																	
1011-2		p ʅ ²⁴																	
1014-2		ts au ⁴¹																	
1016-2		x a n ⁵⁵																	
1021-2		m i n ¹³																	
1023-2		j i ²¹																	
1024-2		s i n ³³																	
1029-2		ʂ ʅ ⁵⁵																	
1033-2		ʂ au ⁵⁵																	
1034-2		w ⁴¹																	
1036-2		ə n ¹³																	
1045-2		ŋ a n ⁵⁵																	
1060-2		e ²⁴																	
1061-2		j ɤu ⁴¹																	
1064-2		w a n ⁵⁵																	
1065-2		ʈʂ au ³³																	
1067-2		m p ²⁴																	
1070-2		p ə n ⁴¹																	
1073-2		t o ⁴¹																	
1075-2		n i ⁴¹																	
1077-2		x ai ¹³																	
1078-2		tsʰ w ə n ³³																	
1083-2		t o ŋ ³³																	
1084-2		ɕ o ŋ ³³																	
1085-2		p a n ⁴¹																	
1088-2		ʈʂ ə n ⁴¹																	
1089-2		n i n ¹³																	
1091-2		k o ⁴¹																	
1092-2		ts ʅ ³³																	
1093-2		tɕ u ³³																	
1094-2		tɕ j a ⁵⁵																	
1104-2		y ⁵⁵																	
1106-2		p ai ¹³																	
1107-2		ʂ ʅ ⁵⁵																	
1112-2		k ə n ³³																	
1116-2		t au ¹³																	
1119-2		ʈʂ p o ²⁴																	
1122-2		t o ŋ ⁴¹																	
1127-2		ʂ au ³³																	
1129-2		n i ¹³																	
1131-2		tʰ i ³³																	
1133-2		ʂ ɤu ³³																	
1145-2		i ⁴¹																	
1173-2		ʂ ⁵⁵																	
1187-2		tɕʰ ieː ⁵⁵																	
1194-2		k o ³³																	
1209-2		s p ⁴¹																	
1217-2		ʂ a ²⁴																	
1221-2		m p ⁴¹																	
1223-2		t ɤu ²⁴																	
1225-2		m au ¹³																	
1230-2		tɕʰ i ⁵⁵																	
1231-2		ʂ ei ⁴¹																	
2-3			i ʔ ²¹																
4-3			tsʰ i ʔ ²¹																
5-3			t a ŋ ³⁵																
6-3			h a m ³³																
7-3			kʰ a m ³⁵																
8-3			w a ³⁵																
9-3			p u ʔ ²¹																
17-3			t o ŋ ³³																
31-3			k j u ⁵³																
32-3			j e ³⁵																
33-3			j u ⁵³																
38-3			h i ³⁵																
40-3			h u ŋ ⁵⁵																
42-3			kʰ ³⁵																
43-3			ts eː ⁵³																
46-3			w a ŋ ⁵⁵																
52-3			l j a ŋ ³⁵																
53-3			i ŋ ⁵⁵																
56-3			k i m ³³																
59-3			kʰ w e ³³																
60-3			t a ŋ ³⁵																
64-3			l eː ³⁵																
68-3			k i kʰ ³⁵																
85-3			w i ³⁵																
86-3			t i ³³																
87-3			ts u ³⁵																
93-3			n kʰ ⁵³																
98-3			l ai ⁵⁵																
109-3			s i ŋ ²¹³																
115-3			t au ³⁵																
118-3			ts j e kʰ ²¹³																
124-3			k w a ³⁵																
127-3			ts j e ²¹³																
133-3			tʰ au ³³																
144-3			s w a ³³																
161-3			h o ŋ ³³																
166-3			k w a ŋ ³³																
170-3			iː ⁵⁵																
171-3			h ou ²¹³																
173-3			j i p ⁴																
174-3			kʰ w e ³⁵																
175-3			ts i ŋ ⁵⁵																
176-3			l j a ŋ ⁵³																
177-3			p a ʔ ²¹																
179-3			l au k ⁴																
181-3			p eː ³³																
182-3			kʰ i ⁵⁵																
189-3			k w e ³³																
191-3			t o ŋ ³³																
193-3			l eː ³⁵																
198-3			t e ŋ ²¹³																
199-3			h o ŋ ³³																
200-3			tsʰ u ʔ ²¹																
202-3			t au ³³																
205-3			h u ŋ ³³																
206-3			tsʰ j i ʔ ²¹																
209-3			w a ʔ ⁴																
211-3			h e ³³																
215-3			l i ³⁵																
216-3			k w a ʔ ²¹																
217-3			t au ²¹³																
219-3			s a ʔ ²¹																
220-3			tsʰ u ²¹³																
225-3			ts i ŋ ⁵⁵																
230-3			ts i ⁵³																
234-3			pʰ i k ²¹																
238-3			l i k ⁴																
242-3			ts ou ³⁵																
253-3			k j u ŋ ³³																
256-3			s au k ⁴																
261-3			h w a ²¹³																
262-3			p e k ²¹																
263-3			kʰ i ³³																
264-3			ts j a ³⁵																
271-3			h i p ⁴																
272-3			tsʰ i ŋ ³³																
274-3			ŋ ou ⁵³																
275-3			p o ŋ ²¹³																
279-3			l a m ⁵⁵																
287-3			kʰ o ⁵³																
291-3			h au ³⁵																
295-3			kʰ w e ²¹³																
300-3			j u ³⁵																
303-3			tsʰ w u ⁵³																
306-3			kʰ au ⁵³																
307-3			kʰ ou ⁵³																
308-3			k u ²¹³																
312-3			k j au ²¹³																
313-3			kʰ j o ⁵³																
314-3			t ai ⁵⁵																
323-3			m eː ⁵⁵																
325-3			h ou ²¹³																
330-3			h e ³³																
334-3			s i p ²¹																
335-3			tsʰ w i ³³																
338-3			kʰ au ²¹³																
339-3			ts u ³³																
341-3			h ou ³³																
342-3			m eː ³⁵																
343-3			h w e ³⁵																
344-3			h au ⁵³																
349-3			kʰ j e k ²¹																
353-3			tsʰ a ŋ ²¹³																
360-3			h au ⁵⁵																
375-3			ts w i ⁵³																
388-3			h u ²¹³																
389-3			h w e ³⁵																
392-3			k j u ŋ ²¹³																
394-3			k e ŋ ³⁵																
401-3			h ou ³⁵																
402-3			ts ai ³⁵																
403-3			t i ³⁵																
409-3			ts o ³⁵																
418-3			m ai ⁵⁵																
441-3			t i ŋ ⁵⁵																
443-3			m o ³⁵																
459-3			kʰ ai ³⁵																
460-3			t e ³³																
461-3			j e ³⁵																
464-3			t a ³⁵																
465-3			tʰ i ŋ ³³																
466-3			h ai ²¹³																
467-3			h u ³³																
469-3			h i ʔ ²¹																
480-3			kʰ w u ⁵³																
482-3			n ai ³⁵																
484-3			h au ³⁵																
491-3			m e ³⁵																
492-3			h i ³³																
495-3			ts j i ⁵³																
496-3			kʰ ou ³³																
507-3			kʰ j a ŋ ⁵⁵																
509-3			tsʰ w u ³⁵																
510-3			pʰ w o ⁵⁵																
513-3			h e ²¹³																
518-3			h au ³⁵																
525-3			ts u ⁵³																
527-3			i ŋ ³⁵																
533-3			h ai ⁵⁵																
548-3			kʰ j e ʔ ²¹																
554-3			h ai ³⁵																
558-3			j o ŋ ⁵⁵																
564-3			h u ²¹³																
580-3			ts e ³⁵																
587-3			s j au ³⁵																
588-3			s u ²¹³																
589-3			ts i m ³³																
594-3			tsʰ e ʔ ²¹																
602-3			e k ²¹																
604-3			h i ³⁵																
611-3			h a ŋ ³³																
630-3			ts j e ⁵³																
637-3			k u ³³																
638-3			h i ³⁵																
639-3			p ou ²¹³																
644-3			ts u ⁵³																
648-3			s i k ⁴																
652-3			h au ³⁵																
657-3			kʰ a ³³																
658-3			pʰ eː ⁵⁵																
659-3			kʰ i ŋ ⁵⁵																
665-3			tsʰ a ŋ ⁵⁵																
692-3			k o ŋ ³³																
696-3			t i ³⁵																
707-3			eː ŋ ⁵³																
719-3			t e k ²¹																
727-3			s i m ³³																
732-3			a ³⁵																
733-3			m a ⁵⁵																
735-3			kʰ w ai ²¹³																
740-3			p a ²¹³																
773-3			s j a ŋ ⁵³																
788-3			h a ŋ ³⁵																
808-3			h eː ⁵⁵																
809-3			n e ⁵³																
816-3			t ai ²¹³																
818-3			h a ŋ ³⁵																
821-3			s e kʰ ²¹³																
822-3			s u ⁵³																
826-3			t a ⁵³																
829-3			k j au ²¹³																
841-3			ŋ e ³³																
845-3			ts e ʔ ²¹																
848-3			p au ³⁵																
858-3			pʰ w e k ²¹																
862-3			tʰ e ³³																
869-3			k e ŋ ⁵⁵																
874-3			ts i ⁵³																
876-3			tʰ j au ³³																
883-3			kʰ j o ʔ ²¹																
894-3			t j au ²¹³																
903-3			ts j i p ²¹																
905-3			tʰ w i ³³																
910-3			h i ⁵⁵																
911-3			tsʰ a p ²¹																
926-3			p o ŋ ³³																
934-3			m o ³⁵																
968-3			s u ³³																
970-3			k ai ⁵³																
982-3			kʰ a m ⁵³																
986-3			kʰ j au ³³																
997-3			k u ³³																
998-3			h u ¹¹																
1001-3			s i ŋ ³³																
1003-3			h w a ŋ ³³																
1005-3			pʰ a ŋ ⁵⁵																
1008-3			ts e k ⁴																
1011-3			h i ʔ ⁴																
1014-3			ts au ³⁵																
1016-3			a ³⁵																
1021-3			m eː ⁵⁵																
1023-3			i ³⁵																
1024-3			s eː ³³																
1029-3			h i ³⁵																
1033-3			h ai ²¹³																
1034-3			w a ŋ ⁵³																
1036-3			h i ŋ ⁵⁵																
1045-3			a m ²¹³																
1060-3			n i ʔ ⁴																
1061-3			j u ³⁵																
1064-3			w a ³⁵																
1065-3			t au ³³																
1067-3			h o k ⁴																
1070-3			p u ŋ ⁵³																
1073-3			kʰ o ⁵³																
1075-3			l i ⁵³																
1077-3			h ai ⁵⁵																
1078-3			tsʰ u ŋ ³³																
1083-3			t o ŋ ³³																
1084-3			s o ŋ ³³																
1085-3			p a ŋ ⁵³																
1088-3			ts i m ⁵³																
1089-3			l i m ⁵⁵																
1091-3			k w e ⁵³																
1092-3			ts i ³³																
1093-3			kʰ ou ³³																
1094-3			k w a ²¹³																
1104-3			tʰ ou ³⁵																
1106-3			h ai ⁵⁵																
1107-3			kʰ i ³⁵																
1112-3			k u ŋ ³³																
1116-3			h au ⁵⁵																
1119-3			t j o ʔ ²¹																
1122-3			h o ŋ ⁵³																
1127-3			s au ³³																
1129-3			l i ⁵⁵																
1131-3			tʰ i ³³																
1133-3			h ou ³³																
1145-3			i ³⁵																
1173-3			kʰ u ³⁵																
1187-3			kʰ i m ²¹³																
1194-3			kʰ e ³³																
1209-3			h u ⁵³																
1217-3			s a ʔ ²¹																
1221-3			h u ⁵³																
1223-3			t e k ⁴																
1225-3			h au ³⁵																
1230-3			kʰ i ²¹³																
1231-3			s w i ⁵³																
2-4				i ³¹															
4-4				tɕʰ i ³¹															
5-4				ts a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ¹³															
8-4				ɕ j a ¹³															
9-4				p u ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu ⁵³															
32-4				j e ⁵³															
33-4				z u ⁵³															
38-4				ə ¹³															
40-4				y n ³¹															
42-4				u ⁵³															
43-4				tɕ i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ¹³															
53-4				z n ə n ³¹															
56-4				tɕ n ⁴⁴															
59-4				tʰ a ⁴⁴															
60-4				ts a ŋ ¹³															
64-4				n i n ¹³															
68-4				tɕ j a n ¹³															
85-4				v w ei ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				ɲ i ⁵³															
98-4				n ai ³¹															
109-4				ɕ n ¹³															
115-4				t au ⁵³															
118-4				ts j e ¹³															
124-4				tɕ j a ⁵³															
127-4				ts ¹³															
133-4				tʰ əu ⁴⁴															
144-4				s a ⁵³															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k w a ŋ ⁴⁴															
170-4				ə ³¹															
