COGID	dutch	english	french	german
1321-1	k oː p			
1976-1	t ɑ ŋ ə			
1243-1	m aː l t ɛɪ t			
1265-1	p iː l			
1261-1	z iː v ə			
655-1	b r oː t			
650-1	d eː k			
1532-1	k n aː t ə			
-36-1	z uː p			
34-1	b oː n ə			
-1647-1	v ɛɪ ɣ			
1469-2		s n̩ n d		
2047-2		s n̩ n		
2054-2		d aʊ n d r r		
1375-2		l ɪ t		
760-2		w ɪ n d		
756-2		s n eɪ r		
726-2		m aʊ t ə r		
1351-2		ɡ r aɪ t f p eɪ d		
1353-2		ɡ r aɪ t æ k ʌ t		
412-2		s f əʊ n r əʊ d		
406-2		s w əʊ n k æ m ʌ		
1005-2		s d iː f ŋ k d d		
1012-2		s t iː p æ k ʌ t		
1016-2		w aɪ d v		
1069-2		ɪ k		
509-2		f ɔː l		
693-2		m iː l æ k s		
2179-2		n ɛ s		
1753-2		f ɪ s		
1131-2		w ʊ l		
1198-2		b ɑː r t		
2032-2		h ʌ r n		
2241-2		n iː s		
2244-2		l ɪ p		
610-2		k n iː		
945-2		h ɑː r t		
1534-2		l ɪ k		
384-2		s iː l		
1650-2		n ʌ t		
1663-2		s æ l		
2279-2		l ɪ n		
471-2		s eɪ		
1385-2		s eɪ d		
792-2		s ɪ k		
1111-2		m ɑː s		
197-2		s iː t		
2020-2		l æ ŋ		
867-2		h aʊ n d ə		
1970-2		f ɔː l		
1230-2		d r + d		
2017-2		n iː w		
968-2		w ɛ l		
1674-2		l ɑː n d		
1671-2		h iː v		
829-2		k l ɪ p		
1025-2		w əʊ d ə r		
1027-2		s eɪ		
1832-2		r aʊ w		
-1816-2		s s eɪ ɑː n		
-335-2		l eɪ l s n		
1043-2		s t r aɪ m		
423-2		s t ɪ n		
2049-2		m aʊ n		
2062-2		s t ʌ r m		
2065-2		r aɪ l m b ɔː		
1368-2		s l d d		
1365-2		d l̩ r		
754-2		r aɪ l		
768-2		w ɛ d		
1211-2		f ɔː r		
106-2		m æ n		
-98-2		b iː v iː		
719-2		f eɪ d ə r		
1341-2		s ʌ n		
-2027-2		d ɑː n d		
-2026-2		n eɪ f		
409-2		s w əʊ n s ʌ s		
402-2		s w əʊ n d aɪ t		
1014-2		s d iː v æ d aɪ t d ə r		
1059-2		w aɪ		
120-2		s t ɑː l		
2194-2		əʊ s		
2199-2		k ɑː l f		
2197-2		ʃ uː f p		
1523-2		s iː		
512-2		m ɪ r		
2141-2		h æ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		θ aʊ v		
1758-2		m aʊ s		
1760-2		r æ d		
1620-2		f ɪ n		
1282-2		w ɑː l v ɪ s		
1136-2		f ʌ s		
1309-2		l iː s		
1307-2		n ɪ s		
1305-2		f l		
711-2		w ɛ s p		
1442-2		f l iː l		
62-2		m + b		
-73-2		m ɪ s k æ d		
1810-2		h æ t		
1805-2		f l əʊ s		
1813-2		h ɑː r		
1811-2		b l æ t		
690-2		r ɪ p		
2177-2		h ʌ p d		
246-2		w ɜː æ b r aʊ		
249-2		h l æ l		
1506-2		n ɑː s l ɔː v		
2242-2		m ʌ n d		
2245-2		t ʌ ŋ		
2174-2		ʃ ʌ l d ə r		
603-2		ɛ l k		
601-2		h ɑː n d		
615-2		f ɪ ŋ ə r		
901-2		k l æ		
608-2		f iː t		
596-2		ɡ ɪ		
937-2		b ɔː r s t		
936-2		n iː v l̩		
646-2		l ʌ ŋ		
947-2		l iː v ə r		
1606-2		h iː p		
472-2		n iː z		
1535-2		s w ɛ t		
1546-2		s p +		
1959-2		s l eɪ p		
694-2		s n ɔː r		
1961-2		d r aɪ m		
323-2		l iː v		
1885-2		ɡ r ɑː f		
2156-2		ɡ r + k k l d + aʊ aɪ		
1903-2		w aʊ n d		
525-2		s w ɛ l z ŋ		
276-2		l æ m		
274-2		d iː f		
278-2		b l ɪ n d		
258-2		b r əʊ k k		
256-2		n eɪ k d		
383-2		ɛ t		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		r uː t d		
2009-2		f v		
2003-2		k ɛ t l̩		
2024-2		p æ n		
1321-2		k ɔ p		
1976-2		t ɑː ŋ		
1243-2		m ɑː l d aɪ d		
1265-2		p ɪ l		
1261-2		s iː v		
655-2		b r ɔ t		
650-2		d aɪ f		
1532-2		k n eɪ d		
-36-2		s iː p		
34-2		b ɔ n		
-1647-2		f aɪ l		
1469-3			ʃ o t ʀ	
2047-3			ʃ o t	
2054-3			t t ʀ	
1375-3			l a t	
760-3			v ɑ̃ t ʀ	
756-3			ʀ ɛ i ʀ	
726-3			t ʀ	
1351-3			f ʀ i t p f ʀ	
1353-3			f ʀ i ʀ ɑ̃ t ʀ	
412-3			t v a ɡ ʀ b ə ʀ ɑ̃ ʀ	
406-3			t v a ɡ ʀ ʀ ʀ	
1005-3			ʀ ɛ b l l f ʀ ʀ	
1012-3			ʀ ɛ b p l t ʀ	
1016-3			v t	
1069-3			i	
509-3			p a l	
693-3			l l ʀ	
2179-3			t s t	
1753-3			p ə ʀ	
1131-3			v p l p	
1198-3			b ɔ t ʀ	
2032-3			v a t t	
2241-3			t z ʃ	
2244-3			l ə v	
610-3			s ɡ b	
945-3			s ʀ t	
1534-3			l ə	
384-3			ʃ o ɡ	
1650-3			t t	
1663-3			ʃ o s	
2279-3			l ə t	
471-3			ʃ o	
1385-3			ʃ o t	
792-3			e	
1111-3			a ʀ	
197-3			ʃ o t	
2020-3			l a	
867-3			v t t ʀ	
1970-3			p p l	
1230-3			t y t ʀ	
2017-3			t b e	
2183-3			t ʀ b	
1521-3			b a	
1755-3			e t ʀ	
1760-3			ʀ a	
1196-3			t o	
575-3			a ʀ l l	
2014-3			ʀ i ʀ ʀ	
1321-3			ɔ t	
1265-3			p p l	
1469-4				z a n t
2047-4				z ʊ n
2054-4				d ʊ n d ə r
1375-4				l ai x t
760-4				v ɪ n t
756-4				ʃ n iː f
726-4				m uː t ə r
1351-4				ɡ r ɔ t + ts aː aː r ə
1353-4				ɡ r ɔ t + m uː d ə r
412-4				ʃ ɛ d n + h aː t
406-4				ʃ ʊ d n + m uː t ə
1005-4				ʃ t iː f + aː aː r ə
1012-4				ʃ t iː f + m uː d ə r
1016-4				v ai t m ʊ +
1069-4				ɪ x
509-4				f a l ə n
693-4				m ɛː l l ə
2179-4				n ɛ s t
1753-4				f ɪ ʃ ə
1131-4				v ɔ l f
1198-4				b eː r t
2032-4				h oː r n
2241-4				n d s
2244-4				l ɪ pf t
610-4				k ɪ x
945-4				h a r t
1534-4				l ɪ k ə n
384-4				z uː ɡ ə n
1650-4				n ɔ t
1663-4				z a l ə
2279-4				l ɪ n n n
471-4				z eː ə n
1385-4				z ɛ t n
792-4				h ʏ k
1111-4				m aː s t
197-4				z uː t ə
2020-4				l a ŋ
867-4				h ʊ n t t
1970-4				f ɔ l ə
1230-4				d ɛ r t n
2017-4				n iː v
968-4				v ai r t l t
1674-4				l a n t
1671-4				h oː f ə l
829-4				k l ɪ f
1025-4				v a t ə r
1027-4				z eː
1832-4				r au f
-1816-4				œ ʃ iː ə n n
-335-4				l aː ɡ ʊ n ə n
1043-4				ʃ t r au m
423-4				ʃ t ai n
2049-4				m aː n
2062-4				ʃ t oː r ə
2065-4				r ɛ ɡ + m + b oː
1368-4				ʃ x t d f
1365-4				t au f
754-4				r ɛ ɡ ə n
768-4				v ɛ r ə
1211-4				f oː r r
106-4				m a n
-98-4				b eː b ɪ ə
719-4				f aː d ə r
1341-4				z ʊ n
-2027-4				ts a n t n n
-2026-4				n eː f
409-4				ʃ ʊ n n + z oː n oː
402-4				ʃ oː oː ə + d oː x t l r
1014-4				ʃ t iː f + t oː x ə r
1059-4				v ai
120-4				ʃ t a l ə
2183-4				ʃ t iː r
2194-4				oː ʃ
2199-4				k aː l f
2197-4				ʃ au p f
1523-4				z oː k
1521-4				b ʊ k
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a s
814-4				k r ai
810-4				t au f
1755-4				h ʊ n t
1758-4				m au s
1620-4				f ɪ n
1282-4				v a l f ɛ
1136-4				f ʊ ʃ
1309-4				l ai s
1307-4				n ɛ t
1305-4				f l oː
711-4				v ɛ ʃ p
1442-4				f l ai x
62-4				m ɪ k
-73-4				m ʏ ʃ k uː t
1810-4				h ai t
1805-4				f l ɛ ʃ
1813-4				h aː r r
1811-4				b l uː t
690-4				r ɪ pf
2177-4				h oː t t
246-4				v s k + + b r au
249-4				oː ɡ l ɪ t t
1506-4				n oː s t f l yː ɡ ə l
2242-4				m ʊ n t
2245-4				ts ʊ ŋ
1196-4				n ɛ k
2174-4				ʃ x l t ə r
575-4				ɡ ts s ə l
603-4				ɛ l + + b oː ɡ
601-4				h a n t
615-4				f ɪ ŋ ə r r
901-4				k l au
608-4				f ʊ t
596-4				ts ai n
937-4				b r ɛ s t
936-4				n aː b ə l
646-4				l ʊ ŋ
947-4				l ai b ə r
1606-4				h oː pf
472-4				ʃ iː uː s
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p yː ɡ ə n
1959-4				ʃ l ai f ə n
694-4				ʃ n ʏ r k n n
1961-4				t r au m ə n
323-4				l ai f ə n
1885-4				ɡ r aː f
2156-4				b a l + k n l + h ai t
1903-4				v ʊ n t
525-4				ʃ v ɛ l ɪ ŋ
276-4				l a m
274-4				t oː f
278-4				b l ai n t
258-4				t r ʊ ŋ k ə n
256-4				n aː k ə t
383-4				ai t ə n
207-4				r ai f
376-4				t r ɪ ŋ k ə n
2014-4				r oː s t t
2009-4				au f ə n
2003-4				k ɛ t ə l
2024-4				p a n
1976-4				ts a ŋ ʊ
1243-4				m aː l ə ts ai t
1261-4				z eː b ə n
655-4				b r ɛ t
650-4				t iː x
1532-4				k n eː t ə n
-36-4				ʃ uː f
34-4				b oː n
-1647-4				f ai ɡ
