COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
88-2		g ɔ ʔ														
872-2		n u ŋ														
1891-2		d eː														
68-2		s i m														
631-2		b ə n														
594-2		g eː														
1759-2		h a n														
805-2		g a n														
756-2		h o k														
1201-2		m u ʔ														
2042-2		ʔ eː														
1968-2		d a ʔ														
2000-2		l aː ŋ														
17-2		v a dʑ														
4-2		ə eː m														
788-2		d a														
1219-2		h i m														
141-2		ʔ aː ŋ														
541-2		b r j a ŋ														
1687-2		h u n														
123-2		l aː m														
1652-2		dʑ ə n														
576-2		ŋ oː														
1738-2		d a k														
442-2		h au̯ m														
368-2		d a ŋ														
1778-2		ɓ a dʑ														
957-2		n a														
1704-2		ʔ a ʔ														
304-2		dʑ a m														
1796-2		dʑ a ŋ														
720-2		d a h														
287-2		g ə p														
321-2		g l eː ʔ														
206-2		g o k														
1950-2		ʔ au̯														
665-2		ə au̯ n														
703-2		n o k														
1290-2		m tɕ														
1391-2		g a ʔ														
269-2		g a ʔ														
855-2		dʑ a n														
2078-2		s ɔi̯ n														
2213-2		m a														
1111-2		s a														
485-2		ŋ tɕ														
1356-2		m u h														
1093-2		d eː ŋ														
1063-2		d oː														
648-2		dʑ eː ɲ														
223-2		g oː														
1248-2		dʑ a														
1509-2		d ɔːi̯ n														
504-2		dʑ o h														
2130-2		s ɔi̯														
1-2		ʔ au̯														
386-2		d o k														
1411-2		ʔ u														
1027-2		g a ʔ														
2077-2		m u h														
1459-2		g l tɕ														
1323-2		m eː														
1859-3			ŋ ai̯													
175-3			ʔ a													
241-3			ʔ u ʔ													
2163-3			kʰ u n													
2181-3			n a m													
2060-3			ʔ ɔː m													
410-3			d aːu̯													
1841-3			m aːu̯													
2017-3			h i													
1004-3			l aː													
614-3			b o h													
686-3			b l i													
88-3			g a h													
872-3			n ɔː n													
1891-3			d aː													
68-3			s iː m													
631-3			b ə r													
594-3			g aː													
1759-3			h ɔi̯ ɲ													
805-3			g ɔː ɲ													
756-3			h uːi̯ ʔ													
1201-3			m ui̯ r ʔ													
2042-3			h aː													
1968-3			d a ʔ													
2000-3			r aː ŋ													
17-3			v a dʑ													
4-3			ɨː ɨː m													
788-3			d a													
1219-3			h iː m													
141-3			ʔ aː ŋ													
541-3			b r j a ŋ													
1687-3			h ui̯ r													
123-3			b aː m													
1652-3			dʑ iː ɲ													
576-3			ŋ a r													
1738-3			d a h													
442-3			h oː													
368-3			d j a ŋ													
1778-3			b a dʑ													
957-3			n ɔː b													
1704-3			ʔ iː t													
304-3			dʑ a m													
1796-3			dʑ a ŋ													
720-3			d a h													
287-3			g ə b													
321-3			g ə h													
206-3			g o ʔ													
1950-3			ʔ oː													
665-3			h oː n													
703-3			n o ʔ													
1290-3			m aːi̯													
1391-3			g ɔː t													
269-3			g ɔː t													
855-3			dʑ a n													
2078-3			s i													
2213-3			m a													
1858-3			s a													
1151-3			g j a n													
737-3			b r a t													
340-3			s o													
1111-3			s a													
485-3			ŋ aːu̯													
1356-3			m u h													
1093-3			d ɨː ŋ													
1063-3			d oː													
648-3			dʑ ɨː ɲ													
223-3			g ɔː n													
1248-3			dʑ ɨː													
1509-3			d i ɲ													
504-3			dʑ o h													
1-3			ʔ oː													
386-3			r o ʔ													
1411-3			ʔ u													
1027-3			g a ʔ													
2077-3			m ɨː h													
1459-3			g l aːu̯													
1323-3			m ɨː													
1859-4				ŋ												
175-4				k a												
241-4				ʔ ɔi̯ ʔ												
2163-4				kʰ u ŋ												
2181-4				n ə m												
2060-4				ʔ o m												
410-4				t												
1841-4				m au̯												
2017-4				h												
1004-4				l aː												
614-4				p o h												
686-4				b l												
88-4				g ai̯ ʔ												
872-4				n a ŋ												
1891-4				t aː												
68-4				s iː m												
631-4				p ə n												
594-4				g aː												
1759-4				h ɛ ɲ												
805-4				g a ɲ												
756-4				h ui̯ k												
1201-4				m o ʔ												
2042-4				ʔ ɛː												
1968-4				t a ʔ												
2000-4				ai̯ aː ŋ												
17-4				v a t												
4-4				eu̯ əː m												
788-4				t												
1219-4				h iː m												
141-4				ʔ aː ŋ												
541-4				p ai̯ j ŋ												
1687-4				h u ai̯												
123-4				o m												
1652-4				dʑ iː ɲ												
576-4				ŋ o ai̯												
1738-4				t k												
442-4				h o m												
368-4				t o ŋ												
1778-4				p ɛ												
957-4				n ɔ p												
1704-4				ʔ iː ʔ												
304-4				j a m												
1796-4				dʑ ɔ ŋ												
720-4				t h												
287-4				g ə p												
321-4				g ə h												
206-4				g o k												
1950-4				ʔ i												
665-4				au̯ a												
703-4				n o k												
1290-4				m												
1391-4				g ɛ												
269-4				g o k												
855-4				dʑ ə n												
2078-4				s												
2213-4				m												
1858-4				s a												
1151-4				g ə n												
737-4				p ə												
340-4				s o												
1111-4				s												
485-4				ŋ aːi̯												
1356-4				m ɔi̯ h												
1093-4				t eu̯ ŋ												
1063-4				t o m												
648-4				dʑ əː ɲ												
223-4				g o ŋ												
1509-4				t ɛː ɲ												
504-4				dʑ o h												
2130-4				s												
1-4				ʔ o												
386-4				t o k												
1411-4				ʔ a												
1027-4				g ʔ												
2077-4				m eu̯ h												
1459-4				g l aːi̯												
1859-5					ŋ ei̯											
175-5					k a n											
241-5					ʔ u ʔ											
2163-5					kʰ u n											
2181-5					n e m											
2060-5					ʔ ei̯ m											
410-5					ɗ aːi̯											
1841-5					m aːu̯											
2017-5					h ei̯											
1004-5					l aː											
614-5					tʰ o h											
686-5					b l ei̯											
88-5					k oː ʔ											
872-5					n ɨ n											
1891-5					ɗ a											
68-5					s i m											
631-5					b ə n											
594-5					k aː											
1759-5					h e ɲ											
805-5					k ɨ ɲ											
756-5					h w ɨ ʔ											
1201-5					m ɔ ʔ											
2042-5					ʔ ɛː											
1968-5					ɗ e ʔ											
2000-5					r aː ŋ											
17-5					ɓ e dʑ											
4-5					ɔ ɔ m											
788-5					ɗ ɔ ʔ											
1219-5					h i m											
141-5					ʔ aː ŋ											
541-5					b r j a ŋ											
1687-5					h u n											
123-5					ɔ aː m											
1652-5					dʑ ɨ ɲ											
576-5					ŋ ei̯											
1738-5					ɗ e k											
442-5					h oː m											
368-5					ɗ j a ŋ											
1778-5					b e dʑ											
957-5					n ɔ p											
1704-5					ʔ ei̯ ʔ											
304-5					dʑ e m											
1796-5					dʑ a ŋ											
720-5					ɗ ɔ h											
287-5					k e b											
321-5					k ɔ h											
206-5					k o ʔ											
1950-5					ʔ oːi̯ ei̯											
665-5					tʰ oː											
703-5					n o ʔ											
1290-5					m aːi̯											
1391-5					k ei̯ ʔ											
269-5					k ei̯ ʔ											
855-5					dʑ e n											
2078-5					s ei̯											
2213-5					m ɔ i											
1858-5					s a											
1151-5					k j a n											
737-5					b ə n											
340-5					s o											
1111-5					s ɔ ʔ											
485-5					ŋ aːi̯											
1356-5					m ɔ h											
1093-5					d ɔ ŋ											
1063-5					ɗ oː											
648-5					dʑ ɔ ɲ											
223-5					k ei̯ n											
1248-5					dʑ əː											
1509-5					d ei̯ ɲ											
504-5					dʑ o h											
2130-5					s ei̯											
1-5					ʔ oː											
1411-5					ʔ u											
2077-5					m ɔ h											
1323-5					m əː											
1859-6						ŋ iː										
175-6						k a n										
241-6						ʔ o ʔ										
2163-6						k ɔ n										
2181-6						n e m										
2060-6						ʔ ou̯ m										
410-6						ɗ aːi̯										
1841-6						m ou̯										
2017-6						h ei̯										
1004-6						l aː										
614-6						p ou̯ h										
686-6						p l ei̯										
88-6						k o ʔ										
872-6						n ə ŋ										
1891-6						ɗ a										
68-6						s i m										
631-6						p ə n										
594-6						k aː										
1759-6						h e ɲ										
805-6						k w ə n										
756-6						h eːi̯ t										
1201-6						m ou̯ ʔ										
2042-6						ʔ aː										
1968-6						ɗ e ʔ										
2000-6						r aː ŋ										
17-6						ɓ e dʑ										
4-6						əː əː m										
788-6						ɗ iː										
1219-6						h i m										
141-6						ʔ aː ŋ										
541-6						p r j a ŋ										
1687-6						h ɔ n										
123-6						n aː m										
1652-6						dʑ i ɲ										
576-6						ŋ ɔ r										
1738-6						ɗ e k										
442-6						h ou̯ m										
368-6						ɗ j a ŋ										
1778-6						p e dʑ										
957-6						n e p										
1704-6						ʔ i t										
304-6						dʑ e m										
1796-6						dʑ a ŋ										
720-6						d e h										
287-6						k a p										
321-6						k əː h										
206-6						k o ʔ										
1950-6						ʔ aːi̯										
665-6						nʰ ou̯ a n										
703-6						n ou̯ ʔ										
1290-6						m aːi̯										
1391-6						k ɔ t										
269-6						k ɔ t										
855-6						dʑ e n										
2078-6						s ei̯ n										
2213-6						m iː										
1858-6						s ə										
1151-6						k j a n										
737-6						p ə t										
340-6						s ou̯										
1111-6						s iː										
1093-6						d əː ŋ										
1063-6						ɗ ou̯ m										
648-6						dʑ əː ɲ										
1248-6						dʑ a										
1509-6						d ei̯ ɲ										
504-6						dʑ ou̯ h										
2130-6						s ei̯										
1-6						ʔ ou̯										
1411-6						ʔ o										
2077-6						m ə h										
1323-6						m əː										
1859-7							ŋ a									
175-7							g a									
241-7							ʔ a ʔ									
2163-7							kʰ u									
2181-7							n a m									
2060-7							ʔ a m									
410-7							t aːu̯									
1841-7							m au̯									
2017-7							h ɔːi̯									
1004-7							l aː									
614-7							p o h									
686-7							p l ɔːi̯									
88-7							g a ʔ									
872-7							n a ŋ									
1891-7							t aː									
68-7							s iː m									
631-7							p ə n									
594-7							g aː									
1759-7							h ə ɲ									
805-7							g ɛː ɲ									
756-7							h uːi̯									
1201-7							m u ʔ									
2042-7							ʔ eː									
1968-7							t a ʔ									
2000-7							l aː ŋ									
17-7							v a t									
4-7							eu̯ eu̯ m									
788-7							t iː									
1219-7							h iː m									
141-7							ʔ aː ŋ									
541-7							p r a ŋ									
1687-7							h ɔːi̯									
123-7							aː a m									
1652-7							dʑ ɛː ɲ									
576-7							ŋ ai̯									
1738-7							t a k									
442-7							h au̯ m									
368-7							t a ŋ									
1778-7							p a t									
957-7							n a									
1704-7							ʔ iː ʔ									
304-7							dʑ a m									
1796-7							dʑ ɔ ŋ									
720-7							t ə h									
287-7							g a									
321-7							g a h									
206-7							g au̯ ʔ									
1950-7							ʔ au̯									
665-7							au̯ a									
703-7							n o k									
1290-7							m aːi̯									
1391-7							g a									
269-7							g a									
855-7							dʑ a n									
2078-7							s ɔːi̯									
2213-7							m ɛː									
1858-7							s a									
1151-7							g eu̯									
737-7							p a									
340-7							s o									
1111-7							s ɛː									
485-7							ŋ aːu̯									
1356-7							m u h									
1093-7							d eu̯ ŋ									
1063-7							t au̯ m									
648-7							dʑ eu̯ ɲ									
223-7							g ɔː									
1248-7							dʑ a									
1509-7							d eː ɲ									
504-7							dʑ o h									
2130-7							s ɔːi̯									
1-7							ʔ au̯									
386-7							ɲ o k									
1411-7							ʔ a									
1027-7							g a ʔ									
1459-7							g l aːi̯									
1859-8								ŋ ai̯								
175-8								ŋ a								
241-8								ʔ u ʔ								
2163-8								kʰ u ŋ								
2181-8								n a m								
2060-8								ʔ ɔ m								
410-8								d j a								
1841-8								m ɔː								
2017-8								h ei̯								
1004-8								l aː								
614-8								ɓ o h								
686-8								b l eː								
88-8								kʰ a ŋ								
872-8								n a ŋ								
1891-8								d aː								
68-8								s a m								
631-8								b e n								
594-8								kʰ aː								
1759-8								h ɔ ɲ								
805-8								g eː ɲ								
756-8								h uːi̯ k								
1201-8								m ɔ l ʔ								
2042-8								ʔ ɛː								
1968-8								d ɛ ʔ								
2000-8								l aː ŋ								
17-8								v a dʑ								
4-8								əː əː m								
788-8								d ai̯								
1219-8								h a m								
141-8								ʔ aː ŋ								
541-8								b r j a ŋ								
1687-8								h u ʔ								
123-8								ŋ aː m								
1652-8								dʑ i ɲ								
576-8								ŋ au̯ l								
1738-8								d ɛ kʰ								
442-8								h ɔː m								
368-8								d j a ŋ								
1778-8								b ɛ ʔ								
957-8								n ɔ b								
1704-8								ʔ a ʔ								
304-8								dʑ ɛ m								
1796-8								dʑ a ŋ								
720-8								t ɔ h								
287-8								g e p								
321-8								kʰ ə h								
206-8								kʰ o ʔ								
1950-8								ʔ oːi̯ a								
665-8								ŋ ɔː ʔ								
703-8								n o ʔ								
1290-8								m j a								
1391-8								kʰ ɔ ʔ								
269-8								g ɔ ʔ								
855-8								dʑ ɛ n								
2078-8								s eː n								
2213-8								m ɔ ai̯								
1858-8								s a								
1151-8								g j a n								
737-8								p e ʔ								
340-8								s o								
1111-8								s ai̯								
485-8								ŋ j a								
1356-8								m ɔ h								
1093-8								l əː ŋ								
1063-8								d au̯ m								
648-8								dʑ əː ɲ								
223-8								kʰ au̯ ʔ								
1248-8								dʑ əː								
1509-8								t eː ɲ								
504-8								dʑ o h								
2130-8								s ɔ								
1-8								ʔ ɔː								
386-8								ŋ o ʔ								
1411-8								ʔ u								
1027-8								kʰ iː ʔ								
2077-8								m u h								
1459-8								g l j								
1323-8								m əː								
1859-9									ŋ a							
175-9									ʔ i							
241-9									ʔ u ʔ							
2163-9									kʰ u n							
2181-9									n a m							
2060-9									ʔ ui̯ m							
410-9									d i							
1841-9									m ɛːu̯							
2017-9									h iː							
1004-9									l ɛː							
614-9									b o h							
686-9									b l i							
88-9									g a ʔ							
872-9									n a ŋ							
1891-9									d ɛː							
68-9									s ai̯							
631-9									b ə n							
594-9									g ɛː							
1759-9									h ɔi̯ ŋ							
805-9									g a n							
756-9									h ui̯ ʔ							
1201-9									m u l ʔ							
2042-9									ʔ ɛː							
1968-9									d a ʔ							
2000-9									l ɛː ŋ							
17-9									v a dʑ							
4-9									ɨː ɨː							
788-9									d a							
1219-9									h ai̯							
141-9									ʔ ɛː ŋ							
541-9									b r j a ŋ							
1687-9									h u n							
123-9									l ɛː m							
1652-9									dʑ a n							
576-9									ŋ a							
1738-9									d a ʔ							
442-9									h oː m							
368-9									d j a ŋ							
1778-9									b a dʑ							
957-9									n a p							
1704-9									ʔ iː ʔ							
304-9									j a m							
1796-9									dʑ a ŋ							
720-9									d ɔi̯ h							
287-9									g a p							
321-9									g ɨː h							
206-9									g u ʔ							
1950-9									ʔ oː							
665-9									ɨː oː n							
703-9									n o ʔ							
1290-9									m j							
1391-9									g u ʔ							
269-9									g u ʔ							
855-9									dʑ a n							
2078-9									s ɔi̯ n							
2213-9									m a							
1858-9									s a							
1151-9									g j a n							
737-9									b r a n							
340-9									s o							
485-9									ŋ j a							
1356-9									m ui̯ h							
1093-9									l ɨː ŋ							
1063-9									d oː							
648-9									dʑ ɨː n							
223-9									g oː n							
1248-9									dʑ ɯː							
504-9									dʑ o h							
2130-9									s iː							
1-9									ʔ o							
386-9									j o ʔ							
1027-9									g a ʔ							
2077-9									m ui̯							
1459-9									g l j							
1323-9									m ɨː							
1859-10										ŋ a						
175-10										ʔ a						
241-10										ʔ u ʔ						
2163-10										kʰ u ʔ						
2181-10										ʔ ɛ m						
2060-10										ʔ ɔː m						
410-10										ɗ aːi̯						
1841-10										m ɔː						
2017-10										h e						
1004-10										l aː						
614-10										b ou̯ h						
686-10										b l e						
88-10										k a ʔ						
872-10										ʔ ɨ ŋ						
1891-10										ɗ aː						
68-10										s iː m						
631-10										ɓ e ʔ						
594-10										k aː						
1759-10										h ɛ ŋ						
805-10										k i ŋ						
756-10										h uːi̯ ʔ						
1201-10										m ɔ ʔ						
2042-10										ʔ ɛː						
1968-10										ɗ ɛ ʔ						
2000-10										r aː ŋ						
17-10										b ɛ dʑ						
4-10										e e m						
788-10										ɗ a						
1219-10										h iː m						
141-10										ʔ aː ŋ						
541-10										ɓ r j a ŋ						
1687-10										h u ʔ						
123-10										aː a m						
1652-10										dʑ i ŋ						
576-10										ŋ a						
1738-10										ɗ ɛ ʔ						
442-10										h ɔː m						
368-10										ɗ j a ŋ						
1778-10										ɓ ɛ dʑ						
957-10										ʔ ɛ ɓ						
1704-10										ʔ iː ʔ						
304-10										j ɛ m						
1796-10										dʑ a ŋ						
720-10										ɗ ɛ h						
287-10										k ɛ ɓ						
321-10										k e h						
206-10										t o ʔ						
1950-10										ʔ oːi̯ a						
665-10										aː ɔː ʔ						
703-10										ʔ o ʔ						
1290-10										m aːi̯						
1391-10										k ɔ ʔ						
269-10										k ɔ ʔ						
855-10										dʑ ɛ ʔ						
2078-10										s e ʔ						
2213-10										m ɛ						
1858-10										s a						
1151-10										k j a ʔ						
737-10										ɓ e t						
340-10										s o						
1111-10										s ɛ						
485-10										ŋ aː						
1356-10										m ɔ h						
1093-10										t e ŋ						
1063-10										ɗ ɔː m						
648-10										dʑ e ŋ						
223-10										k a ʔ						
1248-10										dʑ a						
1509-10										t e ŋ						
504-10										dʑ o h						
2130-10										s e						
1-10										ʔ ɔː						
386-10										t o ʔ						
1411-10										ʔ u						
1027-10										k ɛ ʔ						
2077-10										m e h						
1323-10										m e						
1859-11											ŋ a					
175-11											k a					
241-11											ʔ a ʔ					
2163-11											kʰ u ŋ					
2181-11											n a m					
2060-11											ʔ ə m					
410-11											t ɔi̯					
1841-11											m aːu̯					
2017-11											h ɔi̯					
1004-11											l aː					
614-11											b aː h					
686-11											b l ɔi̯					
88-11											k ai̯ ʔ					
872-11											n a ŋ					
1891-11											t aː					
68-11											s i m					
631-11											b ə n					
594-11											k a					
1759-11											h ə ɲ					
805-11											k a ɲ					
756-11											h ui̯ k					
1201-11											m ɔi̯ ʔ					
2042-11											ʔ ɛː					
1968-11											t a ʔ					
2000-11											r aː ŋ					
17-11											v a t					
4-11											eu̯ eu̯ m					
788-11											t iː					
1219-11											h i m					
141-11											ʔ aː ŋ					
541-11											b r ə ŋ					
1687-11											h ɔi̯ r					
123-11											ə aː m					
1652-11											dʑ a ɲ					
576-11											ŋ ɔ ŋ					
1738-11											t a k					
442-11											h ɔ m					
368-11											t ə ŋ					
1778-11											b a t					
957-11											n a b					
1704-11											ʔ iː ʔ					
304-11											dʑ a m					
1796-11											t ɔ ŋ					
720-11											t ə h					
287-11											k ə b					
321-11											k eu̯ h					
206-11											k u ŋ					
1950-11											ʔ ɔi̯					
665-11											ə au̯					
703-11											n aː n					
1290-11											m ɔi̯					
1391-11											k ɔ ŋ					
269-11											k ɔ ŋ					
855-11											dʑ a n					
2078-11											s ɔi̯					
2213-11											m ə					
1858-11											s a					
1151-11											k ə n					
737-11											b ə r					
340-11											s a					
1111-11											s ɔi̯					
485-11											ŋ aːu̯					
1356-11											m ɔi̯ h					
1093-11											d eu̯ ŋ					
648-11											dʑ eu̯ ɲ					
223-11											k ɔ ŋ					
1248-11											t a					
1509-11											d ɔːi̯ ɲ					
504-11											dʑ au̯ h					
2130-11											s ɔi̯					
1-11											ʔ au̯					
386-11											ə o k					
1411-11											ʔ a					
1027-11											k a ʔ					
2077-11											m a h					
1459-11											k l aːu̯					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ u ʔ				
2163-12												kʰ u n				
2181-12												n ă m				
2060-12												ʔ ɔ m				
410-12												d ɛ				
1841-12												m w				
2017-12												h a				
1004-12												l ou̯				
614-12												b ou̯ h				
686-12												b l ɛ				
88-12												k au̯ ʔ				
872-12												n a ŋ				
1891-12												d ou̯				
68-12												s i m				
631-12												p ə̆ n				
594-12												g ou̯				
1759-12												h ă ɲ				
805-12												k a ɲ				
756-12												h ui̯ ʔ				
1201-12												m u ʔ				
2042-12												ʔ ɛ				
1968-12												d ă ʔ				
2000-12												l ou̯ ŋ				
17-12												v ă c				
4-12												ə ə m				
788-12												d ɛ				
1219-12												h i m				
141-12												ʔ aː ŋ				
541-12												p r j a ŋ				
1687-12												h u r				
123-12												n ou̯ m				
1652-12												c a ɲ				
576-12												ŋ ɔ				
1738-12												d ă ʔ				
442-12												h ɔ m				
368-12												d j a ŋ				
1778-12												b ă c				
957-12												n ă				
1704-12												ʔ i ʔ				
304-12												j ă m				
1796-12												c ɔ ŋ				
720-12												t ă h				
287-12												g a				
321-12												k ə h				
206-12												g ou̯ ʔ				
1950-12												ʔ ɔ				
665-12												ə w a				
703-12												n ou̯ ʔ				
1290-12												m				
1391-12												k ɔ				
269-12												g ɔ				
855-12												c ă n				
2078-12												s a				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j a n				
737-12												p ə̆				
340-12												s ou̯				
1111-12												s ɛ				
485-12												ŋ j				
1356-12												m u h				
1093-12												l ə ŋ				
1063-12												d ɔ m				
648-12												c ə ŋ				
223-12												k ɔ n				
1248-12												c ə				
1509-12												t n				
504-12												c ou̯ h				
2130-12												s a				
1-12												ʔ ou̯				
386-12												ɔ ou̯ ʔ				
1411-12												ʔ u				
1027-12												k ă ʔ				
2077-12												m ə h				
1459-12												k l				
1323-12												m ə				
1859-13													ŋ ɛ			
175-13													k a			
241-13													ʔ u ʔ			
2163-13													kʰ ɛ			
2181-13													n a m			
2060-13													ʔ ɔ m			
410-13													d ɛ			
1841-13													m w			
2017-13													h ɔ			
1004-13													l ou̯			
614-13													b ou̯ h			
686-13													b l ɔ			
88-13													k au̯ ʔ			
872-13													n a			
1891-13													d ou̯			
68-13													s i m			
631-13													p ə̆ n			
594-13													k ɛ			
1759-13													h ă n			
805-13													k a n			
756-13													h ui̯ ʔ			
1201-13													m ɔ ʔ			
2042-13													ʔ ɛ			
1968-13													d ă ʔ			
2000-13													l ou̯ k			
17-13													v ă t			
4-13													ə ə m			
788-13													d ɛ			
1219-13													h i m			
141-13													ʔ ou̯ k			
541-13													p r j a k			
1687-13													h ɛ			
123-13													l ou̯ m			
1652-13													c a n			
576-13													ŋ ɔ r			
1738-13													d ă ʔ			
442-13													h ɔ m			
368-13													d j a k			
1778-13													b ă t			
957-13													n ɔ			
1704-13													ʔ i ʔ			
304-13													j a m			
1796-13													c a k			
720-13													t a h			
287-13													k a p			
321-13													k ə h			
206-13													g ɛ ʔ			
1950-13													ʔ ɔ			
665-13													w a n			
703-13													n ou̯ ʔ			
1290-13													m ɛ			
1391-13													k ɔ ʔ			
269-13													k ɔ ʔ			
855-13													c ă n			
2078-13													s a n			
2213-13													m ɛ			
1858-13													s a			
1151-13													g j a n			
737-13													p ə̆ n			
340-13													s ou̯			
1111-13													s ɛ			
485-13													n			
1356-13													m u h			
1093-13													l ə k			
1063-13													d ɔ m			
223-13													k ɔ n			
1248-13													c ə			
1509-13													t a n			
504-13													c o h			
2130-13													s a			
1-13													ʔ w			
386-13													l ou̯ ʔ			
1411-13													ʔ u			
1027-13													g a ʔ			
2077-13													m ə h			
1459-13													k l ɛ			
1323-13													m ə			
1859-14														ŋ ai̯		
175-14														ŋ a		
241-14														ʔ u ʔ		
2163-14														kʰ u ŋ		
2181-14														n a m		
2060-14														ʔ ɔ m		
410-14														d j		
1841-14														m oː		
2017-14														h eː		
1004-14														l aː		
614-14														b o h		
686-14														b l eː		
88-14														g ɔː t		
872-14														n u ŋ		
1891-14														d aː		
68-14														s iː m		
631-14														p ə n		
594-14														g aː		
1759-14														h ɔ ɲ		
805-14														g eː ɲ		
756-14														h uːi̯ k		
1201-14														m ɔ l ʔ		
2042-14														ʔ ɛː		
1968-14														d a ʔ		
2000-14														l aː ŋ		
17-14														v a dʑ		
4-14														ə ə m		
788-14														d ai̯		
1219-14														h iː m		
141-14														ʔ aː ŋ		
541-14														b r j a ŋ		
1687-14														h u ŋ		
123-14														ŋ aː m		
1652-14														dʑ ɔː ɲ		
576-14														ŋ ɔ l		
1738-14														d a k		
442-14														h oː m		
368-14														d j a ŋ		
1778-14														b ɛ dʑ		
957-14														n ɔ p		
1704-14														ʔ iː t		
304-14														dʑ a m		
1796-14														dʑ a ŋ		
720-14														dʱ ɔ h		
287-14														g e p		
321-14														g ə h		
206-14														g ɔ t		
1950-14														ʔ oː		
665-14														ɲ ɔː t		
703-14														n ɔː t		
1290-14														m j		
1391-14														g ɔ t		
269-14														g ɔ t		
855-14														dʑ ɔ n		
2078-14														s ɔ ŋ		
2213-14														m ɔ		
1858-14														s a		
1151-14														g j a n		
737-14														p ə t		
340-14														s o		
1111-14														s ai̯		
485-14														ŋ j		
1356-14														m ɔ h		
1093-14														l ə ŋ		
1063-14														d oː m		
648-14														dʑ ə ɲ		
223-14														g ɔː t		
1248-14														dʑ ə m		
1509-14														dʱ eː ɲ		
504-14														dʑ o h		
2130-14														s eː		
386-14														ɲ o ʔ		
1411-14														ʔ u		
1027-14														g ɔ ʔ		
2077-14														m ɔ h		
1459-14														g l j		
1323-14														m ə		
1859-15															ŋ au̯	
175-15															n a	
241-15															ʔ u ʔ	
2163-15															kʰ u n	
2181-15															n a m	
2060-15															ʔ ɔː m	
410-15															d au̯	
1841-15															m ou̯	
2017-15															h ɔː	
1004-15															l ou̯	
614-15															b ou̯ h	
686-15															b e ɨi̯	
88-15															g au̯ ʔ	
872-15															n a ŋ	
1891-15															d ou̯	
68-15															s ɨi̯ m	
631-15															p ə n	
594-15															g ou̯	
1759-15															h a ɲ	
805-15															g a ɲ	
756-15															h uːi̯ ʔ	
1201-15															m u ʔ	
2042-15															ʔ ou̯	
1968-15															d a ʔ	
2000-15															l ou̯ ŋ	
17-15															v a c	
4-15															əɯ̯ əa m	
788-15															d ɛ	
1219-15															h ɨi̯ m	
141-15															ʔ aː ŋ	
541-15															p r j a ŋ	
1687-15															h u n	
123-15															ɔː aː m	
1652-15															c a ɲ	
576-15															ŋ ɔː	
1738-15															d a n	
442-15															h ɔː m	
368-15															d j a ŋ	
