COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1563-1	s a															
1597-1	s a ŋ															
1859-2		ŋ ɛ														
175-2		g ɔ														
241-2		ʔ o ʔ														
2163-2		kʰ o n														
2181-2		n ə m														
2060-2		ʔ au̯ m														
410-2		d au̯														
1841-2		m au̯														
2017-2		h ɔːi̯														
1004-2		l tɕ a														
614-2		b au̯ h														
686-2		b l ɔːi̯														
88-2		g au̯ ʔ														
872-2		n u ŋ														
1891-2		d tɕ a														
68-2		s ɛ m														
631-2		b ə n														
594-2		g aːi̯														
1759-2		h a ɣ														
805-2		g ɨ ɣ														
756-2		h au̯ ʔ														
1201-2		m au̯ ʔ														
2042-2		ʔ tɕ a														
1968-2		d a ʔ														
2000-2		h tɕ ŋ														
17-2		n v a t														
4-2		əː əː m														
788-2		d a														
1219-2		kʰ ɔi̯ m														
141-2		ʔ tɕ ŋ														
541-2		b j a ŋ														
1687-2		h o n														
123-2		n tɕ a m														
1652-2		dʑ ɨ ɣ														
576-2		ŋ ɔ l														
1738-2		d a														
442-2		h au̯ m														
368-2		d j a ŋ														
1778-2		b a dʑ														
957-2		n tɕ a														
1704-2		ʔ iː ʔ														
304-2		dʑ a m														
1796-2		dʑ ɔ ŋ														
720-2		d a h														
287-2		g j a p														
321-2		g l ə h														
206-2		d au̯ ʔ														
1950-2		ʔ oːi̯ a														
665-2		au̯ a n														
703-2		n au̯ ʔ														
1290-2		m tɕ a														
1391-2		g a ʔ														
269-2		g a ʔ														
855-2		dʑ ɔ n														
2078-2		s ɔi̯ n														
2213-2		m a														
1111-2		s ɛ														
485-2		ŋ aːi̯														
1356-2		m o h														
1093-2		l o ŋ														
1063-2		d au̯ m														
648-2		dʑ əː n														
223-2		g a n														
1248-2		dʑ eu̯														
1509-2		d ə ɣ														
504-2		dʑ au̯ h														
2130-2		s ɔi̯														
1-2		ʔ au̯														
386-2		n au̯ ʔ														
1411-2		ʔ o														
1027-2		g a ʔ														
2077-2		m ɔ														
1459-2		g l tɕ														
1323-2		m eu̯														
975-2		ɣ a h														
940-2		ŋ au̯														
1476-2		ʔ a h														
1923-2		n i n														
105-2		n v a ŋ														
1431-2		ʔ a														
37-2		n aːi̯ ŋ														
1152-2		b l a n														
1814-2		m a ɣ														
1183-2		n au̯ n														
1430-2		d o														
1721-2		ʔ a ʔ														
1617-2		b au̯ ʔ														
1564-2		b ɔ ʔ														
2111-2		l o														
1563-2		s a														
1859-3			ŋ ɛ													
175-3			h a													
241-3			ʔ o ʔ													
2163-3			kʰ o n													
2181-3			n a m													
2060-3			ʔ oː m													
410-3			d aːi̯													
1841-3			m oː													
2017-3			h i													
1004-3			k l a													
614-3			b oː h													
686-3			b l iː													
88-3			g ɔː ʔ													
872-3			n ɨ ŋ													
1891-3			d aːi̯													
68-3			s i m													
631-3			b ə n													
594-3			g aːi̯													
1759-3			h a r													
805-3			g i r													
756-3			h oː ɨ													
1201-3			m oː a													
2042-3			ʔ tɕ a													
1968-3			d a ʔ													
2000-3			r aːi̯ ŋ													
17-3			n v a c													
4-3			ɨː ɨː m													
788-3			d ai̯													
1219-3			kʰ a m													
141-3			ʔ aːi̯ ŋ													
541-3			b j a ŋ													
1687-3			h o r													
123-3			tɕ a m													
1652-3			dʑ i r													
576-3			ŋ ɔː													
1738-3			d a													
442-3			oː h oː													
368-3			d j a ŋ													
1778-3			b a c													
957-3			n g a													
1704-3			ʔ i ʔ													
304-3			dʑ a m													
1796-3			dʑ ɔ ŋ													
720-3			d ai̯													
287-3			g j a b													
321-3			g ɨː													
206-3			d oː ʔ													
1950-3			ʔ oːi̯ ai̯													
665-3			oː oː a n													
703-3			n oː ʔ													
1290-3			m tɕ a													
1391-3			g a t													
269-3			g a t													
855-3			dʑ a n													
2078-3			s i													
2213-3			m a													
1858-3			s a													
1151-3			g j a n													
737-3			b a t													
340-3			s a oː													
1111-3			s ai̯													
485-3			ŋ aːi̯													
1356-3			m u h													
1093-3			l ɨː ŋ													
1063-3			d oː m													
648-3			dʑ ɨː r													
223-3			g oː a n													
1248-3			dʑ a													
1509-3			d oː n													
504-3			dʑ oː													
1-3			ʔ oː													
386-3			n oː ʔ													
1411-3			ʔ o													
1027-3			g a ʔ													
2077-3			m a													
1459-3			g l tɕ													
1323-3			m ɨː													
1538-3			r j a h													
975-3			r a h													
940-3			ŋ oː a													
1476-3			ʔ a h													
105-3			n v a ŋ													
1431-3			ʔ ai̯													
37-3			n aːi̯ ŋ													
1152-3			b l a n													
1814-3			m a ɲ													
1890-3			s ə													
1430-3			d u													
1721-3			ʔ ɔː ʔ													
1617-3			b oː ʔ													
1564-3			b ɔ ʔ													
1028-3			ʔ a													
1563-3			s a													
1859-4				ŋ ɛ												
175-4				g a												
241-4				ʔ o ʔ												
2163-4				kʰ u n												
2181-4				n a m												
2060-4				ʔ au̯ m												
410-4				t aːi̯												
1841-4				m au̯												
2017-4				h ɔːi̯												
1004-4				l tɕ a												
614-4				b au̯ h												
686-4				b l ɔːi̯												
88-4				g au̯ ʔ												
872-4				n u ŋ												
1891-4				t aːi̯												
68-4				s ɛ m												
631-4				b ə n												
594-4				g aː												
1759-4				h a ʐ												
805-4				g i ʐ												
756-4				h ɨ ʔ												
1201-4				m au̯ a ʔ												
2042-4				ʔ au̯												
1968-4				t a ʔ												
2000-4				h au̯ ŋ												
17-4				n v a t												
4-4				ə əː m												
788-4				t ai̯												
1219-4				kʰ i m												
141-4				ʔ tɕ ŋ												
541-4				b j a ŋ												
1687-4				h u n												
123-4				n aːi̯ m												
1652-4				dʑ ɨ ŋ												
576-4				ŋ ɔ l												
1738-4				t a g												
442-4				h oː m												
368-4				t j a ŋ												
1778-4				b a												
957-4				n a p												
1704-4				ʔ iː ʔ												
304-4				dʑ a m												
1796-4				dʑ ɔ ŋ												
720-4				t ai̯ h												
287-4				g ə p												
321-4				g əː ŋ												
206-4				t au̯ ʔ												
1950-4				ʔ oːi̯ ai̯												
665-4				n au̯ a n												
703-4				n au̯ ʔ												
1290-4				m aːu̯												
1391-4				g ɔ n												
269-4				g a ʔ												
855-4				dʑ a n												
2078-4				s a n												
2213-4				m iː												
1858-4				s a												
1151-4				g j a n												
737-4				p ə ai̯												
340-4				s a au̯												
1111-4				s ɛ												
485-4				ŋ aːi̯												
1356-4				m u h												
1093-4				l əː ŋ												
1063-4				t au̯ m												
648-4				dʑ əː ŋ												
223-4				g ɔ n												
1509-4				t ɨ ŋ												
504-4				dʑ au̯ h												
2130-4				s a												
1-4				ʔ au̯												
386-4				n au̯ ʔ												
1411-4				ʔ o												
1027-4				g a ʔ												
2077-4				m ə u												
1459-4				g l au̯												
975-4				ʐ a h												
940-4				ŋ au̯ h												
1476-4				ʔ a h												
1923-4				n i ŋ												
105-4				v ɔ ŋ												
1431-4				ʔ i												
37-4				n aːi̯ ŋ												
1152-4				p l a n												
1183-4				n au̯ n												
1430-4				t u												
1721-4				ʔ ɔ h												
1617-4				b au̯ ʔ												
1028-4				ʔ a												
2111-4				l ɛː												
1859-5					ŋ ei̯											
175-5					k a											
241-5					ʔ o ʔ											
2163-5					kʰ ɔ nˀ											
2181-5					n a m											
2060-5					ʔ oː m											
410-5					ɗ aːi̯											
1841-5					m oː											
2017-5					h ei̯											
1004-5					l aːi̯											
614-5					b oː h											
686-5					b l ei̯											
88-5					k ɔ ʔ											
872-5					n ɨ ŋ											
1891-5					ɗ aːi̯											
68-5					s ɨ m											
631-5					b əː n											
594-5					k aːi̯											
1759-5					h a ŋ											
805-5					k ɨ ŋ											
756-5					h ɨ ʔ											
1201-5					m oː ʔ											
2042-5					ʔ aːi̯											
1968-5					ɗ a ʔ											
2000-5					h aːi̯ ŋ											
17-5					ɓ a t											
4-5					əː ɔ m											
788-5					ɗ ei̯											
1219-5					kʰ i m											
141-5					ʔ aːi̯ ŋ											
541-5					b j a ŋ											
1687-5					h ɔ n											
123-5					aːi̯ a m											
1652-5					dʑ ɨ ŋ											
576-5					ŋ ɔ l											
1738-5					ɗ ɨ k											
442-5					h oː m											
368-5					ɗ j a ŋ											
1778-5					b a ʔ											
957-5					n aːi̯ ʔ											
1704-5					ʔ i ʔ											
304-5					dʑ a m											
1796-5					dʑ ɔ ŋ											
720-5					d ei̯ h											
287-5					k ei̯ b											
321-5					k l ɔ h											
206-5					ɗ oː ʔ											
1950-5					ʔ oːi̯ a											
665-5					nˀ oː a n											
703-5					n oː ʔ											
1290-5					m aːi̯											
1391-5					k ɔ ʔ											
269-5					k ɨ ʔ											
855-5					dʑ a n											
2078-5					s ɨ n											
2213-5					m ei̯											
1858-5					s a											
1151-5					k j a n											
737-5					b aːi̯ nˀ											
340-5					s a											
1111-5					s ei̯											
485-5					ŋ aːi̯											
1356-5					m u h											
1093-5					d o ŋ											
1063-5					ɗ oː m											
648-5					dʑ əː ŋ											
223-5					k ɔ nˀ											
1248-5					dʑ əː ɨ											
1509-5					d ɨ ŋ											
504-5					dʑ oː											
2130-5					s ei̯											
1-5					ʔ oː											
1411-5					ʔ o											
2077-5					m ɔ h											
1323-5					m əː											
1538-5					r j a h											
1923-5					nˀ i ŋ											
37-5					nˀ aːi̯ ŋ											
1152-5					b l nˀ											
1814-5					m a ŋ											
1890-5					s a											
1564-5					b ɔ ʔ											
1597-5					s ɔ ŋ											
1859-6						ŋ iː										
175-6						t a										
241-6						ʔ o ʔ										
2163-6						k o n										
2181-6						n ə m										
2060-6						ʔ ou̯ m										
410-6						d aːi̯										
1841-6						m ou̯										
2017-6						h ei̯										
1004-6						l aːi̯										
614-6						p ou̯ h										
686-6						p l ei̯										
88-6						k o ʔ										
872-6						nʰ u ŋ										
1891-6						ɗ aːi̯										
68-6						s i m										
631-6						p a o										
594-6						k aːi̯										
1759-6						h a ɲ										
805-6						k iː ŋ										
756-6						h ou̯ ʔ										
1201-6						m ou̯ ʔ										
2042-6						ʔ aːi̯										
1968-6						d a ʔ										
2000-6						h aːi̯ ŋ										
17-6						ɓ a t										
4-6						əː əː m										
788-6						d iː										
1219-6						k iː m										
141-6						ʔ aːi̯ ŋ										
541-6						p j a ŋ										
1687-6						h o r										
123-6						t aːi̯ m										
1652-6						dʑ i ŋ										
576-6						ŋ ɔ r										
1738-6						d a k										
442-6						h ou̯ m										
368-6						ɗ j a ŋ										
1778-6						p a t										
957-6						n aːi̯ p										
1704-6						ʔ iː ʔ										
304-6						dʑ a m										
1796-6						dʑ ɔ ŋ										
720-6						d iː h										
287-6						k ə p										
321-6						k o h										
206-6						ɗ ou̯ ʔ										
1950-6						ʔ oːi̯ iː										
665-6						ou̯ ou̯ a nʰ										
703-6						nʰ ou̯ ʔ										
1290-6						m aːi̯										
1391-6						k ɔ t										
269-6						k a t										
855-6						dʑ a n										
2078-6						s eːi̯										
2213-6						m iː										
1858-6						s ə										
1151-6						k j a nʰ										
737-6						p iː t										
340-6						ʔ s a										
1111-6						s iː										
1093-6						d əː ŋ										
1063-6						d ou̯ m										
648-6						dʑ əː ŋ										
1248-6						dʑ əː										
1509-6						d ou̯ ŋ										
504-6						dʑ ou̯ h										
2130-6						s i										
1-6						ʔ ou̯										
1411-6						ʔ o										
2077-6						m o h										
1323-6						m əː										
1538-6						r j a h										
1923-6						n i ŋ										
37-6						nʰ aːi̯ ŋ										
1152-6						b r a nʰ										
1814-6						m a ɲ										
1597-6						s ɔ ŋ										
1859-7							ŋ ɛ									
175-7							g a									
241-7							ʔ o ʔ									
2163-7							kʰ o n									
2181-7							n ə m									
2060-7							ʔ au̯ m									
410-7							t aːu̯									
1841-7							m au̯									
2017-7							h ɔːi̯									
1004-7							l tɕ a									
614-7							b au̯ h									
686-7							b l ɔːi̯									
88-7							g au̯ a ʔ									
872-7							n u ŋ									
1891-7							t tɕ a									
68-7							s ɛ m									
631-7							b ə n									
594-7							g j a									
1759-7							h a n									
805-7							g ə n									
756-7							h ɛː									
1201-7							m au̯ a									
2042-7							ʔ tɕ a									
1968-7							t a ʔ									
2000-7							h a ŋ									
17-7							n v a t									
4-7							n əː m									
788-7							t ɛː									
1219-7							kʰ iː									
141-7							ʔ aːi̯ ŋ									
541-7							b j a ŋ									
1687-7							h u n									
123-7							n tɕ a m									
1652-7							dʑ ɨ n									
576-7							ŋ ɔ l									
1738-7							t a									
442-7							h au̯ m									
368-7							t j a ŋ									
1778-7							b a t									
957-7							n a									
1704-7							ʔ iː ʔ									
304-7							dʑ a m									
1796-7							dʑ a ŋ									
720-7							d iː h									
287-7							g ə p									
321-7							g əː ŋ									
206-7							t au̯ ʔ									
1950-7							ʔ oːi̯ a									
665-7							n au̯ a n									
703-7							n au̯ ʔ									
1290-7							m a									
1391-7							g ɔ n									
269-7							g a ʔ									
855-7							dʑ a n									
2078-7							s ɔːi̯ n									
2213-7							m a									
1858-7							s a									
1151-7							g j a n									
737-7							b ə n									
340-7							ʔ a au̯									
1111-7							s ɛː									
485-7							ŋ aːu̯									
1356-7							m u h									
1093-7							l ə ŋ									
1063-7							t au̯ m									
648-7							dʑ əː ŋ									
223-7							g ɔ n									
1248-7							t a									
1509-7							d ɔːi̯ n									
504-7							dʑ ɔ h									
2130-7							s ɔːi̯									
1-7							ʔ au̯									
386-7							n au̯ ʔ									
1411-7							ʔ o									
1027-7							g a ʔ									
1459-7							g l au̯									
975-7							ɣ a h									
940-7							ŋ ɔːi̯ ʔ									
1476-7							ʔ a h									
1923-7							n iː									
105-7							n ɔ ŋ									
1431-7							ʔ ɔːi̯									
37-7							n aːi̯ ŋ									
1152-7							b l a n									
1183-7							n ɔ ŋ									
1890-7							s a									
1430-7							t u									
1721-7							ʔ ɔ ʔ									
1617-7							b au̯ ʔ									
1028-7							ʔ a									
2111-7							l ɛː									
1859-8								ŋ ɛ								
175-8								kʰ a								
241-8								ʔ o ʔ								
2163-8								kʰ ɔ ŋ								
2181-8								n e m								
2060-8								ʔ ɔː m								
410-8								d j ai̯								
1841-8								m ɔː								
2017-8								h eː								
1004-8								l j a								
614-8								p ɔː h								
686-8								p l eː								
88-8								g r ɔ								
872-8								n u ŋ								
1891-8								d j a								
68-8								s ɛ m								
631-8								p e n								
594-8								g j a								
1759-8								h a ŋ								
805-8								g i ŋ								
756-8								h ɔː kʰ								
1201-8								m ɔː ʔ								
2042-8								ʔ j a								
1968-8								d a ʔ								
2000-8								h j ŋ								
17-8								v a c								
4-8								əː əː m								
788-8								d ai̯								
1219-8								kʰ ai̯ m								
141-8								ʔ j ŋ								
541-8								p j a ŋ								
1687-8								h ɔ n								
123-8								j a m								
1652-8								dʑ i ŋ								
576-8								ŋ ɔ l								
1738-8								d a								
442-8								h ɔː m								
368-8								d j a ŋ								
1778-8								p ai̯ dʑ								
957-8								n ɔ p								
1704-8								ʔ i ʔ								
304-8								dʑ a m								
1796-8								dʑ ɔ ŋ								
720-8								t ai̯ h								
287-8								g j a p								
321-8								kʰ ə ŋ								
206-8								d ɔː ʔ								
1950-8								ʔ oːi̯ ai̯								
665-8								ɔː ɔː n								
703-8								n ɔː ʔ								
1290-8								m j ai̯								
1391-8								g ɔ ʔ								
269-8								g a ʔ								
855-8								dʑ a n								
2078-8								s ei̯								
2213-8								m ai̯								
1858-8								s a								
1151-8								g j a n								
737-8								p e t								
340-8								ʔ ɔː								
1111-8								s ai̯								
485-8								ŋ j a								
1356-8								m ɔ h								
1093-8								l əː ŋ								
1063-8								d ɔː m								
648-8								dʑ əː ŋ								
223-8								g ɔː n								
1248-8								dʑ əː								
1509-8								t eː ŋ								
504-8								dʑ ɔː h								
2130-8								s ei̯								
1-8								ʔ ɔː								
386-8								ʔ ɔː ʔ								
1411-8								ʔ o								
1027-8								g a ʔ								
2077-8								m a								
1459-8								g l j ai̯								
1323-8								m əː								
1538-8								r j a h								
975-8								ŋ j a h								
940-8								ŋ ɔː h								
1476-8								ʔ e a h								
1923-8								n ai̯								
105-8								v ɔ ŋ								
1431-8								ʔ ai̯								
37-8								j ŋ j ŋ								
1152-8								p l a n								
1183-8								n ɔ ŋ								
1890-8								s a								
1430-8								t u								
1564-8								d ɔ ʔ								
1028-8								ʔ a								
2111-8								l ɔː								
1563-8								s a								
1597-8								s ɔ ŋ								
1859-9									ŋ ai̯							
175-9									k a							
241-9									ʔ u ʔ							
2163-9									kʰ u n							
2181-9									n a m							
2060-9									ʔ oː m							
410-9									ɗ j ai̯							
1841-9									m oː							
2017-9									h i							
1004-9									l j a							
614-9									p oː h							
686-9									b l i							
88-9									g ɔ ʔ							
872-9									n u ŋ							
1891-9									ɗ aːi̯							
68-9									s i m							
631-9									b ɨː n							
594-9									g aːi̯							
1759-9									h a r							
805-9									g ai̯ ŋ							
756-9									h oː ʔ							
1201-9									m oː a							
2042-9									ʔ aːi̯							
1968-9									d a ʔ							
2000-9									h aːi̯ ŋ							
17-9									v a c							
4-9									ɨː ɨː m							
788-9									d ai̯							
1219-9									kʰ ai̯ m							
141-9									ʔ aːi̯ ŋ							
541-9									p j a ŋ							
1687-9									h u n							
123-9									aːi̯ a m							
1652-9									dʑ ai̯							
576-9									ŋ i ʔ							
1738-9									d a							
442-9									h oː m							
368-9									d j a ŋ							
1778-9									p ai̯ dʑ							
957-9									n i p							
1704-9									ʔ ai̯ ʔ							
304-9									dʑ a m							
1796-9									dʑ ɔi̯ ŋ							
720-9									d ai̯ h							
287-9									g j p							
321-9									g ɨː ŋ							
206-9									d oː ʔ							
1950-9									ʔ oːi̯ ai̯							
665-9									oː oː a n							
703-9									n oː ʔ							
1290-9									m aːi̯							
1391-9									g ɔ n							
269-9									g i t							
855-9									dʑ i n							
2078-9									s ai̯							
2213-9									m ai̯							
1858-9									s a							
1151-9									g j a n							
737-9									p u ai̯							
340-9									ʔ oː							
485-9									ŋ aːi̯							
1356-9									m u h							
1093-9									d ɨː ŋ							
1063-9									d oː m							
648-9									dʑ ɨː r							
223-9									g oː a n							
1248-9									dʑ ɯː							
504-9									dʑ oː ʔ							
2130-9									s i							
1-9									ʔ oː							
386-9									d oː ʔ							
1027-9									g a ʔ							
2077-9									m u							
1459-9									g l j ai̯							
1323-9									m ɨː							
1538-9									r j a h							
975-9									r a h							
940-9									ŋ ɛːu̯ ʔ							
1476-9									ʔ a h							
105-9									v ɔi̯ ŋ							
1431-9									ʔ ai̯							
37-9									i aːi̯ ŋ							
1152-9									p l a n							
1814-9									m a r							
1430-9									d u							
1721-9									ʔ ɔː ʔ							
1617-9									p oː ʔ							
1564-9									b ɔː ʔ							
1028-9									ʔ a							
1597-9									s ɔː ŋ							
1859-10										ŋ iː						
175-10										g a						
241-10										ʔ u ʔ						
2163-10										kʰ ɔ r						
2181-10										ʔ a m						
2060-10										ʔ ɔː m						
410-10										ɗ aːi̯						
1841-10										m ɔː						
2017-10										h e						
1004-10										l aː a						
614-10										ɓ ɔː h						
686-10										ɓ l e						
88-10										k ɔː ʔ						
872-10										ʔ ɨ ŋ						
1891-10										ɗ aːi̯						
68-10										s i m						
631-10										ɓ e ʔ						
594-10										k aː a						
1759-10										h a ŋ						
805-10										k i ŋ						
756-10										h ɨ k						
1201-10										m ɔː ʔ						
2042-10										ʔ aːi̯						
1968-10										ɗ a ʔ						
2000-10										h a ŋ						
17-10										b a t						
4-10										e e m						
788-10										d iː						
1219-10										kʰ iː m						
141-10										ʔ aːi̯ ŋ						
541-10										ɓ j a ŋ						
1687-10										h ɔ r						
123-10										aː a m						
1652-10										dʑ i ŋ						
576-10										ŋ ɔ a						
1738-10										ɗ a g						
442-10										h ɔː m						
368-10										ɗ j a ŋ						
1778-10										ɓ a dʑ						
957-10										ʔ a ɓ						
1704-10										ʔ iː						
304-10										dʑ a m						
1796-10										dʑ a ŋ						
720-10										t a h						
287-10										k e ɓ						
321-10										k e ŋ						
206-10										ɗ ɔː ʔ						
1950-10										ʔ oːi̯ a						
665-10										ʔ ɔː ʔ						
703-10										ʔ ou̯ ʔ						
1290-10										m aːi̯						
1391-10										k a ʔ						
269-10										k a ʔ						
855-10										dʑ a ʔ						
2078-10										s iː						
2213-10										m iː						
1858-10										s a						
1151-10										k j a ʔ						
737-10										ɓ a t						
340-10										s i						
1111-10										s iː						
485-10										ŋ aːi̯						
1356-10										m ɔ h						
1093-10										l e ŋ						
1063-10										ɗ ɔː m						
648-10										dʑ e ŋ						
223-10										k ɔ ʔ						
1248-10										dʑ a						
1509-10										t ɔ ŋ						
504-10										dʑ ɔː h						
2130-10										s e i						
1-10										ʔ ɔː						
386-10										ŋ ɔː ʔ						
1411-10										ʔ u						
1027-10										k a ʔ						
2077-10										m ɔ h						
1323-10										m e						
1538-10										r j a h						
37-10										aː ŋ aː						
1152-10										ɓ l ɨ ʔ						
1814-10										m a ŋ						
1890-10										s a						
1028-10										ʔ i						
1563-10										s a						
1859-11											ŋ ɛ					
175-11											k a					
241-11											ʔ o ʔ					
2163-11											kʰ o n					
2181-11											n ə̆ m					
2060-11											ʔ au̯ m					
410-11											t iː					
1841-11											m au̯					
2017-11											h ɔi̯					
1004-11											l tɕ a					
614-11											b au̯ h					
686-11											b l ɔi̯					
88-11											g a ʔ					
872-11											n ɨ ŋ					
1891-11											t aːi̯					
68-11											s ɔi̯ m					
631-11											b ə n					
594-11											k aːi̯					
1759-11											h a n					
805-11											k ɨ n					
756-11											h ɨ ʔ					
1201-11											m oː a ʔ					
2042-11											ʔ a					
1968-11											t a ʔ					
2000-11											h a ŋ					
17-11											n v a t					
4-11											n əː m					
788-11											t iː					
1219-11											kʰ ɔi̯ m					
141-11											ʔ au̯ ŋ					
541-11											b j a ŋ					
1687-11											h o n					
123-11											n aːi̯ m					
1652-11											dʑ ɨ n					
576-11											ŋ ɔ l					
1738-11											t a					
442-11											h oː m					
368-11											t j a ŋ					
1778-11											b a t					
957-11											n a p					
1704-11											ʔ iː ʔ					
304-11											dʑ a m					
1796-11											dʑ a ŋ					
720-11											d iː					
287-11											k ə p					
321-11											g ə ŋ					
206-11											t au̯ ʔ					
1950-11											ʔ oːi̯ a					
665-11											n oː a n					
703-11											n au̯ ʔ					
1290-11											m a					
1391-11											g a n					
269-11											g a t					
855-11											dʑ a n					
2078-11											s ɔi̯ n					
2213-11											m iː					
1858-11											s a					
1151-11											g j a n					
737-11											b ə n					
340-11											ʔ a au̯					
1111-11											s ɛ					
485-11											ŋ aːu̯					
1356-11											m u h					
1093-11											l əː ŋ					
648-11											dʑ əː ŋ					
223-11											g ɔ n					
1248-11											t eu̯					
1509-11											d au̯ ŋ					
504-11											dʑ au̯					
2130-11											s ɔi̯					
1-11											ʔ au̯					
386-11											n au̯ ʔ					
1411-11											ʔ o					
1027-11											g a ʔ					
2077-11											m a					
1459-11											k l aːi̯					
1538-11											r j a h					
975-11											ɣ a h					
940-11											ŋ ɔ h					
1476-11											ʔ a h					
1923-11											n i ŋ					
105-11											n v a ŋ					
1431-11											ʔ ɔi̯					
37-11											n aːi̯ ŋ					
1152-11											b l a n					
1183-11											n au̯ n					
1890-11											s a					
1430-11											t u					
1721-11											ʔ ɔ ʔ					
1617-11											b au̯ ʔ					
1028-11											ʔ a					
2111-11											l iː					
1597-11											s a ŋ					
1859-12												ŋ ɛ				
175-12												k a				
241-12												ʔ ɛ ʔ				
2163-12												kʰ o n				
2181-12												n a m				
2060-12												ʔ ɛ m				
410-12												c ɛ				
1841-12												m au̯				
2017-12												h ɛ				
1004-12												l j a				
614-12												p o h				
686-12												p l ɛ				
88-12												g ɛ ʔ				
872-12												n o ŋ				
1891-12												d aːi̯ a				
68-12												s ɛ m				
631-12												p ə n				
594-12												g ɛ				
1759-12												h a ɲ				
805-12												g i ɲ				
756-12												h o ɨ				
1201-12												m w a ʔ				
2042-12												ʔ a				
1968-12												t a ʔ				
2000-12												h ɛ ŋ				
17-12												v a c				
4-12												ə ə m				
788-12												d ɛ				
1219-12												kʰ ɛ m				
141-12												ʔ ɛ ŋ				
541-12												p j a ŋ				
1687-12												h o n				
123-12												n aːi̯ m				
1652-12												c ɨ ŋ				
576-12												ŋ u a				
1738-12												t a				
442-12												h w m				
368-12												t j a ŋ				
1778-12												p a t				
957-12												n a p				
1704-12												ʔ ɛ ʔ				
304-12												c a m				
1796-12												c a ŋ				
720-12												t ɛ h				
287-12												g ə̆ p				
321-12												g ə ŋ				
206-12												t o ʔ				
1950-12												ʔ v a				
665-12												ə w a n				
703-12												n o ʔ				
1290-12												m a				
1391-12												g a t				
269-12												g a t				
855-12												c a n				
2078-12												s ɛ				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j a n				
737-12												p a t				
340-12												s a				
1111-12												s ɛ				
485-12												ŋ a				
1356-12												m o h				
1093-12												t ə ŋ				
1063-12												t w m				
648-12												c ə ŋ				
223-12												g w a n				
1248-12												c ə				
1509-12												t ɛ ŋ				
504-12												c o h				
2130-12												s ɛ				
1-12												ʔ w a				
386-12												w a o				
1411-12												ʔ ɛ				
1027-12												g a ʔ				
2077-12												m a o				
1459-12												k l				
1323-12												m ə				
1538-12												r j a h				
975-12												ɲ a h				
940-12												ŋ ɛ				
1476-12												ʔ a ɛ				
1923-12												n ɛ				
105-12												v a ŋ				
1431-12												ʔ ɛ				
1814-12												m a ɲ				
1183-12												n o ŋ				
1890-12												s a				
1430-12												t o a				
1721-12												ʔ u ʔ				
1617-12												p o ʔ				
