COGID	dutch	english	french	german
1523-2		s ɛ		
512-2		m ɑː r		
2141-2		h ɛ		
2147-2		ɡ æ s		
814-2		k r eɪ dʒ		
810-2		θ ɛ f		
1758-2		p ɛ		
1760-2		r æ t		
1620-2		f ɪ n		
1282-2		v ɑː l s		
1136-2		f ɛ v s		
1309-2		l ɛ s		
1307-2		n ɪ		
1305-2		f l ɛ		
711-2		w ɪ s p		
1442-2		f l iː		
62-2		p ɪ		
-73-2		p ɪ k iː d		
1810-2		h ɛ t		
1805-2		f l aɪ s		
1813-2		h aʊ ə r		
1811-2		b l uː d		
690-2		r ɪ p		
2177-2		h ɛ f d		
246-2		w ɛ ɔ l r		
1469-3			p u t	
2047-3			p ə	
2054-3			t u t	
1375-3			l ə a	
760-3			p i t	
756-3			p ə u	
726-3			p u ʀ	
1351-3			s ʀ u t	
1353-3			s ʀ ə a	
412-3			ə ə ə ə	
406-3			ə ə ə ə	
1005-3			s t ə a	
1012-3			s t ə a	
1016-3			s i t ə u	
1069-3			ə i	
509-3			p ə l	
693-3			s s ə l ə	
2179-3			p u t	
1753-3			p a ə	
1131-3			p i l	
1198-3			b i t	
2032-3			ə i	
2241-3			p ə	
2244-3			l ə	
610-3			p a a	
945-3			ə i t	
1534-3			l ə	
384-3			p ə	
1650-3			p a u t	
1663-3			p i t	
2279-3			l i	
471-3			ə ə	
1385-3			p ə t	
792-3			p u	
1111-3			p i t	
197-3			p ə	
2020-3			l i	
867-3			s u t ɛ	
1970-3			p ə l	
1230-3			ə s a ə t	
2017-3			p ə ə	
2183-3			p t ɛ	
1521-3			p a	
1755-3			p a a	
1760-3			ʀ u t	
1469-4				z a n t
2047-4				z ʊ n ə n
2054-4				d ʊ n d ə r
1375-4				l ɪ s ɡ ə t
760-4				v ɪ n d
756-4				ʃ n eː
726-4				m uː d ə r
1351-4				ɡ r t + b eː d ə r
1353-4				ɡ r t + m uː d ə r
412-4				z ɡ + + b eː d ə +
406-4				z ɡ + + m uː d ə +
1005-4				ʃ t iː + b eː d ə r
1012-4				ʃ t iː f + m uː d ə r
1016-4				v ai t au + eː r
1069-4				s ɪ k
509-4				f ɔ l ə n
693-4				m ʏ l s + eː z ə
2179-4				n ɛ s t
1753-4				b ɪ s ə
1131-4				v ɔ l f
1198-4				b aː r
2032-4				h oː r n
2241-4				n ʏ s ə
2244-4				l ɪ pf ə n
610-4				k s n iː
945-4				h aː r t
1534-4				l ɪ x ə n
384-4				z ɔy ɡ ə n
1650-4				n s oː t
1663-4				z ɔ t
2279-4				l ɪ n ə n
471-4				z ai iː ə n
1385-4				z aː t ə n
792-4				j oː k
1111-4				m aː s t
197-4				z ɔy d ə n
2020-4				l a ŋ
867-4				h ʊ n d ə r t
1970-4				f ʏ l ə
1230-4				t ɡ ə ɛ r d ə n
2017-4				n iː n
968-4				eː r ə l
1674-4				l a n t
1671-4				h ɔ b ə n
829-4				k l ɪ f ə
1025-4				v a t ə r
1027-4				z eː
1832-4				r au
-1816-4				z eː iː a n
-335-4				l a ɡ ʊ n ə
1043-4				z t r au m
423-4				ʃ t ai
2049-4				m a n ə
2062-4				ʃ t ɔ r m
2065-4				r eː ɡ ə + + b oː ɡ n
1368-4				ʃ a t au
1365-4				t au
754-4				r eː ɡ ə n
768-4				v eː r
1211-4				f ʊ r
106-4				m a n
-98-4				b ɛ b iː
719-4				f a d ə r
1341-4				z oː n
-2027-4				ts aː n t ə
-2026-4				n eː f
409-4				z ɡ + + z oː n n
402-4				z ɡ + + t a x t ə +
1014-4				ʃ t iː f + t a x t ə r
1059-4				eː ə
120-4				ʃ t a l
2183-4				ʃ t iː r ə
2194-4				ʏ s ə
2199-4				k aː l f
2197-4				ʃ eː f
1523-4				z oː k
1521-4				b ɔ k
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a n s
814-4				k r eː n
810-4				t ʏ f ə
1755-4				s h ʊ t
1758-4				m oː s
1620-4				f ɪ n ə
1282-4				v a l b ʊ s
1136-4				f ɔ s
1309-4				l oː s
1307-4				n ɛ s ə
1305-4				f l oː
711-4				v ɛ z f ə
1442-4				f l iː k ə
62-4				m ʏ k ə
-73-4				m ʏ ʃ x iː s
1810-4				h oː t
1805-4				f l eː s
1813-4				h aː r
1811-4				b l uː t
690-4				r ɪ f ə
2177-4				h oː f t
246-4				ɛ ŋ k ɡ ə + b r ɔ ə
