COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
283-5					t e + t				
293-5					i n + i				
314-5					k w i t t				
315-5					oː m e				
322-5					t e h aː m m				
323-5					t eː				
9-5					t oː t oː + t				
17-5					o m i + t				
22-5					t a t i				
30-5					w i ts				
88-5					i i i				
158-5					aː e j p k				
159-5					a t i m i + t				
177-5					m i j k g				
184-5					t oː k aː +				
187-5					j a m b w i + k				
227-5					x aː l l				
1-6						n u tʃ i			
2-6						k w x + j x eː x			
8-6						w eː j i			
16-6						e s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + i			
52-6						w aː k + t u			
53-6						n a k a s			
54-6						t aː l l			
55-6						k w a			
60-6						iː x t e l u l u			
83-6						t i + t			
87-6						p a t aː n i			
92-6						m a k a			
103-6						m aː			
106-6						k a k i			
138-6						n e h w			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t aː k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e tʃ			
190-6						j a k j + t			
194-6						s eː			
220-6						u h + t i			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						i n + iː			
314-6						k w a u + t			
315-6						uː m e			
322-6						t e h a m m h			
323-6						t eː			
9-6						t uː t u + t			
17-6						u m i + t			
22-6						t a t i a			
30-6						w i ts			
88-6						i i			
158-6						w eː j a k			
159-6						a t i m i +			
177-6						m i a k			
184-6						t u k a k			
187-6						j a n k w i + k			
227-6						x aː l l l			
1-7							n + tʃ i		
2-7							k e o m e x e x		
8-7							e e n		
16-7							+ o o t i		
24-7							i o t i		
32-7							m i k i		
51-7							+ n m		
52-7							e a k m k + k		
53-7							n e k e o		
54-7							t a		
55-7							k e a		
60-7							o x t +		
83-7							t e m t		
87-7							p e t a n i		
92-7							m e k l		
103-7							m a m		
106-7							k l k		
138-7							n e e e		
139-7							m i k m t i l		
142-7							m e t i		
145-7							m + m t e k e		
176-7							t a k e + t		
179-7							n e k e m +		
180-7							m e k m t i		
186-7							k e tʃ		
190-7							n e k o + t		
194-7							o e		
220-7							+ e m t i		
231-7							i t e		
240-7							k + tʃ i		
283-7							t e + t		
293-7							i n m		
314-7							k e e e + +		
315-7							u m e		
322-7							t + e e x m e		
323-7							t e		
17-7							+ x i m +		
22-7							t ts t i l		
30-7							e i k		
159-7							ts t i x + t		
1-8								n o tʃ i +	
2-8								k w k + j x x	
8-8								w eː j ɨ	
16-8								e s + tɬ ɨ	
24-8								i s t ɨ +	
32-8								m i k ɨ	
51-8								o n + iː	
52-8								w aː k + k ɨ k	
53-8								n a k a s	
54-8								tɬ aː l ɨ ɨ	
55-8								k w aː	
60-8								iː x + t ɨ l o l o	
83-8								tɬ ɨ + tɬ	
87-8								p a tɬ aː n i	
92-8								m a k a	
103-8								m aː + n	
106-8								k a k ɨ	
138-8								n ɨ h w	
139-8								m i k + t i a	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								t aː k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː e + tɬ ɨ	
186-8								k e tʃ +	
190-8								j a k +	
194-8								s eː	
220-8								o h + tɬ ɨ	
231-8								i t a	
240-8								k o tʃ ɨ	
283-8								t e + tɬ	
293-8								i n + iː n	
314-8								k w a w + tɬ	
315-8								oː m e	
322-8								t e h w m h	
323-8								tɬ eː k	
9-8								t oː t oː + tɬ	
17-8								o m i + tɬ	
22-8								tɬ a t ɨ +	
30-8								w p	
88-8								i ɨ ɨ	
158-8								w eː j a k k	
159-8								aː t ɨ m ɨ + tɬ	
177-8								m ɨ a k k	
184-8								t oː k a +	
187-8								j a n k w p + k	
227-8								x aː ɨ ɨ ɨ	
1-9									m o tʃ iː iː
2-9									k e x n j x i
8-9									w i j iː
16-9									e s + tɬ iː
24-9									iː s t e iː
32-9									m iː k iː
51-9									o n + iː
52-9									w ø k + k o k
53-9									n a k a s
54-9									tɬ ø l iː +
55-9									k w a
60-9									i x + t e l o l o
83-9									tɬ e + ts
87-9									p a tɬ ø n iː
92-9									m a k a
103-9									m ø j iː
106-9									k a k iː
138-9									n e h w tɬ
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t i k a
176-9									pː ø k a + tɬ
179-9									n a k a + tɬ
180-9									m i ts + tɬ iː
186-9									k e tʃ + k
190-9									j a k a + +
194-9									s i
220-9									o h + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									pː e + + tɬ
293-9									iː n n iː n
314-9									k w w e + +
315-9									u m e
322-9									t e h w m e h
323-9									tɬ i iː
9-9									t u t u + tɬ
22-9									tɬ a t iː a
30-9									w iː ts
88-9									iː iː iː
158-9									w i j a ø k
159-9									a t e m iː + tɬ
177-9									m iː a ø k
184-9									t u k ø + +
187-9									j a m k w iː + k
227-9									x ø h l l
