COGID	Albanian	English	French	German	Latin
205-4				iː r aː ʃ s	
301-4				k l a	
72-4				k a l t	
238-4				t eː	
560-5					m e i a
438-5					o i u
1222-5					o a a
353-5					p i a k
201-5					s n n r
20-5					k d t r
503-5					p l aː a
957-5					d i a
728-5					l k a a
244-5					n m r u n
289-5					n u s o
911-5					i a e
724-5					e i i a
145-5					d
992-5					k e a
1181-5					k i i e a
706-5					o u a
106-5					p i r u i a
741-5					p k k
421-5					b l o s a
227-5					p eː e a
920-5					k o i d u n
1083-5					k o i n a
1066-5					g u a
1125-5					g e n eː
1197-5					m t r u i a
473-5					n l w
284-5					n o a u
661-5					a n a
701-5					i a g a
315-5					i o n p a
1169-5					a i l d a
982-5					a s iː a
987-5					a i g a
1055-5					a i i a n a
1130-5					a uː s a
433-5					a o n u a
585-5					t uː a
625-5					l eː a u
1186-5					d i n a
814-5					m r i a
416-5					a i d
1233-5					a i n p a
884-5					a t i a a
916-5					oː
1016-5					a n iː m a l a
952-5					a d u
78-5					b l o a a
1079-5					b i e
116-5					e d a
188-5					n i i n a
745-5					n e e u i a
47-5					uː m e n n i u
111-5					l a k a
1061-5					m k i d a i u
630-5					i a u t
1155-5					k eː m a a
24-5					n i d u a
232-5					n a n a
343-5					w e oː w r i
460-5					p u l iː
945-5					a i p u n a
644-5					k u i
683-5					k r i d aː
650-5					s i oː l
612-5					e m o
1041-5					a e e a p
871-5					d i i e t
492-5					e n n a
1209-5					m i m iː d u
667-5					l k
499-5					n u
1029-5					w u
272-5					s i d r
278-5					m o w i i
410-5					aː k o r s
1009-5					w i t r
198-5					m k g
479-5					i a i a
712-5					m o r
1113-5					s i
605-5					o s
752-5					r i s p iː r aː
695-5					n u a g
73-5					f r i a d
164-5					i i m r i i k i
239-5					g u r
