COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
93-8								t u p a r a s i		
95-8								v u k a i		
119-8								y a k i s i		
231-8								k a m i i		
232-8								t i k i k m i b		
239-8								m u m a k i m		
3-8								e a y k k i		
4-8								a i		
51-8								i w a		
55-8								v k m i m		
109-8								k e e a s i		
121-8								k a t i a k a s i		
149-8								t u k a		
163-8								i v a m e s		
52-9									k a t a	
56-9									t i m i	
96-9									k a r i ʃ i ʔ	
99-9									a m a a i m	
114-9									t a k a ʃ i ʔ	
115-9									a a m a ʃ i ʔ	
133-9									t i k a r a ʃ i ʔ	
144-9									k i r a a a ʃ i ʔ	
150-9									k a i	
234-9									k a n	
236-9									t a k a n	
241-9									k a k a w i n	
249-9									i m i	
1-9									i a i a ʔ	
2-9									a m a i m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r a ʃ i ʔ	
95-9									a m a i i	
106-9									t a n k a ʃ i ʔ	
119-9									m a k i ʃ i ʔ	
128-9									t a k i ʃ i ʔ	
147-9									t i m i ʃ a ʔ	
231-9									k a m a w a	
232-9									i p a i m i	
239-9									w a m a k a n	
266-9									t i j a n	
3-9									w a r a a i i	
4-9									m a r i ʔ	
51-9									i w a	
55-9									a t a i m ʔ	
97-9									t i h k a m i ʔ	
109-9									a p a k a ʃ i ʔ	
121-9									k a t a w a k i ʃ i ʔ	
149-9									t a k	
160-9									k a m a ʔ	
163-9									i p a r i ʔ	
52-10										t a k tʃ i ʔ
56-10										t a m i ʔ
96-10										t a r i tʃ ʔ
99-10										a w a m i m ʔ
114-10										t a k a tʃ i ʔ
115-10										a m i tʃ i ʔ
133-10										t a k i r a tʃ i ʔ
144-10										t a r a m a tʃ i ʔ
150-10										k a w ʔ
234-10										i k i n
236-10										t a k a n
241-10										t a k k w i n
249-10										m i ʔ
1-10										w a m a ʔ
2-10										m a ʔ m ʔ
65-10										i w i i
74-10										p a w a
93-10										t o p a m i tʃ i ʔ
95-10										o i k i i
106-10										t a m k k i tʃ i ʔ
119-10										i m i tʃ i tʃ i ʔ
128-10										t a k i tʃ i ʔ
147-10										t a m i tʃ i ʔ
231-10										p a m a n i ʔ
232-10										t o k a tʃ i ʔ
239-10										t a r a tʃ a ʔ
266-10										t i k a ʔ n ʔ
3-10										w a r i k i
4-10										w a r i ʔ
51-10										w a ʔ
55-10										a t k i m ʔ
97-10										t a k a m a tʃ i
121-10										k a p a r a ʔ a tʃ i ʔ
149-10										t a k ʔ
160-10										k a m a ʔ
163-10										p a r m ʔ
