COGID	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	ProtoBai	Tuoluo	Zhoucheng
5111-1	p ə˞ ⁴²									
5122-1	k w a ⁴⁴									
5163-1	ts i ³⁵									
5192-1	tɕ ə̃ ²¹									
5225-1	m ə̃ ⁴²									
5236-1	k i ³³									
247-1	p i ²¹									
289-1	ʂ ə˞ ⁴⁴									
338-1	k w ə˞ ⁴⁴									
378-1	ʈʂʰ ɯ ²¹									
621-1	k w a ⁴⁴									
632-1	m ə̃ ³³									
645-1	p a ⁴²									
742-1	k ə˞ ⁴⁴									
752-1	m ɯ ²¹									
763-1	ʈʂ o ŋ ⁵⁵									
809-1	k u ³¹									
853-1	k ə̃ ŋ ⁵⁵									
916-1	ʈʂ o ŋ ³⁵									
960-1	m e ³⁵									
1001-1	k ɯ ³⁵									
1074-1	ɕʰ u ³⁵									
1130-1	p ə˞ ⁴⁴									
1184-1	sʰ ə̃ ⁵⁵									
1230-1	k w ə̃ ŋ ³³									
1263-1	m ɯ ²¹									
1423-1	kʰ ə̃ ³⁵									
1433-1	m ə̃ ²¹									
1462-1	w ə̃ ³³									
1629-1	f ʯ ³⁵									
1682-1	sʰ o ŋ ³⁵									
1706-1	ts w a ⁴²									
1925-1	ts ɯ ³³									
1991-1	ts ə̃ ³³									
2040-1	p ə̃ ³³									
2107-1	ɕʰ ou ³¹									
2118-1	t ɯ ³³									
2141-1	sʰ ə̃ ŋ ³⁵									
2540-1	tɕ ə̃ ²¹									
2576-1	m ə̃ ³³									
2664-1	m ə̃˞ ⁴⁴									
2753-1	sʰ ɥ ə̃ ŋ ³⁵									
2848-1	tɕ i ⁴²									
2870-1	f ɯ ³³									
2871-1	f w a ⁴⁴									
2952-1	w ə̃ ⁴⁴									
3020-1	t u ³³									
3214-1	p ə̃ ³³									
3285-1	k a ⁴⁴									
3373-1	ʈʂʰ ə˞ ⁴⁴									
3397-1	j u ⁴⁴									
3443-1	k ɯ ²¹									
3566-1	k ə˞ ⁴⁴									
3590-1	ɕʰ a ⁴⁴									
3601-1	k ə˞ ⁴²									
3634-1	tɕʰ ə̃ ³³									
3689-1	kʰ ə̃ ³³									
3964-1	x ə̃ ⁵⁵									
4056-1	p a ⁴²									
4102-1	ʈʂʰ ə̃ ²¹									
4326-1	k e ³³									
4412-1	m ə̃ ²¹									
4511-1	ts j ə˞ ⁴⁴									
4581-1	k ɯ ⁵⁵									
4676-1	ʈʂʰ o ⁵⁵									
4688-1	m ə̃ ²¹									
4708-1	u ³³									
4814-1	tɕ ə ⁴²									
4844-1	tɕʰ u ⁴⁴									
4854-1	k o ³³									
4929-1	j ɯ ²¹									
4940-1	k w e n ³⁵									
5027-1	ʈʂʰ ou ⁴⁴									
5071-1	m ɯ ⁴⁴									
5083-1	k w a ⁴⁴									
5248-1	tʰ i ³³									
82-1	ʈʂʰ ou ⁴⁴									
132-1	s ə̃ ⁴²									
141-1	m u ³¹									
227-1	tɕʰ i ⁴⁴									
359-1	w ə̃ ²¹									
379-1	p e ²¹									
422-1	tɕʰ j ɯ ³⁵									
979-1	s e ⁴⁴									
1046-1	tɕʰ ou ⁴²									
1274-1	u ³³									
1315-1	tɕ w ə˞ ³³									
1337-1	k u ŋ ²¹									
1390-1	j ɯ ⁴⁴									
1651-1	ʈʂʰ ʯ̃ ²¹									
1693-1	tɕʰ a ³¹									
1742-1	ʂ ə̃˞ ³³									
1851-1	sʰ w a ŋ ⁵⁵									
1958-1	t ə ²¹									
1980-1	w e n ³⁵									
32-2		m a ⁵⁵								
53-2		tɕ ɛ ²¹								
93-2		q ɯ ²¹								
216-2		s w a ⁵⁵								
236-2		tsʰ o ²²								
267-2		tsʰ ɛ ⁴²								
316-2		p ɯ ²²								
327-2		x ɛ ²²								
348-2		tsʰ u ⁵⁵								
400-2		ɕ u ²¹								
452-2		q a ⁵⁵								
463-2		q a ⁴⁴								
512-2		q o ⁴²								
534-2		ts o ⁵⁵								
556-2		k u ²²								
568-2		ɕ ɯ ⁵⁵								
588-2		s w a ⁵⁵								
599-2		q ɯ ⁵⁵								
656-2		k i ²¹								
678-2		q ɯ ²¹								
689-2		m a ⁴²								
700-2		n ɛ ⁴²								
775-2		kʰ ɛ ⁴²								
786-2		q ɯ ⁵⁵								
820-2		tsʰ i ⁴²								
839-2		t i ²¹								
863-2		k o ²²								
896-2		g ɯ ⁵⁵								
929-2		k i ⁴²								
1015-2		ɕ i ⁵⁵								
1035-2		tsʰ i ²²								
1107-2		ɕ a ⁴⁴								
1173-2		ɕ i ²²								
1195-2		ɕ i ²²								
1241-2		n ɛ ²¹								
1252-2		l u ²¹								
1294-2		g o ⁵⁵								
1326-2		tsʰ ɥ i ²²								
1348-2		t i ⁴²								
1401-2		s ɛ ⁴²								
1451-2		s ɛ ²²								
1473-2		kʰ w i ²²								
1507-2		tsʰ i ⁵⁵								
1532-2		q ɯ ⁵⁵								
1543-2		ɕ i ²²								
1575-2		s ɛ ⁵⁵								
1618-2		p ɯ ²¹								
1640-2		q o ⁵⁵								
1671-2		ɕ i ⁴⁴								
1731-2		s g o ⁵⁵								
1762-2		s w a ⁴²								
1773-2		t ɯ ⁵⁵								
1794-2		kʰ o ⁵⁵								
1805-2		ɕ i ⁴²								
1816-2		s õ ²²								
1862-2		tsʰ i ⁵⁵								
1885-2		q a ⁴⁴								
1914-2		ɕ i ²²								
1936-2		p ɯ ²²								
1969-2		s ɛ ⁵⁵								
2018-2		tsʰ o ⁴²								
2029-2		g o ⁵⁵								
2051-2		tsʰ u ²¹								
2074-2		g o ⁵⁵								
2085-2		n ɯ ²²								
2130-2		p a ⁵⁵								
2245-2		t j o ⁴²								
2269-2		n ɛ ²²								
2280-2		s u ⁴²								
2291-2		s ɛ ⁴²								
2316-2		tsʰ i ⁵⁵								
2364-2		f ɛ ²²								
2395-2		t a ⁵⁵								
2406-2		tsʰ i ⁵⁵								
2417-2		q ɯ ⁴²								
2428-2		g o ⁵⁵								
2450-2		kʰ k o ²¹								
2484-2		ɕ i ⁵⁵								
2495-2		q o ²¹								
2565-2		k i ⁵⁵								
2611-2		w o ⁵⁵								
2632-2		w a ⁵⁵								
2644-2		k w a ⁵⁵								
2674-2		n o ²²								
2698-2		ɕ i ²²								
2709-2		m ɛ ²¹								
2720-2		tsʰ i ⁴²								
2772-2		q a ⁴⁴								
2791-2		tsʰ i ⁵⁵								
2837-2		tsʰ ɛ ⁵⁵								
2859-2		s ɛ ⁵⁵								
2889-2		tsʰ i ²²								
2900-2		q ɯ ²²								
2928-2		tsʰ o ⁵⁵								
2941-2		q ɯ ⁵⁵								
2998-2		tsʰ ɛ ²²								
3031-2		k i ²²								
3052-2		k i ⁴²								
3064-2		t o ²¹								
3084-2		t a ⁴⁴								
3117-2		ts ɛ ⁴²								
3128-2		q a ⁴²								
3150-2		t ɛ ⁴²								
3161-2		i ²²								
3172-2		tsʰ ɛ ²²								
3263-2		ŋ a ⁵⁵								
3274-2		q a ⁴²								
3308-2		g ɛ ⁵⁵								
3340-2		t o ⁵⁵								
3362-2		tsʰ ɛ ⁵⁵								
3409-2		m i ²²								
3454-2		g o ⁵⁵								
3493-2		s o ⁵⁵								
3536-2		ɕ j o ⁵⁵								
3548-2		f i ⁴²								
3645-2		ɕ i ⁵⁵								
3678-2		tsʰ i ⁴⁴								
3757-2		l o ²¹								
3779-2		q ɯ ⁴²								
3813-2		ɕ õ ⁵⁵								
3835-2		s ɛ ⁵⁵								
3855-2		g ɯ ²¹								
3885-2		s w i ⁵⁵								
3907-2		q a ⁵⁵								
3942-2		ts i ²²								
3953-2		t a ⁵⁵								
4023-2		s i ⁵⁵								
4034-2		t ɛ ⁵⁵								
4143-2		t o ⁴²								
4185-2		n ɯ ⁵⁵								
4227-2		tsʰ ɛ ⁵⁵								
4238-2		t o ²¹								
4249-2		g o ⁵⁵								
4271-2		ts ɛ ⁴²								
4304-2		tsʰ w o ⁴²								
4315-2		kʰ u ²²								
4336-2		t w ɛ ⁴²								
4400-2		s õ ⁵⁵								
4411-2		ɕ ɛ ⁵⁵								
4441-2		l o ²¹								
4557-2		q ɯ ⁵⁵								
4591-2		kʰ i o ²²								
4602-2		x ɯ ⁴²								
4687-2		ɕ ɛ ⁵⁵								
4720-2		g ɯ ⁵⁵								
4731-2		t ɛ ⁴²								
4763-2		k i ⁴²								
4918-2		tsʰ u ⁴²								
4976-2		t i ⁵⁵								
4998-2		ɕ w i ²²								
5037-2		t ɛ ⁴²								
5048-2		t ɛ ⁵⁵								
5100-2		m o ²¹								
5111-2		p a ⁴²								
5122-2		k w a ⁵⁵								
5163-2		tɕ i ⁵⁵								
5192-2		tsʰ i ²¹								
5225-2		n õ ⁴²								
5236-2		k i ²²								
64-2		g õ ⁴²								
104-2		x w a ⁵⁵								
247-2		k i ²¹								
289-2		s ɛ ⁵⁵								
338-2		k w i ⁴²								
378-2		tʰ i ⁴²								
412-2		g õ ⁵⁵								
621-2		k w a ⁵⁵								
632-2		m o ²²								
645-2		p a ⁴²								
742-2		t a ⁵⁵								
752-2		ŋ ɯ ⁴⁴								
799-2		ts u ⁴²								
809-2		t o ⁴²								
853-2		g õ ⁵⁵								
1001-2		q ɯ ⁵⁵								
1074-2		ɕ u ⁵⁵								
1086-2		p o ⁵⁵								
1097-2		p ɯ ⁵⁵								
1184-2		s u ⁵⁵								
1230-2		kʰ w a ²²								
1263-2		m ɯ ⁴²								
1423-2		k o ⁵⁵								
1433-2		n ɯ ²¹								
1462-2		ŋ w a ²²								
1545-2		tsʰ i ²²								
1706-2		tsʰ j a ⁴²								
1925-2		ts i ²²								
1991-2		tsʰ õ ²²								
2040-2		g o ²²								
2107-2		ɕ o ⁴²								
2118-2		qʰ ɯ ²²								
2141-2		s j o ⁵⁵								
2540-2		tɕ i ²¹								
2576-2		n õ ²²								
2742-2		s ɛ ²²								
2753-2		ɕ j o ⁵⁵								
2870-2		ɕ ɯ ²¹								
2871-2		s j a ⁴⁴								
2952-2		w a ⁵⁵								
3020-2		p ɯ ²²								
3214-2		kʰ a ²²								
3285-2		tʰ a ⁴⁴								
3330-2		m u ²¹								
3373-2		tɕʰ a ⁵⁵								
3397-2		w o ⁵⁵								
3433-2		p o ²¹								
3443-2		t ɯ ²²								
3566-2		q a ⁵⁵								
3590-2		s o ⁵⁵								
3601-2		q a ⁴²								
3634-2		tɕ o ²²								
3689-2		k ɯ ²²								
3964-2		s õ ⁵⁵								
4056-2		t a ⁴²								
4102-2		tɕʰ o ⁴²								
4412-2		m õ ²¹								
4511-2		tsʰ j a ⁴⁴								
4581-2		q ɯ ⁵⁵								
4688-2		m õ ²¹								
4708-2		u ⁴²								
4814-2		ts u ⁴²								
4844-2		tsʰ o ⁵⁵								
4929-2		w ɯ ⁴⁴								
5027-2		t u ⁵⁵								
5071-2		m ɯ ⁵⁵								
5083-2		k w a ⁵⁵								
5248-2		t w i ²²								
4378-2		s ɯ ²²								
11-2		tɕ w o ⁴²								
65-2		m a ⁴²								
82-2		k j ɛ̃ ⁵⁵								
132-2		x o ⁴²								
141-2		ŋ u ⁴²								
359-2		ŋ w a ⁴⁴								
422-2		tsʰ i ⁵⁵								
907-2		n õ ²¹								
979-2		s ɛ ⁵⁵								
1046-2		ts u ⁴²								
1056-2		g ɯ ²²								
1274-2		ɯ ⁴²								
1315-2		t w a ²²								
1337-2		q o ²¹								
1390-2		w i ⁵⁵								
1651-2		tʰ i ⁴²								
1693-2		tsʰ a ⁴²								
1851-2		s w a ⁵⁵								
32-3			m æ ⁵⁵							
53-3			dʑ i ²¹							
93-3			q ɯ ²¹							
216-3			ɕ w a ⁵⁵							
236-3			tsʰ o ²²							
267-3			tɕ ɛ ⁴³							
316-3			p ɯ ²²							
327-3			s ɯ ²²							
348-3			tsʰ o ⁵⁵							
400-3			s o ²¹							
452-3			q æ ⁵⁵							
463-3			p a ⁵⁵							
512-3			p o ⁴³							
534-3			tsʰ o ⁵⁵							
556-3			qʰ ɯ ²²							
568-3			s ɯ ⁵⁵							
588-3			ɕ w a ⁵⁵							
599-3			p ɯ ²⁴							
656-3			k u ²¹							
678-3			q o ²¹							
689-3			m æ ⁴³							
700-3			n ɛ ⁴³							
775-3			ʔ j ɛ ⁴³							
786-3			q ɛ ²⁴							
820-3			tsʰ o ⁴³							
839-3			t j ɯ ²¹							
863-3			qʰ o ²²							
896-3			g æ ²⁴							
929-3			tʰ j ɯ ⁴³							
1015-3			ɕ o ²⁴							
1035-3			tsʰ o ²²							
1107-3			ɕ æ ⁵⁵							
1173-3			ɕ i ²²							
1195-3			ɕ i ²²							
1241-3			n ɛ ²¹							
1252-3			l o ²¹							
1294-3			g a ²⁴							
1326-3			tsʰ j i ²²							
1348-3			dʑ i ⁴³							
1401-3			ɕ ɛ ⁴³							
1451-3			ɕ i ²²							
1473-3			ʔ j i ²²							
1507-3			tsʰ i ²⁴							
1532-3			q ɯ ²⁴							
1543-3			ɕ ɯ ²²							
1575-3			ɕ ɛ ²⁴							
1618-3			p ɯ ²¹							
1640-3			q o ⁵⁵							
1671-3			ɕ i ⁵⁵							
1731-3			ɕ j o ²⁴							
1762-3			ɕ w a ⁴³							
1773-3			p ɯ ⁵⁵							
1794-3			k o ²⁴							
1805-3			s ɯ ⁴³							
1816-3			ɕ o ²²							
1862-3			tsʰ i ²⁴							
1885-3			p æ ⁵⁵							
1914-3			ɕ ɯ ²²							
1936-3			p ɯ ²²							
1969-3			ɕ ɛ ²⁴							
2018-3			tsʰ o ²¹							
2029-3			g a ²⁴							
2051-3			tsʰ o ²¹							
2074-3			g o ⁵⁵							
2085-3			n æ ²²							
2130-3			p æ ⁵⁵							
2245-3			tʰ i u ²¹							
2269-3			n ɛ ²²							
2280-3			s o ⁴³							
2291-3			ɕ i ⁴³							
2316-3			tsʰ i ⁵⁵							
2364-3			dʑ i ²²							
2395-3			tʰ j æ ²⁴							
2406-3			tɕ j æ ²⁴							
2417-3			q o ⁴³							
2428-3			g a ²⁴							
2450-3			t o ²¹							
2484-3			ɕ i ⁵⁵							
2495-3			q o ²¹							
2565-3			k j i ²⁴							
2611-3			w o ⁵⁵							
2632-3			m w a ⁵⁵							
2644-3			j a ⁵⁵							
2674-3			n o ²²							
2698-3			ɕ o ²²							
2709-3			n ɛ ²¹							
2720-3			j o ²¹							
2772-3			q æ ⁵⁵							
2791-3			tɕ æ ²⁴							
2837-3			tsʰ ɿ ²⁴							
2859-3			ɕ ɛ ²⁴							
2889-3			tsʰ ɯ ²²							
2900-3			q ɯ ²²							
2928-3			tsʰ o ²⁴							
2941-3			p ɯ ²⁴							
2998-3			tsʰ i ²²							
3031-3			t i u ²²							
3052-3			t j ɯ ⁴³							
3064-3			p o ²¹							
3084-3			t æ ⁵⁵							
3117-3			dʑ i ²¹							
3128-3			q æ ²¹							
3150-3			p ɛ ²¹							
3161-3			t dʑ ɯ ²²							
3172-3			tsʰ ɿ ²²							
3263-3			j a ⁵⁵							
3274-3			q æ ⁴³							
3308-3			kʰ ɛ ²⁴							
3340-3			tsʰ u ⁵⁵							
3362-3			tsʰ ɿ ²⁴							
3409-3			m i ²²							
3454-3			g o ²⁴							
3493-3			s o ⁵⁵							
3536-3			ɕ j o ²⁴							
3548-3			f o ⁴³							
3645-3			ɕ u ²⁴							
3678-3			tsʰ i ⁵⁵							
3757-3			l o ²¹							
3779-3			q o ⁴³							
3813-3			ɕ i ²⁴							
3835-3			ɕ ɛ ²⁴							
3855-3			g æ ²¹							
3885-3			ɕ j ɛ ⁵⁵							
3907-3			p æ ²⁴							
3942-3			tsʰ i ²²							
3953-3			t j æ ²⁴							
4023-3			ɕ j æ ²⁴							
4034-3			tʰ ɯ ²⁴							
4143-3			tʰ o ²¹							
4185-3			n o ⁵⁵							
4227-3			tsʰ ɿ ²⁴							
4238-3			t dʑ o ²¹							
4249-3			g a ²⁴							
4271-3			dʑ i ²¹							
4304-3			dʑ o ²¹							
4315-3			t o ²²							
4336-3			tʰ ɛ ⁴³							
4400-3			ɕ a ²⁴							
4411-3			ɕ ɛ ²⁴							
4441-3			l o ²¹							
4557-3			k o ²⁴							
4591-3			j o ²²							
4602-3			s ɯ ⁴³							
4687-3			ɕ ɛ ²⁴							
4720-3			g æ ²⁴							
4731-3			t i ²¹							
4763-3			tʰ j ɯ ⁴³							
4918-3			tsʰ ɯ ⁴³							
4976-3			t ɯ ⁵⁵							
4998-3			ɕ j i ²²							
5037-3			t j ɛ ²¹							
5048-3			tʰ ɯ ²⁴							
5100-3			m o ²¹							
5111-3			p æ ²¹							
5122-3			qʰ w a ⁵⁵							
5163-3			tsʰ i ²⁴							
5192-3			j o ²¹							
5225-3			n o ⁴³							
5236-3			t i ²²							
64-3			g æ ⁴³							
104-3			ɕ w a ⁵⁵							
247-3			p u ²¹							
289-3			ɕ i ⁵⁵							
338-3			k w ɛ ⁴³							
378-3			t dʑ ɯ ⁴³							
412-3			g æ ²⁴							
621-3			k w a ⁵⁵							
632-3			m o ²²							
645-3			p a ²¹							
742-3			q æ ⁵⁵							
752-3			n ɯ ²¹							
763-3			tɕ j o ²⁴							
799-3			tsʰ o ²¹							
809-3			p o ⁴³							
853-3			g o ²⁴							
916-3			tɕ j o ²⁴							
960-3			m i ²⁴							
1001-3			k ɯ ²⁴							
1074-3			s o ²⁴							
1086-3			b o ⁵⁵							
1097-3			b o ⁵⁵							
1130-3			p æ ⁵⁵							
1184-3			s i ²⁴							
1230-3			qʰ w a ²²							
1263-3			m ɯ ⁴³							
1423-3			kʰ o ²⁴							
1433-3			m ɯ ²¹							
1462-3			tɕ w i ²²							
1545-3			tsʰ i ²²							
1629-3			f i ²⁴							
1682-3			ɕ o ²⁴							
1706-3			tsʰ j a ²¹							
1925-3			tsʰ ɯ ²²							
1991-3			tsʰ o ²²							
2040-3			g o ²²							
2107-3			s o ⁴³							
2118-3			q ɯ ²²							
2141-3			ɕ j o ²⁴							
2540-3			j o ²¹							
2576-3			m æ ²²							
2664-3			m ɯ ⁵⁵							
2742-3			s ɿ ²²							
2753-3			tɕ j o ²⁴							
2848-3			dʑ i ²¹							
2870-3			f ɯ ²¹							
2871-3			f w a ⁵⁵							
2952-3			m w a ⁵⁵							
3020-3			p ɯ ²²							
3214-3			g æ ²²							
3285-3			t o ⁵⁵							
3330-3			m o ²¹							
3373-3			tʰ æ ²⁴							
3397-3			w o ⁵⁵							
3433-3			b o ²¹							
3443-3			p ɯ ²¹							
3566-3			q æ ⁵⁵							
3590-3			s a ⁵⁵							
3601-3			q æ ²¹							
3634-3			tsʰ o ²²							
3689-3			kʰ æ ¹²							
3964-3			x æ ²⁴							
4056-3			p a ²¹							
4102-3			tʰ o ⁴³							
4326-3			q ɯ ²²							
4412-3			m o ²¹							
4511-3			tsʰ j æ ⁵⁵							
4581-3			q ɯ ²⁴							
4676-3			tʰ j u ²⁴							
4688-3			m o ²¹							
4708-3			o ⁴³							
4814-3			dʑ i ²¹							
4844-3			tsʰ o ⁵⁵							
4854-3			k o ²²							
4929-3			j ɯ ²¹							
4940-3			ʔ u i ²⁴							
5027-3			tʰ j o ⁵⁵							
5071-3			m ɯ ⁵⁵							
5083-3			k w a ⁵⁵							
4378-3			s ɯ ²²							
11-3			ɥ o ²¹							
65-3			m o ⁴³							
82-3			tʰ i o ⁵⁵							
132-3			x a ⁴³							
141-3			ŋ o ⁴³							
227-3			ts i ⁵⁵							
359-3			q w i ²¹							
379-3			p i ²¹							
422-3			tsʰ i ²⁴							
907-3			n o ²¹							
979-3			s ɛ ⁵⁵							
1046-3			ts o ⁴³							
1056-3			g æ ²²							
1274-3			ɯ ²¹							
1390-3			j ɯ ⁵⁵							
1651-3			q dʑ o ²¹							
1693-3			ts a ⁴³							
1742-3			ɕ ɯ ²²							
1958-3			t j ɯ ²¹							
1980-3			ʔ u ɛ ²⁴							
32-4				m æ ²⁴						
53-4				dʑ i ¹²						
93-4				q u ¹²						
216-4				ʂ w a ²⁴						
236-4				tsʰ o ŋ ²²						
267-4				ʈʂʰ e n ⁴²						
316-4				q u ²²						
327-4				χ u ²²						
348-4				ʈʂʰ u ²⁴						
400-4				χ ao ¹²						
452-4				q æ ²⁴						
463-4				q a ²⁴						
512-4				q a ⁴²						
534-4				ts u ²⁴						
556-4				k u ²²						
568-4				χ e ²⁴						
588-4				ʂ w a ²⁴						
599-4				q u ⁵⁵						
656-4				k u ¹²						
678-4				q u ¹²						
689-4				m æ ⁴²						
700-4				m e ⁴²						
775-4				t dz e n ⁴²						
786-4				q e ⁵⁵						
820-4				dʑ o ⁴²						
839-4				k u ¹²						
863-4				k u ²²						
896-4				kʰ o ⁵⁵						
929-4				tsʰ u ⁴²						
1015-4				ʂ u ⁵⁵						
1035-4				ʈʂʰ u ²²						
1107-4				ʂ æ ²⁴						
1173-4				ʂ i ²²						
1195-4				ʂ i ²²						
1241-4				m e ¹²						
1252-4				l o ŋ ¹²						
1294-4				kʰ o ŋ ⁵⁵						
1326-4				ʈʂʰ i ²²						
1348-4				dʑ i ⁴²						
1401-4				χ e n ⁴²						
1451-4				ʂ i ²²						
1473-4				p w e n ²²						
1507-4				ts i ⁵⁵						
1532-4				q e ⁵⁵						
1543-4				ʂ i ²²						
1575-4				ʂ e n ⁵⁵						
1618-4				b u ¹²						
1640-4				q u ²⁴						
1671-4				ʂ i ²⁴						
1731-4				s ə̃˞ ŋ ⁵⁵						
1762-4				s w a ŋ ⁴²						
1773-4				q e ²⁴						
1794-4				kʰ o ŋ ⁵⁵						
1805-4				χ i ⁴²						
1816-4				χ o ²²						
1862-4				ʈʂʰ i ⁵⁵						
1885-4				q æ ²⁴						
1914-4				ʂ i ²²						
1936-4				q u ²²						
1969-4				ʂ e n ⁵⁵						
2018-4				tsʰ o ŋ ¹²						
2029-4				kʰ o ŋ ⁵⁵						
2051-4				tsʰ o ¹²						
2074-4				kʰ o ²⁴						
2085-4				m o ²²						
2130-4				q æ ²⁴						
2245-4				tsʰ u ²⁴						
2269-4				m e ²²						
2280-4				χ u ⁴²						
