COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
278-2		d uː ŋ						
135-2		d uː						
284-2		m uː						
797-2		uː						
290-2		m ɐ ŋ						
289-2		tɕʰ ɐ k						
296-2		n uː						
310-2		s						
319-2		uː						
325-2		r uː						
327-2		d uː						
331-2		kʰ uː						
337-2		pʰ d ɐ n						
338-2		m ɔ̃ː ŋ						
339-2		j						
350-2		kʰ uː						
349-2		d y ŋ						
357-2		tɕʰ uː						
355-2		uː						
363-2		m ə						
361-2		d uː						
365-2		z ɐ n						
364-2		dʑ ɐ ʔ						
375-2		r ɐ k						
379-2		z ɐ ʔ						
380-2		kʰ uː						
396-2		j uː						
400-2		m uː						
405-2		d ɔ̃ː ŋ						
404-2		s ø n						
409-2		r dʑ ə k						
410-2		tʰ i k						
415-2		b uː						
416-2		b uː						
101-2		n u ŋ						
37-2		kʰ uː						
424-2		kʰ uː						
434-2		tɕʰ ɐ n						
445-2		b						
446-2		z iː						
451-2		d uː						
457-2		n ə n						
456-2		b l uː						
464-2		pʰ tʰ iː ŋ						
473-2		tɕʰ iː						
474-2		j ŋ						
479-2		z ø n						
489-2		j uː						
490-2		n ə						
494-2		s uː						
503-2		kʰ uː						
502-2		z ɐ ŋ						
235-2		l ɔ̃ː ŋ						
519-2		j uː						
523-2		j k						
527-2		pʰ tɕ ɐ ŋ						
538-2		s						
544-2		j ɐ ŋ						
850-2		uː						
554-2		dʑ uː						
553-2		r ɔ̃ː ŋ						
558-2		kʰ uː ŋ						
561-2		z uː						
562-2		b uː						
564-2		j u						
567-2		m uː						
570-2		b uː						
575-2		uː						
582-2		j uː						
585-2		j						
589-2		kʰ uː ŋ						
593-2		d ɐ ŋ						
594-2		l ə n						
595-2		tʰ y						
596-2		n ə k						
598-2		z iː k						
599-2		d ɔ̃ː						
602-2		z uː						
603-2		r ɐ						
606-2		s ə ŋ						
605-2		b uː						
620-2		j uː						
637-2		dʑ uː k						
639-2		dʑ uː						
645-2		kʰ uː						
646-2		r ɔ̃ː ŋ						
168-2		h dʑ ɐ k						
658-2		s ɐ ŋ						
665-2		b uː						
668-2		h uː						
677-2		d ɐ ŋ						
75-2		d uː ŋ						
678-2		z uː						
682-2		m ɐ ŋ						
493-2		z uː						
693-2		s uː						
694-2		m uː						
702-2		tɕ ɐ n						
704-2		m uː						
176-2		j uː						
709-2		s						
710-2		t uː						
714-2		m ə ɐ						
718-2		kʰ ə						
719-2		tɕʰ ɐ ŋ						
22-2		m uː						
723-2		tɕ ɐ ŋ						
726-2		dʑ ɐ ŋ						
729-2		b						
730-2		r uː						
739-2		pʰ l uː						
740-2		b uː						
741-2		kʰ uː k						
744-2		uː						
743-2		s ɐ n						
746-2		d uː ŋ						
748-2		tʰ y k						
747-2		kʰ uː						
749-2		kʰ uː ŋ						
751-2		t uː						
762-2		m ɐ ŋ						
764-2		s ɐ n						
765-2		dʑ uː						
788-2		l ə n						
615-2		l ɐ k						
803-2		s uː						
802-2		r ɐ k						
808-2		b uː						
809-2		tɕʰ uː						
819-2		d uː k						
821-2		s uː						
820-2		b uː						
828-2		dʑ ɐ k						
827-2		b uː						
835-2		n uː						
308-2		n uː						
844-2		z iː						
848-2		m uː						
705-2		j uː						
613-2		uː						
649-2		h dʑ ɐ k						
876-2		tɕʰ uː						
878-2		j u ŋ						
889-2		n ɔ̃ː						
898-2		n y k						
902-2		h ɔ̃ː ŋ						
910-2		j ŋ						
916-2		j uː						
919-2		r uː						
922-2		s iː k						
930-2		tɕʰ uː						
933-2		kʰ uː						
939-2		l dʑ ɐ k						
947-2		j ɐ n						
948-2		n u						
963-2		z uː						
967-2		tɕʰ ɐ k						
969-2		s						
970-2		kʰ uː k						
972-2		n uː						
731-2		m uː						
973-2		dʑ ɐ ŋ						
974-2		n ɐ						
979-2		dʑ ɐ ŋ						
182-2		kʰ uː						
993-2		n ə						
994-2		j uː						
1001-2		s uː						
1002-2		d uː						
1005-2		tɕʰ ɐ						
1009-2		kʰ uː						
1022-2		s ə						
1021-2		dʑ ɐ k						
1043-2		l u ŋ						
1049-2		tʰ uː						
1065-2		tɕʰ uː						
1068-2		j uː						
1077-2		r ɔ̃ː ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		s iː ŋ						
1092-2		m ə						
1091-2		tɕʰ uː						
1096-2		n uː						
1097-2		kʰ uː						
1102-2		n uː						
1104-2		tʰ uː						
1108-2		dʑ ɐ k						
552-2		dʑ uː						
1111-2		pʰ l uː						
1116-2		s ɐ						
722-2		kʰ uː						
1141-2		j uː ŋ						
1147-2		b uː						
1146-2		z uː						
1150-2		h ɐ ŋ						
1151-2		j ŋ						
1158-2		dʑ ɐ k						
1159-2		b uː						
1164-2		d uː						
1163-2		j uː						
1167-2		s a ŋ						
1171-2		j uː						
1177-2		z ɐ						
1187-2		kʰ uː						
1189-2		n iː k						
1-3			kʰ a					
5-3			m a					
4-3			tʰ a k					
6-3			n a ŋ					
15-3			kʰ i					
55-3			j a					
56-3			a					
60-3			ɕ a					
61-3			kʰ a ŋ					
80-3			tɕʰ a k					
87-3			tɕʰ a					
86-3			pʰ a a					
92-3			pʰ a					
102-3			m a					
106-3			tʰ a k					
108-3			d a					
107-3			pʰ j a					
112-3			pʰ a ŋ					
115-3			ɕ m					
114-3			t a ŋ					
120-3			d a					
124-3			a					
125-3			tʰ a k					
132-3			ɕ a					
131-3			m a ŋ					
136-3			m a					
134-3			kʰ a k					
137-3			a					
138-3			d a k					
140-3			ɕ j a					
143-3			tɕʰ a k					
145-3			tɕʰ a m					
147-3			ɕ a					
149-3			m i k					
153-3			ɕ m					
152-3			t a ŋ					
158-3			kʰ a k					
163-3			m a					
164-3			m a					
167-3			t a ŋ					
171-3			m a ŋ					
172-3			b a k					
173-3			tʰ a s					
183-3			m a					
185-3			m ɔu					
188-3			kʰ a ŋ					
189-3			tɕʰ a ŋ					
193-3			ɕ a					
196-3			m a n					
199-3			tɕʰ a					
200-3			kʰ a ŋ					
201-3			kʰ a					
202-3			kʰ a					
203-3			tʰ a ŋ					
204-3			b a					
206-3			n a m					
117-3			b a					
146-3			tɕʰ a t					
219-3			pʰ b ŋ					
218-3			tɕʰ a					
224-3			m a ŋ					
240-3			tɕʰ a k					
244-3			j a t					
255-3			n a m					
260-3			b a					
263-3			j a					
269-3			kʰ a k					
271-3			tʰ a k					
209-3			tɕʰ a t					
277-3			m a m					
278-3			tʰ a ŋ					
135-3			d a					
284-3			m a					
797-3			a					
290-3			m a ŋ					
289-3			tʰ a k					
296-3			m a					
310-3			ɕ i					
319-3			a					
325-3			w a					
327-3			d a					
331-3			kʰ a					
337-3			b a ŋ					
338-3			m a ŋ					
339-3			a n					
350-3			kʰ u					
349-3			tʰ a ŋ					
357-3			tɕʰ a					
355-3			a					
363-3			m a ŋ					
361-3			d a					
365-3			s a ŋ					
364-3			dʑ a t					
375-3			m a k					
379-3			ɕ a t					
380-3			kʰ a					
396-3			j a					
400-3			m a					
405-3			t a ŋ					
404-3			s u ŋ					
409-3			l a k					
410-3			tʰ a k					
415-3			b a					
416-3			b a					
101-3			n a					
37-3			kʰ a					
424-3			b a					
434-3			tɕʰ a m					
445-3			b					
446-3			ɕ i					
451-3			d a					
457-3			n a m					
456-3			b a a					
464-3			pʰ a ŋ					
473-3			tɕʰ a					
474-3			a ŋ					
479-3			s a ŋ					
489-3			j a					
490-3			m a n					
494-3			ɕ a					
503-3			kʰ a					
502-3			s a ŋ					
235-3			m a ŋ					
519-3			m a					
523-3			a k					
527-3			b a ŋ					
538-3			ɕ					
544-3			j a m					
850-3			a					
554-3			kʰ a					
553-3			m a ŋ					
558-3			kʰ a ŋ					
561-3			ɕ a					
562-3			kʰ a					
564-3			j a					
567-3			m a					
570-3			b a					
575-3			a					
582-3			m a					
585-3			a t					
589-3			kʰ a ŋ					
593-3			d a ŋ					
594-3			m a m					
595-3			tʰ a s					
596-3			n a m					
598-3			ʑ a t					
599-3			d a m					
602-3			ɕ a					
603-3			l a k					
606-3			s a ŋ					
605-3			b a					
620-3			m a					
637-3			pʰ a k					
639-3			tɕʰ a					
645-3			kʰ a					
646-3			m a ŋ					
168-3			h a k					
658-3			dʑ a ŋ					
665-3			b a					
668-3			kʰ a					
677-3			t a ŋ					
75-3			t a ŋ					
678-3			ɕ a					
682-3			m a ŋ					
493-3			ɕ a					
693-3			ɕ a					
694-3			m a					
702-3			tɕʰ a m					
704-3			m a					
176-3			m a					
709-3			ɕ u n					
710-3			t a					
714-3			m a n					
718-3			kʰ a					
719-3			tɕʰ a ŋ					
22-3			m a					
723-3			tɕʰ a ŋ					
726-3			tɕʰ a ŋ					
729-3			b a					
730-3			m a					
739-3			pʰ m a					
740-3			b a					
741-3			kʰ a k					
744-3			a					
743-3			dʑ a ŋ					
746-3			tʰ a ŋ					
748-3			d a					
747-3			kʰ a					
749-3			kʰ a ŋ					
751-3			t a n					
762-3			m a ŋ					
764-3			dʑ a ŋ					
765-3			tɕʰ i					
788-3			m a					
615-3			m a k					
803-3			ɕ a					
802-3			m a k					
808-3			b a					
809-3			tɕʰ a					
819-3			d a k					
821-3			ɕ a					
820-3			b a					
828-3			dʑ a k					
827-3			b a					
835-3			m a					
308-3			j a					
844-3			ʑ a p					
848-3			m a					
705-3			m a					
613-3			a					
649-3			h a k					
876-3			tɕʰ a					
878-3			j a ŋ					
889-3			n a m					
898-3			n a k					
902-3			s a ŋ					
910-3			a m					
916-3			m a					
919-3			m a					
922-3			m a k					
930-3			tɕʰ a					
933-3			kʰ a					
939-3			l a k					
947-3			j a ŋ					
948-3			n a					
963-3			ɕ a					
967-3			tɕʰ a k					
969-3			ɕ m					
970-3			kʰ a k					
972-3			m a					
731-3			m a					
973-3			tɕʰ a ŋ					
974-3			n a m					
979-3			tɕʰ a ŋ					
182-3			kʰ a					
993-3			n a m					
994-3			j a					
1001-3			ɕ a					
1002-3			d a					
1005-3			tɕʰ a ŋ					
1009-3			kʰ a					
1022-3			ɕ a					
1021-3			n a k					
1043-3			m a ŋ					
1049-3			t a s					
1065-3			tɕʰ a ŋ					
1068-3			j a					
1077-3			m a ŋ					
1081-3			m a ŋ					
1084-3			m a ŋ					
1092-3			m a					
1091-3			tɕʰ a					
1096-3			m a					
1097-3			kʰ a					
1102-3			m a					
1104-3			t a					
1108-3			tɕʰ a k					
552-3			kʰ a					
1111-3			b a					
1116-3			ʑ a n					
722-3			kʰ a					
1141-3			j a ŋ					
1147-3			b a					
1146-3			ɕ a					
1150-3			h a ŋ					
1151-3			a ŋ					
1158-3			dʑ a k					
1159-3			b a					
1164-3			d u					
1163-3			m a					
1167-3			s a ŋ					
1171-3			j a					
1177-3			ʑ a t					
1187-3			kʰ a					
1189-3			m i k					
1-4				kʰ uː				
5-4				n uː				
4-4				tʰ i k				
6-4				n ɐ ŋ				
15-4				dʑ uː				
55-4				j uː				
56-4				uː				
60-4				ʂ uː				
61-4				d uː ŋ				
80-4				dʑ ɐ k				
87-4				tsʰ uː				
86-4				pʰ l uː				
92-4				pʰ l uː				
102-4				m iː				
106-4				dʑ uː k				
108-4				d uː				
107-4				pʰ j uː				
112-4				p ɐ ŋ				
115-4				ʂ				
114-4				d u ŋ				
120-4				d uː				
124-4				uː				
125-4				tʰ y k				
132-4				ʂ uː				
131-4				r iː ŋ				
136-4				m uː				
134-4				kʰ uː k				
137-4				uː				
138-4				d y k				
140-4				h uː				
143-4				dʑ ɐ k				
145-4				tɕʰ ɐ				
147-4				h uː				
149-4				m iː k				
153-4				ʂ				
152-4				kʰ uː ŋ				
158-4				tʰ uː k				
163-4				m uː				
164-4				n uː				
167-4				d ɐ ŋ				
171-4				n u ŋ				
172-4				dʑ uː k				
173-4				tʰ uː				
183-4				m uː				
185-4				m uː				
188-4				kʰ uː				
189-4				tsʰ ɐ ŋ				
193-4				h uː				
196-4				m ɐ				
199-4				tsʰ uː				
200-4				kʰ uː ŋ				
201-4				kʰ uː				
202-4				kʰ a				
203-4				d y ŋ				
204-4				b uː				
206-4				n ɐ ŋ				
117-4				b uː				
146-4				tsʰ uː				
219-4				pʰ b ŋ				
218-4				tsʰ uː				
224-4				m a				
240-4				dʑ ɐ k				
244-4				j uː				
255-4				n ɐ				
260-4				b uː				
263-4				j uː				
269-4				b tʰ ɐ				
271-4				tʰ ɐ k				
209-4				tsʰ uː				
277-4				m ɐ				
278-4				d uː ŋ				
135-4				d uː				
284-4				m iː				
797-4				uː				
290-4				r ɐ ŋ				
289-4				ts ɐ k				
296-4				n uː				
310-4				ʂ				
319-4				uː				
325-4				m uː				
327-4				d uː				
331-4				kʰ uː				
337-4				b ɐ ŋ				
338-4				m iː ŋ				
339-4				j				
350-4				kʰ ɔ				
349-4				tʰ y ŋ				
357-4				tsʰ uː				
355-4				uː				
363-4				m a				
361-4				d uː				
365-4				ʂ ɐ ŋ				
364-4				dʑ ɐ k				
375-4				r ɐ k				
379-4				dʑ ɐ				
380-4				kʰ uː				
396-4				j uː				
400-4				m uː				
405-4				d u ŋ				
404-4				s ø ŋ				
409-4				r a k				
410-4				tsʰ iː k				
415-4				b uː				
416-4				b uː				
101-4				n u ŋ				
37-4				kʰ uː				
424-4				dʑ uː				
434-4				tɕʰ ɐ ŋ				
445-4				b				
446-4				ʂ iː				
451-4				d uː				
457-4				n ɐ ŋ				
456-4				b l uː				
464-4				pʰ tʰ iː ŋ				
473-4				tsʰ uː				
474-4				j ŋ				
479-4				s ɐ ŋ				
489-4				j uː				
490-4				m ɐ				
494-4				ʂ uː				
503-4				kʰ uː				
502-4				ʂ ɐ ŋ				
235-4				l ɔ̃ː ŋ				
519-4				m uː				
523-4				j k				
527-4				pʰ ts ɐ ŋ				
538-4				ʂ				
544-4				j ɐ n				
850-4				uː				
554-4				dʑ uː				
553-4				r ɔ̃ː ŋ				
558-4				kʰ uː ŋ				
561-4				ʂ uː				
562-4				b uː				
564-4				j u				
567-4				m uː				
570-4				b uː				
575-4				uː				
582-4				m uː				
585-4				j				
589-4				kʰ uː ŋ				
593-4				d ɐ ŋ				
594-4				n ɐ				
595-4				tʰ uː				
596-4				n uː				
598-4				ʐ uː				
599-4				d uː				
602-4				z uː				
603-4				r ɐ				
606-4				s ø ŋ				
605-4				b uː				
620-4				m uː				
637-4				pʰ ɐ k				
639-4				tsʰ uː				
645-4				kʰ uː				
646-4				r ɔ̃ː ŋ				
168-4				h tʰ ɐ k				
658-4				dʑ ɐ ŋ				
665-4				b uː				
668-4				kʰ uː				
677-4				d ɐ ŋ				
75-4				d uː ŋ				
678-4				ʂ uː				
682-4				m ɐ ŋ				
493-4				ʐ uː				
693-4				ʂ uː				
694-4				m ɐ				
702-4				dʑ ɐ n				
704-4				m uː				
176-4				j uː				
709-4				ʂ				
710-4				tʰ uː				
714-4				m ɐ				
718-4				kʰ u				
719-4				tsʰ ɐ ŋ				
22-4				m iː				
723-4				tsʰ ɐ ŋ				
726-4				dʑ ɐ ŋ				
729-4				b				
730-4				r uː				
739-4				pʰ n uː				
740-4				b uː				
741-4				kʰ uː k				
744-4				uː				
743-4				dʑ ɐ ŋ				
746-4				d uː ŋ				
748-4				tʰ y k				
747-4				kʰ uː				
749-4				kʰ uː ŋ				
751-4				t uː				
762-4				m ɐ ŋ				
764-4				f ɐ ŋ				
765-4				dʑ uː				
788-4				l a				
615-4				l ɐ k				
803-4				ʂ uː				
802-4				r ɐ k				
808-4				b uː				
809-4				tsʰ uː				
819-4				d uː k				
821-4				ʂ uː				
820-4				b uː				
828-4				dʑ ɐ k				
827-4				b uː				
835-4				n uː				
308-4				n uː				
844-4				ʐ iː				
848-4				m iː				
705-4				j uː				
613-4				uː				
649-4				h tʰ ɐ k				
876-4				tsʰ uː				
878-4				j u ŋ				
889-4				n uː				
898-4				n uː k				
902-4				f uː ŋ				
910-4				j n				
916-4				m uː				
919-4				m uː				
922-4				tsʰ iː k				
930-4				tsʰ uː				
933-4				kʰ uː				
939-4				r tʰ ɐ k				
947-4				r ɐ ŋ				
948-4				n u				
963-4				ʂ uː				
967-4				tsʰ ɐ k				
969-4				ʂ				
970-4				kʰ uː k				
972-4				n uː				
731-4				m iː				
973-4				dʑ ɐ ŋ				
974-4				n ɐ				
979-4				dʑ ɐ ŋ				
182-4				kʰ uː				
993-4				n a				
994-4				j uː				
1001-4				ʂ uː				
1002-4				d uː				
1005-4				tɕʰ ɐ				
1009-4				kʰ uː				
1022-4				ʂ a				
1021-4				dʑ ɐ k				
1043-4				m uː ŋ				
1049-4				tʰ uː				
1065-4				tsʰ uː				
1068-4				j uː				
1077-4				r ɔ̃ː ŋ				
1081-4				r uː ŋ				
1084-4				m iː ŋ				
1092-4				m a				
1091-4				tsʰ uː				
1096-4				n uː				
1097-4				kʰ uː				
1102-4				m uː				
1104-4				tʰ uː				
1108-4				dʑ ɐ k				
552-4				dʑ uː				
1111-4				b l uː				
1116-4				s ɐ				
722-4				kʰ uː				
1141-4				j uː ŋ				
1147-4				b uː				
1146-4				z uː				
1150-4				h ɐ ŋ				
1151-4				j ŋ				
1158-4				dʑ ɐ k				
1159-4				b uː				
1164-4				d ɔ				
1163-4				j uː				
1167-4				s ɐ ŋ				
1171-4				j uː				
1177-4				ʐ ɐ				
1187-4				kʰ uː				
1189-4				n iː				
1-5					kʰ uː			
5-5					n uː			
4-5					tʰ uː k			
6-5					n ə ŋ			
15-5					tɕʰ uː			
55-5					j uː			
56-5					uː			
60-5					z uː			
61-5					d uː ŋ			
80-5					dʑ ɔ k			
87-5					tɕʰ uː			
86-5					pʰ l uː			
92-5					pʰ l uː			
102-5					m iː			
106-5					pʰ a k			
108-5					d uː			
107-5					pʰ j uː			
112-5					pʰ uː ŋ			
115-5					z			
114-5					d u ŋ			
120-5					d uː			
124-5					uː			
125-5					tʰ uː k			
132-5					z uː			
131-5					m iː ŋ			
136-5					m uː			
134-5					kʰ uː k			
137-5					uː			
138-5					dʑ uː k			
140-5					h uː			
143-5					dʑ a k			
145-5					tɕʰ ə			
147-5					z uː			
149-5					m i k			
153-5					z			
152-5					k uː ŋ			
158-5					tɕʰ uː k			
163-5					m uː			
164-5					m uː			
167-5					d uː ŋ			
171-5					m ũː ŋ			
172-5					pʰ uː k			
173-5					tʰ uː			
183-5					r uː			
185-5					m uː			
188-5					kʰ uː			
189-5					dʑ ə ŋ			
193-5					h uː			
196-5					m ə			
199-5					tɕʰ uː			
200-5					kʰ uː ŋ			
201-5					tɕʰ uː			
202-5					kʰ u k			
203-5					d u ŋ			
204-5					b uː			
206-5					m ə ŋ			
117-5					b uː			
146-5					tɕʰ ə			
219-5					pʰ b u			
218-5					tɕʰ uː			
224-5					m ɔ ŋ			
240-5					dʑ ə k			
244-5					j uː			
255-5					n ə			
260-5					b uː			
263-5					j uː			
269-5					pʰ ə k			
271-5					tʰ uː k			
209-5					tɕʰ ə			
277-5					m ə			
278-5					d uː ŋ			
135-5					d uː			
284-5					m iː			
797-5					uː			
290-5					m u ŋ			
289-5					tɕʰ uː k			
296-5					n uː			
310-5					z ə			
319-5					uː			
325-5					r uː			
327-5					d uː			
331-5					k uː			
337-5					pʰ ɔ ŋ			
338-5					m iː ŋ			
339-5					j			
350-5					kʰ iː			
349-5					tʰ y ŋ			
357-5					tɕʰ uː			
355-5					uː			
363-5					m ə			
361-5					d uː			
365-5					s ɔ ŋ			
364-5					dʑ ə k			
375-5					r a k			
379-5					z ɔ ʔ			
380-5					kʰ uː			
396-5					j uː			
400-5					m uː			
405-5					d u ŋ			
404-5					s ɔ ŋ			
409-5					r a k			
410-5					tɕʰ iː k			
415-5					b uː			
416-5					b uː			
101-5					n uː ŋ			
37-5					kʰ uː			
424-5					h uː			
434-5					tɕʰ ə ŋ			
445-5					b			
446-5					z iː			
451-5					d uː			
457-5					n ə ŋ			
456-5					b l uː			
464-5					pʰ tʰ iː ŋ			
473-5					tɕʰ uː			
474-5					j ŋ			
479-5					s ɔ ŋ			
489-5					j uː			
490-5					n ɔ			
494-5					z uː			
503-5					kʰ uː			
502-5					s ũ ŋ			
235-5					l ũː ŋ			
519-5					m uː			
523-5					j k			
