COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
142-4				p a a a m a a						
145-4				k a a a t i tʃ i						
148-4				t a a w w i						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				t a w t m k						
24-4				w a a o m a						
45-4				i i a a i m a						
50-4				i n a						
57-4				t o k a w a m						
71-4				o m i						
84-4				p i w a k						
91-4				m o k o n						
131-4				t o k o ʒ̟ i a						
146-4				i i m a a						
151-4				k i w						
154-4				w e						
192-4				t o t						
205-4				i p a n						
227-4				a a p i a o						
235-4				a o w i						
237-4				k a m a m i						
246-4				i w i						
250-4				m o a i t i k						
251-4				w a n a						
271-4				a i w						
284-4				w t a						
285-4				i a a w i n m						
44-4				w a m a m						
75-4				u a i j a						
79-4				t a m i						
94-4				i k e a o a i						
104-4				k i r i a o						
132-4				a m a						
153-4				tʃ a k						
157-4				t a a a m						
174-4				r u a u						
177-4				t o						
240-4				t i m a k						
270-4				k a w a ʒ̟ i						
52-5					e t e					
56-5					u m e					
96-5					a a a					
99-5					a t e m e					
114-5					t o k i					
115-5					e m a					
133-5					t i p a a a					
144-5					a a a w a					
150-5					k a w					
234-5					k o m					
236-5					p i k e k					
241-5					a w i					
249-5					i e					
1-5					w a t a					
2-5					k a m a					
65-5					i w					
74-5					p a k a					
93-5					t o p a r i					
95-5					w w k i					
106-5					t u n i					
119-5					m a t i					
128-5					p o k o					
147-5					t i m i					
239-5					n a k a k a k					
266-5					e t i m m					
3-5					w a a i k i					
4-5					w a t i					
51-5					i w e					
55-5					i w a m					
97-5					a a p o m					
109-5					e p e m o					
149-5					t o k					
160-5					k i i m k					
163-5					e p e n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a a a k a w					
112-5					t a a a j a					
116-5					t o p a k a					
134-5					n a p a t					
135-5					t i k i e					
139-5					m a k e m i					
142-5					p a a a m a					
145-5					k a a a t a					
148-5					t a w a w					
162-5					i i m					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					k a k					
45-5					i e m a k a					
50-5					i n a					
71-5					o m i					
84-5					p i w a n					
91-5					m o k o n					
146-5					k i m a a					
151-5					k i w					
154-5					w e					
192-5					t i t					
197-5					t e a i m					
205-5					i p a m					
235-5					o w i					
237-5					m i m a m e					
250-5					m o r e t e k					
251-5					w a n a					
267-5					t o w a					
271-5					i i w					
284-5					a k t i					
285-5					i r a w i n m					
39-5					m a m i r a a					
42-5					k a t a a a a k					
44-5					w a n a a k					
75-5					u p e j i					
79-5					t a n o					
94-5					i k e k a s					
104-5					k i p u n a					
122-5					p i k i k a i					
153-5					a k					
157-5					t a a a m					
174-5					p u a u					
177-5					t o					
270-5					k a w a t i					
52-6						i t a i				
56-6						a a a i				
96-6						a a a i i				
99-6						a t a m a				
114-6						t a k i n				
115-6						a m a i i				
133-6						t i a a a a i				
144-6						t a a w a i				
150-6						k a w				
234-6						k m				
236-6						a i k u k i				
241-6						a w i k				
249-6						i tʃ a i				
1-6						w a t a i				
2-6						r a a				
65-6						i t i				
74-6						a a k a i				
93-6						t a a a a i n				
95-6						w i i				
106-6						t i k u i				
119-6						i a a t i				
128-6						k k i				
147-6						t i k i tʃ i				
231-6						a a k a w				
232-6						a i a i				
239-6						k m m a k i				
266-6						a t i a i				
3-6						t a a i m i				
4-6						w a t i				
55-6						i t a m				
97-6						m i k a k i				
109-6						a p a a i				
160-6						k i a a k i				
207-6						m i				
112-6						t m a i a a i				
116-6						t a a a k i				
125-6						k a t i m a n i				
134-6						k a p a t i				
135-6						k i m i				
139-6						k i u a i i				
201-6						p a				
21-6						m a k m a n				
24-6						k a k a m				
57-6						t k m w a k				
131-6						t i k a t i m i				
227-6						m m m i i t				
267-6						t t m				
132-6						i m a				
240-6						t i m a k				
52-7							a a e i			
56-7							i m e			
96-7							a a a r			
99-7							a i i k a			
114-7							e k i i			
115-7							e i k i i			
133-7							i p a a i a			
144-7							a a a w a i			
150-7							k a w			
234-7							t a m			
236-7							p i k e k n			
241-7							a w i			
249-7							i ʃ e			
1-7							w a z a			
2-7							k a m			
65-7							a w i			
74-7							p a k a			
93-7							a a p a k i r i			
95-7							w i k i			
106-7							i k e n i			
119-7							i a a k i			
128-7							m a k i r i			
147-7							i m i r i			
231-7							p a t a w			
232-7							a i m a			
266-7							a a i m			
3-7							a a a a a i			
4-7							w a r a			
51-7							i w e			
55-7							i w a m			
97-7							k a m i m k			
109-7							i p a a i			
121-7							k a r i b a k i			
149-7							a k k			
160-7							k i a i t n			
163-7							e a e			
167-7							p a			
207-7							m i			
259-7							a w a			
66-7							n k i a k a w			
125-7							k a i k m a r i			
135-7							i k i			
142-7							a a k a m i r			
145-7							k a a a i r i			
148-7							a k a a t i			
162-7							i i n			
166-7							i m i			
179-7							t a			
201-7							p e			
21-7							t a k a			
24-7							w a n a i a			
50-7							i a			
57-7							t k a w a			
71-7							i k i			
84-7							r i w a n			
131-7							t i k e h e k i			
146-7							i i k m r a i			
151-7							k i w			
197-7							i m i m			
205-7							i p a n			
227-7							k a p i i a i			
237-7							k a m a b i			
246-7							i w i			
250-7							m i k i a m			
251-7							w a a			
267-7							z a w a			
271-7							r i w			
284-7							w k i			
285-7							i i a w i n			
122-7							r i k i n i r i			
132-7							i k r a			
240-7							t i k a n			
52-8								e t n		
56-8								b n		
96-8								a a		
99-8								a i e m e		
114-8								t o v		
115-8								o i a		
133-8								t e b i a a		
144-8								i i a i a a		
150-8								v a i		
234-8								k o b		
236-8								b e v e		
241-8								a i e		
249-8								e a n		
1-8								i a i a		
2-8								i i m		
65-8								e i		
74-8								b a a		
93-8								t a a a k		
95-8								i a t		
119-8								a m a a		
231-8								b a a i		
232-8								b e		
239-8								a k a k a		
3-8								i a a v		
4-8								i a i a		
51-8								i n		
55-8								e i a b		
109-8								e b e m		
121-8								v a b a m a k a		
149-8								k o v		
163-8								b e		
167-8								b a		
259-8								t o i		
66-8								v a i a v a i		
112-8								t i i i a a a		
116-8								t b a k		
125-8								k a t j a i		
145-8								v a k a t a a		
45-8								j e a m e		
91-8								j o v o		
235-8								a i a		
246-8								e i e		
250-8								k b o t e		
271-8								a e i		
284-8								i a a		
39-8								m a j a k a m a		
42-8								k a t i a m a e		
177-8								t o		
52-9									i t i	
56-9									a a a	
96-9									a a i	
99-9									a t i k o	
114-9									t a k i	
115-9									k a i	
133-9									t i p a i i i	
144-9									a a a w a i	
150-9									k a w	
234-9									k a a	
236-9									p i k a	
241-9									a w i i	
249-9									i ʃ a	
1-9									w a t a	
2-9									i a a a	
65-9									i w i	
74-9									p a a	
93-9									t a p a r a i	
95-9									w i k i	
106-9									t i n a m a	
119-9									k j t i i	
128-9									m a k a i	
147-9									t i k i k i	
231-9									p a a w a	
232-9									p i a k a	
239-9									a a a a k a	
266-9									i a i a	
3-9									w i r i a a	
4-9									w a t i	
51-9									a w	
55-9									i w a a a	
97-9									a a a a k a	
109-9									a p r k a	
121-9									k a p a j a k	
149-9									t a k	
160-9									k m i m k	
163-9									a p n	
167-9									p a	
207-9									a i	
259-9									t o w a	
66-9									k a a a k a w	
112-9									t r a a a i r	
116-9									t a p a k a i	
125-9									k a t a a a a	
134-9									i a p a t i	
135-9									t i k i	
142-9									p a a a a a r	
145-9									k a a a t a	
148-9									t a w w i o i	
162-9									i i	
166-9									i a i	
179-9									t a	
201-9									p	
21-9									t a i a	
24-9									w a k a e n	
45-9									k m i j k i	
50-9									i n a	
57-9									t o k e w a	
71-9									a a i	
91-9									a a k a i i	
151-9									k i w	
154-9									w a	
192-9									t e t	
197-9									t o a a	
205-9									i p a	
227-9									a a p i i t	
235-9									r u w i	
237-9									k i k a j a	
246-9									i w i	
251-9									w a n a a	
267-9									t a w a	
284-9									w i t i	
285-9									i r a w i n	
39-9									j a a i i i a o	
42-9									k i t a a a a o	
44-9									w a j a a	
75-9									k p i j i	
79-9									t a j i	
94-9									i o a o a m o	
104-9									k i p o i a	
122-9									r i k i k i k i	
153-9									ʃ a k	
157-9									t a a a a	
174-9									p k a ʔ	
177-9									t a i	
270-9									k a w a a i	
52-10										a t e
56-10										a m e
96-10										a k a
99-10										a w a m o
114-10										t o k i
115-10										a m
133-10										t i p a r i
144-10										a a a w
150-10										k a w
234-10										k o m
236-10										p i k a
241-10										a w i
249-10										i e
1-10										w a w a
2-10										a a m a
65-10										i w i
74-10										p a a
93-10										t o p a r i
95-10										w i k i
106-10										t a i ʔ
119-10										i e a a
128-10										t o k i
147-10										t a m a ʔ
231-10										p a k a w
232-10										p i a i
239-10										a m a k a
266-10										a e i m
3-10										w a a a o a
4-10										w a w i
51-10										a w a
55-10										i t a m
97-10										m a p a m a
121-10										k a p i j k k
149-10										t o k
160-10										k i a i k
163-10										a p e m
167-10										p a
207-10										m i
259-10										t o w a
112-10										e a a a e a
116-10										t o p a k a i
125-10										k a w a m i e
134-10										a p a t
139-10										m a a a i i
142-10										o p a r m i
145-10										k a k a t i
148-10										t a w w k
162-10										i i n
166-10										i m i
179-10										t a
201-10										p a ʔ
24-10										w o k a m a
45-10										i e m e k a
50-10										i a
71-10										o m i
84-10										p i w a
91-10										m o k o
146-10										i k i m a
151-10										k i w
154-10										w e
192-10										t a t
197-10										w a m a
205-10										i p a n
235-10										ʔ a w a
237-10										m a m a j a
250-10										m o r a e i k a
251-10										w a a
267-10										t o w a
271-10										ʔ a w
284-10										w i t i
285-10										i r a w i k
39-10										j a m i r i m a
42-10										k i e a r m i
44-10										w a j a m
79-10										t a
94-10										a k a k a ʔ
104-10										k i p a k
122-10										tʃ a k a i ʔ i
132-10										a m
153-10										a k
157-10										t a a i m
174-10										p a a a
177-10										t o
270-10										k a w a w i
