COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
409-8								g e t ə r a											
497-8								t ə n											
598-8								a w e t											
646-8								ʔ a a ə											
164-8								b ə g ə m											
210-8								a ə p w ə r ə											
215-8								ʔ a t e a ə t											
256-8								t a m a											
285-8								m ɨ tʃʼ a tʃʼ											
332-8								ʔ ə g ɨ r											
380-8								ʔ ə p w a											
412-8								s a d a n											
496-8								w ɨ r s ə n b ə t											
64-8								a a a a											
67-8								w ɨ r											
169-8								n ə z ə z ə m											
251-8								a a g											
294-8								d a a w a a a a a a											
461-8								tʃʼ ə											
547-8								w ɨ p a t											
597-8								ʔ e m ə n ə											
655-8								m ɨ a t											
7-8								ʔ a a g a											
158-8								g ə m a s											
168-8								ʔ ɨ m a r											
296-8								a ə a a t											
374-8								b ə g a a a											
385-8								w ɨ tʃʼ ə t											
500-8								ʔ ɨ m ɨ r											
6-8								m ə r g a m a											
17-8								ʔ ə p ɨ r											
123-8								d e m ə											
252-8								n ə g ə p ə m											
421-8								b ɨ a ə											
448-8								g ə p a a s ə n b ə t											
449-8								ʔ a a ə											
545-8								d ɨ n a											
596-8								n ə g ə											
653-8								b ə t ɨ t											
4-8								g a a a ə											
8-8								a a p a p a a a											
254-8								d ɨ m a t											
290-8								ʔ a g ə z ə m											
339-8								b ə g a r											
460-8								a a ɨ t a											
489-8								b a ə r d a m a											
552-8								z ɨ											
652-8								ʔ ə a a e p a t a											
3-8								a ɨ n a a a											
119-8								ʔ a n g a tʃʼ a											
298-8								a a t											
340-8								g w ə n tʃ ə											
458-8								d ə n g ə n ə											
459-8								ʔ a p a											
607-8								ʔ ə g w a											
609-8								ʔ ɨ a a											
10-8								tʃʼ ɨ g ɨ r											
15-8								ʔ ɨ a ɨ m											
18-8								n ɨ g a a ə											
73-8								tʃ ə g ə r ə m											
76-8								m w ə s a											
121-8								t ɨ g ə											
167-8								g ɨ a ə											
255-8								g w ə n tʃʼ ə											
297-8								g a n ə r											
299-8								g a n ə r											
338-8								d ə m ɨ r											
342-8								m e n a											
344-8								g ə s ə m											
410-8								g a r e											
540-8								n a a a											
550-8								d ə n tʃʼ ɨ r											
61-9									x ə m										
63-9									ʔ a i a m										
107-9									g a m ə r a										
112-9									x a ə r a										
331-9									n a g w ə										
377-9									x a i a r ə										
381-9									ʔ a t										
417-9									r a ə										
451-9									x ə a t										
454-9									ʔ a g a r										
484-9									x a g a z t										
535-9									ʔ a g a r										
543-9									ʔ a z t										
593-9									ʔ a m a ə										
640-9									m a n										
1-9									x ə p ə r ə										
65-9									x a										
163-9									x ə w ə										
212-9									ʔ ə j										
244-9									ʔ a r ə t										
248-9									x w r a										
293-9									x ə r ə z										
373-9									kʼ i g a r										
408-9									x a r a										
414-9									x ə w a a a										
601-9									ʔ ə r										
642-9									n ə g a ə										
60-9									n ə ə ə										
209-9									x ə n t										
242-9									ʔ a i z ə t										
415-9									x ə r a z										
490-9									t ə p w ə										
638-9									ʔ a n ə										
645-9									kʼ a r										
75-9									ʔ a m a r										
160-9									x ə r ə z										
208-9									ʔ ə n g w r a										
214-9									ʔ a g ə										
218-9									ʔ ə n g z r										
378-9									ʔ a n g ə t										
379-9									ʔ ə ə										
409-9									g ə t ə r ə										
497-9									t ə n										
598-9									x a i w ə t										
646-9									ʔ a ə										
164-9									x ə w ə										
210-9									x ə i w ə r ə										
215-9									ʔ a g o j ə										
256-9									t ə g a										
285-9									x ə g a z										
332-9									ʔ ə g a r										
380-9									ʔ ə a w a										
412-9									x a g a n										
496-9									w ə r g ə n g ə t										
64-9									x a g a ə										
67-9									w a r										
169-9									n ə ə ə										
251-9									x ə z										
294-9									i w ə j										
461-9									g a										
547-9									w a j a t										
597-9									ʔ ə m ə ə										
655-9									m a j t										
7-9									ʔ a r g a										
168-9									ʔ a g a r										
296-9									x ə t ə										
372-9									x ə n ə ə										
374-9									x ə i ə j ə										
375-9									x ə j										
385-9									w a ə t										
411-9									ʔ a w a ə										
500-9									ʔ a g j r										
541-9									x ə g a z										
6-9									m ə r g a m a										
17-9									ʔ ə j a r										
113-9									x ə g ə										
123-9									x ə g ə										
252-9									n ə w ə j ə										
421-9									x a ə										
448-9									kʼ ə w a n w ə n ə ə t										
491-9									x ə n g ə ə										
545-9									x a n a ə a										
596-9									n ə g ə										
653-9									x ə t a t										
4-9									g a j ə ə										
8-9									kʼ ə ə j a a										
254-9									x ə w a t										
339-9									x ə ə r										
489-9									x ə r j a m a										
552-9									x w										
652-9									ʔ ə t ə t a										
119-9									ʔ a n g a tʃ a										
298-9									g i t										
340-9									g ə n tʃ ə										
458-9									x ə n g ə ə										
459-9									ʔ a g j z ə										
486-9									n ə ə ə										
607-9									ʔ ə i w a										
609-9									ʔ a a										
10-9									x w w j ə r										
15-9									ʔ a i ə										
18-9									n a w i j ə										
73-9									tʃ ə i w ə r ə										
76-9									m w ə ə a										
110-9									x a a										
121-9									t a ə										
167-9									g a j ə										
255-9									kʼ ə n ə ə										
297-9									g w n j ə r										
299-9									g w n j ə r										
338-9									x ə w a j ə r										
342-9									m ə n a										
344-9									kʼ ə ə m										
550-9									ʔ ə n j a r										
612-9									x a w a j										
61-10										ʔ									
63-10										ʔ a									
107-10										ʔ a									
112-10										ʔ a b									
331-10										ʔ a									
377-10										ʔ i									
381-10										ʔ ə									
417-10										ʔ									
451-10										ʔ a i									
454-10										ʔ a ə i r									
484-10										ʔ a ə									
535-10										ʔ a i r									
543-10										ʔ a									
593-10										ʔ a									
640-10										ʔ									
1-10										ʔ a ə									
65-10										ʔ a b									
163-10										ʔ a									
212-10										ʔ									
244-10										ʔ a r b ə									
248-10										ʔ i									
293-10										ʔ ə r									
373-10										ʔ ə									
408-10										ʔ a ə r									
414-10										ʔ a b									
601-10										ʔ a r ə b									
115-10										ʔ i									
209-10										ʔ a ə									
242-10										ʔ a ə									
415-10										ʔ ə b									
490-10										ʔ a									
160-10										ʔ a r ə a									
208-10										ʔ a i i ə									
218-10										ʔ a ə									
378-10										ʔ a ə i									
379-10										ʔ a ə ə i									
497-10										ʔ i									
598-10										ʔ									
646-10										ʔ a									
164-10										ʔ a ə									
210-10										ʔ a ə									
256-10										ʔ									
285-10										ʔ ə ə									
380-10										ʔ a i									
412-10										ʔ a									
64-10										ʔ a i i									
169-10										ʔ a r ə ə ə a									
461-10										ʔ ə ə a									
547-10										ʔ ə ə									
411-10										ʔ a i i ə									
541-10										ʔ ə									
113-10										ʔ									
123-10										ʔ a i a									
491-10										ʔ a ə ə									
254-10										ʔ a ə ə a									
339-10										ʔ a i a									
602-10										ʔ i									
2-10										a ə i									
213-10										ʔ a r i									
647-10										ʔ a i ə i									
211-10										ʔ ə									
328-10										ʔ a ə a									
333-10										ʔ a r									
612-10										ʔ a i									
109-10										ʔ ə									
61-11											d e m								
63-11											ʔ a ə ɨ m								
107-11											g a m a r a								
112-11											d a w ə r a								
331-11											n a g ə z								
377-11											b a kʼ ə r a								
381-11											ʔ a								
417-11											r e								
451-11											g a ʔ a								
454-11											ʔ a ʔ a r								
484-11											g ɨ ə ɨ ə j								
535-11											ʔ a ə ɨ r								
543-11											g a								
593-11											ʔ a m ʔ ə								
