COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
464-2		s̪ n̪					
1020-2		s̪ n̪ ɜ m s̪ u l					
1355-2		s̪ o					
1464-2		l̪ tɕ e					
302-2		b r̪ ɜ ŋ					
237-2		l̪ t̪ dð ɑ					
205-2		p l ɜ q p ɜ					
1089-2		l ɜ q p i l					
804-2		k ɜ ŋ m ɜ					
1263-2		b ɜ x s̪ p ɜ					
286-2		ɾ u s̪ p ɜ					
717-2		s̪ n̪ i ŋ					
269-2		kʰ r̪ ɜ q					
1512-2		x tɕ i n̪					
555-2		l̪ ʊ ɜ k p ɜ					
751-2		n̪ ɜ ŋ					
439-2		z̪ g o					
601-2		ɕ i ŋ					
320-2		ʊ ɜ x m ɜ					
1106-2		b u					
693-2		h ɜ ʊ o r̪ ɑ					
221-2		s̪ t̪ ɑ r̪ p					
1199-2		t̪ʰ ɑ q dð ɑ					
1424-2		s̪ k u t̪ p ɑ					
904-2		l o t̪					
1273-2		s̪ n̪ ɜ m					
1323-2		s̪ k ɜ r̪ m ɜ					
1127-2		tɕʰ ɜ r̪ p ɜ					
1529-2		tɕʰ u					
1175-2		ɾ gʲ ɜ m tθ ɜ					
383-2		ʊ s̪ i l					
820-2		l̪ o k					
1636-2		l̪ u ŋ					
1331-2		ɾ d̪ dð ɑ					
1097-2		l ɜ m					
1223-2		ʊ ɜ ŋ ɑ					
592-2		m e					
1290-2		tɕ u t̪ p ɑ					
669-2		s̪ ɛ ɾ					
1472-2		s̪ t̪ x ʑ i					
788-2		l o ŋ ɑ					
1191-2		ɾ ɜ m p ɑ					
626-2		m i n̪ d o q					
844-2		ɑ m					
879-2		tɕʰ ɑ					
1151-2		b r̪ ɜ s̪					
1119-2		ɑ l u					
365-2		s̪ ȵ ɛ r̪ m ɜ					
1480-2		j u ŋ					
653-2		z̪ g o k p ɑ					
1081-2		ts̪ o ŋ					
1448-2		p ɑ x ɜ n̪					
1029-2		m ɑ ɾ					
863-2		ɕ ɑ					
539-2		tθʰ i l					
610-2		dð ɑ					
350-2		ʊ ɜ ŋ o					
871-2		o ŋ ɑ					
734-2		ɾ dð ɑ					
431-2		kʰ i					
1298-2		o ʊ b ʊ l					
929-2		ts̪ ɜ ŋ k i					
1315-2		tɕ ɑ x s̪ k ɜ n̪					
964-2		m i n̪ t̪ ɜ x					
836-2		m i					
1644-2		b r̪ u s̪ t̪ r̪ i ŋ					
547-2		ɜ t̪ ɑ					
1048-2		k ɜ k ɑ					
1692-2		n̪ o n̪ o					
1306-2		b u					
405-2		b o ŋ o					
294-2		b u					
661-2		b o ŋ o					
413-2		ʑ ɜ q					
996-2		tθʰ ɜ n̪					
1012-2		tɕ r̪ o b ɜ ɾ					
181-2		pʰ ɪ t̪ r̪ o					
1660-2		g u n̪ d e					
1440-2		d̪ i r̪ i ŋ					
1652-2		l o					
1037-2		s̪ ʊ i ȵ m ɑ					
677-2		ʊ ɜ x m o					
1561-2		ɕ ɛ r̪ p ɑ					
447-2		s̪ k ɜ m b o					
828-2		ɾ i ŋ m o					
1247-2		tɕ ɜ ʊ tɕ ɜ t̪					
391-2		g r̪ ɜ x m o					
972-2		ȵ i m o ɾ					
531-2		t̪ʰ ɜ q r̪ i ŋ					
253-2		tɕ o x o					
1282-2		ts̪ u n̪ tθ ɛ					
812-2		j ɜ ŋ m o					
245-2		t̪ʰ u ɾ					
1609-2		k ɑ r̪ p o					
261-2		n̪ ɑ q p o					
1143-2		m ɑ r̪ p o					
709-3			g o				
522-3			ɜ ɣ d o ŋ				
514-3			m ɪ k				
464-3			n̪ ɑ				
1020-3			n̪ ɜ m s̪ u l				
1355-3			s̪ o				
1464-3			l̪ tɕ e				
302-3			b r̪ ɜ ŋ				
237-3			l̪ t̪ dð ɑ				
205-3			p l ɜ q p ɜ				
1089-3			l ɜ q dð ɪ l				
804-3			k ɜ ŋ m ɑ				
1263-3			b ɜ k s̪ p ɜ				
286-3			ɾ u s̪ p ɜ				
717-3			n̪ i ŋ				
269-3			r̪ ɜ q				
1512-3			x tɕ ɪ n̪				
555-3			dð ɜ k p ɜ				
751-3			n̪ ɜ ŋ				
439-3			z̪ g o				
601-3			ɕ i ŋ				
320-3			pʰ x m ɑ				
1106-3			b u				
693-3			h ɜ dð o ɽ ɑ				
221-3			s̪ t̪ ɜ r̪ e				
1199-3			t̪ʰ ɑ q p ɜ				
1424-3			s̪ k u t̪ p ɜ				
904-3			l dð o t̪				
1273-3			n̪ ɜ m				
1323-3			s̪ k ɜ r̪ m ɑ				
1127-3			tɕʰ ɜ r̪ p ɜ				
1529-3			tɕʰ u				
1175-3			ɾ gʲ ɛ m dð o				
383-3			p s̪ ɪ l				
820-3			l̪ o k				
1636-3			gʲ l̪ u ŋ				
1331-3			ʊ ɾ d̪ dð ɑ				
1097-3			l ɜ m				
1223-3			pʰ ɜ ŋ ɑ				
592-3			m ɛ				
1290-3			dð u t̪ p ɜ				
669-3			x s̪ ɛ ɾ				
1472-3			s̪ t̪ ɑ f ȵ i				
788-3			l ɜ ŋ ɑ				
1191-3			ɾ ɜ m p ɜ				
626-3			m ɪ g d o q				
844-3			ɑ m				
879-3			tɕʰ ɑ				
1151-3			b r̪ ɜ s̪				
1119-3			ɑ l u				
365-3			ŋ ɜ r̪ m ɑ				
1480-3			j u ŋ				
653-3			z̪ g o k p ɜ				
1081-3			ts̪ o ŋ				
1448-3			p ɑ ɣ ɜ n̪				
1029-3			m ɑ ɾ				
863-3			ɕ ɜ				
539-3			tθʰ ɪ l				
610-3			ŋ ɑ				
350-3			pʰ ɜ ŋ o				
871-3			õ ŋ ɑ				
734-3			ɾ dð ɑ				
431-3			kʰ i				
1298-3			õ ɸ b u l				
929-3			ts̪ ɜ ŋ ȵ i				
1315-3			t̪ ɑ k s̪ k ɜ n̪				
964-3			m i g t̪ x				
836-3			m i				
1644-3			b r̪ u s̪ t̪ ȵ i ŋ				
547-3			ɜ t̪ ɜ				
1048-3			k ɜ k ɜ				
1692-3			pʰ o n̪ o				
1306-3			b u				
405-3			b o m o				
294-3			p dð u				
661-3			b o m o				
413-3			ʑ ɜ q				
996-3			tθʰ ɜ n̪				
1012-3			t̪ r̪ b ɜ ɾ				
181-3			pʰ i r̪ o				
1660-3			g ʊ g d e				
1440-3			d̪ ɪ r̪ i ŋ				
1652-3			l o				
1037-3			ȵ i ŋ m ɑ				
677-3			dð x m o				
1561-3			gʲ ɕ ɪ r̪ dð ɜ				
447-3			s̪ k ɜ m b o				
828-3			ɾ i ŋ m o				
1247-3			tɕ ɜ t̪				
391-3			r̪ x m o				
972-3			ȵ i m o ɾ				
531-3			t̪ʰ ɜ b r̪ i ŋ				
253-3			tɕ o ɣ o				
1282-3			ts̪ u g dð e				
812-3			j ɜ m o				
245-3			t̪ʰ u ɾ				
1609-3			k ɑ r̪ dð o				
261-3			n̪ ɑ q p				
1143-3			m ɑ f dð o				
709-4				g o o			
522-4				o ɜ d o ŋ			
514-4				m i k			
464-4				s̪ n̪ ɑ			
1020-4				s̪ n̪ ɜ m s̪ u l			
1355-4				s̪ o			
1464-4				l̪ tɕ e			
302-4				b l ɜ ŋ			
237-4				l̪ t̪ ɜ ɑ			
205-4				p ɜ ɜ q p ɜ			
1089-4				l ɜ q ɜ i l			
804-4				k ɜ ŋ m ɜ			
1263-4				b ɜ k s̪ p ɑ			
286-4				ɾ u s̪ p ɜ			
717-4				s̪ n̪ i ŋ			
269-4				ɜ ɜ q			
1512-4				x tɕ i n̪			
555-4				ɜ ɜ k p ɜ			
751-4				n̪ ɜ ŋ			
439-4				z̪ g o			
601-4				ɕ i ŋ			
320-4				ɜ ɜ x m ɜ			
1106-4				b u			
693-4				h ɜ ɜ o ɜ ɑ			
221-4				s̪ t̪ ɑ r̪ e			
1199-4				t̪ʰ ɑ q p ɜ			
1424-4				s̪ k u t̪ p ɜ			
904-4				l ɜ o t̪			
1273-4				s̪ n̪ ɜ m			
1323-4				s̪ k ɜ r̪ m ɑ			
1127-4				tɕʰ ɜ r̪ ɜ ɑ			
1529-4				tɕʰ u			
1175-4				ɾ gʲ ɛ m ɜ o			
383-4				p s̪ i l			
820-4				l̪ o k			
1636-4				x l u ŋ			
1331-4				ʊ ɾ d̪ ɜ ɑ			
1097-4				l ɜ m			
1223-4				ɜ ɑ ŋ ɑ			
592-4				m e			
1290-4				t̪ u t̪ p ɜ			
669-4				x s̪ ɛ ɾ			
1472-4				s̪ t̪ ɜ q ɜ i			
788-4				l o ŋ ɑ			
1191-4				ɾ ɜ m p ɜ			
626-4				m ɛ n̪ d o q			
844-4				ɑ m			
879-4				tɕʰ ɑ			
1151-4				b l ɜ s̪			
1119-4				ɑ l u			
365-4				s̪ ȵ ɛ r̪ m ɑ			
1480-4				j u ŋ			
653-4				z̪ g o k p ɜ			
1081-4				ts̪ o ŋ			
1448-4				p ɑ ɜ ɜ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɜ			
539-4				tθʰ i l			
610-4				ɜ ɑ			
350-4				ɜ ɜ ŋ o			
871-4				o ŋ ɑ			
734-4				ɾ ɜ ɑ			
431-4				kʰ i			
1298-4				o ɜ b ʊ l			
929-4				ts̪ ɜ ŋ k i			
1315-4				t̪ ɑ k s̪ k ɜ n̪			
964-4				m ɛ n̪ t̪ ɜ x			
836-4				m i			
1644-4				b u s̪ t̪ r̪ i ŋ			
547-4				ɑ t̪ ɑ			
1048-4				k ɜ k ɜ			
1692-4				pʰ o n̪ o			
1306-4				b u			
405-4				b o ŋ o			
294-4				p ɜ u			
661-4				b o ŋ o			
413-4				ɜ ɜ q			
996-4				tθʰ ɜ n̪			
1012-4				t̪ r̪ o b ɜ ɾ			
181-4				pʰ i t̪ r̪ o			
1660-4				g u n̪ d e			
1440-4				d̪ i r̪ i ŋ			
1652-4				l o			
1037-4				s̪ ȵ i ŋ m ɜ			
677-4				ɜ ɜ x m o			
1561-4				x ɕ ɛ r̪ ɜ ɑ			
447-4				s̪ k ɜ m b o			
828-4				ɾ i ŋ m o			
1247-4				tɕ ɜ t̪			
391-4				ʐ ɜ x m o			
972-4				ȵ i m o ɾ			
531-4				t̪ʰ ɜ q r̪ i ŋ			
253-4				tɕ o ɜ o			
1282-4				ts̪ u n̪ ɜ e			
812-4				j ɑ ŋ m o			
245-4				t̪ʰ u ɾ u			
1609-4				k ɑ r̪ ɜ o			
261-4				n̪ ɜ q p o			
1143-4				m ɑ r̪ ɜ o			
709-5					g o o		
522-5					o x ɜ d o ŋ		
514-5					m i k		
464-5					s̪ n̪ ɑ		
1020-5					s̪ n̪ ɜ m s̪ u l		
1355-5					s̪ o		
1464-5					l̪ tɕ ɛ		
302-5					b l ɜ ŋ		
237-5					l̪ t̪ ʈ ɑ		
205-5					p l ɜ q p ɜ		
1089-5					l ɜ q ʈ i l		
804-5					k ɜ ŋ m ɜ		
1263-5					b ɜ x s̪ p ɑ		
286-5					ɾ u s̪ p ɜ		
717-5					s̪ n̪ i ŋ		
269-5					β ʈʂ ɜ q		
1512-5					x tɕ i n̪		
555-5					kʰʲ ɜ k p ɜ		
751-5					n̪ ɜ ŋ		
439-5					z̪ g o		
601-5					ɕ i ŋ		
320-5					b ʔ ɜ x m ɜ		
1106-5					b u		
693-5					h ɜ ŋ o ɽ ɑ		
221-5					s̪ t̪ ɜ r̪ ɛ		
1199-5					t̪ʰ ɑ q p ɜ		
1424-5					s̪ k u t̪ p ɜ		
904-5					l ʈ ʊ t̪		
1273-5					s̪ n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɜ		
1127-5					tɕʰ ɜ r̪ ʈ ɜ		
1529-5					tɕʰ u		
1175-5					ɾ gʲ ɛ m ʈ o		
383-5					p s̪ i l		
820-5					l̪ o k		
1636-5					x l u		
1331-5					ʊ ɾ d̪ ɑ		
1097-5					l ɜ m		
1223-5					tɕ ɜ ŋ ɑ		
592-5					m ɛ		
1290-5					t̪ u t̪ p ɜ		
669-5					x s̪ ɛ ɾ		
1472-5					s̪ t̪ ɜ q ʑ i		
788-5					l o ŋ ɑ		
1191-5					ɾ ɜ m p ɜ		
626-5					m ʈ n̪ d o q		
844-5					ɑ m		
879-5					tɕʰ ɑ		
1151-5					b l ɜ s̪		
1119-5					ɑ l u		
365-5					s̪ ȵ ɛ r̪ m ɜ		
1480-5					j u		
653-5					z̪ g o k p ɜ		
1081-5					ts̪ o ŋ		
1448-5					p ɑ x ɜ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ ɜ		
539-5					tθʰ i l		
610-5					ȵ ɑ		
350-5					tɕ ɜ ŋ o		
871-5					õ ŋ ɑ		
734-5					ɾ ʈ ɑ		
431-5					kʰ i		
1298-5					o x ɜ b ʊ l		
929-5					ts̪ ɜ ŋ k i		
1315-5					t̪ ɑ tθ s̪ k ɜ n̪		
964-5					m ʈ n̪ t̪ ɜ ɣ ɜ		
836-5					m i		
1644-5					b ʊ s̪ t̪ r̪ i ŋ		
547-5					ɑ t̪ ɑ		
1048-5					ɣ ɜ k ɜ		
1692-5					ȵ o n̪ o		
1306-5					b ʔ u		
405-5					b o ŋ o		
294-5					p ʔ u		
661-5					b o ŋ o		
413-5					ʑ ɜ q		
996-5					tθʰ ɜ n̪		
1012-5					t̪ r̪ o b ɜ ɾ		
181-5					t̪ʰ i t̪ r̪ o ɜ		
1660-5					g u n̪ d ɛ		
1440-5					d̪ ɪ r̪ i ŋ		
1652-5					l o		
1037-5					s̪ ȵ i ŋ m ɜ		
677-5					l ɜ x m o		
1561-5					ɜ ɕ ɛ r̪ tɕ ɜ		
447-5					s̪ k ɜ m b o		
828-5					ɾ i ŋ m o		
1247-5					tɕ ɜ ɜ t̪		
391-5					β ɖʐ ɜ x m o		
972-5					ȵ i m o ɾ		
531-5					t̪ʰ ɜ q r̪ i ŋ ɜ		
253-5					tɕ o ɣ o		
1282-5					ts̪ u n̪ tɕ ɛ		
812-5					j ɑ ŋ m o		
245-5					t̪ʰ ũ ɾ u		
1609-5					k ɑ r̪ ʈ o		
261-5					n̪ ɜ q p o		
1143-5					m ɑ r̪ ʈ o		
709-6						g o o	
522-6						ɣ ɕ d o ŋ	
514-6						m ɪ ŋ	
464-6						s̪ n̪ ɜ	
1020-6						x n̪ ɜ m s̪ u l	
1355-6						s̪ o	
1464-6						l̪ tɕ e	
302-6						b l ɜ ŋ	
237-6						l̪ t̪ f ɜ	
205-6						p l̥ ɜ q p ɜ	
1089-6						l ɜ q tθ ɪ l	
804-6						k ɑ ŋ m ɜ	
1263-6						b ɜ k s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ i ŋ	
269-6						ʈʂ ɜ q	
1512-6						x tɕ ɪ n̪	
555-6						b ɜ k p ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						o ɜ x m ɜ	
1106-6						b u	
693-6						h ɜ t̪ o ɜ̃ ɜ	
221-6						s̪ t̪ ɜ r̪ e	
1199-6						t̪ʰ ɜ q p ɜ	
1424-6						s̪ k u t̪ p ɜ	
904-6						l z̪ o t̪	
1273-6						s̪ n̪ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						tɕʰ ɜ r̪ ɜ̃ ɜ	
1529-6						tɕʰ u	
1175-6						ɾ gʲ ɛ m tθ o	
383-6						p s̪ ɪ l	
820-6						l̪ o k	
1636-6						l u ŋ	
1331-6						ɾ d̪ f ɜ	
1097-6						l ɜ m	
1223-6						kʰʲ ɜ ŋ ɜ	
592-6						m ɛ	
1290-6						t̪ u t̪ p ɜ	
669-6						x s̪ ɛ ɾ	
1472-6						s̪ t̪ ɑ ɣ ʑ i	
788-6						l o ŋ ɜ	
1191-6						ɾ ɜ m p ɜ	
626-6						m i n̪ d o q	
844-6						ɑ m	
879-6						tɕʰ ɜ	
1151-6						b l ɜ s̪	
1119-6						ɑ l u	
365-6						s̪ ɾ ɜ r̪ m ɜ	
1480-6						j u ŋ	
653-6						z̪ g o k p ɜ	
1081-6						tθ o ŋ	
1448-6						p ɑ ɣ ɜ n̪	
1029-6						m ɑ ɾ	
863-6						ɕ ɜ	
539-6						tθ ɪ l	
610-6						ɪ ɜ	
350-6						kʰʲ ɜ ŋ o	
871-6						o ŋ ɜ	
734-6						ɾ f ɜ	
431-6						kʰ i	
1298-6						o dʑ ɕ b u l	
929-6						ts̪ ɜ ŋ k i	
1315-6						t̪ ɑ k s̪ k ɜ n̪	
964-6						m i n̪ t̪ ɜ k ɕ	
836-6						m i	
1644-6						b u s̪ t̪ r̪ i ŋ	
547-6						ɑ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						pʰ õ n̪ õ	
1306-6						b u	
405-6						b o ŋ õ	
294-6						p u	
661-6						b o ŋ õ	
413-6						ʑ ɜ q	
996-6						tθ ɜ n̪	
1012-6						t̪ r̪ o b ɜ ɾ	
181-6						pʰ r̪ ĩ t̪ r̪ o	
1660-6						g u n̪ d e	
1440-6						d̪ ɪ r̪ i ŋ	
1652-6						l o	
1037-6						s̪ ȵ i ŋ m ɜ	
677-6						b ɜ x m õ	
1561-6						ɕ i r̪ f ɜ	
447-6						s̪ k ɜ m b o	
828-6						ɾ i ŋ m õ	
1247-6						tɕ ɜ t̪	
391-6						ɖʐ ɜ x m õ	
972-6						ȵ i m õ ɾ	
531-6						t̪ʰ ɜ ɜ r̪ i ŋ	
253-6						tɕ o ɣ o	
1282-6						ts̪ u n̪ tθ e	
812-6						j ɑ ŋ m õ	
245-6						t̪ʰ u r̪ u	
1609-6						k ɜ r̪ p o	
261-6						n̪ ɑ q p o	
1143-6						m ɜ r̪ f o	
709-7							g o o
522-7							pʰ ɾ d o ŋ
514-7							m i k
464-7							s̪ n̪ ɑ
1020-7							s̪ n̪ ɜ m s̪ u l
1355-7							s̪ o
1464-7							l̪ tɕ pʰ
302-7							b r̪ ɜ ŋ
237-7							l̪ t̪ ɑ
205-7							p r̪ ɜ q p ɜ
1089-7							l ɜ q g i l
804-7							k ɜ ŋ m ɜ
1263-7							b ɜ k s̪ p ɜ
286-7							ɾ u s̪ p ɜ
717-7							s̪ n̪ i ŋ
269-7							kʰ r̪ ɜ q
1512-7							l̪ tɕ i n̪
555-7							dð ɜ k p ɜ
751-7							n̪ ɜ ŋ
439-7							z̪ g o
601-7							ɕ i ŋ
320-7							p ɜ g m ɜ
1106-7							b u b g
693-7							pʰ ɑ dð o r̪ ɑ
221-7							s̪ t̪ ɜ r̪ g
1199-7							t̪ʰ ɑ q p ɑ
1424-7							s̪ k u t̪ p ɑ
904-7							l dð o t̪
1273-7							pʰ n̪ ɜ m
1323-7							s̪ k ɜ r̪ m ɜ
1127-7							pʰ ɜ r̪ g ɑ
1529-7							pʰ u
1175-7							ɾ gʲ ɛ m g o
383-7							p s̪ i l
820-7							l̪ o k
1636-7							pʰ l̪ u ŋ
1331-7							ɾ d̪ ɑ
1097-7							l ɜ m
1223-7							p ɜ m ɑ
592-7							m pʰ
1290-7							t̪ u t̪ p ɑ
669-7							pʰ s̪ ɛ ɾ
1472-7							s̪ t̪ ɑ g s̪ i
788-7							l o m ɑ
1191-7							ɾ ɜ m p ɑ
626-7							m ĩ n̪ d o q
844-7							ɑ m
879-7							pʰ ɑ
1151-7							b r̪ ɜ s̪
1119-7							ɑ l u
365-7							s̪ ȵ ɛ r̪ m ɜ
1480-7							h u ŋ
653-7							z̪ g o k p ɑ
1081-7							ts̪ o ŋ
1448-7							p ɑ h ɑ n̪
1029-7							m ɑ ɾ
863-7							ɕ ɑ
539-7							dð i l
610-7							m ɑ
350-7							p ɜ ŋ g o
871-7							e m ɑ
734-7							ɾ pʰ ɑ
431-7							kʰ i
1298-7							ɜ ɾ b g l
929-7							ts̪ ɜ ŋ g i
1315-7							t̪ ɑ k s̪ k ɜ n̪
964-7							m i n̪ t̪ ɜ g
836-7							m i
1644-7							b u s̪ t̪ r̪ i ŋ
547-7							ɜ t̪ ɑ
1048-7							k ɜ k ɑ
1692-7							n̪ õ n̪ õ
1306-7							b u
405-7							b o ŋ o
294-7							b u
661-7							b o ŋ o
413-7							pʰ ɑ q
996-7							dð ɜ n̪
1012-7							ʈ o b ɜ ɾ
181-7							p r̪ ĩ g e
1660-7							g o n̪ d ŋ
1440-7							d̪ i r̪ i ŋ
1652-7							l o
1037-7							s̪ m i m ɑ
677-7							l̪ ɜ pʰ m o
1561-7							ɕ ɑ r̪ g ɑ
447-7							s̪ k ɜ m b o
828-7							ɾ ĩ m o
1247-7							tɕ ɜ tɕ t̪
391-7							dð r̪ ɜ g m o
972-7							ȵ i m o ɾ
531-7							t̪ʰ ɜ q r̪ i ŋ
253-7							tɕ o pʰ o
1282-7							ts̪ u n̪ g ŋ
812-7							h pʰ m o
245-7							t̪ʰ u ɾ g
1609-7							k ɑ r̪ g o
261-7							n̪ ɑ q p o
1143-7							m ɑ r̪ g o
